DIRECTORATE,PAYMENT DATE, PAYMENT AMOUNT ,PAYEE,SUPPLIER NO,ACTIVITY
Children's Services Directorate,04/04/2023, 829.40 ,REDACTED PERSONAL DATA,Invoice,Internal Fostering
Children's Services Directorate,04/04/2023," 2,013.36 ",REDACTED PERSONAL DATA,Invoice,Special Guardianship
Capital Expenditure,04/04/2023," 1,020.00 ",Pearce & Pearce Surveyors Ltd,Invoice,CAPEXP Other Building Reltd Wk
Housing & Regeneration Directorate,04/04/2023," 1,905.00 ",REDACTED PERSONAL DATA,Invoice,General Repairs S/C
Resources Directorate,04/04/2023, 567.86 ,REDACTED PERSONAL DATA,Invoice,HB Overpayments
Chief Executives Directorate,04/04/2023," 5,300.00 ",Waste Not Want Not,Invoice,General Contract Work
Chief Executives Directorate,04/04/2023," 1,225.00 ",Ancestry Talks CIC,Invoice,Project Work
Chief Executives Directorate,04/04/2023," 2,000.00 ",Pagrav Company Limited,Invoice,Project Work
Children's Services Directorate,04/04/2023," 23,400.00 ",Wandle Learning Trust,Invoice,SEN Inclusion
Chief Executives Directorate,04/04/2023," 1,500.00 ",Beeja,Invoice,Project Work
Chief Executives Directorate,04/04/2023, 600.00 ,REDACTED PERSONAL DATA,Invoice,Project Work
Resources Directorate,04/04/2023, 700.02 ,REDACTED PERSONAL DATA,Invoice,Personal Account
Resources Directorate,04/04/2023," 1,695.66 ",REDACTED PERSONAL DATA,Invoice,Personal Account
Children's Services Directorate,04/04/2023," 1,030.00 ",REDACTED PERSONAL DATA,Invoice,Internal Fostering
Children's Services Directorate,04/04/2023," 2,973.20 ",REDACTED PERSONAL DATA,Invoice,Internal Fostering
Children's Services Directorate,04/04/2023, 666.70 ,REDACTED PERSONAL DATA,Invoice,Special Guardianship
Children's Services Directorate,04/04/2023," 1,937.90 ",REDACTED PERSONAL DATA,Invoice,Staying Put
Children's Services Directorate,04/04/2023," 1,150.70 ",REDACTED PERSONAL DATA,Invoice,Adoption Support
Children's Services Directorate,04/04/2023, 601.22 ,REDACTED PERSONAL DATA,Invoice,Adoption Support
Children's Services Directorate,04/04/2023," 1,316.70 ",REDACTED PERSONAL DATA,Invoice,Internal Fostering
Children's Services Directorate,04/04/2023," 2,060.00 ",REDACTED PERSONAL DATA,Invoice,Internal Fostering
Children's Services Directorate,04/04/2023," 1,286.00 ",REDACTED PERSONAL DATA,Invoice,Internal Fostering
Children's Services Directorate,04/04/2023," 1,270.52 ",REDACTED PERSONAL DATA,Invoice,Special Guardianship
Children's Services Directorate,04/04/2023, 829.40 ,REDACTED PERSONAL DATA,Invoice,Internal Fostering
Children's Services Directorate,04/04/2023, 529.80 ,REDACTED PERSONAL DATA,Invoice,Special Guardianship
Children's Services Directorate,04/04/2023, 598.00 ,REDACTED PERSONAL DATA,Invoice,Special Guardianship
Children's Services Directorate,04/04/2023, 674.10 ,REDACTED PERSONAL DATA,Invoice,Staying Put
Children's Services Directorate,04/04/2023," 1,126.90 ",REDACTED PERSONAL DATA,Invoice,Special Guardianship
Children's Services Directorate,04/04/2023, 948.08 ,REDACTED PERSONAL DATA,Invoice,Internal Fostering
Children's Services Directorate,04/04/2023, 529.80 ,REDACTED PERSONAL DATA,Invoice,Special Guardianship
Children's Services Directorate,04/04/2023, 994.10 ,REDACTED PERSONAL DATA,Invoice,Special Guardianship
Children's Services Directorate,04/04/2023," 2,060.00 ",REDACTED PERSONAL DATA,Invoice,Internal Fostering
Children's Services Directorate,04/04/2023, 529.80 ,REDACTED PERSONAL DATA,Invoice,Special Guardianship
Children's Services Directorate,04/04/2023," 1,029.80 ",REDACTED PERSONAL DATA,Invoice,Special Guardianship
Children's Services Directorate,04/04/2023," 1,030.00 ",REDACTED PERSONAL DATA,Invoice,Internal Fostering
Children's Services Directorate,04/04/2023, 802.00 ,REDACTED PERSONAL DATA,Invoice,Special Guardianship
Children's Services Directorate,04/04/2023," 2,060.00 ",REDACTED PERSONAL DATA,Invoice,Internal Fostering
Children's Services Directorate,04/04/2023," 1,858.40 ",REDACTED PERSONAL DATA,Invoice,Special Guardianship
Children's Services Directorate,04/04/2023, 956.20 ,REDACTED PERSONAL DATA,Invoice,Special Guardianship
Children's Services Directorate,04/04/2023, 634.72 ,REDACTED PERSONAL DATA,Invoice,Special Guardianship
Children's Services Directorate,04/04/2023," 1,030.00 ",REDACTED PERSONAL DATA,Invoice,Internal Fostering
Children's Services Directorate,04/04/2023, 829.40 ,REDACTED PERSONAL DATA,Invoice,Internal Fostering
Children's Services Directorate,04/04/2023, 669.20 ,REDACTED PERSONAL DATA,Invoice,Special Guardianship
Children's Services Directorate,04/04/2023," 1,879.30 ",REDACTED PERSONAL DATA,Invoice,Special Guardianship
Children's Services Directorate,04/04/2023," 1,311.14 ",REDACTED PERSONAL DATA,Invoice,Special Guardianship
Children's Services Directorate,04/04/2023," 1,658.80 ",REDACTED PERSONAL DATA,Invoice,Internal Fostering
Children's Services Directorate,04/04/2023, 529.80 ,REDACTED PERSONAL DATA,Invoice,Special Guardianship
Children's Services Directorate,04/04/2023," 1,316.70 ",REDACTED PERSONAL DATA,Invoice,Internal Fostering
Environment & Community Services Directorate,04/04/2023, 554.87 ,Screwfix Direct Ltd T/as Trade,Invoice,Materials
Housing & Regeneration Directorate,04/04/2023," 7,737.12 ",Videcom Security Limited,Invoice,CCTV Running Costs
Housing & Regeneration Directorate,04/04/2023, 756.00 ,P W SECURE-IT LTD,Invoice,Reactive maintenance - bldgs
Chief Executives Directorate,04/04/2023," 9,700.00 ",Refuge,Invoice,IDVA (Domestic Violence)
Adult Social Services Directorate,04/04/2023," 12,144.00 ",Westco Trading Ltd,Invoice,Advertising / Publicity
Chief Executives Directorate,04/04/2023," 1,224.00 ",Kate Stuart Design,Invoice,Graphics Income
Capital Expenditure,04/04/2023," 1,184.00 ",BPTW Partnership,Invoice,CAPEXP Architects
Environment & Community Services Directorate,04/04/2023," 1,562.11 ",Newsquest Media Group Ltd,Invoice,Advertising / Publicity
Capital Expenditure,04/04/2023," 10,298.98 ",Martin Arnold Ltd,Invoice,CAPEXP Clerk of Works
Capital Expenditure,04/04/2023," 63,657.89 ",F M Conway Limited,Invoice,CAPEXP Construction Work
Housing & Regeneration Directorate,04/04/2023," 17,577.71 ",T Mohan ,Invoice,Reactive maintenance - bldgs
Capital Expenditure,04/04/2023," 150,474.32 ",Amber Construction Services Lt,Invoice,CAPEXP Construction Work
Housing & Regeneration Directorate,04/04/2023," 1,871.40 ",Ansador Limited,Invoice,Reactive maintenance - bldgs
Resources Directorate,04/04/2023," 1,700.00 ",Tameside Metropolitian Borough,Invoice,Subscriptions
Capital Expenditure,04/04/2023," 580,390.00 ",Transport for London,Invoice,CAPEXP Construction Work
Environment & Community Services Directorate,04/04/2023," 9,147.60 ",HAYS SPECIALIST RECRUITMENT GR,Invoice,Agency Staff
Environment & Community Services Directorate,04/04/2023," 6,075.95 ",PARMENTER BUILDERS LTD (P M PA,Invoice,Payments To Sub-Contractors
Environment & Community Services Directorate,04/04/2023," 2,776.03 ",SW1LIGHTING & ELECTRICAL LTD,Invoice,Payments To Sub-Contractors
Capital Expenditure,04/04/2023," 48,498.40 ",DURKAN LTD,Invoice,CAPEXP Construction Work
Housing & Regeneration Directorate,04/04/2023," 9,409.35 ",ACR LONDON LTD,Invoice,Reactive maintenance - bldgs
Housing & Regeneration Directorate,04/04/2023, 660.00 ,LONDON TELECARE LTD,Invoice,Equipment
Capital Expenditure,04/04/2023, 720.00 ,BRODIE PLANT & GODDARD,Invoice,CAPEXP Professional Fees
Children's Services Directorate,04/04/2023, 765.00 ,SOUTH WEST LONDON ,Invoice,Training
Children's Services Directorate,04/04/2023," 10,535.70 ",PORTMASTER LTD T/A CAPITAL CAR,Invoice,Transport
Environment & Community Services Directorate,04/04/2023," 9,990.00 ",MARSHALLS MONO LTD,Invoice,Building Works Stores
Adult Social Services Directorate,04/04/2023," 5,797.12 ",ST MARTIN IN THE FIELDS SOCIAL,Invoice,Supporting People Contracts
Capital Expenditure,04/04/2023," 186,121.59 ",WESTMINSTER BUILDING SERVICES ,Invoice,CAPEXP Construction Work
Chief Executives Directorate,04/04/2023," 17,773.26 ",Beta Distribution (South) Ltd,Invoice,Printing 
Capital Expenditure,04/04/2023," 7,002.37 ",KEEGANS LTD,Invoice,CAPEXP Professional Fees
Environment & Community Services Directorate,04/04/2023," 1,204.00 ",DOWNS FLOORING LTD,Invoice,Payments To Sub-Contractors
Children's Services Directorate,04/04/2023," 27,803.00 ",ST MICHAELS FELLOWSHIP,Invoice,Mother & Baby
Capital Expenditure,04/04/2023," 19,441.20 ",CLC CONTRACTORS LTD,Invoice,CAPEXP Construction Work
Children's Services Directorate,04/04/2023, 696.32 ,POSTURITE LTD,Invoice,Equipment
Capital Expenditure,04/04/2023," 30,858.14 ",T BROWN GROUP LTD,Invoice,CAPEXP Housing Grants Analysis
Capital Expenditure,04/04/2023," 1,071.60 ",F G KEEN LTD,Invoice,CAPEXP Housing Grants Analysis
Housing & Regeneration Directorate,04/04/2023, 888.00 ,COMMERCIAL KITCHEN SERVICES(LO,Invoice,Reactive maintenance - bldgs
Capital Expenditure,04/04/2023," 147,056.82 ",H A MARKS LIMITED,Invoice,CAPEXP Construction Work
Housing & Regeneration Directorate,04/04/2023," 2,233.02 ",HOME COUNTY FIRE CATERHAM LTD,Invoice,Planned Remedials - Bldgs
Capital Expenditure,04/04/2023," 4,102.48 ",Smith ,Invoice,CAPEXP Construction Work
Housing & Regeneration Directorate,04/04/2023," 5,919.20 ",TIMBERWISE (UK)  LTD,Invoice,Major Repairs & Alterations
Adult Social Services Directorate,04/04/2023," 2,653.58 ",WESTMINSTER HOMECARE LTD,Invoice,External Homecare
Housing & Regeneration Directorate,04/04/2023," 2,087.00 ",J CARROLL & SONS,Invoice,Reactive maintenance - bldgs
Housing & Regeneration Directorate,04/04/2023," 1,341.60 ",RIDGE AND PARTNERS LLP,Invoice,Miscellaneous Expenses
Environment & Community Services Directorate,04/04/2023, 694.23 ,PRENTICE GLASS LTD,Invoice,Materials
Environment & Community Services Directorate,04/04/2023, 844.70 ,VOLANTE LTD,Invoice,Building Works Stores
Children's Services Directorate,04/04/2023, 807.82 ,BANNER GROUP LTD,Invoice,Materials
Resources Directorate,04/04/2023," 2,522.21 ",Royal Mail Group Ltd,Invoice,Postage
Adult Social Services Directorate,04/04/2023," 10,000.00 ",SOUTH LONDON AND MAUDSLEY NHS ,Invoice,Ed & Emplmt For Subs Misuse
Chief Executives Directorate,04/04/2023," 65,535.60 ",GARRATT BUSINESS PARK BID LTD,Invoice,Garratt Business Park BID
Chief Executives Directorate,04/04/2023," 3,365.80 ",VIEWDATA COMPUTING LTD,Invoice,Hardware Maintenance
Capital Expenditure,04/04/2023," 6,270.85 ",WILBY & BURNETT,Invoice,CAPEXP Professional Fees
Environment & Community Services Directorate,04/04/2023," 2,850.00 ",ROCC COMPUTERS,Invoice,Materials
Environment & Community Services Directorate,04/04/2023," 5,829.92 ",SIGNSCAPE SYSTEMS LTD,Invoice,Materials
Chief Executives Directorate,04/04/2023," 9,812.68 ",KALL KWIK,Invoice,Printing 
Environment & Community Services Directorate,04/04/2023," 1,290.60 ",LORDS - GEORGE LINES,Invoice,Materials
Children's Services Directorate,04/04/2023, 905.94 ,BLUE ARROW LIMITED,Invoice,Recruitment Costs
Housing & Regeneration Directorate,04/04/2023," 1,628.33 ",OCOR MANAGEMENT LTD,Invoice,Service Charges
Environment & Community Services Directorate,04/04/2023," 7,242.00 ",DCA Monisyst Ltd,Invoice,Payments To Sub-Contractors
Environment & Community Services Directorate,04/04/2023," 5,382.00 ",GOLDIELOCKS LOCKSMITHS,Invoice,Payments To Sub-Contractors
Resources Directorate,04/04/2023," 23,369.31 ",Atalian Servest Ltd,Invoice,Miscellaneous Expenses
Children's Services Directorate,04/04/2023," 1,495.00 ",FRANCISCAN PRIMARY SCHOOL NATW,Invoice,Transfers to Schools
Capital Expenditure,04/04/2023," 1,149.00 ",FURZEDOWN PRIMARY SCHOOL NATWE,Invoice,CAPEXP Equipment Purchase
Environment & Community Services Directorate,04/04/2023," 3,012.55 ",BRETT LANDSCAPING ,Invoice,Building Works Stores
Capital Expenditure,04/04/2023, 600.00 ,MAND (PLS) LTD,Invoice,CAPEXP Professional Fees
Children's Services Directorate,04/04/2023," 2,415.00 ",KIKIS CHILDRENS CLINIC,Invoice,Other Therapies
Children's Services Directorate,04/04/2023," 1,356.45 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Environment & Community Services Directorate,04/04/2023, 562.22 ,WORLD PRINT MEDIA SUPPLIES,Invoice,Materials
Housing & Regeneration Directorate,04/04/2023," 7,236.26 ",DEBA UK LTD,Invoice,Reactive maintenance - bldgs
Children's Services Directorate,04/04/2023, 962.70 ,REDACTED PERSONAL DATA,Invoice,Special Guardianship
Children's Services Directorate,04/04/2023," 1,288.56 ",PENNA PLC,Invoice,Recruitment Costs
Children's Services Directorate,04/04/2023," 1,199.86 ",REMEDY RECRUITMENT GROUP LTD,Invoice,Consultants Specific Project
Chief Executives Directorate,04/04/2023," 17,515.00 ",WARNERS MIDLANDS PLC,Invoice,Printing 
Environment & Community Services Directorate,04/04/2023, 834.32 ,ELECTRIC CENTRE,Invoice,Building Works Stores
Adult Social Services Directorate,04/04/2023," 1,744.65 ",PEARL CHEMIST LTD FDV93 T/A LO,Invoice,Prescribing Services
Housing & Regeneration Directorate,04/04/2023," 1,293.60 ",SENATOR INTERNATIONAL LTD,Invoice,Equipment
Adult Social Services Directorate,04/04/2023," 53,669.63 ",LONDON HOMECARE LTD,Invoice,Extra Care Homecare
Chief Executives Directorate,04/04/2023," 1,794.00 ",URBAN DESIGN AND PRINT LTD,Invoice,Printing 
Chief Executives Directorate,04/04/2023," 14,715.00 ",ROCKET SCIENCE UK LTD,Invoice,General Contract Work
Environment & Community Services Directorate,04/04/2023," 98,288.00 ",ENABLE LEISURE AND CULTURE,Invoice,Third Party Pymt - Health
Environment & Community Services Directorate,04/04/2023," 11,736.52 ",EXACOM SYSTEMS LTD,Invoice,CCTV Running Costs
Environment & Community Services Directorate,04/04/2023, 935.34 ,LONDON CONCRETE LTD,Invoice,Materials
Children's Services Directorate,04/04/2023," 1,122.22 ",TTS GROUP LTD,Invoice,Materials
Environment & Community Services Directorate,04/04/2023, 604.44 ,PS TRUCK & CAR PARTS LTD,Invoice,Building Works Stores
Environment & Community Services Directorate,04/04/2023," 19,012.20 ",COSTA CIVIL ENGINEERING,Invoice,Payments To Sub-Contractors
Capital Expenditure,04/04/2023," 13,905.46 ",KINGSTON LANDSCAPE GROUP LTD,Invoice,CAPEXP Construction Work
Chief Executives Directorate,04/04/2023," 2,216.04 ",BENJAMA LTD T/A POWERPRINT,Invoice,Printing 
Capital Expenditure,04/04/2023," 4,600.14 ",WARWICK LANDSCAPING LTD,Invoice,CAPEXP Construction Work
Environment & Community Services Directorate,04/04/2023," 18,450.00 ",KC SERVICES GROUP LTD,Invoice,Payments To Sub-Contractors
Housing & Regeneration Directorate,04/04/2023," 3,089.27 ",Underley Furnishing Limited,Invoice,Furniture
Resources Directorate,04/04/2023," 91,970.40 ",CAPITA BUSINESS SERVICES LTD,Invoice,Capita Finance System Contract
Children's Services Directorate,04/04/2023," 6,985.00 ",The Baked Bean Charity,Invoice,Independent Fees
Capital Expenditure,04/04/2023," 36,600.00 ",PROJECT CENTRE Ltd,Invoice,CAPEXP Construction Work
Housing & Regeneration Directorate,04/04/2023, 889.58 ,Phoenix Resourcing Services Lt,Invoice,Agency Staff
Housing & Regeneration Directorate,04/04/2023," 1,548.00 ",ALL LONDON GLASS (UK) LIMITED,Invoice,Reactive maintenance - bldgs
Housing & Regeneration Directorate,04/04/2023," 1,961.16 ",A.D.M.I Doors Ltd,Invoice,Reactive maintenance - bldgs
Housing & Regeneration Directorate,04/04/2023," 11,100.00 ",Guardian Industrial Doors Ltd,Invoice,Reactive maintenance - bldgs
Chief Executives Directorate,04/04/2023," 1,455.00 ",Newman Thomson Ltd,Invoice,Printing 
Environment & Community Services Directorate,04/04/2023," 10,187.12 ",NATIONCARE WINDOWS LTD,Invoice,Payments To Sub-Contractors
Housing & Regeneration Directorate,04/04/2023," 4,332.00 ",Frankham Risk Management Servi,Invoice,Reactive maintenance - bldgs
Children's Services Directorate,04/04/2023," 2,880.00 ",Bamberry Ltd,Invoice,Equipment
Children's Services Directorate,04/04/2023," 1,666.81 ",Nacro,Invoice,External Lodgings
Capital Expenditure,04/04/2023," 52,120.27 ",Accurate Roofing Ltd,Invoice,CAPEXP Construction Work
Children's Services Directorate,04/04/2023, 829.40 ,REDACTED PERSONAL DATA,Invoice,Internal Fostering
Housing & Regeneration Directorate,04/04/2023," 9,627.00 ",Colne Valley Contracts Ltd,Invoice,Major Repairs & Alterations
Environment & Community Services Directorate,04/04/2023, 849.25 ,SIMMONSIGNS LTD,Invoice,Building Works Stores
Capital Expenditure,04/04/2023," 30,051.40 ",Collinstown Construction Ltd,Invoice,CAPEXP Construction Work
Environment & Community Services Directorate,04/04/2023," 4,381.44 ",Cappagh Public Works Ltd,Invoice,Building Works Stores
Resources Directorate,04/04/2023," 1,090.44 ",ALLIED PUBLICITY SERV (MANCHES,Invoice,Disabled Persons Car Badge
Housing & Regeneration Directorate,04/04/2023," 19,499.75 ",ICAB (Hotel) Bookings,Invoice,B&B Payments
Capital Expenditure,04/04/2023," 8,113.63 ",Playle & Partners LLP,Invoice,CAPEXP Professional Fees
Environment & Community Services Directorate,04/04/2023," 2,020.00 ",K KARANI GROUP LTD,Invoice,Payments To Sub-Contractors
Children's Services Directorate,04/04/2023," 2,130.00 ",The Play People Ltd,Invoice,Independent Fees
Housing & Regeneration Directorate,04/04/2023," 1,626.00 ",AMALGAMATED LIFTS LTD,Invoice,Planned Maintenance - Bldgs
Housing & Regeneration Directorate,04/04/2023," 256,003.37 ",PINNACLE FM LTD,Invoice,Cleaning Contracts 
Housing & Regeneration Directorate,04/04/2023," 1,446.89 ",The Defib Pad is part of,Invoice,Equipment
Chief Executives Directorate,04/04/2023, 880.00 ,Robert Hills Photography,Invoice,Printing 
Capital Expenditure,04/04/2023, 516.64 ,ERNEST BEVIN COLLEGE,Invoice,CAPEXP Other Building Reltd Wk
Children's Services Directorate,04/04/2023," 376,610.00 ",Wonde Ltd,Invoice,Consultants Fees
Chief Executives Directorate,04/04/2023, 576.00 ,Lisa Garth Graphic Design,Invoice,Graphics Income
Chief Executives Directorate,04/04/2023," 5,135.46 ",Vanacomm Ltd,Invoice,Printing 
Children's Services Directorate,04/04/2023," 11,340.00 ",P2 CONSULT LTD,Invoice,Consultants Fees
Chief Executives Directorate,04/04/2023," 1,575.00 ",REDACTED PERSONAL DATA,Invoice,Graphics Income
Chief Executives Directorate,04/04/2023," 1,530.00 ",REDACTED PERSONAL DATA,Invoice,Graphics Income
Children's Services Directorate,04/04/2023," 14,238.78 ",Avanti Fostering Ltd,Invoice,External Fostering
Children's Services Directorate,04/04/2023," 1,006.80 ",Castlebridge Finance SPV Ltd,Invoice,Transport
Capital Expenditure,04/04/2023," 91,380.05 ",ASPECT CONSTRUCTION LTD,Invoice,CAPEXP Construction Work
Chief Executives Directorate,04/04/2023," 1,439.10 ",JNE Security Ltd,Invoice,Project Work
Capital Expenditure,04/04/2023," 7,464.00 ",Environmental Services Design ,Invoice,CAPEXP Professional Fees
Children's Services Directorate,04/04/2023," 6,599.00 ",Find Digs Ltd T/A SportsCool S,Invoice,Grants to Voluntary Orgs
Chief Executives Directorate,04/04/2023," 1,290.00 ",The South London Church Fund a,Invoice,General Contract Work
Capital Expenditure,04/04/2023," 458,766.86 ",Ensigna Construction Ltd,Invoice,CAPEXP Construction Work
Capital Expenditure,04/04/2023," 5,160.00 ",Beyond Carbon Associates Ltd,Invoice,CAPEXP Professional Fees
Capital Expenditure,04/04/2023," 4,272.00 ",XCO2 Energy Ltd,Invoice,CAPEXP Surveys and Comms Costs
Housing & Regeneration Directorate,04/04/2023," 2,880.00 ",SEA 17 LIMITED,Invoice,Agency Staff
Children's Services Directorate,04/04/2023," 7,205.00 ",McGarry Blinds Ltd,Invoice,Equipment
Chief Executives Directorate,04/04/2023," 1,600.00 ",Autin Dance Theatre C.I.C.,Invoice,Project Work
Children's Services Directorate,04/04/2023," 1,030.00 ",REDACTED PERSONAL DATA,Invoice,Internal Fostering
Children's Services Directorate,04/04/2023, 709.50 ,REDACTED PERSONAL DATA,Invoice,Special Guardianship
Children's Services Directorate,04/04/2023," 1,030.00 ",REDACTED PERSONAL DATA,Invoice,Internal Fostering
Children's Services Directorate,04/04/2023," 1,568.15 ",REDACTED PERSONAL DATA,Invoice,Special Guardianship
Children's Services Directorate,04/04/2023, 829.40 ,REDACTED PERSONAL DATA,Invoice,Internal Fostering
Children's Services Directorate,04/04/2023, 573.40 ,REDACTED PERSONAL DATA,Invoice,Internal Fostering
Children's Services Directorate,04/04/2023," 1,030.00 ",REDACTED PERSONAL DATA,Invoice,Internal Fostering
Children's Services Directorate,04/04/2023," 1,030.00 ",REDACTED PERSONAL DATA,Invoice,Internal Fostering
Children's Services Directorate,04/04/2023," 1,658.80 ",REDACTED PERSONAL DATA,Invoice,Internal Fostering
Children's Services Directorate,04/04/2023, 829.40 ,REDACTED PERSONAL DATA,Invoice,Internal Fostering
Children's Services Directorate,04/04/2023," 2,129.73 ",REDACTED PERSONAL DATA,Invoice,Internal Fostering
Children's Services Directorate,04/04/2023," 1,030.00 ",REDACTED PERSONAL DATA,Invoice,Internal Fostering
Children's Services Directorate,04/04/2023, 829.40 ,REDACTED PERSONAL DATA,Invoice,Internal Fostering
Children's Services Directorate,04/04/2023, 827.90 ,REDACTED PERSONAL DATA,Invoice,Adoption Support
Children's Services Directorate,04/04/2023, 529.80 ,REDACTED PERSONAL DATA,Invoice,Special Guardianship
Children's Services Directorate,04/04/2023," 1,150.54 ",REDACTED PERSONAL DATA,Invoice,Special Guardianship
Children's Services Directorate,04/04/2023, 828.24 ,REDACTED PERSONAL DATA,Invoice,Special Guardianship
Children's Services Directorate,04/04/2023," 2,060.00 ",REDACTED PERSONAL DATA,Invoice,Internal Fostering
Children's Services Directorate,04/04/2023, 544.50 ,REDACTED PERSONAL DATA,Invoice,Special Guardianship
Children's Services Directorate,04/04/2023, 544.50 ,REDACTED PERSONAL DATA,Invoice,Special Guardianship
Children's Services Directorate,04/04/2023, 695.10 ,REDACTED PERSONAL DATA,Invoice,Special Guardianship
Children's Services Directorate,04/04/2023," 1,529.60 ",REDACTED PERSONAL DATA,Invoice,Special Guardianship
Children's Services Directorate,04/04/2023, 529.80 ,REDACTED PERSONAL DATA,Invoice,Special Guardianship
Children's Services Directorate,04/04/2023, 544.50 ,REDACTED PERSONAL DATA,Invoice,Special Guardianship
Children's Services Directorate,04/04/2023, 674.54 ,REDACTED PERSONAL DATA,Invoice,Special Guardianship
Children's Services Directorate,04/04/2023," 1,937.90 ",REDACTED PERSONAL DATA,Invoice,Internal Fostering
Children's Services Directorate,04/04/2023," 2,904.80 ",REDACTED PERSONAL DATA,Invoice,Carer Services
Children's Services Directorate,04/04/2023," 1,008.20 ",REDACTED PERSONAL DATA,Invoice,Internal Fostering
Children's Services Directorate,04/04/2023, 598.24 ,REDACTED PERSONAL DATA,Invoice,Special Guardianship
Children's Services Directorate,04/04/2023, 544.50 ,REDACTED PERSONAL DATA,Invoice,Special Guardianship
Children's Services Directorate,04/04/2023, 562.66 ,REDACTED PERSONAL DATA,Invoice,Special Guardianship
Children's Services Directorate,04/04/2023, 823.40 ,REDACTED PERSONAL DATA,Invoice,Special Guardianship
Children's Services Directorate,04/04/2023, 829.40 ,REDACTED PERSONAL DATA,Invoice,Internal Fostering
Children's Services Directorate,04/04/2023," 2,060.00 ",REDACTED PERSONAL DATA,Invoice,Internal Fostering
Children's Services Directorate,04/04/2023, 695.44 ,REDACTED PERSONAL DATA,Invoice,Special Guardianship
Children's Services Directorate,04/04/2023," 2,060.00 ",REDACTED PERSONAL DATA,Invoice,Internal Fostering
Children's Services Directorate,04/04/2023, 935.00 ,REDACTED PERSONAL DATA,Invoice,Special Guardianship
Children's Services Directorate,04/04/2023," 2,973.20 ",REDACTED PERSONAL DATA,Invoice,Internal Fostering
Children's Services Directorate,04/04/2023," 3,804.90 ",REDACTED PERSONAL DATA,Invoice,Internal Fostering
Children's Services Directorate,04/04/2023, 907.90 ,REDACTED PERSONAL DATA,Invoice,Staying Put
Children's Services Directorate,04/04/2023," 2,060.00 ",REDACTED PERSONAL DATA,Invoice,Internal Fostering
Children's Services Directorate,04/04/2023," 1,879.10 ",REDACTED PERSONAL DATA,Invoice,Internal Fostering
Children's Services Directorate,04/04/2023, 829.40 ,REDACTED PERSONAL DATA,Invoice,Internal Fostering
Children's Services Directorate,04/04/2023, 829.40 ,REDACTED PERSONAL DATA,Invoice,Internal Fostering
