DIRECTORATE,PAYMENT DATE, PAYMENT AMOUNT ,PAYEE,SUPPLIER NO,ACTIVITY
Adult Social Services Directorate,03/05/2023," 10,837.53 ",SOUTHDOWN NURSING HOME,Invoice,External Nursing Care
Environment & Community Services Directorate,03/05/2023," 22,434.00 ",THE GREEN GARDEN COMPANY,Invoice,Arboricultural Contract
Housing & Regeneration Directorate,03/05/2023," 35,327.08 ",ACKROYDON EAST TMO LTD A/C 701,Invoice,Co-Op Management Allowance
Children's Services Directorate,03/05/2023, 695.44 ,REDACTED PERSONAL DATA,Invoice,Special Guardianship
Children's Services Directorate,03/05/2023, 598.24 ,REDACTED PERSONAL DATA,Invoice,Special Guardianship
Children's Services Directorate,03/05/2023," 1,030.00 ",REDACTED PERSONAL DATA,Invoice,Internal Fostering
Children's Services Directorate,03/05/2023, 562.64 ,REDACTED PERSONAL DATA,Invoice,Special Guardianship
Adult Social Services Directorate,03/05/2023," 9,706.52 ",REDACTED PERSONAL DATA,Invoice,External Residential Care
Children's Services Directorate,03/05/2023, 828.24 ,REDACTED PERSONAL DATA,Invoice,Special Guardianship
Children's Services Directorate,03/05/2023, 529.80 ,REDACTED PERSONAL DATA,Invoice,Special Guardianship
Children's Services Directorate,03/05/2023, 529.80 ,REDACTED PERSONAL DATA,Invoice,Special Guardianship
Children's Services Directorate,03/05/2023," 1,030.00 ",REDACTED PERSONAL DATA,Invoice,Internal Fostering
Children's Services Directorate,03/05/2023, 907.90 ,REDACTED PERSONAL DATA,Invoice,Staying Put
Children's Services Directorate,03/05/2023, 863.84 ,REDACTED PERSONAL DATA,Invoice,Special Guardianship
Children's Services Directorate,03/05/2023, 598.24 ,REDACTED PERSONAL DATA,Invoice,Special Guardianship
Children's Services Directorate,03/05/2023," 2,950.25 ",REDACTED PERSONAL DATA,Invoice,Special Guardianship
Children's Services Directorate,03/05/2023," 1,030.00 ",REDACTED PERSONAL DATA,Invoice,Internal Fostering
Children's Services Directorate,03/05/2023, 907.90 ,REDACTED PERSONAL DATA,Invoice,Staying Put
Children's Services Directorate,03/05/2023, 829.40 ,REDACTED PERSONAL DATA,Invoice,Internal Fostering
Children's Services Directorate,03/05/2023, 907.90 ,REDACTED PERSONAL DATA,Invoice,Staying Put
Children's Services Directorate,03/05/2023, 840.00 ,REDACTED PERSONAL DATA,Invoice,Staying Put
Children's Services Directorate,03/05/2023, 954.14 ,REDACTED PERSONAL DATA,Invoice,Special Guardianship
Children's Services Directorate,03/05/2023," 5,150.00 ",REDACTED PERSONAL DATA,Invoice,Internal Fostering
Children's Services Directorate,03/05/2023, 808.70 ,REDACTED PERSONAL DATA,Invoice,Special Guardianship
Children's Services Directorate,03/05/2023, 532.00 ,Prepaid Financial Services (E-,Invoice,Essentials
Children's Services Directorate,03/05/2023, 950.20 ,REDACTED PERSONAL DATA,Invoice,Staying Put
Children's Services Directorate,03/05/2023, 698.00 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients
Children's Services Directorate,03/05/2023, 562.64 ,REDACTED PERSONAL DATA,Invoice,Special Guardianship
Children's Services Directorate,03/05/2023," 1,030.00 ",REDACTED PERSONAL DATA,Invoice,Internal Fostering
Children's Services Directorate,03/05/2023," 1,030.00 ",REDACTED PERSONAL DATA,Invoice,Internal Fostering
Children's Services Directorate,03/05/2023, 829.40 ,REDACTED PERSONAL DATA,Invoice,Internal Fostering
Housing & Regeneration Directorate,03/05/2023," 8,400.00 ",Driscoll Kingston & Co,Invoice,Legal & Court Fees 
Housing & Regeneration Directorate,03/05/2023," 1,200.00 ",Emerald Law Solicitors Limited,Invoice,Legal & Court Fees 
Housing & Regeneration Directorate,03/05/2023," 2,000.00 ",Cooper Hall Solicitors,Invoice,Legal & Court Fees 
Housing & Regeneration Directorate,03/05/2023," 3,960.00 ",REDACTED PERSONAL DATA,Invoice,Legal & Court Fees 
Housing & Regeneration Directorate,03/05/2023," 6,000.00 ",Antony Hodri Solicitors,Invoice,Legal & Court Fees 
Housing & Regeneration Directorate,03/05/2023," 1,000.00 ",Freshview,Invoice,Homeless Red Act Initiatives
Housing & Regeneration Directorate,03/05/2023," 1,587.96 ",Freshview,Invoice,Homeless Red Act Initiatives
Housing & Regeneration Directorate,03/05/2023, 576.00 ,Easy Shipping Limited,Invoice,Removals And Reorganisations
Housing & Regeneration Directorate,03/05/2023," 2,000.00 ",REDACTED PERSONAL DATA,Invoice,Under Occupation Payments
Housing & Regeneration Directorate,03/05/2023," 1,774.47 ",REDACTED PERSONAL DATA,Invoice,Housing Removal & Compensation
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023," 1,704.84 ",REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 725.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023," 3,130.65 ",REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023," 1,083.87 ",REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 700.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 912.50 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 725.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023," 2,371.94 ",REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023," 1,253.23 ",REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023," 4,536.67 ",REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023," 3,627.42 ",REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023," 1,445.15 ",REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 850.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,03/05/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
