DIRECTORATE,PAYMENT DATE,PAYMENT AMOUNT,PAYEE,SUPPLIER NO,ACTIVITY
Resources Directorate,10/Nov/2023,970.20,Greys Specialist Recruitment LTD,Invoice,Agency Staff
Resources Directorate,13/Nov/2023,"13,233.50",BT Global Services,Invoice,WAN line charges
Adult Social Services Directorate,13/Nov/2023,"1,159.92",Hays Specialist Recruitment Group,Invoice,Agency Staff
Resources Directorate,13/Nov/2023,"1,058.00",THE PHYSIOTHERAPHY NETWORK,Invoice,Physiotherapy
Environment & Community Services Directorate,13/Nov/2023,"5,979.76",Kba Solutions,Invoice,Training
Resources Directorate,13/Nov/2023,"1,450.00",Frontline Training Ltd,Invoice,Consultants Fees
Housing & Regeneration Directorate,13/Nov/2023,"3,300.00",Marks Consulting Partners Limited,Invoice,Agency Staff
Housing & Regeneration Directorate,14/Nov/2023,"5,445.60",British Safety Council,Invoice,Training
Adult Social Services Directorate,14/Nov/2023,"4,567.46",Baltimore Consulting Ltd,Invoice,Recruitment Costs
Housing & Regeneration Directorate,14/Nov/2023,"1,620.00",CONCERTO SUPPORT SERVICES LTD,Invoice,General Contract Work
Resources Directorate,14/Nov/2023,"16,800.00",Crathes Technology Limited,Invoice,Consultants Fees
Resources Directorate,15/Nov/2023,"4,752.00",NEC Software Solutions UK Ltd,Invoice,Agency Staff
Adult Social Services Directorate,15/Nov/2023,"7,260.00",Number 10 Interim,Invoice,Agency Staff
Adult Social Services Directorate,15/Nov/2023,"16,104.00",Tile Hill Interim & Executive Ltd,Invoice,Recruitment Costs
Adult Social Services Directorate,16/Nov/2023,"3,685.40",Reed Specialist Recruitment Ltd,Invoice,Agency Staff
Resources Directorate,16/Nov/2023,"2,298.00",Heavenly Dish Ltd,Invoice,Consultants Fees
Resources Directorate,16/Nov/2023,"8,795.83",EE LTD,Invoice,Mobile Phones
Housing & Regeneration Directorate,16/Nov/2023,"2,193.00",IN-Professional Development Limited,Invoice,Training
Adult Social Services Directorate,16/Nov/2023,"14,883.08",Flex360 Limited,Invoice,Agency Staff
Resources Directorate,16/Nov/2023,"12,638.60",Qualys Ltd.,Invoice,Network developments
Adult Social Services Directorate,17/Nov/2023,"7,992.00",Permanent Futures Ltd,Invoice,Agency Staff
Resources Directorate,17/Nov/2023,"1,264.20",INCOM TELECOMMUNICATIONS,Invoice,Hardware purchases
Resources Directorate,17/Nov/2023,"101,631.60",ATAMIS LTD,Invoice,Software purchases
Environment & Community Services Directorate,17/Nov/2023,"2,780.05",NKU Limited,Invoice,Consultants Fees
Adult Social Services Directorate,20/Nov/2023,"7,200.00",Me Learning Ltd,Invoice,General Contract Work
Resources Directorate,20/Nov/2023,"7,560.00",JAMES GRAY ASSOCIATES LTD,Invoice,Recruitment Costs
Resources Directorate,20/Nov/2023,"2,104.98",ENABLE LEISURE AND CULTURE,Invoice,Consultants Fees
Resources Directorate,20/Nov/2023,"1,327.21",NOMINET UK,Invoice,Software Maintenance
Adult Social Services Directorate,21/Nov/2023,"1,890.00",3 Spirit Enterprise UK Ltd,Invoice,Other Minor Contract Payments
Adult Social Services Directorate,21/Nov/2023,"14,677.67",Flex360 Limited,Invoice,Agency Staff
Resources Directorate,21/Nov/2023,"1,881.60",Greys Specialist Recruitment LTD,Invoice,Agency Staff
Chief Executives Directorate,22/Nov/2023,"8,400.00",PENNA PLC,Invoice,Recruitment Costs
Adult Social Services Directorate,22/Nov/2023,"8,538.06",NonStop Consulting Ltd,Invoice,Agency Staff
Adult Social Services Directorate,23/Nov/2023,"1,095.20",Reed Specialist Recruitment Ltd,Invoice,Agency Staff
Adult Social Services Directorate,23/Nov/2023,"1,159.92",Hays Specialist Recruitment Group,Invoice,Agency Staff
Environment & Community Services Directorate,23/Nov/2023,"7,600.00",UNIVERSITY COLLEGE LONDON,Invoice,CCTV Running Costs
Resources Directorate,23/Nov/2023,"5,260.80",LRQA Limited,Invoice,Network developments
Resources Directorate,23/Nov/2023,505.61,SOFTCAT LIMITED,Invoice,Software purchases
Resources Directorate,23/Nov/2023,"2,635.20",TECH RECYCLE LTD,Invoice,Hardware Maintenance
Adult Social Services Directorate,23/Nov/2023,"2,640.00",Number 10 Interim,Invoice,Agency Staff
Adult Social Services Directorate,24/Nov/2023,"1,186.27",Reed Specialist Recruitment Ltd,Invoice,Materials
Adult Social Services Directorate,24/Nov/2023,"2,100.00",Permanent Futures Ltd,Invoice,Consultants Fees
Adult Social Services Directorate,24/Nov/2023,"3,192.10",Tile Hill Interim & Executive Ltd,Invoice,Recruitment Costs
Adult Social Services Directorate,27/Nov/2023,"1,369.01",Reed Specialist Recruitment Ltd,Invoice,Agency Staff
Chief Executives Directorate,27/Nov/2023,"16,502.40",PENNA PLC,Invoice,Recruitment Costs
Resources Directorate,27/Nov/2023,"1,680.00",ELITE TRAINING ,Invoice,Consultants Fees
Adult Social Services Directorate,27/Nov/2023,"1,791.94",NonStop Consulting Ltd,Invoice,Agency Staff
Resources Directorate,28/Nov/2023,"22,197.88",PHOENIX SOFTWARE LTD,Invoice,Software Maintenance
Adult Social Services Directorate,28/Nov/2023,"2,040.00",3 Spirit Enterprise UK Ltd,Invoice,Other Minor Contract Payments
Resources Directorate,28/Nov/2023,"1,562.12",Upgrade Recruitment Tra Div of,Invoice,Agency Staff
Adult Social Services Directorate,28/Nov/2023,"1,581.12",NonStop Consulting Ltd,Invoice,Agency Staff
Environment & Community Services Directorate,29/Nov/2023,655.20,APSE,Invoice,Training
Housing & Regeneration Directorate,29/Nov/2023,851.45,INCOM TELECOMMUNICATIONS,Invoice,Hardware purchases
Resources Directorate,29/Nov/2023,"3,325.34",PHOENIX SOFTWARE LTD,Invoice,Software purchases
Resources Directorate,29/Nov/2023,"21,120.00",PANORAMIC ASSOCIATES LTD,Invoice,Agency Staff
Resources Directorate,29/Nov/2023,"2,430.92",Upgrade Recruitment Tra Div of,Invoice,Agency Staff
Adult Social Services Directorate,29/Nov/2023,"14,402.88",Flex360 Limited,Invoice,Agency Staff
Adult Social Services Directorate,29/Nov/2023,"1,848.53",LEADERS in Care,Invoice,Recruitment Costs
Adult Social Services Directorate,30/Nov/2023,"3,924.29",Reed Specialist Recruitment Ltd,Invoice,Agency Staff
Chief Executives Directorate,30/Nov/2023,"17,606.80",London Borough Of Merton,Invoice,Legal Disbursements SLLP
Resources Directorate,30/Nov/2023,"8,059.03",XMA LIMITED,Invoice,Hardware purchases
Adult Social Services Directorate,30/Nov/2023,"10,200.00",PANORAMIC ASSOCIATES LTD,Invoice,Agency Staff
Adult Social Services Directorate,30/Nov/2023,"2,160.00",The Quick Brown Fox Video Production Ltd,Invoice,Training
Adult Social Services Directorate,30/Nov/2023,"1,814.40",Globe Locums Ltd,Invoice,Agency Staff
Adult Social Services Directorate,30/Nov/2023,"5,011.20",Domus Recruitment Ltd,Invoice,Agency Staff
Housing & Regeneration Directorate,01/Nov/2023,"17,616.20",PURDY CONTRACTS LTD,Invoice,General Repairs Non S/C
Housing & Regeneration Directorate,01/Nov/2023,"36,654.27",MILESTONE CONTRACTING LTD,Invoice,Vacants
Children's Services Directorate,01/Nov/2023,562.64,AK Mziou Esq,Invoice,Special Guardianship
Resources Directorate,01/Nov/2023,"33,600.00",ASDA Stores Limited,Invoice,Social Fund Payments
Chief Executives Directorate,01/Nov/2023,"1,926.00",Sweet Dee's Jerk Ltd,Invoice,Miscellaneous Expenses
Children's Services Directorate,01/Nov/2023,"41,473.36",Your Lawyers,Invoice,Legal & Court Fees 
Environment & Community Services Directorate,01/Nov/2023,611.72,Foxtons Ltd,Invoice,Residents Permits
Environment & Community Services Directorate,01/Nov/2023,515.98,Alderbrook primary school,Invoice,Residents Permits
Chief Executives Directorate,02/Nov/2023,"10,000.00",Wandsworth Welcomes Refugees,Invoice,B of Sanctuary Community Fund
Chief Executives Directorate,02/Nov/2023,"9,846.00",Hope in the Heart,Invoice,B of Sanctuary Community Fund
Environment & Community Services Directorate,03/Nov/2023,544.95,GARDNER DENVER UK LTD,Invoice,Payments To Sub-Contractors
Resources Directorate,03/Nov/2023,"2,380.00",RFCA GL,Invoice,Venue & facilities hire
Housing & Regeneration Directorate,03/Nov/2023,"7,200.00",Coyne Learmonth,Invoice,Legal & Court Fees 
Housing & Regeneration Directorate,03/Nov/2023,"6,500.00",Cheshire Estate & Legal,Invoice,Legal & Court Fees 
Housing & Regeneration Directorate,03/Nov/2023,800.00,Samuels Law Solicitors,Invoice,Legal & Court Fees 
Housing & Regeneration Directorate,03/Nov/2023,"3,550.00",SBW Law,Invoice,Legal & Court Fees 
Housing & Regeneration Directorate,03/Nov/2023,600.00,Bond Turner Limited,Invoice,Legal & Court Fees 
Housing & Regeneration Directorate,03/Nov/2023,600.00,Bond Turner Client,Invoice,Legal & Court Fees 
Housing & Regeneration Directorate,03/Nov/2023,"7,000.00",Barnes solicitors LLP CA,Invoice,Legal & Court Fees 
Housing & Regeneration Directorate,03/Nov/2023,763.50,Coyne Learmonth Client Account,Invoice,Legal & Court Fees 
Housing & Regeneration Directorate,03/Nov/2023,"3,588.00",IRG Ltd,Invoice,Property Maintenance 
Adult Social Services Directorate,03/Nov/2023,500.00,The Hope for Wellbeing Project,Invoice,Materials
Housing & Regeneration Directorate,03/Nov/2023,"17,543.60",Premier Estates Ltd,Invoice,Premises Insurance
Children's Services Directorate,03/Nov/2023,"1,030.40",OAK HOUSING LIMITED,Invoice,Personal Account
Resources Directorate,03/Nov/2023,500.00,Dominic Mark Halpen Sweny,Invoice,Miscellaneous Expenses
Adult Social Services Directorate,06/Nov/2023,"3,015.30",THE MANOR HOUSE,Invoice,External Residential Care
Housing & Regeneration Directorate,06/Nov/2023,"2,550.00",P R Scully & Co Limited,Invoice,Legal Disbursements SLLP
Children's Services Directorate,07/Nov/2023,"1,023.00",LONDON TOOLS LIMITED,Invoice,Building Works Stores
Environment & Community Services Directorate,07/Nov/2023,994.50,ASPLI,Invoice,Materials
Housing & Regeneration Directorate,07/Nov/2023,"2,100.00",Bond Turner,Invoice,Legal & Court Fees 
Housing & Regeneration Directorate,07/Nov/2023,"9,000.00",Satchell Moran Solicitors,Invoice,Legal & Court Fees 
Housing & Regeneration Directorate,07/Nov/2023,553.42,Concept Property Management,Invoice,Service Charges
Housing & Regeneration Directorate,07/Nov/2023,"1,250.00",Bond Turner,Invoice,Legal & Court Fees 
Chief Executives Directorate,07/Nov/2023,642.94,Roopa Design,Invoice,General Contract Work
Children's Services Directorate,07/Nov/2023,"2,160.00",Pierres Finest Cuisine,Invoice,Equipment
Chief Executives Directorate,07/Nov/2023,"2,100.00",E33 Dance CIC,Invoice,General Contract Work
Chief Executives Directorate,07/Nov/2023,900.00,Battersea Anthology Limited,Invoice,General Contract Work
Children's Services Directorate,07/Nov/2023,550.00,Shumba Media Services,Invoice,Materials
Environment & Community Services Directorate,07/Nov/2023,552.95,Beatrix Potter School,Invoice,Residents Permits
Adult Social Services Directorate,08/Nov/2023,"14,892.08",High Quality Lifestyles,Invoice,External Residential Care
Adult Social Services Directorate,08/Nov/2023,"27,814.29",The Frances Taylor Foundation,Invoice,External Residential Care
Adult Social Services Directorate,08/Nov/2023,"30,828.57",MULLINVAN LTD,Invoice,External Nursing Care
Adult Social Services Directorate,08/Nov/2023,"5,342.16",ASHGALE HOUSE LTD,Invoice,External Residential Care
Adult Social Services Directorate,08/Nov/2023,"18,736.32",ABBEY CARE CENTRE T/A BHAKTI S,Invoice,External Nursing Care
Children's Services Directorate,08/Nov/2023,"1,804.00",Hayley Jayne Flatt,Invoice,Independent Sch - Transport
Housing & Regeneration Directorate,08/Nov/2023,"5,200.00",bond turner ltd,Invoice,Legal & Court Fees 
Housing & Regeneration Directorate,08/Nov/2023,"3,400.00",Marley Solicitors,Invoice,Legal & Court Fees 
Housing & Regeneration Directorate,08/Nov/2023,"9,714.91",CENTRAL AND LONDON LIMITED,Invoice,Private Sector Hsg Initiative
Adult Social Services Directorate,09/Nov/2023,"13,664.80",The Meath,Invoice,External Residential Care
Adult Social Services Directorate,09/Nov/2023,614.59,MULLINVAN LTD,Invoice,Nursing Care Cntrbns
Adult Social Services Directorate,09/Nov/2023,"3,756.60",LANGLEY COURT REST HOME,Invoice,External Residential Care
Adult Social Services Directorate,09/Nov/2023,"14,416.82",SOUTHDOWN NURSING HOME,Invoice,Nursing Care Cntrbns
Adult Social Services Directorate,09/Nov/2023,"6,145.24",EMAS Ltd,Invoice,External Residential Care
Housing & Regeneration Directorate,09/Nov/2023,"30,031.09",PURDY CONTRACTS LTD,Invoice,General Repairs Non S/C
Adult Social Services Directorate,09/Nov/2023,"8,664.64",MR & MRS M PEAKE T/A TOTTERDOW,Invoice,Supported Living
Capital Expenditure,10/Nov/2023,"22,623.81",BATTERSEA FIELDS RESIDENTS ORG,Invoice,CAPEXP Construction Work
Children's Services Directorate,10/Nov/2023,"42,541.21",ABACUS EARLY LEARNING NURSERY,Invoice,Universal 15hr 3 & 4 year old
Environment & Community Services Directorate,10/Nov/2023,"6,249.60",SE ENGINEERING LIMITED,Invoice,Agency Staff
Housing & Regeneration Directorate,10/Nov/2023,"5,220.00",bond turner limited,Invoice,Legal & Court Fees 
Housing & Regeneration Directorate,10/Nov/2023,750.00,Cheshire Estate&Legal Limited,Invoice,Legal & Court Fees 
Environment & Community Services Directorate,10/Nov/2023,"3,018.00",Van Extras Limited,Invoice,Internal Transport Recharges
Resources Directorate,10/Nov/2023,"1,000.00",Temitope OLUMILO,Invoice,ULEZ scrappage scheme
Resources Directorate,10/Nov/2023,"1,000.00",Cree Rochelle NicholsonPr,Invoice,ULEZ scrappage scheme
Chief Executives Directorate,10/Nov/2023,"12,000.00",DRM Legal Client Account,Invoice,Legal Fees SLLP
Environment & Community Services Directorate,10/Nov/2023,654.64,STIRLING ACKROYD GROUP LTD,Invoice,Residents Permits
Children's Services Directorate,13/Nov/2023,"1,324.80",Alison Cumberbatch,Invoice,Independent Sch - Transport
Housing & Regeneration Directorate,13/Nov/2023,"5,000.00",Veritas Solicitors,Invoice,Legal & Court Fees 
Housing & Regeneration Directorate,13/Nov/2023,"7,000.00",M&S Law Ltd,Invoice,Legal & Court Fees 
Housing & Regeneration Directorate,13/Nov/2023,"1,200.00",Driscoll Kingston Client Acco,Invoice,Legal & Court Fees 
Housing & Regeneration Directorate,13/Nov/2023,800.00,Satchell Moran Solicitors,Invoice,Legal & Court Fees 
Housing & Regeneration Directorate,13/Nov/2023,"1,000.00",Satchell Moran solicitors,Invoice,Legal & Court Fees 
Adult Social Services Directorate,13/Nov/2023,"11,549.87",SWLSTG,Invoice,Supported Living
Housing & Regeneration Directorate,13/Nov/2023,"3,500.00",Harding Mitchell Solicitors,Invoice,Legal Disbursements SLLP
Environment & Community Services Directorate,13/Nov/2023,892.00,Carperners Garage,Invoice,Residents Permits
Children's Services Directorate,14/Nov/2023,"7,504.00",FINTON HOUSE SCHOOL,Invoice,Independent Fees
Capital Expenditure,14/Nov/2023,"10,000.00",TFL Surface Transport,Invoice,CAPEXP Construction Work
Housing & Regeneration Directorate,14/Nov/2023,950.00,Angelus Law,Invoice,Legal & Court Fees 
Housing & Regeneration Directorate,14/Nov/2023,500.00,Samuels Law,Invoice,Legal & Court Fees 
Housing & Regeneration Directorate,14/Nov/2023,"2,004.09",Shell Energy Retail Ltd,Invoice,Energy - Electricity
Children's Services Directorate,14/Nov/2023,"1,064.00",We Love Occassions,Invoice,Equipment
Housing & Regeneration Directorate,14/Nov/2023,694.00,British Gas Trading Ltd,Invoice,Housing Removal & Compensation
Environment & Community Services Directorate,15/Nov/2023,"1,194.12",LONDON TOOLS LIMITED,Invoice,Materials
Children's Services Directorate,15/Nov/2023,562.64,AK Mziou Esq,Invoice,Special Guardianship
Housing & Regeneration Directorate,15/Nov/2023,700.27,Bond Turner,Invoice,Legal & Court Fees 
Chief Executives Directorate,15/Nov/2023,550.00,Visual Thinkery Ltd,Invoice,Miscellaneous Expenses
Adult Social Services Directorate,16/Nov/2023,"1,200.60",THE MANOR HOUSE,Invoice,External Residential Care
Children's Services Directorate,16/Nov/2023,"3,051.50",FINTON HOUSE SCHOOL,Invoice,Other Therapies
Adult Social Services Directorate,16/Nov/2023,"5,815.69",THE CHASELEY TRUST LTD,Invoice,External Nursing Care
Capital Expenditure,16/Nov/2023,"37,683.93",MICHAEL DYSON ASSOCIATES LTD,Invoice,CAPEXP Professional Fees
Capital Expenditure,16/Nov/2023,"13,830.05",TFL Surface Transport,Invoice,CAPEXP Construction Work
Children's Services Directorate,16/Nov/2023,516.00,DESTINY KIDS NURSERY,Invoice,Essentials
Housing & Regeneration Directorate,16/Nov/2023,"30,305.06",PURDY CONTRACTS LTD,Invoice,Vacants
Capital Expenditure,16/Nov/2023,"104,701.00",MILESTONE CONTRACTING LTD,Invoice,CAPEXP Construction Work
Housing & Regeneration Directorate,16/Nov/2023,"4,000.00",Antony Hodari Solicitors,Invoice,Legal & Court Fees 
Housing & Regeneration Directorate,16/Nov/2023,"2,000.00",FRESHVIEW EST,Invoice,Homeless Red Act Initiatives
Housing & Regeneration Directorate,16/Nov/2023,"2,446.92",PFL Properties LTD,Invoice,Homeless Red Act Initiatives
Adult Social Services Directorate,16/Nov/2023,"3,787.50",Boots UK Ltd,Invoice,Prescribing Services
Children's Services Directorate,17/Nov/2023,716.40,THE WHITE PAPER CONFERENCE COM,Invoice,Training
Housing & Regeneration Directorate,17/Nov/2023,538.20,ideal response,Invoice,Miscellaneous Expenses
Housing & Regeneration Directorate,17/Nov/2023,"1,000.00",Bond Turner,Invoice,Legal & Court Fees 
Housing & Regeneration Directorate,17/Nov/2023,"3,000.00",Reed & Co Solicitors,Invoice,Legal & Court Fees 
Housing & Regeneration Directorate,17/Nov/2023,"1,350.00",Satchell Moran Solicitors,Invoice,Legal & Court Fees 
Housing & Regeneration Directorate,17/Nov/2023,500.00,carey gardens co-op,Invoice,Other Office Expenses
Housing & Regeneration Directorate,17/Nov/2023,"5,000.00",Veritas Solicitors,Invoice,Legal & Court Fees 
Housing & Regeneration Directorate,17/Nov/2023,"5,200.00",Veritas Solicitors,Invoice,Legal & Court Fees 
Children's Services Directorate,20/Nov/2023,850.00,THE ROCHE SCHOOL,Invoice,SEN Inclusion
Children's Services Directorate,20/Nov/2023,"3,000.00",ALTON COMMUNITY PLAY SCHOOL,Invoice,SEN Inclusion
Children's Services Directorate,20/Nov/2023,500.00,LION HOUSE SCHOOL,Invoice,SEN Inclusion
Children's Services Directorate,20/Nov/2023,"1,000.00",ETHELBURGA EARLY YEARS CENTRE,Invoice,SEN Inclusion
Children's Services Directorate,20/Nov/2023,"2,000.00",JUMPING BEANS GARRATT PARK PLA,Invoice,SEN Inclusion
Children's Services Directorate,20/Nov/2023,"3,700.00",Social Care London Ltd,Invoice,External Lodgings
Children's Services Directorate,21/Nov/2023,"1,500.00",ALTON COMMUNITY PLAY SCHOOL,Invoice,SEN Inclusion
Capital Expenditure,21/Nov/2023,932.80,COMPUTERSHARE VOUCHER SERVICES,Invoice,Personal Account
Children's Services Directorate,21/Nov/2023,"5,300.38",FULHAM COLLEGE BOYS' SCHOOL,Invoice,Mainstream Top-Up
Children's Services Directorate,21/Nov/2023,"3,713.09",BISHOP THOMAS GRANT,Invoice,Mainstream Top-Up
Children's Services Directorate,21/Nov/2023,"24,727.74",CHRIST CHURCH PRIMARY SCHOOL,Invoice,Mainstream Top-Up
Children's Services Directorate,21/Nov/2023,"107,306.78",LAMBETH COLLEGE,Invoice,Post 16 fees
Children's Services Directorate,21/Nov/2023,"1,500.00",CHEEKY CHERUBS DAY NURSERY LTD,Invoice,SEN Inclusion
Children's Services Directorate,21/Nov/2023,"60,541.70",HARRIS ACADEMY BATTERSEA,Invoice,Mainstream Top-Up
Children's Services Directorate,21/Nov/2023,"6,986.54",GREY COAT HOSPITAL SCHOOL,Invoice,Mainstream Top-Up
Children's Services Directorate,21/Nov/2023,"17,364.62",NEWLANDS ACADEMY,Invoice,Special School Top-up
Children's Services Directorate,21/Nov/2023,"5,155.37",St Thomas More Language Colleg,Invoice,Mainstream Top-Up
Housing & Regeneration Directorate,21/Nov/2023,"2,572.83",South West BTL Ltd,Invoice,Private Rented Sector Offer
Housing & Regeneration Directorate,21/Nov/2023,"9,000.00",SNK Solicitors,Invoice,Legal & Court Fees 
Housing & Regeneration Directorate,22/Nov/2023,"187,828.64",PURDY CONTRACTS LTD,Invoice,General Repairs Non S/C
Housing & Regeneration Directorate,22/Nov/2023,"4,300.00",Driscoll Kingston & Co Ltd - C,Invoice,Legal & Court Fees 
Housing & Regeneration Directorate,22/Nov/2023,"2,500.00",Bingham Solicitors,Invoice,Legal & Court Fees 
Resources Directorate,22/Nov/2023,"1,014.87",Signature Senior Lifestyle Op,Invoice,HB Overpayments
Capital Expenditure,23/Nov/2023,"9,397.26",Kind Diamond Build Consortium ,Invoice,CAPEXP Construction Work
Children's Services Directorate,23/Nov/2023,753.71,Prepaid Financial Services (E-,Invoice,APC - Other Cla Services
Environment & Community Services Directorate,23/Nov/2023,543.50,Central London Comm Health,Invoice,Residents Permits
Housing & Regeneration Directorate,24/Nov/2023,"5,500.00",Envision Solicitors,Invoice,Legal & Court Fees 
Environment & Community Services Directorate,24/Nov/2023,818.00,SSe Energy Supply Ltd,Invoice,Energy - Electricity
Housing & Regeneration Directorate,24/Nov/2023,"5,000.00",Antony Hodari Solicitors,Invoice,Legal & Court Fees 
Children's Services Directorate,24/Nov/2023,"14,880.00",Tesco Stores Ltd,Invoice,Essentials
Children's Services Directorate,27/Nov/2023,837.29,Solo Service GHroup,Invoice,Cleaning
Children's Services Directorate,27/Nov/2023,"6,732.86",Credo Care Fostering,Invoice,External Fostering
Housing & Regeneration Directorate,28/Nov/2023,"11,200.07",PROPERTY PANACEA,Invoice,PSL Payments To Landlords
Housing & Regeneration Directorate,28/Nov/2023,"2,000.01",EARLSFIELD PROPERTIES,Invoice,PSL Payments To Landlords
Housing & Regeneration Directorate,28/Nov/2023,"11,231.79",PRIME HOMES,Invoice,PSL Payments To Landlords
Housing & Regeneration Directorate,28/Nov/2023,"2,399.98",MENDOZA LIMITED,Invoice,PSL Payments To Landlords
Environment & Community Services Directorate,28/Nov/2023,"6,302.40",SE ENGINEERING LIMITED,Invoice,Agency Staff
Children's Services Directorate,28/Nov/2023,"2,478.83",Elays Network,Invoice,Grants to Voluntary Orgs
Children's Services Directorate,28/Nov/2023,"1,441.05",Prepaid Financial Services (E-,Invoice,Advertising / Publicity
Housing & Regeneration Directorate,28/Nov/2023,"1,294.00",Furzedown 2018 limited,Invoice,PSL Payments To Landlords
Housing & Regeneration Directorate,28/Nov/2023,"2,384.80",Gowing Law Solicitors,Invoice,Legal & Court Fees 
Capital Expenditure,28/Nov/2023,"69,000.00",Sweeney Miller Law,Invoice,CAPEXP Capital grants
Housing & Regeneration Directorate,28/Nov/2023,"7,000.00",Bond Turner Limited,Invoice,Legal & Court Fees 
Housing & Regeneration Directorate,28/Nov/2023,"2,400.00",M&S Law LTD,Invoice,Legal & Court Fees 
Housing & Regeneration Directorate,28/Nov/2023,731.69,Harrow Council,Invoice,Council Tax 
Chief Executives Directorate,28/Nov/2023,720.00,Music for London Ltd.,Invoice,General Contract Work
Environment & Community Services Directorate,28/Nov/2023,"1,884.00",Soho Commercial Ltd,Invoice,Equipment
Environment & Community Services Directorate,28/Nov/2023,975.97,Townends,Invoice,Residents Permits
Children's Services Directorate,29/Nov/2023,837.29,Solo Service GHroup,Invoice,Cleaning
Housing & Regeneration Directorate,29/Nov/2023,"39,712.30",PURDY CONTRACTS LTD,Invoice,General Repairs Non S/C
