DIRECTORATE,PAYMENT DATE,PAYMENT AMOUNT,PAYEE,SUPPLIER NO,ACTIVITY
Adult Social Services Directorate,01-Mar-24,"4,408.60",Healthcare Homes (LSC) Limited,INVOICE,External Nursing Care
Adult Social Services Directorate,01-Mar-24,"5,859.96",HEATHBRIDGE PRACTICE,INVOICE,Third Party Pymt - Health
Adult Social Services Directorate,01-Mar-24,"22,202.28",HEATHCOTES(SOUTHERN)LTD,INVOICE,External Residential Care
Adult Social Services Directorate,01-Mar-24,"8,946.00",HESTIA HOUSING & SUPPORT,INVOICE,Grants to Voluntary Orgs
Capital Expenditure,01-Mar-24,"77,236.06",Hill Electrical Services Contr,INVOICE,CAPEXP Construction Work
Adult Social Services Directorate,01-Mar-24,"5,674.20",Homebridge Care Group,INVOICE,Supported Living
Adult Social Services Directorate,01-Mar-24,"20,445.36",IN CHORUS LTD,INVOICE,External Residential Care
Adult Social Services Directorate,01-Mar-24,"14,863.44",Independence Homes Ltd,INVOICE,Supported Living
Adult Social Services Directorate,01-Mar-24,"4,963.64",INDEPENDENT LIFESTYLE OPTIONS ,INVOICE,External Residential Care
Children's Services Directorate,01-Mar-24,"6,509.71",JAMMA UMOJA (RESIDENTIAL SERVI,INVOICE,Mother & Baby
Adult Social Services Directorate,01-Mar-24,"16,063.04",JESMUND CARE LTD,INVOICE,External Nursing Care
Housing & Regeneration Directorate,01-Mar-24,960.00,JJ Disney Limited,INVOICE,Training
Adult Social Services Directorate,01-Mar-24,"19,615.16",JOYCARE HOME SERVICES LTD,INVOICE,External Residential Care
Adult Social Services Directorate,01-Mar-24,"32,360.78",KATHERINE LOW SETTLEMENT,INVOICE,Grants to Voluntary Orgs
Adult Social Services Directorate,01-Mar-24,"4,600.00",KEYCHANGE CHARITY,INVOICE,External Residential Care
Adult Social Services Directorate,01-Mar-24,"7,631.44",KEYS HILL PARK LIMITED,INVOICE,External Residential Care
Children's Services Directorate,01-Mar-24,"2,787.50",KIDS,INVOICE,Preventing Accom
Capital Expenditure,01-Mar-24,"21,623.14",Kind & Company (Builders) Limi,INVOICE,CAPEXP Other Building Reltd Wk
Adult Social Services Directorate,01-Mar-24,"12,897.48",KISIMUL GROUP LTD,INVOICE,External Residential Care
Children's Services Directorate,01-Mar-24,"20,729.30",Kope-Medics Ltd,INVOICE,Preventing Accom
Adult Social Services Directorate,01-Mar-24,"8,471.52",Kosh Care ltd,INVOICE,External Homecare
Adult Social Services Directorate,01-Mar-24,"3,756.60",LANGLEY COURT REST HOME,INVOICE,External Residential Care
Adult Social Services Directorate,01-Mar-24,"4,189.12",Laurel Residential Homes Limit,INVOICE,External Residential Care
Adult Social Services Directorate,01-Mar-24,"3,919.94",LAVENDER HILL GROUP PRACTICE H,INVOICE,Third Party Pymt - Health
Adult Social Services Directorate,01-Mar-24,"105,653.65",LD CARE,INVOICE,External Residential Care
Housing & Regeneration Directorate,01-Mar-24,"1,350.00",Liberay,INVOICE,Legal & Court Fees 
Adult Social Services Directorate,01-Mar-24,"74,299.13",Lifeways,INVOICE,Supported Living
Environment & Community Services Directorate,01-Mar-24,"2,352.00",Link 2 London Ltd,INVOICE,OCS-Cems Grave Digging
Adult Social Services Directorate,01-Mar-24,"8,365.08",LIVABILITY,INVOICE,External Residential Care
Adult Social Services Directorate,01-Mar-24,"14,571.32",LIVING AMBITIONS LIMITED,INVOICE,External Residential Care
Chief Executives Directorate,01-Mar-24,"360,711.36",London Borough Of Merton,INVOICE,Legal Fees SLLP
Children's Services Directorate,01-Mar-24,"6,012.00",London Grid For Learning Trust,INVOICE,Equipment
Adult Social Services Directorate,01-Mar-24,"2,595.84",LONDON HOMECARE LTD,INVOICE,External Homecare
Children's Services Directorate,01-Mar-24,"9,238.24",LONDON'S ASSISTED SEMI-INDEPEN,INVOICE,External Lodgings
Adult Social Services Directorate,01-Mar-24,"6,000.00",Lorven Housing Ltd t/as Floren,INVOICE,External Nursing Care
Adult Social Services Directorate,01-Mar-24,"61,891.12",LOVING CARE LTD,INVOICE,External Residential Care
Adult Social Services Directorate,01-Mar-24,"1,272.00",MA Education Ltd,INVOICE,Training
Adult Social Services Directorate,01-Mar-24,"108,042.96",MACINTYRE CARE,INVOICE,External Residential Care
Housing & Regeneration Directorate,01-Mar-24,"1,104.60",MAG,INVOICE,General Repairs S/C
Adult Social Services Directorate,01-Mar-24,"12,555.68",Maison Care Limited,INVOICE,External Residential Care
Adult Social Services Directorate,01-Mar-24,"6,728.48",Management Solutions First Ltd,INVOICE,Supported Living
Adult Social Services Directorate,01-Mar-24,570.60,MANAGING CARE LIMITED,INVOICE,External Homecare
Adult Social Services Directorate,01-Mar-24,"12,040.00",MAREGO LIMITED,INVOICE,Supported Living
Adult Social Services Directorate,01-Mar-24,"8,909.96",Marks Care Home Limited (Kenil,INVOICE,External Residential Care
Adult Social Services Directorate,01-Mar-24,"3,180.00",Medicrest LTD,INVOICE,External Residential Care
Adult Social Services Directorate,01-Mar-24,"21,698.20",Medicsprocare Limited,INVOICE,Supported Living
Adult Social Services Directorate,01-Mar-24,"4,850.56",Medihands Healthcare,INVOICE,External Residential Care
Children's Services Directorate,01-Mar-24,"7,162.86",Medway Council,INVOICE,External Fostering
Adult Social Services Directorate,01-Mar-24,"15,658.28",MENCAP,INVOICE,Supported Living
Adult Social Services Directorate,01-Mar-24,"6,120.64",Metropolitan Housing Trust,INVOICE,External Residential Care
Adult Social Services Directorate,01-Mar-24,"78,691.59",METROPOLITAN HOUSING TRUST,INVOICE,External Residential Care
Children's Services Directorate,01-Mar-24,"4,570.00",Mia Care Services,INVOICE,Preventing Accom
Capital Expenditure,01-Mar-24,"22,066.85",MICHAEL DYSON ASSOCIATES LTD,INVOICE,CAPEXP Professional Fees
Adult Social Services Directorate,01-Mar-24,879.39,MIHOMECARE LIMITED,INVOICE,External Homecare
Adult Social Services Directorate,01-Mar-24,"7,937.28",Milesian Manor,INVOICE,External Residential Care
Adult Social Services Directorate,01-Mar-24,"37,215.36",MINSA CARE LTD,INVOICE,External Residential Care
Adult Social Services Directorate,01-Mar-24,"551,157.74",MMCG 2 LTD,INVOICE,External Nursing Care
Children's Services Directorate,01-Mar-24,"14,223.34",Morley College Limited,INVOICE,Post 16 fees
Adult Social Services Directorate,01-Mar-24,"4,996.08",MORTON GARDENS LIMITED,INVOICE,Supported Living
Adult Social Services Directorate,01-Mar-24,"8,664.64",MR & MRS M PEAKE T/A TOTTERDOW,INVOICE,Supported Living
Children's Services Directorate,01-Mar-24,"5,173.44",MUSHKIL AASAAN LTD,INVOICE,Preventing Accom
Adult Social Services Directorate,01-Mar-24,"6,591.40",NATIONAL SOCIETY FOR EPILEPSY,INVOICE,External Residential Care
Adult Social Services Directorate,01-Mar-24,"5,236.12",Nazareth Care Charitable Trust,INVOICE,External Nursing Care
Adult Social Services Directorate,01-Mar-24,"11,883.88",Nestlings Care LTD,INVOICE,Supported Living
Adult Social Services Directorate,01-Mar-24,"7,509.16",Nexus Programme Ltd,INVOICE,External Residential Care
Adult Social Services Directorate,01-Mar-24,"68,999.05",NIGHTINGALE HOUSE,INVOICE,External Residential Care
Adult Social Services Directorate,01-Mar-24,"3,040.40",Nightingale House ( Twickenham,INVOICE,External Residential Care
Adult Social Services Directorate,01-Mar-24,"1,054.08",NonStop Consulting Ltd,INVOICE,Agency Staff
Adult Social Services Directorate,01-Mar-24,"8,063.72",NonStop Consulting Ltd,INVOICE,Agency Staff
Adult Social Services Directorate,01-Mar-24,"16,004.48",NORWOOD SCHOOLS LTD,INVOICE,External Residential Care
Adult Social Services Directorate,01-Mar-24,595.90,NOVAL CATERING LTD,INVOICE,Other PH Contracts
Environment & Community Services Directorate,01-Mar-24,"456,271.80",NSL LIMITED,INVOICE,Enforcement  Contractor
Children's Services Directorate,01-Mar-24,"1,506.12",Nursing Direct Healthcare Limi,INVOICE,Preventing Accom
Adult Social Services Directorate,01-Mar-24,"4,212.88",NUTLEY HALL LTD,INVOICE,External Residential Care
Housing & Regeneration Directorate,01-Mar-24,"1,848.00",Nuts and Bolts Training ltd,INVOICE,Training
Adult Social Services Directorate,01-Mar-24,"2,397.40",Oakfield Care (Ashtead) Ltd,INVOICE,External Nursing Care
Adult Social Services Directorate,01-Mar-24,"32,928.00",Oasis Manor,INVOICE,Supported Living
Children's Services Directorate,01-Mar-24,"7,200.00",Official Moves,INVOICE,Transport Hire & Leasing Costs
Adult Social Services Directorate,01-Mar-24,"5,200.00",Olavender Care Limited,INVOICE,Supported Living
Children's Services Directorate,01-Mar-24,"1,225.00",OpenMinds Social Care Ltd,INVOICE,External Lodgings
Adult Social Services Directorate,01-Mar-24,"4,324.80",ORCHARD VALE TRUST,INVOICE,External Residential Care
Capital Expenditure,01-Mar-24,"24,679.20",Ove Arup ,INVOICE,CAPEXP Employers Agent and QS
Adult Social Services Directorate,01-Mar-24,"23,181.54",Pages Homes Ltd,INVOICE,External Residential Care
Adult Social Services Directorate,01-Mar-24,"9,671.32",Partnerships in Care 1 Limited,INVOICE,External Residential Care
Adult Social Services Directorate,01-Mar-24,"15,098.16",PATHWAY HEALTHCARE,INVOICE,External Residential Care
Adult Social Services Directorate,01-Mar-24,"11,299.52",Peak 15 Ltd,INVOICE,External Residential Care
Adult Social Services Directorate,01-Mar-24,"82,694.64",Penkz Limited,INVOICE,Supported Living
Adult Social Services Directorate,01-Mar-24,"2,465.40",Pilgrims Friend Society t/a,INVOICE,External Residential Care
Capital Expenditure,01-Mar-24,989.00,PINSENT MASONS,INVOICE,CAPEXP Professional Fees
Resources Directorate,01-Mar-24,"3,247.33",Pluxee UK Ltd,INVOICE,Personal Account
Children's Services Directorate,01-Mar-24,"3,910.80",PORTMASTER LTD T/A CAPITAL CAR,INVOICE,Transport
Adult Social Services Directorate,01-Mar-24,"3,137.96",POTENSIAL LTD,INVOICE,External Residential Care
Adult Social Services Directorate,01-Mar-24,"8,268.00",Primroses Care Ltd,INVOICE,External Residential Care
Adult Social Services Directorate,01-Mar-24,"43,629.98",Product Service Health (PSH) L,INVOICE,Supported Living
Adult Social Services Directorate,01-Mar-24,"9,393.78",PUTNEYMEAD GROUP MEDICAL PRACT,INVOICE,Third Party Pymt - Health
Adult Social Services Directorate,01-Mar-24,"1,589.36",QUEENSTOWN ROAD MEDICAL PRACTI,INVOICE,Third Party Pymt - Health
Housing & Regeneration Directorate,01-Mar-24,630.00,Real Animation Works Ltd,INVOICE,Consultants Fees
Resources Directorate,01-Mar-24,"1,560.00",Redacted Personal Data,INVOICE,Occupational Health Doctors
Children's Services Directorate,01-Mar-24,900.00,Redacted Personal Data,INVOICE,Other Therapies
Children's Services Directorate,01-Mar-24,"1,050.00",Redacted Personal Data,INVOICE,Project Work
Resources Directorate,01-Mar-24,704.83,Redacted Personal Data,INVOICE,Personal Account
Resources Directorate,01-Mar-24,857.48,Redacted Personal Data,INVOICE,Personal Account
Resources Directorate,01-Mar-24,950.00,Redacted Personal Data,INVOICE,Personal Account
Resources Directorate,01-Mar-24,"3,813.16",Redacted Personal Data,INVOICE,Personal Account
Resources Directorate,01-Mar-24,"2,252.51",Redacted Personal Data,INVOICE,Personal Account
Adult Social Services Directorate,01-Mar-24,"12,461.32",Redacted Personal Data,INVOICE,External Residential Care
Adult Social Services Directorate,01-Mar-24,"5,152.36",Redacted Personal Data,INVOICE,External Residential Care
Housing & Regeneration Directorate,01-Mar-24,"9,379.58",Redacted Personal Data,INVOICE,Private Rented Sector Offer
Chief Executives Directorate,01-Mar-24,"1,000.00",Redacted Personal Data,INVOICE,General Contract Work
Chief Executives Directorate,01-Mar-24,500.00,Redacted Personal Data,INVOICE,General Contract Work
Chief Executives Directorate,01-Mar-24,"1,120.00",Redacted Personal Data,INVOICE,General Contract Work
Adult Social Services Directorate,01-Mar-24,"1,046.24",Redacted Personal Data,INVOICE,Third Party Pymt - Health
Children's Services Directorate,01-Mar-24,655.77,Redacted Personal Data,INVOICE,APC - Other Cla Services
Children's Services Directorate,01-Mar-24,543.10,Redacted Personal Data,INVOICE,APC - Other Cla Services
Children's Services Directorate,01-Mar-24,"4,907.50",Redacted Personal Data,INVOICE,Essentials
Housing & Regeneration Directorate,01-Mar-24,"3,964.76",Redacted Personal Data,INVOICE,Homeless Red Act Initiatives
Housing & Regeneration Directorate,01-Mar-24,"6,723.72",Redacted Personal Data,INVOICE,Homeless Red Act Initiatives
Children's Services Directorate,01-Mar-24,"3,470.00",RICHMOND HILL HOTEL,INVOICE,Project Work
Adult Social Services Directorate,01-Mar-24,"85,920.37",ROSEDENE NURSING HOME,INVOICE,External Nursing Care
Adult Social Services Directorate,01-Mar-24,"11,428.94",Royal Mail Group Ltd,INVOICE,Postage
Adult Social Services Directorate,01-Mar-24,"30,654.52",ROYAL MENCAP SOCIETY,INVOICE,Supported Living
Housing & Regeneration Directorate,01-Mar-24,894.84,SAFE PARTNERSHIP,INVOICE,Homeless Red Act Initiatives
Chief Executives Directorate,01-Mar-24,"2,384.40",SeatLive Ticketing Services lt,INVOICE,Project Work
Children's Services Directorate,01-Mar-24,"6,428.50",Shining  Stars Fostering Agenc,INVOICE,External Fostering
Adult Social Services Directorate,01-Mar-24,"18,361.36",SIGNATURE HEALTH AND LIVING LT,INVOICE,External Residential Care
Adult Social Services Directorate,01-Mar-24,"19,818.56",SIGNHEALTH,INVOICE,External Residential Care
Chief Executives Directorate,01-Mar-24,"13,296.50",Social Solutions Institute,INVOICE,Community Safety
Adult Social Services Directorate,01-Mar-24,"51,901.51",South Croft Healthcare Lodge L,INVOICE,Supported Living
Adult Social Services Directorate,01-Mar-24,"2,393.90",SOUTHFIELDS GROUP PRACTICE H85,INVOICE,Third Party Pymt - Health
Adult Social Services Directorate,01-Mar-24,"7,469.72","Speirs House, Greensleeves Car",INVOICE,External Nursing Care
Children's Services Directorate,01-Mar-24,"11,142.85",Stonelake London Limited,INVOICE,External Residential Care
Children's Services Directorate,01-Mar-24,"3,040.80",Strive AV LIMITED,INVOICE,Hardware purchases
Adult Social Services Directorate,01-Mar-24,"10,182.80",SUMMIT LODGE,INVOICE,Supported Living
Adult Social Services Directorate,01-Mar-24,"13,273.06",SUPREME CARE SERVICE LTD,INVOICE,External Homecare
Adult Social Services Directorate,01-Mar-24,"7,860.76",SUSASH LondonLtd-T/A Barons Lo,INVOICE,External Nursing Care
Adult Social Services Directorate,01-Mar-24,"8,065.16",SUSASH UK LTD T/A BARONS LODGE,INVOICE,External Nursing Care
Chief Executives Directorate,01-Mar-24,"3,690.00",System Simulation Ltd,INVOICE,Project Work
Adult Social Services Directorate,01-Mar-24,"8,225.56",Thanet Healthcare (Cairo House,INVOICE,Supported Living
Adult Social Services Directorate,01-Mar-24,"40,879.56",THANET HEALTHCARE LTD,INVOICE,External Residential Care
Adult Social Services Directorate,01-Mar-24,"1,096.50",THE ALTON PRACTICE H85065,INVOICE,Third Party Pymt - Health
Environment & Community Services Directorate,01-Mar-24,"2,712.00",The FA Bartlett Tree Expert Co,INVOICE,Arboricultural Contract
Adult Social Services Directorate,01-Mar-24,612.86,THE FALCON ROAD MEDICAL CENTRE,INVOICE,Third Party Pymt - Health
Adult Social Services Directorate,01-Mar-24,"1,610.42",THE GREYSWOOD PRACTICE,INVOICE,Third Party Pymt - Health
Adult Social Services Directorate,01-Mar-24,"2,261.70",The Haider Practice H85075,INVOICE,Third Party Pymt - Health
Adult Social Services Directorate,01-Mar-24,"20,322.92",THE HOME FARM TRUST LTD,INVOICE,Supported Living
Adult Social Services Directorate,01-Mar-24,"13,664.80",The Meath,INVOICE,External Residential Care
Adult Social Services Directorate,01-Mar-24,589.68,THE OPEN DOOR SURGERY H85087,INVOICE,Third Party Pymt - Health
Adult Social Services Directorate,01-Mar-24,"20,642.24",THE PINES NURSING HOME,INVOICE,External Nursing Care
Children's Services Directorate,01-Mar-24,"5,778.00",THOMAS'S LONDON DAY SCHOOL,INVOICE,Independent Fees
Adult Social Services Directorate,01-Mar-24,"8,473.08",THORNTON LODGE,INVOICE,External Residential Care
