DIRECTORATE,PAYMENT DATE, PAYMENT AMOUNT ,PAYEE,SUPPLIER NO,ACTIVITY
Housing & Regeneration Directorate,01/06/2023," 29,722.23 ",Royal Mail Group Ltd,Invoice,Postage
Capital Expenditure,01/06/2023," 12,612.00 ",RIDGE AND PARTNERS LLP,Invoice,CAPEXP Construction Work
Capital Expenditure,01/06/2023," 145,481.11 ",REAL LSE LIMITED,Invoice,CAPEXP Construction Work
Adult Social Services Directorate,01/06/2023," 11,254.50 ",RAINBOW MEDICAL SERVICES,Invoice,External Homecare
Children's Services Directorate,01/06/2023," 1,200.00 ",REDACTED PERSONAL DATA,Invoice,Training
Housing & Regeneration Directorate,01/06/2023," 269,830.86 ",PURDY CONTRACTS LTD,Invoice,Vacants
Adult Social Services Directorate,01/06/2023, 927.72 ,PROTOCOL EDUCATION  LTD,Invoice,External Outreach
Adult Social Services Directorate,01/06/2023," 2,429.88 ",Premier Cars Mini Cab Services,Invoice,Transport Hire & Leasing Costs
Adult Social Services Directorate,01/06/2023," 3,914.40 ",PORTMASTER LTD T/A CAPITAL CAR,Invoice,Transport Hire & Leasing Costs
Capital Expenditure,01/06/2023," 9,476.88 ",Playle & Partners LLP,Invoice,CAPEXP Professional Fees
Capital Expenditure,01/06/2023," 1,212.00 ",PINSENT MASONS,Invoice,CAPEXP Professional Fees
Housing & Regeneration Directorate,01/06/2023," 256,020.18 ",PINNACLE FM LTD,Invoice,Postage
Housing & Regeneration Directorate,01/06/2023," 6,738.24 ",Pennington Choices Ltd,Invoice,Asbestos Removal
Chief Executives Directorate,01/06/2023, 720.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Housing & Regeneration Directorate,01/06/2023," 2,943.83 ",PARMENTER BUILDERS LTD (P M PA,Invoice,General Repairs Non S/C
Children's Services Directorate,01/06/2023," 1,440.00 ",PANORAMIC ASSOCIATES LTD,Invoice,Agency Staff
Children's Services Directorate,01/06/2023," 2,059.00 ",OFSTED,Invoice,Subscriptions
Housing & Regeneration Directorate,01/06/2023, 516.00 ,OAKLEY LOCKSMITHS LTD,Invoice,General Repairs Non S/C
Adult Social Services Directorate,01/06/2023," 2,291.70 ",NonStop Consulting Ltd,Invoice,Agency Staff
Chief Executives Directorate,01/06/2023," 2,440.80 ",Newsquest Media Group Ltd,Invoice,Advertising / Publicity
Housing & Regeneration Directorate,01/06/2023, 514.00 ,NEWLANDS RESIDENTS ASSOCIATION,Invoice,Resident Association Allowance
Housing & Regeneration Directorate,01/06/2023," 65,950.30 ",MULALLEY & COMPANY LTD,Invoice,External Decs
Housing & Regeneration Directorate,01/06/2023," 3,623.78 ",REDACTED PERSONAL DATA,Invoice,Under Occupation Payments
Housing & Regeneration Directorate,01/06/2023," 1,513.92 ",REDACTED PERSONAL DATA,Invoice,Service Charges
Resources Directorate,01/06/2023, 543.06 ,REDACTED PERSONAL DATA,Invoice,HB Overpayments
Housing & Regeneration Directorate,01/06/2023, 900.00 ,REDACTED PERSONAL DATA,Invoice,General Repairs Non S/C
Housing & Regeneration Directorate,01/06/2023," 26,640.88 ",MILESTONE CONTRACTING LTD,Invoice,Fixtures & Fittings
Adult Social Services Directorate,01/06/2023," 3,808.00 ",Mia Care Services,Invoice,External Homecare
Housing & Regeneration Directorate,01/06/2023," 1,843.03 ",METRO DIGITAL TV LTD,Invoice,TV Aerials
Capital Expenditure,01/06/2023," 29,739.17 ",MARSHALLS MONO LTD,Invoice,CAPEXP Construction Work
Housing & Regeneration Directorate,01/06/2023," 3,300.00 ",Marks Consulting Partners Limited,Invoice,Agency Staff
Housing & Regeneration Directorate,01/06/2023," 69,411.86 ",M N M PROPERTIES SERVICES,Invoice,Vacants
Housing & Regeneration Directorate,01/06/2023," 1,190.30 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords
Capital Expenditure,01/06/2023," 92,593.15 ",LIFTWORKS,Invoice,CAPEXP Construction Work
Housing & Regeneration Directorate,01/06/2023, 764.84 ,LIFTEC LIFTS LTD,Invoice,Lifts
Housing & Regeneration Directorate,01/06/2023," 2,520.00 ",LHG Thornton Heath Ltd,Invoice,B&B-Other Destitute
Housing & Regeneration Directorate,01/06/2023," 1,708.48 ",KEEGANS LTD,Invoice,External Decs
Children's Services Directorate,01/06/2023," 11,348.14 ",JAMMA UMOJA (RESIDENTIAL SERVI,Invoice,Mother & Baby
Adult Social Services Directorate,01/06/2023," 3,150.00 ",J.C. MICHAEL GROUPS LTD,Invoice,External Homecare
Capital Expenditure,01/06/2023," 16,134.87 ",REDACTED PERSONAL DATA,Invoice,CAPEXP HRA House Purchase
Housing & Regeneration Directorate,01/06/2023," 1,210.82 ",HUGHES JAY & PANTER LTD,Invoice,External Decs
Housing & Regeneration Directorate,01/06/2023," 4,819.74 ",HAYS SPECIALIST RECRUITMENT GR,Invoice,Agency Staff
Children's Services Directorate,01/06/2023," 26,549.29 ",Halliwell Homes LTD,Invoice,External Residential Care
Resources Directorate,01/06/2023, 812.00 ,Halfords,Invoice,Personal Account
Adult Social Services Directorate,01/06/2023," 1,392.30 ",HAIL,Invoice,External Homecare
Children's Services Directorate,01/06/2023," 4,284.80 ",GREATER LONDON FOSTERING,Invoice,External Fostering
Children's Services Directorate,01/06/2023, 600.00 ,Gravitas Training Consultants ,Invoice,Project Work
Capital Expenditure,01/06/2023," 11,607.73 ",GL Hearn Ltd,Invoice,CAPEXP Surveys and Comms Costs
Children's Services Directorate,01/06/2023," 3,510.44 ",Futures for children Ltd,Invoice,External Fostering
Housing & Regeneration Directorate,01/06/2023," 1,252.24 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords
Housing & Regeneration Directorate,01/06/2023," 13,420.40 ",FIRSTPORT PROPERTY SERVICE LTD,Invoice,Premises Insurance
Housing & Regeneration Directorate,01/06/2023, 558.87 ,REDACTED PERSONAL DATA,Invoice,Homeless Red Act Initiatives
Housing & Regeneration Directorate,01/06/2023," 5,599.41 ",REDACTED PERSONAL DATA,Invoice,Private Rented Sector Offer
Children's Services Directorate,01/06/2023, 585.00 ,Dynamic Living,Invoice,APC - External Lodgings
Housing & Regeneration Directorate,01/06/2023," 4,576.90 ",DNA Investments Ltd,Invoice,Homeless Red Act Initiatives
Housing & Regeneration Directorate,01/06/2023," 39,024.00 ",Denhan International,Invoice,B&B Payments
Children's Services Directorate,01/06/2023," 1,000.00 ",REDACTED PERSONAL DATA,Invoice,Enablers/Education Fees
Housing & Regeneration Directorate,01/06/2023," 1,302.60 ",Croydon Court Limited,Invoice,B&B Payments
Adult Social Services Directorate,01/06/2023," 68,380.22 ",Consensus,Invoice,External Residential Care
Housing & Regeneration Directorate,01/06/2023," 1,728.00 ",CONRAD CONSULTING LIMITED,Invoice,Agency Staff
Children's Services Directorate,01/06/2023," 7,304.88 ",CHILDREN OF COLOUR LTD,Invoice,External Fostering
Children's Services Directorate,01/06/2023," 13,878.08 ",CHILDREN OF ALL NATIONS LTD,Invoice,External Fostering
Adult Social Services Directorate,01/06/2023," 1,082.80 ",Chelsea & Westminster Hospital,Invoice,Gum Service - Other Providers
Capital Expenditure,01/06/2023," 1,265.40 ",Carter Jonas LLP,Invoice,CAPEXP Professional Fees
Children's Services Directorate,01/06/2023," 21,921.34 ",Care 4 Children Residential Se,Invoice,External Residential Care
Children's Services Directorate,01/06/2023," 18,702.34 ",CAPSTONE FOSTER CARE,Invoice,External Fostering
Resources Directorate,01/06/2023," 7,686.00 ",BT Global Services,Invoice,Hardware purchases
Housing & Regeneration Directorate,01/06/2023," 19,980.11 ",British Gas Social Housing Ltd,Invoice,General Repairs Non S/C
Children's Services Directorate,01/06/2023," 3,764.29 ",BRIDGING GAPS,Invoice,External Fostering
Housing & Regeneration Directorate,01/06/2023, 885.78 ,Bond Turner Solicitors,Invoice,Legal & Court Fees 
Housing & Regeneration Directorate,01/06/2023," 7,000.00 ",Bond Turner Limited,Invoice,Legal & Court Fees 
Capital Expenditure,01/06/2023," 6,600.00 ",Beyond Carbon Associates Ltd,Invoice,CAPEXP Professional Fees
Housing & Regeneration Directorate,01/06/2023," 2,475.00 ",Bernard Properties Ltd,Invoice,Homeless Red Act Initiatives
Capital Expenditure,01/06/2023," 2,400.00 ",Barton Willmore LLP,Invoice,CAPEXP Professional Fees
Housing & Regeneration Directorate,01/06/2023," 749,712.48 ",Aston Pearl Limited,Invoice,B&B-Other Destitute
Resources Directorate,01/06/2023," 11,286.00 ",Ascendant Solutions Limited,Invoice,Software purchases
Children's Services Directorate,01/06/2023," 17,050.00 ",AREA CAMDEN LTD,Invoice,External Residential Care
Capital Expenditure,01/06/2023," 2,640.00 ",Ansador Limited,Invoice,CAPEXP Construction Work
Adult Social Services Directorate,01/06/2023," 8,975.00 ",AJ Mobility & Training Service,Invoice,Transport Hire & Leasing Costs
Capital Expenditure,01/06/2023," 2,788.80 ",Airey Miller Limited,Invoice,CAPEXP Employers Agent and QS
Children's Services Directorate,01/06/2023," 20,371.34 ",Acorn Homes,Invoice,External Residential Care
Children's Services Directorate,01/06/2023," 18,546.85 ",Acorn Care and Education Limit,Invoice,External Residential Care
Housing & Regeneration Directorate,01/06/2023, 772.80 ,ACCURO ENVIRONMENTAL LTD,Invoice,Homeless Initiative Cleaning
Capital Expenditure,01/06/2023," 105,532.08 ",Accurate Roofing Ltd,Invoice,CAPEXP Construction Work
Capital Expenditure,01/06/2023," 69,000.00 ",Absolute Conveyancing Ltd,Invoice,CAPEXP Capital grants
Housing & Regeneration Directorate,01/06/2023," 24,915.40 ",Abslett Properties,Invoice,B&B Payments
Adult Social Services Directorate,01/06/2023," 2,052.00 ",Abacus Mobility Ltd,Invoice,Transport Hire & Leasing Costs
Children's Services Directorate,02/06/2023," 132,256.80 ",Young Giants Ltd,Invoice,Third Party Pymt - Ind Units
Resources Directorate,02/06/2023," 1,460.54 ",REDACTED PERSONAL DATA,Invoice,Personal Account
Children's Services Directorate,02/06/2023," 20,016.00 ",Witherslack Group,Invoice,Independent Fees
Capital Expenditure,02/06/2023," 214,235.33 ",Winstanley York Road Regenerat,Invoice,CAPEXP Construction Work
Housing & Regeneration Directorate,02/06/2023, 702.00 ,WILLOW PUMPS LIMITED,Invoice,Reactive maintenance - bldgs
Housing & Regeneration Directorate,02/06/2023, 960.00 ,WESTMINSTER BUILDING SERVICES ,Invoice,Major Repairs & Alterations
Children's Services Directorate,02/06/2023," 15,899.28 ",We Care Homes,Invoice,External Lodgings
Housing & Regeneration Directorate,02/06/2023," 2,362.22 ",Underley Furnishing Limited,Invoice,Furniture
Adult Social Services Directorate,02/06/2023," 2,958.33 ",THE MANOR HOUSE,Invoice,External Residential Care
Adult Social Services Directorate,02/06/2023," 6,234.20 ",THE CHESTNUTS,Invoice,External Residential Care
Adult Social Services Directorate,02/06/2023," 40,041.00 ",The Baked Bean Charity,Invoice,Supported Living
Resources Directorate,02/06/2023," 1,265.49 ",REDACTED PERSONAL DATA,Invoice,Personal Account
Housing & Regeneration Directorate,02/06/2023," 3,160.61 ",T Mohan ,Invoice,Reactive maintenance - bldgs
Housing & Regeneration Directorate,02/06/2023," 25,046.48 ",T BROWN GROUP LTD,Invoice,Planned Maintenance - Bldgs
Children's Services Directorate,02/06/2023, 941.55 ,Street Support Ltd,Invoice,External Lodgings
Housing & Regeneration Directorate,02/06/2023," 1,053.60 ",St John Ambulance,Invoice,Equipment
Housing & Regeneration Directorate,02/06/2023, 689.36 ,SOS Electricals & Services Ltd,Invoice,Major Repairs & Alterations
Capital Expenditure,02/06/2023," 3,970.06 ",Smith ,Invoice,CAPEXP Professional Fees
Housing & Regeneration Directorate,02/06/2023, 642.00 ,Sesame Access Systems Ltd,Invoice,Reactive maintenance - bldgs
Adult Social Services Directorate,02/06/2023, 771.28 ,SENSE-CHILDREN & ADULT SERVICE,Invoice,External Residential Care
Resources Directorate,02/06/2023," 1,754.36 ",REDACTED PERSONAL DATA,Invoice,Personal Account
Children's Services Directorate,02/06/2023," 4,488.00 ",Pure Football Academy,Invoice,Grants to Voluntary Orgs
Housing & Regeneration Directorate,02/06/2023, 565.60 ,PUBLIC CLOCKS LTD,Invoice,Planned Maintenance - Bldgs
Housing & Regeneration Directorate,02/06/2023, 771.76 ,Power Tecnique LTD,Invoice,Planned Maintenance - Bldgs
Capital Expenditure,02/06/2023," 2,278.20 ",Potter Raper,Invoice,CAPEXP Employers Agent and QS
Housing & Regeneration Directorate,02/06/2023, 882.00 ,PORTERS PEST CONTROL LTD,Invoice,Reactive maintenance - bldgs
Housing & Regeneration Directorate,02/06/2023, 780.00 ,PH Water Technologies LTD,Invoice,Planned Maintenance - Bldgs
Adult Social Services Directorate,02/06/2023," 7,680.00 ",Permanent Futures Ltd,Invoice,Consultants Fees
Capital Expenditure,02/06/2023," 4,903.62 ",PELLINGS LLP,Invoice,CAPEXP Professional Fees
Housing & Regeneration Directorate,02/06/2023, 894.86 ,Oasis Products Vending Service,Invoice,Reactive maintenance - bldgs
Adult Social Services Directorate,02/06/2023," 118,923.21 ",Oasis Manor,Invoice,Supported Living
Children's Services Directorate,02/06/2023," 1,435.50 ",OASIS CHILDRENS VENTURE LTD,Invoice,Preventing Accom
Adult Social Services Directorate,02/06/2023," 3,074.40 ",NonStop Consulting Ltd,Invoice,Agency Staff
Capital Expenditure,02/06/2023," 22,486.50 ",NHS Southwest London ICB,Invoice,CAPEXP Equipment Purchase
Resources Directorate,02/06/2023," 24,668.23 ",NEC Software Solutions UK Ltd,Invoice,Agency Staff
Children's Services Directorate,02/06/2023," 1,058.46 ",MUSHKIL AASAAN LTD,Invoice,Preventing Accom
Housing & Regeneration Directorate,02/06/2023," 4,986.00 ",REDACTED PERSONAL DATA,Invoice,Reactive maintenance - bldgs
Children's Services Directorate,02/06/2023," 3,720.00 ",Mitus Care Ltd,Invoice,Staying Put
Capital Expenditure,02/06/2023, 855.00 ,MICHAEL BARCLAY PARTNERSHIP LL,Invoice,CAPEXP Other Building Reltd Wk
Adult Social Services Directorate,02/06/2023," 2,761.44 ",METROPOLITAN HOUSING TRUST,Invoice,Supported Living
Children's Services Directorate,02/06/2023," 2,808.00 ",Metro Tennis Ltd,Invoice,Grants to Voluntary Orgs
Adult Social Services Directorate,02/06/2023," 44,405.29 ",Medicsprocare Limited,Invoice,Supported Living
Adult Social Services Directorate,02/06/2023," 1,734.86 ",LIM INDEPENDENT LIVEING & COMM,Invoice,External Homecare
Housing & Regeneration Directorate,02/06/2023," 1,764.00 ",LASER SECURITY,Invoice,Reactive maintenance - bldgs
Housing & Regeneration Directorate,02/06/2023," 20,700.00 ",La Belle Roofing Co LTD,Invoice,Major Repairs & Alterations
Housing & Regeneration Directorate,02/06/2023," 1,058.40 ",K & A Construction,Invoice,Reactive maintenance - bldgs
Environment & Community Services Directorate,02/06/2023," 7,112.55 ",JT ENTERPRISES,Invoice,Miscellaneous Expenses
Children's Services Directorate,02/06/2023," 12,629.00 ",JAMMA UMOJA (RESIDENTIAL SERVI,Invoice,Mother & Baby
Housing & Regeneration Directorate,02/06/2023," 1,479.60 ",J CARROLL & SONS,Invoice,Reactive maintenance - bldgs
Housing & Regeneration Directorate,02/06/2023," 4,883.30 ",ICAB (Hotel) Bookings,Invoice,B&B Payments
Children's Services Directorate,02/06/2023," 2,022.75 ",HORIZON FOSTERING SERVICES LTD,Invoice,Staying Put
Children's Services Directorate,02/06/2023, 708.36 ,HOME COUNTY FIRE CATERHAM LTD,Invoice,Planned Maintenance - Bldgs
Children's Services Directorate,02/06/2023," 11,957.13 ",Heritage Care UK,Invoice,External Lodgings
Adult Social Services Directorate,02/06/2023," 5,596.62 ",HAIL,Invoice,Travel Buddy Scheme
Housing & Regeneration Directorate,02/06/2023," 2,787.06 ",Guardian Industrial Doors Ltd,Invoice,Reactive maintenance - bldgs
Housing & Regeneration Directorate,02/06/2023," 1,920.00 ",REDACTED PERSONAL DATA,Invoice,Homeless Red Act Initiatives
Adult Social Services Directorate,02/06/2023," 3,750.95 ",Glide Care Ltd,Invoice,Supported Living
Children's Services Directorate,02/06/2023," 1,705.60 ",GENERATE,Invoice,Preventing Accom
Housing & Regeneration Directorate,02/06/2023, 654.00 ,Frankham Risk Management Servi,Invoice,Planned Maintenance - Bldgs
Children's Services Directorate,02/06/2023," 9,632.00 ",Fostering London,Invoice,External Fostering
Children's Services Directorate,02/06/2023," 3,587.14 ",Fostering Innovations Ltd,Invoice,External Fostering
Children's Services Directorate,02/06/2023," 5,358.57 ",Flourish Fostering,Invoice,External Fostering
Environment & Community Services Directorate,02/06/2023, 734.06 ,F M Conway Limited,Invoice,Payments To Sub-Contractors
Adult Social Services Directorate,02/06/2023," 22,947.65 ",EVERGREEN PARTNERSHIP,Invoice,Residentl Care Conts
Children's Services Directorate,02/06/2023," 14,791.42 ",REDACTED PERSONAL DATA,Invoice,External Lodgings
Children's Services Directorate,02/06/2023, 977.76 ,Emergency Personnel Home CAre ,Invoice,Preventing Accom
Housing & Regeneration Directorate,02/06/2023," 12,666.60 ",DH CROFTS LTD,Invoice,Reactive maintenance - bldgs
Housing & Regeneration Directorate,02/06/2023," 22,798.24 ",DEBA UK LTD,Invoice,Planned Maintenance - Bldgs
Children's Services Directorate,02/06/2023," 6,957.29 ",Credo Care Fostering,Invoice,External Fostering
Children's Services Directorate,02/06/2023," 56,559.50 ",CONTACT A FAMILY,Invoice,Grants to Voluntary Orgs
Children's Services Directorate,02/06/2023," 6,954.54 ",COMPASS FOSTERING LONDON LIMIT,Invoice,External Fostering
Housing & Regeneration Directorate,02/06/2023," 1,422.00 ",COMMERCIAL KITCHEN SERVICES(LO,Invoice,Planned Maintenance - Bldgs
Adult Social Services Directorate,02/06/2023," 2,514.05 ",Central London Comm Healthcare,Invoice,CLCH SWISH and Aligned Service
Children's Services Directorate,02/06/2023," 3,736.80 ",Castlebridge Finance SPV Ltd,Invoice,Client Travel Expenses
Children's Services Directorate,02/06/2023, 924.00 ,CAPITAL HOMECARE (UK) LTD,Invoice,Preventing Accom
Adult Social Services Directorate,02/06/2023," 81,798.02 ",C/O CLIFFORD OAKLEY,Invoice,External Residential Care
Adult Social Services Directorate,02/06/2023," 14,317.28 ",Bespoke Care Support,Invoice,Supported Living
Capital Expenditure,02/06/2023," 6,867.32 ",Barton Willmore LLP,Invoice,CAPEXP Professional Fees
Children's Services Directorate,02/06/2023," 25,818.66 ",Ascent Fostering Agency T/As A,Invoice,External Residential Care
Adult Social Services Directorate,02/06/2023, 559.00 ,Areli Care Ltd t/a Caremark (B,Invoice,External Homecare
Housing & Regeneration Directorate,02/06/2023, 974.40 ,Ansador Limited,Invoice,Reactive maintenance - bldgs
Adult Social Services Directorate,02/06/2023," 6,963.42 ",AJ Mobility & Training Service,Invoice,Transport Hire & Leasing Costs
Adult Social Services Directorate,02/06/2023, 950.00 ,Afresh Deep Cleaning London Lt,Invoice,External- Misc (Clean-Ups Etc)
Children's Services Directorate,02/06/2023," 7,331.81 ",Affinity Fostering,Invoice,External Fostering
Housing & Regeneration Directorate,02/06/2023," 31,341.98 ",ACR LONDON LTD,Invoice,Planned Maintenance - Bldgs
Adult Social Services Directorate,02/06/2023," 7,670.60 ",REDACTED PERSONAL DATA,Invoice,Supported Living
Housing & Regeneration Directorate,02/06/2023," 1,761.60 ",A.D.M.I Doors Ltd,Invoice,Reactive maintenance - bldgs
Capital Expenditure,05/06/2023, 834.00 ,YES Engineering Group Limited,Invoice,CAPEXP Professional Fees
Resources Directorate,05/06/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Children's Services Directorate,05/06/2023, 595.20 ,We Care Homes,Invoice,Subsistance
Chief Executives Directorate,05/06/2023," 154,023.90 ",WANDSWORTH CITIZENS ADVICE BUR,Invoice,General Contract Work
Resources Directorate,05/06/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,05/06/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,05/06/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,05/06/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Housing & Regeneration Directorate,05/06/2023," 2,956.00 ",Underley Furnishing Limited,Invoice,Furniture
Resources Directorate,05/06/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,05/06/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,05/06/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,05/06/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,05/06/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Adult Social Services Directorate,05/06/2023, 870.00 ,The Chartered Governance Insti,Invoice,Training
Resources Directorate,05/06/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,05/06/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,05/06/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,05/06/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,05/06/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,05/06/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,05/06/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Adult Social Services Directorate,05/06/2023," 9,545.89 ",Sunrise Mental Health Ltd,Invoice,Supported Living
Resources Directorate,05/06/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,05/06/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,05/06/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,05/06/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Housing & Regeneration Directorate,05/06/2023," 1,505.08 ",SOLOPROTECT LIMITED,Invoice,Equipment
Resources Directorate,05/06/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,05/06/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,05/06/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,05/06/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,05/06/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,05/06/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Housing & Regeneration Directorate,05/06/2023," 1,500.00 ",Satchell Moran Solicitors,Invoice,Legal & Court Fees 
Resources Directorate,05/06/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,05/06/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,05/06/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,05/06/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,05/06/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,05/06/2023," 9,992.44 ",Royal Mail Group Ltd,Invoice,Postage
Resources Directorate,05/06/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,05/06/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,05/06/2023, 944.35 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,05/06/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,05/06/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Resources Directorate,05/06/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Housing & Regeneration Directorate,05/06/2023," 1,482.60 ",RAINER SECURITY PRODUCTS LTD,Invoice,Equipment
Resources Directorate,05/06/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Miscellaneous Expenses
Housing & Regeneration Directorate,05/06/2023," 5,500.00 ",Quinn Noble Solicitors Ltd,Invoice,Legal & Court Fees 
Resources Directorate,05/06/2023," 5,966.34 ",Print Image Network Ltd,Invoice,Printing 
