Service Unit,Supplier,Dist Amt,Account Name,Period
Business Support,CHARLES PUGH (WINDSCREENS) LTD T/A NATIONAL WINDSCREENS,770,Vehicle Repairs & Maintenance - Parts,Jun-23
Business Support,CITY AND GUILDS,2576,Training - Expenses - Police,Jun-23
Business Support,CITY OF LONDON POLICE,3362,Training - Course Fees / Seminars etc - Staff,Jun-23
Business Support,COLLEGE OF POLICING,13432,Recruitment Expenses,Jun-23
Business Support,COLLEGE OF POLICING,7360,Recruitment Expenses,Jun-23
Business Support,COLLEGE OF POLICING,12328,Recruitment Expenses,Jun-23
Business Support,COLLEGE OF POLICING,2518,Training - Course Fees / Seminars etc - Police,Jun-23
Business Support,COLLEGE OF POLICING,1821.96,Training - Course Fees / Seminars etc - Police,Jun-23
Business Support,COLLEGE OF POLICING,766,Training - Course Fees / Seminars etc - Staff,Jun-23
Business Support,COOL BREEZE FM LTD,1199.4,Premises - Repairs & Maintenance,Jun-23
Business Support,CORONA ENERGY,8061.33,Gas,Jun-23
Business Support,CORONA ENERGY,3334.81,Gas,Jun-23
Business Support,CORONA ENERGY,1151.38,Gas,Jun-23
Business Support,CORONA ENERGY,2702.7400000000002,Gas,Jun-23
Business Support,CORONA ENERGY,11180.130000000001,Gas,Jun-23
Business Support,CORONA ENERGY,1184.77,Gas,Jun-23
Business Support,CORONA ENERGY,922.78,Gas,Jun-23
Business Support,CORONA ENERGY,779.28,Gas,Jun-23
Business Support,CTC TRAINING AND DEVELOPMENT LTD,825,Training - Expenses - Police,Jun-23
Business Support,DEREK SLACK MOTORS LTD,523.97,Vehicle Repairs & Maintenance - Parts,Jun-23
Business Support,DESTINY CHURCH TEES VALLEY,2835,Professional Fees,Jun-23
Business Support,EDF ENERGY CUSTOMERS LTD,15989.710000000001,Electricity,Jun-23
Business Support,EDF ENERGY CUSTOMERS LTD,3478.85,Electricity,Jun-23
Business Support,EDF ENERGY CUSTOMERS LTD,12312.59,Electricity,Jun-23
Business Support,EDF ENERGY CUSTOMERS LTD,3428.07,Electricity,Jun-23
Business Support,EDF ENERGY CUSTOMERS LTD,1183.49,Electricity,Jun-23
Business Support,EDF ENERGY CUSTOMERS LTD,89013.5,Electricity,Jun-23
Business Support,EDF ENERGY CUSTOMERS LTD,15319.98,Electricity,Jun-23
Business Support,EDF ENERGY CUSTOMERS LTD,26738.11,Electricity,Jun-23
Business Support,EDF ENERGY CUSTOMERS LTD,6579.03,Electricity,Jun-23
Business Support,EDF ENERGY CUSTOMERS LTD,2756.23,Electricity,Jun-23
Business Support,EDF ENERGY CUSTOMERS LTD,3681.02,Electricity,Jun-23
Business Support,EDF ENERGY CUSTOMERS LTD,54072.67,Electricity,Jun-23
Business Support,EDF ENERGY CUSTOMERS LTD,1015.34,Electricity,Jun-23
Business Support,EDF ENERGY CUSTOMERS LTD,2974.08,Electricity,Jun-23
Business Support,EDF ENERGY CUSTOMERS LTD,2159.28,Electricity,Jun-23
Business Support,EDF ENERGY CUSTOMERS LTD,1273.82,Electricity,Jun-23
Business Support,EDF ENERGY CUSTOMERS LTD,843.07,Electricity,Jun-23
Business Support,EDF ENERGY CUSTOMERS LTD,843.07,Electricity,Jun-23
Business Support,EDF ENERGY CUSTOMERS LTD,7870.33,Electricity,Jun-23
Business Support,EDF ENERGY CUSTOMERS LTD,3099.69,Electricity,Jun-23
Business Support,EE LTD,10707.6,Telephone Charges - Mobile,Jun-23
Business Support,EE LTD,1667.1000000000001,Telephone Charges - Mobile,Jun-23
Business Support,EE LTD,10459.84,Telephone Charges - Mobile,Jun-23
Business Support,FISHER GERMAN PROPERTY MANAGEMENT LLP,6161.03,Service Charge,Jun-23
Business Support,GAMMA TELECOMM,4197.84,Telephone Charges - Landlines,Jun-23
Business Support,GAMMA TELECOMM,4244.85,Telephone Charges - Landlines,Jun-23
Business Support,GOODYEAR TYRES UK LIMITED,9729.59,Tyres,Jun-23
Business Support,GREENHAM TRADING LTD,500.40000000000003,Contract Cleaning,Jun-23
Business Support,HANLEYS MOTOR BODY REPAIRS LTD,1569.54,Insurance - Motor Vehicle,Jun-23
Business Support,HANLEYS MOTOR BODY REPAIRS LTD,732.11,Insurance - Motor Vehicle,Jun-23
Business Support,HANLEYS MOTOR BODY REPAIRS LTD,523.48,Insurance - Motor Vehicle,Jun-23
Business Support,HANLEYS MOTOR BODY REPAIRS LTD,2877.9500000000003,Insurance - Motor Vehicle,Jun-23
Business Support,HARTLEPOOL BOROUGH COUNCIL,5419,Rates,45078
Business Support,HARTLEPOOL UNITED FOOTBALL CLUB LIMITED,2000,Professional Fees,Jun-23
Business Support,HAWKESWORTH APPLIANCE TESTING T/A HAWKESWORTH,502.61,Premises - Planned Maintenance,Jun-23
Business Support,HAYS SPECIALIST RECRUITMENT LTD,761.12,Temporary / Contract Staff Costs,Jun-23
Business Support,HM COURTS,4112,Professional Fees,45078
Business Support,INTERGRAPH PUBLIC SAFETY OFFICE,10434.51,Information Technology Expenditure - General,Jun-23
Business Support,IRVINGS LAW,5000,Insurance - Public Liability,Jun-23
Business Support,IRVINGS LAW,17500,Insurance - Public Liability,Jun-23
Business Support,JH MECHANICAL SERVICES LTD,960.84,Premises - Planned Maintenance,Jun-23
Business Support,JH MECHANICAL SERVICES LTD,941.72,Premises - Planned Maintenance,Jun-23
Business Support,JH MECHANICAL SERVICES LTD,667.73,Premises - Repairs & Maintenance,Jun-23
Business Support,KAYS MEDICAL LTD,3586.5,General Equipment,Jun-23
Business Support,KONSTRUCT NE LTD,535,Premises - Grounds Maintenance,Jun-23
Business Support,KONSTRUCT NE LTD,610,Premises - Grounds Maintenance,Jun-23
Business Support,MARTEK DRONES LTD T/A COPTRZ,1000,Development Fund,Jun-23
Business Support,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,2408.6,Professional Fees,Jun-23
Business Support,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,3010.75,Professional Fees,Jun-23
Business Support,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,3010.75,Professional Fees,Jun-23
Business Support,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,3010.75,Professional Fees,Jun-23
Business Support,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,5967.12,Temporary / Contract Staff Costs,Jun-23
Business Support,MIDDLESBROUGH BOROUGH COUNCIL,65964.62,Rates,45078
Business Support,MIDDLESBROUGH DIOCESE,2896,Rent,45078
Business Support,MIDDLESBROUGH FOOTBALL CLUB,2065,Refreshments / Hospitality,Jun-23
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,651.67,Contract Cleaning,Jun-23
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,8344.92,Contract Cleaning,Jun-23
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,797.25,Contract Cleaning,Jun-23
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,4811.17,Contract Cleaning,Jun-23
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,2427.17,Contract Cleaning,Jun-23
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,672.42,Contract Cleaning,Jun-23
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,503.42,Contract Cleaning,Jun-23
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,603.92,Contract Cleaning,Jun-23
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,2427.58,Contract Cleaning,Jun-23
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,4654.08,Contract Cleaning,Jun-23
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,958.9200000000001,Contract Cleaning,Jun-23
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,2654.17,Contract Cleaning,Jun-23
Business Support,NORTON PHYSIOTHERAPY LTD,812,Private Treatment / Health Initiatives,Jun-23
Business Support,PCC FOR NORTH YORKSHIRE,1608.78,Vehicle Repairs & Maintenance - Labour,Jun-23
Business Support,PCC FOR NORTH YORKSHIRE,850.91,Vehicle Repairs & Maintenance - Parts,Jun-23
Business Support,PHOENIX SOFTWARE LTD,810,Premises - Planned Maintenance,Jun-23
Business Support,PHOENIX SOFTWARE LTD,2961.48,Professional Fees,Jun-23
Business Support,PHOENIX SOFTWARE LTD,1563.66,Professional Fees,Jun-23
Business Support,PLEXUS LAW,2915,Insurance - Public Liability,Jun-23
Business Support,PLEXUS LAW,2893,Insurance - Public Liability,Jun-23
Business Support,POLICE FEDERATION OF ENGLAND AND WALES,972.4,Professional Fees,Jun-23
Business Support,PORTLAND ESTATES MANAGEMENT LTD,563.34,Rent / Lease,Jun-23
Business Support,PORTLAND ESTATES MANAGEMENT LTD,1410.01,Rent / Lease,Jun-23
Business Support,PORTLAND ESTATES MANAGEMENT LTD,6960,Rent / Lease,Jun-23
Business Support,QUADIENT,4390,Postage Costs,45078
Business Support,REDACTED,27667.06,Information Technology Expenditure - General,Jun-23
Business Support,REDACTED,10020.33,Information Technology Expenditure - General,Jun-23
Business Support,REDACTED,1050,Insurance - Public Liability,Jun-23
Business Support,REDACTED,650,Professional Fees,Jun-23
Business Support,REDACTED,800,Professional Fees,Jun-23
Business Support,REDACTED,1200,Damage to Property,Jun-23
Business Support,REDACTED,3016.63,Professional Fees,Jun-23
Business Support,REDACTED,1903,ANPR Systems,Jun-23
Business Support,REDACTED,1800,Professional Fees,Jun-23
Business Support,REDACTED,525,Training - Course Fees / Seminars etc - Staff,Jun-23
Business Support,REDACTED,7125,Professional Fees,Jun-23
Business Support,REDACTED,7125,Professional Fees,Jun-23
Business Support,REDACTED,2000,General Equipment,Jun-23
Business Support,REDACTED,700,Professional Fees,Jun-23
Business Support,REDACTED,810,Professional Fees,Jun-23
Business Support,REDACTED,800,Damage to Property,Jun-23
Business Support,REDACTED,520,Professional Fees,Jun-23
Business Support,REDACTED,850,Professional Fees,Jun-23
Business Support,REDACTED,500,Professional Fees,Jun-23
Business Support,REDACTED,990,Damage to Property,Jun-23
Business Support,REDACTED,1237,Damage to Property,Jun-23
Business Support,REDACTED,2721.3,Professional Fees,Jun-23
Business Support,REDACTED,2674.5,Insurance - Public Liability,Jun-23
Business Support,REDACTED,1440,Professional Fees,Jun-23
Business Support,REDACTED,1312.5,Professional Fees,Jun-23
Business Support,REDACTED,10826.5,Professional Fees,Jun-23
Business Support,REDACTED,30505.68,Professional Fees,Jun-23
Business Support,REDACTED,9650.5,Professional Fees,Jun-23
Business Support,REDACTED,748,Professional Fees,Jun-23
Business Support,REDACTED,946,Premises - Repairs & Maintenance,Jun-23
Business Support,REDACTED,36147,General Equipment,45078
Business Support,REDACTED,925,Rent,45078
Business Support,REDACTED,36596.19,General Equipment,45078
Business Support,REDCAR BOROUGH COUNCIL,17257,Rates,45078
Business Support,ROWLAND COOPER HOSPITALITY,520,Subsistence,Jun-23
Business Support,RS FLEET INSTALLATIONS LTD T/A RS CONNECT,2000,Vehicle Fits,Jun-23
Business Support,RS FLEET INSTALLATIONS LTD T/A RS CONNECT,2000,Vehicle Fits,Jun-23
Business Support,RS FLEET INSTALLATIONS LTD T/A RS CONNECT,3131.23,Vehicle Fits,Jun-23
Business Support,RSG ENGINEERING,914.8000000000001,General Vehicle Equipment,Jun-23
Business Support,S JENNINGS LTD T/A LOOKERS FORD MIDDLESBROUGH,700,Vehicle Repairs & Maintenance - Parts,Jun-23
Business Support,S JENNINGS LTD T/A LOOKERS FORD MIDDLESBROUGH,642.44,Vehicle Repairs & Maintenance - Parts,Jun-23
Business Support,SATCHELL MORAN SOLICITORS LTD,9000,Insurance - Public Liability,Jun-23
Business Support,SATCHELL MORAN SOLICITORS LTD,1500,Insurance - Public Liability,Jun-23
Business Support,SATCHELL MORAN SOLICITORS LTD,5000,Insurance - Public Liability,Jun-23
Business Support,SCOT GROUP LTD T/A THRIFTY CAR & VAN RENTAL,637.84,Vehicle Hire,Jun-23
Business Support,SIMON BAILES LTD,557.75,Vehicle Repairs & Maintenance - Labour,Jun-23
Business Support,SMITH & GRAHAM SOLICITORS,3000,Insurance - Public Liability,Jun-23
Business Support,SOCIAL AND MARKET STRATEGIC RESEARCH LTD,1219.4,Professional Fees,Jun-23
Business Support,SOFTCAT LTD,5749.6,Training - Course Fees / Seminars etc - Staff,Jun-23
Business Support,SOPRA STERIA LTD,133891.17,Information Technology Expenditure - General,Jun-23
Business Support,STOCKTON BOROUGH COUNCIL,39681,Rates,45078
Business Support,STOCKTON-ON-TEES BOROUGH COUNCIL,1373.81,Gas,Jun-23
Business Support,STOCKTON-ON-TEES BOROUGH COUNCIL,23873.39,Premises - Repairs & Maintenance,Jun-23
Business Support,TAYLOR LAW (CLIENT ACCOUNT),75000,Insurance - Employer Liability,Jun-23
Business Support,TELEFONICA O2 UK LIMITED,6021,Maintenance Agreements - Telecomms,Jun-23
Business Support,THE ATACC GROUP LTD,1600,Training - Course Fees / Seminars etc - Police,Jun-23
Business Support,THE ATACC GROUP LTD,2400,Training - Course Fees / Seminars etc - Police,Jun-23
Business Support,THE ATACC GROUP LTD,800,Training - Course Fees / Seminars etc - Police,Jun-23
Business Support,THE ATACC GROUP LTD,2800,Training - Course Fees / Seminars etc - Police,Jun-23
Business Support,THE ATACC GROUP LTD,800,Training - Course Fees / Seminars etc - Police,Jun-23
Business Support,THE LAW SOCIETY,995,Advertising / Recruitment,Jun-23
Business Support,THE MYERS-BRIGGS COMPANY LIMITED,519.5,Development Fund,Jun-23
Business Support,THOMSON REUTERS (PROFESSIONAL) UK LIMITED SWEET & MAXWELL,21615.96,Online Law Library,Jun-23
Business Support,THOMSON REUTERS (PROFESSIONAL) UK LIMITED SWEET & MAXWELL,22737,Online Law Library,Jun-23
Business Support,THOMSON REUTERS (PROFESSIONAL) UK LIMITED SWEET & MAXWELL,12009.960000000001,Online Law Library,Jun-23
Business Support,TLT SOLICITORS LLP,709.89,Professional Fees,Jun-23
Business Support,TS18 LTD,765,Training - Course Fees / Seminars etc - Police,Jun-23
Business Support,UNIVERSITY OF TEESSIDE,7483.49,Recruitment Expenses,Jun-23
Business Support,VICKERS CONSTRUCTION LTD,4635,Premises - Repairs & Maintenance,Jun-23
Business Support,VODAFONE,1187.49,PNN2 / PNN3 Connection,Jun-23
Business Support,VODAFONE,1776,PNN2 / PNN3 Connection,Jun-23
Business Support,WATSON WOODHOUSE SOLICITORS CLIENT ACCOUNT,4500,Insurance - Public Liability,Jun-23
Business Support,WILLIAMS MEDICAL SUPPLIES LTD,915.95,General Equipment,Jun-23
Business Support,WILLIAMS MEDICAL SUPPLIES LTD,580.97,General Equipment,Jun-23
Business Support,WPC SOFTWARE LTD,6025.58,Information Technology Expenditure - General,Jun-23
Business Support,WPC SOFTWARE LTD,6549.55,Information Technology Expenditure - General,Jun-23
Business Support,YORK DIOCESE,579,Rent,45078
Central Costs,CARE & CUSTODY (HEALTH) LTD,148698.28,Custody Services,Jun-23
Central Costs,CARE & CUSTODY (HEALTH) LTD,64881.18,Medical Custody Services,Jun-23
Central Costs,CATH BROWN CONSULTANCY LTD,4500,Project Costs,Jun-23
Central Costs,CATH BROWN CONSULTANCY LTD,4500,Project Costs,Jun-23
Central Costs,CF MOTORING SERVICES LTD,11221.44,Insurance - Motor Vehicle,Jun-23
Central Costs,CF MOTORING SERVICES LTD,3351.28,Insurance - Motor Vehicle,Jun-23
Central Costs,CRIMESTOPPERS TRUST,8500,General Contributions,Jun-23
Central Costs,DURHAM CONSTABULARY,37074.15,NE Fingerprint Bureau Automatic Fingerprint Recognition (NEFB AFR),Jun-23
Central Costs,IRAF SPYDER 4 ,63000,Rent,45078
Central Costs,MARSH LIMITED,1144.08,Insurance - Other,Jun-23
Central Costs,MAYORS OFFICE FOR POLICING AND CRIME (MET POL),11957.31,Police UK,Jun-23
Central Costs,MEHLER VARIO SYSTEM GMBH,5106,Project Costs,Jun-23
Central Costs,NATWEST,839.89,Bank Charges,45078
Central Costs,OPCC NORTH WALES,2897.2400000000002,General Contributions,Jun-23
Central Costs,PCC FOR WEST MIDLANDS,94539,National Ballistics Intelligence Service (NABIS),Jun-23
Central Costs,PS ADMINISTRATION LTD (T/A XPS ADMINISTRATION),1050,Project Costs,Jun-23
Central Costs,RESTORE STORAGE GROUP (BRUNSWICK),789.5,External Storage Charges,Jun-23
Central Costs,S JENNINGS LTD T/A LOOKERS FORD MIDDLESBROUGH,2961.82,Insurance - Motor Vehicle,Jun-23
Central Costs,SIGNAGE SOLUTIONS GBR LTD,1396.5,Insurance - Motor Vehicle,Jun-23
Central Costs,YAFFY PROTECTIVE CLOTHING (PART OF MI HUB LTD),525,Project Costs,Jun-23
Central Costs,YAFFY PROTECTIVE CLOTHING (PART OF MI HUB LTD),525,Project Costs,Jun-23
Collaborations & Regional Units,OPCC NORTH WALES,30160,Forensic Collision Investigation Unit (FCIN),Jun-23
Collaborations & Regional Units,POLICE AND CRIME COMMISSIONER NORTHUMBRIA,418615.56,North East Regional Specialist Operations Unit (NERSOU),Jun-23
Collaborations & Regional Units,SUEZ RECYCLING AND RECOVERY LTD,867.36,General Equipment,Jun-23
Crime & Justice Command,ALLSTAR BUSINESS SOLUTIONS,624.5500000000001,Petrol,Jun-23
Crime & Justice Command,ALTIA SOLUTIONS LTD,2165,Maintenance Agreements - General,Jun-23
Crime & Justice Command,BADGER SOFTWARE LTD,7521,Maintenance Agreements - General,Jun-23
Crime & Justice Command,COLLEGE OF POLICING,3166.8,Training - Course Fees / Seminars etc - Police,Jun-23
Crime & Justice Command,COLLEGE OF POLICING,3059,Training - Course Fees / Seminars etc - Police,Jun-23
Crime & Justice Command,COLLEGE OF POLICING,2615,Training - Course Fees / Seminars etc - Police,Jun-23
Crime & Justice Command,CONFLICT MANAGEMENT TRAINING LTD,750,Professional Fees,Jun-23
Crime & Justice Command,EUROFINS FORENSIC SEVICES,7077.07,Forensic Charges,Jun-23
Crime & Justice Command,EUROFINS FORENSIC SEVICES,984.1800000000001,Forensic Charges,Jun-23
Crime & Justice Command,EUROFINS FORENSIC SEVICES,12232.380000000001,Forensic Charges,Jun-23
Crime & Justice Command,EUROFINS FORENSIC SEVICES,1453.52,Forensic Charges,Jun-23
Crime & Justice Command,EUROFINS FORENSIC SEVICES,1145.3600000000001,Forensic Charges,Jun-23
Crime & Justice Command,EUROFINS FORENSIC SEVICES,2805.77,Forensic Charges,Jun-23
Crime & Justice Command,EUROFINS FORENSIC SEVICES,811.84,Forensic Charges,Jun-23
Crime & Justice Command,EUROFINS FORENSIC SEVICES,14278.48,Forensic Charges,Jun-23
Crime & Justice Command,EUROFINS FORENSIC SEVICES,1337.7,Forensic Charges,Jun-23
Crime & Justice Command,EUROFINS FORENSIC SEVICES,48208,Forensic Charges,Jun-23
Crime & Justice Command,EUROFINS FORENSIC SEVICES,9924.56,Forensic Charges,Jun-23
Crime & Justice Command,EUROFINS FORENSIC SEVICES,1888.88,Forensic Charges,Jun-23
Crime & Justice Command,EUROFINS FORENSIC SEVICES,15453.6,Forensic Charges,Jun-23
Crime & Justice Command,EUROFINS FORENSIC SEVICES,1014.8000000000001,Forensic Charges,Jun-23
Crime & Justice Command,EUROFINS FORENSIC SEVICES,633.45,Forensic Charges,Jun-23
Crime & Justice Command,EUROFINS FORENSIC SEVICES,2523.27,Forensic Charges,Jun-23
Crime & Justice Command,EXPERIAN LTD,1744.51,Professional Fees,Jun-23
Crime & Justice Command,HOME OFFICE,23083.100000000002,SPOC Charges,Jun-23
Crime & Justice Command,HOME OFFICE,46969,SPOC Charges,Jun-23
Crime & Justice Command,INSIGHT DIRECT (UK) LTD,558.6,Telephone Charges - Mobile,Jun-23
Crime & Justice Command,NCC SERVICES LIMITED,1020,Maintenance Agreements - General,Jun-23
Crime & Justice Command,PCC FOR WEST YORKSHIRE,4730.5,Training - Course Fees / Seminars etc - Police,Jun-23
Crime & Justice Command,PCC FOR WEST YORKSHIRE,926.5,Training - Course Fees / Seminars etc - Police,Jun-23
Crime & Justice Command,RADISSON BLU DURHAM,1000,Subsistence,Jun-23
Crime & Justice Command,REDACTED,3000,Professional Fees,Jun-23
Crime & Justice Command,REDACTED,8400,Training - Course Fees / Seminars etc - Staff,Jun-23
Crime & Justice Command,REDACTED,575.79,Telephone Charges - Mobile,Jun-23
