Service Unit,Supplier,Dist Amt,Account Name,Period
Office of Police & Crime Commissioner,BARNARDOS,29400,Professional Fees,Apr-23
Office of Police & Crime Commissioner,BDMN LTD,3935.13,Consultants Fees,Apr-23
Office of Police & Crime Commissioner,BDMN LTD,850,Consultants Fees,Apr-23
Office of Police & Crime Commissioner,BELLE VUE COMMUNITY CENTRE,9250,Professional Fees,Apr-23
Office of Police & Crime Commissioner,CABINET OFFICE,1240,External Audit Fees,Apr-23
Office of Police & Crime Commissioner,CLEVELAND FM SERVICES LTD,474629.25,PFI Service Charge,Apr-23
Office of Police & Crime Commissioner,COMMUNITY FIRST SUPPORT NETWORK,4739,Professional Fees,Apr-23
Office of Police & Crime Commissioner,CREST ADVISORY (UK) LTD,21005.25,Professional Fees,Apr-23
Office of Police & Crime Commissioner,GLOBAL MEDIA GROUP SERVICES LTD,792,Consultants Fees,Apr-23
Office of Police & Crime Commissioner,GLOBAL MEDIA GROUP SERVICES LTD,2161.2400000000002,Consultants Fees,Apr-23
Office of Police & Crime Commissioner,GLOBAL MEDIA GROUP SERVICES LTD,2136.79,Consultants Fees,Apr-23
Office of Police & Crime Commissioner,GLOBAL MEDIA GROUP SERVICES LTD,649.36,Consultants Fees,Apr-23
Office of Police & Crime Commissioner,GLOBAL MEDIA GROUP SERVICES LTD,3424.53,Consultants Fees,Apr-23
Office of Police & Crime Commissioner,GLOBAL MEDIA GROUP SERVICES LTD,2820.28,Consultants Fees,Apr-23
Office of Police & Crime Commissioner,GLOBAL MEDIA GROUP SERVICES LTD,2340,Consultants Fees,Apr-23
Office of Police & Crime Commissioner,HARBOUR SUPPORT SERVICES,14184.25,Professional Fees,Apr-23
Office of Police & Crime Commissioner,JNE SECURITY LIMITED,1118,Professional Fees,Apr-23
Office of Police & Crime Commissioner,MIDDLESBROUGH BOROUGH COUNCIL,126601,Professional Fees,Apr-23
