Service Unit,Supplier,Dist Amt,Account Name,Period
Balance Sheet,INSIGHT DIRECT (UK) LTD,14444.300000000001,Asset Clearing,Nov-23
Balance Sheet,INSIGHT DIRECT (UK) LTD,3795.3,Asset Clearing,Nov-23
Balance Sheet,INSIGHT DIRECT (UK) LTD,4941.900000000001,Asset Clearing,Nov-23
Balance Sheet,INSIGHT DIRECT (UK) LTD,3227.4,Asset Clearing,Nov-23
Balance Sheet,INSIGHT DIRECT (UK) LTD,79436.14,Asset Clearing,Nov-23
Balance Sheet,INSIGHT DIRECT (UK) LTD,1480.23,Asset Clearing,Nov-23
Balance Sheet,MER FLEET SERVICES LIMITED,5791.900000000001,Asset Clearing,Nov-23
Balance Sheet,MER FLEET SERVICES LIMITED,3488.7000000000003,Asset Clearing,Nov-23
Balance Sheet,NOVATECH LTD,2447,Asset Clearing,Nov-23
Balance Sheet,NOVATECH LTD,4675,Asset Clearing,Nov-23
Balance Sheet,PURE AUDIO VISUAL LTD,587.0600000000001,Asset Clearing,Nov-23
Balance Sheet,PURE AUDIO VISUAL LTD,1761.58,Asset Clearing,Nov-23
Balance Sheet,REED SPECIALIST RECRUITMENT LIMITED,1000,Asset Clearing,Nov-23
Balance Sheet,REED SPECIALIST RECRUITMENT LIMITED,1250,Asset Clearing,Nov-23
Balance Sheet,REED SPECIALIST RECRUITMENT LIMITED,1250,Asset Clearing,Nov-23
Balance Sheet,REED SPECIALIST RECRUITMENT LIMITED,1250,Asset Clearing,Nov-23
Balance Sheet,RS FLEET INSTALLATIONS LTD T/A RS CONNECT,892.12,Asset Clearing,Nov-23
Balance Sheet,RS FLEET INSTALLATIONS LTD T/A RS CONNECT,20061.46,Asset Clearing,Nov-23
Balance Sheet,RSG ENGINEERING,719.0500000000001,Asset Clearing,Nov-23
Balance Sheet,S JENNINGS LTD T/A LOOKERS FORD MIDDLESBROUGH,34019.83,Asset Clearing,Nov-23
Balance Sheet,TEESSIDE AUDI,50170,Asset Clearing,Nov-23
Balance Sheet,TEESSIDE AUDI,538.5,Asset Clearing,Nov-23
Balance Sheet,VICTORY LEISURE HOMES LIMITED T/A VICTORY CONVERSIONS,7587.360000000001,Asset Clearing,Nov-23
Balance Sheet,ZETRON LIMITED,7340,Asset Clearing,Nov-23
Business Support,3 POINT MEDIA LTD,1600,Professional Fees,Nov-23
Business Support,AA BUSINESS SERVICES,820,Vehicle Recovery,Nov-23
Business Support,ABBOTT TOXICOLOGY LTD,1275,Recruitment Expenses,Nov-23
Business Support,ABBOTT TOXICOLOGY LTD,816,Recruitment Expenses,Nov-23
Business Support,ALLSTAR BUSINESS SOLUTIONS,1028.1,Petrol,Nov-23
Business Support,ALLSTAR BUSINESS SOLUTIONS,1058.26,Petrol,Nov-23
Business Support,ALLSTAR BUSINESS SOLUTIONS,885.03,Petrol,Nov-23
Business Support,ALLSTAR BUSINESS SOLUTIONS,623.37,Petrol,Nov-23
Business Support,ALLSTAR BUSINESS SOLUTIONS,586.28,Petrol,Nov-23
Business Support,ALLSTAR BUSINESS SOLUTIONS,739.64,Petrol,Nov-23
Business Support,ALLSTAR BUSINESS SOLUTIONS,688.87,Petrol,Nov-23
Business Support,ALLSTAR BUSINESS SOLUTIONS,692.3100000000001,Petrol,Nov-23
Business Support,ALPHATEC PFE LTD,795,Maintenance Agreements - General,Nov-23
Business Support,ASSURA PROPERTIES PLC,2352.87,Rent / Lease,Nov-23
Business Support,BOTTOMLINE,522,Professional Fees,Nov-23
Business Support,BRITISH GAS TRADING LTD,649.33,Electricity,Nov-23
Business Support,BRITISH GAS TRADING LTD,988.82,Electricity,Nov-23
Business Support,BRITISH GAS TRADING LTD,936.6800000000001,Electricity,Nov-23
Business Support,BRITISH GAS TRADING LTD,1274.91,Electricity,Nov-23
Business Support,BRITISH GAS TRADING LTD,1487.3,Electricity,Nov-23
Business Support,BRITISH GAS TRADING LTD,1507.26,Electricity,Nov-23
Business Support,BRITISH GAS TRADING LTD,632.3100000000001,Gas,Nov-23
Business Support,BRITISH GAS TRADING LTD,549.67,Gas,Nov-23
Business Support,BRITISH GAS TRADING LTD,554.07,Gas,Nov-23
Business Support,BRITISH GAS TRADING LTD,518.01,Gas,Nov-23
Business Support,BRITISH GAS TRADING LTD,942.64,Gas,Nov-23
Business Support,BRITISH GAS TRADING LTD,831.4200000000001,Gas,Nov-23
Business Support,BRITISH GAS TRADING LTD,769.79,Gas,Nov-23
Business Support,BRITISH GAS TRADING LTD,2115.29,Gas,Nov-23
Business Support,BT PLC (IT SERVICES LTD),1042.42,Telephony Hardware & Support Contract,Nov-23
Business Support,BT PLC (IT SERVICES LTD),780.3000000000001,Telephony Hardware & Support Contract,Nov-23
Business Support,BT PLC (IT SERVICES LTD),4344.7,Telephony Hardware & Support Contract,Nov-23
Business Support,C2C TRAINING LIMITED,650,Training - Course Fees / Seminars etc - Staff,Nov-23
Business Support,C2C TRAINING LIMITED,650,Training - Course Fees / Seminars etc - Staff,Nov-23
Business Support,C2C TRAINING LIMITED,650,Training - Course Fees / Seminars etc - Staff,Nov-23
Business Support,C2C TRAINING LIMITED,650,Training - Course Fees / Seminars etc - Staff,Nov-23
Business Support,C2C TRAINING LIMITED,650,Training - Course Fees / Seminars etc - Staff,Nov-23
Business Support,CAPSTICKSSOLICITORS LLP,2400,Professional Fees,Nov-23
Business Support,CASTLE CONSTRUCTION NORTH EAST LTD,623,Premises - Repairs & Maintenance,Nov-23
Business Support,CF MOTORING SERVICES LTD,1845.79,Insurance - Motor Vehicle,Nov-23
Business Support,CF MOTORING SERVICES LTD,864.78,Insurance - Motor Vehicle,Nov-23
Business Support,CF MOTORING SERVICES LTD,6112.76,Insurance - Motor Vehicle,Nov-23
Business Support,CF MOTORING SERVICES LTD,4605.52,Insurance - Motor Vehicle,Nov-23
Business Support,CF MOTORING SERVICES LTD,1551.48,Insurance - Motor Vehicle,Nov-23
Business Support,CF MOTORING SERVICES LTD,1925.21,Insurance - Motor Vehicle,Nov-23
Business Support,CF MOTORING SERVICES LTD,2372.98,Insurance - Motor Vehicle,Nov-23
Business Support,CF MOTORING SERVICES LTD,2169.67,Insurance - Motor Vehicle,Nov-23
Business Support,CJS EVENT SOLUTIONS LTD,1460,Training - Accommodation / Travel Costs - Police,Nov-23
Business Support,CLEVELAND FIRE AUTHORITY,540,Vehicle Repairs & Maintenance - Labour,Nov-23
Business Support,CLYDE AND CO CLAIMS LLP,3692.5,Insurance - Public Liability,Nov-23
Business Support,CORNERS ELECTRICAL LTD,695,Premises - Repairs & Maintenance,Nov-23
Business Support,CORNERS ELECTRICAL LTD,2150,Premises - Repairs & Maintenance,Nov-23
Business Support,CORNERS ELECTRICAL LTD,695,Premises - Repairs & Maintenance,Nov-23
Business Support,CORNERS ELECTRICAL LTD,720,Premises - Repairs & Maintenance,Nov-23
Business Support,CORONA ENERGY,995.26,Gas,Nov-23
Business Support,CORONA ENERGY,5714.08,Gas,Nov-23
Business Support,CORONA ENERGY,4024.73,Gas,Nov-23
Business Support,CORONA ENERGY,1916.72,Gas,Nov-23
Business Support,CORONA ENERGY,601.7,Gas,Nov-23
Business Support,CORONA ENERGY,2368.03,Gas,Nov-23
Business Support,CORONA ENERGY,11022.18,Gas,Nov-23
Business Support,CORONA ENERGY,1405.45,Gas,Nov-23
Business Support,CORONA ENERGY,988.0600000000001,Gas,Nov-23
Business Support,CORONA ENERGY,838.1800000000001,Gas,Nov-23
Business Support,DEREK SLACK MOTORS LTD,941.48,Vehicle Repairs & Maintenance - Parts,Nov-23
Business Support,DURHAM CONSTABULARY,575,Training - Accommodation / Travel Costs - Police,Nov-23
Business Support,DWF LLP,628,Insurance - Public Liability,Nov-23
Business Support,E L DENNEY AND SON,550,Vehicle Repairs & Maintenance - Labour,Nov-23
Business Support,EDF ENERGY CUSTOMERS LTD,1865.97,Electricity,Nov-23
Business Support,EDF ENERGY CUSTOMERS LTD,3660.85,Electricity,Nov-23
Business Support,EDF ENERGY CUSTOMERS LTD,1882.97,Electricity,Nov-23
Business Support,EDF ENERGY CUSTOMERS LTD,15063.800000000001,Electricity,Nov-23
Business Support,EDF ENERGY CUSTOMERS LTD,10918.7,Electricity,Nov-23
Business Support,EDF ENERGY CUSTOMERS LTD,37702.71,Electricity,Nov-23
Business Support,EDF ENERGY CUSTOMERS LTD,50801.25,Electricity,Nov-23
Business Support,EDF ENERGY CUSTOMERS LTD,1954.71,Electricity,Nov-23
Business Support,EDF ENERGY CUSTOMERS LTD,10998.44,Electricity,Nov-23
Business Support,EDF ENERGY CUSTOMERS LTD,7913.21,Electricity,Nov-23
Business Support,EDF ENERGY CUSTOMERS LTD,1380.74,Electricity,Nov-23
Business Support,EE LTD,10578.74,Telephone Charges - Mobile,Nov-23
Business Support,EE LTD,1672,Telephone Charges - Mobile,Nov-23
Business Support,ELDER LESTER LTD,1250,Premises - Repairs & Maintenance,Nov-23
Business Support,FISHER GERMAN PROPERTY MANAGEMENT LLP,9001.99,Electricity,Nov-23
Business Support,FISHER GERMAN PROPERTY MANAGEMENT LLP,6156.92,Service Charge,Nov-23
Business Support,GMCA GMP,2750,Training - Course Fees / Seminars etc - Police,Nov-23
Business Support,GMCA GMP,2586,Training - Course Fees / Seminars etc - Staff,Nov-23
Business Support,GOODYEAR TYRES UK LIMITED,23363.68,Tyres,Nov-23
Business Support,H ATKINSON & SON (INGLEBY) LTD,725,Training - Accommodation / Travel Costs - Police,Nov-23
Business Support,HANLEYS MOTOR BODY REPAIRS LTD,563.53,Insurance - Motor Vehicle,Nov-23
Business Support,HANLEYS MOTOR BODY REPAIRS LTD,1133.88,Insurance - Motor Vehicle,Nov-23
Business Support,HANLEYS MOTOR BODY REPAIRS LTD,3792.7000000000003,Insurance - Motor Vehicle,Nov-23
Business Support,HANLEYS MOTOR BODY REPAIRS LTD,1144.06,Insurance - Motor Vehicle,Nov-23
Business Support,HANLEYS MOTOR BODY REPAIRS LTD,1068.48,Vehicle Repairs & Maintenance - Labour,Nov-23
Business Support,HARTLEPOOL BOROUGH COUNCIL,5419,Rates,Nov-23
Business Support,HB EDITORIAL SERVICES LTD,595,Advertising / Recruitment,Nov-23
Business Support,HM COURTS,8656,Professional Fees,Nov-23
Business Support,INSIGHT DIRECT (UK) LTD,6958.78,General Equipment,Nov-23
Business Support,INSIGHT DIRECT (UK) LTD,2319.59,General Equipment,Nov-23
Business Support,INSIGHT DIRECT (UK) LTD,6494.88,General Equipment,Nov-23
Business Support,INSIGHT DIRECT (UK) LTD,8505.17,Information Technology Expenditure - General,Nov-23
Business Support,INSIGHT DIRECT (UK) LTD,2835.06,Information Technology Expenditure - General,Nov-23
Business Support,JH MECHANICAL SERVICES LTD,636.98,Premises - Planned Maintenance,Nov-23
Business Support,JH MECHANICAL SERVICES LTD,1910.93,Premises - Planned Maintenance,Nov-23
Business Support,JH MECHANICAL SERVICES LTD,636.98,Premises - Planned Maintenance,Nov-23
Business Support,JH MECHANICAL SERVICES LTD,1273.96,Premises - Planned Maintenance,Nov-23
Business Support,JH MECHANICAL SERVICES LTD,636.98,Premises - Planned Maintenance,Nov-23
Business Support,JH MECHANICAL SERVICES LTD,1273.96,Premises - Planned Maintenance,Nov-23
Business Support,JH MECHANICAL SERVICES LTD,1273.96,Premises - Planned Maintenance,Nov-23
Business Support,JH MECHANICAL SERVICES LTD,976.6800000000001,Premises - Repairs & Maintenance,Nov-23
Business Support,JH MECHANICAL SERVICES LTD,1143.47,Premises - Repairs & Maintenance,Nov-23
Business Support,KAYS MEDICAL LTD,3586,General Equipment,Nov-23
Business Support,MEDIA CULTURED CIC,2250,Equality Diversion & Inclusion,Nov-23
Business Support,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,3010.75,Professional Fees,Nov-23
Business Support,MIDDLESBROUGH BOROUGH COUNCIL,65968,Rates,Nov-23
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,651.67,Contract Cleaning,Nov-23
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,8344.92,Contract Cleaning,Nov-23
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,797.25,Contract Cleaning,Nov-23
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,4811.17,Contract Cleaning,Nov-23
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,2427.17,Contract Cleaning,Nov-23
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,740.25,Contract Cleaning,Nov-23
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,503.42,Contract Cleaning,Nov-23
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,603.92,Contract Cleaning,Nov-23
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,2427.58,Contract Cleaning,Nov-23
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,4654.08,Contract Cleaning,Nov-23
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,958.9200000000001,Contract Cleaning,Nov-23
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,2654.17,Contract Cleaning,Nov-23
Business Support,N&N REMOVALS,750,Premises - Repairs & Maintenance,Nov-23
Business Support,NCC SERVICES LIMITED,695,Information Technology Expenditure - General,Nov-23
Business Support,NDI TECHNOLOGIES LTD,4312.99,Consolidata Software,Nov-23
Business Support,NOMINET UK,2590.16,PNN2 / PNN3 Connection,Nov-23
Business Support,NORTON PHYSIOTHERAPY LTD,868,Private Treatment / Health Initiatives,Nov-23
Business Support,NWG BUSINESS LTD,1838.33,Water,Nov-23
Business Support,NWG BUSINESS LTD,621.26,Water,Nov-23
Business Support,NWG BUSINESS LTD,607.33,Water,Nov-23
Business Support,NWG BUSINESS LTD,2252.27,Water,Nov-23
Business Support,NWG BUSINESS LTD,3553.66,Water,Nov-23
Business Support,NWG BUSINESS LTD,6923.610000000001,Water,Nov-23
Business Support,NWG BUSINESS LTD,5097.81,Water,Nov-23
Business Support,NWG BUSINESS LTD,594.17,Water,Nov-23
Business Support,OPCC FOR SOUTH YORKSHIRE,990,Training - Accommodation / Travel Costs - Police,Nov-23
Business Support,PCC FOR LEICESTERSHIRE,802.45,Professional Fees,Nov-23
Business Support,PCC FOR LEICESTERSHIRE,539.88,Professional Fees,Nov-23
Business Support,PCC FOR WEST YORKSHIRE,4630.5,General Vehicle Equipment,Nov-23
Business Support,PCC FOR WEST YORKSHIRE,2566.2200000000003,General Vehicle Equipment,Nov-23
Business Support,PHOENIX SOFTWARE LTD,1631.01,Information Technology Expenditure - General,Nov-23
Business Support,PHOENIX SOFTWARE LTD,1547.54,National Enabling Pilot,Nov-23
Business Support,PHOENIX SOFTWARE LTD,4170.97,National Enabling Pilot,Nov-23
Business Support,POLCOMM TRAINING & DEVELOPMENT LTD,1400,Development Fund,Nov-23
Business Support,PURE AUDIO VISUAL LTD,6927.7300000000005,Information Technology Expenditure - General,Nov-23
Business Support,QUADIENT,4756,Postage Costs,Nov-23
Business Support,R J LIFTS GROUP LTD,511.12,Premises - Repairs & Maintenance,Nov-23
Business Support,REACH PUBLISHING SERVICES LTD,500,Recruitment Expenses,Nov-23
Business Support,REACH PUBLISHING SERVICES LTD,1047.08,Recruitment Expenses,Nov-23
Business Support,RED SNAPPER RECRUITMENT LTD,842.49,Temporary / Contract Staff Costs,Nov-23
Business Support,RED SNAPPER RECRUITMENT LTD,842.49,Temporary / Contract Staff Costs,Nov-23
Business Support,RED SNAPPER RECRUITMENT LTD,842.49,Temporary / Contract Staff Costs,Nov-23
Business Support,REDACTED,562.5,Insurance - Public Liability,Nov-23
Business Support,REDACTED,1650,Professional Fees,Nov-23
Business Support,REDACTED,600,Insurance - Public Liability,Nov-23
Business Support,REDACTED,1650,Insurance - Public Liability,Nov-23
Business Support,REDACTED,10921.02,Professional Fees,Nov-23
Business Support,REDACTED,1050,Professional Fees,Nov-23
Business Support,REDACTED,4125,Professional Fees,Nov-23
Business Support,REDACTED,3500,Training - Course Fees / Seminars etc - Police,Nov-23
Business Support,REDACTED,908.4,Damage to Property,Nov-23
Business Support,REDACTED,3500,Insurance - Public Liability,Nov-23
Business Support,REDACTED,1250,Professional Fees,Nov-23
Business Support,REDACTED,2000,Insurance - Public Liability,Nov-23
Business Support,REDACTED,570,Insurance - Public Liability,Nov-23
Business Support,REDACTED,3230,Professional Fees,Nov-23
Business Support,REDACTED,8020,Professional Fees,Nov-23
Business Support,REDACTED,2280,Premises - Repairs & Maintenance,Nov-23
Business Support,REDACTED,650,Professional Fees,Nov-23
Business Support,REDACTED,975,Professional Fees,Nov-23
Business Support,REDACTED,500,Professional Fees,Nov-23
Business Support,REDACTED,1360,Airwaves Radio Repairs,Nov-23
Business Support,REDACTED,925,Rent,Nov-23
Business Support,REDACTED,35312,General Equipment,Nov-23
Business Support,REDCAR BOROUGH COUNCIL,21225,Rates,Nov-23
Business Support,RS FLEET INSTALLATIONS LTD T/A RS CONNECT,1200,Vehicle Fits,Nov-23
Business Support,RS FLEET INSTALLATIONS LTD T/A RS CONNECT,800,Vehicle Repairs & Maintenance - Labour,Nov-23
Business Support,RSG ENGINEERING,987,Black Box,Nov-23
Business Support,RSG ENGINEERING,1098,Black Box,Nov-23
Business Support,S JENNINGS LTD T/A LOOKERS FORD MIDDLESBROUGH,1630,Vehicle Repairs & Maintenance - Labour,Nov-23
Business Support,S JENNINGS LTD T/A LOOKERS FORD MIDDLESBROUGH,4446.21,Vehicle Repairs & Maintenance - Parts,Nov-23
Business Support,SANCUS OPERATIONS LTD,785,Training - Course Fees / Seminars etc - Police,Nov-23
Business Support,SANCUS OPERATIONS LTD,785,Training - Course Fees / Seminars etc - Police,Nov-23
Business Support,SANCUS OPERATIONS LTD,785,Training - Course Fees / Seminars etc - Staff,Nov-23
Business Support,SATCHELL MORAN SOLICITORS LTD,5000,Insurance - Public Liability,Nov-23
Business Support,SCISCO INVESTIGATIVE & LEGAL TRAINING LTD,1500,Training - Course Fees / Seminars etc - Police,Nov-23
Business Support,SCOT GROUP LTD T/A THRIFTY CAR & VAN RENTAL,637.84,Vehicle Hire,Nov-23
Business Support,SIGNAGE SOLUTIONS GBR LTD,755,Insurance - Motor Vehicle,Nov-23
Business Support,SIGNAGE SOLUTIONS GBR LTD,865,Insurance - Motor Vehicle,Nov-23
Business Support,SIGNAGE SOLUTIONS GBR LTD,600,Insurance - Motor Vehicle,Nov-23
Business Support,SIMON BAILES LTD,845.57,Vehicle Repairs & Maintenance - Parts,Nov-23
Business Support,SOCIAL AND MARKET STRATEGIC RESEARCH LTD,1192.1000000000001,Professional Fees,Nov-23
Business Support,SOCIAL AND MARKET STRATEGIC RESEARCH LTD,1101.1000000000001,Professional Fees,Nov-23
Business Support,SOPRA STERIA LTD,761,General Equipment,Nov-23
Business Support,SOPRA STERIA LTD,1716656.54,Information Technology Expenditure - General,Nov-23
Business Support,SOPRA STERIA LTD,286109.42,Information Technology Expenditure - General,Nov-23
Business Support,SPECIALIST COMPUTER CENTRES PLC,130092.77,Information Technology Expenditure - General,Nov-23
Business Support,SPENCER WEST LLP,6100,Professional Fees,Nov-23
Business Support,SPENCER WEST LLP,11324,Professional Fees,Nov-23
Business Support,STOCKTON BOROUGH COUNCIL,39681,Rates,Nov-23
Business Support,STOCKTON-ON-TEES BOROUGH COUNCIL,641.27,Premises - Planned Maintenance,Nov-23
Business Support,STOCKTON-ON-TEES BOROUGH COUNCIL,641.27,Premises - Planned Maintenance,Nov-23
Business Support,STOCKTON-ON-TEES BOROUGH COUNCIL,1388.1000000000001,Premises - Planned Maintenance,Nov-23
Business Support,STOCKTON-ON-TEES BOROUGH COUNCIL,1021.4300000000001,Premises - Planned Maintenance,Nov-23
Business Support,STOCKTON-ON-TEES BOROUGH COUNCIL,641.27,Premises - Planned Maintenance,Nov-23
Business Support,STOCKTON-ON-TEES BOROUGH COUNCIL,7238.97,Premises - Planned Maintenance,Nov-23
Business Support,STOCKTON-ON-TEES BOROUGH COUNCIL,2565.27,Premises - Planned Maintenance,Nov-23
Business Support,STOCKTON-ON-TEES BOROUGH COUNCIL,1883.25,Premises - Planned Maintenance,Nov-23
Business Support,STOCKTON-ON-TEES BOROUGH COUNCIL,714,Premises - Repairs & Maintenance,Nov-23
Business Support,STOCKTON-ON-TEES BOROUGH COUNCIL,2205,Rates,Nov-23
Business Support,THE ATACC GROUP LTD,2400,Training - Course Fees / Seminars etc - Police,Nov-23
Business Support,THE ATACC GROUP LTD,3200,Training - Course Fees / Seminars etc - Police,Nov-23
Business Support,THE ATACC GROUP LTD,2400,Training - Course Fees / Seminars etc - Police,Nov-23
Business Support,THRIIVER LTD,540,General Equipment,Nov-23
Business Support,THRIIVER LTD,640,General Equipment,Nov-23
Business Support,THRIIVER LTD,540,General Equipment,Nov-23
Business Support,TLT SOLICITORS LLP,1099,Professional Fees,Nov-23
Business Support,TLT SOLICITORS LLP,2255,Professional Fees,Nov-23
Business Support,UNISYS,3824,NSPIS HOLMES,Nov-23
Business Support,VERTU MOTORS LTD TEESSIDE,1902.45,Vehicle Repairs & Maintenance - Parts,Nov-23
Business Support,VERTU MOTORS LTD TEESSIDE,1759.21,Vehicle Repairs & Maintenance - Parts,Nov-23
Business Support,VODAFONE,1776,PNN2 / PNN3 Connection,Nov-23
Business Support,WATSON WOODHOUSE SOLICITORS CLIENT ACCOUNT,6575,Insurance - Public Liability,Nov-23
Business Support,WEIGHTMANS LLP,2491.5,Insurance - Public Liability,Nov-23
Central Costs,CARE & CUSTODY (HEALTH) LTD,63067.26,Medical Custody Services,Nov-23
Central Costs,CATH BROWN CONSULTANCY LTD,3500,Project Costs,Nov-23
Central Costs,CATH BROWN CONSULTANCY LTD,2150,Project Costs,Nov-23
Central Costs,DURHAM CONSTABULARY,37635.5,NE Fingerprint Bureau Automatic Fingerprint Recognition (NEFB AFR),Nov-23
Central Costs,DURHAM CONSTABULARY,2632.8,Project Costs,Nov-23
Central Costs,DURHAM CONSTABULARY,11299.4,Project Costs,Nov-23
Central Costs,MARSH LIMITED,9089.64,Insurance - Other,Nov-23
Central Costs,MARSH LIMITED,1904.64,Insurance - Other,Nov-23
Central Costs,PCC FOR HUMBERSIDE,6398.57,Project Costs,Nov-23
Central Costs,PCC FOR WEST MIDLANDS,34800.4,General Contributions,Nov-23
Central Costs,RESTORE STORAGE GROUP (BRUNSWICK),1097.13,External Storage Charges,Nov-23
Central Costs,SIGNAGE SOLUTIONS GBR LTD,2025,Project Costs,Nov-23
Collaborations & Regional Units,BEDROQ TM LTD,1137.6000000000001,Telephone Charges - Landlines,Nov-23
Collaborations & Regional Units,BEDROQ TM LTD,712.8000000000001,Telephone Charges - Landlines,Nov-23
Collaborations & Regional Units,DURHAM CONSTABULARY,105385.22,Forensic Collision Investigation Unit (FCIN),Nov-23
Crime & Justice Command,ALLSTAR BUSINESS SOLUTIONS,701.07,Petrol,Nov-23
Crime & Justice Command,ALLSTAR BUSINESS SOLUTIONS,530.32,Petrol,Nov-23
Crime & Justice Command,ALLSTAR BUSINESS SOLUTIONS,851.77,Petrol,Nov-23
Crime & Justice Command,ALLSTAR BUSINESS SOLUTIONS,704.8000000000001,Petrol,Nov-23
Crime & Justice Command,ALLSTAR BUSINESS SOLUTIONS,865.59,Petrol,Nov-23
Crime & Justice Command,BEDROQ TM LTD,712.8000000000001,Telephone Charges - Landlines,Nov-23
Crime & Justice Command,BEDROQ TM LTD,712.8000000000001,Telephone Charges - Landlines,Nov-23
Crime & Justice Command,BEDROQ TM LTD,712.8000000000001,Telephone Charges - Landlines,Nov-23
Crime & Justice Command,BEDROQ TM LTD,1137.6000000000001,Telephone Charges - Landlines,Nov-23
Crime & Justice Command,BEDROQ TM LTD,1137.6000000000001,Telephone Charges - Landlines,Nov-23
Crime & Justice Command,BEDROQ TM LTD,1137.6000000000001,Telephone Charges - Landlines,Nov-23
Crime & Justice Command,BEDROQ TM LTD,611.52,Telephone Charges - Landlines,Nov-23
Crime & Justice Command,BEDROQ TM LTD,611.52,Telephone Charges - Landlines,Nov-23
Crime & Justice Command,CJS EVENT SOLUTIONS LTD,750,Training - Course Fees / Seminars etc - Police,Nov-23
Crime & Justice Command,CLEAR CHANNEL UK LTD,766.72,General Equipment,Nov-23
Crime & Justice Command,CLEAR CHANNEL UK LTD,1022.28,General Equipment,Nov-23
Crime & Justice Command,CLEAR CHANNEL UK LTD,511.14,General Equipment,Nov-23
Crime & Justice Command,COLLEGE OF POLICING,1942.5,Training - Course Fees / Seminars etc - Police,Nov-23
Crime & Justice Command,COLLEGE OF POLICING,2357,Training - Course Fees / Seminars etc - Police,Nov-23
Crime & Justice Command,EXPERIAN LTD,1744.51,Professional Fees,Nov-23
Crime & Justice Command,FIREBRAND TRAINING LTD,900,Training - Course Fees / Seminars etc - Police,Nov-23
Crime & Justice Command,FORENSIC FOCUS LTD,500,International Standardisation Organisation (ISO) Accreditation,Nov-23
Crime & Justice Command,FOSTER AND FREEMAN,3331.12,Maintenance Agreements - General,Nov-23
Crime & Justice Command,HOME OFFICE,30783.010000000002,SPOC Charges,Nov-23
Crime & Justice Command,INSIGHT DIRECT (UK) LTD,1159.95,Forensic Telecommunications Charges,Nov-23
Crime & Justice Command,INSIGHT DIRECT (UK) LTD,1069.9,Forensic Telecommunications Charges,Nov-23
Crime & Justice Command,INSIGHT DIRECT (UK) LTD,863.0600000000001,Forensic Telecommunications Charges,Nov-23
