FIN.TRANSACTION DATE,ACC.DEFAULT ACCOUNTING CODE 01 DESCRIPTION,MCH.MERCHANT NAME - ORIGINAL,FIN.NET TRANSACTION AMOUNT,FIN.TAX.TAX AMOUNT,MCH.MERCHANT CATEGORY CODE (MCC),MCH.MCC DESCRIPTION,MCH.MERCHANT NAME,FIN.ACCOUNTING CODE 02 VALUE,FIN.ACCOUNTING CODE 02 DESCRIPTION
02/01/2024,E&CC BUSINESS SUPPORT,REACH PUBLISHING SERVI,9.99,0,5192,"BOOKS,PERIODICALS AND NEWSPAPERS",REACH PUBLISHING SERVI,102226,SERVICE MANAGEMENT
02/01/2024,LIBRARY & INFORMATION CENTRES,WWW.SCREWFIX.COM,1702.45,340.49,5211,"BUILDING MATERIALS, LUMBER STORES",WWW.SCREWFIX.COM,107586,UKSPF DEWSBURY MAKERSPACE
02/01/2024,DUKE OF EDINBURGH AWARDS,SCREWFIX DIR LTD,-35.34,-7.07,5211,"BUILDING MATERIALS, LUMBER STORES",SCREWFIX DIR LTD,100133,DUKE OF EDIN AWARDS
02/01/2024,LIBRARY & INFORMATION CENTRES,WWW.ARGOS.CO.UK,159.17,31.83,5311,DEPARTMENT STORES,WWW.ARGOS.CO.UK,107586,UKSPF DEWSBURY MAKERSPACE
02/01/2024,MOORLANDS GRANGE,EBAY O 15-11123-94862,12.95,0,5311,DEPARTMENT STORES,EBAY O 15-11123-94862,104080,MOORLANDS GRANGE
02/01/2024,COPTHORNE (PROPOSED 4 BED UNIT),WWW.ARGOS.CO.UK,179.99,0,5311,DEPARTMENT STORES,WWW.ARGOS.CO.UK,100079,COPTHORNE (PROPOSED
02/01/2024,LAC 0-18 TEAM,WWW.ARGOS.CO.UK,15.95,0,5311,DEPARTMENT STORES,WWW.ARGOS.CO.UK,100069,LEAVING CARE 18-21 (
02/01/2024,LAC 0-18 TEAM,DEBENHAMS.COM,69.99,0,5311,DEPARTMENT STORES,DEBENHAMS.COM,100069,LEAVING CARE 18-21 (
02/01/2024,LAC 0-18 TEAM,WWW.ARGOS.CO.UK,474,0,5311,DEPARTMENT STORES,WWW.ARGOS.CO.UK,100069,LEAVING CARE 18-21 (
02/01/2024,MOORLANDS GRANGE,EBAY O 16-11122-50683,69.85,0,5311,DEPARTMENT STORES,EBAY O 16-11122-50683,104080,MOORLANDS GRANGE
02/01/2024,IT PEOPLE,AMAZON 205-8070812-51,387.08,77.42,5399,MISCELLANEOUS GENERAL MERCHANDISE,AMAZON 205-8070812-51,103858,IT SERVICES
02/01/2024,IT PEOPLE,AMAZON 205-8070812-51,77.42,15.48,5399,MISCELLANEOUS GENERAL MERCHANDISE,AMAZON 205-8070812-51,103858,IT SERVICES
02/01/2024,IT PEOPLE,AMAZON 205-2514253-14,72.08,14.42,5399,MISCELLANEOUS GENERAL MERCHANDISE,AMAZON 205-2514253-14,103939,LEGAL
02/01/2024,ELM GROVE,TESCO STORES 2290,8.6,0,5411,"GROCERY STORES, SUPERMARKETS",TESCO STORES 2290,100094,ELM GROVE
02/01/2024,MOORLANDS GRANGE,ASDA GROCERIES ONLINE,18,0,5411,"GROCERY STORES, SUPERMARKETS",ASDA GROCERIES ONLINE,104080,MOORLANDS GRANGE
02/01/2024,MOORLANDS GRANGE,ASDA GROCERIES ONLINE,2,0,5411,"GROCERY STORES, SUPERMARKETS",ASDA GROCERIES ONLINE,104080,MOORLANDS GRANGE
02/01/2024,MOORLANDS GRANGE,ASDA GROCERIES ONLINE,196.71,0,5411,"GROCERY STORES, SUPERMARKETS",ASDA GROCERIES ONLINE,104080,MOORLANDS GRANGE
02/01/2024,YPAT,ASDA GROCERIES ONLINE,1.67,3.42,5411,"GROCERY STORES, SUPERMARKETS",ASDA GROCERIES ONLINE,100096,YPAT
02/01/2024,YPAT,ASDA GROCERIES ONLINE,6.29,0,5411,"GROCERY STORES, SUPERMARKETS",ASDA GROCERIES ONLINE,100096,YPAT
02/01/2024,YPAT,ASDA GROCERIES ONLINE,9.17,0,5411,"GROCERY STORES, SUPERMARKETS",ASDA GROCERIES ONLINE,100096,YPAT
02/01/2024,YPAT,ASDA GROCERIES ONLINE,75.13,0,5411,"GROCERY STORES, SUPERMARKETS",ASDA GROCERIES ONLINE,100096,YPAT
02/01/2024,HOMESTEAD DAY CARE,TESCO STORES 2204,41.12,8.22,5411,"GROCERY STORES, SUPERMARKETS",TESCO STORES 2204,104044,KNOWL PARK HOSDYCARE
02/01/2024,THE GLASS BOX (FRIENDLY STREET),TESCO STORES 2686,5.16,0.64,5411,"GROCERY STORES, SUPERMARKETS",TESCO STORES 2686,107055,THE GLASS BOX
02/01/2024,EMPLOYEE HEALTHCARE,TESCO STORES 2686,4.17,0.83,5411,"GROCERY STORES, SUPERMARKETS",TESCO STORES 2686,101237,EMPLOYEE HEALTHCARE
02/01/2024,ELM GROVE,TESCO STORES,224.01,1.4,5411,"GROCERY STORES, SUPERMARKETS",TESCO STORES,100094,ELM GROVE
02/01/2024,ELM GROVE,TESCO STORES,5.6,0,5411,"GROCERY STORES, SUPERMARKETS",TESCO STORES,100094,ELM GROVE
02/01/2024,MOORLANDS GRANGE,ASDA GROCERIES ONLINE,-6.44,0,5411,"GROCERY STORES, SUPERMARKETS",ASDA GROCERIES ONLINE,104080,MOORLANDS GRANGE
02/01/2024,YPAT,ASDA GROCERIES ONLINE,-4.7,0,5411,"GROCERY STORES, SUPERMARKETS",ASDA GROCERIES ONLINE,100096,YPAT
02/01/2024,LAC 0-18 TEAM,DUNELM SOFTFURNISHINGS,120,0,5712,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",DUNELM SOFTFURNISHINGS,100069,LEAVING CARE 18-21 (
02/01/2024,LEAVING CARE 18-21 (25) TEAM,ADAMS CARPETS,205,0,5713,FLOOR COVERING STORES,ADAMS CARPETS,100069,LEAVING CARE 18-21 (
02/01/2024,LAC 0-18 TEAM,HOTPOINT UK,394.99,0,5722,HOUSEHOLD APPLIANCE STORES,HOTPOINT UK,100069,LEAVING CARE 18-21 (
02/01/2024,LAC 0-18 TEAM,CURRYS ONLINE,-354,0,5732,ELECTRONIC SALES,CURRYS ONLINE,100069,LEAVING CARE 18-21 (
02/01/2024,LAC 0-18 TEAM,CURRYS ONLINE,893.09,0,5732,ELECTRONIC SALES,CURRYS ONLINE,100069,LEAVING CARE 18-21 (
02/01/2024,LAC 0-18 TEAM,CURRYS ONLINE,354,0,5732,ELECTRONIC SALES,CURRYS ONLINE,100069,LEAVING CARE 18-21 (
02/01/2024,INGS GROVE HOUSE,AMAZON MUSIC 4R9D40Z05,14.99,3,5735,RECORD SHOPS,AMAZON MUSIC 4R9D40Z05,104076,INGS GROVE HOUSE
02/01/2024,STRATEGIC COMMUNICATIONS,SPOTIFY,27.15,0,5815,DIGITAL GOODS AUDIOVISUAL MEDIA,SPOTIFY,101213,STRATEGIC COMMUNICAT
02/01/2024,CLIFFE HOUSE - OPERATIONAL,SPOTIFY,14.99,0,5815,DIGITAL GOODS AUDIOVISUAL MEDIA,SPOTIFY,100318,CLIFFE HOUSE - OPERA
02/01/2024,IT PEOPLE,AMZNBUSINESS YC7OE3RA5,324.75,65,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS YC7OE3RA5,103858,IT SERVICES
02/01/2024,IT PEOPLE,AMZNMKTPLACE,119.87,24,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,103858,IT SERVICES
02/01/2024,IT PEOPLE,AMZNBUSINESS B79Z23ZK5,649.5,130,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS B79Z23ZK5,103858,IT SERVICES
02/01/2024,IT PEOPLE,AMZNBUSINESS D90H50945,14.99,3,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS D90H50945,103858,IT SERVICES
02/01/2024,IT PEOPLE,AMZNMKTPLACE,113,22.6,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,103858,IT SERVICES
02/01/2024,CASTLE GRANGE,AMZNMKTPLACE,27.47,5.5,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,104079,CASTLE GRANGE
02/01/2024,IT PEOPLE,AMZNBUSINESS JU09L7W45,13.75,2.75,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS JU09L7W45,106246,SW HUB - SLAITHWAITE
02/01/2024,REGISTRARS,AMZNMKTPLACE,16.66,3.33,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,106437,REGISTRARS
02/01/2024,TEMPORARY ACCOMMODATION TEAM,BRITANNIA,230.85,0,7011,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED",BRITANNIA,103490,TEMP ACCOMMODAT TEAM
02/01/2024,TEMPORARY ACCOMMODATION TEAM,BRITANNIA,225.8,0,7011,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED",BRITANNIA,103490,TEMP ACCOMMODAT TEAM
02/01/2024,THE GLASS BOX (FRIENDLY STREET),TVLICENSING.CO.UK,132.5,26.5,7392,"CONSULTING, MANAGEMENT, AND PUBLIC RELATIONS SVCS",TVLICENSING.CO.UK,107055,THE GLASS BOX
02/01/2024,WOODLANDS,HORIZON WILKINSONS HUD,15,0,7523,AUTOMOBILE PARKING LOTS AND GARAGES,HORIZON WILKINSONS HUD,100081,WOODLANDS
02/01/2024,BUSINESS DEVELOPMENT,GURU,8.99,1.8,7999,RECREATION SERVICES (NOT ELSEWHERE CLASSIFIED),GURU,106862,TREES FOR CLIMATE R'
02/01/2024,LEAVING CARE 18-21 (25) TEAM,DVSA,23,0,9399,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,DVSA,100069,LEAVING CARE 18-21 (
02/01/2024,LAC 0-18 TEAM,2MAA042848002 TD E-PMT,82,0,9399,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,2MAA042848002 TD E-PMT,100069,LEAVING CARE 18-21 (
02/01/2024,LAC 0-18 TEAM,2MAA042847472 TD E-PMT,82,0,9399,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,2MAA042847472 TD E-PMT,100069,LEAVING CARE 18-21 (
02/01/2024,PROFESSIONAL HUMAN RESOURCES,C2E879800111B UKVI,5239,0,9399,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,C2E879800111B UKVI,100040,ASSESSMENT & INT NTH
02/01/2024,LAC 0-18 TEAM,DVLA DRIVER ONLINE,34,0,9399,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,DVLA DRIVER ONLINE,100069,LEAVING CARE 18-21 (
03/01/2024,TEMPORARY ACCOMMODATION TEAM,TRAVELODG TRAVELODGE G,232.08,46.41,3615,TRAVELODGE,TRAVELODGE,103490,TEMP ACCOMMODAT TEAM
03/01/2024,BED AND BREAKFAST,TRAVELODG TRAVELODGE G,288.49,0,3615,TRAVELODGE,TRAVELODGE,103491,BED AND BREAKFAST
03/01/2024,ASSESSMENT & INTERVENTION TEAM (SOUTH),TRAVELODG TRAVELODGE G,796.13,159.23,3615,TRAVELODGE,TRAVELODGE,100050,PERSONS ABROAD
03/01/2024,TEMPORARY ACCOMMODATION TEAM,TRAVELODG TRAVELODGE G,424.97,123.48,3615,TRAVELODGE,TRAVELODGE,103491,BED AND BREAKFAST
03/01/2024,LIBRARY & INFORMATION CENTRES,GRAND CENTRAL RAILWAY,37.6,0,4112,PASSENGER RAILWAYS,GRAND CENTRAL RAILWAY,103758,LIBRARY & INFO CTRS
03/01/2024,CHIEF EXECUTIVE & CORPORATE SUPPORT,LNER ONLINE,10.6,0,4112,PASSENGER RAILWAYS,LNER ONLINE,107257,GROWTH & REGEN MGNT
03/01/2024,LEGAL,TRAINLINE,10.6,0,4112,PASSENGER RAILWAYS,TRAINLINE,103939,LEGAL
03/01/2024,THE GLASS BOX (FRIENDLY STREET),E.ON NEXT,28.79,1.44,4900,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",E.ON NEXT,102105,BATLEY ENTERP CTR
03/01/2024,MARKETS MANAGEMENT & SUPPORT,E.ON NEXT ENERGY LTD,162.12,8.11,4900,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",E.ON NEXT ENERGY LTD,102139,MARKETS MNGMNT &SUPP
03/01/2024,MARKETS MANAGEMENT & SUPPORT,E.ON NEXT ENERGY LTD,482.75,24.14,4900,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",E.ON NEXT ENERGY LTD,102139,MARKETS MNGMNT &SUPP
03/01/2024,MARKETS MANAGEMENT & SUPPORT,E.ON NEXT ENERGY LTD,156.54,7.83,4900,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",E.ON NEXT ENERGY LTD,102139,MARKETS MNGMNT &SUPP
03/01/2024,MARKETS MANAGEMENT & SUPPORT,E.ON NEXT ENERGY LTD,79.93,4,4900,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",E.ON NEXT ENERGY LTD,102139,MARKETS MNGMNT &SUPP
03/01/2024,MARKETS MANAGEMENT & SUPPORT,E.ON NEXT ENERGY LTD,165.46,8.27,4900,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",E.ON NEXT ENERGY LTD,102139,MARKETS MNGMNT &SUPP
03/01/2024,MARKETS MANAGEMENT & SUPPORT,E.ON NEXT ENERGY LTD,217.17,10.86,4900,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",E.ON NEXT ENERGY LTD,102139,MARKETS MNGMNT &SUPP
03/01/2024,MARKETS MANAGEMENT & SUPPORT,E.ON NEXT ENERGY LTD,211.6,10.58,4900,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",E.ON NEXT ENERGY LTD,102139,MARKETS MNGMNT &SUPP
03/01/2024,THE GLASS BOX (FRIENDLY STREET),E.ON NEXT,46.86,2.34,4900,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",E.ON NEXT,102108,BATLEY BUSINESS PARK
03/01/2024,MARKETS MANAGEMENT & SUPPORT,WWW.OPUSENERGY.COM,359.59,17.98,4900,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",WWW.OPUSENERGY.COM,102139,MARKETS MNGMNT &SUPP
03/01/2024,MARKETS MANAGEMENT & SUPPORT,WWW.OPUSENERGY.COM,86.36,4.32,4900,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",WWW.OPUSENERGY.COM,102139,MARKETS MNGMNT &SUPP
03/01/2024,MARKETS MANAGEMENT & SUPPORT,WWW.OPUSENERGY.COM,107.31,5.37,4900,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",WWW.OPUSENERGY.COM,102139,MARKETS MNGMNT &SUPP
03/01/2024,MARKETS MANAGEMENT & SUPPORT,WWW.OPUSENERGY.COM,202.65,10.13,4900,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",WWW.OPUSENERGY.COM,102139,MARKETS MNGMNT &SUPP
03/01/2024,E&CC BUSINESS SUPPORT,SCOTTISH POWER,9.35,0.47,4900,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",SCOTTISH POWER,103492,HRA PROPERTIES
03/01/2024,E&CC BUSINESS SUPPORT,SCOTTISH POWER,22.65,1.13,4900,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",SCOTTISH POWER,103492,HRA PROPERTIES
03/01/2024,IT PEOPLE,WWW.BALLICOM.CO.UK,-161.22,-32.24,5045,"COMPUTERS, COMPUTER PERIPHERAL EQUIPMENT, SOFTWARE",WWW.BALLICOM.CO.UK,C.64769,KNOWL PARK HOUSE
03/01/2024,E&CC BUSINESS SUPPORT,REACH PUBLISHING SERVI,8.32,1.67,5192,"BOOKS,PERIODICALS AND NEWSPAPERS",REACH PUBLISHING SERVI,102226,SERVICE MANAGEMENT
03/01/2024,IT PEOPLE,WWW.ARGOS.CO.UK,187.46,37.49,5311,DEPARTMENT STORES,WWW.ARGOS.CO.UK,C.64769,KNOWL PARK HOUSE
03/01/2024,LD DAY SERVICES NK,WWW.ARGOS.CO.UK,20.83,4.17,5311,DEPARTMENT STORES,WWW.ARGOS.CO.UK,104049,LD DAY SERVICES NK
03/01/2024,LEAVING CARE 18-21 (25) TEAM,HOME BARGAINS GALLAGHE,47.54,0,5399,MISCELLANEOUS GENERAL MERCHANDISE,HOME BARGAINS GALLAGHE,100069,LEAVING CARE 18-21 (
03/01/2024,CATERING MANAGEMENT,AMAZON 204-7375163-59,48.23,9.65,5399,MISCELLANEOUS GENERAL MERCHANDISE,AMAZON 204-7375163-59,103164,CATERING MANAGEMENT
03/01/2024,ELM GROVE,TESCO STORES 2290,18.05,0,5411,"GROCERY STORES, SUPERMARKETS",TESCO STORES 2290,100094,ELM GROVE
03/01/2024,LEAVING CARE 18-21 (25) TEAM,WM MORRISONS STORE,105.04,0,5411,"GROCERY STORES, SUPERMARKETS",WM MORRISONS STORE,100069,LEAVING CARE 18-21 (
03/01/2024,CHERRY TREES,TESCO STORES 5731,44.72,8.94,5411,"GROCERY STORES, SUPERMARKETS",TESCO STORES 5731,104083,CHERRY TREES
03/01/2024,TEMPORARY ACCOMMODATION TEAM,DRYCLOUGH MINI STORE,57.14,2.86,5411,"GROCERY STORES, SUPERMARKETS",DRYCLOUGH MINI STORE,103490,TEMP ACCOMMODAT TEAM
03/01/2024,MOORLANDS GRANGE,ASDA GROCERIES ONLINE,45.83,0,5411,"GROCERY STORES, SUPERMARKETS",ASDA GROCERIES ONLINE,104080,MOORLANDS GRANGE
03/01/2024,MOORLANDS GRANGE,ASDA GROCERIES ONLINE,-0.14,0,5411,"GROCERY STORES, SUPERMARKETS",ASDA GROCERIES ONLINE,104080,MOORLANDS GRANGE
03/01/2024,STRATEGIC LEADERSHIP AND INTERVENTION,SAINSBURYS.CO.UK,-18.62,-3.73,5411,"GROCERY STORES, SUPERMARKETS",SAINSBURYS.CO.UK,100303,STRAT LEAD/INTERVNTN
03/01/2024,LEAVING CARE 18-21 (25) TEAM,WWW.ABAKUSDIRECT.CO.UK,370.83,74.17,5712,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",WWW.ABAKUSDIRECT.CO.UK,100069,LEAVING CARE 18-21 (
03/01/2024,LEAVING CARE 18-21 (25) TEAM,THE RANGE,94.64,0,5719,MISCELLANEOUS HOUSE FURNISHING SPECIALTY SHOPS,THE RANGE,100069,LEAVING CARE 18-21 (
03/01/2024,LEAVING CARE 18-21 (25) TEAM,WWW.THERANGE.CO.UK,94.99,0,5719,MISCELLANEOUS HOUSE FURNISHING SPECIALTY SHOPS,WWW.THERANGE.CO.UK,100069,LEAVING CARE 18-21 (
03/01/2024,INGS GROVE HOUSE,AMAZON MUSIC KJ5SF05T5,14.99,3,5735,RECORD SHOPS,AMAZON MUSIC KJ5SF05T5,104076,INGS GROVE HOUSE
03/01/2024,CLIFFE HOUSE - OPERATIONAL,SPOTIFY,14.99,0,5815,DIGITAL GOODS AUDIOVISUAL MEDIA,SPOTIFY,100318,CLIFFE HOUSE - OPERA
03/01/2024,CASTLE GRANGE,AMZNBUSINESS P99869KT5,12.55,2.52,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS P99869KT5,104079,CASTLE GRANGE
03/01/2024,CASTLE GRANGE,AMZNBUSINESS TX8RK5LK5,7.39,1.48,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS TX8RK5LK5,104079,CASTLE GRANGE
03/01/2024,BUSINESS DEVELOPMENT,SORBUS INT #18515,508,101.6,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,SORBUS INT #18515,106862,TREES FOR CLIMATE R'
03/01/2024,MUSEUMS & GALLERIES HQ,TIMPSON LTD,11.25,2.25,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,TIMPSON LTD,104847,TECHNICAL EVT & REF
03/01/2024,BUSINESS DEVELOPMENT,DOUBLETREE HILTON,220,0,7011,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED",DOUBLETREE HILTON,106862,TREES FOR CLIMATE R'
03/01/2024,ORCHARD VIEW,KIRKLEES COUNCIL,2.5,0,7523,AUTOMOBILE PARKING LOTS AND GARAGES,KIRKLEES COUNCIL,100095,ORCHARD VIEW
03/01/2024,BUSINESS DEVELOPMENT,GURU,8.99,1.8,7999,RECREATION SERVICES (NOT ELSEWHERE CLASSIFIED),GURU,106862,TREES FOR CLIMATE R'
03/01/2024,EMPLOYEE HEALTHCARE,ROYAL MAIL ONLINE SHOP,162.5,0,9402,POSTAL SERVICES-GOVERNMENT ONLY,ROYAL MAIL ONLINE SHOP,101237,EMPLOYEE HEALTHCARE
01/02/2024,LEAVING CARE 18-21 (25) TEAM,TRAVELODG TRAVELODGE G,-41.99,0,3615,TRAVELODGE,TRAVELODGE,100069,LEAVING CARE 18-21 (
01/02/2024,BED AND BREAKFAST,TRAVELODG TRAVELODGE G,277.11,47.68,3615,TRAVELODGE,TRAVELODGE,103491,BED AND BREAKFAST
01/02/2024,BED AND BREAKFAST,TRAVELODG TRAVELODGE G,240.91,48.18,3615,TRAVELODGE,TRAVELODGE,103491,BED AND BREAKFAST
01/02/2024,BED AND BREAKFAST,TRAVELODG TRAVELODGE G,737.69,147.54,3615,TRAVELODGE,TRAVELODGE,103491,BED AND BREAKFAST
01/02/2024,BED AND BREAKFAST,TRAVELODG TRAVELODGE G,208.84,80.25,3615,TRAVELODGE,TRAVELODGE,103491,BED AND BREAKFAST
01/02/2024,ASSESSMENT & INTERVENTION TEAM (NORTH),CROSS COUNTRY RAIL,39.42,7.88,4112,PASSENGER RAILWAYS,CROSS COUNTRY RAIL,100040,ASSESSMENT & INT NTH
01/02/2024,MUSEUMS & GALLERIES HQ,WWW.THEWORKS.CO.UK,40.83,8.17,5310,DISCOUNT STORES,WWW.THEWORKS.CO.UK,101136,MUSEUMS & GALLERS HQ
01/02/2024,LIBRARY & INFORMATION CENTRES,WWW.ARGOS.CO.UK,61.1,12.22,5311,DEPARTMENT STORES,WWW.ARGOS.CO.UK,107536,WARM SPACES
01/02/2024,ELM GROVE,PHARMACY MEDICAL HEC,296.48,59.3,5399,MISCELLANEOUS GENERAL MERCHANDISE,PHARMACY MEDICAL HEC,100094,ELM GROVE
01/02/2024,NK DOMICILIARY SUPPORT (THE MEWS),WM MORRISONS STORE,4.17,0.83,5411,"GROCERY STORES, SUPERMARKETS",WM MORRISONS STORE,104084,NK DOMIC SUPP (MEWS)
01/02/2024,DUKE OF EDINBURGH AWARDS,LIDL GB MIRFIELD,74.6,0.18,5411,"GROCERY STORES, SUPERMARKETS",LIDL GB MIRFIELD,100133,DUKE OF EDIN AWARDS
01/02/2024,DUKE OF EDINBURGH AWARDS,LIDL GB MIRFIELD,0.91,0,5411,"GROCERY STORES, SUPERMARKETS",LIDL GB MIRFIELD,100133,DUKE OF EDIN AWARDS
01/02/2024,ELM GROVE,TESCO STORES,121.89,0,5411,"GROCERY STORES, SUPERMARKETS",TESCO STORES,100094,ELM GROVE
01/02/2024,YPAT,ASDA GROCERIES ONLINE,8.62,1.73,5411,"GROCERY STORES, SUPERMARKETS",ASDA GROCERIES ONLINE,100096,YPAT
01/02/2024,YPAT,ASDA GROCERIES ONLINE,60.77,0,5411,"GROCERY STORES, SUPERMARKETS",ASDA GROCERIES ONLINE,100096,YPAT
01/02/2024,MOORLANDS GRANGE,ASDA GROCERIES ONLINE,119.98,0,5411,"GROCERY STORES, SUPERMARKETS",ASDA GROCERIES ONLINE,104080,MOORLANDS GRANGE
01/02/2024,ORCHARD VIEW,ASDA GROCERIES ONLINE,219.25,0,5411,"GROCERY STORES, SUPERMARKETS",ASDA GROCERIES ONLINE,100095,ORCHARD VIEW
