Authority Name,Date of Payment,DocumentNo,Gross,VAT,Net,Vendor Name,Service Area,GL Description
Salford City Council,01/12/2023,601508327,15832.14,0,15832.14,Progressive Care Ltd,People (Childrens) Service Group,Payments to Agencies
Salford City Council,01/12/2023,1600722263,42120,7020,35100,Redacted Data,Capital Expenditure,External Fees - Other
Salford City Council,01/12/2023,6003820637,572.88,0,572.88,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,01/12/2023,6003820618,12869.5,0,12869.5,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,01/12/2023,6003820617,13107.89,0,13107.89,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,01/12/2023,6003820616,17303.71,0,17303.71,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,01/12/2023,6003820619,17793.43,0,17793.43,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,01/12/2023,6003820630,18318.33,0,18318.33,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,01/12/2023,6003820632,25286.09,0,25286.09,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,01/12/2023,6003820625,36164.67,0,36164.67,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,01/12/2023,6003820634,44261.28,0,44261.28,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,01/12/2023,1600722253,30000,0,30000,Salford Community & Voluntary Service,People (Childrens) Service Group,Payments to Agencies
Salford City Council,01/12/2023,1600722242,60000,0,60000,Salford Community & Voluntary Service,People (Childrens) Service Group,Payments to Agencies
Salford City Council,01/12/2023,1600722993,504,84,420,Style North,Place Directorate,UV Day to Day Repairs
Salford City Council,01/12/2023,1600723013,1285.03,214.17,1070.86,T/A Tudor Environmental,Place Directorate,Equipment Purchase
Salford City Council,01/12/2023,601508284,1021.8,170.3,851.5,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,01/12/2023,1600722980,1064.34,177.39,886.95,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,01/12/2023,1600722982,1661.28,276.88,1384.4,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,01/12/2023,601508304,1956.42,326.07,1630.35,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,01/12/2023,601508310,1352.79,64.42,1288.37,The Albion Academy,Place Directorate,Electricity
Salford City Council,01/12/2023,601508312,1653.12,0,1653.12,The Albion Academy,Place Directorate,Electricity
Salford City Council,01/12/2023,601508308,2001.37,0,2001.37,The Albion Academy,Place Directorate,Electricity
Salford City Council,01/12/2023,1600723008,2272.73,0,2272.73,Thompsons Academy Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,01/12/2023,1600722995,2363.64,0,2363.64,Thompsons Academy Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,01/12/2023,1600723000,2363.64,0,2363.64,Thompsons Academy Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,01/12/2023,1600723001,2363.64,0,2363.64,Thompsons Academy Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,01/12/2023,1600723003,2363.64,0,2363.64,Thompsons Academy Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,01/12/2023,1600723006,2363.64,0,2363.64,Thompsons Academy Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,01/12/2023,1600723007,3000,0,3000,Thompsons Academy Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,01/12/2023,1600723004,3850,0,3850,Thompsons Academy Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,01/12/2023,6003820768,1342.48,0,1342.48,Wilds Of Oldham,Place Directorate,Equipment Purchase
Salford City Council,01/12/2023,1600722999,583.2,97.2,486,Working Office Wonders Ltd,People (Childrens) Service Group,Other Professional Fees
Salford City Council,04/12/2023,601508379,25482,0,25482,Adoption Matters,People (Childrens) Service Group,Payments to Agencies
Salford City Council,04/12/2023,1600723017,841.45,140.24,701.21,Aggregates Industries Uk Ltd,Place Directorate,Materials
Salford City Council,04/12/2023,1600723018,880.02,146.67,733.35,Aggregates Industries Uk Ltd,Place Directorate,Materials
Salford City Council,04/12/2023,6003821248,679.99,0,679.99,Amazon* 204-6397542-90,People (Childrens) Service Group,Equipment Purchase
Salford City Council,04/12/2023,1600711296,-840,-140,-700,Azymuth Acoustics Uk Ltd,Capital Expenditure,External Fees - Other
Salford City Council,04/12/2023,1600721695,660,110,550,Azymuth Acoustics Uk Ltd,Capital Expenditure,External Fees - Other
Salford City Council,04/12/2023,1600710863,840,140,700,Azymuth Acoustics Uk Ltd,Capital Expenditure,External Fees - Other
Salford City Council,04/12/2023,6003821209,1007.21,0,1007.21,Birchall Foodservice,Place Directorate,Food and refreshments
Salford City Council,04/12/2023,1600723057,1014,169,845,Buymemedia,People (Adults) - CHSC,Marketing & Publicity
Salford City Council,04/12/2023,601508381,5400,0,5400,Csin Cic,People (Childrens) Service Group,Pupil Assistance
Salford City Council,04/12/2023,1600722576,11520,1920,9600,Dock10 Limited,Service Reform (Corp Bus & Transform),Computer Equipment purchase
Salford City Council,04/12/2023,1600722577,12384,2064,10320,Dock10 Limited,Service Reform (Corp Bus & Transform),Computer Equipment purchase
Salford City Council,04/12/2023,601508485,5600,933.33,4666.67,Ed Start Specialist Education Ltd,People (Childrens) Service Group,Classroom Supplies Capitation
Salford City Council,04/12/2023,1600723069,2580,430,2150,Entrus Ltd,Place Directorate,UV Day to Day Repairs
Salford City Council,04/12/2023,601508491,712.47,0,712.47,Forviva,People (Adults) - CHSC,Grants
Salford City Council,04/12/2023,601508490,1169.72,0,1169.72,Forviva,People (Adults) - CHSC,Grants
Salford City Council,04/12/2023,601508489,2856.73,0,2856.73,Forviva,People (Adults) - CHSC,Grants
Salford City Council,04/12/2023,601508391,553.05,92.17,460.88,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,04/12/2023,601508388,722.43,120.41,602.02,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,04/12/2023,601508387,750.76,125.13,625.63,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,04/12/2023,601508396,936.05,156.02,780.03,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,04/12/2023,1600723089,693.86,115.64,578.22,Gb Hoses,Place Directorate,Vehicle non-warranty Repairs & Maintenance
Salford City Council,04/12/2023,601508487,755.94,41.44,714.5,Harlech Fodservice Ltd,People (Childrens) Service Group,Food and refreshments
Salford City Council,04/12/2023,1600723034,2643.76,440.63,2203.13,J Fletcher Engineers Ltd,People (Childrens) Service Group,UV Air conditioning and handling
Salford City Council,04/12/2023,1600723033,1705.86,284.31,1421.55,J Fletcher Engineers Ltd,Place Directorate,UV Day to Day Repairs
Salford City Council,04/12/2023,1600723036,1107.42,184.57,922.85,J Fletcher Engineers Ltd,Place Directorate,UV Heating Repairs
Salford City Council,04/12/2023,1600723106,531.42,88.57,442.85,K J Lines Ltd,Place Directorate,Contractors
Salford City Council,04/12/2023,1600723103,641.17,106.86,534.31,K J Lines Ltd,Place Directorate,Contractors
Salford City Council,04/12/2023,1600723105,713.46,118.91,594.55,K J Lines Ltd,Place Directorate,Contractors
Salford City Council,04/12/2023,1600723102,908.95,151.49,757.46,K J Lines Ltd,Place Directorate,Contractors
Salford City Council,04/12/2023,1600723107,1010.38,168.4,841.98,K J Lines Ltd,Place Directorate,Contractors
Salford City Council,04/12/2023,1600723071,1022.65,170.44,852.21,K J Lines Ltd,Place Directorate,Contractors
Salford City Council,04/12/2023,1600723074,2109.24,351.54,1757.7,K J Lines Ltd,Place Directorate,Contractors
Salford City Council,04/12/2023,1600723072,2132.77,355.46,1777.31,K J Lines Ltd,Place Directorate,Contractors
Salford City Council,04/12/2023,1600723051,2871,478.5,2392.5,Landscape Supply Company,Place Directorate,Equipment Purchase
Salford City Council,04/12/2023,1600723109,1404,234,1170,Lite,Place Directorate,Materials
Salford City Council,04/12/2023,1600723080,1867.2,311.2,1556,Lucy Zodion Ltd,Place Directorate,Materials
Salford City Council,04/12/2023,1600723099,3240,540,2700,M & A Brown (Engravers) Ltd,Place Directorate,Contractors
Salford City Council,04/12/2023,1600722570,37912.38,6318.73,31593.65,Manchester Ship Canal Company,Place Directorate,Principal Road Maintenance
Salford City Council,04/12/2023,1600723066,4777.92,796.32,3981.6,Pf Cusack (Tools Supplies) Ltd,Place Directorate,Materials
Salford City Council,04/12/2023,1600723059,30479.14,5079.86,25399.28,Phoenix Software Ltd,Service Reform (Corp Bus & Transform),Computer Software (no annual fee)
Salford City Council,04/12/2023,1600723047,508.8,0,508.8,Recreate-U,People (Adults) - CHSC,Grants
Salford City Council,04/12/2023,1600723061,602.4,100.4,502,S & S Marquees Ltd,Service Reform (Corp Bus & Transform),Contract Hire
Salford City Council,04/12/2023,1600723049,1872,312,1560,S & S Marquees Ltd,Service Reform (Corp Bus & Transform),Contract Hire
Salford City Council,04/12/2023,1600723019,779.04,129.84,649.2,Saint-Gobain Building Distribution,Place Directorate,Materials
Salford City Council,04/12/2023,6003821115,1310,0,1310,Sq *Property Services Mcr,People (Adults) - CHSC,General Repairs
Salford City Council,04/12/2023,1600723039,8970,0,8970,St Davids College,People (Childrens) Service Group,Non-Maintained Special Schools
Salford City Council,04/12/2023,6003821178,1035,0,1035,Sumup *Jf Services,People (Adults) - CHSC,General Repairs
Salford City Council,04/12/2023,601508481,544.2,90.7,453.5,Teaching Personnel Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,04/12/2023,601508482,544.2,90.7,453.5,Teaching Personnel Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,04/12/2023,1600722585,60499.99,10083.33,50416.66,The Lowry Centre Trust,Place Directorate,Payments to Agencies
Salford City Council,04/12/2023,601508382,13946.72,0,13946.72,The Trafford College Group,People (Childrens) Service Group,Pupil Assistance
Salford City Council,04/12/2023,1600723050,588,98,490,Thinkproject Uk Limited,Capital Expenditure,Other Works
Salford City Council,04/12/2023,1600723038,2363.64,0,2363.64,Thompsons Academy Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,04/12/2023,1600723040,2363.64,0,2363.64,Thompsons Academy Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,04/12/2023,601508378,562.14,93.69,468.45,Tinies North West,People (Childrens) Service Group,Agency Fees
Salford City Council,04/12/2023,1600723108,2040,340,1700,Traffic Direct Ltd,Place Directorate,Contractors
Salford City Council,04/12/2023,1600723092,3410.88,568.48,2842.4,Utilities Design And Planning Ltd ,Place Directorate,Contractors
Salford City Council,04/12/2023,1600723091,3884,647.33,3236.67,Utilities Design And Planning Ltd ,Place Directorate,Contractors
Salford City Council,04/12/2023,1600723093,5008.76,834.79,4173.97,Utilities Design And Planning Ltd ,Place Directorate,Contractors
Salford City Council,04/12/2023,1600723087,674.4,112.4,562,Zg Lighting (Uk) Ltd,Place Directorate,Materials
Salford City Council,05/12/2023,1600723153,2544,424,2120,A  Venning Ltd,Capital Expenditure,Works & Building
Salford City Council,05/12/2023,1600722627,11359.42,0,11359.42,Advocacy Focus,People (Childrens) Service Group,Payments to Agencies
Salford City Council,05/12/2023,1600723232,3720,620,3100,Alan Franklin Builders Ltd,Place Directorate,UV Vandalism
Salford City Council,05/12/2023,1600723194,966,161,805,Alpha Biolaboratories Ltd,People (Childrens) Service Group,Payments to Agencies
Salford City Council,05/12/2023,1600723182,519.6,86.6,433,Broxap Ltd,Place Directorate,Furniture
Salford City Council,05/12/2023,1600723196,4884,814,4070,Broxap Ltd,Capital Expenditure,Works & Building
Salford City Council,05/12/2023,1600723213,9893.28,1648.88,8244.4,C Smithies Builders,Capital Expenditure,Improvement Grants
Salford City Council,05/12/2023,1600723214,9893.28,1648.88,8244.4,C Smithies Builders,Capital Expenditure,Improvement Grants
Salford City Council,05/12/2023,1600723171,1884.27,314.04,1570.23,Capita Business Services Ltd,Place Directorate,Printing & Photocopying
Salford City Council,05/12/2023,1600722628,40875.59,0,40875.59,Central Manchester University,People (Childrens) Service Group,Payments to Agencies
Salford City Council,05/12/2023,601508584,949.24,158.21,791.03,Choice Teachers Ltd,People (Childrens) Service Group,Food and refreshments
Salford City Council,05/12/2023,1600723149,5424,904,4520,Civica Uk Ltd,Service Reform (Corp Bus & Transform),Computer Maintenance
Salford City Council,05/12/2023,1600723143,1968,328,1640,Cornthwaite Agricultural Ltd,Place Directorate,Vehicle annual contract Hire (vms)
Salford City Council,05/12/2023,601508499,154322.14,21941.45,132380.69,Corona Energy,Service Reform (Corp Bus & Transform),Gas
Salford City Council,05/12/2023,601508497,306897.69,38365.44,268532.25,Drax Energy Solutions,Service Reform (Corp Bus & Transform),Electricity
Salford City Council,05/12/2023,601508498,278151.34,46358.55,231792.79,Drax Energy Solutions,Place Directorate,Electricity
Salford City Council,05/12/2023,1600723202,600,100,500,Exclusec Group Ltd,Service Reform (Corp Bus & Transform),Other Professional Fees
Salford City Council,05/12/2023,601508502,564.3,94.05,470.25,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,05/12/2023,601508510,621.29,103.55,517.74,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,05/12/2023,601508519,750.76,125.13,625.63,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,05/12/2023,601508524,878.11,146.36,731.75,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,05/12/2023,601508506,1014.27,169.05,845.22,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,05/12/2023,601508509,1079.31,179.89,899.42,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,05/12/2023,601508504,1248.16,208.03,1040.13,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,05/12/2023,601508501,1353.44,225.57,1127.87,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,05/12/2023,601508492,7440,1110,6330,G & A Taylor Hotels Ltd,People (Adults) - CHSC,Rents
Salford City Council,05/12/2023,601508493,9037.2,1372.2,7665,G & A Taylor Hotels Ltd,People (Adults) - CHSC,Rents
Salford City Council,05/12/2023,1600723112,882,147,735,Gbm Digital Technologies Ltd,People (Childrens) Service Group,Computer Equipment purchase
Salford City Council,05/12/2023,1600723223,2874,479,2395,Geomatic Surveys Ltd,Capital Expenditure,Works & Building
Salford City Council,05/12/2023,1600723183,730.8,121.8,609,Granart Memorials,Place Directorate,General Resaleable Items
Salford City Council,05/12/2023,1600723195,32513.02,5418.84,27094.18,Helping Hands Minor Repairs Service,Capital Expenditure,Other Works
Salford City Council,05/12/2023,601508528,2940.14,0,2940.14,Irlam & Cadishead Academy,People (Childrens) Service Group,Trade Union Supply Cover
Salford City Council,05/12/2023,1600723204,669.16,111.53,557.63,Landscape Supply Company,Place Directorate,Equipment Purchase
Salford City Council,05/12/2023,1600723186,600,0,600,Live Well Consultancy,People (Childrens) Service Group,Training of Others
Salford City Council,05/12/2023,1600723191,1398,233,1165,Lk Consult Limited,Capital Expenditure,External Fees - Other
Salford City Council,05/12/2023,1600722910,895.1,149.18,745.92,Manchester & District Home For Lost,Place Directorate,Consultants
Salford City Council,05/12/2023,1600723189,4550,0,4550,Mds Mini Buses (Manchester) Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,05/12/2023,1600723146,7838.17,1306.36,6531.81,Nec Software Solutions Uk Ltd,Service Reform (Corp Bus & Transform),Computer Software (no annual fee)
Salford City Council,05/12/2023,601508557,4205,0,4205,Paypoint Plc,People (Adults) - CHSC,Gas
Salford City Council,05/12/2023,1600723181,3600,0,3600,Redacted Data,Capital Expenditure,Miscellaneous Expenses
Salford City Council,05/12/2023,1600723151,714,119,595,Redacted Data,People (Childrens) Service Group,Training of Others
Salford City Council,05/12/2023,601508496,110154.82,18358.95,91795.87,Reed Specialist Recruitment Ltd,Service Reform (Corp Bus & Transform),Agency Fees
Salford City Council,05/12/2023,601508495,128209.02,21367.95,106841.07,Reed Specialist Recruitment Ltd,Service Reform (Corp Bus & Transform),Agency Fees
Salford City Council,05/12/2023,601508589,12771.55,2128.59,10642.96,Rm Education Ltd,People (Childrens) Service Group,Computer Equipment purchase
Salford City Council,05/12/2023,1600720167,1606.75,267.79,1338.96,Schofield & Sons Ltd,Place Directorate,UV Day to Day Repairs
Salford City Council,05/12/2023,1600722636,11414.4,1902.4,9512,Ssi Schaefer Limited,Capital Expenditure,Purchase of Furniture & Equipment
Salford City Council,05/12/2023,1600722634,22140,3690,18450,Ssi Schaefer Limited,Capital Expenditure,Purchase of Furniture & Equipment
Salford City Council,05/12/2023,1600722637,22399.2,3733.2,18666,Ssi Schaefer Limited,Capital Expenditure,Purchase of Furniture & Equipment
Salford City Council,05/12/2023,601508573,620,0,620,Tdr Homes Ltd,People (Adults) - CHSC,Rents
Salford City Council,05/12/2023,601508572,651.35,0,651.35,Tdr Homes Ltd,People (Adults) - CHSC,Rents
Salford City Council,05/12/2023,601508579,4798.8,799.8,3999,Tes Global Ltd,People (Childrens) Service Group,Other Professional Fees
Salford City Council,05/12/2023,601508554,2590.04,0,2590.04,The Care Leaders,Service Reform (Corp Bus & Transform),Provision for Liability Insurance
Salford City Council,05/12/2023,601508555,5210.5,0,5210.5,The Deans Primary School,Service Reform (Corp Bus & Transform),Premises Insurance
Salford City Council,05/12/2023,1600723185,690,115,575,Thinkproject Uk Limited,Capital Expenditure,External Fees - Other
Salford City Council,05/12/2023,601508526,1848,308,1540,Time Recruitment Solutions Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,05/12/2023,601508532,41534.27,0,41534.27,Turning Point Services Limited,Service Reform (Corp Bus & Transform),VAT Adjustment
Salford City Council,05/12/2023,601508530,41564.27,0,41564.27,Turning Point Services Limited,Service Reform (Corp Bus & Transform),VAT Adjustment
Salford City Council,05/12/2023,601508531,41564.27,0,41564.27,Turning Point Services Limited,Service Reform (Corp Bus & Transform),VAT Adjustment
Salford City Council,05/12/2023,601508533,41564.27,0,41564.27,Turning Point Services Limited,Service Reform (Corp Bus & Transform),VAT Adjustment
Salford City Council,05/12/2023,1600722692,1737.86,289.65,1448.21,Xma Ltd,Service Reform (Corp Bus & Transform),Computer Equipment purchase
Salford City Council,05/12/2023,1600723221,2898.72,483.12,2415.6,Xma Ltd,Service Reform (Corp Bus & Transform),Computer Equipment purchase
Salford City Council,05/12/2023,1600722691,4080,680,3400,Xma Ltd,Service Reform (Corp Bus & Transform),Computer Equipment purchase
Salford City Council,05/12/2023,1600723188,1598.09,266.35,1331.74,Yunex Ltd T/A Yunex Traffic,Place Directorate,Contractors
Salford City Council,06/12/2023,1600723283,3593.52,598.92,2994.6,Aecom Ltd - Europe,Capital Expenditure,External Fees - Other
Salford City Council,06/12/2023,1600723282,9659.09,1609.85,8049.24,Aecom Ltd - Europe,Capital Expenditure,External Fees - Other
Salford City Council,06/12/2023,1600723293,822.5,0,822.5,Alcedo Orange Limited,People (Childrens) Service Group,Payments to Agencies
Salford City Council,06/12/2023,601508607,34613.32,5768.89,28844.43,Amas Ltd Jones Lang Lasalle,Place Directorate,Rents
Salford City Council,06/12/2023,601508606,1251467.41,208577.9,1042889.51,Amas Ltd Jones Lang Lasalle,Place Directorate,Rents
Salford City Council,06/12/2023,1600723302,696,116,580,Apse,Place Directorate,Training of Others
Salford City Council,06/12/2023,1600723252,992.16,165.36,826.8,Arco Ltd,Place Directorate,Works & Building
Salford City Council,06/12/2023,1600723287,990,165,825,Dbe Services Limited,People (Childrens) Service Group,Training of Others
Salford City Council,06/12/2023,1600723265,25290.25,4215.04,21075.21,Electoral Reform Services,Service Reform (Corp Bus & Transform),Printing & Photocopying
Salford City Council,06/12/2023,1600723325,8271.32,1378.55,6892.77,Electricity North West Ltd,Place Directorate,Electricity
Salford City Council,06/12/2023,601508611,6698.84,1116.47,5582.37,Foam For Comfort Ltd,People (Childrens) Service Group,Equipment Purchase
Salford City Council,06/12/2023,601508624,4100,0,4100,Forbes Solicitors,Service Reform (Corp Bus & Transform),Provision for Liability Insurance
Salford City Council,06/12/2023,1600723291,1119.6,186.6,933,Forensic Testing Services Ltd,People (Childrens) Service Group,Payments to Agencies
Salford City Council,06/12/2023,1600723290,1727.52,287.92,1439.6,Forensic Testing Services Ltd,People (Childrens) Service Group,Payments to Agencies
Salford City Council,06/12/2023,601508613,4178.7,696.45,3482.25,Fred Weston Electrical Contractors,People (Childrens) Service Group,non -UV Building Repairs & Maintenance
Salford City Council,06/12/2023,601508631,6695,0,6695,Iac The Centre For Adoption,Service Reform (Corp Bus & Transform),Cash Reconciliation
Salford City Council,06/12/2023,1600722682,729.78,121.63,608.15,Ijm Electrical Contractors Ltd,Place Directorate,UV Programmed Repairs
Salford City Council,06/12/2023,1600723301,1652.4,275.4,1377,Ijm Electrical Contractors Ltd,Place Directorate,UV Programmed Repairs
Salford City Council,06/12/2023,1600720963,773.11,128.85,644.26,Insight Direct (Uk) Ltd,Service Reform (Corp Bus & Transform),Computer Equipment purchase
Salford City Council,06/12/2023,1600720964,773.11,128.85,644.26,Insight Direct (Uk) Ltd,Service Reform (Corp Bus & Transform),Computer Equipment purchase
Salford City Council,06/12/2023,601508622,20250,0,20250,Inspiring Communities Together,Place Directorate,Grants
Salford City Council,06/12/2023,1600723315,630,105,525,Lasa Charity Uk Ltd,People (Adults) - CHSC,Recruitment Advertising
Salford City Council,06/12/2023,601508614,6000,0,6000,Life Lodge Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,06/12/2023,601508616,2535,0,2535,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,06/12/2023,601508556,8829,0,8829,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,06/12/2023,1600722958,-2280,-380,-1900,Reed Talent Solutions,People (Childrens) Service Group,Agency Fees
Salford City Council,06/12/2023,1600723264,4590,765,3825,Reed Talent Solutions,People (Childrens) Service Group,Other Professional Fees
Salford City Council,06/12/2023,1600723263,9180,1530,7650,Reed Talent Solutions,People (Childrens) Service Group,Other Professional Fees
Salford City Council,06/12/2023,1600723285,12694.8,2115.8,10579,Sico Europe Ltd,Capital Expenditure,Works & Building
Salford City Council,06/12/2023,1600723304,2448,0,2448,Staff Resources Limited,People (Childrens) Service Group,Payments to Agencies
Salford City Council,06/12/2023,1600723305,3468,0,3468,Staff Resources Limited,People (Childrens) Service Group,Payments to Agencies
Salford City Council,06/12/2023,601508630,2112,352,1760,Time Recruitment Solutions Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,06/12/2023,601508628,749.52,124.92,624.6,Tinies North West,People (Childrens) Service Group,Agency Fees
Salford City Council,06/12/2023,1600723281,1312.76,218.79,1093.97,Whistl Uk Ltd,Service Reform (Corp Bus & Transform),Postage
Salford City Council,06/12/2023,1600723280,5448.52,900.95,4547.57,Whistl Uk Ltd,Service Reform (Corp Bus & Transform),Postage
