Authority Name,Date of Payment,DocumentNo,Gross,VAT,Net,Vendor Name,Service Area,GL Description
Salford City Council,04/03/2024,1600728981,60665.50,10110.92,50554.58,Aecom Ltd - Europe,Capital Expenditure,External Fees - Other
Salford City Council,04/03/2024,1600729634,636.00,106.00,530.00,Ashbrook (Warrington) Ltd,Place,Vehicle annual contract Hire (vms)
Salford City Council,04/03/2024,1600729644,2724.60,454.10,2270.50,Bevan Brittan Llp,Capital Expenditure,External Fees - Other
Salford City Council,04/03/2024,1600729645,3652.20,608.70,3043.50,Bevan Brittan Llp,Capital Expenditure,External Fees - Other
Salford City Council,04/03/2024,1600729637,2736.00,456.00,2280.00,Bloom Procurement Services Ltd,Place,Contract Hire
Salford City Council,04/03/2024,1600729640,3150.00,525.00,2625.00,Bloom Procurement Services Ltd,Capital Expenditure,External Fees - Other
Salford City Council,04/03/2024,1600729636,2484.00,414.00,2070.00,Bloom Procurement Services Ltd,Capital Expenditure,Works & Building
Salford City Council,04/03/2024,1600729639,2608.20,434.70,2173.50,Bloom Procurement Services Ltd,Capital Expenditure,Works & Building
Salford City Council,04/03/2024,1600729638,3431.84,571.97,2859.87,Bloom Procurement Services Ltd,Capital Expenditure,Works & Building
Salford City Council,04/03/2024,601516625,2960.00,0.00,2960.00,Boothstown Residents Association,Capital Expenditure,Other Works
Salford City Council,04/03/2024,601516494,907.58,0.00,907.58,Bristow & Sutor,Resources & Transformation,VAT Adjustment
Salford City Council,04/03/2024,1600729703,11798.40,1966.40,9832.00,Calibration And Repair Services Ltd,Capital Expenditure,Purchase of Vehicles & Plant
Salford City Council,04/03/2024,1600729616,8907.06,0.00,8907.06,Cambian Childcare Ltd,People (Childrens),Payments to Agencies
Salford City Council,04/03/2024,1600729659,2016.36,336.06,1680.30,Capita Business Services Ltd,Place,Printing & Photocopying
Salford City Council,04/03/2024,1600729663,2683.05,0.00,2683.05,Capstone Foster Care (North) Ltd,People (Childrens),Payments to Agencies
Salford City Council,04/03/2024,1600729664,2683.05,0.00,2683.05,Capstone Foster Care (North) Ltd,People (Childrens),Payments to Agencies
Salford City Council,04/03/2024,1600729665,2698.66,0.00,2698.66,Capstone Foster Care (North) Ltd,People (Childrens),Payments to Agencies
Salford City Council,04/03/2024,1600729668,8250.00,1375.00,6875.00,Ci Electrics Ltd,People (Childrens),UV Lighting and Fire Detection
Salford City Council,04/03/2024,601516676,1872.00,312.00,1560.00,Clyde & Co Claims Llp,Resources & Transformation,Provision for Liability Insurance
Salford City Council,04/03/2024,1600729658,535.20,89.20,446.00,Evac+Chair International Ltd,Place,UV Minor Decoration and Flooring
Salford City Council,04/03/2024,1600729050,13159.87,2193.31,10966.56,Exclusec Group Ltd,Place,Contractors
Salford City Council,04/03/2024,1600729049,27213.48,4535.58,22677.90,Exclusec Group Ltd,Place,Contractors
Salford City Council,04/03/2024,1600729679,4000.00,0.00,4000.00,Greater Manchester Combined,Precepts And Charges - Dummy Level,Payment to Lead Districts
Salford City Council,04/03/2024,6003869321,2968.00,0.00,2968.00,Imperial Salford Hotel,People (Adults),Staff Travel
Salford City Council,04/03/2024,6003869344,2968.00,0.00,2968.00,Imperial Salford Hotel,People (Adults),Staff Travel
Salford City Council,04/03/2024,601516626,7214.83,0.00,7214.83,Lewis Street Primary,Resources & Transformation,Premises Insurance
Salford City Council,04/03/2024,1600729675,4598.00,0.00,4598.00,Lmp Sports Consultants Ltd,People (Adults),Grants - Externally Funded
Salford City Council,04/03/2024,601516493,868.80,144.80,724.00,Lynch Private Hire Ltd,People (Childrens),Pupil Assistance
Salford City Council,04/03/2024,601516482,584.05,97.34,486.71,Manchester Alcock & Bradshaw Cura,Place,Servicing
Salford City Council,04/03/2024,1600729653,5000.00,0.00,5000.00,Manchester City Council,People (Childrens),Payments to Agencies
Salford City Council,04/03/2024,1600729515,614.40,102.40,512.00,Midlands Signs Leicester Ltd,Place,Materials
Salford City Council,04/03/2024,601516631,840.00,0.00,840.00,Mindjam,People (Childrens),Pupil Assistance
Salford City Council,04/03/2024,1600729689,900.00,0.00,900.00,Myerscough College,Place,Materials
Salford City Council,04/03/2024,601516190,589.00,98.17,490.83,Open Study College Ltd - Osc Ltd,People (Childrens),Classroom Supplies Capitation
Salford City Council,04/03/2024,1600729672,6900.00,1150.00,5750.00,Pentest People Ltd,Resources & Transformation,MFP Devices
Salford City Council,04/03/2024,1600729676,5136.00,0.00,5136.00,Quality Sport Holiday Clubs Ltd,People (Adults),Grants - Externally Funded
Salford City Council,04/03/2024,601516670,780.00,0.00,780.00,Redacted Data,Place,Other Professional Fees
Salford City Council,04/03/2024,601516672,840.00,0.00,840.00,Redacted Data,Place,Other Professional Fees
Salford City Council,04/03/2024,601516635,1755.00,0.00,1755.00,Redacted Data,People (Childrens),Pupil Assistance
Salford City Council,04/03/2024,1600729684,4000.00,0.00,4000.00,Redacted Data,Capital Expenditure,External Fees - Other
Salford City Council,04/03/2024,601516666,925.00,0.00,925.00,Redacted Data,People (Childrens),Client Travel Expenses
Salford City Council,04/03/2024,601516291,4200.00,0.00,4200.00,Redacted Data,Capital Expenditure,Purchase of Land & Buildings
Salford City Council,04/03/2024,601516636,536.00,0.00,536.00,Redacted Data,People (Childrens),Pupil Assistance
Salford City Council,04/03/2024,1600729620,6050.00,0.00,6050.00,Right-Step Ltd,People (Childrens),Payments to Agencies
Salford City Council,04/03/2024,1600729618,7750.00,0.00,7750.00,Right-Step Ltd,People (Childrens),Payments to Agencies
Salford City Council,04/03/2024,601516495,2069.39,0.00,2069.39,Rundles Enforcement Agents,Resources & Transformation,VAT Adjustment
Salford City Council,04/03/2024,1600729647,980.00,0.00,980.00,Salford Sea Cadets,People (Childrens),Hire of Facilities
Salford City Council,04/03/2024,1600729667,2866.20,477.70,2388.50,Simon Buckley Artist T/A Not Quite,Capital Expenditure,External Fees - Other
Salford City Council,04/03/2024,601516633,542.50,0.00,542.50,Speechwise 2 Ltd,People (Childrens),Pupil Assistance
Salford City Council,04/03/2024,6003869346,695.50,0.00,695.50,Sq *Property Services Mcr,People (Adults),General Repairs
Salford City Council,04/03/2024,6003869364,1832.00,0.00,1832.00,Sq *Property Services Mcr,People (Adults),General Repairs
Salford City Council,04/03/2024,6003869361,3000.00,0.00,3000.00,Sq *Property Services Mcr,People (Adults),General Repairs
Salford City Council,04/03/2024,6003869351,1185.00,0.00,1185.00,Sumup *Jf Services,People (Adults),General Repairs
Salford City Council,04/03/2024,601516677,5119.86,853.31,4266.55,Teaching Personnel Ltd,People (Childrens),Agency Fees
Salford City Council,04/03/2024,1600729655,1248.00,0.00,1248.00,The Citywall Project Community Inte,People (Childrens),Pupil Assistance
Salford City Council,04/03/2024,1600729654,3354.00,0.00,3354.00,The Citywall Project Community Inte,People (Childrens),Pupil Assistance
Salford City Council,04/03/2024,1600729666,5018.00,0.00,5018.00,The Citywall Project Community Inte,People (Childrens),Pupil Assistance
Salford City Council,04/03/2024,601516678,10000.00,0.00,10000.00,The Link Education Trust -,People (Childrens),non -UV Building Repairs & Maintenance
Salford City Council,04/03/2024,6003869311,1357.40,0.00,1357.40,Travelodge Gb0000,People (Adults),Staff Travel
Salford City Council,04/03/2024,6003869341,2062.74,0.00,2062.74,Travelodge Gb0000,People (Adults),Staff Travel
Salford City Council,04/03/2024,601516637,2072.01,0.00,2072.01,Turning Point Services Limited,Resources & Transformation,VAT Adjustment
Salford City Council,04/03/2024,601516629,2151.21,0.00,2151.21,Turning Point Services Limited,Resources & Transformation,VAT Adjustment
Salford City Council,04/03/2024,601516640,2172.88,0.00,2172.88,Turning Point Services Limited,Resources & Transformation,VAT Adjustment
Salford City Council,04/03/2024,601516630,2210.36,0.00,2210.36,Turning Point Services Limited,Resources & Transformation,VAT Adjustment
Salford City Council,04/03/2024,601516639,2316.15,0.00,2316.15,Turning Point Services Limited,Resources & Transformation,VAT Adjustment
Salford City Council,04/03/2024,1600729699,693.86,115.64,578.22,Valtech Ltd,Resources & Transformation,Other Professional Fees
Salford City Council,04/03/2024,601516499,24360.00,0.00,24360.00,Vspg Housing 2 Ltd,People (Adults),Contractors
Salford City Council,04/03/2024,601516498,665.90,0.00,665.90,Vspg Housing 2 Ltd,People (Adults),Equipment Purchase
Salford City Council,04/03/2024,601516500,3100.00,516.67,2583.33,Vspg Housing 2 Ltd,People (Adults),Equipment Purchase
Salford City Council,04/03/2024,601516679,660.00,110.00,550.00,Welcare Secure Escorts Ltd,People (Childrens),Staffed Security Service
Salford City Council,04/03/2024,1600729670,642.00,107.00,535.00,Wilde Consultant Engineers Ltd,Capital Expenditure,External Fees - Other
Salford City Council,04/03/2024,1600729651,583.20,97.20,486.00,Working Office Wonders Ltd,People (Childrens),Other Professional Fees
Salford City Council,04/03/2024,1600729700,9114.29,0.00,9114.29,Young People First Limited,People (Childrens),Payments to Agencies
Salford City Council,04/03/2024,601516628,1500.00,0.00,1500.00,Youthstart,Place,Payments to Voluntary Organisations
Salford City Council,05/03/2024,1600729770,744.00,124.00,620.00,A  Venning Ltd,Place,Other Office Expenses
Salford City Council,05/03/2024,6003869778,2737.03,0.00,2737.03,Adobe Systems Software,Resources & Transformation,Computer Software (no annual fee)
Salford City Council,05/03/2024,601516727,774.70,0.00,774.70,Agnes Hopkins Centre,Place,Payments to Voluntary Organisations
Salford City Council,05/03/2024,1600728356,31487.40,5247.90,26239.50,Alan Franklin Builders Ltd,Capital Expenditure,External Fees - Other
Salford City Council,05/03/2024,1600729762,660.00,0.00,660.00,Alcedo Orange Limited,People (Childrens),Payments to Agencies
Salford City Council,05/03/2024,1600729750,789.60,0.00,789.60,Alcedo Orange Limited,People (Childrens),Payments to Agencies
Salford City Council,05/03/2024,1600729741,855.40,0.00,855.40,Alcedo Orange Limited,People (Childrens),Payments to Agencies
Salford City Council,05/03/2024,1600729738,921.20,0.00,921.20,Alcedo Orange Limited,People (Childrens),Payments to Agencies
Salford City Council,05/03/2024,1600729752,1003.45,0.00,1003.45,Alcedo Orange Limited,People (Childrens),Payments to Agencies
Salford City Council,05/03/2024,1600729766,1019.90,0.00,1019.90,Alcedo Orange Limited,People (Childrens),Payments to Agencies
Salford City Council,05/03/2024,1600729749,1320.00,0.00,1320.00,Alcedo Orange Limited,People (Childrens),Payments to Agencies
Salford City Council,05/03/2024,1600729712,1508.48,251.41,1257.07,Allied Publicity Services (M/Cr)Ltd,Resources & Transformation,Other Professional Fees
Salford City Council,05/03/2024,6003869383,6702.24,0.00,6702.24,Alpha Plus Fostering  Ltd,People (Childrens),Payments to Agencies
Salford City Council,05/03/2024,601516754,1251467.41,208577.90,1042889.51,Amas Ltd Jones Lang Lasalle,Place,Rents
Salford City Council,05/03/2024,1600729804,1550.76,258.46,1292.30,Apem Ltd,Place,General Contractor Work
Salford City Council,05/03/2024,601516691,14040.00,2340.00,11700.00,Apse,Resources & Transformation,Consultants
Salford City Council,05/03/2024,1600729711,699.60,116.60,583.00,Ashbrook (Warrington) Ltd,Place,Vehicle annual contract Hire (vms)
Salford City Council,05/03/2024,1600729780,2060.00,0.00,2060.00,Astral Safety Training & Risk Manag,Place,Consultants
Salford City Council,05/03/2024,1600729720,925.20,154.20,771.00,Bid Group Ltd,Place,UV Minor Decoration and Flooring
Salford City Council,05/03/2024,6003869409,88141.76,0.00,88141.76,Bright Futures Care Ltd T/A Corners,People (Childrens),Payments to Agencies
Salford City Council,05/03/2024,1600729083,19247.16,3207.86,16039.30,Broxap Ltd,Capital Expenditure,Payments to Contractors - Improvements
Salford City Council,05/03/2024,1600729084,19247.16,3207.86,16039.30,Broxap Ltd,Capital Expenditure,Payments to Contractors - Improvements
Salford City Council,05/03/2024,6003869396,30039.56,0.00,30039.56,Capstone Foster Care (North) Ltd,People (Childrens),Payments to Agencies
Salford City Council,05/03/2024,6003869407,5123.12,0.00,5123.12,Capstone Foster Care (South West) Ltd,People (Childrens),Payments to Agencies
Salford City Council,05/03/2024,6003869385,83265.52,0.00,83265.52,Care 4 Every Child Limited,People (Childrens),Payments to Agencies
Salford City Council,05/03/2024,6003869408,43113.78,0.00,43113.78,Care Today Childrens Services,People (Childrens),Payments to Agencies
Salford City Council,05/03/2024,6003869402,13624.61,0.00,13624.61,Compass Children'S Home Ltd,People (Childrens),Payments to Agencies
Salford City Council,05/03/2024,6003869413,15980.00,0.00,15980.00,Courtyard Care Ltd,People (Childrens),Payments to Agencies
Salford City Council,05/03/2024,6003869398,60000.00,0.00,60000.00,Culina Roc Ltd,People (Childrens),Payments to Agencies
Salford City Council,05/03/2024,6003869750,5005.00,0.00,5005.00,Divrse Ltd,People (Adults),Rents
Salford City Council,05/03/2024,6003869767,5005.00,0.00,5005.00,Divrse Ltd,People (Adults),Rents
Salford City Council,05/03/2024,6003869829,8008.00,0.00,8008.00,Divrse Ltd,People (Adults),Rents
Salford City Council,05/03/2024,6003869830,8008.00,0.00,8008.00,Divrse Ltd,People (Adults),Rents
Salford City Council,05/03/2024,6003869831,31086.72,0.00,31086.72,Divrse P1 Ltd,People (Adults),Rents
Salford City Council,05/03/2024,6003870137,511.67,0.00,511.67,Dunsters Farm Limited,Place,Food and refreshments
Salford City Council,05/03/2024,6003870113,520.58,2.36,518.22,Dunsters Farm Limited,Place,Food and refreshments
Salford City Council,05/03/2024,6003870107,559.23,2.71,556.52,Dunsters Farm Limited,Place,Food and refreshments
Salford City Council,05/03/2024,6003869883,588.78,0.00,588.78,Dunsters Farm Limited,Place,Food and refreshments
Salford City Council,05/03/2024,6003869937,676.90,57.70,619.20,Dunsters Farm Limited,Place,Food and refreshments
Salford City Council,05/03/2024,6003870104,744.88,0.00,744.88,Dunsters Farm Limited,Place,Food and refreshments
Salford City Council,05/03/2024,6003870066,888.73,0.00,888.73,Dunsters Farm Limited,Place,Food and refreshments
Salford City Council,05/03/2024,6003870238,980.64,8.12,972.52,Dunsters Farm Limited,Place,Food and refreshments
Salford City Council,05/03/2024,6003870138,1199.05,75.33,1123.72,Dunsters Farm Limited,Place,Food and refreshments
Salford City Council,05/03/2024,6003870101,1459.93,78.52,1381.41,Dunsters Farm Limited,Place,Food and refreshments
Salford City Council,05/03/2024,1600729751,4585.68,0.00,4585.68,East Midlands Crossroads - Caring F,People (Childrens),Payments to Agencies
