LONDON BOROUGH OF ENFIELD,Service Area Categorisation ,Expenses Type,Payment Date,Transaction Number,Net Amount,Supplier Name
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45201,7003413253,2610,THE CONIFERS
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45201,7003413251,3480,THE CONIFERS
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45201,7003413255,1285.2,CHALLENGE CARE
LONDON BOROUGH OF ENFIELD,PEOPLE,Food beverages,45201,4100796970,425.02,THOMAS RIDLEY & SON LTD
LONDON BOROUGH OF ENFIELD,PLACE,Food beverages,45201,4100795177,393.16,THOMAS RIDLEY & SON LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45201,7003413215,595.4,WESTMINSTER HOMECARE LTD
LONDON BOROUGH OF ENFIELD,PLACE,Storage/Removal,45201,4100794962,1050,J A STEEL & SON LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Vehicles & Parts,45201,4100798447,1150.84,DAWSONGROUP BUS & COACH LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Training Services,45201,4100795230,850,EDUCATION CHILD PROTECTION
LONDON BOROUGH OF ENFIELD,RESOURCES,Hlth/Medic Supp Srvc,45201,4100798524,52430.18,LEGRAND ELECTRIC LTD
LONDON BOROUGH OF ENFIELD,PLACE,Transport services,45201,4100798494,996.43,LONDON HIRE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45201,4100798452,981.88,NEO PROPERTIES (UK) LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45201,4100798451,2539.35,NEO PROPERTIES (UK) LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45201,7003413257,4736,NEO PROPERTIES (UK) LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Hlth/Medic Supp Srvc,45201,4100796079,275.27,NOTTINGHAM REHAB LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Hlth/Medic Supp Srvc,45201,4100796083,857.22,NOTTINGHAM REHAB LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Hlth/Medic Supp Srvc,45201,4100796084,6822,NOTTINGHAM REHAB LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Hlth/Medic Supp Srvc,45201,4100796319,7825.5,NOTTINGHAM REHAB LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Hlth/Medic Supp Srvc,45201,4100796318,9732,NOTTINGHAM REHAB LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45201,4100798520,16520.63,FOOTSTEPS CARE
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45201,4100798531,29480.93,FOOTSTEPS CARE
LONDON BOROUGH OF ENFIELD,RESOURCES,IT Equip/Services,45201,4100797056,9660.44,CIVICA UK LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45201,7003413265,3012.24,SUPPORTING YOU IN LONDON
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45201,7003413259,4046.52,SUPPORTING YOU IN LONDON
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45201,7003413263,4255.96,SUPPORTING YOU IN LONDON
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45201,7003413261,7269.12,SUPPORTING YOU IN LONDON
LONDON BOROUGH OF ENFIELD,RESOURCES,Security/Safety Eqpm,45201,4100798532,407.5,DS ERGONOMICS LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Nursery Education,45201,7003413695,881,ANGEL PLACE NURSERY LTD
LONDON BOROUGH OF ENFIELD,RESOURCES,Finance / Ins Srvcs,45201,4100798459,2262.9,LPFA RESIDUAL LIABILITIES
LONDON BOROUGH OF ENFIELD,HRA,Build/Construction,45201,7003413691,5893.42,COMPLETE BUILDING SERVICES (HERTS)
LONDON BOROUGH OF ENFIELD,PLACE,Parks/Sport/Recreatn,45201,4100798502,410,GP GARDEN SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Education services,45201,3300316458,6177.87,ST MARGARET'S NURSERY SCH
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45201,7003413694,1972.08,T BROWN GROUP LIMITED
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45201,7003413693,2135.09,T BROWN GROUP LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45201,7003413298,2504.09,CARE IN FINANCE LTD
LONDON BOROUGH OF ENFIELD,PLACE,Build/Constrct Srvcs,45201,4100796372,9122,DALESIDE T/A M K MEMORIALS
LONDON BOROUGH OF ENFIELD,PEOPLE,Build/Constrct Srvcs,45201,4100798533,5701.11,ATKINSREALIS PPS LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Education services,45201,3300316729,55923.18,OSIDGE SCHOOL
LONDON BOROUGH OF ENFIELD,CEX,Legal Services,45201,4100797101,815,4 BRICK COURT
LONDON BOROUGH OF ENFIELD,PLACE,Rents Payable,45201,3300316480,6000,COTTAGE FIELDS LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Education services,45201,3300316456,7034.26,LONSDALE SCHOOL
LONDON BOROUGH OF ENFIELD,HRA,Security/Safety Eqpm,45201,4100795389,578.61,CHUBB FIRE & SECURITY LTD - NON-CIS
LONDON BOROUGH OF ENFIELD,RESOURCES,IT Equip/Services,45201,4100798500,1978.8,ABSOFT LIMITED
LONDON BOROUGH OF ENFIELD,PLACE,Parks/Sport/Recreatn,45201,4100798507,22855.92,GLENDALE COUNTRYSIDE LTD
LONDON BOROUGH OF ENFIELD,HRD,Construction Capital,45201,4100798503,100954.69,GLENDALE COUNTRYSIDE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Hlth/Medic Supp Srvc,45201,4100797914,794.45,QBITUS PRODUCTS LIMITED
LONDON BOROUGH OF ENFIELD,HRD,IT Equip/Services,45201,4100794449,1102,INFINITY NETWORKS LTD
LONDON BOROUGH OF ENFIELD,CEX,Legal Services,45201,4100795526,1225,33 BEDFORD ROW CHAMBERS
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45201,4100798456,342.9,SHINING STARS FOSTERING AGENCY
LONDON BOROUGH OF ENFIELD,RESOURCES,IT Equip/Services,45201,4100792464,7094.38,VERINT SYSTEMS UK LIMITED
LONDON BOROUGH OF ENFIELD,PLACE,Vehicles & Parts,45201,4100798504,239.21,LEA VALLEY TRUCK PARTS
LONDON BOROUGH OF ENFIELD,PLACE,Vehicles & Parts,45201,4100795601,999.98,LEA VALLEY TRUCK PARTS
LONDON BOROUGH OF ENFIELD,HRD,Capital,45201,4100798393,2750,LEA VALLEY TRUCK PARTS
LONDON BOROUGH OF ENFIELD,RESOURCES,Legal Services,45201,4100795630,13957.38,JUDGE & PRIESTLEY LLP
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45201,7003413218,1135.84,ALPHA CARE SPECIALISTS LTD
LONDON BOROUGH OF ENFIELD,RESOURCES,IT Equip/Services,45201,4100792470,650,TRELLISWORKS
LONDON BOROUGH OF ENFIELD,PLACE,Rents Payable,45201,3300316472,362,PORTALPLANQUEST LTD
LONDON BOROUGH OF ENFIELD,PLACE,Rents Payable,45201,3300316476,412,PORTALPLANQUEST LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Education services,45201,4100798435,4704,WHITESTAR FC
LONDON BOROUGH OF ENFIELD,PEOPLE,Education services,45201,4100798388,400,PROSPERO GROUP LTD
LONDON BOROUGH OF ENFIELD,HRA,Property/Land Srvcs,45201,4100798511,400,RESOLUTION PROPERTY SURVEYORS
LONDON BOROUGH OF ENFIELD,RESOURCES,Telecommunications,45201,4100795549,19629.85,CAPITA BUSINESS SERVICES LTD
LONDON BOROUGH OF ENFIELD,RESOURCES,IT Equip/Services,45201,4100798523,1050,STORM TECHNOLOGIES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45201,7003413219,890.9,LOYAL CARE CONSORTIUM LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45201,7003413221,1720.16,LOYAL CARE CONSORTIUM LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45201,7003413220,1907.36,LOYAL CARE CONSORTIUM LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45201,4100798446,1550,OUTSET CARE SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45201,4100796204,1550,A STAR CARE
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45201,4100796206,1550,A STAR CARE
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45201,4100795344,1660.67,A STAR CARE
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45201,4100795343,1771.34,A STAR CARE
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45201,4100798376,435.1,KANSSAS HOME CARE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45201,4100798455,1650,SILA CARE SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45201,4100798454,2196,SILA CARE SERVICES
LONDON BOROUGH OF ENFIELD,PLACE,Cleaning Supps Srvcs,45201,4100798433,316.42,CITRON HYGIENE UK LTD
LONDON BOROUGH OF ENFIELD,PLACE,Security/Safety Eqpm,45201,4100795118,3310.2,SMI INT GROUP LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45201,4100798541,371.45,REACH2CARE SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45201,4100798545,480.33,REACH2CARE SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45201,4100798550,1258.61,REACH2CARE SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45201,7003413267,2240,COGIE LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45201,7003413271,2240,COGIE LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45201,7003413269,2800,COGIE LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Education services,45201,3300316457,26307.69,WORK SKILLS LEARNING LTD
LONDON BOROUGH OF ENFIELD,HRA,Utils/Pub Sect Srvcs,45201,3300316460,11774.15,ENERGETIK
LONDON BOROUGH OF ENFIELD,PEOPLE,Security/Safety Eqpm,45201,4100795153,764.5,GREATER LONDON LOCKSMITHS LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45201,7003413275,3114.12,ASA LODGE
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45201,7003413273,5242.12,ASA LODGE
LONDON BOROUGH OF ENFIELD,RESOURCES,IT Equip/Services,45201,4100798095,20798.43,BRAMBLE HUB LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Nursery Education,45201,7003413696,881,HADLEY WOOD PRESCHOOL & PLYGRP LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45201,7003413277,3433.24,ROKY CARE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45201,7003413279,3433.76,ROKY CARE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,BusinessConsult Serv,45201,4100797361,1548,DR GRANGE AND ASSOCIATES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45201,7003413281,10168.2,BRIGHTER LIVING CARE
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45201,7003413283,3399.76,WINDSOR LODGE CARE HOME
LONDON BOROUGH OF ENFIELD,HRD,Capital,45201,4100798522,1662.5,CONCERTO SUPPORT SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45201,7003413222,1080.88,PALM2PALM CARE SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45201,7003413223,1355.68,PALM2PALM CARE SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45201,7003413224,4996.12,PALM2PALM CARE SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45201,7003413247,302.28,DAIMA GLOBAL LTD T/A LANARK CARE
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45201,7003413226,439.68,DAIMA GLOBAL LTD T/A LANARK CARE
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45201,7003413240,439.68,DAIMA GLOBAL LTD T/A LANARK CARE
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45201,7003413243,512.96,DAIMA GLOBAL LTD T/A LANARK CARE
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45201,7003413228,659.52,DAIMA GLOBAL LTD T/A LANARK CARE
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45201,7003413234,732.8,DAIMA GLOBAL LTD T/A LANARK CARE
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45201,7003413236,897.68,DAIMA GLOBAL LTD T/A LANARK CARE
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45201,7003413245,897.68,DAIMA GLOBAL LTD T/A LANARK CARE
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45201,7003413232,1282.4,DAIMA GLOBAL LTD T/A LANARK CARE
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45201,7003413230,1300.72,DAIMA GLOBAL LTD T/A LANARK CARE
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45201,7003413242,1300.72,DAIMA GLOBAL LTD T/A LANARK CARE
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45201,4100797947,1650,FRESH START INDPENDENCE PROJECT
LONDON BOROUGH OF ENFIELD,RESOURCES,Arts/Music/Entertnmt,45201,4100798261,3710,CONDUCTIVE MUSIC CIC
LONDON BOROUGH OF ENFIELD,PLACE,Transport/Mail Srvcs,45201,4100796218,1085,JENNYCHEM LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45201,7003413285,1708.17,CARE ASSURANCE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45201,7003413289,2277.56,CARE ASSURANCE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45201,7003413291,2277.56,CARE ASSURANCE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45201,7003413287,4912.8,CARE ASSURANCE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,BusinessConsult Serv,45201,4100793652,5950,ROLTON GROUP LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45201,4100795995,42780,DURHAM COUNTY COUNCIL
LONDON BOROUGH OF ENFIELD,HRD,Operational Property,45201,3300316451,7665.5,MAPP LIMITED
LONDON BOROUGH OF ENFIELD,PLACE,Rents Payable,45201,3300316727,1500,BLUEPRINTS & CO PROPERTIES
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45201,4100798551,4200.12,YOUR CARE NURSING LTD
LONDON BOROUGH OF ENFIELD,HRA,Power/Electrical,45201,4100795154,760,SWITCH2 ENERGY LTD - INV REF SI
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45201,4100798464,320,JOTHBEL CARE SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45201,7003413300,3962.75,REDACTED
LONDON BOROUGH OF ENFIELD,RESOURCES,Education services,45201,4100798534,1406.75,REDACTED
LONDON BOROUGH OF ENFIELD,RESOURCES,Education services,45201,4100798527,525.72,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45201,7003413302,1352.24,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45201,7003413310,369.05,REDACTED
LONDON BOROUGH OF ENFIELD,RESOURCES,Education services,45201,4100798517,317.58,REDACTED
LONDON BOROUGH OF ENFIELD,HRA,Parks/Sport/Recreatn,45201,4100795103,490,MILLION GARDENING
LONDON BOROUGH OF ENFIELD,PEOPLE,Education services,45201,3300316455,9869.74,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45201,7003413314,6179.76,REDACTED
LONDON BOROUGH OF ENFIELD,HRD,Construction Capital,45201,4100798526,2318.49,LURA CONSTRUCTIONS LTD-CIS
LONDON BOROUGH OF ENFIELD,HRD,Construction Capital,45201,4100798466,15616.98,LURA CONSTRUCTIONS LTD-CIS
LONDON BOROUGH OF ENFIELD,HRA,Build/Constrct Srvcs,45201,3300316728,7500,KENSA CONTRACTING LIMITED
LONDON BOROUGH OF ENFIELD,HRD,Construction Capital,45201,4100798462,14000,KENSON HIGHWAYS LTD
LONDON BOROUGH OF ENFIELD,HRD,Construction Capital,45201,4100798463,15000,KENSON HIGHWAYS LTD
LONDON BOROUGH OF ENFIELD,HRD,Construction Capital,45201,4100798528,40000,KENSON HIGHWAYS LTD
LONDON BOROUGH OF ENFIELD,HRD,Construction Capital,45201,4100798493,215811.84,KENSON HIGHWAYS LTD
LONDON BOROUGH OF ENFIELD,HRA,Build/Constrct Srvcs,45201,7003413692,2835.82,PRESTIGE DOMESTIC PROPERTY
LONDON BOROUGH OF ENFIELD,HRA,Build/Constrct Srvcs,45201,4100798380,20421.34,CBM GROUP LTD
LONDON BOROUGH OF ENFIELD,HRA,Build/Constrct Srvcs,45201,4100798381,20520.03,CBM GROUP LTD
LONDON BOROUGH OF ENFIELD,HRD,Construction Capital,45201,4100798529,1855.24,RAAM CONSTRUCTION LIMITED
LONDON BOROUGH OF ENFIELD,HRD,Construction Capital,45201,4100798487,21814.66,RAAM CONSTRUCTION LIMITED
LONDON BOROUGH OF ENFIELD,HRD,Construction Capital,45201,4100798474,22959.36,RAAM CONSTRUCTION LIMITED
LONDON BOROUGH OF ENFIELD,RESOURCES,Education services,45202,4100798593,5400,THE RAGLAN SCHOOLS
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45202,4100798691,5439.6,LOUISIANNA PROPERTIES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Cleaning Supps Srvcs,45202,4100798740,304.99,GREENHAM TRADING LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Cleaning Supps Srvcs,45202,4100798963,472.65,GREENHAM TRADING LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Hlth/Medic Supp Srvc,45202,4100798040,443,SUNRISE MEDICAL LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Organz/Subs/Licences,45202,4100798568,1350,MUSLIM CULTURAL SOCIETY OF ENFIELD
LONDON BOROUGH OF ENFIELD,PLACE,Transport/Mail Srvcs,45202,4100797895,376.79,ERNEST DOE & SONS LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45202,7003417874,142403.06,ST MARKS DAY SERVICE
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45202,7003417896,730.88,ST JOSEPHS PASTORAL CENTRE
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45202,4100798559,5987.65,THE NATIONAL FOSTERING AGENCY LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45202,7003417876,32028.8,MARCUS & MARCUS LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Storage/Removal,45202,4100798724,261.93,SAFESTORE PLC
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45202,7003417898,1035.3,HEADWAY EAST LONDON
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45202,7003417878,2529.5,PERSON CENTRED CARE HOMES (RESIDENT
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45202,4100798741,438.33,OAK TREE CARE SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45202,4100798726,646.53,OAK TREE CARE SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45202,4100798966,771.29,OAK TREE CARE SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45202,4100798723,903.02,OAK TREE CARE SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45202,4100798739,1008.51,OAK TREE CARE SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45202,4100798967,1222.71,OAK TREE CARE SERVICES LTD
LONDON BOROUGH OF ENFIELD,HRD,Capital,45202,4100798560,10031.82,STACE LLP
LONDON BOROUGH OF ENFIELD,HRD,Capital,45202,4100798565,13502.28,STACE LLP
LONDON BOROUGH OF ENFIELD,HRD,Capital,45202,4100798562,20063.64,STACE LLP
LONDON BOROUGH OF ENFIELD,RESOURCES,Training Services,45202,4100795226,550,EDUCATION CHILD PROTECTION
LONDON BOROUGH OF ENFIELD,PEOPLE,Organz/Subs/Licences,45202,4100796846,70043.78,AGE UK - ENFIELD
LONDON BOROUGH OF ENFIELD,PLACE,Cleaning Supps Srvcs,45202,4100795407,362.71,TRAFALGAR CLEANING EQUIPMENT
LONDON BOROUGH OF ENFIELD,PLACE,BusinessConsult Serv,45202,4100798971,292.5,JDM CONSULTING T/A WRITELINE (LDN)
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45202,7003417904,799.04,BROWNCROSS HEALTHCARE LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45202,7003417906,871.68,BROWNCROSS HEALTHCARE LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45202,7003417902,1099.2,BROWNCROSS HEALTHCARE LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45202,7003417900,1234.88,BROWNCROSS HEALTHCARE LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45202,7003417976,3486.72,BROWNCROSS HEALTHCARE LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45202,7003417978,5084.8,BROWNCROSS HEALTHCARE LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Hlth/Medic Supp Srvc,45202,4100795149,1643.14,NOTTINGHAM REHAB LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45202,7003417880,6024.2,EDENVALE CARE LTD
LONDON BOROUGH OF ENFIELD,HRD,Other Disb Capital,45202,4100798648,500,LDA DESIGN CONSULTING LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,BusinessConsult Serv,45202,4100798597,4340,FORWARD4FAMILIES
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45202,4100798693,21119.63,FOOTSTEPS CARE
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45202,4100798567,22169.03,FOOTSTEPS CARE
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45202,7003417884,120064.15,HOLTWHITES LTD PERSON CENTRED CARE
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45202,4100798716,10980.75,DESTINY HOUSE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45202,4100798704,29947.5,DESTINY HOUSE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45202,4100798674,3337.76,RIGHT CHOICE SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45202,4100798607,3861.1,RIGHT CHOICE SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45202,4100798608,3861.1,RIGHT CHOICE SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45202,4100798609,3861.1,RIGHT CHOICE SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45202,4100798672,3861.1,RIGHT CHOICE SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45202,4100798677,3861.1,RIGHT CHOICE SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45202,4100798968,3861.1,RIGHT CHOICE SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45202,4100798679,3886.1,RIGHT CHOICE SERVICES LTD
LONDON BOROUGH OF ENFIELD,PLACE,Environ/Waste Srvcs,45202,4100798652,7593.16,EUNOMIA RESEARCH & CONSULTING LTD
LONDON BOROUGH OF ENFIELD,RESOURCES,Translate/Lang Srvcs,45202,4100798610,18951.16,THE LANGUAGE SHOP
LONDON BOROUGH OF ENFIELD,RESOURCES,Translate/Lang Srvcs,45202,4100798570,19513.92,THE LANGUAGE SHOP
LONDON BOROUGH OF ENFIELD,PEOPLE,IT Equip/Services,45202,4100798586,10259.74,ACTION FOR CHILDREN
LONDON BOROUGH OF ENFIELD,HRA,Engineering services,45202,4100795542,56690.09,T BROWN GROUP LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45202,3300316816,418.58,CARE IN FINANCE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45202,3300316817,501.02,CARE IN FINANCE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45202,3300316819,650.67,CARE IN FINANCE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45202,3300316806,696.43,CARE IN FINANCE LTD
