LONDON BOROUGH OF ENFIELD,Service Area Categorisation ,Expenses Type,Payment Date,Transaction Number,Net Amount,Supplier Name
LONDON BOROUGH OF ENFIELD,PLACE,Construction Capital,45019,4100773915,1127.5,GLENDALE COUNTRYSIDE LTD
LONDON BOROUGH OF ENFIELD,PLACE,Capital,45019,4100773916,45764.48,PROFILE SECURITY SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Education services,45019,4100774045,25762.67,CONNECT EDUCATION TRUST
LONDON BOROUGH OF ENFIELD,PLACE,Construction Capital,45019,4100774149,20638.01,GERDA SECURITY PRODUCTS LTD
LONDON BOROUGH OF ENFIELD,PLACE,Construction Capital,45019,4100774150,6389.52,CHAS BERGER & SON LTD
LONDON BOROUGH OF ENFIELD,PLACE,Construction Capital,45019,4100774155,80901.88,MARLBOROUGH HIGHWAYS LIMITED
LONDON BOROUGH OF ENFIELD,PLACE,Construction Capital,45019,4100774157,36066,LURA CONSTRUCTIONS LTD-CIS
LONDON BOROUGH OF ENFIELD,RESOURCES,Telecommunications,45019,4100774158,4200,TOTAL MOBILE LTD
LONDON BOROUGH OF ENFIELD,PLACE,Construction Capital,45019,4100774159,6500,LURA CONSTRUCTIONS LTD-CIS
LONDON BOROUGH OF ENFIELD,PLACE,Construction Capital,45019,4100774160,2898,LURA CONSTRUCTIONS LTD-CIS
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45019,4100774161,26592,WILLBOAG LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45019,4100774163,2262.72,LONDON'S ASSISTED SEMI-INDEPENDENT
LONDON BOROUGH OF ENFIELD,PLACE,Construction Capital,45019,4100774164,85728,LURA CONSTRUCTIONS LTD-CIS
LONDON BOROUGH OF ENFIELD,PLACE,Construction Capital,45019,4100774165,250663.05,LURA CONSTRUCTIONS LTD-CIS
LONDON BOROUGH OF ENFIELD,PLACE,Construction Capital,45019,4100774173,1765.38,GLENDALE COUNTRYSIDE LTD
LONDON BOROUGH OF ENFIELD,PLACE,Construction Capital,45019,4100774208,8862.06,THAMESIDE ROOFING LIMITED
LONDON BOROUGH OF ENFIELD,PLACE,Construction Capital,45019,4100774209,6381,CYCLEHOOP LIMITED
LONDON BOROUGH OF ENFIELD,PLACE,Construction Capital,45019,4100774210,4324,CYCLEHOOP LIMITED
LONDON BOROUGH OF ENFIELD,PLACE,Construction Capital,45019,4100774211,4324,CYCLEHOOP LIMITED
LONDON BOROUGH OF ENFIELD,PLACE,Construction Capital,45019,4100774212,17296,CYCLEHOOP LIMITED
LONDON BOROUGH OF ENFIELD,HRA,Security/Safety Eqpm,45019,4100774213,3325,IGNITE LOGISTICS LTD
LONDON BOROUGH OF ENFIELD,HRA,Security/Safety Eqpm,45019,4100774214,3325,IGNITE LOGISTICS LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Hlth/Medic Supp Srvc,45019,4100774215,2850.5,LEGRAND ELECTRIC LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Accommodation services,45019,4100774217,5620.92,LOUISIANNA PROPERTIES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Transport Services,45019,4100774218,1495.52,ENFIELD CARS LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Transport Services,45019,4100774220,1041.45,ENFIELD CARS LTD
LONDON BOROUGH OF ENFIELD,PLACE,Construction Capital,45019,4100774223,35000,GLENDALE COUNTRYSIDE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Education services,45019,4100774228,5376,SUCCESS CLUB CIO
LONDON BOROUGH OF ENFIELD,PEOPLE,Training Services,45019,4100774232,4000,REDACTED
LONDON BOROUGH OF ENFIELD,PLACE,Training Services,45019,4100774238,9000,WORK WORKS TRAINING SOLUTIONS C.I.C
LONDON BOROUGH OF ENFIELD,PEOPLE,Education services,45019,4100774239,2688,WORK WORKS TRAINING SOLUTIONS C.I.C
LONDON BOROUGH OF ENFIELD,PEOPLE,Education services,45019,4100774241,4000,4-22 FOUNDATION LTD
LONDON BOROUGH OF ENFIELD,HRA,Marketing&Advertisng,45019,4100774242,13950,BMG RESEARCH LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45019,4100774244,1992.86,EXPLORE INDEPENDENCE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Education services,45019,4100774249,5000,OASIS COMMUNITY HUB HADLEY
LONDON BOROUGH OF ENFIELD,PEOPLE,Education services,45019,4100774255,3584,ALAM BROTHERS AND CO
LONDON BOROUGH OF ENFIELD,PLACE,Finance / Ins Srvcs,45019,4100774259,2400,CIPFA BUSINESS LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Training Services,45019,4100774268,8000,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Training Services,45019,4100774269,6000,REDACTED
LONDON BOROUGH OF ENFIELD,PLACE,Construction Capital,45019,4100774271,2400.87,KENSON HIGHWAYS LTD
LONDON BOROUGH OF ENFIELD,PLACE,Construction Capital,45019,4100774272,3376.01,KENSON HIGHWAYS LTD
LONDON BOROUGH OF ENFIELD,PLACE,Construction Capital,45019,4100774273,19953.98,KENSON HIGHWAYS LTD
LONDON BOROUGH OF ENFIELD,PLACE,Construction Capital,45019,4100774274,23349.25,KENSON HIGHWAYS LTD
LONDON BOROUGH OF ENFIELD,PLACE,Construction Capital,45019,4100774277,92154.2,KENSON HIGHWAYS LTD
LONDON BOROUGH OF ENFIELD,PLACE,Construction Capital,45019,4100774278,7498.07,KENSON HIGHWAYS LTD
LONDON BOROUGH OF ENFIELD,PLACE,Construction Capital,45019,4100774279,49358.19,KENSON HIGHWAYS LTD
LONDON BOROUGH OF ENFIELD,PLACE,Construction Capital,45019,4100774280,6743.26,KENSON HIGHWAYS LTD
LONDON BOROUGH OF ENFIELD,PLACE,Engineering services,45019,4100774281,5500,KENSON HIGHWAYS LTD
LONDON BOROUGH OF ENFIELD,PLACE,Engineering services,45019,4100774282,30000,KENSON HIGHWAYS LTD
LONDON BOROUGH OF ENFIELD,PLACE,Engineering services,45019,4100774283,15300.43,KENSON HIGHWAYS LTD
LONDON BOROUGH OF ENFIELD,PLACE,Construction Capital,45019,4100774284,4855.88,KENSON HIGHWAYS LTD
LONDON BOROUGH OF ENFIELD,PLACE,Construction Capital,45019,4100774285,25030.05,KENSON HIGHWAYS LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Training Services,45019,4100774287,1445,CARING FOR CARE LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45019,4100774289,1425,VIPS (VERY IMPORTANT PEOPLE SERVS)
LONDON BOROUGH OF ENFIELD,PLACE,Power/Electrical,45019,4100774290,310,T.W. GENERATORS LIMITED
LONDON BOROUGH OF ENFIELD,PLACE,Capital Construction,45019,4100774291,2659.5,AQUASITION (UK) LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45019,4100774292,2001.27,HEARTWOOD OUTREACH SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45019,4100774296,3759.48,SPRINGCARE SUPPORT SERVICES
LONDON BOROUGH OF ENFIELD,RESOURCES,Education services,45019,4100774299,279,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45019,4100774300,600,TY PARENTING ASSESSMENT SERV LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45019,4100774301,600,TY PARENTING ASSESSMENT SERV LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45019,4100774302,600,TY PARENTING ASSESSMENT SERV LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45019,4100774304,600,TY PARENTING ASSESSMENT SERV LTD
LONDON BOROUGH OF ENFIELD,PLACE,Vehicles & Parts,45019,4100774306,402.5,LEA VALLEY TRUCK PARTS
LONDON BOROUGH OF ENFIELD,PLACE,Vehicles & Parts,45019,4100774307,500,LEA VALLEY TRUCK PARTS
LONDON BOROUGH OF ENFIELD,PLACE,Capital,45019,4100774312,2230,INFINITY NETWORKS LTD
LONDON BOROUGH OF ENFIELD,PLACE,Vehicles & Parts,45019,4100774313,250,LEA VALLEY TRUCK PARTS
LONDON BOROUGH OF ENFIELD,PLACE,Vehicles & Parts,45019,4100774315,505.1,LEA VALLEY TRUCK PARTS
LONDON BOROUGH OF ENFIELD,RESOURCES,Education services,45019,4100774319,1396.11,REDACTED
LONDON BOROUGH OF ENFIELD,PEOPLE,Child Social Care,45019,4100774322,45999.8,TURNING POINT
LONDON BOROUGH OF ENFIELD,HRA,Marketing&Advertisng,45019,4100774325,6975,BMG RESEARCH LIMITED
LONDON BOROUGH OF ENFIELD,PLACE,Vehicle repairs,45019,4100774326,644.69,NORFOLK TRUCK & VAN LTD
LONDON BOROUGH OF ENFIELD,PLACE,Vehicle repairs,45019,4100774327,289,NORFOLK TRUCK & VAN LTD
LONDON BOROUGH OF ENFIELD,PLACE,Construction Capital,45019,4100774329,68166.46,CBM GROUP LTD
LONDON BOROUGH OF ENFIELD,PLACE,Construction Capital,45019,4100774330,73607.03,CBM GROUP LTD
LONDON BOROUGH OF ENFIELD,PLACE,Vehicles & Parts,45019,4100774333,386.74,LEA VALLEY TRUCK PARTS
LONDON BOROUGH OF ENFIELD,PEOPLE,Training Services,45019,4100774335,940,FRONTLINE TRAINING
LONDON BOROUGH OF ENFIELD,PEOPLE,Training Services,45019,4100774337,2000,BOND SOLON TRAINING LTD
LONDON BOROUGH OF ENFIELD,PLACE,Vehicle repairs,45019,4100774338,705.5,NORFOLK TRUCK & VAN LTD
LONDON BOROUGH OF ENFIELD,HRA,Build/Constrct Srvcs,45019,5200005244,280,CBM GROUP LTD
LONDON BOROUGH OF ENFIELD,HRA,Build/Constrct Srvcs,45019,5200005271,280,CBM GROUP LTD
LONDON BOROUGH OF ENFIELD,HRA,Build/Constrct Srvcs,45019,5200005305,280,CBM GROUP LTD
LONDON BOROUGH OF ENFIELD,HRA,Build/Constrct Srvcs,45019,5200005306,280,CBM GROUP LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45019,5200005384,220,C&R BUILDING SOLUTIONS LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45019,5200005385,432,C&R BUILDING SOLUTIONS LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45019,5200005395,319.5,C&R BUILDING SOLUTIONS LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45019,5200005396,214.92,C&R BUILDING SOLUTIONS LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45019,5200005397,231.03,C&R BUILDING SOLUTIONS LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45019,5200005398,376.74,C&R BUILDING SOLUTIONS LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45019,5200005400,540,C&R BUILDING SOLUTIONS LTD
LONDON BOROUGH OF ENFIELD,HRA,Housing Repairs,45019,5200005402,220,C&R BUILDING SOLUTIONS LTD
LONDON BOROUGH OF ENFIELD,PLACE,Housing Repairs,45019,5200005403,454.62,C&R BUILDING SOLUTIONS LTD
LONDON BOROUGH OF ENFIELD,HRA,Build/Constrct Srvcs,45019,5200005405,220,C&R BUILDING SOLUTIONS LTD
LONDON BOROUGH OF ENFIELD,HRA,Build/Constrct Srvcs,45019,5200005406,1079,C&R BUILDING SOLUTIONS LTD
LONDON BOROUGH OF ENFIELD,HRA,Build/Constrct Srvcs,45019,5200005407,810,C&R BUILDING SOLUTIONS LTD
LONDON BOROUGH OF ENFIELD,HRA,Build/Constrct Srvcs,45019,5200005410,539,C&R BUILDING SOLUTIONS LTD
LONDON BOROUGH OF ENFIELD,HRA,Build/Constrct Srvcs,45019,5200005411,1296,C&R BUILDING SOLUTIONS LTD
LONDON BOROUGH OF ENFIELD,HRA,Build/Constrct Srvcs,45019,5200005412,387.9,C&R BUILDING SOLUTIONS LTD
LONDON BOROUGH OF ENFIELD,HRA,Build/Constrct Srvcs,45019,5200005413,1136.55,C&R BUILDING SOLUTIONS LTD
LONDON BOROUGH OF ENFIELD,HRA,Build/Constrct Srvcs,45019,5200005415,219.66,C&R BUILDING SOLUTIONS LTD
LONDON BOROUGH OF ENFIELD,HRA,Build/Constrct Srvcs,45019,5200005416,338.69,C&R BUILDING SOLUTIONS LTD
LONDON BOROUGH OF ENFIELD,HRA,Build/Constrct Srvcs,45019,5200005417,220,C&R BUILDING SOLUTIONS LTD
LONDON BOROUGH OF ENFIELD,HRA,Build/Constrct Srvcs,45019,5200005418,792.16,C&R BUILDING SOLUTIONS LTD
LONDON BOROUGH OF ENFIELD,HRA,Build/Constrct Srvcs,45019,5200005422,299.65,C&R BUILDING SOLUTIONS LTD
LONDON BOROUGH OF ENFIELD,HRA,Build/Constrct Srvcs,45019,5200005423,2475.5,C&R BUILDING SOLUTIONS LTD
LONDON BOROUGH OF ENFIELD,HRA,Build/Constrct Srvcs,45019,5200005424,220,C&R BUILDING SOLUTIONS LTD
LONDON BOROUGH OF ENFIELD,HRA,Build/Constrct Srvcs,45019,5200005426,217.5,C&R BUILDING SOLUTIONS LTD
LONDON BOROUGH OF ENFIELD,HRA,Build/Constrct Srvcs,45019,5200005427,1029,C&R BUILDING SOLUTIONS LTD
LONDON BOROUGH OF ENFIELD,HRA,Build/Constrct Srvcs,45019,5200005428,472.36,C&R BUILDING SOLUTIONS LTD
LONDON BOROUGH OF ENFIELD,HRA,Build/Constrct Srvcs,45019,5200005429,220,C&R BUILDING SOLUTIONS LTD
LONDON BOROUGH OF ENFIELD,HRA,Build/Constrct Srvcs,45019,5200005430,977.85,C&R BUILDING SOLUTIONS LTD
LONDON BOROUGH OF ENFIELD,HRA,Build/Constrct Srvcs,45019,5200005432,220,C&R BUILDING SOLUTIONS LTD
LONDON BOROUGH OF ENFIELD,HRA,Build/Constrct Srvcs,45019,5200005434,220,C&R BUILDING SOLUTIONS LTD
LONDON BOROUGH OF ENFIELD,HRA,Build/Constrct Srvcs,45019,5200005436,220,C&R BUILDING SOLUTIONS LTD
LONDON BOROUGH OF ENFIELD,HRA,Build/Constrct Srvcs,45019,5200005438,220,C&R BUILDING SOLUTIONS LTD
LONDON BOROUGH OF ENFIELD,HRA,Build/Constrct Srvcs,45019,5200005439,220,C&R BUILDING SOLUTIONS LTD
LONDON BOROUGH OF ENFIELD,HRA,Build/Constrct Srvcs,45019,5200005440,420.36,C&R BUILDING SOLUTIONS LTD
LONDON BOROUGH OF ENFIELD,HRA,Build/Constrct Srvcs,45019,5200005443,2970.6,C&R BUILDING SOLUTIONS LTD
LONDON BOROUGH OF ENFIELD,HRA,Build/Constrct Srvcs,45019,5200005445,220,C&R BUILDING SOLUTIONS LTD
LONDON BOROUGH OF ENFIELD,HRA,Build/Constrct Srvcs,45019,5200005453,220,C&R BUILDING SOLUTIONS LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45019,7003173122,831.04,JACARANDA HEALTHCARE LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45019,7003173123,1305.92,JACARANDA HEALTHCARE LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45019,7003173124,1407.68,JACARANDA HEALTHCARE LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45019,7003173125,712.32,JACARANDA HEALTHCARE LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45019,7003173126,593.6,JACARANDA HEALTHCARE LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45019,7003173127,2374.4,JACARANDA HEALTHCARE LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45019,7003173128,610.56,JACARANDA HEALTHCARE LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45019,7003173129,254.4,JACARANDA HEALTHCARE LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45019,7003173130,1899.52,JACARANDA HEALTHCARE LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45019,7003173132,1204.16,JACARANDA HEALTHCARE LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45019,7003173133,848,JACARANDA HEALTHCARE LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45019,7003173134,3799.04,JACARANDA HEALTHCARE LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45019,7003173135,1136.32,JACARANDA HEALTHCARE LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45019,7003173140,593.6,JACARANDA HEALTHCARE LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45019,7003173141,326.48,JACARANDA HEALTHCARE LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45019,7003173143,792.88,JACARANDA HEALTHCARE LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45019,7003173153,819,PANACEA SENIOR CARE
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45019,7003173155,877.11,PALM2PALM CARE SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45019,7003173161,1662.08,PALM2PALM CARE SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45019,7003173163,1246.56,PALM2PALM CARE SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45019,7003173167,1780.8,PALM2PALM CARE SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45019,7003173171,1373.76,PALM2PALM CARE SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45019,7003173173,979.44,PALM2PALM CARE SERVICES
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45019,7003173175,1079.46,SOCIAL CALL SERVICES LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45019,7003173177,4790.2,NORWOOD RAVENSWOOD SERVICES LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45019,7003173179,1450,CACHET CLEANING & ENVIRONMENTAL SVS
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45019,7003173181,3640,COGIE LIMITED
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45019,7003173183,3179.16,ROKY CARE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45019,7003173185,3179.64,ROKY CARE LTD
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45019,7003173187,4860,CLAY HILL HOUSE
LONDON BOROUGH OF ENFIELD,PEOPLE,Adult Social Care,45019,7003173189,1855.78,CARE IN FINANCE LTD
