Organisation name,Effective date,Cost Centre,Supplier (Beneficiary) details,Payment date,Transaction number,Net Amount,Purpose of spend
Somerset Council,2023-09-30 00:00:00,North Petherton Primary School,Peters Ltd,2023-05-04 00:00:00,SC01-000007066|SC-ISC-100003054|S0003195|5637955017,671.5,Print Stationery Office Exp - Books and Publications
Somerset Council,2023-09-30 00:00:00,North Petherton Primary School,Peters Ltd,2023-05-04 00:00:00,SC01-000007066|SC-ISC-100003057|S0003195|5637955017,582.88,Print Stationery Office Exp - Books and Publications
Somerset Council,2023-09-30 00:00:00,North Petherton Primary School,The Safeguarding Company Ltd,2023-05-04 00:00:00,SC01-000007066|SC-ISC-100003059|S0010617|5637955025,1047.35,Subscriptions - Subscriptions
Somerset Council,2023-09-30 00:00:00,Castle Cary Primary School,J Bailey & Sons Ltd,2023-05-04 00:00:00,SC01-000007081|SC-ISC-100003070|S0037564|5637957254,504,Repairs & Maint - Servicing - Servicing Agreements
Somerset Council,2023-09-30 00:00:00,Castle Cary Primary School,Piskula Catering,2023-05-04 00:00:00,SC01-000007081|SC-ISC-100003071|S0007241|5637957255,1108.77,Catering - Catering
Somerset Council,2023-09-30 00:00:00,St Andrews Junior (Burnham),Renaissance Learning UK Limited,2023-05-04 00:00:00,SC01-000007119|SC-ISC-100003118|S0001158|5637958780,2685.52,Subscriptions - Subscriptions
Somerset Council,2023-09-30 00:00:00,FE - SEN,[Redacted],2023-05-04 00:00:00,SC01-000007251|SC-SID-100002913|S0028122|5638054844,1036.5,Car Allowances - Vehicle Mileage Allowance
Somerset Council,2023-09-30 00:00:00,Special Transport - South Somerset,[Redacted],2023-05-04 00:00:00,SC01-000007271|SC-SID-100002915|S0043225|5638054846,1674,Car Allowances - Vehicle Mileage Allowance
Somerset Council,2023-09-30 00:00:00,Chewton Mendip Primary School,The Partnership Trust,2023-05-04 00:00:00,SC01-000007275|SC-ISC-100003163|S0007469|5637966800,959.2,Catering - Catering
Somerset Council,2023-09-30 00:00:00,Special Transport - Mendip,[Redacted],2023-05-04 00:00:00,SC01-000007285|SC-SID-100002917|S0043270|5638054848,1485,Car Allowances - Vehicle Mileage Allowance
Somerset Council,2023-09-30 00:00:00,Special Independent,[Redacted],2023-05-04 00:00:00,SC01-000007288|SC-SID-100002918|S0031590|5638054849,720,Car Allowances - Vehicle Mileage Allowance
Somerset Council,2023-09-30 00:00:00,Special Transport - Mendip,[Redacted],2023-05-04 00:00:00,SC01-000007292|SC-SID-100002919|S0041056|5638054850,655.2,Car Allowances - Vehicle Mileage Allowance
Somerset Council,2023-09-30 00:00:00,Special Independent,[Redacted],2023-05-04 00:00:00,SC01-000007296|SC-SID-100002895|S0031448|5638055860,947.52,Car Allowances - Vehicle Mileage Allowance
Somerset Council,2023-09-30 00:00:00,Special Transport - Sedgemoor,[Redacted],2023-05-04 00:00:00,SC01-000007346|SC-SID-100002898|S0041584|5638055863,1088.64,Car Allowances - Vehicle Mileage Allowance
Somerset Council,2023-09-30 00:00:00,St Louis Primary School,Busy Bees Cleaning and Maintenance,2023-05-04 00:00:00,SC01-000007364|SC-ISC-100003208|S0016621|5637977275,1736.26,Cleaning & Domestic Supplies - Contract Cleaning
Somerset Council,2023-09-30 00:00:00,St Louis Primary School,Busy Bees Cleaning and Maintenance,2023-05-04 00:00:00,SC01-000007364|SC-ISC-100003209|S0016621|5637977275,995.92,Cleaning & Domestic Supplies - Contract Cleaning
Somerset Council,2023-09-30 00:00:00,Special Transport - Mendip,[Redacted],2023-05-04 00:00:00,SC01-000007488|SC-SID-100002900|S0032636|5638055865,792,Car Allowances - Vehicle Mileage Allowance
Somerset Council,2023-09-30 00:00:00,Special Transport - Mendip,[Redacted],2023-05-04 00:00:00,SC01-000007549|SC-SID-100002901|S0031820|5638055866,891,Car Allowances - Vehicle Mileage Allowance
Somerset Council,2023-09-30 00:00:00,Special - Taunton & West Somerset,[Redacted],2023-05-04 00:00:00,SC01-000007573|SC-SID-100002902|S0032298|5638055867,649.6,Car Allowances - Vehicle Mileage Allowance
Somerset Council,2023-09-30 00:00:00,Special Independent,[Redacted],2023-05-04 00:00:00,SC01-000007594|SC-SID-100002890|S0041049|5638055657,675,Car Allowances - Vehicle Mileage Allowance
Somerset Council,2023-09-30 00:00:00,Special - Taunton & West Somerset,[Redacted],2023-05-04 00:00:00,SC01-000007626|SC-SID-100002892|S0031827|5638055659,607.5,Car Allowances - Vehicle Mileage Allowance
Somerset Council,2023-09-30 00:00:00,Tton LT Phys Support - Direct Payments,[Redacted],2023-05-04 00:00:00,SC01-000007635|SC-IAS-100000961|S0031809|5638031749,-1600,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Sdg LT Phys Support - Direct Payments,[Redacted],2023-05-04 00:00:00,SC01-000007645|SC-IAS-100000964|S0030727|5638034464,1826.16,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Mdp LT Phys Support - Direct Payments,[Redacted],2023-05-04 00:00:00,SC01-000007647|SC-IAS-100000965|S0031521|5638034928,-551.52,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Mdp LT Phys Support - Direct Payments,[Redacted],2023-05-04 00:00:00,SC01-000007653|SC-IAS-100000966|S0022866|5638034929,2445.3,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD DP SaWS,[Redacted],2023-05-04 00:00:00,SC01-000007756|SC-IAS-100000969|S0024285|5638047850,-28883.44,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,High Ham Primary School,Channel Adventure CIC,2023-05-04 00:00:00,SC01-000007758|SC-ISC-100003246|S0012878|5638047853,616,Sup & Serv Oth - Visits & Activities
Somerset Council,2023-09-30 00:00:00,Sdg LT Phys Support - Direct Payments,[Redacted],2023-05-04 00:00:00,SC01-000007760|SC-IAS-100000970|S0042212|5638047857,1530.64,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Heathfield Community School,A Star Education,2023-05-04 00:00:00,SC01-000007766|SC-ISC-100003248|S0004564|5638050622,2150,Employee Agency
Somerset Council,2023-09-30 00:00:00,Heathfield Community School,AIS Contract Cleaners Ltd,2023-05-04 00:00:00,SC01-000007766|SC-ISC-100003250|S0039622|5638050625,952.5,Cleaning & Domestic Supplies - Contract Cleaning
Somerset Council,2023-09-30 00:00:00,Heathfield Community School,AIS Contract Cleaners Ltd,2023-05-04 00:00:00,SC01-000007766|SC-ISC-100003251|S0039622|5638050626,1050.75,Cleaning & Domestic Supplies - Contract Cleaning
Somerset Council,2023-09-30 00:00:00,Heathfield Community School,AQA,2023-05-04 00:00:00,SC01-000007766|SC-ISC-100003274|S0003210|5638050659,1639.5,Fees & Hired - Examination Fees (Schools only)
Somerset Council,2023-09-30 00:00:00,Heathfield Community School,AQA,2023-05-04 00:00:00,SC01-000007766|SC-ISC-100003275|S0003210|5638050660,636.1,Fees & Hired - Examination Fees (Schools only)
Somerset Council,2023-09-30 00:00:00,Heathfield Community School,BFS Group Ltd t/a Bidfood,2023-05-04 00:00:00,SC01-000007766|SC-ISC-100003284|S0003466|5638050673,957.9,Catering - Catering
Somerset Council,2023-09-30 00:00:00,Heathfield Community School,Conquest Centre Limited,2023-05-04 00:00:00,SC01-000007766|SC-ISC-100003294|S0002581|5638050704,630,Fees & Hired - Prof/Tech Serv Curric
Somerset Council,2023-09-30 00:00:00,Heathfield Community School,EDF Energy 1 Limited,2023-05-04 00:00:00,SC01-000007766|SC-ISC-100003303|S0000993|5638050715,2059.11,Energy - Electricity
Somerset Council,2023-09-30 00:00:00,Heathfield Community School,EDF Energy 1 Limited,2023-05-04 00:00:00,SC01-000007766|SC-ISC-100003305|S0000993|5638050717,941.05,Energy - Electricity
Somerset Council,2023-09-30 00:00:00,Heathfield Community School,Five Education Recruitment Ltd,2023-05-04 00:00:00,SC01-000007766|SC-ISC-100003308|S0013333|5638050721,500,Employee Agency
Somerset Council,2023-09-30 00:00:00,Heathfield Community School,Hatch Green Coaches Ltd,2023-05-04 00:00:00,SC01-000007766|SC-ISC-100003311|S0002368|5638050725,1394,Direct Transport - Unscheduled Repair and Maintenance
Somerset Council,2023-09-30 00:00:00,Heathfield Community School,Oxford University Press,2023-05-04 00:00:00,SC01-000007766|SC-ISC-100003322|S0002967|5638050740,799,Subscriptions - Learning Resources
Somerset Council,2023-09-30 00:00:00,Heathfield Community School,Oxford University Press,2023-05-04 00:00:00,SC01-000007766|SC-ISC-100003323|S0002967|5638050740,795,Subscriptions - Learning Resources
Somerset Council,2023-09-30 00:00:00,Heathfield Community School,Reach Alternative Education SW Ltd,2023-05-04 00:00:00,SC01-000007766|SC-ISC-100003328|S0005636|5638050755,990,Fees & Hired - Prof/Tech Serv Curric
Somerset Council,2023-09-30 00:00:00,Heathfield Community School,Reach Alternative Education SW Ltd,2023-05-04 00:00:00,SC01-000007766|SC-ISC-100003329|S0005636|5638050755,990,Fees & Hired - Prof/Tech Serv Curric
Somerset Council,2023-09-30 00:00:00,Heathfield Community School,Reach Alternative Education SW Ltd,2023-05-04 00:00:00,SC01-000007766|SC-ISC-100003330|S0005636|5638050755,1650,Fees & Hired - Prof/Tech Serv Curric
Somerset Council,2023-09-30 00:00:00,Heathfield Community School,Reach Alternative Education SW Ltd,2023-05-04 00:00:00,SC01-000007766|SC-ISC-100003331|S0005636|5638050755,990,Fees & Hired - Prof/Tech Serv Curric
Somerset Council,2023-09-30 00:00:00,Heathfield Community School,Reach Alternative Education SW Ltd,2023-05-04 00:00:00,SC01-000007766|SC-ISC-100003332|S0005636|5638050755,990,Fees & Hired - Prof/Tech Serv Curric
Somerset Council,2023-09-30 00:00:00,Heathfield Community School,Reach Alternative Education SW Ltd,2023-05-04 00:00:00,SC01-000007766|SC-ISC-100003333|S0005636|5638050755,660,Fees & Hired - Prof/Tech Serv Curric
Somerset Council,2023-09-30 00:00:00,Heathfield Community School,Reach Alternative Education SW Ltd,2023-05-04 00:00:00,SC01-000007766|SC-ISC-100003334|S0005636|5638050755,1980,Fees & Hired - Prof/Tech Serv Curric
Somerset Council,2023-09-30 00:00:00,Heathfield Community School,RHINO FIRE CONTROL LIMITED,2023-05-04 00:00:00,SC01-000007766|SC-ISC-100003335|S0039417|5638050756,2235.65,Repairs & Maint - Servicing - Servicing Agreements
Somerset Council,2023-09-30 00:00:00,Knights Templar Primary School,WATER2BUSINESS,2023-05-04 00:00:00,SC01-000007774|SC-ISC-100003379|S0039175|5638051192,899.52,Water - Water Charges / Sewer
Somerset Council,2023-09-30 00:00:00,Berkley Primary School,Somerset Earth Science Centre,2023-05-04 00:00:00,SC01-000007776|SC-ISC-100003399|S0005215|5638051864,1000,Training - Course Fees
Somerset Council,2023-09-30 00:00:00,Trinity Primary School (Frome),IG Sports Coaching Ltd,2023-05-04 00:00:00,SC01-000007783|SC-ISC-100003409|S0012239|5638051874,909,Salaries - Basic Pay - Coaching Staff
Somerset Council,2023-09-30 00:00:00,Trinity Primary School (Frome),SOMERSET COUNTY COUNCIL,2023-05-04 00:00:00,SC01-000007783|SC-ISC-100003417|S0002850|5638050776,500,Catering - Catering
Somerset Council,2023-09-30 00:00:00,Trinity Primary School (Frome),WATER2BUSINESS,2023-05-04 00:00:00,SC01-000007783|SC-ISC-100003419|S0039175|5638051884,2453.88,Water - Water Charges / Sewer
Somerset Council,2023-09-30 00:00:00,Henstridge Primary School,Totally Floored,2023-05-04 00:00:00,SC01-000007785|SC-ISC-100003421|S0043434|5638051886,802.5,Premises Other - Building Work - Revenue
Somerset Council,2023-09-30 00:00:00,Cutcombe Primary School,Fawns Recreational Services Ltd,2023-05-04 00:00:00,SC01-000007801|SC-ISC-100003438|S0036042|5638053133,16120.52,Equip Furn Mat - Equipment - Teaching (schools only)
Somerset Council,2023-09-30 00:00:00,Stoke St Gregory Primary Schoo,Inspired Schools,2023-05-04 00:00:00,SC01-000007810|SC-ISC-100003457|S0013531|5638053820,855,Fees & Hired - Prof/Tech Serv Curric
Somerset Council,2023-09-30 00:00:00,Stoke St Gregory Primary Schoo,Inspired Schools,2023-05-04 00:00:00,SC01-000007810|SC-ISC-100003458|S0013531|5638053820,855,Fees & Hired - Prof/Tech Serv Curric
Somerset Council,2023-09-30 00:00:00,Castle Cary Primary School,PHS Group Ltd,2023-05-04 00:00:00,SC01-000007858|SC-ISC-100003463|S0001448|5638055873,3293.2,Fees & Hired - Prof/Tech Serv Clean
Somerset Council,2023-09-30 00:00:00,Norton Sub Hamdon Primary Sch,CK Harwood & Sons Limited,2023-05-04 00:00:00,SC01-000007870|SC-ISC-100003472|S0002640|5638054858,758,Premises Other - Building Work - Revenue
Somerset Council,2023-09-30 00:00:00,Fiveways Special School,Praestantia Technology Ltd,2023-05-04 00:00:00,SC01-000007873|SC-ISC-100003500|S0012756|5638055896,868,Subscriptions - Subscriptions
Somerset Council,2023-09-30 00:00:00,Fiveways Special School,Rayford Ltd,2023-05-04 00:00:00,SC01-000007873|SC-ISC-100003501|S0002365|5638055897,2700,Direct Transport - Pupil Transport
Somerset Council,2023-09-30 00:00:00,Fiveways Special School,Total Aluminium Systems Limited,2023-05-04 00:00:00,SC01-000007873|SC-ISC-100003504|S0003578|5638055900,1647,Premises Other - Building Work - Revenue
Somerset Council,2023-09-30 00:00:00,Fiveways Special School,WCS Environmental Ltd,2023-05-04 00:00:00,SC01-000007873|SC-ISC-100003505|S0043240|5638055901,512.49,Premises Other - Swimming Pool Maintenance
Somerset Council,2023-09-30 00:00:00,Residential Placements,Staffing Operational Solutions,2023-05-05 00:00:00,SC01-000000310|64|S0010998|5638052427,4116.5,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Independent Post 16,Foxes Academy Ltd T/A Aurora FE Ltd,2023-05-05 00:00:00,SC01-000000411|160|S0013294|5638119561,21268.66,TPP Other - Non-Maintained School Fees
Somerset Council,2023-09-30 00:00:00,Independent Post 16,Foxes Academy Ltd T/A Aurora FE Ltd,2023-05-05 00:00:00,SC01-000000412|161|S0013294|5638119561,20955.13,TPP Other - Non-Maintained School Fees
Somerset Council,2023-09-30 00:00:00,Independent Post 16,Foxes Academy Ltd T/A Aurora FE Ltd,2023-05-05 00:00:00,SC01-000000413|162|S0013294|5638119561,21470.58,TPP Other - Non-Maintained School Fees
Somerset Council,2023-09-30 00:00:00,Independent Post 16,Foxes Academy Ltd T/A Aurora FE Ltd,2023-05-05 00:00:00,SC01-000000414|163|S0013294|5638119561,21335.96,TPP Other - Non-Maintained School Fees
Somerset Council,2023-09-30 00:00:00,Independent Post 16,Foxes Academy Ltd T/A Aurora FE Ltd,2023-05-05 00:00:00,SC01-000000415|164|S0013294|5638119561,20955.13,TPP Other - Non-Maintained School Fees
Somerset Council,2023-09-30 00:00:00,Cotford St Luke Primary School,Aspens Services Ltd,2023-05-05 00:00:00,SC01-000000608|SC-ISC-100000478|S0011064|5637161141,6938.75,Catering - Contract Catering
Somerset Council,2023-09-30 00:00:00,Cotford St Luke Primary School,RM Education Ltd,2023-05-05 00:00:00,SC01-000000608|SC-ISC-100000487|S0004300|5637156268,1814.56,Computing Costs - ICT - R & M
Somerset Council,2023-09-30 00:00:00,Walton Primary School,CPOMS Systems Limited,2023-05-05 00:00:00,SC01-000000641|SC-ISC-100000311|S0012565|5637156142,720,Subscriptions - Subscriptions
Somerset Council,2023-09-30 00:00:00,Kilmersdon Primary School,CT COACHES,2023-05-05 00:00:00,SC01-000000665|SC-ISC-100000325|S0002371|5637156157,585,Direct Transport - Pupil Transport
Somerset Council,2023-09-30 00:00:00,Kilmersdon Primary School,Edwards and Ward Limited,2023-05-05 00:00:00,SC01-000000665|SC-ISC-100000331|S0007199|5637156163,3486.57,Catering - Catering
Somerset Council,2023-09-30 00:00:00,Tintinhull St Margarets School,M & L Services,2023-05-05 00:00:00,SC01-000000669|SC-ISC-100000345|S0012279|5637156177,1143.45,Cleaning & Domestic Supplies - Contract Cleaning
Somerset Council,2023-09-30 00:00:00,Churchstanton Primary School,AIS Contract Cleaners Ltd,2023-05-05 00:00:00,SC01-000000673|SC-ISC-100000350|S0039622|5637156182,540,Fees & Hired - Prof/Tech Serv Clean
Somerset Council,2023-09-30 00:00:00,Stawley Primary School,Somerset Education Alliance Ltd,2023-05-05 00:00:00,SC01-000000696|SC-ISC-100000375|S0013422|5637156207,845,Employee Agency
Somerset Council,2023-09-30 00:00:00,Milford Infants School,ParentPay Limited,2023-05-05 00:00:00,SC01-000000707|SC-ISC-100000379|S0004301|5637452585,726,Subscriptions - Subscriptions
Somerset Council,2023-09-30 00:00:00,Milford Infants School,A Star Education,2023-05-05 00:00:00,SC01-000000710|SC-ISC-100000386|S0004564|5637156218,510,Employee Agency
Somerset Council,2023-09-30 00:00:00,Milford Infants School,Premier Education Group,2023-05-05 00:00:00,SC01-000000710|SC-ISC-100000387|S0015481|5637156219,1050,Sup & Serv Oth - Visits & Activities
Somerset Council,2023-09-30 00:00:00,L.M.S. (Education),Haymarket Media Group Ltd,2023-05-05 00:00:00,SC01-000000730|SC-IDA-100000007|S0038131|5637173432,1345.5,Print Stationery Office Exp - Advertising (not recruitment)
Somerset Council,2023-09-30 00:00:00,L.M.S. (Education),Haymarket Media Group Ltd,2023-05-05 00:00:00,SC01-000000730|SC-IDA-100000008|S0038131|5637173432,4003.65,Print Stationery Office Exp - Advertising (not recruitment)
Somerset Council,2023-09-30 00:00:00,Chewton Mendip Primary School,Computeam Limited,2023-05-05 00:00:00,SC01-000000758|SC-ISC-100000420|S0012227|5637156252,904.15,Subscriptions - Learning Resources
Somerset Council,2023-09-30 00:00:00,Chewton Mendip Primary School,Direct Cleaning Services,2023-05-05 00:00:00,SC01-000000758|SC-ISC-100000425|S0006345|5637156257,1165.27,Cleaning & Domestic Supplies - Contract Cleaning
Somerset Council,2023-09-30 00:00:00,Chewton Mendip Primary School,Discovery Education Europe Ltd,2023-05-05 00:00:00,SC01-000000758|SC-ISC-100000426|S0006157|5637156258,695.4,Subscriptions - Learning Resources
Somerset Council,2023-09-30 00:00:00,Chewton Mendip Primary School,PGL TRAVEL LTD,2023-05-05 00:00:00,SC01-000000758|SC-ISC-100000433|S0003014|5637156265,1225,Sup & Serv Oth - Visits & Activities
Somerset Council,2023-09-30 00:00:00,Chewton Mendip Primary School,RM Education Ltd,2023-05-05 00:00:00,SC01-000000758|SC-ISC-100000436|S0004300|5637156268,2132.59,Computing Costs - ICT - Mobile Phones
Somerset Council,2023-09-30 00:00:00,Combe St Nicholas School,Innovate Services Ltd,2023-05-05 00:00:00,SC01-000000763|SC-ISC-100000448|S0007122|5637156280,3127.5,Catering - Special Facility - Catering
Somerset Council,2023-09-30 00:00:00,ASC MH Supported Living,Sanctuary Housing Association,2023-05-05 00:00:00,SC01-000000790|306|S0002317|5638052484,1801.8,Fees & Charges - Other Fees & Charges Income
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Hatch Green Coaches Ltd,2023-05-05 00:00:00,SC01-000000806|SC-IST-100000001|S0002368|5637185029,2537.5,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,FE - SEN,Hatch Green Coaches Ltd,2023-05-05 00:00:00,SC01-000000806|SC-IST-100000002|S0002368|5637185029,5737.5,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Hatch Green Coaches Ltd,2023-05-05 00:00:00,SC01-000000806|SC-IST-100000003|S0002368|5637185029,3491.04,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Hatch Green Coaches Ltd,2023-05-05 00:00:00,SC01-000000806|SC-IST-100000004|S0002368|5637185029,3635.74,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Hatch Green Coaches Ltd,2023-05-05 00:00:00,SC01-000000806|SC-IST-100000005|S0002368|5637185029,1827.5,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Hatch Green Coaches Ltd,2023-05-05 00:00:00,SC01-000000806|SC-IST-100000006|S0002368|5637185029,3477.38,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Hatch Green Coaches Ltd,2023-05-05 00:00:00,SC01-000000806|SC-IST-100000007|S0002368|5637185029,5832.97,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Hatch Green Coaches Ltd,2023-05-05 00:00:00,SC01-000000806|SC-IST-100000008|S0002368|5637185029,5144.95,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Hatch Green Coaches Ltd,2023-05-05 00:00:00,SC01-000000806|SC-IST-100000009|S0002368|5637185029,2454.73,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Hatch Green Coaches Ltd,2023-05-05 00:00:00,SC01-000000806|SC-IST-100000010|S0002368|5637185029,1912.5,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Hatch Green Coaches Ltd,2023-05-05 00:00:00,SC01-000000806|SC-IST-100000011|S0002368|5637185029,4265.6,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Hatch Green Coaches Ltd,2023-05-05 00:00:00,SC01-000000806|SC-IST-100000012|S0002368|5637185029,4901.86,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Hatch Green Coaches Ltd,2023-05-05 00:00:00,SC01-000000806|SC-IST-100000013|S0002368|5637185029,6992.29,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Hatch Green Coaches Ltd,2023-05-05 00:00:00,SC01-000000806|SC-IST-100000014|S0002368|5637185029,1912.5,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Hatch Green Coaches Ltd,2023-05-05 00:00:00,SC01-000000806|SC-IST-100000015|S0002368|5637185029,2812.5,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Hatch Green Coaches Ltd,2023-05-05 00:00:00,SC01-000000806|SC-IST-100000016|S0002368|5637185029,3627.25,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Hatch Green Coaches Ltd,2023-05-05 00:00:00,SC01-000000806|SC-IST-100000017|S0002368|5637185029,3179.85,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Hatch Green Coaches Ltd,2023-05-05 00:00:00,SC01-000000806|SC-IST-100000018|S0002368|5637185029,1912.5,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Hatch Green Coaches Ltd,2023-05-05 00:00:00,SC01-000000806|SC-IST-100000019|S0002368|5637185029,2329.43,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Hatch Green Coaches Ltd,2023-05-05 00:00:00,SC01-000000806|SC-IST-100000020|S0002368|5637185029,1827.5,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Hatch Green Coaches Ltd,2023-05-05 00:00:00,SC01-000000806|SC-IST-100000021|S0002368|5637185029,3024.35,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Hatch Green Coaches Ltd,2023-05-05 00:00:00,SC01-000000806|SC-IST-100000022|S0002368|5637185029,2960.55,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Hatch Green Coaches Ltd,2023-05-05 00:00:00,SC01-000000806|SC-IST-100000023|S0002368|5637185029,3547.5,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Hatch Green Coaches Ltd,2023-05-05 00:00:00,SC01-000000806|SC-IST-100000024|S0002368|5637185029,3547.5,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Special Transport - South Somerset,Avalon Taxis and Tours,2023-05-05 00:00:00,SC01-000000806|SC-IST-100000025|S0002437|5637161181,1979.21,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Taunton Minibuses Limited,2023-05-05 00:00:00,SC01-000000814|SC-IST-100000026|S0004736|5637161239,4688.25,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Special - Taunton & West Somerset,Taunton Minibuses Limited,2023-05-05 00:00:00,SC01-000000814|SC-IST-100000027|S0004736|5637161239,2250,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Special Independent,Taunton Minibuses Limited,2023-05-05 00:00:00,SC01-000000814|SC-IST-100000028|S0004736|5637161239,3204.97,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Taunton Minibuses Limited,2023-05-05 00:00:00,SC01-000000814|SC-IST-100000029|S0004736|5637161239,4117.5,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Taunton Minibuses Limited,2023-05-05 00:00:00,SC01-000000814|SC-IST-100000030|S0004736|5637161239,2085.5,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Taunton Minibuses Limited,2023-05-05 00:00:00,SC01-000000814|SC-IST-100000031|S0004736|5637161239,5977,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Taunton Minibuses Limited,2023-05-05 00:00:00,SC01-000000814|SC-IST-100000032|S0004736|5637161239,4441.5,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Taunton Minibuses Limited,2023-05-05 00:00:00,SC01-000000814|SC-IST-100000033|S0004736|5637161239,5114.28,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Taunton Minibuses Limited,2023-05-05 00:00:00,SC01-000000814|SC-IST-100000034|S0004736|5637161239,2925,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Taunton Minibuses Limited,2023-05-05 00:00:00,SC01-000000814|SC-IST-100000035|S0004736|5637161239,6304.11,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Taunton Minibuses Limited,2023-05-05 00:00:00,SC01-000000814|SC-IST-100000036|S0004736|5637161239,3190.05,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Taunton Minibuses Limited,2023-05-05 00:00:00,SC01-000000814|SC-IST-100000037|S0004736|5637161239,2357.6,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Taunton Minibuses Limited,2023-05-05 00:00:00,SC01-000000814|SC-IST-100000038|S0004736|5637161239,4149.5,Vehicle Contract Hire/Op Leases - Vehicle Hire
