Council Name,Date,TransNo,Amount £ (Excl VAT),Supplier name,Supplier Category,Expense Area,Expense Type,Expense Code
Royal Borough of Kingston,13/06/2023,70048370,"2,500.00",REDACTED - PERSONAL DATA,SUNDRY SUPPLIER - HOUSING,Place,Housing Incentives,A62025
Royal Borough of Kingston,23/06/2022,70049075,"1,500.00",REDACTED - PERSONAL DATA,SUNDRY SUPPLIER - HOUSING,Place,Housing Incentives,A62025
Royal Borough of Kingston,06/06/2023,90240806,500.00,REDACTED - PERSONAL DATA,GRANTS & EX GRATIA PAYMENTS,Adult Social Care & Health,"Grants, Contributions & Donations",A47005
Royal Borough of Kingston,01/06/2023,70047451,"3,000.00",REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,Housing Incentives,A62025
Royal Borough of Kingston,27/06/2023,90247907,"1,500.00",REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031
Royal Borough of Kingston,27/06/2023,90247846,"1,314.14",REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031
Royal Borough of Kingston,27/06/2023,90247942,872.58,REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031
Royal Borough of Kingston,27/06/2023,90247920,"1,094.00",REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031
Royal Borough of Kingston,13/06/2023,90243492,550.00,REDACTED - PERSONAL DATA,GRANTS & EX GRATIA PAYMENTS,Adult Social Care & Health,"Grants, Contributions & Donations",A47005
Royal Borough of Kingston,27/06/2023,90247630,"1,343.30",REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031
Royal Borough of Kingston,27/06/2023,90247908,"1,314.00",REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031
Royal Borough of Kingston,27/06/2023,90247710,"1,390.00",REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031
Royal Borough of Kingston,27/06/2023,90247678,"1,097.35",REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031
Royal Borough of Kingston,01/06/2023,90245587,-857.14,ALBERT RESIDENTIAL HOME,SOCIAL SERVICES RESIDENTIAL,Adult Social Care & Health,Independent Placements,A56006
Royal Borough of Kingston,01/06/2023,90245588,857.14,ALBERT RESIDENTIAL HOME,SOCIAL SERVICES RESIDENTIAL,Adult Social Care & Health,Independent Placements,A56006
Royal Borough of Kingston,01/06/2023,90245589,750.00,ALBERT RESIDENTIAL HOME,SOCIAL SERVICES RESIDENTIAL,Adult Social Care & Health,Independent Placements,A56006
Royal Borough of Kingston,01/06/2023,90245590,"-3,000.00",ALBERT RESIDENTIAL HOME,SOCIAL SERVICES RESIDENTIAL,Adult Social Care & Health,Independent Placements,A56006
Royal Borough of Kingston,01/06/2023,90245591,"3,000.00",ALBERT RESIDENTIAL HOME,SOCIAL SERVICES RESIDENTIAL,Adult Social Care & Health,Independent Placements,A56006
Royal Borough of Kingston,01/06/2023,90245592,"3,321.43",ALBERT RESIDENTIAL HOME,SOCIAL SERVICES RESIDENTIAL,Adult Social Care & Health,Independent Placements,A56006
Royal Borough of Kingston,01/06/2023,90245593,"-3,321.43",ALBERT RESIDENTIAL HOME,SOCIAL SERVICES RESIDENTIAL,Adult Social Care & Health,Independent Placements,A56006
Royal Borough of Kingston,01/06/2023,90245594,"3,321.43",ALBERT RESIDENTIAL HOME,SOCIAL SERVICES RESIDENTIAL,Adult Social Care & Health,Independent Placements,A56006
Royal Borough of Kingston,01/06/2023,90245595,"3,214.29",ALBERT RESIDENTIAL HOME,SOCIAL SERVICES RESIDENTIAL,Adult Social Care & Health,Independent Placements,A56006
Royal Borough of Kingston,01/06/2023,90245596,"-3,214.29",ALBERT RESIDENTIAL HOME,SOCIAL SERVICES RESIDENTIAL,Adult Social Care & Health,Independent Placements,A56006
Royal Borough of Kingston,01/06/2023,90245597,"3,214.29",ALBERT RESIDENTIAL HOME,SOCIAL SERVICES RESIDENTIAL,Adult Social Care & Health,Independent Placements,A56006
Royal Borough of Kingston,01/06/2023,90245598,"3,321.43",ALBERT RESIDENTIAL HOME,SOCIAL SERVICES RESIDENTIAL,Adult Social Care & Health,Independent Placements,A56006
Royal Borough of Kingston,01/06/2023,90245599,"-3,321.43",ALBERT RESIDENTIAL HOME,SOCIAL SERVICES RESIDENTIAL,Adult Social Care & Health,Independent Placements,A56006
Royal Borough of Kingston,01/06/2023,90245600,"3,321.43",ALBERT RESIDENTIAL HOME,SOCIAL SERVICES RESIDENTIAL,Adult Social Care & Health,Independent Placements,A56006
Royal Borough of Kingston,01/06/2023,90245601,"3,214.29",ALBERT RESIDENTIAL HOME,SOCIAL SERVICES RESIDENTIAL,Adult Social Care & Health,Independent Placements,A56006
Royal Borough of Kingston,27/06/2023,90247768,"1,263.60",REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031
Royal Borough of Kingston,27/06/2023,90247726,"2,000.00",REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031
Royal Borough of Kingston,01/06/2023,90247089,"3,523.89",REDACTED - PERSONAL DATA,SOCIAL SERVICES - PERSONAL BUDGETS,Adult Social Care & Health,Personal Budget - Third Party,A61019
Royal Borough of Kingston,01/06/2023,90247105,"4,162.67",REDACTED - PERSONAL DATA,SOCIAL SERVICES - PERSONAL BUDGETS,Adult Social Care & Health,Personal Budget - Third Party,A61019
Royal Borough of Kingston,01/06/2023,90247247,"2,879.49",REDACTED - PERSONAL DATA,SOCIAL SERVICES - PERSONAL BUDGETS,Adult Social Care & Health,Personal Budget - Third Party,A61019
Royal Borough of Kingston,01/06/2023,90247252,"2,922.26",REDACTED - PERSONAL DATA,SOCIAL SERVICES - PERSONAL BUDGETS,Adult Social Care & Health,Personal Budget - Third Party,A61019
Royal Borough of Kingston,01/06/2023,90247257,750.56,REDACTED - PERSONAL DATA,SOCIAL SERVICES - PERSONAL BUDGETS,Adult Social Care & Health,Personal Budget - Third Party,A61019
Royal Borough of Kingston,01/06/2023,90247264,"4,853.49",REDACTED - PERSONAL DATA,SOCIAL SERVICES - PERSONAL BUDGETS,Adult Social Care & Health,Personal Budget - Third Party,A61019
Royal Borough of Kingston,01/06/2023,90247385,657.64,REDACTED - PERSONAL DATA,SOCIAL SERVICES - PERSONAL BUDGETS,Adult Social Care & Health,Personal Budget - Third Party,A61019
Royal Borough of Kingston,01/06/2023,90247388,"1,992.56",REDACTED - PERSONAL DATA,SOCIAL SERVICES - PERSONAL BUDGETS,Adult Social Care & Health,Personal Budget - Third Party,A61019
Royal Borough of Kingston,01/06/2023,90247389,648.99,REDACTED - PERSONAL DATA,SOCIAL SERVICES - PERSONAL BUDGETS,Adult Social Care & Health,Personal Budget - Third Party,A61019
Royal Borough of Kingston,01/06/2023,90247395,648.99,REDACTED - PERSONAL DATA,SOCIAL SERVICES - PERSONAL BUDGETS,Adult Social Care & Health,Personal Budget - Third Party,A61019
Royal Borough of Kingston,27/06/2023,90247774,"1,314.00",REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031
Royal Borough of Kingston,13/06/2023,90243488,550.00,REDACTED - PERSONAL DATA,GRANTS & EX GRATIA PAYMENTS,Adult Social Care & Health,"Grants, Contributions & Donations",A47005
Royal Borough of Kingston,27/06/2023,90247854,"1,094.33",REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031
Royal Borough of Kingston,27/06/2023,90247833,"1,094.33",REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031
Royal Borough of Kingston,27/06/2023,90247663,"1,270.83",REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031
Royal Borough of Kingston,21/06/2022,70049074,"3,000.00",REDACTED - PERSONAL DATA,SUNDRY SUPPLIER - HOUSING,Place,Housing Incentives,A62025
Royal Borough of Kingston,21/06/2023,70049076,"1,321.00",REDACTED - PERSONAL DATA,SUNDRY SUPPLIER - HOUSING,Place,Prevention Of Homelessness,A44141
Royal Borough of Kingston,27/06/2023,90247688,"1,317.00",REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031
Royal Borough of Kingston,27/06/2023,90247893,"1,097.33",REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031
Royal Borough of Kingston,13/06/2023,90243495,550.00,REDACTED - PERSONAL DATA,GRANTS & EX GRATIA PAYMENTS,Adult Social Care & Health,"Grants, Contributions & Donations",A47005
Royal Borough of Kingston,27/06/2023,90247872,"1,343.33",REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031
Royal Borough of Kingston,27/06/2023,90247870,"1,550.00",REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031
Royal Borough of Kingston,27/06/2023,90247547,"1,052.26",REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031
Royal Borough of Kingston,13/06/2023,90243497,500.00,REDACTED - PERSONAL DATA,GRANTS & EX GRATIA PAYMENTS,Adult Social Care & Health,"Grants, Contributions & Donations",A47005
Royal Borough of Kingston,27/06/2023,90247566,980.00,REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031
Royal Borough of Kingston,27/06/2023,90247756,899.00,REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031
Royal Borough of Kingston,27/06/2023,90247860,"1,675.00",REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031
Royal Borough of Kingston,27/06/2023,90247601,"1,314.00",REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031
Royal Borough of Kingston,27/06/2023,90247528,"1,094.00",REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031
Royal Borough of Kingston,27/06/2023,90247587,958.33,REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031
Royal Borough of Kingston,27/06/2023,90247832,"1,094.34",REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031
Royal Borough of Kingston,27/06/2023,90247540,"1,094.34",REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031
Royal Borough of Kingston,27/06/2023,90247673,"1,094.00",REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031
Royal Borough of Kingston,27/06/2023,90247558,867.00,REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031
Royal Borough of Kingston,27/06/2023,90247691,"1,314.00",REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031
Royal Borough of Kingston,27/06/2023,90247598,"1,314.00",REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031
Royal Borough of Kingston,27/06/2023,90247538,"1,094.00",REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031
Royal Borough of Kingston,27/06/2023,90247795,"1,500.00",REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031
Royal Borough of Kingston,27/06/2023,70049080,"3,000.00",REDACTED - PERSONAL DATA,SUNDRY SUPPLIER - HOUSING,Place,Housing Incentives,A62025
Royal Borough of Kingston,27/06/2023,90247917,"1,713.36",REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031
Royal Borough of Kingston,27/06/2023,90247709,"1,094.00",REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031
Royal Borough of Kingston,27/06/2023,90247873,"1,200.00",REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031
Royal Borough of Kingston,27/06/2023,90247535,"1,314.08",REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031
Royal Borough of Kingston,27/06/2023,90247541,"1,094.33",REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031
Royal Borough of Kingston,27/06/2023,90247544,"1,094.33",REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031
Royal Borough of Kingston,27/06/2023,90247723,"1,360.00",REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031
Royal Borough of Kingston,27/06/2023,90247623,845.00,REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031
Royal Borough of Kingston,27/06/2023,90247561,"1,675.00",REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031
Royal Borough of Kingston,13/06/2023,90243500,500.00,REDACTED - PERSONAL DATA,GRANTS & EX GRATIA PAYMENTS,Adult Social Care & Health,"Grants, Contributions & Donations",A47005
Royal Borough of Kingston,27/06/2023,90247690,"1,350.00",REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031
Royal Borough of Kingston,27/06/2023,90247705,"1,314.08",REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031
Royal Borough of Kingston,27/06/2023,90247760,"1,097.35",REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031
Royal Borough of Kingston,01/06/2023,70047440,"2,400.00",REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,Housing Incentives,A62025
Royal Borough of Kingston,12/06/2023,70048288,867.00,REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031
Royal Borough of Kingston,27/06/2023,90247718,950.00,REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031
Royal Borough of Kingston,27/06/2023,90247814,"1,314.00",REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031
Royal Borough of Kingston,27/06/2023,90247706,"1,675.08",REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031
Royal Borough of Kingston,27/06/2023,90247887,"1,590.00",REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031
Royal Borough of Kingston,27/06/2023,90247631,"1,251.67",REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031
Royal Borough of Kingston,27/06/2023,90247885,"1,045.00",REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031
Royal Borough of Kingston,27/06/2023,90247818,867.00,REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031
Royal Borough of Kingston,01/06/2023,90245487,"1,928.57",BEECH LODGE,SOCIAL SERVICES RESIDENTIAL,Adult Social Care & Health,Independent Placements,A56006
Royal Borough of Kingston,01/06/2023,90245488,"3,600.00",BEECH LODGE,SOCIAL SERVICES RESIDENTIAL,Adult Social Care & Health,Independent Placements,A56006
Royal Borough of Kingston,01/06/2023,90245489,"3,985.71",BEECH LODGE,SOCIAL SERVICES RESIDENTIAL,Adult Social Care & Health,Independent Placements,A56006
Royal Borough of Kingston,01/06/2023,90245490,"3,857.14",BEECH LODGE,SOCIAL SERVICES RESIDENTIAL,Adult Social Care & Health,Independent Placements,A56006
Royal Borough of Kingston,01/06/2023,90245491,"3,985.71",BEECH LODGE,SOCIAL SERVICES RESIDENTIAL,Adult Social Care & Health,Independent Placements,A56006
Royal Borough of Kingston,01/06/2023,90245492,"3,728.57",BEECH LODGE,SOCIAL SERVICES RESIDENTIAL,Adult Social Care & Health,Independent Placements,A56006
Royal Borough of Kingston,01/06/2023,90245532,"4,714.29",ACORN LODGE,SOCIAL SERVICES RESIDENTIAL,Adult Social Care & Health,Independent Placements,A56006
Royal Borough of Kingston,27/06/2023,90247852,"1,150.00",REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031
Royal Borough of Kingston,27/06/2023,90247521,"1,500.00",REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031
Royal Borough of Kingston,27/06/2023,90247661,"1,780.00",REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031
Royal Borough of Kingston,27/06/2023,90247927,"1,047.00",REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031
Royal Borough of Kingston,27/06/2023,90247935,994.22,REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031
Royal Borough of Kingston,09/06/2023,90243219,"17,715.60",REDACTED - PERSONAL DATA,ACADEMIC INSTNS - OTHER,Schools,PVI Providers,A60014
Royal Borough of Kingston,09/06/2023,90243337,"1,458.00",REDACTED - PERSONAL DATA,ACADEMIC INSTNS - OTHER,Schools,2 Yr Old Place Funding,A60000
Royal Borough of Kingston,15/05/2023,90243637,"1,296.00",REDACTED - PERSONAL DATA,SOCIAL SERVICES - DIRECT PAYMENTS,Adult Social Care & Health,Payments To Carers,A56030
Royal Borough of Kingston,27/06/2023,90247924,850.00,REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031
Royal Borough of Kingston,27/06/2023,90247632,"1,675.18",REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031
Royal Borough of Kingston,13/06/2023,90243487,500.00,REDACTED - PERSONAL DATA,GRANTS & EX GRATIA PAYMENTS,Adult Social Care & Health,"Grants, Contributions & Donations",A47005
Royal Borough of Kingston,26/06/2023,70049073,"1,200.00",REDACTED - PERSONAL DATA,SUNDRY SUPPLIER - FINANCE,Adult Social Care & Health,Miscellaneous Expenses,A49000
Royal Borough of Kingston,27/06/2023,90247692,"1,700.00",REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031
Royal Borough of Kingston,27/06/2023,90247785,"1,314.00",REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031
Royal Borough of Kingston,09/06/2023,90243209,"17,221.20",BRIGHTSPARKS DAY NURSERY,ACADEMIC INSTNS - OTHER,Schools,PVI Providers,A60014
Royal Borough of Kingston,09/06/2023,90243331,972.00,BRIGHTSPARKS DAY NURSERY,ACADEMIC INSTNS - OTHER,Schools,2 Yr Old Place Funding,A60000
Royal Borough of Kingston,09/06/2023,90243212,813.60,REDACTED - PERSONAL DATA,CHILDMINDERS START UP GRANT,Schools,PVI Providers,A60014
Royal Borough of Kingston,01/06/2023,90245399,"3,433.80",REDACTED - PERSONAL DATA,SOCIAL SERVICES RESIDENTIAL,Adult Social Care & Health,Independent Placements,A56006
Royal Borough of Kingston,01/06/2023,90245475,"3,293.19",REDACTED - PERSONAL DATA,SOCIAL SERVICES RESIDENTIAL,Adult Social Care & Health,Independent Placements,A56006
