Authority Name,Date of Payment,DocumentNo,Gross,VAT,Net,Vendor Name,Service Area,GL Description
Salford City Council,03/11/2023,1600721099,43966.65,0,43966.65,Community Forest Trust Ltd,Capital Expenditure,Payments to Contractors - Improvements
Salford City Council,03/11/2023,1600721142,318001.52,53000.25,265001.27,Support In Sport (Uk) Ltd,Capital Expenditure,Payments to Contractors - Improvements
Salford City Council,03/11/2023,1600721100,56552,0,56552,Manchester City Council,People (Adults) - CHSC,Payments to Other Local Authorities
Salford City Council,03/11/2023,1600721232,12400,0,12400,Wellacre Technology Academy Trust,People (Childrens) Service Group,Payments to Other Local Authorities
Salford City Council,03/11/2023,601506119,1500,0,1500,Auntie Stephs Playgroup,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,03/11/2023,1600721211,11060.44,1839.62,9220.82,Whistl Uk Ltd,Service Reform (Corp Bus & Transform),Postage
Salford City Council,03/11/2023,601506129,555,0,555,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,03/11/2023,1600721097,18539.32,0,18539.32,Together Trust,People (Childrens) Service Group,Pupil Assistance
Salford City Council,03/11/2023,1600721095,19200.12,0,19200.12,Together Trust,People (Childrens) Service Group,Pupil Assistance
Salford City Council,03/11/2023,1600721098,22220.67,0,22220.67,Together Trust,People (Childrens) Service Group,Pupil Assistance
Salford City Council,03/11/2023,601506143,788.24,0,788.24,Ays Estates Ltd,People (Adults) - CHSC,Rents
Salford City Council,03/11/2023,601506142,799.61,0,799.61,Ays Estates Ltd,People (Adults) - CHSC,Rents
Salford City Council,03/11/2023,601506138,1515.02,0,1515.02,Cedarwood Real Estate Ltd,People (Adults) - CHSC,Rents
Salford City Council,03/11/2023,601506134,2020.03,0,2020.03,Cedarwood Real Estate Ltd,People (Adults) - CHSC,Rents
Salford City Council,03/11/2023,601506139,2020.03,0,2020.03,Cedarwood Real Estate Ltd,People (Adults) - CHSC,Rents
Salford City Council,03/11/2023,601506141,2125,0,2125,Cedarwood Real Estate Ltd,People (Adults) - CHSC,Rents
Salford City Council,03/11/2023,601506133,2525.04,0,2525.04,Cedarwood Real Estate Ltd,People (Adults) - CHSC,Rents
Salford City Council,03/11/2023,601506135,2525.04,0,2525.04,Cedarwood Real Estate Ltd,People (Adults) - CHSC,Rents
Salford City Council,03/11/2023,601506136,2525.04,0,2525.04,Cedarwood Real Estate Ltd,People (Adults) - CHSC,Rents
Salford City Council,03/11/2023,601506137,2525.04,0,2525.04,Cedarwood Real Estate Ltd,People (Adults) - CHSC,Rents
Salford City Council,03/11/2023,601506140,2525.04,0,2525.04,Cedarwood Real Estate Ltd,People (Adults) - CHSC,Rents
Salford City Council,03/11/2023,601506145,1446.04,0,1446.04,Ena Investment Ltd,People (Adults) - CHSC,Rents
Salford City Council,03/11/2023,601506056,631.23,0,631.23,First Homes Partnership,People (Adults) - CHSC,Rents
Salford City Council,03/11/2023,601506072,3680,0,3680,Howarth Housing Group,People (Adults) - CHSC,Rents
Salford City Council,03/11/2023,601506071,3920,0,3920,Howarth Housing Group,People (Adults) - CHSC,Rents
Salford City Council,03/11/2023,601506198,531.54,0,531.54,Kaleidoscope Assessment Services,People (Adults) - CHSC,Rents
Salford City Council,03/11/2023,601506158,636.26,0,636.26,Lny Ltd,People (Adults) - CHSC,Rents
Salford City Council,03/11/2023,601506159,636.26,0,636.26,Lny Ltd,People (Adults) - CHSC,Rents
Salford City Council,03/11/2023,601506180,531.54,0,531.54,Psc Property Investments,People (Adults) - CHSC,Rents
Salford City Council,03/11/2023,601506181,531.54,0,531.54,Psc Property Investments,People (Adults) - CHSC,Rents
Salford City Council,03/11/2023,601506182,531.54,0,531.54,Psc Property Investments,People (Adults) - CHSC,Rents
Salford City Council,03/11/2023,601506183,531.54,0,531.54,Psc Property Investments,People (Adults) - CHSC,Rents
Salford City Council,03/11/2023,601506184,531.54,0,531.54,Psc Property Investments,People (Adults) - CHSC,Rents
Salford City Council,03/11/2023,601506185,531.54,0,531.54,Psc Property Investments,People (Adults) - CHSC,Rents
Salford City Council,03/11/2023,601506186,531.54,0,531.54,Psc Property Investments,People (Adults) - CHSC,Rents
Salford City Council,03/11/2023,601506187,531.54,0,531.54,Psc Property Investments,People (Adults) - CHSC,Rents
Salford City Council,03/11/2023,601506188,531.54,0,531.54,Psc Property Investments,People (Adults) - CHSC,Rents
Salford City Council,03/11/2023,601506144,2067.29,0,2067.29,Radnor Investments Ltd,People (Adults) - CHSC,Rents
Salford City Council,03/11/2023,601506193,776.87,0,776.87,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,03/11/2023,601506197,653.61,0,653.61,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,03/11/2023,601506148,1515.02,0,1515.02,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,03/11/2023,601506171,592.88,0,592.88,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,03/11/2023,601506196,531.54,0,531.54,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,03/11/2023,601506203,505.01,0,505.01,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,03/11/2023,601506146,539.32,0,539.32,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,03/11/2023,601506165,610.23,0,610.23,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,03/11/2023,601506175,512.19,0,512.19,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,03/11/2023,601506177,512.19,0,512.19,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,03/11/2023,601506178,512.19,0,512.19,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,03/11/2023,601506179,517.88,0,517.88,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,03/11/2023,601506160,1341.4,0,1341.4,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,03/11/2023,601506161,1341.4,0,1341.4,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,03/11/2023,601506207,531.54,0,531.54,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,03/11/2023,601506211,531.54,0,531.54,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,03/11/2023,601506209,536.56,0,536.56,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,03/11/2023,601506208,756.42,0,756.42,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,03/11/2023,601506213,776.87,0,776.87,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,03/11/2023,601506155,570.43,0,570.43,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,03/11/2023,601506214,531.54,0,531.54,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,03/11/2023,601506162,804.84,0,804.84,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,03/11/2023,601506191,1088.82,0,1088.82,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,03/11/2023,601506192,1586.66,0,1586.66,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,03/11/2023,601506164,550.99,0,550.99,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,03/11/2023,601506157,981.29,0,981.29,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,03/11/2023,601506173,1609.68,0,1609.68,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,03/11/2023,601506147,531.54,0,531.54,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,03/11/2023,601506194,1073.12,0,1073.12,Tdr Homes Ltd,People (Adults) - CHSC,Rents
Salford City Council,03/11/2023,601506195,1073.12,0,1073.12,Tdr Homes Ltd,People (Adults) - CHSC,Rents
Salford City Council,03/11/2023,601506200,592.88,0,592.88,Travis Property Development Ltd,People (Adults) - CHSC,Rents
Salford City Council,03/11/2023,601506149,653.61,0,653.61,Travis Property Development Ltd,People (Adults) - CHSC,Rents
Salford City Council,03/11/2023,601506153,653.61,0,653.61,Travis Property Development Ltd,People (Adults) - CHSC,Rents
Salford City Council,03/11/2023,601506199,799.61,0,799.61,Travis Property Development Ltd,People (Adults) - CHSC,Rents
Salford City Council,03/11/2023,601506150,856.45,0,856.45,Travis Property Development Ltd,People (Adults) - CHSC,Rents
Salford City Council,03/11/2023,601506151,856.45,0,856.45,Travis Property Development Ltd,People (Adults) - CHSC,Rents
Salford City Council,03/11/2023,601506152,856.45,0,856.45,Travis Property Development Ltd,People (Adults) - CHSC,Rents
Salford City Council,03/11/2023,601506163,570.43,0,570.43,Triple Bee Ltd,People (Adults) - CHSC,Rents
Salford City Council,03/11/2023,6003803765,5413.95,0,5413.95,T/A Sage Care Ltd,People (Adults) - CHSC,Supported Tenancies
Salford City Council,03/11/2023,1600720738,650.16,108.36,541.8,Schofield & Sons Ltd,Place Directorate,UV Day to Day Repairs
Salford City Council,03/11/2023,1600720259,886.08,147.68,738.4,Schofield & Sons Ltd,Place Directorate,UV Day to Day Repairs
Salford City Council,03/11/2023,601506120,2275.23,0,2275.23,Bristow & Sutor,Service Reform (Corp Bus & Transform),VAT Adjustment
Salford City Council,03/11/2023,1600721094,30044.71,5007.45,25037.26,Standard Fuel Oils Ltd,Place Directorate,Vehicle Ancillary Costs
Salford City Council,03/11/2023,1600721611,708.3,0,708.3,Reflex Vehicle Hire Ltd,Place Directorate,Vehicle annual contract Hire (vms)
Salford City Council,03/11/2023,1600721141,483842.06,0,483842.06,Ecf (General Partner) Ltd,Capital Expenditure,Works & Building
Salford City Council,03/11/2023,1600721601,7569.8,1261.63,6308.17,Schofield & Sons Ltd,Capital Expenditure,Works & Building
Salford City Council,03/11/2023,1600721255,22749.22,3791.54,18957.68,Schofield & Sons Ltd,Capital Expenditure,Works & Building
Salford City Council,03/11/2023,1600721143,16188,2698,13490,Sico Europe Ltd,Capital Expenditure,Works & Building
Salford City Council,03/11/2023,1600721593,1920,320,1600,Spectra Security,Place Directorate,Works & Building
Salford City Council,06/11/2023,601506239,749.52,124.92,624.6,Tinies North West,People (Childrens) Service Group,Agency Fees
Salford City Council,06/11/2023,6003804624,920,0,920,Suregroup,People (Adults) - CHSC,Client Travel Expenses
Salford City Council,06/11/2023,601506075,1986,331,1655,Cdn Networks Ltd,People (Childrens) Service Group,Computer Software (no annual fee)
Salford City Council,06/11/2023,1600721654,1366.44,227.74,1138.7,Electricity North West Ltd,Place Directorate,Contractors
Salford City Council,06/11/2023,601506236,783,0,783,The Court Service,Place Directorate,Debt Collection Agents
Salford City Council,06/11/2023,601506235,5823,0,5823,The Court Service,Place Directorate,Debt Collection Agents
Salford City Council,06/11/2023,6003804813,1573.55,0,1573.55,Wilds Of Oldham,Place Directorate,Equipment Purchase
Salford City Council,06/11/2023,1600719832,3640.8,606.8,3034,Bevan Brittan Llp,Capital Expenditure,External Fees - Other
Salford City Council,06/11/2023,601506234,6460,0,6460,Paypoint Plc,People (Adults) - CHSC,Gas
Salford City Council,06/11/2023,6003804615,685,0,685,Sq *Property Services Mcr,People (Adults) - CHSC,General Repairs
Salford City Council,06/11/2023,6003804651,690,0,690,Sq *Property Services Mcr,People (Adults) - CHSC,General Repairs
Salford City Council,06/11/2023,6003804658,2150,0,2150,Sq *Property Services Mcr,People (Adults) - CHSC,General Repairs
Salford City Council,06/11/2023,601506243,600,0,600,Forviva,People (Adults) - CHSC,Grants
Salford City Council,06/11/2023,601506241,1191.98,0,1191.98,Forviva,People (Adults) - CHSC,Grants
Salford City Council,06/11/2023,601506242,4053.69,0,4053.69,Forviva,People (Adults) - CHSC,Grants
Salford City Council,06/11/2023,601506244,592.09,0,592.09,Salix Homes Ltd,People (Adults) - CHSC,Grants
Salford City Council,06/11/2023,1600721645,5165.07,0,5165.07,Make Associates,Place Directorate,Other Professional Fees
Salford City Council,06/11/2023,601506226,520,0,520,Redacted Data,Place Directorate,Other Professional Fees
Salford City Council,06/11/2023,601506225,740,0,740,Redacted Data,Place Directorate,Other Professional Fees
Salford City Council,06/11/2023,6003804664,600,0,600,Zettle_*Kevin Booth Paint,People (Adults) - CHSC,Other Professional Fees
Salford City Council,06/11/2023,6003804714,600,0,600,Zettle_*Kevin Booth Paint,People (Adults) - CHSC,Other Professional Fees
Salford City Council,06/11/2023,6003804621,660,0,660,Zettle_*Kevin Booth Paint,People (Adults) - CHSC,Other Professional Fees
Salford City Council,06/11/2023,1600721618,30484.93,5080.82,25404.11,Helping Hands Minor Repairs Service,Capital Expenditure,Other Works
Salford City Council,06/11/2023,1600721639,608,0,608,Alcedo Orange Limited,People (Childrens) Service Group,Payments to Agencies
Salford City Council,06/11/2023,1600721646,2742.59,457.1,2285.49,Econ Engineering Ltd,Place Directorate,Principal Road Maintenance
Salford City Council,06/11/2023,1600721647,2742.59,457.1,2285.49,Econ Engineering Ltd,Place Directorate,Principal Road Maintenance
