Authority Name,Date of Payment,DocumentNo,Gross,VAT,Net,Vendor Name,Service Area,GL Description
Salford City Council,03/06/2024,1600731086,1078.72,0,1078.72,Langworthy Cornerstone Assoc Ltd,People (Childrens),non -UV Building Repairs & Maintenance
Salford City Council,03/06/2024,601524805,567,94.5,472.5,Mills & Reeve Llp,Capital Expenditure,Purchase of Land & Buildings
Salford City Council,03/06/2024,601524806,630,105,525,Mills & Reeve Llp,Capital Expenditure,Purchase of Land & Buildings
Salford City Council,03/06/2024,601524807,1050,175,875,Mills & Reeve Llp,Capital Expenditure,Purchase of Land & Buildings
Salford City Council,03/06/2024,6003916881,11516.84,0,11516.84,Nijjar Dairies Ltd T/A,Place,Food and refreshments
Salford City Council,03/06/2024,601524873,860,0,860,Redacted Data,People (Childrens),Pupil Assistance
Salford City Council,03/06/2024,601524858,1848.4,0,1848.4,Redacted Data,People (Adults),Adult Placements Long Term
Salford City Council,03/06/2024,601524898,112813.11,18801.78,94011.33,Reed Specialist Recruitment Ltd,Resources & Transformation,Agency Fees
Salford City Council,03/06/2024,601524899,118914.64,19818.88,99095.76,Reed Specialist Recruitment Ltd,Resources & Transformation,Agency Fees
Salford City Council,03/06/2024,601524900,104042.82,17340.46,86702.36,Reed Specialist Recruitment Ltd,Resources & Transformation,Agency Fees
Salford City Council,03/06/2024,601524910,121968.96,20327.99,101640.97,Reed Specialist Recruitment Ltd,Resources & Transformation,Agency Fees
Salford City Council,03/06/2024,1600734667,13608,2268,11340,Reed Talent Solutions,People (Childrens),Agency Fees
Salford City Council,03/06/2024,601524802,1191.88,0,1191.88,Rundles Enforcement Agents,Resources & Transformation,VAT Adjustment
Salford City Council,03/06/2024,1600735205,3642,0,3642,Salford City College,People (Childrens),Pupil Assistance
Salford City Council,03/06/2024,1600734767,50000,0,50000,Salford Foundation Ltd,Place,Rents
Salford City Council,03/06/2024,601524824,1300,0,1300,Scg Sporting Chance Group Ltd,People (Childrens),Classroom Supplies Capitation
Salford City Council,03/06/2024,601524803,1700.74,283.46,1417.28,Schofield & Sons Ltd,People (Adults),Contractors
Salford City Council,03/06/2024,1600734705,972.74,162.12,810.62,Schofield & Sons Ltd,Place,UV Day to Day Repairs
Salford City Council,03/06/2024,1600735211,1342.8,223.8,1119,Schofield & Sons Ltd,Place,UV Day to Day Repairs
Salford City Council,03/06/2024,1600735212,2361.6,393.6,1968,Schofield & Sons Ltd,Place,UV Day to Day Repairs
Salford City Council,03/06/2024,1600734746,2251.77,375.29,1876.48,Schofield & Sons Ltd,Place,UV Vandalism
Salford City Council,03/06/2024,1600734759,11088,1848,9240,Signis Ltd T/A Tri.X,Resources & Transformation,Computer Maintenance
Salford City Council,03/06/2024,1600734708,25795.68,4299.28,21496.4,Softcat Ltd,Resources & Transformation,Computer Software (no annual fee)
Salford City Council,03/06/2024,6003916877,2232,0,2232,Sq *Pownall Mcr Ltd,People (Adults),Furniture
Salford City Council,03/06/2024,6003916850,1498.78,0,1498.78,Sq *Property Services Mcr,People (Adults),General Repairs
Salford City Council,03/06/2024,1600735217,3472.8,578.8,2894,Stannah Stairlifts Ltd,Capital Expenditure,Miscellaneous Grants
Salford City Council,03/06/2024,6003916872,1530,0,1530,Sumup *Jf Services,People (Adults),General Repairs
Salford City Council,03/06/2024,601524896,557.16,0,557.16,Tdr Homes Ltd,People (Adults),Rents
Salford City Council,03/06/2024,601524897,742.9,0,742.9,Tdr Homes Ltd,People (Adults),Rents
Salford City Council,03/06/2024,6003916853,10200,0,10200,The Ainscow,People (Adults),Staff Travel
Salford City Council,03/06/2024,1600734825,22980.17,0,22980.17,Together Trust,People (Childrens),Pupil Assistance
Salford City Council,03/06/2024,601524860,2282.4,0,2282.4,Turning Point Services Limited,Resources & Transformation,VAT Adjustment
Salford City Council,03/06/2024,601524862,2274.44,0,2274.44,Turning Point Services Limited,Resources & Transformation,VAT Adjustment
Salford City Council,03/06/2024,601524863,2265.12,0,2265.12,Turning Point Services Limited,Resources & Transformation,VAT Adjustment
Salford City Council,03/06/2024,601524876,2247.56,0,2247.56,Turning Point Services Limited,Resources & Transformation,VAT Adjustment
Salford City Council,03/06/2024,601524877,2147.71,0,2147.71,Turning Point Services Limited,Resources & Transformation,VAT Adjustment
Salford City Council,03/06/2024,601524878,2184.98,0,2184.98,Turning Point Services Limited,Resources & Transformation,VAT Adjustment
Salford City Council,03/06/2024,601524881,2214.26,0,2214.26,Turning Point Services Limited,Resources & Transformation,VAT Adjustment
Salford City Council,03/06/2024,601524883,2183.14,0,2183.14,Turning Point Services Limited,Resources & Transformation,VAT Adjustment
Salford City Council,03/06/2024,601524885,2232.92,0,2232.92,Turning Point Services Limited,Resources & Transformation,VAT Adjustment
Salford City Council,03/06/2024,601524886,2212.86,0,2212.86,Turning Point Services Limited,Resources & Transformation,VAT Adjustment
Salford City Council,03/06/2024,601524887,2202.25,0,2202.25,Turning Point Services Limited,Resources & Transformation,VAT Adjustment
Salford City Council,03/06/2024,1600734691,10880,0,10880,University Of Salford,People (Childrens),Payments to Agencies
Salford City Council,04/06/2024,6003916698,67943.12,0,67943.12,Abbeydale Nursing Home,People (Adults),Nursing Home
Salford City Council,04/06/2024,1600735270,1050,0,1050,Alcedo Orange Limited,People (Childrens),Payments to Agencies
Salford City Council,04/06/2024,1600735273,1344,0,1344,Alcedo Orange Limited,People (Childrens),Payments to Agencies
Salford City Council,04/06/2024,1600735274,608.65,0,608.65,Alcedo Orange Limited,People (Childrens),Payments to Agencies
Salford City Council,04/06/2024,6003916743,93184.37,0,93184.37,Anchor Trust - Beechfield Lodge,People (Adults),Residential Care Home external funding
Salford City Council,04/06/2024,6003917138,1103.52,0,1103.52,Aryeh Grosskopf,People (Adults),Fees & Charges
Salford City Council,04/06/2024,1600735238,16875,0,16875,Barnardos Finance (Income Processin,People (Childrens),Payments to Agencies
Salford City Council,04/06/2024,6003916711,67094.74,0,67094.74,Beenstock Home Management Co Ltd,People (Adults),Nursing Home
Salford City Council,04/06/2024,6003916669,3830.08,0,3830.08,Croft House Rest Home,People (Adults),Residential Care Home
Salford City Council,04/06/2024,6003916685,12169.68,0,12169.68,Cuerden Developments,People (Adults),Nursing Home
Salford City Council,04/06/2024,1600735253,32400,5400,27000,Ed Start Specialist Education Ltd,People (Childrens),Payments to Agencies
Salford City Council,04/06/2024,6003916657,11089.16,0,11089.16,Engage Support,People (Adults),Supported Tenancies
Salford City Council,04/06/2024,6003916658,118172.74,0,118172.74,Franklin Care Group Ltd,People (Adults),Residential Care Home external funding
Salford City Council,04/06/2024,601525062,2218.37,369.73,1848.64,Furniture Resource Centre Ltd,People (Adults),Furniture
Salford City Council,04/06/2024,601525063,2218.37,369.73,1848.64,Furniture Resource Centre Ltd,People (Adults),Furniture
Salford City Council,04/06/2024,601525064,1413.41,235.57,1177.84,Furniture Resource Centre Ltd,People (Adults),Furniture
Salford City Council,04/06/2024,601525065,1167.29,194.55,972.74,Furniture Resource Centre Ltd,People (Adults),Furniture
Salford City Council,04/06/2024,601525100,1812.34,302.06,1510.28,Furniture Resource Centre Ltd,People (Adults),Furniture
Salford City Council,04/06/2024,601525101,580.35,96.72,483.63,Furniture Resource Centre Ltd,People (Adults),Furniture
Salford City Council,04/06/2024,601525102,835.65,139.28,696.37,Furniture Resource Centre Ltd,People (Adults),Furniture
Salford City Council,04/06/2024,601525104,1502.94,250.49,1252.45,Furniture Resource Centre Ltd,People (Adults),Furniture
Salford City Council,04/06/2024,601525107,1238.06,206.35,1031.71,Furniture Resource Centre Ltd,People (Adults),Furniture
Salford City Council,04/06/2024,601525108,1284.64,214.11,1070.53,Furniture Resource Centre Ltd,People (Adults),Furniture
Salford City Council,04/06/2024,601525109,976.69,162.78,813.91,Furniture Resource Centre Ltd,People (Adults),Furniture
Salford City Council,04/06/2024,1600734877,12000,2000,10000,General Utilities North West Ltd,Place,Contractors
Salford City Council,04/06/2024,1600734878,16446.62,2741.1,13705.52,General Utilities North West Ltd,Place,Contractors
Salford City Council,04/06/2024,6003916781,38225.09,0,38225.09,Ggs Care Home Limited,People (Adults),Residential Care Home
Salford City Council,04/06/2024,6003916664,7652,0,7652,Grace247Care,People (Adults),Supported Tenancies
Salford City Council,04/06/2024,6003916696,56678.4,0,56678.4,Heath Cottage Residential Home,People (Adults),Residential Care Home external funding
Salford City Council,04/06/2024,1600735243,2380,0,2380,Kedleston (Mill School) Ltd,People (Childrens),Works & Building
Salford City Council,04/06/2024,1600735245,2380,0,2380,Kedleston (Mill School) Ltd,People (Childrens),Works & Building
Salford City Council,04/06/2024,1600735246,3080,0,3080,Kedleston (Mill School) Ltd,People (Childrens),Works & Building
Salford City Council,04/06/2024,1600735247,2240,0,2240,Kedleston (Mill School) Ltd,People (Childrens),Works & Building
Salford City Council,04/06/2024,6003916713,133364.55,0,133364.55,Kenyon Lodge Nursing Home,People (Adults),Nursing Home
Salford City Council,04/06/2024,6003916684,3872,0,3872,Lentulus Propeties Ltd,People (Adults),Residential Care Home
Salford City Council,04/06/2024,1600735266,7335.93,1222.65,6113.28,Nhs Supply Chain,Place,Equipment Repair
Salford City Council,04/06/2024,6003916753,145632.39,0,145632.39,Park Homes (Uk) Ltd,People (Adults),Residential Care Home
Salford City Council,04/06/2024,6003916754,88643.97,0,88643.97,Park Homes (Uk) Ltd,People (Adults),Residential Care Home
Salford City Council,04/06/2024,601525052,1020,0,1020,Paypoint Plc,People (Adults),Gas
Salford City Council,04/06/2024,6003916784,10721.92,0,10721.92,Pro Support Ltd,People (Adults),Supported Tenancies
Salford City Council,04/06/2024,6003917062,2207.44,0,2207.44,Redacted Data,People (Adults),Fees & Charges
Salford City Council,04/06/2024,6003916887,844.56,0,844.56,Redacted Data,People (Childrens),Payment to social care clients
Salford City Council,04/06/2024,6003916889,621,0,621,Redacted Data,People (Childrens),Payment to social care clients
Salford City Council,04/06/2024,6003916901,1104,0,1104,Redacted Data,People (Childrens),Payment to social care clients
Salford City Council,04/06/2024,6003916907,4062.52,0,4062.52,Redacted Data,People (Childrens),Payment to social care clients
Salford City Council,04/06/2024,6003916912,592.8,0,592.8,Redacted Data,People (Childrens),Payment to social care clients
Salford City Council,04/06/2024,6003916921,608,0,608,Redacted Data,People (Childrens),Payment to social care clients
Salford City Council,04/06/2024,6003916935,1450.4,0,1450.4,Redacted Data,People (Childrens),Payment to social care clients
Salford City Council,04/06/2024,6003916938,2545.92,0,2545.92,Redacted Data,People (Childrens),Payment to social care clients
Salford City Council,04/06/2024,6003916941,801.5,0,801.5,Redacted Data,People (Childrens),Payment to social care clients
Salford City Council,04/06/2024,6003916945,2775.84,0,2775.84,Redacted Data,People (Childrens),Payment to social care clients
Salford City Council,04/06/2024,6003916950,11724.18,0,11724.18,Redacted Data,People (Childrens),Payment to social care clients
Salford City Council,04/06/2024,6003916953,650.4,0,650.4,Redacted Data,People (Childrens),Payment to social care clients
Salford City Council,04/06/2024,6003916956,1095.2,0,1095.2,Redacted Data,People (Childrens),Payment to social care clients
Salford City Council,04/06/2024,6003917036,653.48,0,653.48,Redacted Data,People (Adults),Payment to social care clients
Salford City Council,04/06/2024,6003917038,879.68,0,879.68,Redacted Data,People (Adults),Payment to social care clients
Salford City Council,04/06/2024,6003917064,2918.04,0,2918.04,Redacted Data,People (Adults),Payment to social care clients
Salford City Council,04/06/2024,6003917080,2694.52,0,2694.52,Redacted Data,People (Adults),Payment to social care clients
Salford City Council,04/06/2024,6003917090,6317.68,0,6317.68,Redacted Data,People (Adults),Payment to social care clients
Salford City Council,04/06/2024,6003917091,3662.44,0,3662.44,Redacted Data,People (Adults),Payment to social care clients
Salford City Council,04/06/2024,6003917109,533.28,0,533.28,Redacted Data,People (Adults),Payment to social care clients
Salford City Council,04/06/2024,6003917114,816.84,0,816.84,Redacted Data,People (Adults),Payment to social care clients
Salford City Council,04/06/2024,6003917131,1323.92,0,1323.92,Redacted Data,People (Adults),Payment to social care clients
Salford City Council,04/06/2024,6003917164,538.68,0,538.68,Redacted Data,People (Adults),Payment to social care clients
Salford City Council,04/06/2024,6003917200,516,0,516,Redacted Data,People (Adults),Payment to social care clients
Salford City Council,04/06/2024,6003917207,953.4,0,953.4,Redacted Data,People (Adults),Payment to social care clients
Salford City Council,04/06/2024,6003916605,1573.8,0,1573.8,Redacted Data,People (Adults),Residents Personal Allowances - Private Sector
Salford City Council,04/06/2024,6003916608,514.8,0,514.8,Redacted Data,People (Adults),Residents Personal Allowances - Private Sector
Salford City Council,04/06/2024,6003916610,967.8,0,967.8,Redacted Data,People (Adults),Residents Personal Allowances - Private Sector
Salford City Council,04/06/2024,6003916611,1009.6,0,1009.6,Redacted Data,People (Adults),Residents Personal Allowances - Private Sector
Salford City Council,04/06/2024,6003916627,572,0,572,Redacted Data,People (Adults),Residents Personal Allowances - Private Sector
Salford City Council,04/06/2024,1600734909,886.54,147.76,738.78,Schofield & Sons Ltd,Place,non -UV Building Repairs & Maintenance
Salford City Council,04/06/2024,6003916722,30983,0,30983,Shannon Court Nursing Home,People (Adults),Nursing Home
Salford City Council,04/06/2024,6003916651,27944,0,27944,T/A Sage Care Ltd,People (Adults),Supported Tenancies
Salford City Council,04/06/2024,1600735258,1040,0,1040,The Citywall Project Community Inte,People (Childrens),Works & Building
Salford City Council,04/06/2024,6003916708,261568.7,0,261568.7,The Willows Nursing Home,People (Adults),Nursing Home
Salford City Council,04/06/2024,6003916653,160148.5,0,160148.5,Wcg Fountains Ltd,People (Adults),Nursing Home
Salford City Council,04/06/2024,6003916823,97028.14,0,97028.14,Wellington Healthcare (Arden) Ltd,People (Adults),Nursing Home
Salford City Council,05/06/2024,6003917975,744,0,744,A. Venning Limited,Place,Food and refreshments
Salford City Council,05/06/2024,6003917977,841.2,0,841.2,A. Venning Limited,Place,Food and refreshments
Salford City Council,05/06/2024,6003918007,744,0,744,A. Venning Limited,Place,Food and refreshments
Salford City Council,05/06/2024,6003917916,2814.52,0,2814.52,Adobe,Resources & Transformation,Computer Software (no annual fee)
Salford City Council,05/06/2024,1600735222,740.88,123.48,617.4,Alan Franklin Builders Ltd,Capital Expenditure,Works & Building
Salford City Council,05/06/2024,6003917958,1099,0,1099,Apple.Com/Uk,People (Childrens),Equipment Purchase
Salford City Council,05/06/2024,1600735334,3017.15,0,3017.15,Aqa Education,People (Childrens),Classroom Supplies Capitation
Salford City Council,05/06/2024,1600735370,540,90,450,Armor Cleaning Ltd,Capital Expenditure,Other Works
Salford City Council,05/06/2024,6003917911,5880,0,5880,Barton Huxley Management,People (Adults),Staff Travel
Salford City Council,05/06/2024,6003917929,4452,0,4452,Barton Huxley Management,People (Adults),Staff Travel
Salford City Council,05/06/2024,6003917938,5880,0,5880,Barton Huxley Management,People (Adults),Staff Travel
Salford City Council,05/06/2024,6003917940,1484,0,1484,Barton Huxley Management,People (Adults),Staff Travel
Salford City Council,05/06/2024,6003917945,1265,0,1265,Barton Huxley Management,People (Adults),Staff Travel
Salford City Council,05/06/2024,1600735290,1011.6,168.6,843,Bid Group Ltd,Place,UV Minor Decoration and Flooring
Salford City Council,05/06/2024,1600735371,660,110,550,Bid Group Ltd,Place,UV Minor Decoration and Flooring
Salford City Council,05/06/2024,1600735354,2383.2,397.2,1986,Burgess Security Systems Ltd,Place,Works & Building
Salford City Council,05/06/2024,1600735340,4092,682,3410,Cdn Networks Ltd,Capital Expenditure,Works & Building
Salford City Council,05/06/2024,1600735297,3313.2,552.2,2761,Cemetery Training Services Ltd,Place,Equipment Purchase
Salford City Council,05/06/2024,601525145,1380,230,1150,Choice Teachers Ltd,People (Childrens),Agency Fees
Salford City Council,05/06/2024,1600735300,1620,270,1350,Click Fire & Security Ltd - 24 Acco,People (Childrens),Works & Building
Salford City Council,05/06/2024,6003918063,566.65,30.38,536.27,Dunsters Farm Limited,Place,Food and refreshments
Salford City Council,05/06/2024,1600735355,10521,0,10521,Ed Start Specialist Education Ltd,People (Childrens),Works & Building
Salford City Council,05/06/2024,601525118,1750,0,1750,Empowering Equine Cic,People (Childrens),Classroom Supplies Capitation
Salford City Council,05/06/2024,1600735309,5706.87,951.12,4755.75,Facultatieve Technologies Ltd,Place,Programme Maintenance & Works
Salford City Council,05/06/2024,601525159,10317.6,1719.6,8598,Forbes Solicitors,Resources & Transformation,Provision for Liability Insurance
Salford City Council,05/06/2024,6003917927,850.59,180,670.59,Grammarly Cozshjfsx,Resources & Transformation,Computer Software (no annual fee)
Salford City Council,05/06/2024,1600735337,2032.8,338.8,1694,H & C Plant Hire Ltd,Place,Equipment Hire
Salford City Council,05/06/2024,1600735335,2085.6,347.6,1738,H & C Plant Hire Ltd,Place,Plant Hire
Salford City Council,05/06/2024,601525151,2000,0,2000,Horizon Property Partners Ltd,People (Adults),Rents
Salford City Council,05/06/2024,601525152,2000,0,2000,Horizon Property Partners Ltd,People (Adults),Rents
Salford City Council,05/06/2024,601525153,2000,0,2000,Horizon Property Partners Ltd,People (Adults),Rents
Salford City Council,05/06/2024,601525154,2000,0,2000,Horizon Property Partners Ltd,People (Adults),Rents
Salford City Council,05/06/2024,601525155,2000,0,2000,Horizon Property Partners Ltd,People (Adults),Rents
Salford City Council,05/06/2024,1600734916,3560.4,593.4,2967,Hugh Logan Plant & Engineering Ltd,Place,Materials
Salford City Council,05/06/2024,601525116,3320,0,3320,Kosher Savers Ltd,People (Adults),Security Services
Salford City Council,05/06/2024,1600735316,1068,178,890,Labelmarket Ltd,Place,Equipment Purchase
Salford City Council,05/06/2024,1600735339,2217.6,369.6,1848,Leeds Commercial Ltd,Place,Contract Hire
Salford City Council,05/06/2024,1600735341,1848,308,1540,Leeds Commercial Ltd,Place,Contract Hire
Salford City Council,05/06/2024,1600735342,1848,308,1540,Leeds Commercial Ltd,Place,Contract Hire
Salford City Council,05/06/2024,1600735343,1848,308,1540,Leeds Commercial Ltd,Place,Contract Hire
Salford City Council,05/06/2024,1600735344,4276.8,712.8,3564,Leeds Commercial Ltd,Place,Contract Hire
Salford City Council,05/06/2024,1600735346,1848,308,1540,Leeds Commercial Ltd,Place,Contract Hire
Salford City Council,05/06/2024,1600735347,1848,308,1540,Leeds Commercial Ltd,Place,Contract Hire
Salford City Council,05/06/2024,1600735348,1848,308,1540,Leeds Commercial Ltd,Place,Contract Hire
Salford City Council,05/06/2024,1600735349,3960,660,3300,Leeds Commercial Ltd,Place,Contract Hire
Salford City Council,05/06/2024,1600735350,580.8,96.8,484,Leeds Commercial Ltd,Place,Contract Hire
Salford City Council,05/06/2024,1600735345,2766.72,461.12,2305.6,Leeds Commercial Ltd,Place,Equipment Hire
Salford City Council,05/06/2024,601525232,8525.36,1420.9,7104.46,Leep Holdings (Utilities) Ltd,Resources & Transformation,Electricity
Salford City Council,05/06/2024,1600735367,1668,278,1390,M & A Brown (Engravers) Ltd,Capital Expenditure,Payments to Contractors - Improvements
Salford City Council,05/06/2024,1600735330,654,109,545,Metconnect Ltd,Capital Expenditure,Payments to Contractors - Improvements
Salford City Council,05/06/2024,601525236,32611.63,5435.27,27176.36,Peel Media Ltd,Resources & Transformation,Premises Insurance
Salford City Council,05/06/2024,1600735301,605.75,100.96,504.79,Pf Cusack (Tools Supplies) Ltd,Place,Clothing & Uniforms
Salford City Council,05/06/2024,601525150,700,0,700,Redacted Data,People (Adults),Rents
Salford City Council,05/06/2024,1600735295,31738.81,5289.8,26449.01,Royal Mail Group Ltd,Resources & Transformation,Postage
Salford City Council,05/06/2024,1600734535,-23949.12,-3991.52,-19957.6,Salford Community Leisure Ltd,People (Adults),Grants - Externally Funded
Salford City Council,05/06/2024,1600734539,19957.6,0,19957.6,Salford Community Leisure Ltd,People (Adults),Grants - Externally Funded
Salford City Council,05/06/2024,1600734538,722.69,0,722.69,Salford Community Leisure Ltd,Resources & Transformation,Hire of Facilities
Salford City Council,05/06/2024,1600734702,884.57,147.43,737.14,Schofield & Sons Ltd,Place,UV Day to Day Repairs
Salford City Council,05/06/2024,6003917997,1767.12,0,1767.12,Sq *Property Services Mcr,People (Adults),General Repairs
Salford City Council,05/06/2024,6003917903,5364,0,5364,Sumup *Property Services,People (Adults),Other Professional Fees
Salford City Council,05/06/2024,6003917957,580,0,580,Sumup *Salford Cleaners,People (Adults),Subscriptions
Salford City Council,05/06/2024,1600735366,1176,196,980,Surfacing Standards Ltd,Capital Expenditure,Works & Building
Salford City Council,05/06/2024,1600735369,1433.52,238.92,1194.6,Teaching Personnel Ltd,People (Childrens),Agency Fees
Salford City Council,05/06/2024,1600735304,4928.57,0,4928.57,Vision Support Social Ltd,People (Childrens),Payments to Agencies
Salford City Council,05/06/2024,1600735305,5092.86,0,5092.86,Vision Support Social Ltd,People (Childrens),Payments to Agencies
Salford City Council,05/06/2024,1600735368,642,107,535,Wilde Consultant Engineers Ltd,Capital Expenditure,External Fees - Other
Salford City Council,05/06/2024,6003918046,634.05,0,634.05,Wm Morrisons Store Pick,People (Childrens),Food and refreshments
Salford City Council,05/06/2024,1600735317,540,0,540,Women With Wings Cic,People (Childrens),Sub Contractors
Salford City Council,05/06/2024,6003918015,1100,0,1100,Zettle_*Kevin Booth Paint,People (Adults),Other Professional Fees
Salford City Council,06/06/2024,601525312,1240.8,206.8,1034,Academy 21 Ltd,People (Childrens),Payments to Agencies
Salford City Council,06/06/2024,1600735389,1090.54,181.76,908.78,Aggregates Industries Uk Ltd,Place,Materials
Salford City Council,06/06/2024,1600735390,1051.64,175.27,876.37,Aggregates Industries Uk Ltd,Place,Materials
Salford City Council,06/06/2024,1600735391,1051.64,175.27,876.37,Aggregates Industries Uk Ltd,Place,Materials
Salford City Council,06/06/2024,1600735392,962.94,160.49,802.45,Aggregates Industries Uk Ltd,Place,Materials
Salford City Council,06/06/2024,1600735395,1050,0,1050,Alcedo Orange Limited,People (Childrens),Payments to Agencies
Salford City Council,06/06/2024,1600735396,-660,0,-660,Alcedo Orange Limited,People (Childrens),Payments to Agencies
Salford City Council,06/06/2024,1600735420,3394.8,565.8,2829,Argyle (North West) Construction Lt,Place,Contractors
Salford City Council,06/06/2024,1600735424,3283.1,547.18,2735.92,Argyle (North West) Construction Lt,Place,Contractors
Salford City Council,06/06/2024,1600735427,4799.81,799.97,3999.84,Argyle (North West) Construction Lt,Place,Contractors
Salford City Council,06/06/2024,601525250,948,158,790,Badges Plus Ltd,People (Childrens),Prizes
Salford City Council,06/06/2024,1600735386,1448.54,241.42,1207.12,Bloom Procurement Services Ltd,Capital Expenditure,Works & Building
Salford City Council,06/06/2024,1600735417,535.83,87.93,447.9,Brenmo Plants,Place,Equipment Purchase
Salford City Council,06/06/2024,1600735445,1060.8,176.8,884,Broxap Ltd,Place,Equipment Purchase
Salford City Council,06/06/2024,601525237,2139,356.5,1782.5,Forbes Solicitors,Resources & Transformation,Provision for Liability Insurance
Salford City Council,06/06/2024,601525238,3222,537,2685,Forbes Solicitors,Resources & Transformation,Provision for Liability Insurance
Salford City Council,06/06/2024,601525268,1472.42,245.41,1227.01,Furniture Resource Centre Ltd,People (Adults),Furniture
Salford City Council,06/06/2024,601525270,1254.66,209.11,1045.55,Furniture Resource Centre Ltd,People (Adults),Furniture
Salford City Council,06/06/2024,601525278,878.11,146.36,731.75,Furniture Resource Centre Ltd,People (Adults),Furniture
Salford City Council,06/06/2024,601525280,733.58,122.26,611.32,Furniture Resource Centre Ltd,People (Adults),Furniture
Salford City Council,06/06/2024,601525282,1531.1,255.18,1275.92,Furniture Resource Centre Ltd,People (Adults),Furniture
Salford City Council,06/06/2024,1600735388,6170.04,1028.34,5141.7,Glasdon Uk Ltd,Place,Materials
Salford City Council,06/06/2024,601525325,1047.71,46.82,1000.89,Harlech Fodservice Ltd,People (Childrens),Food and refreshments
Salford City Council,06/06/2024,601525327,893.01,49.68,843.33,Harlech Fodservice Ltd,People (Childrens),Food and refreshments
Salford City Council,06/06/2024,1600735394,1984.8,330.8,1654,Ijm Electrical Contractors Ltd,Place,UV Day to Day Repairs
Salford City Council,06/06/2024,1600735440,2400,400,2000,Jones Lang Lasalle Ltd,Place,Other Professional Fees
Salford City Council,06/06/2024,601525328,1177.5,0,1177.5,Natural Resources Wales,People (Childrens),Cleaning Services
Salford City Council,06/06/2024,6003918938,750,0,750,Paypal *Phbholdi,People (Childrens),Other Professional Fees
Salford City Council,06/06/2024,1600735441,1322577.28,216582.09,1105995.19,Pendleton Together Operating Ltd,Outside Hierarchy,Unitary Charge
Salford City Council,06/06/2024,1600732558,897.66,149.61,748.05,Preservation Equipment Limited,Capital Expenditure,Works & Building
Salford City Council,06/06/2024,1600735438,4590,765,3825,Reed Talent Solutions,People (Childrens),Other Professional Fees
