Authority Name,Date of Payment,DocumentNo,Gross,VAT,Net,Vendor Name,Service Area,GL Description
Salford City Council,03/12/2024,6004010485,6120,0,6120,Barton Huxley Management,People (Adults),Staff Travel
Salford City Council,03/12/2024,6004010540,6120,0,6120,Barton Huxley Management,People (Adults),Staff Travel
Salford City Council,03/12/2024,6004010547,6120,0,6120,Barton Huxley Management,People (Adults),Staff Travel
Salford City Council,03/12/2024,6004010487,2240,0,2240,Best Western Hotel 99,People (Adults),Staff Travel
Salford City Council,03/12/2024,1600748110,918,153,765,Bid Group Ltd,Place,UV Minor Decoration and Flooring
Salford City Council,03/12/2024,1600748176,7846,0,7846,Bright Futures Educational Trust,People (Childrens),Payments to Other Local Authorities
Salford City Council,03/12/2024,6004010587,3706.66,0,3706.66,Divrse Ltd,People (Adults),Rents
Salford City Council,03/12/2024,6004010511,16201.64,0,16201.64,Divrse Ltd,People (Adults),Rents
Salford City Council,03/12/2024,6004011095,520.87,30.23,490.64,Dunsters Farm Limited,Place,Food and refreshments
Salford City Council,03/12/2024,6004010808,540.96,6.54,534.42,Dunsters Farm Limited,Place,Food and refreshments
Salford City Council,03/12/2024,6004011035,551.46,1.5,549.96,Dunsters Farm Limited,Place,Food and refreshments
Salford City Council,03/12/2024,6004011191,563.66,13.22,550.44,Dunsters Farm Limited,Place,Food and refreshments
Salford City Council,03/12/2024,6004010983,615.13,0,615.13,Dunsters Farm Limited,Place,Food and refreshments
Salford City Council,03/12/2024,6004011053,630.92,0,630.92,Dunsters Farm Limited,Place,Food and refreshments
Salford City Council,03/12/2024,6004011131,658.07,0,658.07,Dunsters Farm Limited,Place,Food and refreshments
Salford City Council,03/12/2024,6004011215,1110.62,60.41,1050.21,Dunsters Farm Limited,Place,Food and refreshments
Salford City Council,03/12/2024,6004010972,1119.2,69.72,1049.48,Dunsters Farm Limited,Place,Food and refreshments
Salford City Council,03/12/2024,1600748351,1537.98,256.33,1281.65,Evolve 4 Solutions,Place,Equipment Purchase
Salford City Council,03/12/2024,1600748379,2146.8,357.8,1789,Falco Uk Ltd,Place,Equipment Purchase
Salford City Council,03/12/2024,6004010696,565.58,94.26,471.32,Furniture Resource Centre,People (Adults),Furniture
Salford City Council,03/12/2024,6004010710,565.58,94.26,471.32,Furniture Resource Centre,People (Adults),Furniture
Salford City Council,03/12/2024,6004010700,615.38,102.56,512.82,Furniture Resource Centre,People (Adults),Furniture
Salford City Council,03/12/2024,6004010706,652.36,108.73,543.63,Furniture Resource Centre,People (Adults),Furniture
Salford City Council,03/12/2024,6004010682,665.77,110.96,554.81,Furniture Resource Centre,People (Adults),Furniture
Salford City Council,03/12/2024,6004010687,728.51,121.42,607.09,Furniture Resource Centre,People (Adults),Furniture
Salford City Council,03/12/2024,6004010689,841.72,140.29,701.43,Furniture Resource Centre,People (Adults),Furniture
Salford City Council,03/12/2024,6004010694,841.72,140.29,701.43,Furniture Resource Centre,People (Adults),Furniture
Salford City Council,03/12/2024,6004010715,940.62,156.77,783.85,Furniture Resource Centre,People (Adults),Furniture
Salford City Council,03/12/2024,6004010713,997.74,166.29,831.45,Furniture Resource Centre,People (Adults),Furniture
Salford City Council,03/12/2024,6004010703,1088.57,181.43,907.14,Furniture Resource Centre,People (Adults),Furniture
Salford City Council,03/12/2024,6004010681,1124.59,187.43,937.16,Furniture Resource Centre,People (Adults),Furniture
Salford City Council,03/12/2024,6004010679,1132.32,188.72,943.6,Furniture Resource Centre,People (Adults),Furniture
Salford City Council,03/12/2024,6004010691,1834.56,305.76,1528.8,Furniture Resource Centre,People (Adults),Furniture
Salford City Council,03/12/2024,601543186,2251.58,0,2251.58,Gallagher Bassett International Ltd,Resources & Transformation,Provision for Liability Insurance
Salford City Council,03/12/2024,1600747863,18951.44,0,18951.44,Greater Manchester Combined,Capital Expenditure,External Fees - Other
Salford City Council,03/12/2024,1600747864,20235.01,0,20235.01,Greater Manchester Combined,Capital Expenditure,External Fees - Other
Salford City Council,03/12/2024,601543189,2000,0,2000,Horizon Property Partners Ltd,People (Adults),Rents
Salford City Council,03/12/2024,1600748316,551.04,91.84,459.2,Huws Gray Ltd - Sc641,Place,Materials
Salford City Council,03/12/2024,6004010631,557.44,0,557.44,Insight Uk,Resources & Transformation,Computer Equipment purchase
Salford City Council,03/12/2024,1600748208,3996.38,666.06,3330.32,Johnson Health Tech Uk Ltd,Capital Expenditure,Purchase of Furniture & Equipment
Salford City Council,03/12/2024,1600748343,1938.76,323.11,1615.65,K J Lines Ltd,Place,Contractors
Salford City Council,03/12/2024,1600748341,3102.91,517.14,2585.77,K J Lines Ltd,Place,Contractors
Salford City Council,03/12/2024,1600747874,11108.65,1851.44,9257.21,Lancashire Manor Hotel Limited,People (Childrens),Conferences / Seminars
Salford City Council,03/12/2024,1600748373,1212,202,1010,Lite,Place,Materials
Salford City Council,03/12/2024,1600748372,3960,660,3300,Lite,Place,Materials
Salford City Council,03/12/2024,1600748301,4413,735.5,3677.5,Lite,Place,Materials
Salford City Council,03/12/2024,1600748313,1484.78,247.46,1237.32,Marwood Electrical Company Ltd,Place,Materials
Salford City Council,03/12/2024,601543122,960,160,800,Motor Insurers Bureau (Mib),Resources & Transformation,Provision for Liability Insurance
Salford City Council,03/12/2024,1600748362,835.2,139.2,696,Pf Cusack (Tools Supplies) Ltd,Place,Equipment Purchase
Salford City Council,03/12/2024,601543185,767.69,127.95,639.74,Ppl Prs Ltd,Place,Equipment Purchase
Salford City Council,03/12/2024,601543187,721.78,120.3,601.48,Ppl Prs Ltd,Place,Food and refreshments
Salford City Council,03/12/2024,6004010773,519.92,0,519.92,Ralph Livesey Ltd,Place,Food and refreshments
Salford City Council,03/12/2024,6004011217,660.82,0,660.82,Ralph Livesey Ltd,Place,Food and refreshments
Salford City Council,03/12/2024,601543238,600,0,600,Redacted Data,People (Childrens),Payments to Agencies
Salford City Council,03/12/2024,1600748232,1194,199,995,Safeguarding Network Ltd,People (Childrens),Payments to Agencies
Salford City Council,03/12/2024,1600748147,607.32,101.22,506.1,Schofield & Sons Ltd,Place,UV Day to Day Repairs
Salford City Council,03/12/2024,1600747888,217730.77,36288.46,181442.31,Seddon Construction Ltd,Capital Expenditure,Works & Building
Salford City Council,03/12/2024,1600748348,26134.02,4355.67,21778.35,Standard Fuel Oils Ltd,Place,Vehicle Ancillary Costs
Salford City Council,03/12/2024,6004010535,1040,0,1040,Sumup *Jf Services,People (Adults),General Repairs
Salford City Council,03/12/2024,6004010642,2380,0,2380,Sumup *Property Services,People (Adults),Other Professional Fees
Salford City Council,03/12/2024,1600747886,11940.91,0,11940.91,T/A The Growth Company,People (Childrens),Payments to Agencies
Salford City Council,03/12/2024,1600747887,14520.5,0,14520.5,T/A The Growth Company,People (Childrens),Payments to Agencies
Salford City Council,03/12/2024,1600747813,60499.99,10083.33,50416.66,The Lowry Centre Trust,Place,Miscellaneous Expenses
Salford City Council,03/12/2024,1600747814,60499.99,10083.33,50416.66,The Lowry Centre Trust,Place,Miscellaneous Expenses
Salford City Council,03/12/2024,6004010589,1198.8,0,1198.8,Thomas Telford Limited,Place,Books & Periodicals
Salford City Council,03/12/2024,1600747885,12096,2016,10080,Tile Hill Interim & Executive Ltd,Resources & Transformation,Agency Fees
Salford City Council,03/12/2024,1600747860,95663.67,0,95663.67,Trafford Domestic Abuse Services,People (Childrens),Payments to Agencies
Salford City Council,03/12/2024,1600748318,1420.8,236.8,1184,Viatec (Uk) Ltd,Place,Materials
Salford City Council,03/12/2024,1600748317,4262.4,710.4,3552,Viatec (Uk) Ltd,Place,Materials
Salford City Council,04/12/2024,601543469,1040.8,0,1040.8,Ateres Elisheva Daycare,People (Childrens),Central Supplies & Services Allocation
Salford City Council,04/12/2024,1600748391,4044,674,3370,Beesley And Fildes Ltd,Place,Equipment Purchase
Salford City Council,04/12/2024,6004011530,1342.48,0,1342.48,Birchall Foodservice,Place,Other Professional Fees
Salford City Council,04/12/2024,601543460,2111.18,0,2111.18,Bristow & Sutor,Resources & Transformation,VAT Adjustment
Salford City Council,04/12/2024,6004011494,919.2,0,919.2,Burgess Security Syste,People (Childrens),Other Professional Fees
Salford City Council,04/12/2024,1600744967,7410,1235,6175,Capita Business Services Ltd,Capital Expenditure,Works & Building
Salford City Council,04/12/2024,1600746438,775.59,129.27,646.32,Clifton Auto Electrical & Diesel Lt,Place,Materials
Salford City Council,04/12/2024,1600748383,100800,16800,84000,Cornthwaite Agricultural Ltd,Capital Expenditure,Purchase of Vehicles & Plant
Salford City Council,04/12/2024,1600747955,6840,0,6840,Ellesmere Road Improvement Group,Capital Expenditure,Payments to Contractors - Improvements
Salford City Council,04/12/2024,601543468,694,0,694,Express Solicitors,Resources & Transformation,Provision for Liability Insurance
Salford City Council,04/12/2024,601543463,648,0,648,Forbes Solicitors,Resources & Transformation,Provision for Liability Insurance
Salford City Council,04/12/2024,601543464,738,0,738,Forbes Solicitors,Resources & Transformation,Provision for Liability Insurance
Salford City Council,04/12/2024,601543517,744,0,744,Forbes Solicitors,Resources & Transformation,Provision for Liability Insurance
Salford City Council,04/12/2024,601543498,3837,0,3837,Forbes Solicitors,Resources & Transformation,Provision for Liability Insurance
Salford City Council,04/12/2024,601543515,6412,0,6412,Forbes Solicitors,Resources & Transformation,Provision for Liability Insurance
Salford City Council,04/12/2024,601543516,12581,0,12581,Forbes Solicitors,Resources & Transformation,Provision for Liability Insurance
Salford City Council,04/12/2024,601543466,4916.56,819.42,4097.14,Isw Csc Ltd,People (Childrens),Supported Tenancies
Salford City Council,04/12/2024,601543465,6350.56,1058.42,5292.14,Isw Csc Ltd,People (Childrens),Supported Tenancies
Salford City Council,04/12/2024,601543467,6350.56,1058.42,5292.14,Isw Csc Ltd,People (Childrens),Supported Tenancies
Salford City Council,04/12/2024,1600748399,895.05,140.01,755.04,Lightoaks Garage Ltd,Place,VMS Materials (Non Stock)
Salford City Council,04/12/2024,601543470,1450,0,1450,Manchester Jnr Girls School,People (Childrens),Central Supplies & Services Allocation
Salford City Council,04/12/2024,601543471,1580.57,0,1580.57,Nurturing Hands Childcare Ltd,People (Childrens),Central Supplies & Services Allocation
Salford City Council,04/12/2024,601543474,1580.57,0,1580.57,Nurturing Hands Childcare Ltd,People (Childrens),Central Supplies & Services Allocation
Salford City Council,04/12/2024,6004011551,919.96,0,919.96,Order 14972649,People (Childrens),Furniture
Salford City Council,04/12/2024,601543479,680,0,680,Redacted Data,Place,Other Professional Fees
Salford City Council,04/12/2024,601543478,1180,0,1180,Redacted Data,Place,Other Professional Fees
Salford City Council,04/12/2024,601543514,4696,0,4696,River View Primary School,Resources & Transformation,Provision for Liability Insurance
Salford City Council,04/12/2024,601543461,1872.11,0,1872.11,Rundles Enforcement Agents,Resources & Transformation,VAT Adjustment
Salford City Council,04/12/2024,1600748428,1008,168,840,Rye Motors ( Van & Truck ) Ltd,Place,VMS Materials (Non Stock)
Salford City Council,04/12/2024,1600748401,45000,7500,37500,Salford Community Leisure Ltd,Public Health,Payments to Agencies
Salford City Council,04/12/2024,1600748259,544.69,90.78,453.91,Schofield & Sons Ltd,Place,UV Day to Day Repairs
Salford City Council,04/12/2024,1600748278,680.76,113.46,567.3,Schofield & Sons Ltd,Place,UV Day to Day Repairs
Salford City Council,04/12/2024,1600748238,784.8,130.8,654,Schofield & Sons Ltd,Place,UV Day to Day Repairs
Salford City Council,04/12/2024,1600748239,809.36,134.89,674.47,Schofield & Sons Ltd,Place,UV Day to Day Repairs
Salford City Council,04/12/2024,1600748237,849.6,141.6,708,Schofield & Sons Ltd,Place,UV Day to Day Repairs
Salford City Council,04/12/2024,1600748256,624.48,104.08,520.4,Schofield & Sons Ltd,Place,UV Vandalism
Salford City Council,04/12/2024,1600748395,2268,378,1890,Space Invader Design Limited,Capital Expenditure,Works & Building
Salford City Council,04/12/2024,6004011532,2161,0,2161,Sq *Property Services Mcr,People (Adults),General Repairs
Salford City Council,04/12/2024,1600748417,27203.94,4533.99,22669.95,Standard Fuel Oils Ltd,Place,Vehicle Ancillary Costs
Salford City Council,04/12/2024,1600748396,821.46,136.91,684.55,Swift (Nw) Ltd T/A Swift Hire & Sal,Place,Vehicle short term Hire
Salford City Council,04/12/2024,601543454,11038.46,0,11038.46,T/A Chatsworth High School,Capital Expenditure,Works & Building
Salford City Council,04/12/2024,601543455,11038.46,0,11038.46,T/A Chatsworth High School,Capital Expenditure,Works & Building
Salford City Council,04/12/2024,601543456,11038.46,0,11038.46,T/A Chatsworth High School,Capital Expenditure,Works & Building
Salford City Council,04/12/2024,601543472,1418,0,1418,The Stables Day Nursery Ltd - Swint,People (Childrens),Central Supplies & Services Allocation
Salford City Council,04/12/2024,601543473,1450,0,1450,Tinytots Vision Nursery Ltd,People (Childrens),Central Supplies & Services Allocation
Salford City Council,04/12/2024,601543462,921,153.5,767.5,Weightmans Llp,Resources & Transformation,Provision for Liability Insurance
Salford City Council,04/12/2024,6004011534,548.36,0,548.36,Wm Morrisons Store Pick,People (Childrens),Food and refreshments
Salford City Council,05/12/2024,1600748478,4860,810,4050,5 Point Five Ltd T/A The Comms Guru,People (Adults),Computer Software (no annual fee)
Salford City Council,05/12/2024,1600748468,791.58,131.93,659.65,Christians Environmental Ltd,Place,Contractors
Salford City Council,05/12/2024,1600748484,1968,328,1640,Cornthwaite Agricultural Ltd,Place,Vehicle annual contract Hire (vms)
Salford City Council,05/12/2024,6004012402,3986.19,0,3986.19,Creamline Dairies Foodser,Place,Food and refreshments
Salford City Council,05/12/2024,601543528,1280,0,1280,Csin Cic,People (Childrens),Payments to Agencies
Salford City Council,05/12/2024,601543527,1920,0,1920,Csin Cic,People (Childrens),Payments to Agencies
Salford City Council,05/12/2024,1600748480,20981.25,3496.88,17484.37,Enviro Technology Services Plc,Place,Sampling
Salford City Council,05/12/2024,601543566,13000,0,13000,Forbes Solicitors,Resources & Transformation,Provision for Liability Insurance
Salford City Council,05/12/2024,1600748467,2301.35,0,2301.35,Greater Manchester Combined,People (Adults),Payments to Agencies
Salford City Council,05/12/2024,6004012411,6987.59,0,6987.59,Hb Clark And Co Successor,Place,Bar Stocks for hired venues
Salford City Council,05/12/2024,1600748459,1260,210,1050,Manchester & District Home For Lost,Place,Animal Boarding Fees
Salford City Council,05/12/2024,601543537,1039.14,173.19,865.95,Pickerings Europe Ltd,People (Childrens),UV Lift Maintenance
Salford City Council,05/12/2024,601543519,750,0,750,Redacted Data,People (Childrens),Agency Fees
Salford City Council,05/12/2024,6004012364,920,0,920,Sumup *Salford Cleaners,People (Adults),Subscriptions
Salford City Council,05/12/2024,6004012326,9184,0,9184,T/A Sage Care Ltd,People (Adults),Supported Tenancies
Salford City Council,05/12/2024,6004012350,543.9,0,543.9,Temp-Chef.Com Ltd,People (Childrens),Agency Fees
Salford City Council,05/12/2024,6004012416,1295,0,1295,The Cleaning Co (Nw) Limi,People (Adults),Other Professional Fees
Salford City Council,05/12/2024,601543520,1851,308.5,1542.5,Tib Services Ltd,People (Childrens),Agency Fees
Salford City Council,06/12/2024,1600747984,196624.19,32770.7,163853.49,A E Yates Ltd,Capital Expenditure,External Fees - Other
Salford City Council,06/12/2024,1600748557,8726.4,1454.4,7272,Apem Ltd,Place,General Contractor Work
Salford City Council,06/12/2024,1600748546,2090.65,348.44,1742.21,Argyle (North West) Construction Lt,Place,Contractors
Salford City Council,06/12/2024,1600748550,3624.05,604.01,3020.04,Argyle (North West) Construction Lt,Place,Contractors
Salford City Council,06/12/2024,1600748542,4817.71,802.95,4014.76,Argyle (North West) Construction Lt,Place,Contractors
Salford City Council,06/12/2024,1600748543,7629.43,1271.57,6357.86,Argyle (North West) Construction Lt,Place,Contractors
Salford City Council,06/12/2024,1600748404,636,106,530,Ashbrook (Warrington) Ltd,Place,Vehicle annual contract Hire (vms)
Salford City Council,06/12/2024,6004012473,530.6,0,530.6,Beyond Empower Cic,People (Adults),Supported Tenancies
Salford City Council,06/12/2024,1600748095,12222,2037,10185,Bid Group Ltd,Place,UV Minor Decoration and Flooring
Salford City Council,06/12/2024,1600748450,1575,262.5,1312.5,Bloom Procurement Services Ltd,Capital Expenditure,External Fees - Other
Salford City Council,06/12/2024,1600748402,1448.54,241.42,1207.12,Bloom Procurement Services Ltd,Capital Expenditure,Works & Building
Salford City Council,06/12/2024,1600748458,3431.84,571.97,2859.87,Bloom Procurement Services Ltd,Capital Expenditure,Works & Building
Salford City Council,06/12/2024,6004012883,525.11,0,525.11,Booker Limited Ecom,People (Childrens),Food and refreshments
Salford City Council,06/12/2024,601543535,880.28,0,880.28,Chelsea & Westminster Hospital Nhs,Public Health,Payments to Agencies
Salford City Council,06/12/2024,6004012828,595.09,0,595.09,Chicken Joes Ltd,Place,Food and refreshments
Salford City Council,06/12/2024,6004012920,624.09,0,624.09,Chicken Joes Ltd,Place,Food and refreshments
Salford City Council,06/12/2024,6004012905,648.79,0,648.79,Chicken Joes Ltd,Place,Food and refreshments
Salford City Council,06/12/2024,6004012869,724.19,0,724.19,Chicken Joes Ltd,Place,Food and refreshments
Salford City Council,06/12/2024,6004012851,744.49,0,744.49,Chicken Joes Ltd,Place,Food and refreshments
Salford City Council,06/12/2024,601543704,630.48,0,630.48,Child Autism Uk,People (Childrens),Pupil Assistance
Salford City Council,06/12/2024,601543702,721.88,0,721.88,Child Autism Uk,People (Childrens),Pupil Assistance
Salford City Council,06/12/2024,601543701,725.48,0,725.48,Child Autism Uk,People (Childrens),Pupil Assistance
Salford City Council,06/12/2024,601543705,796.73,0,796.73,Child Autism Uk,People (Childrens),Pupil Assistance
Salford City Council,06/12/2024,1600748581,946.19,157.7,788.49,Colas Ltd,Place,Contractors
Salford City Council,06/12/2024,1600748584,1029.85,171.64,858.21,Colas Ltd,Place,Contractors
Salford City Council,06/12/2024,1600748582,1255.81,209.3,1046.51,Colas Ltd,Place,Contractors
Salford City Council,06/12/2024,1600748588,1283.26,213.88,1069.38,Colas Ltd,Place,Contractors
Salford City Council,06/12/2024,1600748586,1415.7,235.95,1179.75,Colas Ltd,Place,Contractors
Salford City Council,06/12/2024,1600748580,2368.16,394.69,1973.47,Colas Ltd,Place,Contractors
Salford City Council,06/12/2024,1600748587,3062.95,510.49,2552.46,Colas Ltd,Place,Contractors
Salford City Council,06/12/2024,1600748575,3392.03,565.35,2826.68,Colas Ltd,Place,Contractors
Salford City Council,06/12/2024,1600748576,4972.22,828.7,4143.52,Colas Ltd,Place,Contractors
Salford City Council,06/12/2024,1600748577,5241.4,873.57,4367.83,Colas Ltd,Place,Contractors
Salford City Council,06/12/2024,1600748578,5832.01,972,4860.01,Colas Ltd,Place,Contractors
Salford City Council,06/12/2024,1600748579,6179.24,1029.87,5149.37,Colas Ltd,Place,Contractors
Salford City Council,06/12/2024,1600748589,6411.97,1068.66,5343.31,Colas Ltd,Place,Contractors
Salford City Council,06/12/2024,1600748583,8836.19,1472.7,7363.49,Colas Ltd,Place,Contractors
Salford City Council,06/12/2024,601543244,619.97,0,619.97,Country Food Services Ltd,Place,Food and refreshments
Salford City Council,06/12/2024,601543526,1620,0,1620,Dragon Football Academy Ltd,People (Childrens),Payments to Agencies
