Authority,Paid date,Document number,Gross,VAT,Net,Supplier,Directorate,GL description
Salford City Council,14/02/2023,1600704884,535.80,89.30,446.50,Burgess Security Systems Ltd,Place Directorate,Works & Building
Salford City Council,14/02/2023,1600704914,583.68,97.28,486.40,Central Power Services Ltd,People (Childrens) Service Group,non -UV Building Repairs & Maintenance
Salford City Council,14/02/2023,1600704919,1498.13,249.69,1248.44,Coating Services Ltd,Capital Expenditure,External Fees - Other
Salford City Council,14/02/2023,1600704920,1607.18,267.86,1339.32,Coating Services Ltd,Capital Expenditure,External Fees - Other
Salford City Council,14/02/2023,6003652050,46399.96,0.00,46399.96,Coveleaf Limited,People (Adults) - CHSC,Residential Care Home
Salford City Council,14/02/2023,6003652051,34188.63,0.00,34188.63,Coveleaf Limited,People (Adults) - CHSC,Residential Care Home external funding
Salford City Council,14/02/2023,601483570,4501.23,0.00,4501.23,Cumberland School,People (Childrens) Service Group,Payments to Agencies
Salford City Council,14/02/2023,1600704896,1684.34,280.72,1403.62,Electoral Reform Services,Service Reform (Corp Bus & Transform),Printing & Photocopying
Salford City Council,14/02/2023,1600704897,9369.96,1561.66,7808.30,Electoral Reform Services,Service Reform (Corp Bus & Transform),Subscriptions
Salford City Council,14/02/2023,1600704888,700.00,0.00,700.00,Family Rights Group Ltd - Frg Ltd,People (Childrens) Service Group,Equipment Purchase
Salford City Council,14/02/2023,601483748,3933.00,655.50,3277.50,Forbes Solicitors,Service Reform (Corp Bus & Transform),Provision for Liability Insurance
Salford City Council,14/02/2023,601483698,6747.50,0.00,6747.50,Forbes Solicitors,Service Reform (Corp Bus & Transform),Provision for Liability Insurance
Salford City Council,14/02/2023,6003652055,27024.66,0.00,27024.66,Ggs Care Home Limited,People (Adults) - CHSC,Residential Care Home external funding
Salford City Council,14/02/2023,6003652054,98797.32,0.00,98797.32,Hc One Ltd - Several Homes,People (Adults) - CHSC,Nursing Home
Salford City Council,14/02/2023,1600704926,1320.00,220.00,1100.00,Institute Of Cemetery & Crematorium,Place Directorate,Training expenses
Salford City Council,14/02/2023,601483549,2941.42,0.00,2941.42,Irlam & Cadishead Academy,People (Childrens) Service Group,Trade Union Supply Cover
Salford City Council,14/02/2023,1600704907,12948.00,2158.00,10790.00,J Fletcher Engineers Ltd,Place Directorate,UV Heating Repairs
Salford City Council,14/02/2023,1600704911,1417.34,236.22,1181.12,J Fletcher Engineers Ltd,Capital Expenditure,Works & Building
Salford City Council,14/02/2023,1600704947,9678.96,1613.16,8065.80,Kdb Services Ltd,Capital Expenditure,Payments to Contractors - Improvements
Salford City Council,14/02/2023,6003652049,96725.70,0.00,96725.70,Kenyon Lodge Nursing Home,People (Adults) - CHSC,Nursing Home
Salford City Council,14/02/2023,1600704894,540.00,90.00,450.00,Kershaw Surveyors,Capital Expenditure,Miscellaneous Grants
Salford City Council,14/02/2023,1600704930,662.74,110.46,552.28,Killgerm Chemicals,Place Directorate,Chemicals
Salford City Council,14/02/2023,1600703875,42095.35,0.00,42095.35,Manchester City Council,Service Reform (Corp Bus & Transform),Legal Fees
Salford City Council,14/02/2023,1600703871,210210.00,35035.00,175175.00,Manchester City Council,Service Reform (Corp Bus & Transform),Legal Fees
Salford City Council,14/02/2023,601483708,1310.00,0.00,1310.00,Mds Mini Buses (Manchester) Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,14/02/2023,1600704899,1200.00,200.00,1000.00,Me Learning Ltd,Service Reform (Corp Bus & Transform),Training of Others
Salford City Council,14/02/2023,601483706,559.68,93.28,466.40,Mike Davies Transport Ltd T/A Lynch,People (Childrens) Service Group,Pupil Assistance
Salford City Council,14/02/2023,6003652047,30497.37,0.00,30497.37,Moorfield House Residential Home,People (Adults) - CHSC,Residential Care Home external funding
Salford City Council,14/02/2023,6003652043,43724.84,0.00,43724.84,New Care Worsley (Opco) Ltd,People (Adults) - CHSC,Nursing Home
Salford City Council,14/02/2023,1600704924,1416.00,236.00,1180.00,North West Assessments Ltd,Service Reform (Corp Bus & Transform),Other Professional Fees
Salford City Council,14/02/2023,1600704921,4440.96,740.16,3700.80,Origin Amenity Solutions Ltd,Place Directorate,Horticultural & Grounds Maintenance (not DSO)
Salford City Council,14/02/2023,1600704867,6521.04,1086.84,5434.20,Phoenix Software Ltd,Service Reform (Corp Bus & Transform),IT  Licence Fees
Salford City Council,14/02/2023,1600704925,3648.00,608.00,3040.00,Pro Fire Safety & Training Ltd,Capital Expenditure,External Fees - Architects
Salford City Council,14/02/2023,1600704929,2793.60,465.60,2328.00,Pro Fire Safety & Training Ltd,Capital Expenditure,Works & Building
Salford City Council,14/02/2023,6003651867,23873.71,0.00,23873.71,Pro Support Ltd,People (Adults) - CHSC,Supported Tenancies
Salford City Council,14/02/2023,6003651794,1348.60,0.00,1348.60,Redacted Data,People (Adults) - CHSC,Fees & Charges
Salford City Council,14/02/2023,6003652060,517.00,0.00,517.00,Redacted Data,People (Childrens) Service Group,Payment to social care clients
Salford City Council,14/02/2023,6003652065,566.26,0.00,566.26,Redacted Data,People (Childrens) Service Group,Payment to social care clients
Salford City Council,14/02/2023,6003652061,572.50,0.00,572.50,Redacted Data,People (Childrens) Service Group,Payment to social care clients
Salford City Council,14/02/2023,6003651747,593.68,0.00,593.68,Redacted Data,People (Adults) - CHSC,Payment to social care clients
Salford City Council,14/02/2023,6003652084,632.50,0.00,632.50,Redacted Data,People (Childrens) Service Group,Payment to social care clients
Salford City Council,14/02/2023,6003652092,650.40,0.00,650.40,Redacted Data,People (Childrens) Service Group,Payment to social care clients
Salford City Council,14/02/2023,6003652086,658.00,0.00,658.00,Redacted Data,People (Childrens) Service Group,Payment to social care clients
Salford City Council,14/02/2023,6003651908,742.12,0.00,742.12,Redacted Data,People (Adults) - CHSC,Payment to social care clients
Salford City Council,14/02/2023,6003652059,748.65,0.00,748.65,Redacted Data,People (Childrens) Service Group,Payment to social care clients
Salford City Council,14/02/2023,6003652079,765.60,0.00,765.60,Redacted Data,People (Childrens) Service Group,Payment to social care clients
Salford City Council,14/02/2023,6003651749,799.20,0.00,799.20,Redacted Data,People (Adults) - CHSC,Payment to social care clients
Salford City Council,14/02/2023,6003652082,801.50,0.00,801.50,Redacted Data,People (Childrens) Service Group,Payment to social care clients
Salford City Council,14/02/2023,6003652078,842.40,0.00,842.40,Redacted Data,People (Childrens) Service Group,Payment to social care clients
Salford City Council,14/02/2023,6003652080,920.00,0.00,920.00,Redacted Data,People (Childrens) Service Group,Payment to social care clients
Salford City Council,14/02/2023,6003651946,1202.80,0.00,1202.80,Redacted Data,People (Adults) - CHSC,Payment to social care clients
Salford City Council,14/02/2023,6003652057,1261.74,0.00,1261.74,Redacted Data,People (Adults) - CHSC,Payment to social care clients
Salford City Council,14/02/2023,6003652076,1344.00,0.00,1344.00,Redacted Data,People (Childrens) Service Group,Payment to social care clients
Salford City Council,14/02/2023,6003652077,1498.00,0.00,1498.00,Redacted Data,People (Childrens) Service Group,Payment to social care clients
Salford City Council,14/02/2023,6003651797,1530.32,0.00,1530.32,Redacted Data,People (Adults) - CHSC,Payment to social care clients
Salford City Council,14/02/2023,6003652070,1548.80,0.00,1548.80,Redacted Data,People (Childrens) Service Group,Payment to social care clients
Salford City Council,14/02/2023,6003652087,2113.84,0.00,2113.84,Redacted Data,People (Childrens) Service Group,Payment to social care clients
Salford City Council,14/02/2023,6003651832,2448.00,0.00,2448.00,Redacted Data,People (Adults) - CHSC,Payment to social care clients
Salford City Council,14/02/2023,6003652088,2810.00,0.00,2810.00,Redacted Data,People (Childrens) Service Group,Payment to social care clients
Salford City Council,14/02/2023,6003651853,3327.36,0.00,3327.36,Redacted Data,People (Adults) - CHSC,Payment to social care clients
Salford City Council,14/02/2023,6003652089,25018.58,0.00,25018.58,Redacted Data,People (Childrens) Service Group,Payment to social care clients
Salford City Council,14/02/2023,1600704898,600.00,0.00,600.00,Redacted Data,People (Childrens) Service Group,Payments to Agencies
Salford City Council,14/02/2023,6003651569,545.55,0.00,545.55,Redacted Data,People (Adults) - CHSC,Residents Personal Allowances - Private Sector
Salford City Council,14/02/2023,6003651533,577.80,0.00,577.80,Redacted Data,People (Adults) - CHSC,Residents Personal Allowances - Private Sector
Salford City Council,14/02/2023,6003651511,798.60,0.00,798.60,Redacted Data,People (Adults) - CHSC,Residents Personal Allowances - Private Sector
Salford City Council,14/02/2023,6003651599,840.00,0.00,840.00,Redacted Data,People (Adults) - CHSC,Residents Personal Allowances - Private Sector
Salford City Council,14/02/2023,6003651575,944.40,0.00,944.40,Redacted Data,People (Adults) - CHSC,Residents Personal Allowances - Private Sector
Salford City Council,14/02/2023,6003651514,1331.80,0.00,1331.80,Redacted Data,People (Adults) - CHSC,Residents Personal Allowances - Private Sector
Salford City Council,14/02/2023,6003651500,1693.52,0.00,1693.52,Redacted Data,People (Adults) - CHSC,Residents Personal Allowances - Private Sector
Salford City Council,14/02/2023,6003651519,2116.80,0.00,2116.80,Redacted Data,People (Adults) - CHSC,Residents Personal Allowances - Private Sector
Salford City Council,14/02/2023,6003651546,2253.75,0.00,2253.75,Redacted Data,People (Adults) - CHSC,Residents Personal Allowances - Private Sector
Salford City Council,14/02/2023,601483730,24440.44,0.00,24440.44,Reed Specialist Recruitment Ltd,People (Childrens) Service Group,Payments to Agencies
Salford City Council,14/02/2023,1600698510,16500.00,0.00,16500.00,Royal Bolton Hospital Nhs,Public Health,Payments to Agencies
Salford City Council,14/02/2023,1600681506,16618.87,0.00,16618.87,Royal Bolton Hospital Nhs,Public Health,Payments to Agencies
Salford City Council,14/02/2023,1600682564,16618.87,0.00,16618.87,Royal Bolton Hospital Nhs,Public Health,Payments to Agencies
Salford City Council,14/02/2023,1600698520,35000.00,0.00,35000.00,Royal Bolton Hospital Nhs,Public Health,Payments to Agencies
Salford City Council,14/02/2023,1600703485,35000.00,0.00,35000.00,Royal Bolton Hospital Nhs,Public Health,Payments to Agencies
Salford City Council,14/02/2023,1600700017,49856.50,0.00,49856.50,Royal Bolton Hospital Nhs,Public Health,Payments to Agencies
Salford City Council,14/02/2023,1600703486,49856.50,0.00,49856.50,Royal Bolton Hospital Nhs,Public Health,Payments to Agencies
Salford City Council,14/02/2023,1600704923,1295.10,215.85,1079.25,Rr Consultancy Ltd,People (Childrens) Service Group,Payments to Agencies
Salford City Council,14/02/2023,601483562,816.00,136.00,680.00,Rtriibe,People (Childrens) Service Group,Agency Fees
Salford City Council,14/02/2023,6003652532,642.83,0.00,642.83,Ryanair 224Pg8G3G,People (Childrens) Service Group,Staff Travel
Salford City Council,14/02/2023,6003652053,30714.29,0.00,30714.29,Skolak Homes Ltd,People (Adults) - CHSC,Nursing Home
Salford City Council,14/02/2023,1600704900,1800.00,300.00,1500.00,Small Steps Consultants Ltd,Place Directorate,Conferences / Seminars
Salford City Council,14/02/2023,1600704892,3148.45,524.74,2623.71,Standard Fuel Oils Ltd,Place Directorate,Vehicle Ancillary Costs
Salford City Council,14/02/2023,1600704893,31665.48,5277.58,26387.90,Standard Fuel Oils Ltd,Place Directorate,Vehicle Ancillary Costs
Salford City Council,14/02/2023,1600704881,31713.82,5285.64,26428.18,Standard Fuel Oils Ltd,Place Directorate,Vehicle Ancillary Costs
Salford City Council,14/02/2023,1600704909,3066.00,511.00,2555.00,Stannah Stairlifts Ltd,Capital Expenditure,Miscellaneous Grants
Salford City Council,14/02/2023,1600704913,3603.60,600.60,3003.00,Stannah Stairlifts Ltd,Capital Expenditure,Miscellaneous Grants
Salford City Council,14/02/2023,601483745,1700.00,0.00,1700.00,Stepdown Community Services,People (Childrens) Service Group,Payments to Agencies
Salford City Council,14/02/2023,601483741,20677.00,0.00,20677.00,Stepdown Community Services,People (Childrens) Service Group,Payments to Agencies
Salford City Council,14/02/2023,601483746,22103.00,0.00,22103.00,Stepdown Community Services,People (Childrens) Service Group,Payments to Agencies
Salford City Council,14/02/2023,601483747,22103.00,0.00,22103.00,Stepdown Community Services,People (Childrens) Service Group,Payments to Agencies
Salford City Council,14/02/2023,601483558,766.50,127.75,638.75,T/A Axcis Education Recruitment,People (Childrens) Service Group,Agency Fees
Salford City Council,14/02/2023,6003651550,18751.15,0.00,18751.15,T/A Sage Care Ltd,People (Adults) - CHSC,Supported Tenancies
Salford City Council,14/02/2023,601483542,558.00,93.00,465.00,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,14/02/2023,601483560,695.76,115.96,579.80,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,14/02/2023,601483552,831.60,138.60,693.00,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,14/02/2023,601483559,856.50,142.75,713.75,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,14/02/2023,601483553,923.76,153.96,769.80,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,14/02/2023,601483554,923.76,153.96,769.80,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,14/02/2023,6003652048,57421.37,0.00,57421.37,The Broughtons Residential Home,People (Adults) - CHSC,Residential Care Home external funding
Salford City Council,14/02/2023,1600704901,900.00,0.00,900.00,The Institute Of,Place Directorate,Training expenses
Salford City Council,14/02/2023,601483567,1590.60,265.10,1325.50,Time Recruitment Solutions Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,14/02/2023,1600704963,3155.00,525.83,2629.17,Trafford Mbc,Service Reform (Corp Bus & Transform),Consultants
Salford City Council,14/02/2023,1600704961,15775.00,2629.17,13145.83,Trafford Mbc,Service Reform (Corp Bus & Transform),Consultants
Salford City Council,14/02/2023,1600703831,33000.00,0.00,33000.00,Turning Point Services Limited,Public Health,Payments to Agencies
Salford City Council,14/02/2023,1600703832,33000.00,0.00,33000.00,Turning Point Services Limited,Public Health,Payments to Agencies
Salford City Council,14/02/2023,1600703835,33000.00,0.00,33000.00,Turning Point Services Limited,Public Health,Payments to Agencies
Salford City Council,14/02/2023,1600703841,33000.00,0.00,33000.00,Turning Point Services Limited,Public Health,Payments to Agencies
Salford City Council,14/02/2023,6003652044,138991.35,0.00,138991.35,Ultimate Care Ltd,People (Adults) - CHSC,Nursing Home
Salford City Council,14/02/2023,1600704895,2070.00,345.00,1725.00,Vivid Resourcing,Place Directorate,Agency Fees
Salford City Council,14/02/2023,1600704942,5356.56,892.76,4463.80,Wright Build Ltd,Capital Expenditure,Works & Building
Salford City Council,14/02/2023,1600704932,9084.66,1514.11,7570.55,Xma Ltd,Capital Expenditure,Purchase of Computer Equipment
Salford City Council,15/02/2023,1600704996,890.64,148.44,742.20,Advanced Child Care Assessments Ltd,People (Childrens) Service Group,Payments to Agencies
Salford City Council,15/02/2023,601484077,2961.00,126.00,2835.00,Alexander Housing Ltd,People (Adults) - CHSC,Rents
Salford City Council,15/02/2023,601484075,3024.00,189.00,2835.00,Alexander Housing Ltd,People (Adults) - CHSC,Rents
Salford City Council,15/02/2023,601484076,3024.00,189.00,2835.00,Alexander Housing Ltd,People (Adults) - CHSC,Rents
Salford City Council,15/02/2023,601484078,3024.00,189.00,2835.00,Alexander Housing Ltd,People (Adults) - CHSC,Rents
Salford City Council,15/02/2023,601484081,3150.00,315.00,2835.00,Alexander Housing Ltd,People (Adults) - CHSC,Rents
Salford City Council,15/02/2023,601484080,3213.00,378.00,2835.00,Alexander Housing Ltd,People (Adults) - CHSC,Rents
Salford City Council,15/02/2023,601484079,3276.00,441.00,2835.00,Alexander Housing Ltd,People (Adults) - CHSC,Rents
Salford City Council,15/02/2023,601484074,3519.00,324.00,3195.00,Alexander Housing Ltd,People (Adults) - CHSC,Rents
Salford City Council,15/02/2023,1600705058,561.60,93.60,468.00,Alliance Disposables Ltd,Place Directorate,Cleaning Materials
Salford City Council,15/02/2023,1600704981,617.92,102.99,514.93,Alliance Disposables Ltd,Place Directorate,Cleaning Materials
Salford City Council,15/02/2023,1600705050,779.59,129.93,649.66,Alliance Disposables Ltd,Place Directorate,Cleaning Materials
Salford City Council,15/02/2023,1600705089,1051.20,175.20,876.00,Alliance Disposables Ltd,Place Directorate,Cleaning Materials
Salford City Council,15/02/2023,1600705098,9885.05,1647.51,8237.54,Altitude Services Ltd,Place Directorate,Contractors
Salford City Council,15/02/2023,601483922,15391.20,0.00,15391.20,Ateres Elisheva Daycare,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483796,3775.20,0.00,3775.20,Auntie Stephs Playgroup,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483923,4966.50,0.00,4966.50,Auntie Stephs Playgroup,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,1600705025,547.20,91.20,456.00,Beesley And Fildes Ltd,Place Directorate,Equipment Purchase
Salford City Council,15/02/2023,601483797,580.80,0.00,580.80,Beis Malka Beiz Girls-Nursery,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483924,15265.25,0.00,15265.25,Beis Malka Beiz Girls-Nursery,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483798,580.80,0.00,580.80,Beis Rochel Manchester Girls School,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483925,12212.20,0.00,12212.20,Beis Rochel Manchester Girls School,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483799,5178.62,0.00,5178.62,Beis Ruchel School Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483926,11187.00,0.00,11187.00,Beis Ruchel School Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483817,3484.80,0.00,3484.80,Beltodam Ltd T/A Early Learning Chi,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483946,9009.00,0.00,9009.00,Beltodam Ltd T/A Early Learning Chi,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483800,1452.00,0.00,1452.00,Belz Cheider Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483927,13621.30,0.00,13621.30,Belz Cheider Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483801,2904.00,0.00,2904.00,Big Steps Playgroup,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483928,3311.00,0.00,3311.00,Big Steps Playgroup,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483929,14325.85,0.00,14325.85,Bnos Margulis Viznitz Girls School,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483822,2555.52,0.00,2555.52,Bnos Yisroel Schools Manchester Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483930,20848.08,0.00,20848.08,Bnos Yisroel Schools Manchester Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483803,580.80,0.00,580.80,Boothstown Playgroup,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483931,2760.12,0.00,2760.12,Boothstown Playgroup,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483932,14076.15,0.00,14076.15,Branwood Preparatory School,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483933,11442.35,0.00,11442.35,Bridgewater School,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483759,1957.50,0.00,1957.50,Bristow & Sutor,Service Reform (Corp Bus & Transform),VAT Adjustment
Salford City Council,15/02/2023,1600705093,2864.40,477.40,2387.00,British Standards Institute Ltd,Place Directorate,Training of Staff
Salford City Council,15/02/2023,601483916,22147.95,0.00,22147.95,Broadoak Cp School,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483915,18601.00,0.00,18601.00,Broughton Jewish C F Academy,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483938,2469.50,0.00,2469.50,Broughton Jewish Cassel Fox,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,1600705138,614.40,102.40,512.00,Bunzl Uk Ltd,Place Directorate,Materials
Salford City Council,15/02/2023,1600704983,6662.20,0.00,6662.20,C Owens Builders/Contractors,Capital Expenditure,Improvement Grants
Salford City Council,15/02/2023,601483936,8408.40,0.00,8408.40,Care Chiefs,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483809,9583.20,0.00,9583.20,Care Chiefs,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483826,1161.60,0.00,1161.60,Cherry Tots Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483815,2613.60,0.00,2613.60,Claremont Neighbourhood Nursery,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483942,6063.20,0.00,6063.20,Claremont Neighbourhood Nursery,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483943,20249.90,0.00,20249.90,Clarendon Cottage Preparatory School,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483879,6098.40,0.00,6098.40,Clk Childcare Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601484007,12762.75,0.00,12762.75,Clk Childcare Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483902,1161.60,0.00,1161.60,Cottage Nursery,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601484028,5531.68,0.00,5531.68,Cottage Nursery,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,1600705007,13462.50,0.00,13462.50,Csin Cic,People (Childrens) Service Group,Pupil Assistance
Salford City Council,15/02/2023,601483772,688.00,0.00,688.00,Department For Work & Pensions,Service Reform (Corp Bus & Transform),Provision for Liability Insurance
Salford City Council,15/02/2023,6003653305,1204.00,0.00,1204.00,Divrse 1 Ltd,People (Adults) - CHSC,Rents
Salford City Council,15/02/2023,6003653350,1484.00,0.00,1484.00,Divrse 1 Ltd,People (Adults) - CHSC,Rents
Salford City Council,15/02/2023,6003653280,2996.00,0.00,2996.00,Divrse 1 Ltd,People (Adults) - CHSC,Rents
Salford City Council,15/02/2023,6003653325,3595.20,0.00,3595.20,Divrse 1 Ltd,People (Adults) - CHSC,Rents
Salford City Council,15/02/2023,6003653269,1365.00,0.00,1365.00,Divrse Ltd,People (Adults) - CHSC,Rents
Salford City Council,15/02/2023,6003653331,2730.00,0.00,2730.00,Divrse Ltd,People (Adults) - CHSC,Rents
Salford City Council,15/02/2023,6003653273,2996.00,0.00,2996.00,Divrse Ltd,People (Adults) - CHSC,Rents
Salford City Council,15/02/2023,6003653304,2996.00,0.00,2996.00,Divrse Ltd,People (Adults) - CHSC,Rents
Salford City Council,15/02/2023,6003653313,4793.60,0.00,4793.60,Divrse Ltd,People (Adults) - CHSC,Rents
Salford City Council,15/02/2023,6003653344,1797.60,0.00,1797.60,Divrse P1 Ltd,People (Adults) - CHSC,Rents
Salford City Council,15/02/2023,6003653267,2396.80,0.00,2396.80,Divrse P1 Ltd,People (Adults) - CHSC,Rents
Salford City Council,15/02/2023,6003653272,2396.80,0.00,2396.80,Divrse P1 Ltd,People (Adults) - CHSC,Rents
Salford City Council,15/02/2023,6003653339,2396.80,0.00,2396.80,Divrse P1 Ltd,People (Adults) - CHSC,Rents
Salford City Council,15/02/2023,6003653348,2396.80,0.00,2396.80,Divrse P1 Ltd,People (Adults) - CHSC,Rents
Salford City Council,15/02/2023,6003653303,2996.00,0.00,2996.00,Divrse P1 Ltd,People (Adults) - CHSC,Rents
Salford City Council,15/02/2023,6003653334,4793.60,0.00,4793.60,Divrse P1 Ltd,People (Adults) - CHSC,Rents
Salford City Council,15/02/2023,601483917,5651.10,0.00,5651.10,Dukesgate Academy,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,1600705042,4633.20,772.20,3861.00,Energy Controls Group Ltd,Place Directorate,Subscriptions
Salford City Council,15/02/2023,1600704999,958.18,159.70,798.48,Enterprise Flex E-Rent,Place Directorate,Vehicle annual contract Hire (vms)
Salford City Council,15/02/2023,1600705001,2173.29,362.21,1811.08,Enterprise Flex E-Rent,Place Directorate,Vehicle annual contract Hire (vms)
Salford City Council,15/02/2023,601483947,6506.50,0.00,6506.50,Evergreen Childrens Day Nursery,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483821,2613.60,0.00,2613.60,Fairhills Playgroup Pre-School,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483948,5203.00,0.00,5203.00,Fairhills Playgroup Pre-School,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483823,1716.00,0.00,1716.00,Fledglings (Irlam) Limited,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483950,10756.09,0.00,10756.09,Fledglings (Irlam) Limited,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483824,1452.00,0.00,1452.00,Fledglings Day Nursery Worsley,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483949,17303.08,0.00,17303.08,Fledglings Day Nursery Worsley,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483855,4065.60,0.00,4065.60,Folly Brook Nursery Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483986,11761.75,0.00,11761.75,Folly Brook Nursery Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483768,1245.60,0.00,1245.60,Forbes Solicitors,Service Reform (Corp Bus & Transform),Provision for Liability Insurance
Salford City Council,15/02/2023,601483871,1452.00,0.00,1452.00,Fun 2B2,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483769,1602.00,267.00,1335.00,G & A Taylor Hotels Ltd,People (Adults) - CHSC,Rents
Salford City Council,15/02/2023,601483770,2520.00,420.00,2100.00,G & A Taylor Hotels Ltd,People (Adults) - CHSC,Rents
Salford City Council,15/02/2023,1600705036,6667.00,0.00,6667.00,Gmw Mental Health Nhs Ft,Public Health,Payments to Agencies
Salford City Council,15/02/2023,601483952,7342.50,0.00,7342.50,Habonim Nursery,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,1600704985,6814.80,1135.80,5679.00,Handicare Accessibility Ltd,Capital Expenditure,Miscellaneous Grants
Salford City Council,15/02/2023,601483827,2323.20,0.00,2323.20,Happy Childcare Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483828,6969.60,0.00,6969.60,Happy Feet Day Nursery,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483953,7257.25,0.00,7257.25,Happy Feet Day Nursery,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483813,1161.60,0.00,1161.60,Hello Kiddies Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483940,1316.70,0.00,1316.70,Hello Kiddies Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,1600705096,2441.59,406.93,2034.66,Images&Co Ltd,Service Reform (Corp Bus & Transform),Food and refreshments
Salford City Council,15/02/2023,1600705097,620.00,0.00,620.00,Images&Co Ltd,Service Reform (Corp Bus & Transform),Marketing & Publicity
Salford City Council,15/02/2023,1600704994,2520.00,420.00,2100.00,Inform Cpi Limited,Service Reform (Corp Bus & Transform),Computer Software (no annual fee)
Salford City Council,15/02/2023,601484043,2601.50,0.00,2601.50,Inspiring Communities Together,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,15/02/2023,601483913,3194.40,0.00,3194.40,Inspiring Communities Together,People (Childrens) Service Group,Payments to Private Providers
