Internal Reference,Statement Period – End Date,Transaction – Transaction Date,Transaction – Transaction Type,Transaction – Billing Amount,Supplier
DS,26/04/2024,03/04/2024,Purchase,134.95,Brewers Telford
JB,26/04/2024,24/04/2024,Purchase,135.5,Hm Passport Office
DS,26/04/2024,08/04/2024,Purchase,137.09,Trainline
JR,26/04/2024,15/04/2024,Purchase,138.89,Trainline
JB,26/04/2024,03/04/2024,Purchase,139,Dial A Mattress
JB,26/04/2024,27/03/2024,Purchase,139.99,Amazon* 026-6549853-68
JB,26/04/2024,09/04/2024,Purchase,140,Widgit Software
JR,26/04/2024,31/03/2024,Purchase,140.93,Amazon* 204-1566504-41
AA,26/04/2024,24/04/2024,Purchase,143,Ihbc.Org.Uk
AA,26/04/2024,19/04/2024,Purchase,143.28,Shop.Swimming.Org
AA,26/04/2024,02/04/2024,Purchase,144,Skills For Care
AA,26/04/2024,13/04/2024,Purchase,144,Dolphin Leisure
JR,26/04/2024,09/04/2024,Purchase,144,Cp Plus Ltd
JR,26/04/2024,11/04/2024,Purchase,144,Sli Do
JR,26/04/2024,15/04/2024,Purchase,144,Cp Plus Ltd
JR,26/04/2024,15/04/2024,Purchase,144,Cp Plus Ltd
JR,26/04/2024,23/04/2024,Purchase,144,Cp Plus Ltd
JR,26/04/2024,11/04/2024,Purchase,144,Cp Plus Ltd
JR,26/04/2024,10/04/2024,Purchase,144.27,Trainline
DS,26/04/2024,08/04/2024,Purchase,144.35,Telford Repro
JR,26/04/2024,12/04/2024,Purchase,144.46,Viking
JB,26/04/2024,18/04/2024,Purchase,144.79,Trainline
AA,26/04/2024,05/04/2024,Purchase,148.84,Bearing Man Ltd
AA,26/04/2024,03/04/2024,Purchase,150,Travelodge Gb0000
JR,26/04/2024,02/04/2024,Purchase,150.99,Booker Limited Ecom
JR,26/04/2024,12/04/2024,Purchase,151,Buckatree Hall Hotel
JR,26/04/2024,12/04/2024,Credit Voucher,151,Buckatree Hall Hotel
AA,26/04/2024,16/04/2024,Purchase,152,Afordawards.Co.Uk
JB,26/04/2024,27/03/2024,Purchase,152.35,Www.Purpleflame.Co.Uk
JB,26/04/2024,17/04/2024,Purchase,152.99,Amazon* 026-1943185-72
AA,26/04/2024,05/04/2024,Purchase,152.99,Travelodge Gb0000
AA,26/04/2024,03/04/2024,Purchase,153,Travelodge Gb0000
AA,26/04/2024,23/04/2024,Purchase,155.15,Amazon* 203-5712680-95
JB,26/04/2024,02/04/2024,Purchase,156.71,Airbnb * Hmjbtpza42
JR,26/04/2024,13/04/2024,Purchase,156.95,Amazon* 204-9273019-09
JB,26/04/2024,22/03/2024,Credit Voucher,159,Trainline
AA,26/04/2024,26/03/2024,Purchase,161.28,United Kingdom Health Sec
JB,26/04/2024,04/04/2024,Purchase,161.33,Amazon* Billie Wilcox
AA,26/04/2024,12/04/2024,Purchase,162.99,Travelodge Gb0000
JB,26/04/2024,12/04/2024,Purchase,164.34,Bkg*hotel At Booking.C
DS,26/04/2024,12/04/2024,Purchase,164.96,Amazon* 204-7303924-55
JR,26/04/2024,16/04/2024,Purchase,166.61,Booker Limited Ecom
JB,26/04/2024,28/03/2024,Purchase,166.95,Www.Argos.Co.Uk
AA,26/04/2024,05/04/2024,Purchase,166.99,Travelodge Gb0000
DS,26/04/2024,03/04/2024,Purchase,168,Travelodge Gb0000
JR,26/04/2024,15/04/2024,Purchase,169,Bkg*hotel At Booking.C
JB,26/04/2024,10/04/2024,Purchase,169.5,Tvlicensing.Co.Uk
AA,26/04/2024,18/04/2024,Purchase,169.5,Tvlicensing.Co.Uk
JR,26/04/2024,15/04/2024,Purchase,170,Debt Recovery Plus Limite
JR,26/04/2024,26/03/2024,Purchase,170,Telford Timber Supplies
JR,26/04/2024,24/04/2024,Purchase,170,Royal Mail Online Shop
JB,26/04/2024,28/03/2024,Purchase,170.49,Trainline
DS,26/04/2024,12/04/2024,Purchase,172.58,Booker Ltd - 38598984
AA,26/04/2024,31/03/2024,Purchase,175,Www.Apea.Org.Uk
JB,26/04/2024,28/03/2024,Purchase,176,Alton Towers
JR,26/04/2024,09/04/2024,Purchase,179.94,Amazon* 204-8149303-42
JB,26/04/2024,18/04/2024,Purchase,180.98,Amazon* 202-4776195-66
AA,26/04/2024,02/04/2024,Purchase,183.93,Amazon* 204-7502430-35
JB,26/04/2024,04/04/2024,Purchase,183.99,Amazon.Co.Uk*he73g43c4
AA,26/04/2024,05/04/2024,Purchase,188,Premier Inn
AA,26/04/2024,19/04/2024,Purchase,189.15,Cartwrights Waste Disposa
JB,26/04/2024,25/04/2024,Purchase,191.94,Posturite Ltd
JB,26/04/2024,28/03/2024,Purchase,193.13,Airbnb * Hmnewj4wa5
JR,26/04/2024,24/04/2024,Purchase,194.4,Uk Point Of Sale Group Lt
JR,26/04/2024,23/04/2024,Purchase,195,Www.Cips.Org
AA,26/04/2024,01/04/2024,Purchase,196.14,Google*cloud 4fq98q
JR,26/04/2024,05/04/2024,Purchase,196.39,Trainline
AA,26/04/2024,11/04/2024,Purchase,197.79,Mtr.Co.Uk
JB,26/04/2024,26/03/2024,Purchase,198.09,Trainline
AA,26/04/2024,18/04/2024,Purchase,199.92,Amazon* 204-0402893-96
AA,26/04/2024,26/03/2024,Purchase,200,Gambling Commission
AA,26/04/2024,11/04/2024,Purchase,206.74,Nbxwwwtheiheorg
AA,26/04/2024,12/04/2024,Purchase,209,Premier Inn
JB,26/04/2024,11/04/2024,Purchase,209.01,Www.Wychavon.Gov.Uk
JR,26/04/2024,11/04/2024,Credit Voucher,214.8,Cp Plus Ltd
AA,26/04/2024,15/04/2024,Purchase,215,Travelodge Gb0000
AA,26/04/2024,19/04/2024,Purchase,215.99,Travelodge Gb0000
AA,26/04/2024,19/04/2024,Purchase,215.99,Travelodge Gb0000
JR,26/04/2024,09/04/2024,Purchase,216,Cp Plus Ltd
JR,26/04/2024,12/04/2024,Purchase,216,Green Skip Hire
DS,26/04/2024,17/04/2024,Purchase,221.09,Trainline
AA,26/04/2024,09/04/2024,Purchase,223.16,Adobe *adobe
AA,26/04/2024,18/04/2024,Purchase,229.95,Clr*www.Seamarknunn.C
JR,26/04/2024,26/03/2024,Purchase,230,Telford Timber Supplies
AA,26/04/2024,10/04/2024,Purchase,232.78,Sp Streetfoodpackagi
AA,26/04/2024,25/04/2024,Purchase,232.98,Travelodge Gb0000
DS,26/04/2024,22/04/2024,Purchase,236.48,Sp Services
DS,26/04/2024,12/04/2024,Purchase,238.8,Www.Local.Gov.Uk
JR,26/04/2024,12/04/2024,Purchase,240.02,Hotelscom7205436984576
DS,26/04/2024,23/04/2024,Purchase,244,Www.Aat-Org.Uk
JR,26/04/2024,31/03/2024,Purchase,244.99,Amazon* 204-9900484-36
JB,26/04/2024,17/04/2024,Purchase,248.95,Www.Argos.Co.Uk
JB,26/04/2024,27/03/2024,Purchase,249,Amazon* 026-8198102-75
AA,26/04/2024,28/03/2024,Purchase,249.97,Travelodge Gb0000
AA,26/04/2024,02/04/2024,Purchase,258.3,Cartwrights Waste Disposa
JR,26/04/2024,31/03/2024,Purchase,259,Amazon* 204-6748007-66
JB,26/04/2024,09/04/2024,Purchase,260,Octopus Energy Ltd
JR,26/04/2024,27/03/2024,Purchase,261.24,Amazon* 204-7615777-64
JR,26/04/2024,08/04/2024,Credit Voucher,261.24,Amazon* 204-7615777-64
JR,26/04/2024,09/04/2024,Purchase,264.97,Travelodge Gb0000
JB,26/04/2024,04/04/2024,Purchase,266.95,Www.Argos.Co.Uk
JB,26/04/2024,02/04/2024,Purchase,270.37,B&m 210 - Northern Quarte
JR,26/04/2024,12/04/2024,Purchase,270.46,Travelodge Gb0000
JB,26/04/2024,23/04/2024,Purchase,271.49,Amazon* 202-7763898-39
DS,26/04/2024,11/04/2024,Purchase,273,Www.Cips.Org
JB,26/04/2024,27/03/2024,Purchase,275,Amazon* 026-5064392-19
JR,26/04/2024,18/04/2024,Purchase,275.01,Independent Living Suppli
JR,26/04/2024,18/04/2024,Credit Voucher,275.01,Independent Living Suppli
JB,26/04/2024,10/04/2024,Purchase,275.94,Www.Argos.Co.Uk
DS,26/04/2024,03/04/2024,Purchase,280,British Gas Otp
AA,26/04/2024,28/03/2024,Purchase,280.97,Travelodge Gb0000
AA,26/04/2024,17/04/2024,Purchase,286.2,Amazon* 202-2963950-64
AA,26/04/2024,03/04/2024,Purchase,287.25,Institution Of Civil
JB,26/04/2024,28/03/2024,Purchase,289.97,Travelodge Gb0000
AA,26/04/2024,19/04/2024,Purchase,291.54,Digital Id
JR,26/04/2024,12/04/2024,Purchase,294.95,Bkg*hotel At Booking.C
JB,26/04/2024,08/04/2024,Purchase,295,Argos Ltd
AA,26/04/2024,28/03/2024,Purchase,299.97,Travelodge Gb0000
AA,26/04/2024,28/03/2024,Purchase,299.97,Travelodge Gb0000
DS,26/04/2024,09/04/2024,Purchase,309,Www.Accounts@iia.Org.U
DS,26/04/2024,09/04/2024,Purchase,309,Www.Accounts@iia.Org.U
JB,26/04/2024,05/04/2024,Purchase,312.24,Travelodge Gb0000
DS,26/04/2024,24/04/2024,Purchase,313.18,Greenstik Material
AA,26/04/2024,14/04/2024,Purchase,316.8,Msft * E0100rqr76
AA,26/04/2024,11/04/2024,Purchase,327.6,Canoe Wales
JB,26/04/2024,27/03/2024,Purchase,327.75,A2bgocarzabc
JR,26/04/2024,16/04/2024,Purchase,328.47,Travelodge Gb0000
JR,26/04/2024,18/04/2024,Purchase,330.01,Independent Living Suppli
JB,26/04/2024,11/04/2024,Purchase,332,Sp Noa And Nani Furnit
JR,26/04/2024,09/04/2024,Purchase,334,Ao Retail Limited
DS,26/04/2024,12/04/2024,Purchase,337.5,Dvla Vehicle Tax
DS,26/04/2024,19/04/2024,Purchase,337.5,Dvla Vehicle Tax
DS,26/04/2024,09/04/2024,Purchase,338.89,Trainline
AA,26/04/2024,28/03/2024,Purchase,341,Premier Inn
AA,26/04/2024,08/04/2024,Purchase,347.83,Debenhams.Com
JR,26/04/2024,11/04/2024,Purchase,354.89,Amazon* 204-3373344-88
JB,26/04/2024,23/04/2024,Purchase,364.99,Amazon* 202-6417241-91
JB,26/04/2024,19/04/2024,Purchase,369.98,Amazon* 202-2518998-14
JR,26/04/2024,28/03/2024,Purchase,371,Amazon.Co.Uk*hk3t60f55
JB,26/04/2024,28/03/2024,Purchase,374,Argos Ltd
JR,26/04/2024,17/04/2024,Purchase,374.96,Travelodge Gb0000
JR,26/04/2024,04/04/2024,Purchase,384.45,Travelodge Gb0000
AA,26/04/2024,28/03/2024,Purchase,390,Paypal *aetopia Ltd
AA,26/04/2024,28/03/2024,Purchase,390,Paypal *aetopia Ltd
AA,26/04/2024,17/04/2024,Purchase,395.94,Superlec
AA,26/04/2024,03/04/2024,Purchase,400,Gambling Commission
AA,26/04/2024,23/04/2024,Purchase,408,Turtledefi* T #17641
AA,26/04/2024,03/04/2024,Purchase,409.96,The Bikeability Trust
JR,26/04/2024,28/03/2024,Purchase,422.45,The White House Hotel
JR,26/04/2024,05/04/2024,Purchase,422.45,The White House Hotel
JR,26/04/2024,19/04/2024,Purchase,422.45,The White House Hotel
JR,26/04/2024,15/04/2024,Purchase,422.45,The White House Hotel
JR,26/04/2024,01/04/2024,Purchase,429.99,Amazon.Co.Uk*h90bc1uw4
JB,26/04/2024,02/04/2024,Purchase,432,Green Skip Hire
AA,26/04/2024,27/03/2024,Purchase,448,Www.Architecture.Com/r
DS,26/04/2024,26/03/2024,Purchase,456,The Headset Store
DS,26/04/2024,05/04/2024,Credit Voucher,457.8,Amazon* 205-7320336-81
AA,26/04/2024,26/03/2024,Purchase,471.12,United Kingdom Health Sec
DS,26/04/2024,16/04/2024,Purchase,476.1,Viking
JB,26/04/2024,10/04/2024,Purchase,495,Education & Traini
JB,26/04/2024,23/04/2024,Credit Voucher,495,Education & Traini
DS,26/04/2024,15/04/2024,Purchase,500,Sumup *gourmet Cantering
JB,26/04/2024,11/04/2024,Purchase,527.43,Ast Floorcoverings Limit
AA,26/04/2024,10/04/2024,Purchase,539,Rics Subs UK Cybs
DS,26/04/2024,27/03/2024,Purchase,540,Llg Enterprises Ltd
JR,26/04/2024,09/04/2024,Purchase,549,Gear4music Limited
JB,26/04/2024,05/04/2024,Purchase,555.47,Airbnb * Hmmfxd4brs
AA,26/04/2024,24/04/2024,Purchase,560,Health&safety Lab
DS,26/04/2024,04/04/2024,Purchase,599.48,Www.Weprintlanyards.Co
DS,26/04/2024,24/04/2024,Purchase,599.94,Garmin
DS,26/04/2024,24/04/2024,Purchase,599.94,Garmin
JR,26/04/2024,22/04/2024,Purchase,614.25,Bkg*hotel At Booking.C
AA,26/04/2024,10/04/2024,Purchase,638.4,Www.Supertuffeurope.Co
JB,26/04/2024,05/04/2024,Purchase,646.32,Chrisbeon Office Supplies
DS,26/04/2024,24/04/2024,Purchase,675.9,Chrisbeon Office Supplies
AA,26/04/2024,27/03/2024,Purchase,677.5,Dvla Vehicle Tax
DS,26/04/2024,10/04/2024,Purchase,680.4,Www.Local.Gov.Uk
DS,26/04/2024,10/04/2024,Purchase,680.4,Www.Local.Gov.Uk
JB,26/04/2024,17/04/2024,Purchase,688.97,Airbnb * Hm92yyy8te
JR,26/04/2024,31/03/2024,Credit Voucher,714,Bkg*hotel At Booking.C
AA,26/04/2024,12/04/2024,Purchase,738,Cartwrights Waste Disposa
JB,26/04/2024,04/04/2024,Purchase,758.6,Stoke Council
JB,26/04/2024,26/03/2024,Purchase,768.34,Shropshire Council
JR,26/04/2024,28/03/2024,Purchase,796,Amazon.Co.Uk*g96mn0vp5
JR,26/04/2024,23/04/2024,Purchase,800,The Swan Hotel
JR,26/04/2024,23/04/2024,Purchase,870.4,Bkg*hotel At Booking.C
JR,26/04/2024,11/04/2024,Purchase,874.35,A.K. Williams And Sons
JB,26/04/2024,25/04/2024,Purchase,900,Ironbridge Holidays
JB,26/04/2024,02/04/2024,Purchase,900,Airbnb * Hmjbtpza42
JB,26/04/2024,22/04/2024,Purchase,937.8,Hotel At Booking.Com
JB,26/04/2024,11/04/2024,Purchase,938.74,Airbnb * Hm233ffx3y
JB,26/04/2024,24/04/2024,Purchase,979,Airbnb * Hmfrwcapqb
JB,26/04/2024,05/04/2024,Purchase,1050,Www.1508stays.Co.Uk
JB,26/04/2024,05/04/2024,Purchase,1050,Www.1508stays.Co.Uk
DS,26/04/2024,04/04/2024,Purchase,1050.84,Www.Shaws.Co.Uk
JB,26/04/2024,28/03/2024,Purchase,1080,Airbnb * Hmnewj4wa5
JB,26/04/2024,17/04/2024,Purchase,1197.6,Parentassess
JR,26/04/2024,10/04/2024,Purchase,1234.24,Bkg*hotel At Booking.C
JR,26/04/2024,28/03/2024,Purchase,1236.2,Bkg*hotel At Booking.C
DS,26/04/2024,10/04/2024,Purchase,1373.96,Travelodge Gb0000
JB,26/04/2024,02/04/2024,Purchase,1400,Planet Doors
JB,26/04/2024,17/04/2024,Purchase,1400,Planet Doors
DS,26/04/2024,03/04/2024,Purchase,1440.96,Travelodge Gb0000
JB,26/04/2024,27/03/2024,Purchase,1543.75,Bkg*hotel At Booking.C
JB,26/04/2024,05/04/2024,Credit Voucher,1543.75,Bkg*hotel At Booking.C
JR,26/04/2024,04/04/2024,Purchase,1568,Hudsonpropertyshrop
JR,26/04/2024,08/04/2024,Purchase,1568,Hudsonpropertyshrop
JR,26/04/2024,08/04/2024,Purchase,1568,Hudsonpropertyshrop
AA,26/04/2024,23/04/2024,Purchase,1805.92,Bt Repayment Works Or
JR,26/04/2024,03/04/2024,Purchase,1899,Apple.Com/Uk
JB,26/04/2024,23/04/2024,Purchase,2474.64,Bkg*hotel At Booking.C
JR,26/04/2024,11/04/2024,Purchase,3440.83,Trade Uk
