Department,Spending area,Expense type,Posting date,Reference,Amount,Supplier Name with Redactions
Hampshire & Isle of Wight Constabulary,EASTERN PIC,Non System - Electricity,45432,3110122865,15609.11,NPOWER
Hampshire & Isle of Wight Constabulary,EASTERN PIC,Non System - Gas,45434,3110122908,5575.65,TOTALENERGIES GAS & POWER LIMITED
Hampshire & Isle of Wight Constabulary,EASTERN PIC,Non System - Water - Metered,45425,3110122588,843.25,Scottish Water Business Stream Ltd
Hampshire & Isle of Wight Constabulary,EASTERN PIC,Uniform Business Rates,45413,3500004247,47502,Portsmouth City Council
Hampshire & Isle of Wight Constabulary,EASTLEIGH NPO,Non System - Electricity,45432,3110122833,611.69,NPOWER
Hampshire & Isle of Wight Constabulary,EASTLEIGH NPO,Uniform Business Rates,45418,3500004278,2206,EASTLEIGH BOROUGH COUNCIL
Hampshire & Isle of Wight Constabulary,ECU INV TEAM,Registration and Inspection Fees,45420,2200215999,17671.41,Experian Ltd
Hampshire & Isle of Wight Constabulary,EMPLOYEE RELATIONS,Technical and Professional Consultant F,45419,2200215882,3850,Redacted - Personal Payment
Hampshire & Isle of Wight Constabulary,Estate Building Security,Security Costs,45429,2200216501,572.76,Redacted - Operational
Hampshire & Isle of Wight Constabulary,Estate Building Security,Security Costs,45440,2200217070,2775.53,Redacted - Operational
Hampshire & Isle of Wight Constabulary,Estate Building Security,Security Costs,45442,2200217224,1248.4,Redacted - Operational
Hampshire & Isle of Wight Constabulary,"Estate Renewal, Decomm & Disposal",Legal Costs,45414,2200215672,4888,Hampshire County Council
Hampshire & Isle of Wight Constabulary,"Estate Renewal, Decomm & Disposal",Legal Costs,45436,2200217025,6939.5,Hampshire County Council
Hampshire & Isle of Wight Constabulary,"Estate Renewal, Decomm & Disposal",Other Services,45427,3110122786,3000,One Time Vendor
Hampshire & Isle of Wight Constabulary,Evidence Management,Equipment,45432,2200216543,710.78,WA PRODUCTS Trading as Scenesafe
Hampshire & Isle of Wight Constabulary,Evidence Management,Forensic and pathology testing,45420,2200215937,927.75,WA PRODUCTS Trading as Scenesafe
Hampshire & Isle of Wight Constabulary,Evidence Management,Forensic and pathology testing,45440,2200217087,889.2,WA PRODUCTS Trading as Scenesafe
Hampshire & Isle of Wight Constabulary,External engagement,"Publicity, Promotions and Advertisement",45442,2200217209,5880,Global Media Group Services Ltd
Hampshire & Isle of Wight Constabulary,FAIRNESS & EQUALITY,Grant Aid and Donations,45422,2200216157,5000,CULTURAL MEDIA ENTERPRISE LTD
Hampshire & Isle of Wight Constabulary,FAREHAM POLICE STATION (FF),Non System - Electricity,45432,3110122868,2706.13,NPOWER
Hampshire & Isle of Wight Constabulary,FAREHAM POLICE STATION (FF),Non System - Gas,45434,3110122913,3445.84,TOTALENERGIES GAS & POWER LIMITED
Hampshire & Isle of Wight Constabulary,FAREHAM POLICE STATION (FF),Non System - Water - Metered,45425,3110122598,1807.16,Scottish Water Business Stream Ltd
Hampshire & Isle of Wight Constabulary,FAREHAM REACH POLICE STATION,Non System - Electricity,45420,3110122506,3552.4,CBRE Ltd
Hampshire & Isle of Wight Constabulary,FAREHAM REACH POLICE STATION,Non System - Electricity,45420,3110122507,1691.1,CBRE Ltd
Hampshire & Isle of Wight Constabulary,FAREHAM REACH POLICE STATION,Premises Insurance - General,45413,3110122463,2282.86,CBRE Ltd
Hampshire & Isle of Wight Constabulary,FAREHAM REACH POLICE STATION,Premises Insurance - General,45413,3110122464,1636.33,CBRE Ltd
Hampshire & Isle of Wight Constabulary,FAREHAM REACH POLICE STATION,Uniform Business Rates,45418,3500004282,1647,GOSPORT BOROUGH COUNCIL
Hampshire & Isle of Wight Constabulary,FAREHAM REACH POLICE STATION,Uniform Business Rates,45418,3500004283,3167,GOSPORT BOROUGH COUNCIL
Hampshire & Isle of Wight Constabulary,FAREHAM VEHICLE WORKSHOPS,Non System - Electricity,45432,3110122832,1137.05,NPOWER
Hampshire & Isle of Wight Constabulary,FAREHAM VEHICLE WORKSHOPS,Non System - Gas,45434,3110122925,1206.38,TOTALENERGIES GAS & POWER LIMITED
Hampshire & Isle of Wight Constabulary,FARNBOROUGH NPO,Rent,45441,2200217167,12698.12,RUSHMOOR BOROUGH COUNCIL
Hampshire & Isle of Wight Constabulary,Feasibility costs,Hired and Contracted Services,45434,2200216807,5177,MacConvilles Ltd
Hampshire & Isle of Wight Constabulary,Feasibility costs,Hired and Contracted Services,45443,2200217313,3360,MacConvilles Ltd
Hampshire & Isle of Wight Constabulary,FIREARMS - ARV,Drugs and Medical Supplies,45436,2200216974,833.65,AERO HEALTHCARE
Hampshire & Isle of Wight Constabulary,FIREARMS - ARV,Equipment,45425,2200216246,684,Beechwood Equipment
Hampshire & Isle of Wight Constabulary,FIREARMS - ARV,Materials,45419,2200215818,2168.75,Redacted - Operational
Hampshire & Isle of Wight Constabulary,FIREARMS - TRAINING,Training related expenditure,45440,3110123143,1200,One Time Vendor
Hampshire & Isle of Wight Constabulary,FIREARMS - TRAINING,Training related expenditure,45440,3110123144,1200,One Time Vendor
Hampshire & Isle of Wight Constabulary,FIREARMS - TRAINING,Weaponary Supplies,45442,2200217248,2055,Redacted - Operational
Hampshire & Isle of Wight Constabulary,FIREARMS LICENSING,Postage and Delivery,45420,2200215972,2166.29,Hampshire County Council
Hampshire & Isle of Wight Constabulary,FIU,Other Training Courses and Qualification,45428,2200216442,1080,Think Different Events Ltd
Hampshire & Isle of Wight Constabulary,FLEET MANAGEMENT GENERAL,Other Training Courses and Qualification,45440,2200217059,1270,West Mercia Police & Crime
Hampshire & Isle of Wight Constabulary,Force Chaplain,Other Training Courses and Qualification,45413,2200215556,2655,Police Chaplaincy UK
Hampshire & Isle of Wight Constabulary,Force Chaplain,Technical and Professional Consultant F,45421,2200216048,4878.97,Redacted - Personal Payment
