Service Label,Service Code,Service division,Service division code,Organisational unit,Expenditure Category,Expenditure code,Date,Transaction number,Net Amount,Capital or Revenue,Supplier name,Supplier ID
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/08/2024,2100345534,643.32,Revenue,MENTAUR LTD,101095
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/08/2024,2100345533,643.32,Revenue,MENTAUR LTD,101095
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/08/2024,2100345532,250.19,Revenue,MENTAUR LTD,101095
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/08/2024,2100345531,250.19,Revenue,MENTAUR LTD,101095
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/08/2024,2100345530,250.19,Revenue,MENTAUR LTD,101095
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/08/2024,2100345529,250.19,Revenue,MENTAUR LTD,101095
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/08/2024,2100345538,474.94,Revenue,MENTAUR LTD,101095
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/08/2024,2100345540,474.94,Revenue,MENTAUR LTD,101095
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,01/08/2024,2100345539,474.94,Revenue,MENTAUR LTD,101095
SOCIAL CARE HEALTH & HOUSING,500,HOUSING SOLUTIONS (GF),5150,GF Inclusion,Supported Housing Contracts,6151515,01/08/2024,5100427608,"4,847.96",Revenue,AMICUS TRUST LTD,102124
CHILDREN'S SERVICES,401,EDUCATIONAL TRANSPORT,4350,SEN post 16,Transport Contracts,6151520,01/08/2024,5100427398,"6,560.00",Revenue,BUZZER BUSES (DIAL A RIDE) LTD,102159
CHILDREN'S SERVICES,401,EDUCATION SEND AND INCLUSION,4230,SENAdd Pupil Support,Alternative School Provisions,6151330,01/08/2024,5100427214,250.00,Revenue,AUTISM BEDFORDSHIRE,103224
CHILDREN'S SERVICES,401,EDUCATION SEND AND INCLUSION,4230,SENAdd Pupil Support,Alternative School Provisions,6151330,01/08/2024,5100427214,250.00,Revenue,AUTISM BEDFORDSHIRE,103224
CHILDREN'S SERVICES,401,EDUCATION SEND AND INCLUSION,4230,EOTAS,Alternative School Provisions,6151330,01/08/2024,5100427214,250.00,Revenue,AUTISM BEDFORDSHIRE,103224
CHILDREN'S SERVICES,401,EDUCATION SEND AND INCLUSION,4230,SENAdd Pupil Support,Alternative School Provisions,6151330,01/08/2024,5100427214,250.00,Revenue,AUTISM BEDFORDSHIRE,103224
PLACE AND COMMUNITIES,600,LIBRARIES,6815,Book Fund,Furniture Equipment and Materials,6140000,01/08/2024,1900141705,670.89,Revenue,ASKEWS LIBRARY SERVICES LTD,103588
PLACE AND COMMUNITIES,600,LIBRARIES,6815,Book Fund,Furniture Equipment and Materials,6140000,01/08/2024,1900141713,658.48,Revenue,ASKEWS LIBRARY SERVICES LTD,103588
SOCIAL CARE HEALTH & HOUSING,500,DIRECTOR OF SOCIAL CARE HEALTH HOUSING,5000,Capital - Soc. Care,Private Contractors,6151500,01/08/2024,5100427461,"2,887.00",Capital,STANNAH LIFT SERVICES LTD,103865
SOCIAL CARE HEALTH & HOUSING,500,RESOURCES - SCHH,5400,Better Care Fund,Medical Fees/Costs,6161005,01/08/2024,5100427105,"12,000.00",Revenue,NHS BEDS LUTON & MK ICB,103994
SOCIAL CARE HEALTH & HOUSING,500,RESOURCES - SCHH,5400,Better Care Fund,Medical Fees/Costs,6161005,01/08/2024,5100427104,"-9,000.00",Revenue,NHS BEDS LUTON & MK ICB,103994
PLACE AND COMMUNITIES,600,TRANSPORT,6410,Public Bus Subsidy,Transport Contracts,6151520,01/08/2024,5100427540,"62,168.00",Revenue,GRANT PALMER LTD,104400
PLACE AND COMMUNITIES,600,TRANSPORT,6410,Public Bus Subsidy,Transport Contracts,6151520,01/08/2024,5100427539,"47,470.00",Revenue,GRANT PALMER LTD,104400
CHILDREN'S SERVICES,401,EDUCATION SEND AND INCLUSION,4230,Alternative Provisio,Alternative School Provisions,6151330,01/08/2024,5100422657,268.50,Revenue,HUMLY MILTON KEYNES LTD,106236
CHILDREN'S SERVICES,401,EDUCATION SEND AND INCLUSION,4230,Access and Inclusion,Professional Services - Other,6141040,01/08/2024,5100422926,"4,251.26",Revenue,HUMLY MILTON KEYNES LTD,106236
CHILDREN'S SERVICES,401,EDUCATION SEND AND INCLUSION,4230,EOTAS,Alternative School Provisions,6151330,01/08/2024,5100422927,"3,222.01",Revenue,HUMLY MILTON KEYNES LTD,106236
CHILDREN'S SERVICES,401,EDUCATION SEND AND INCLUSION,4230,Primary Early Interv,Professional Services - Other,6141040,01/08/2024,5100424360,367.85,Revenue,HUMLY MILTON KEYNES LTD,106236
CHILDREN'S SERVICES,401,EDUCATION SEND AND INCLUSION,4230,SENAdd Pupil Support,Alternative School Provisions,6151330,01/08/2024,5100424534,"3,826.14",Revenue,HUMLY MILTON KEYNES LTD,106236
CHILDREN'S SERVICES,401,EDUCATION SEND AND INCLUSION,4230,EOTAS,Alternative School Provisions,6151330,01/08/2024,5100424537,268.50,Revenue,HUMLY MILTON KEYNES LTD,106236
PLACE AND COMMUNITIES,600,BUSINESS INVESTMENT & PLACE DELIVERY,6300,UKSPF,Grants/Subscriptions/Contributions given,6144300,01/08/2024,5100422248,"29,592.40",Revenue,LEIGHTON LINSLADE TOWN COUNCIL,107057
PLACE AND COMMUNITIES,600,REGENERATION DIRECTOR,6100,Capital - Regen.,Grants/Subscriptions/Contributions given,6144300,01/08/2024,5100422260,"91,666.80",Capital,LEIGHTON LINSLADE TOWN COUNCIL,107057
SOCIAL CARE HEALTH & HOUSING,500,SAFEGUARDING/PSW/OT,5201,Mental Cap & IMCA,Professional Services - Other,6141040,01/08/2024,5100427009,"2,837.00",Revenue,DR SYED ASHRAF,108526
PLACE AND COMMUNITIES,600,ENVIRONMENT,6800,Waste Recycling  Dun,Private Contractors,6151500,01/08/2024,5100427536,273.83,Revenue,CASTLE WATER LIMITED,109481
PLACE AND COMMUNITIES,600,ENVIRONMENT,6800,Waste Recycling  Dun,Private Contractors,6151500,01/08/2024,5100427530,240.88,Revenue,CASTLE WATER LIMITED,109481
PLACE AND COMMUNITIES,600,ENVIRONMENT,6800,Waste Recycling  Dun,Private Contractors,6151500,01/08/2024,5100427525,306.69,Revenue,CASTLE WATER LIMITED,109481
CORPORATE COSTS,160,CORPORATE COSTS,7800,Pension Payments,Pension Payments,5119000,01/08/2024,5100427609,"143,096.84",Revenue,BEDFORD BOROUGH COUNCIL,109540
PLACE AND COMMUNITIES,600,ENVIRONMENT,6800,Sundon & Bluewater,Electricity Costs,6120210,01/08/2024,5100427099,794.28,Revenue,NPOWER LTD,109845
PLACE AND COMMUNITIES,600,HIGHWAYS,6400,Street Lighting,Street Light Electricity,6120215,01/08/2024,5100427218,"1,562.04",Revenue,NPOWER LTD,109845
PLACE AND COMMUNITIES,600,HIGHWAYS,6400,Street Lighting,Street Light Electricity,6120215,01/08/2024,5100427219,"1,516.45",Revenue,NPOWER LTD,109845
PLACE AND COMMUNITIES,600,HIGHWAYS,6400,Street Lighting,Street Light Electricity,6120215,01/08/2024,5100427220,"1,778.47",Revenue,NPOWER LTD,109845
PLACE AND COMMUNITIES,600,HIGHWAYS,6400,Street Lighting,Street Light Electricity,6120215,01/08/2024,5100427221,646.10,Revenue,NPOWER LTD,109845
CORPORATE COSTS,160,CORPORATE COSTS,7800,Pension Payments,Pension Payments,5119000,01/08/2024,5100427610,"102,000.00",Revenue,BEDFORDSHIRE PENSION FUND,110145
SOCIAL CARE HEALTH & HOUSING,500,CARE AND SUPPORT,5202,Beehive,Equipment and Adaptions,6140005,01/08/2024,5100422098,367.28,Revenue,FAIRFIELD CARE PRODUCTS LTD,110849
SOCIAL CARE HEALTH & HOUSING,500,CARE AND SUPPORT,5202,Westlands OPH,Repairs Alterations and Maintenance of Buildings,6121000,01/08/2024,5100424219,517.60,Revenue,FAIRFIELD CARE PRODUCTS LTD,110849
CHILDREN'S SERVICES,401,EDUCATIONAL TRANSPORT,4350,Mainstream Schools,Transport Contracts,6151520,01/08/2024,5100427412,"4,037.68",Revenue,CLAPHAM CARS LTD,111539
CHILDREN'S SERVICES,401,EDUCATIONAL TRANSPORT,4350,Mainstream Schools,Transport Contracts,6151520,01/08/2024,5100427414,"5,944.18",Revenue,CLAPHAM CARS LTD,111539
CHILDREN'S SERVICES,401,EDUCATIONAL TRANSPORT,4350,SEN post 16,Transport Contracts,6151520,01/08/2024,5100427395,"9,975.50",Revenue,CLAPHAM CARS LTD,111539
CHILDREN'S SERVICES,401,EDUCATIONAL TRANSPORT,4350,Mainstream Schools,Transport Contracts,6151520,01/08/2024,5100427413,"6,596.08",Revenue,CLAPHAM CARS LTD,111539
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Safeguarding South,Private Contractors,6151500,01/08/2024,5100422497,"2,200.00",Revenue,CARTER BROWN LTD,113954
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,Ivel Valley Quadrant,Repairs Alterations and Maintenance of Buildings,6121000,01/08/2024,5100427066,868.68,Revenue,QUANTEC CONSULTANTS LTD,115119
HRA,850,HOUSING SERVICES (HRA),5100,Repairs day to day,Day to Day Repairs - All Areas,6125080,01/08/2024,5100427233,"1,554.65",Revenue,M&J GROUP (CONSTRUCTION & ROOF,117635
HRA,850,HOUSING SERVICES (HRA),5100,Repairs day to day,Day to Day Repairs - All Areas,6125080,01/08/2024,5100427232,"1,188.07",Revenue,M&J GROUP (CONSTRUCTION & ROOF,117635
HRA,850,HOUSING SERVICES (HRA),5100,Repairs day to day,Day to Day Repairs - All Areas,6125080,01/08/2024,5100427231,330.00,Revenue,M&J GROUP (CONSTRUCTION & ROOF,117635
RESOURCES,150,INFORMATION TECHNOLOGY,7550,Corp IT Costs,ICT Costs Software,6142415,01/08/2024,5100427240,"19,000.00",Revenue,SAP (UK) LTD,118120
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,Ivel Valley Quadrant,Disposal of Waste,6151510,01/08/2024,5100427186,220.16,Revenue,VEOLIA ENVIRONMENTAL SERVICES,119063
SOCIAL CARE HEALTH & HOUSING,500,CARE AND SUPPORT,5202,Linsell House,Private Contractors,6151500,01/08/2024,5100427253,894.55,Revenue,RENTOKIL INITIAL,119226
SOCIAL CARE HEALTH & HOUSING,500,COMMISSIONING,5300,HOS Commissioning,Venue Hire,6120405,01/08/2024,5100422090,225.00,Revenue,THE RUFUS CENTRE,119343
CHILDREN'S SERVICES,401,EDUCATION SEND AND INCLUSION,4230,SENAdd Pupil Support,Professional Services - Other,6141040,01/08/2024,5100422636,"6,451.19",Revenue,KIDS,122236
SOCIAL CARE HEALTH & HOUSING,500,CARE AND SUPPORT,5202,Westlands OPH,Repairs Alterations and Maintenance of Buildings,6121000,01/08/2024,5100424225,793.63,Revenue,CATERCARE CATERING EQUIPMENT L,122878
OFFICE OF THE CHIEF EXECUTIVE,100,CHIEF EXECUTIVE,1100,Capital - Bus. Trans,Professional Services - Consultancy,6141020,01/08/2024,5100427712,"-3,300.00",Capital,SOFTCAT,124454
OFFICE OF THE CHIEF EXECUTIVE,100,CHIEF EXECUTIVE,1100,Capital - Bus. Trans,Professional Services - Consultancy,6141020,01/08/2024,5100427712,"-5,005.00",Capital,SOFTCAT,124454
OFFICE OF THE CHIEF EXECUTIVE,100,CHIEF EXECUTIVE,1100,Capital - Bus. Trans,Professional Services - Consultancy,6141020,01/08/2024,5100426755,"3,300.00",Capital,SOFTCAT,124454
OFFICE OF THE CHIEF EXECUTIVE,100,CHIEF EXECUTIVE,1100,Capital - Bus. Trans,Professional Services - Consultancy,6141020,01/08/2024,5100426755,"5,005.00",Capital,SOFTCAT,124454
OFFICE OF THE CHIEF EXECUTIVE,100,CHIEF EXECUTIVE,1100,Capital - Bus. Trans,Professional Services - Consultancy,6141020,01/08/2024,5100425706,"6,050.00",Capital,SOFTCAT,124454
OFFICE OF THE CHIEF EXECUTIVE,100,CHIEF EXECUTIVE,1100,Capital - Bus. Trans,Professional Services - Consultancy,6141020,01/08/2024,5100425706,"8,855.00",Capital,SOFTCAT,124454
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,01/08/2024,2100344929,494.62,Revenue,APT CARE LTD,128308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,01/08/2024,2100344928,364.24,Revenue,APT CARE LTD,128308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,01/08/2024,2100344927,438.20,Revenue,APT CARE LTD,128308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,01/08/2024,2100344926,272.78,Revenue,APT CARE LTD,128308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Mental Health Team,Home Care,6151225,01/08/2024,2100344925,252.21,Revenue,APT CARE LTD,128308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,01/08/2024,2100344917,479.97,Revenue,APT CARE LTD,128308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,01/08/2024,2100344916,510.03,Revenue,APT CARE LTD,128308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,01/08/2024,2100344915,480.82,Revenue,APT CARE LTD,128308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,01/08/2024,2100344914,491.24,Revenue,APT CARE LTD,128308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,01/08/2024,2100344913,691.29,Revenue,APT CARE LTD,128308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,01/08/2024,2100344912,700.90,Revenue,APT CARE LTD,128308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,01/08/2024,2100344911,688.61,Revenue,APT CARE LTD,128308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,01/08/2024,2100344910,705.89,Revenue,APT CARE LTD,128308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,01/08/2024,2100344909,931.04,Revenue,APT CARE LTD,128308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,01/08/2024,2100344908,953.69,Revenue,APT CARE LTD,128308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,01/08/2024,2100344907,967.47,Revenue,APT CARE LTD,128308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,01/08/2024,2100344906,871.94,Revenue,APT CARE LTD,128308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,01/08/2024,2100344905,963.04,Revenue,APT CARE LTD,128308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,01/08/2024,2100344904,949.96,Revenue,APT CARE LTD,128308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,01/08/2024,2100344903,956.06,Revenue,APT CARE LTD,128308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,01/08/2024,2100344902,946.25,Revenue,APT CARE LTD,128308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,01/08/2024,2100344900,657.34,Revenue,APT CARE LTD,128308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,01/08/2024,2100344899,670.52,Revenue,APT CARE LTD,128308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,01/08/2024,2100344898,645.54,Revenue,APT CARE LTD,128308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,01/08/2024,2100344897,492.71,Revenue,APT CARE LTD,128308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,01/08/2024,2100344896,550.60,Revenue,APT CARE LTD,128308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,01/08/2024,2100344895,571.44,Revenue,APT CARE LTD,128308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,01/08/2024,2100344894,596.02,Revenue,APT CARE LTD,128308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Physical Dis,Home Care,6151225,01/08/2024,2100344930,410.54,Revenue,APT CARE LTD,128308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Home Care,6151225,01/08/2024,2100345105,598.33,Revenue,APT CARE LTD,128308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Home Care,6151225,01/08/2024,2100345104,629.61,Revenue,APT CARE LTD,128308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Home Care,6151225,01/08/2024,2100345103,606.86,Revenue,APT CARE LTD,128308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Home Care,6151225,01/08/2024,2100345102,591.43,Revenue,APT CARE LTD,128308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,01/08/2024,2100345097,986.02,Revenue,APT CARE LTD,128308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,01/08/2024,2100345096,931.56,Revenue,APT CARE LTD,128308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,01/08/2024,2100345095,985.62,Revenue,APT CARE LTD,128308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,01/08/2024,2100345094,991.71,Revenue,APT CARE LTD,128308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,01/08/2024,2100345093,291.09,Revenue,APT CARE LTD,128308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,01/08/2024,2100345092,364.52,Revenue,APT CARE LTD,128308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,01/08/2024,2100345091,354.10,Revenue,APT CARE LTD,128308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,01/08/2024,2100345090,340.92,Revenue,APT CARE LTD,128308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,01/08/2024,2100345076,256.75,Revenue,APT CARE LTD,128308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,01/08/2024,2100345069,323.07,Revenue,APT CARE LTD,128308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,01/08/2024,2100345068,387.29,Revenue,APT CARE LTD,128308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,01/08/2024,2100345067,376.82,Revenue,APT CARE LTD,128308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,01/08/2024,2100345066,390.38,Revenue,APT CARE LTD,128308
