Service Label,Service Code,Service division,Service division code,Organisational unit,Expenditure Category,Expenditure code,Date,Transaction number,Net Amount,Capital or Revenue,Supplier name,Supplier ID
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,02/05/2024,2100280667,748.14,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,02/05/2024,2100280666,748.14,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,02/05/2024,2100280665,748.14,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,02/05/2024,2100280664,748.14,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,02/05/2024,2100280663,748.14,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,02/05/2024,2100280662,748.14,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,02/05/2024,2100280661,748.14,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,02/05/2024,2100280660,748.14,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,02/05/2024,2100280659,748.14,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,02/05/2024,2100280658,748.14,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,02/05/2024,2100280557,397.32,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,02/05/2024,2100280556,540.89,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,02/05/2024,2100280680,444.84,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,02/05/2024,2100280789,397.32,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,02/05/2024,2100280788,397.32,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,02/05/2024,2100280787,397.32,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,02/05/2024,2100280772,444.84,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,02/05/2024,2100280771,444.84,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,02/05/2024,2100280770,444.84,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,02/05/2024,2100280769,748.14,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,02/05/2024,2100280768,748.14,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,02/05/2024,2100280767,748.14,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,02/05/2024,2100280751,540.89,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,02/05/2024,2100280750,540.89,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,02/05/2024,2100280749,540.89,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,02/05/2024,2100280693,444.84,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,02/05/2024,2100280692,444.84,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,02/05/2024,2100280691,444.84,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,02/05/2024,2100280690,444.84,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,02/05/2024,2100280689,444.84,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,02/05/2024,2100280688,444.84,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,02/05/2024,2100280687,444.84,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,02/05/2024,2100280686,444.84,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,02/05/2024,2100280685,444.84,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,02/05/2024,2100280684,444.84,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,02/05/2024,2100280683,444.84,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,02/05/2024,2100280682,444.84,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,02/05/2024,2100280681,444.84,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMISSIONING,5300,Mental Hlth Ctrcts,Grants/Subscriptions/Contributions given,6144300,02/05/2024,5100407119,"11,868.00",Revenue,RICHMOND FELLOWSHIP LTD,0000101865
RESOURCES,150,GOVERNANCE,2500,Coroners,Medical Fees/Costs,6161005,02/05/2024,5100406976,360.00,Revenue,Personal Payment,0000102123
SOCIAL CARE HEALTH & HOUSING,500,HOUSING SOLUTIONS (GF),5150,GF Inclusion,Supported Housing Contracts,6151515,02/05/2024,5100406993,"4,847.96",Revenue,AMICUS TRUST LTD,0000102124
PLACE AND COMMUNITIES,600,CLIENT & DEVELOPMENT SERVICES,6150,Drainage Levies,Other LAs SLA's & Recharges,6150200,02/05/2024,5100406994,"51,597.48",Revenue,ENVIRONMENT AGENCY,0000102281
PLACE AND COMMUNITIES,600,ENVIRONMENT,6800,Sundon & Bluewater,Private Contractors,6151500,02/05/2024,5100407121,"3,002.95",Revenue,ENVIRONMENT AGENCY,0000102281
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Day Care,6151230,02/05/2024,2100281225,345.16,Revenue,LANSDOWNE CARE SERVICES,0000102308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Day Care,6151230,02/05/2024,2100281224,345.16,Revenue,LANSDOWNE CARE SERVICES,0000102308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Day Care,6151230,02/05/2024,2100281223,345.16,Revenue,LANSDOWNE CARE SERVICES,0000102308
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Day Care,6151230,02/05/2024,2100281222,345.16,Revenue,LANSDOWNE CARE SERVICES,0000102308
PLACE AND COMMUNITIES,600,ENVIRONMENT,6800,Household Waste,Private Contractors,6151500,02/05/2024,5100406743,"1,804.70",Revenue,BIFFA WASTE SERVICES LTD,0000102335
PLACE AND COMMUNITIES,600,REGENERATION DIRECTOR,6100,Capital - Regen.,Capital Expenditure S106,6144325,02/05/2024,5100406874,"3,369.97",Capital,BLUNHAM PARISH COUNCIL,0000103187
PLACE AND COMMUNITIES,600,LIBRARIES,6815,Book Fund,Furniture Equipment and Materials,6140000,02/05/2024,1900141542,346.97,Revenue,ASKEWS LIBRARY SERVICES LTD,0000103588
PLACE AND COMMUNITIES,600,LIBRARIES,6815,Book Fund,Furniture Equipment and Materials,6140000,02/05/2024,1900141543,263.30,Revenue,ASKEWS LIBRARY SERVICES LTD,0000103588
PLACE AND COMMUNITIES,600,LIBRARIES,6815,Book Fund,Furniture Equipment and Materials,6140000,02/05/2024,1900141544,255.77,Revenue,ASKEWS LIBRARY SERVICES LTD,0000103588
PLACE AND COMMUNITIES,600,LIBRARIES,6815,Book Fund,Furniture Equipment and Materials,6140000,02/05/2024,1900141547,956.95,Revenue,ASKEWS LIBRARY SERVICES LTD,0000103588
PLACE AND COMMUNITIES,600,TRANSPORT,6410,BSIP,Transport Contracts,6151520,02/05/2024,5100402918,"5,550.00",Revenue,GRANT PALMER LTD,0000104400
SOCIAL CARE HEALTH & HOUSING,500,CARE AND SUPPORT,5202,SUSD Beech Close,Private Contractors,6151500,02/05/2024,5100406933,431.13,Revenue,PHS GROUP LTD,0000105345
SOCIAL CARE HEALTH & HOUSING,500,CARE AND SUPPORT,5202,Westlands OPH,Private Contractors,6151500,02/05/2024,5100406701,268.14,Revenue,PHS GROUP LTD,0000105345
PLACE AND COMMUNITIES,600,REGENERATION DIRECTOR,6100,Capital - Regen.,Capital Expenditure S106,6144325,02/05/2024,5100402417,"35,794.00",Capital,LANGFORD PARISH COUNCIL,0000106254
PLACE AND COMMUNITIES,600,REGENERATION DIRECTOR,6100,Capital - Regen.,Capital Expenditure S106,6144325,02/05/2024,5100403551,"20,872.04",Capital,DUNSTABLE TOWN COUNCIL,0000107535
CHILDREN'S SERVICES,401,EDUCATIONAL TRANSPORT,4350,Mainstream Schools,Transport & Meals (Social Services Care),6151265,02/05/2024,5100403299,"81,797.80",Revenue,BRITANNIA CABS,0000107974
CHILDREN'S SERVICES,401,EDUCATIONAL TRANSPORT,4350,Mainstream Schools,Transport & Meals (Social Services Care),6151265,02/05/2024,5100403298,"48,248.00",Revenue,BRITANNIA CABS,0000107974
CHILDREN'S SERVICES,401,EDUCATIONAL TRANSPORT,4350,SEN Transport,Transport & Meals (Social Services Care),6151265,02/05/2024,5100403297,"34,833.40",Revenue,BRITANNIA CABS,0000107974
CHILDREN'S SERVICES,401,EDUCATIONAL TRANSPORT,4350,SEN Transport,Transport & Meals (Social Services Care),6151265,02/05/2024,5100403296,"116,674.60",Revenue,BRITANNIA CABS,0000107974
CHILDREN'S SERVICES,401,EDUCATIONAL TRANSPORT,4350,SEN Transport,Transport & Meals (Social Services Care),6151265,02/05/2024,5100403294,"32,196.46",Revenue,BRITANNIA CABS,0000107974
PLACE AND COMMUNITIES,600,ENVIRONMENT,6800,Household Waste,Private Contractors,6151500,02/05/2024,5100406844,"1,165.64",Revenue,GROWING BEDS RECYCLING SERVS,0000108069
PLACE AND COMMUNITIES,600,ENVIRONMENT,6800,Grounds Maint - Sth,Private Contractors,6151500,02/05/2024,5100407122,"8,750.89",Revenue,JOHN O' CONNER (GROUNDS MAINTE,0000108415
PLACE AND COMMUNITIES,600,ENVIRONMENT,6800,Grounds Maint - Sth,Private Contractors,6151500,02/05/2024,5100407115,"11,870.00",Revenue,JOHN O' CONNER (GROUNDS MAINTE,0000108415
PLACE AND COMMUNITIES,600,BUSINESS INVESTMENT & PLACE DELIVERY,6300,Adult Skills Budget,Private Contractors,6151500,02/05/2024,5100402259,"6,459.45",Revenue,BEDFORD BOROUGH COUNCIL,0000109540
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Youth Support Servic,Electricity Costs,6120210,02/05/2024,5100407091,344.50,Revenue,NPOWER LTD,0000109845
HRA,850,HOUSING SERVICES (HRA),5100,HRA Inclusion,Electricity Costs,6120210,02/05/2024,5100406052,721.69,Revenue,NPOWER LTD,0000109845
HRA,850,HOUSING SERVICES (HRA),5100,HRA Inclusion,Electricity Costs,6120210,02/05/2024,5100406857,"3,447.52",Revenue,NPOWER LTD,0000109845
PLACE AND COMMUNITIES,600,BUSINESS INVESTMENT & PLACE DELIVERY,6300,Bus Investment & Emp,Subscriptions,6144305,02/05/2024,5100407039,"1,328.67",Revenue,BEDS & LUTON CHAMBER OF COMMER,0000110045
CORPORATE COSTS,160,CORPORATE COSTS,7800,Pension Payments,Pension Payments,5119000,02/05/2024,5100406995,"102,000.00",Revenue,BEDFORDSHIRE PENSION FUND,0000110145
CHILDREN'S SERVICES,401,EDUCATIONAL TRANSPORT,4350,Mainstream Schools,Transport & Meals (Social Services Care),6151265,02/05/2024,5100406984,"1,928.64",Revenue,CLAPHAM CARS LTD,0000111539
CHILDREN'S SERVICES,401,EDUCATIONAL TRANSPORT,4350,Mainstream Schools,Transport & Meals (Social Services Care),6151265,02/05/2024,5100406983,"3,057.60",Revenue,CLAPHAM CARS LTD,0000111539
CHILDREN'S SERVICES,401,EDUCATIONAL TRANSPORT,4350,SEN post 16,Transport & Meals (Social Services Care),6151265,02/05/2024,5100406982,"2,076.00",Revenue,CLAPHAM CARS LTD,0000111539
CHILDREN'S SERVICES,401,EDUCATIONAL TRANSPORT,4350,SEN post 16,Transport & Meals (Social Services Care),6151265,02/05/2024,5100406981,"1,618.08",Revenue,CLAPHAM CARS LTD,0000111539
CHILDREN'S SERVICES,401,EDUCATIONAL TRANSPORT,4350,SEN post 16,Transport & Meals (Social Services Care),6151265,02/05/2024,5100406980,"2,130.00",Revenue,CLAPHAM CARS LTD,0000111539
CHILDREN'S SERVICES,401,EDUCATIONAL TRANSPORT,4350,SEN post 16,Transport & Meals (Social Services Care),6151265,02/05/2024,5100406979,"2,588.48",Revenue,CLAPHAM CARS LTD,0000111539
CHILDREN'S SERVICES,401,EDUCATIONAL TRANSPORT,4350,SEN post 16,Transport & Meals (Social Services Care),6151265,02/05/2024,5100406978,"2,126.08",Revenue,CLAPHAM CARS LTD,0000111539
CHILDREN'S SERVICES,401,EDUCATIONAL TRANSPORT,4350,SEN Transport,Transport & Meals (Social Services Care),6151265,02/05/2024,5100406977,"2,339.00",Revenue,CLAPHAM CARS LTD,0000111539
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Day Care,6151230,02/05/2024,2100280876,286.96,Revenue,SENSE,0000113096
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Day Care,6151230,02/05/2024,2100280875,286.96,Revenue,SENSE,0000113096
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Day Care,6151230,02/05/2024,2100280874,286.96,Revenue,SENSE,0000113096
HRA,850,HOUSING SERVICES (HRA),5100,Repairs day to day,Day to Day Repairs - All Areas,6125080,02/05/2024,5100406217,"3,401.68",Revenue,M&J GROUP (CONSTRUCTION & ROOF,0000117635
HRA,850,HOUSING SERVICES (HRA),5100,Repairs day to day,Day to Day Repairs - All Areas,6125080,02/05/2024,5100406218,"2,242.25",Revenue,M&J GROUP (CONSTRUCTION & ROOF,0000117635
HRA,850,HOUSING SERVICES (HRA),5100,Repairs day to day,Day to Day Repairs - All Areas,6125080,02/05/2024,5100406219,330.00,Revenue,M&J GROUP (CONSTRUCTION & ROOF,0000117635
HRA,850,HOUSING SERVICES (HRA),5100,Repairs day to day,Day to Day Repairs - All Areas,6125080,02/05/2024,5100406220,330.00,Revenue,M&J GROUP (CONSTRUCTION & ROOF,0000117635
HRA,850,HOUSING SERVICES (HRA),5100,Repairs day to day,Day to Day Repairs - All Areas,6125080,02/05/2024,5100406221,330.00,Revenue,M&J GROUP (CONSTRUCTION & ROOF,0000117635
HRA,850,HOUSING SERVICES (HRA),5100,Repairs day to day,Day to Day Repairs - All Areas,6125080,02/05/2024,5100406222,330.00,Revenue,M&J GROUP (CONSTRUCTION & ROOF,0000117635
HRA,850,HOUSING SERVICES (HRA),5100,Repairs day to day,Day to Day Repairs - All Areas,6125080,02/05/2024,5100406223,330.00,Revenue,M&J GROUP (CONSTRUCTION & ROOF,0000117635
HRA,850,HOUSING SERVICES (HRA),5100,Repairs day to day,Day to Day Repairs - All Areas,6125080,02/05/2024,5100406605,"2,221.16",Revenue,M&J GROUP (CONSTRUCTION & ROOF,0000117635
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Mental Health Team,Supported Living,6151215,02/05/2024,2100280786,440.82,Revenue,ADVANCE HOUSING & SUPPORT LTD,0000117987
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Mental Health Team,Supported Living,6151215,02/05/2024,2100280785,440.82,Revenue,ADVANCE HOUSING & SUPPORT LTD,0000117987
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Mental Health Team,Supported Living,6151215,02/05/2024,2100280784,440.82,Revenue,ADVANCE HOUSING & SUPPORT LTD,0000117987
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Mental Health Team,Supported Living,6151215,02/05/2024,2100280717,440.82,Revenue,ADVANCE HOUSING & SUPPORT LTD,0000117987
PLACE AND COMMUNITIES,600,ENVIRONMENT,6800,Waste Recycling  Big,Private Contractors,6151500,02/05/2024,5100407208,610.00,Revenue,VEOLIA ENVIRONMENTAL SERVICES,0000119063
OFFICE OF THE CHIEF EXECUTIVE,100,CHIEF EXECUTIVE,1100,Lead Chief Exe Off,Professional Services - Consultancy,6141020,02/05/2024,5100402725,"1,520.00",Revenue,ACCENTURE UK LTD,0000119243
SOCIAL CARE HEALTH & HOUSING,500,DIRECTOR OF SOCIAL CARE HEALTH HOUSING,5000,Capital - Soc. Care,Private Contractors,6151500,02/05/2024,5100406904,"4,262.00",Capital,FREEWAY LIFT SERVICES LIMITED,0000121111
CHILDREN'S SERVICES,401,RESOURCES,4050,CS Commissioning,Residential Care Home Placements,6151210,02/05/2024,5100406937,"54,000.00",Revenue,EMBRACE (BEDFORD & DISTRICT),0000121115
RESOURCES,150,PEOPLE,7300,Children's WFD,Training – Internal Children’s Social Care,6151732,02/05/2024,5100402388,"3,760.00",Revenue,PPMA,0000121498
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Mental Health Team,Private Contractors,6151500,02/05/2024,5100406936,890.00,Revenue,PPM LTD,0000121526
HRA,850,HOUSING SERVICES (HRA),5100,Community Support,Electricity Costs,6120210,02/05/2024,5100406816,"11,730.73",Revenue,EDF ENERGY,0000121637
SOCIAL CARE HEALTH & HOUSING,500,RESOURCES - SCHH,5400,CM Infrastructure,ICT Costs Software,6142415,02/05/2024,5100406038,"2,586.34",Revenue,ACCESS UK LTD,0000121924
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Day Care,6151230,02/05/2024,2100280949,492.48,Revenue,ELITE DAY SERVICES (FACTORED),0000122065
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Day Care,6151230,02/05/2024,2100280731,615.60,Revenue,ELITE DAY SERVICES (FACTORED),0000122065
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Day Care,6151230,02/05/2024,2100280730,615.60,Revenue,ELITE DAY SERVICES (FACTORED),0000122065
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Day Care,6151230,02/05/2024,2100280729,615.60,Revenue,ELITE DAY SERVICES (FACTORED),0000122065
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,02/05/2024,2100280827,"1,666.56",Revenue,CREATIVE SUPPORT,0000123519
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,02/05/2024,2100280826,"1,666.56",Revenue,CREATIVE SUPPORT,0000123519
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,02/05/2024,2100280825,"1,666.56",Revenue,CREATIVE SUPPORT,0000123519
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,02/05/2024,2100280778,"1,128.96",Revenue,CREATIVE SUPPORT,0000123519
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,02/05/2024,2100280777,"1,128.96",Revenue,CREATIVE SUPPORT,0000123519
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,02/05/2024,2100280776,"1,128.96",Revenue,CREATIVE SUPPORT,0000123519
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,02/05/2024,2100280748,"1,666.56",Revenue,CREATIVE SUPPORT,0000123519
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,02/05/2024,2100280741,"1,128.96",Revenue,CREATIVE SUPPORT,0000123519
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,02/05/2024,2100280877,627.20,Revenue,CREATIVE SUPPORT,0000123519
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,02/05/2024,2100280880,627.20,Revenue,CREATIVE SUPPORT,0000123519
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,02/05/2024,2100280879,627.20,Revenue,CREATIVE SUPPORT,0000123519
