Service Label,Service Code,Service division,Service division code,Organisational unit,Expenditure Category,Expenditure code,Date,Transaction number,Net Amount,Capital or Revenue,Supplier name,Supplier ID
RESOURCES,150,INFORMATION TECHNOLOGY,7550,MFDs,Printing Services,6140801,04/06/2024,5100409657,393.05,Revenue,RICOH UK LTD,0000101388
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,04/06/2024,2100299900,596.53,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,04/06/2024,2100299899,596.53,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,04/06/2024,2100299898,596.53,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,04/06/2024,2100299897,596.53,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,04/06/2024,2100299761,470.12,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,04/06/2024,2100299760,470.12,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,04/06/2024,2100299759,470.12,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,04/06/2024,2100299758,470.12,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,04/06/2024,2100299757,606.60,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,04/06/2024,2100299756,606.60,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,04/06/2024,2100299755,606.60,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,04/06/2024,2100299754,606.60,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,04/06/2024,2100299734,471.73,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,04/06/2024,2100299733,471.73,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,04/06/2024,2100299732,471.73,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,04/06/2024,2100299066,369.00,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,04/06/2024,2100299065,369.00,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,04/06/2024,2100299064,369.00,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,04/06/2024,2100299059,710.33,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,04/06/2024,2100299058,710.33,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,04/06/2024,2100299057,710.33,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,04/06/2024,2100299056,710.33,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,04/06/2024,2100299055,333.63,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,04/06/2024,2100299054,333.63,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,04/06/2024,2100299053,333.63,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,04/06/2024,2100299052,333.63,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,04/06/2024,2100298931,471.73,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,04/06/2024,2100298930,471.73,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,04/06/2024,2100298929,471.73,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,04/06/2024,2100298928,471.73,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,04/06/2024,2100299731,471.73,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,04/06/2024,2100299730,788.58,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,04/06/2024,2100299729,788.58,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,04/06/2024,2100299728,788.58,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,04/06/2024,2100299727,788.58,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,04/06/2024,2100299722,298.25,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,04/06/2024,2100299721,298.25,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,04/06/2024,2100299720,298.25,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,04/06/2024,2100299719,298.25,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,04/06/2024,2100299718,392.07,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,04/06/2024,2100299717,392.07,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,04/06/2024,2100299716,392.07,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,04/06/2024,2100299715,392.07,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,04/06/2024,2100299663,444.84,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,04/06/2024,2100299662,444.84,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,04/06/2024,2100299661,444.84,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,04/06/2024,2100299660,444.84,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,04/06/2024,2100299659,748.14,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,04/06/2024,2100299658,748.14,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,04/06/2024,2100299657,748.14,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,04/06/2024,2100299656,748.14,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,04/06/2024,2100299067,369.00,Revenue,MENCAP,0000101804
SOCIAL CARE HEALTH & HOUSING,500,HOUSING SOLUTIONS (GF),5150,GF Inclusion,Supported Housing Contracts,6151515,04/06/2024,5100413650,"4,847.96",Revenue,AMICUS TRUST LTD,0000102124
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Rents,6120400,04/06/2024,5100413548,"8,969.54",Revenue,GRAND UNION HOUSING GROUP,0000102202
PLACE AND COMMUNITIES,600,ENVIRONMENT,6800,Household Waste,Street Sweepings Disposal,6161520,04/06/2024,5100413689,"1,236.13",Revenue,BIFFA WASTE SERVICES LTD,0000102335
PLACE AND COMMUNITIES,600,ENVIRONMENT,6800,Household Waste,Street Sweepings Disposal,6161520,04/06/2024,5100413688,"3,882.38",Revenue,BIFFA WASTE SERVICES LTD,0000102335
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,AC IA,Other LAs SLA's & Recharges,6150200,04/06/2024,5100412362,"9,000.00",Revenue,ESSEX COUNTY COUNCIL,0000102418
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,AC IA,Other LAs SLA's & Recharges,6150200,04/06/2024,5100412961,"-18,000.00",Revenue,ESSEX COUNTY COUNCIL,0000102418
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,AC IA,Other LAs SLA's & Recharges,6150200,04/06/2024,5100412961,"-9,000.00",Revenue,ESSEX COUNTY COUNCIL,0000102418
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,AC IA,Other LAs SLA's & Recharges,6150200,04/06/2024,5100412362,"18,000.00",Revenue,ESSEX COUNTY COUNCIL,0000102418
CHILDREN'S SERVICES,401,EDUCATIONAL TRANSPORT,4350,SEN Transport,Transport Contracts,6151520,04/06/2024,5100413579,"3,932.54",Revenue,SURMA VALLEY LTD T/A DAYTIME C,0000102638
CHILDREN'S SERVICES,401,EDUCATIONAL TRANSPORT,4350,SEN post 16,Transport Contracts,6151520,04/06/2024,5100413578,"1,110.60",Revenue,SURMA VALLEY LTD T/A DAYTIME C,0000102638
SOCIAL CARE HEALTH & HOUSING,500,CARE AND SUPPORT,5202,Townsend Centre,Catering Supplies,6140200,04/06/2024,5100412800,347.36,Revenue,COOLER AID LTD,0000102960
HRA,850,HOUSING SERVICES (HRA),5100,Initiatives HRA,Private Contractors,6151500,04/06/2024,5100412065,"2,112.50",Revenue,AUCKLAND MANUFACTURING LTD T/A,0000103050
PLACE AND COMMUNITIES,600,LIBRARIES,6815,Book Fund,Furniture Equipment and Materials,6140000,04/06/2024,1900141596,319.64,Revenue,ASKEWS LIBRARY SERVICES LTD,0000103588
PLACE AND COMMUNITIES,600,LIBRARIES,6815,Book Fund,Furniture Equipment and Materials,6140000,04/06/2024,1900141595,660.58,Revenue,ASKEWS LIBRARY SERVICES LTD,0000103588
PLACE AND COMMUNITIES,600,HIGHWAYS,6400,Traffic Signals,Highways Work,6151600,04/06/2024,5100409922,804.00,Revenue,LUTON BOROUGH COUNCIL,0000103640
PLACE AND COMMUNITIES,600,HIGHWAYS,6400,Traffic Signals,Highways Work,6151600,04/06/2024,5100409923,789.94,Revenue,LUTON BOROUGH COUNCIL,0000103640
HRA,850,HOUSING SERVICES (HRA),5100,Repairs cyclical,HRA Lift Maintenance,6125070,04/06/2024,5100413120,403.49,Revenue,STANNAH LIFT SERVICES LTD,0000103865
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,OT Team,Furniture & Equipment Repairs & Maintenance,6140010,04/06/2024,5100413122,"1,183.12",Revenue,STANNAH LIFT SERVICES LTD,0000103865
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,OT Team,Furniture & Equipment Repairs & Maintenance,6140010,04/06/2024,5100413119,304.82,Revenue,STANNAH LIFT SERVICES LTD,0000103865
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,OT Team,Furniture & Equipment Repairs & Maintenance,6140010,04/06/2024,5100412386,220.00,Revenue,STANNAH LIFT SERVICES LTD,0000103865
SOCIAL CARE HEALTH & HOUSING,500,DIRECTOR OF SOCIAL CARE HEALTH HOUSING,5000,Capital - Soc. Care,Furniture Equipment and Materials,6140000,04/06/2024,5100412385,340.00,Capital,STANNAH LIFT SERVICES LTD,0000103865
SOCIAL CARE HEALTH & HOUSING,500,RESOURCES - SCHH,5400,Better Care Fund,Medical Fees/Costs,6161005,04/06/2024,5100413944,"12,000.00",Revenue,NHS BEDS LUTON & MK ICB,0000103994
SOCIAL CARE HEALTH & HOUSING,500,RESOURCES - SCHH,5400,Better Care Fund,Medical Fees/Costs,6161005,04/06/2024,5100413943,"9,000.00",Revenue,NHS BEDS LUTON & MK ICB,0000103994
SOCIAL CARE HEALTH & HOUSING,500,CARE AND SUPPORT,5202,Westlands OPH,Private Contractors,6151500,04/06/2024,5100413921,268.14,Revenue,PHS GROUP LTD,0000105345
SOCIAL CARE HEALTH & HOUSING,500,HOUSING SOLUTIONS (GF),5150,GF Inclusion,Grants/Conts Payable  to Third Parties.,6144330,04/06/2024,5100410884,"76,609.47",Revenue,KINGS ARMS PROJECT (BEDFORD),0000106630
CHILDREN'S SERVICES,401,EDUCATION SEND AND INCLUSION,4230,Early Years SEN Fund,Nursery Providers,6151535,04/06/2024,5100413955,800.26,Revenue,PIPPIN PRE-SCHOOL PLAYGROUP,0000106936
PLACE AND COMMUNITIES,600,TRANSPORT,6410,Service Transp-Fleet,Subscriptions,6144305,04/06/2024,5100409277,"1,700.00",Revenue,LOGISTICS UK,0000107686
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,ASC Carers Vouchers,6151290,04/06/2024,5100412916,777.58,Revenue,PRIME CARE SUPPORT LTD,0000107864
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,ASC Carers Vouchers,6151290,04/06/2024,5100412917,"1,592.50",Revenue,PRIME CARE SUPPORT LTD,0000107864
PLACE AND COMMUNITIES,600,ENVIRONMENT,6800,Household Waste,Private Contractors,6151500,04/06/2024,5100412807,256.97,Revenue,GROWING BEDS RECYCLING SERVS,0000108069
PLACE AND COMMUNITIES,600,ENVIRONMENT,6800,Household Waste,Private Contractors,6151500,04/06/2024,5100412806,432.41,Revenue,GROWING BEDS RECYCLING SERVS,0000108069
PLACE AND COMMUNITIES,600,ENVIRONMENT,6800,Household Waste,Private Contractors,6151500,04/06/2024,5100412805,329.72,Revenue,GROWING BEDS RECYCLING SERVS,0000108069
PLACE AND COMMUNITIES,600,ENVIRONMENT,6800,Household Waste,Private Contractors,6151500,04/06/2024,5100412805,"2,182.68",Revenue,GROWING BEDS RECYCLING SERVS,0000108069
PLACE AND COMMUNITIES,600,ENVIRONMENT,6800,Household Waste,Private Contractors,6151500,04/06/2024,5100412805,"3,320.98",Revenue,GROWING BEDS RECYCLING SERVS,0000108069
PLACE AND COMMUNITIES,600,ENVIRONMENT,6800,Household Waste,Private Contractors,6151500,04/06/2024,5100412803,"2,231.70",Revenue,GROWING BEDS RECYCLING SERVS,0000108069
PLACE AND COMMUNITIES,600,ENVIRONMENT,6800,Household Waste,Private Contractors,6151500,04/06/2024,5100412803,"2,118.70",Revenue,GROWING BEDS RECYCLING SERVS,0000108069
PLACE AND COMMUNITIES,600,ENVIRONMENT,6800,Grounds Maint - Sth,Private Contractors,6151500,04/06/2024,5100413034,"5,359.00",Revenue,JOHN O' CONNER (GROUNDS MAINTE,0000108415
PLACE AND COMMUNITIES,600,CLIENT & DEVELOPMENT SERVICES,6150,Albion - Projects,Vehicles Plant Equipment and Machinery,6180230,04/06/2024,5100409330,300.00,Revenue,WHITMORE PLANT,0000108992
PLACE AND COMMUNITIES,600,BUSINESS INVESTMENT & PLACE DELIVERY,6300,Adult Skills Budget,Private Contractors,6151500,04/06/2024,5100409015,"4,641.05",Revenue,BEDFORD BOROUGH COUNCIL,0000109540
PLACE AND COMMUNITIES,600,ENVIRONMENT,6800,Household Waste,Private Contractors,6151500,04/06/2024,5100410017,"50,554.96",Revenue,BEDFORD BOROUGH COUNCIL,0000109540
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,Chiltern Vale Quadra,Disposal of Waste,6151510,04/06/2024,5100410955,"1,244.43",Revenue,BEDFORD BOROUGH COUNCIL,0000109540
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,Chiltern Vale Quadra,Disposal of Waste,6151510,04/06/2024,5100410576,300.68,Revenue,BEDFORD BOROUGH COUNCIL,0000109540
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,Chiltern Vale Quadra,Disposal of Waste,6151510,04/06/2024,5100409554,253.50,Revenue,BEDFORD BOROUGH COUNCIL,0000109540
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,Ivel Valley Quadrant,Disposal of Waste,6151510,04/06/2024,5100409495,815.25,Revenue,BEDFORD BOROUGH COUNCIL,0000109540
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,Business Units,Disposal of Waste,6151510,04/06/2024,5100409009,253.50,Revenue,BEDFORD BOROUGH COUNCIL,0000109540
PUBLIC HEALTH,800,ASST DIRECTOR OF PUBLIC HEALTH,8010,Weight Management,Furniture Equipment and Materials,6140000,04/06/2024,5100409947,"36,139.65",Revenue,BEDFORD BOROUGH COUNCIL,0000109540
PUBLIC HEALTH,800,ASST DIRECTOR OF PUBLIC HEALTH,8010,Weight Management,Public Health SLA Recharges,6150230,04/06/2024,5100409948,"4,466.67",Revenue,BEDFORD BOROUGH COUNCIL,0000109540
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Other LAs SLA's & Recharges,6150200,04/06/2024,5100413808,"16,665.60",Revenue,BEDFORD BOROUGH COUNCIL,0000109540
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Other LAs SLA's & Recharges,6150200,04/06/2024,5100413807,"13,317.60",Revenue,BEDFORD BOROUGH COUNCIL,0000109540
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Other LAs SLA's & Recharges,6150200,04/06/2024,5100413806,"15,002.50",Revenue,BEDFORD BOROUGH COUNCIL,0000109540
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Other LAs SLA's & Recharges,6150200,04/06/2024,5100413804,"20,013.60",Revenue,BEDFORD BOROUGH COUNCIL,0000109540
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Other LAs SLA's & Recharges,6150200,04/06/2024,5100413803,"-20,906.40",Revenue,BEDFORD BOROUGH COUNCIL,0000109540
PLACE AND COMMUNITIES,600,ENVIRONMENT,6800,Sundon & Bluewater,Electricity Costs,6120210,04/06/2024,5100413044,821.76,Revenue,NPOWER LTD,0000109845
PLACE AND COMMUNITIES,600,ENVIRONMENT,6800,Sundon & Bluewater,Electricity Costs,6120210,04/06/2024,5100412784,257.12,Revenue,NPOWER LTD,0000109845
PLACE AND COMMUNITIES,600,ENVIRONMENT,6800,Waste Salaries,Subscriptions,6144305,04/06/2024,5100412939,445.00,Revenue,LARAC,0000109850
PLACE AND COMMUNITIES,600,BUSINESS INVESTMENT & PLACE DELIVERY,6300,UKSPF,Grants/Conts Payable  to Third Parties.,6144330,04/06/2024,5100413066,"6,682.44",Revenue,BEDS & LUTON CHAMBER OF COMMER,0000110045
PLACE AND COMMUNITIES,600,REGENERATION DIRECTOR,6100,Capital - Regen.,Grants/Conts Payable  to Third Parties.,6144330,04/06/2024,5100412813,"8,418.32",Capital,BEDS & LUTON CHAMBER OF COMMER,0000110045
SOCIAL CARE HEALTH & HOUSING,500,HOUSING SOLUTIONS (GF),5150,Priv Sect Housing,Furniture Equipment and Materials,6140000,04/06/2024,5100409278,4.99,Revenue,ARCO LIMITED,0000110067
SOCIAL CARE HEALTH & HOUSING,500,HOUSING SOLUTIONS (GF),5150,Priv Sect Housing,Furniture Equipment and Materials,6140000,04/06/2024,5100409278,6.50,Revenue,ARCO LIMITED,0000110067
SOCIAL CARE HEALTH & HOUSING,500,HOUSING SOLUTIONS (GF),5150,Priv Sect Housing,Furniture Equipment and Materials,6140000,04/06/2024,5100409278,77.88,Revenue,ARCO LIMITED,0000110067
SOCIAL CARE HEALTH & HOUSING,500,HOUSING SOLUTIONS (GF),5150,Priv Sect Housing,Clothes Uniform & Laundry,6140600,04/06/2024,5100409278,64.90,Revenue,ARCO LIMITED,0000110067
SOCIAL CARE HEALTH & HOUSING,500,HOUSING SOLUTIONS (GF),5150,Priv Sect Housing,Clothes Uniform & Laundry,6140600,04/06/2024,5100409278,35.09,Revenue,ARCO LIMITED,0000110067
SOCIAL CARE HEALTH & HOUSING,500,HOUSING SOLUTIONS (GF),5150,Priv Sect Housing,Clothes Uniform & Laundry,6140600,04/06/2024,5100409278,26.09,Revenue,ARCO LIMITED,0000110067
CORPORATE COSTS,160,CORPORATE COSTS,7800,Pension Payments,Pension Payments,5119000,04/06/2024,5100413651,"102,000.00",Revenue,BEDFORDSHIRE PENSION FUND,0000110145
PLACE AND COMMUNITIES,600,BUSINESS INVESTMENT & PLACE DELIVERY,6300,Adult Skills Budget,Private Contractors,6151500,04/06/2024,5100408916,"7,476.30",Revenue,NOAH ENTERPRISE,0000110573
