Service Area,Service Division,Expense Type,Expense Code,Detailed Expense Type,Payment Date,Transaction Number,Amount Exc VAT,Supplier Name
Neighbourhoods and Climate Change,Environmental Services,Transport,210057,Repair and Maintenance of Vehicles,01/11/2023,4197690-35253842,œ540.00,BELL TRUCK SALES LTD T/A BELL TRUCK & VAN.
Neighbourhoods and Climate Change,Environmental Services,Stock A926,926004,Stock,01/11/2023,4197690-45077332,"œ1,377.12",BELL TRUCK SALES LTD T/A BELL TRUCK & VAN.
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,01/11/2023,4197698-A1,"œ2,717.82",BOBS TAXIS.
Neighbourhoods and Climate Change,Highways,Supplies and Services,384899,Miscellaneous Expenses,01/11/2023,4197701-RES-10-2023-738,"œ1,833.00",BRANDON & BYSHOTTLES PARISH COUNCIL.
Regeneration Economy and Growth,Culture Sport and Tourism,Premises,145023,Cleaning and Domestic Supplies,01/11/2023,4197702-22SI2294563,"œ2,290.80",BRENNTAG UK LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,440047,Other third party payments E440,01/11/2023,4197710-26207,"œ7,432.32",CASTLE VIEW GROUP TRAINING.
Regeneration Economy and Growth,Transport and Contracted Services,Supplies and Services,384199,Miscellaneous Expenses,01/11/2023,4197712-INV-1404,"œ6,750.00",CHALLENGE FOR CHANGE LTD T/A LOVE TO RIDE.
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,01/11/2023,4197714-2308,"œ1,690.20",CHEVRON TAXIS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,01/11/2023,4197714-2384,"œ1,020.00",CHEVRON TAXIS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,01/11/2023,4197714-2387,"œ2,296.00",CHEVRON TAXIS LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/11/2023,4197716-CC145514,œ504.50,CITY CLEAN NORTHERN LTD.
Regeneration Economy and Growth,Business Durham,Supplies and Services,336005,Advertising E336,01/11/2023,4197717-0104255309,"œ1,000.00",CLEAR CHANNEL UK LTD.
Children and Young Peoples Services,Head of Early Help Inclusion & Vulnerable Children.,Supplies and Services,342051,Computers and Communications,01/11/2023,4197718-INV-17323,"œ10,000.00",CLEARCARE SOLUTIONS LTD.
Neighbourhoods and Climate Change,Highways,Third Party Payments,430100,Rendered by Private Contractors,01/11/2023,4197722-2000003,"œ14,166.78",COLAS LTD.
Regeneration Economy and Growth,Business Durham,Premises,120021,Energy Costs,01/11/2023,4197727-17908233,œ555.02,CORONA ENERGY RETAIL 2 LTD.
Neighbourhoods and Climate Change,Partnerships & Community Engagement Div.,Supplies and Services,308011,Furniture,01/11/2023,4197728-PEA0070,"œ2,847.00",COUNTY DURHAM FURNITURE HELP SCHEME (CDFHS).
Regeneration Economy and Growth,Planning & Housing,Supplies and Services,308011,Furniture,01/11/2023,4197728-REG0101,"œ1,580.00",COUNTY DURHAM FURNITURE HELP SCHEME (CDFHS).
Neighbourhoods and Climate Change,Highways,Supplies and Services,384899,Miscellaneous Expenses,01/11/2023,4197729-RES-10-2023-737,"œ2,200.00",COXHOE PARISH COUNCIL.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,01/11/2023,4197731-116584,"œ1,693.44",CROFT BUSINESS SERVICES LTD T/A CROFT TRAVEL.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,230005,Contract Hire,01/11/2023,4197731-116722,œ529.76,CROFT BUSINESS SERVICES LTD T/A CROFT TRAVEL.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,230005,Contract Hire,01/11/2023,4197731-116723,œ927.08,CROFT BUSINESS SERVICES LTD T/A CROFT TRAVEL.
Neighbourhoods and Climate Change,Environmental Services,Third Party Payments,430115,Rendered by Private Contractors,01/11/2023,4197733-105035,"œ1,529.98",D&F ASSOCIATES LTD.
Neighbourhoods and Climate Change,Environmental Services,Stock A926,926004,Stock,01/11/2023,4197741-96448151,œ739.20,DENNIS EAGLE LTD T/A TERBERG MATEC (UK) LTD.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,01/11/2023,4197742-375331/INVRR209,"œ1,400.00",DERE STREET BARRISTERS.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,01/11/2023,4197742-383230/INVJS89,"œ4,400.00",DERE STREET BARRISTERS.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,01/11/2023,4197742-387160/INVGHE372,œ625.00,DERE STREET BARRISTERS.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,01/11/2023,4197742-387302/INVAD0222,œ725.00,DERE STREET BARRISTERS.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,01/11/2023,4197742-390240/INVEI122,œ625.00,DERE STREET BARRISTERS.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,01/11/2023,4197742-390580/INVAD0224,œ625.00,DERE STREET BARRISTERS.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,01/11/2023,4197742-391794/INVLC90,œ550.00,DERE STREET BARRISTERS.
Chief Executives Office,Communications Management,Supplies and Services,332029,Printing Stationery and Gen Off Exps,01/11/2023,4197743-47740,"œ3,000.00",DESIGN X PRESS LTD.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338043,Services,01/11/2023,4197753-157-0418030,"œ40,122.57",DWF LLP.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338043,Services,01/11/2023,4197753-157-0445249,"œ9,216.36",DWF LLP.
Neighbourhoods and Climate Change,Environmental Services,Transport,210057,Repair and Maintenance of Vehicles,01/11/2023,4197754-S213299,œ536.31,ECON ENGINEERING LTD.
Dedicated Schools Grant BG0015,Dedicated Schools Grant CG0050,Central Support and Other Recharges,615208,Support Services,01/11/2023,4197755-RES-10-2023-694,"œ6,068.25",EDEN LEARNING TRUST T/A FERRYHILL BUSINESS & ENTERPRISE COLLEGE.
Dedicated Schools Grant BG0015,Dedicated Schools Grant CG0050,Central Support and Other Recharges,615208,Support Services,01/11/2023,4197756-RES-10-2023-695,œ722.41,EDEN LEARNING TRUST T/A WOODHAM ACADEMY.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,01/11/2023,4197757-059-326416,œ552.46,EDMUNDSON ELECTRICAL LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,01/11/2023,4197768-0000023315,"œ4,065.52",EXTERIOR LIGHTING SOLUTIONS (UK) LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,384899,Miscellaneous Expenses,01/11/2023,4197771-RES-10-2023-736,"œ3,936.55",FERRYHILL TOWN COUNCIL.
Regeneration Economy and Growth,Transport and Contracted Services,Third Party Payments,430106,Rendered by Private Contractors,01/11/2023,4197772-PPT4123-OCT23,"œ2,261.00",FERRYHILL VILLAGE TRAVEL.
Adult and Health Services,Head of Adults,Transport,230005,Contract Hire,01/11/2023,4197776-103645,"œ1,431.00",G & P JOHNSON LTD T/A NIGHTINGALE COACHES.
Neighbourhoods and Climate Change,Highways,Supplies and Services,384899,Miscellaneous Expenses,01/11/2023,4197778-RES-10-2023-739,"œ2,670.00",GAINFORD & LANGTON PARISH COUNCIL.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,01/11/2023,4197779-847008,"œ1,229.25",GARTEC LTD.
Neighbourhoods and Climate Change,Environmental Services,Stock A926,926004,Stock,01/11/2023,4197780-IN270446,"œ6,146.16",GB LUBRICANTS LTD.
Neighbourhoods and Climate Change,Environmental Services,Stock A926,926004,Stock,01/11/2023,4197780-IN270486,"œ1,473.95",GB LUBRICANTS LTD.
Regeneration Economy and Growth,Corporate Property and Land,Employees,080025,Agency Staff,01/11/2023,4197781-2476041,"œ176,117.71",GEOMETRIC RESULTS INTERNATIONAL.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,01/11/2023,4197785-000201,œ540.00,GRAEME HOPPER LTD.
Neighbourhoods and Climate Change,Highways,Third Party Payments,430100,Rendered by Private Contractors,01/11/2023,4197785-000202,"œ1,810.00",GRAEME HOPPER LTD.
Adult and Health Services,Head of Adults,Premises,145023,Cleaning and Domestic Supplies,01/11/2023,4197788-06/242411,œ647.07,GREENHAM TRADING LTD.
Neighbourhoods and Climate Change,Environmental Services,Stock A926,926004,Stock,01/11/2023,4197789-283390,œ888.49,GREENLAY T/A THOMAS SHERRIFF & CO LTD.
Neighbourhoods and Climate Change,Highways,Third Party Payments,430100,Rendered by Private Contractors,01/11/2023,4197798-3576,"œ8,880.00",HIGHWAY CONSTRUCTION SERVICES LTD.
Neighbourhoods and Climate Change,Highways,Third Party Payments,430100,Rendered by Private Contractors,01/11/2023,4197798-3577,"œ4,800.00",HIGHWAY CONSTRUCTION SERVICES LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,01/11/2023,4197800-23887,"œ4,180.00",HODGSONS COACH OPERATORS LTD.
Neighbourhoods and Climate Change,Environmental Services,Third Party Payments,430100,Rendered by Private Contractors,01/11/2023,4197801-94867,"œ1,290.33",HOGARTH COACHWORKS LTD.
Adult and Health Services,Public Health CC0450,Third Party Payments,460803,Contract Payments,01/11/2023,4197806-SI-HK-001462,"œ330,683.00",HUMANKIND CHARITY.
Regeneration Economy and Growth,Culture Sport and Tourism,Premises,120021,Energy Costs,01/11/2023,4197807-18189,"œ3,364.47",IMPALA ESTATES LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,425028,Rendered by Voluntary Organisations,01/11/2023,4197809-2324/IC/001,"œ35,840.00",INTEGRATING CHILDREN.
Neighbourhoods and Climate Change,Highways,Third Party Payments,430100,Rendered by Private Contractors,01/11/2023,4197812-28485,"œ1,062.80",JACK COUPE & SONS LTD T/A COUPE LINE.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,384302,Miscellaneous Expenses,01/11/2023,4197813-4100861874,"œ5,000.00",JACK DRUM ARTS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230003,Contract Hire,01/11/2023,4197817-41140,"œ3,705.00",JIM HUGHES COACHES LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230003,Contract Hire,01/11/2023,4197817-41144-41130,"œ5,397.58",JIM HUGHES COACHES LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230003,Contract Hire,01/11/2023,4197817-41146,"œ4,419.00",JIM HUGHES COACHES LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230031,Contract Hire,01/11/2023,4197817-41149-41150,"œ1,585.00",JIM HUGHES COACHES LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,01/11/2023,4197817-41151,"œ6,260.50",JIM HUGHES COACHES LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,01/11/2023,4197817-41162,"œ11,698.20",JIM HUGHES COACHES LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,01/11/2023,4197819-32681,"œ2,592.50",JOHN R BUTTERFIELD LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,01/11/2023,4197819-32682,"œ1,702.50",JOHN R BUTTERFIELD LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,01/11/2023,4197820-0000084369,œ894.00,JOHN WADE (HAULAGE) LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,01/11/2023,4197826-4713,œ925.00,KEVIN SNOWDON GROUNDWORKS LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,01/11/2023,4197826-4714,œ925.00,KEVIN SNOWDON GROUNDWORKS LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,01/11/2023,4197826-4715,œ752.25,KEVIN SNOWDON GROUNDWORKS LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,01/11/2023,4197826-4716,œ943.50,KEVIN SNOWDON GROUNDWORKS LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,01/11/2023,4197826-4717,"œ1,145.50",KEVIN SNOWDON GROUNDWORKS LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,01/11/2023,4197826-4718,"œ1,145.50",KEVIN SNOWDON GROUNDWORKS LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,01/11/2023,4197826-4719,"œ1,145.50",KEVIN SNOWDON GROUNDWORKS LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,01/11/2023,4197826-4720,"œ1,209.25",KEVIN SNOWDON GROUNDWORKS LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,01/11/2023,4197826-4722,œ943.50,KEVIN SNOWDON GROUNDWORKS LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,01/11/2023,4197826-4723,œ943.50,KEVIN SNOWDON GROUNDWORKS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,01/11/2023,4197829-4127,œ910.00,L&D TAXIS NE LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Supplies and Services,338044,Services,01/11/2023,4197835-293846,"œ1,103.00",LEXTOX.
Children and Young Peoples Services,Head of Childrens Social Care,Supplies and Services,338044,Services,01/11/2023,4197835-299293,œ832.00,LEXTOX.
Children and Young Peoples Services,Head of Childrens Social Care,Supplies and Services,338044,Services,01/11/2023,4197835-304053,œ536.00,LEXTOX.
Children and Young Peoples Services,Head of Childrens Social Care,Supplies and Services,338044,Services,01/11/2023,4197835-304475,œ536.00,LEXTOX.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,230005,Contract Hire,01/11/2023,4197838-5510,œ560.00,LOCAL TRANSPORT LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,230005,Contract Hire,01/11/2023,4197838-5511,"œ1,178.00",LOCAL TRANSPORT LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,440047,Other third party payments E440,01/11/2023,4197846-8311,"œ2,396.32",MAJOR RECRUITMENT LTD.*
Neighbourhoods and Climate Change,Highways,Third Party Payments,430101,Rendered by Private Contractors,01/11/2023,4197847-6444,"œ3,680.00",MAKEPEACE MOTORS.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,304337,Equipment and Materials,01/11/2023,4197848-4236145332,"œ1,603.35",MARES SPA.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,304337,Equipment and Materials,01/11/2023,4197848-4236145339,"œ1,350.09",MARES SPA.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,304337,Equipment and Materials,01/11/2023,4197848-4236145375,œ786.16,MARES SPA.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,01/11/2023,4197849-Z001725977,"œ7,008.52",MARSHALLS MONO LTD.
Neighbourhoods and Climate Change,Environmental Services,Third Party Payments,430100,Rendered by Private Contractors,01/11/2023,4197854-9983281472,"œ1,780.58",MITCHELL POWERSYSTEMS.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,304259,Equipment and Materials,01/11/2023,4197855-INVOICE-0176,œ700.00,MOUNTAIN ACTIVITY CO.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/11/2023,4197871-46477,"œ1,548.00",NE & C WINDOWS & DOORS LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/11/2023,4197871-46479,"œ1,169.00",NE & C WINDOWS & DOORS LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/11/2023,4197871-46480,"œ9,852.00",NE & C WINDOWS & DOORS LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/11/2023,4197871-46481,"œ7,772.00",NE & C WINDOWS & DOORS LTD.
Neighbourhoods and Climate Change,Environmental Services,Stock A926,926004,Stock,01/11/2023,4197872-INVHE81864,"œ1,199.01",NE TRUCK SPARES LTD (NETS).
Dedicated Schools Grant BG0015,Dedicated Schools Grant CG0050,Central Support and Other Recharges,615208,Support Services,01/11/2023,4197873-RES-10-2023-693,"œ20,227.49",NEW COLLEGE DURHAM ACADEMIES TRUST.
Neighbourhoods and Climate Change,Environmental Services,Third Party Payments,430100,Rendered by Private Contractors,01/11/2023,4197876-1446129,œ990.62,NORTH EAST TRUCK & VAN LTD.
Neighbourhoods and Climate Change,Environmental Services,Third Party Payments,430100,Rendered by Private Contractors,01/11/2023,4197876-1446130,œ502.80,NORTH EAST TRUCK & VAN LTD.
Regeneration Economy and Growth,Planning & Housing,Premises,135005,Water Services,01/11/2023,4197878-472091020027788398,"œ5,063.13",NORTHUMBRIAN WATER LTD.
Resources BK0010,HR & Employee Services,Supplies and Services,384199,Miscellaneous Expenses,01/11/2023,4197880-INV-1222,"œ7,883.00",OM CHANGE & TRANSFORMATION LTD.
Adult and Health Services,Head of Adults,Supplies and Services,304516,Equipment and Materials,01/11/2023,4197884-0000200660,"œ2,637.43",ONLINE ERGONOMICS LTD.
Adult and Health Services,Head of Adults,Supplies and Services,304516,Equipment and Materials,01/11/2023,4197884-0000200661,"œ1,576.33",ONLINE ERGONOMICS LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/11/2023,4197885-12320-30,"œ1,140.08",OPUS BUILDING SERVICES LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/11/2023,4197885-12320-31,"œ1,127.53",OPUS BUILDING SERVICES LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/11/2023,4197885-12320-32,"œ1,121.62",OPUS BUILDING SERVICES LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/11/2023,4197885-12320-33,"œ1,020.13",OPUS BUILDING SERVICES LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/11/2023,4197885-12320-34,"œ1,165.50",OPUS BUILDING SERVICES LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/11/2023,4197885-12320-35,"œ1,138.50",OPUS BUILDING SERVICES LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/11/2023,4197885-12320-36,"œ1,132.04",OPUS BUILDING SERVICES LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/11/2023,4197885-12320-37,"œ1,174.50",OPUS BUILDING SERVICES LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/11/2023,4197885-12320-38,"œ1,138.50",OPUS BUILDING SERVICES LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/11/2023,4197885-12320-39,"œ1,121.62",OPUS BUILDING SERVICES LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/11/2023,4197885-12320-40,"œ1,140.08",OPUS BUILDING SERVICES LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/11/2023,4197885-12320-41,"œ1,135.45",OPUS BUILDING SERVICES LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/11/2023,4197885-12320-42,"œ1,132.04",OPUS BUILDING SERVICES LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/11/2023,4197885-12320-43,"œ1,130.17",OPUS BUILDING SERVICES LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/11/2023,4197885-12320-44,"œ1,140.08",OPUS BUILDING SERVICES LTD.
Adult and Health Services,Head of Adults,Supplies and Services,338089,Services,01/11/2023,4197893-INV-0034,œ825.00,PEER HUB COMMUNITY INTEREST COMPANY.
Adult and Health Services,Head of Adults,Supplies and Services,338089,Services,01/11/2023,4197893-INV-0035,"œ1,265.00",PEER HUB COMMUNITY INTEREST COMPANY.
Neighbourhoods and Climate Change,Highways,Third Party Payments,430100,Rendered by Private Contractors,01/11/2023,4197899-6603,"œ7,169.27",PINKNEY BUILDING CONTRACTORS LTD.
Neighbourhoods and Climate Change,Highways,Third Party Payments,430100,Rendered by Private Contractors,01/11/2023,4197899-6604,"œ3,042.00",PINKNEY BUILDING CONTRACTORS LTD.
Neighbourhoods and Climate Change,Highways,Third Party Payments,430100,Rendered by Private Contractors,01/11/2023,4197899-6605,"œ7,360.62",PINKNEY BUILDING CONTRACTORS LTD.
Neighbourhoods and Climate Change,Highways,Third Party Payments,430100,Rendered by Private Contractors,01/11/2023,4197899-6606,"œ4,056.00",PINKNEY BUILDING CONTRACTORS LTD.
Neighbourhoods and Climate Change,Highways,Third Party Payments,430100,Rendered by Private Contractors,01/11/2023,4197899-6608,"œ7,360.62",PINKNEY BUILDING CONTRACTORS LTD.
Neighbourhoods and Climate Change,Highways,Third Party Payments,430100,Rendered by Private Contractors,01/11/2023,4197899-6609,"œ3,439.38",PINKNEY BUILDING CONTRACTORS LTD.
Regeneration Economy and Growth,Transport and Contracted Services,Third Party Payments,430108,Rendered by Private Contractors,01/11/2023,4197902-179156,"œ2,790.00",PREMIER TRAFFIC MANAGEMENT LTD.
Neighbourhoods and Climate Change,Highways,Third Party Payments,430100,Rendered by Private Contractors,01/11/2023,4197902-179841,"œ9,028.50",PREMIER TRAFFIC MANAGEMENT LTD.
Neighbourhoods and Climate Change,Highways,Third Party Payments,430100,Rendered by Private Contractors,01/11/2023,4197916-10000/230950,"œ75,701.92",RAINTON CONSTRUCTION LTD.
Neighbourhoods and Climate Change,Highways,Third Party Payments,430100,Rendered by Private Contractors,01/11/2023,4197916-10000/230951,"œ250,222.18",RAINTON CONSTRUCTION LTD.
Neighbourhoods and Climate Change,Highways,Third Party Payments,430100,Rendered by Private Contractors,01/11/2023,4197916-10000/230952,"œ161,028.11",RAINTON CONSTRUCTION LTD.
Neighbourhoods and Climate Change,Highways,Third Party Payments,430100,Rendered by Private Contractors,01/11/2023,4197916-10000/230953,"œ25,526.74",RAINTON CONSTRUCTION LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,01/11/2023,4197918-1-4004,"œ1,560.28",RAYNERS COACHES.
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,01/11/2023,4197919-RDS093,"œ1,147.08",RDS TAXI.
Neighbourhoods and Climate Change,Environmental Services,Third Party Payments,430100,Rendered by Private Contractors,01/11/2023,4197926-402451,œ723.37,RICKERBY LTD.
Neighbourhoods and Climate Change,Environmental Services,Third Party Payments,430100,Rendered by Private Contractors,01/11/2023,4197926-402452,"œ1,057.50",RICKERBY LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,01/11/2023,4197932-W182-SEP23,"œ1,859.04",ROGERS TAXIS.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,304259,Equipment and Materials,01/11/2023,4197936-17253,"œ1,234.20",SAFE SECURE LOCKER SERVICES LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/11/2023,4197937-7657,"œ12,000.00",SAFE STRIP UK LTD.
Neighbourhoods and Climate Change,Environmental Services,Transport,210057,Repair and Maintenance of Vehicles,01/11/2023,4197941-2024.1000000778,"œ1,691.81",SCARAB SWEEPERS LTD.
Neighbourhoods and Climate Change,Environmental Services,Stock A926,926004,Stock,01/11/2023,4197945-43018282,œ716.33,SHERWOODS MOTOR GROUP LTD T/A SHERWOODS ISUZU.
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,01/11/2023,4197954-CLM00506,"œ1,947.54",SPENNYMOOR TAXIS.
Neighbourhoods and Climate Change,Highways,Supplies and Services,384899,Miscellaneous Expenses,01/11/2023,4197955-RES-10-2023-735,"œ1,800.00",SPENNYMOOR TOWN COUNCIL.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,01/11/2023,4197957-8792,"œ7,340.00",ST ASTIER LTD.
Regeneration Economy and Growth,Business Durham,Premises,108099,Service Repairs and Maintenance,01/11/2023,4197957-8803,"œ5,122.00",ST ASTIER LTD.
