Service Area,Service Division,Expense Type,Expense Code,Detailed Expense Type,Payment Date,Transaction Number,Amount Exc VAT,Supplier Name
Adult and Health Services,Head of Adults,Supplies and Services,384616,Miscellaneous Expenses,01/03/2024,4241286-MA245680-1,"£1,641.96",CARE HOUSING ASSOCIATION LTD.
Adult and Health Services,Commissioning inc Supporting People,Third Party Payments,479101,Purchase of Care,01/03/2024,4241287-INV056854,"£7,000.00",CAREHOME SELECTION LTD (CHS HEALTHCARE).
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,440046,Other third party payments E440,01/03/2024,4241290-26159,"£4,291.28",CASTLE VIEW GROUP TRAINING.
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,440047,Other third party payments E440,01/03/2024,4241290-26257,"£1,061.76",CASTLE VIEW GROUP TRAINING.
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,440038,Other third party payments E440,01/03/2024,4241290-26377,"£1,645.00",CASTLE VIEW GROUP TRAINING.
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,440046,Other third party payments E440,01/03/2024,4241290-26379,"£1,421.00",CASTLE VIEW GROUP TRAINING.
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,440046,Other third party payments E440,01/03/2024,4241290-26383,£942.50,CASTLE VIEW GROUP TRAINING.
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,440046,Other third party payments E440,01/03/2024,4241290-27065,"£6,061.00",CASTLE VIEW GROUP TRAINING.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/03/2024,4241292-12401,£719.68,CATHEDRAL LOCK & SAFE SERVICES LTD.
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,338035,Services,01/03/2024,4241299-806521680,£710.00,CITY & GUILDS OF LONDON INSTITUTE.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,01/03/2024,4241301-2852ABZ374,"£1,216.06",CITY PLUMBING SUPPLIES HOLDINGS LTD.
Children and Young Peoples Services,Head of Education and Skills,Third Party Payments,440999,Other third party payments E440,01/03/2024,4241305-CTA/DCC/COMLEARN/IRO5,"£7,950.00",COMMUNICATORS TRAINING ASSOCIATES LTD.
Adult and Health Services,Head of Adults,Supplies and Services,304259,Equipment and Materials,01/03/2024,4241309-YC9170,"£3,769.00",CORECARE GLOBAL LTD T/A YORKSHIRE CARE EQUIPMENT.
Adult and Health Services,Head of Adults,Supplies and Services,304259,Equipment and Materials,01/03/2024,4241309-YC9171,"£3,769.00",CORECARE GLOBAL LTD T/A YORKSHIRE CARE EQUIPMENT.
Children and Young Peoples Services,Head of Early Help Inclusion & Vulnerable Children.,Supplies and Services,324500,Provisions E324,01/03/2024,4241315-25726,"£21,686.03",CREATIVE MANAGEMENT SERVICES LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,384199,Miscellaneous Expenses,01/03/2024,4241322-INV-0755,"£1,109.00",DIFFERENT NARRATIVE INTEGRATED MARKETING LTD.
Regeneration Economy and Growth,Planning & Housing,Supplies and Services,338094,Services,01/03/2024,4241333-3327,"£1,147.92",DURHAM CRICKET EVENTS LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,01/03/2024,4241337-059-331877,£524.46,EDMUNDSON ELECTRICAL LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,01/03/2024,4241344-2401\238,£922.56,EPPLETON QUARRY PRODUCTS LTD.
Adult and Health Services,Head of Adults,Third Party Payments,478151,Purchase of Care,01/03/2024,4241346-ECS833-24,"£3,114.27",ESSENTIAL CARE & SUPPORT LTD.
Adult and Health Services,Head of Adults,Supplies and Services,338089,Services,01/03/2024,4241352-9273,£600.00,FANE LTD.
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,372009,Subscriptions E372,01/03/2024,4241353-INV-5460,"£3,052.50",FLASH ACADEMY.
Children and Young Peoples Services,Head of Childrens Social Care,Supplies and Services,338044,Services,01/03/2024,4241355-112935,£600.80,FORENSIC TESTING SERVICE LTD.
Neighbourhoods and Climate Change,Environmental Services,Third Party Payments,430100,Rendered by Private Contractors,01/03/2024,4241356-123248,£822.28,FR SHARROCK LTD.
Neighbourhoods and Climate Change,Environmental Services,Third Party Payments,430100,Rendered by Private Contractors,01/03/2024,4241356-123249,"£6,572.67",FR SHARROCK LTD.
Neighbourhoods and Climate Change,Highways,Stock A926,926900,Stock in hand-Inventory system,01/03/2024,4241365-06/256233,£844.00,GREENHAM TRADING LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,01/03/2024,4241370-4790102,£755.04,HEADLAM (FLOORCOVERING DISTRIBUTORS) LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,01/03/2024,4241370-4790103,£603.33,HEADLAM (FLOORCOVERING DISTRIBUTORS) LTD.
Adult and Health Services,Head of Adults,Third Party Payments,478151,Purchase of Care,01/03/2024,4241373-HLC1013,"£4,159.54",HIGHLEA CARE LTD.
Regeneration Economy and Growth,Corporate Property and Land,Premises,108099,Service Repairs and Maintenance,01/03/2024,4241376-7081075020,"£1,020.98",HONEYWELL NOVAR SYSTEMS LTD.
Adult and Health Services,Public Health CC0450,Third Party Payments,460803,Contract Payments,01/03/2024,4241378-SI-HK-001852,"£374,752.00",HUMANKIND CHARITY.
Adult and Health Services,Public Health CC0450,Third Party Payments,460803,Contract Payments,01/03/2024,4241378-SI-HK-002012,"£374,752.00",HUMANKIND CHARITY.
Adult and Health Services,Public Health CC0450,Third Party Payments,460803,Contract Payments,01/03/2024,4241378-SI-HK-002014,"£5,000.00",HUMANKIND CHARITY.
Regeneration Economy and Growth,Corporate Property and Land,Premises,108099,Service Repairs and Maintenance,01/03/2024,4241379-151878,"£1,847.19",HUTCHINSON ENVIRONMENTAL SOLUTIONS LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,342225,Computers and Communications,01/03/2024,4241383-2306-13507-002,"£30,300.00",INNOVATISE GMBH.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,324117,Provisions E324,01/03/2024,4241389-27048,£591.16,J MORAN LTD T/A CAFFE VINCI.
Neighbourhoods and Climate Change,Highways,Construction work A908,908105,Construction work,01/03/2024,4241391-28869,"£1,488.36",JACK COUPE & SONS LTD T/A COUPE LINE.
Regeneration Economy and Growth,Corporate Property and Land,Premises,108099,Service Repairs and Maintenance,01/03/2024,4241394-30244,"£5,144.40",JC MAINTENANCE SERVICES LTD.
Neighbourhoods and Climate Change,Environmental Services,Third Party Payments,430100,Rendered by Private Contractors,01/03/2024,4241395-177627,£921.63,JG PAXTON & SONS LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,384700,Miscellaneous Expenses,01/03/2024,4241402-RES-02-2024-407,"£23,093.95",JT NIXON & SONS LTD.
Children and Young Peoples Services,Head of Education and Skills,Third Party Payments,440999,Other third party payments E440,01/03/2024,4241417-SI-44,"£3,000.00",LOKMAN TRAINING LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,338066,Services,01/03/2024,4241430-51941,"£2,951.12",MCVEIGH PARKER & CO LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,338066,Services,01/03/2024,4241430-51942,"£2,147.92",MCVEIGH PARKER & CO LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/03/2024,4241439-47930,"£19,324.00",NE & C WINDOWS & DOORS LTD.
Regeneration Economy and Growth,REG - Central Costs,Supplies and Services,384999,Miscellaneous Expenses,01/03/2024,4241445-RES-02-2024-372,"£159,533.00",NORTH EAST COMBINED AUTHORITY (NECA).
Neighbourhoods and Climate Change,Environmental Services,Third Party Payments,430100,Rendered by Private Contractors,01/03/2024,4241447-1448775,"£2,457.69",NORTH EAST TRUCK & VAN LTD.
Neighbourhoods and Climate Change,Highways,Third Party Payments,430100,Rendered by Private Contractors,01/03/2024,4241448-D120421414,"£1,593.05",NORTHERN POWERGRID (NORTHEAST) LTD.
Neighbourhoods and Climate Change,Highways,Third Party Payments,430100,Rendered by Private Contractors,01/03/2024,4241448-DI20421415,"£1,676.12",NORTHERN POWERGRID (NORTHEAST) LTD.
Neighbourhoods and Climate Change,Highways,Construction work A908,908201,Capital - Public Utilities - Electricity Services,01/03/2024,4241448-RES-02-2024-401,"£11,878.78",NORTHERN POWERGRID (NORTHEAST) LTD.
Neighbourhoods and Climate Change,Highways,Construction work A908,908201,Capital - Public Utilities - Electricity Services,01/03/2024,4241448-RES-02-2024-402,"£3,128.95",NORTHERN POWERGRID (NORTHEAST) LTD.
Neighbourhoods and Climate Change,Highways,Construction work A908,908201,Capital - Public Utilities - Electricity Services,01/03/2024,4241448-RES-02-2024-411,"£2,678.83",NORTHERN POWERGRID (NORTHEAST) LTD.
Neighbourhoods and Climate Change,Highways,Construction work A908,908201,Capital - Public Utilities - Electricity Services,01/03/2024,4241448-RES-02-2024-412,"£3,152.61",NORTHERN POWERGRID (NORTHEAST) LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,384199,Miscellaneous Expenses,01/03/2024,4241460-3810,"£4,250.00",PARAMOUNT CEILINGS & PARTITIONS LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/03/2024,4241460-3811,"£4,200.00",PARAMOUNT CEILINGS & PARTITIONS LTD.
Neighbourhoods and Climate Change,Environmental Services,Transport,210057,Repair and Maintenance of Vehicles,01/03/2024,4241463-25964420,£601.00,PARTSPLUS.
Regeneration Economy and Growth,Corporate Property and Land,Premises,108099,Service Repairs and Maintenance,01/03/2024,4241467-107618,"£1,010.75",PETERLEE FIRE CO LTD.
Regeneration Economy and Growth,Corporate Property and Land,Premises,108099,Service Repairs and Maintenance,01/03/2024,4241477-17851,£600.00,PREMIER CELL FIT T/A LIVEWIRE GATES & DOORS.
Neighbourhoods and Climate Change,Environmental Services,Premises,108099,Service Repairs and Maintenance,01/03/2024,4241477-17869,£500.00,PREMIER CELL FIT T/A LIVEWIRE GATES & DOORS.
Children and Young Peoples Services,Head of Childrens Social Care,Supplies and Services,338044,Services,01/03/2024,4241482-23486/13,£560.00,PSYCHREP UK LTD.
Dedicated Schools Grant BG0015,DSG High Needs Block,Supplies and Services,384199,Miscellaneous Expenses,01/03/2024,4241500-SW845,"£1,670.00",SENSORY WORX.
Neighbourhoods and Climate Change,Highways,Stock A926,926900,Stock in hand-Inventory system,01/03/2024,4241502-IN2435,£640.00,SEYMOUR (PLANT & EQUIPMENT) LTD.
Neighbourhoods and Climate Change,Highways,Stock A926,926900,Stock in hand-Inventory system,01/03/2024,4241502-IN2592,"£1,159.50",SEYMOUR (PLANT & EQUIPMENT) LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,01/03/2024,4241522-1144622,"£1,682.61",T CROSSLING & CO LTD.
Regeneration Economy and Growth,Transport and Contract Services,Third Party Payments,430100,Rendered by Private Contractors,01/03/2024,4241523-INV-36926,"£11,981.51",T3 SECURITY LTD.
Neighbourhoods and Climate Change,Environmental Services,Third Party Payments,430100,Rendered by Private Contractors,01/03/2024,4241524-117374,"£1,733.34",TAYLOR & BRAITHWAITE LTD.
Neighbourhoods and Climate Change,Environmental Services,Third Party Payments,430100,Rendered by Private Contractors,01/03/2024,4241524-117375,£558.15,TAYLOR & BRAITHWAITE LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,338066,Services,01/03/2024,4241527-RES-02-2024-389,"£8,560.00",TEES RIVER TRUST.
Regeneration Economy and Growth,Business Durham,Supplies and Services,344033,Telephones,01/03/2024,4241530-005527116,£993.20,THE PHONE CO-OP.
Regeneration Economy and Growth,Business Durham,Supplies and Services,338094,Services,01/03/2024,4241533-INV-4681,£532.40,THE WORK PLACE (AYCLIFFE) LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,01/03/2024,4241535-57322,£645.00,THERMAL TRANSFER TECHNOLOGY.
Adult and Health Services,Head of Adults,Supplies and Services,328041,Clothing uniforms and laundry E328,01/03/2024,4241536-NSIN00108674,£706.50,THOMAS OWEN & SONS (NEWCASTLE) LTD.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,01/03/2024,4241542-312664/INVGR733,"£1,030.00",TRINITY CHAMBERS.
Regeneration Economy and Growth,Corporate Property and Land,Premises,108099,Service Repairs and Maintenance,01/03/2024,4241543-DLB38001,£949.00,TYCO FIRE & INTEGRATED SOLUTIONS (UK) LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,01/03/2024,4241544-256469,"£1,092.07",TYNEDALE ROADSTONE LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,01/03/2024,4241544-256472,£876.92,TYNEDALE ROADSTONE LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,01/03/2024,4241544-256490,"£1,214.30",TYNEDALE ROADSTONE LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,01/03/2024,4241544-256491,"£1,170.90",TYNEDALE ROADSTONE LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,01/03/2024,4241544-256499,£902.75,TYNEDALE ROADSTONE LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,01/03/2024,4241544-256501,"£1,102.70",TYNEDALE ROADSTONE LTD.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338099,Services,01/03/2024,4241551-SLIVRL0134894,"£1,170.00",VIVID RESOURCING.
Regeneration Economy and Growth,Business Durham,Premises,108099,Service Repairs and Maintenance,01/03/2024,4241554-23530,£887.48,WATERMAN ENVIRONMENTAL SERVICES.
Neighbourhoods and Climate Change,Environmental Services,Transport,215023,Running Costs of Vehicles,01/03/2024,4241558-1116176,£960.00,YOUR NRG LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,384302,Miscellaneous Expenses,01/03/2024,4241263-0024,"£6,000.00",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Childrens Social Care,Supplies and Services,338044,Services,04/03/2024,4241738-0902243,£802.00,REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Childrens Social Care,Supplies and Services,384199,Miscellaneous Expenses,04/03/2024,4241764-0127JAN24,£580.00,REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,04/03/2024,4241765-195/2023,"£1,598.24",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,04/03/2024,4241766-RCL-2419,"£4,152.14",REDACTED - PAYMENT TO INDIVIDUAL
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,04/03/2024,4241767-DCC319,"£1,600.00",REDACTED - PAYMENT TO INDIVIDUAL
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,04/03/2024,4241767-DCC320,"£1,600.00",REDACTED - PAYMENT TO INDIVIDUAL
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,04/03/2024,4241767-DCC321,"£1,440.00",REDACTED - PAYMENT TO INDIVIDUAL
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,384199,Miscellaneous Expenses,04/03/2024,4241798-27,"£1,998.00",REDACTED - PAYMENT TO INDIVIDUAL
Regeneration Economy and Growth,Culture Sport and Tourism,Third Party Payments,430131,Rendered by Private Contractors,04/03/2024,4241799-0011,£600.00,REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,04/03/2024,4241800-A196/JAN24,"£2,198.80",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,425041,Rendered by Voluntary Organisations,04/03/2024,4241572-R31INV/00028056,"£39,121.00",ACTION FOR CHILDREN.
Children and Young Peoples Services,Head of Childrens Social Care,Supplies and Services,384500,Miscellaneous Expenses,04/03/2024,4241622-INV-0431,£560.00,CHAMELEON CONNECTION CIC.
Neighbourhoods and Climate Change,Partnerships & Community Engagement Div.,Cap Exp on Grants & Other Financial Assistance (REFCUS),918004,Contributions to other bodies 918004,04/03/2024,4241656-VOUCHER22NB-DVLY020,"£4,500.00",DERWENTSIDE TRUST.
Regeneration Economy and Growth,Corporate Property and Land,Construction work A908,908105,Construction work,04/03/2024,4241709-0000122839,"£2,375.00",HISTORIC ENGLAND.
Dedicated Schools Grant BG0015,DSG High Needs Block,Supplies and Services,384302,Miscellaneous Expenses,04/03/2024,4241771-WELS17,"£5,711.76",NEW COLLEGE DURHAM ACADEMIES TRUST (NCDAT).
Adult and Health Services,Head of Adults,Third Party Payments,479101,Purchase of Care,04/03/2024,4241842-1TO1-01/2023,£851.50,SERENE HEALTHCARE SERVICES LTD.
Adult and Health Services,Head of Adults,Third Party Payments,479101,Purchase of Care,04/03/2024,4241842-1TO1-01/2024,"£1,854.00",SERENE HEALTHCARE SERVICES LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,304259,Equipment and Materials,04/03/2024,4241570-90158696,"£2,994.23",ABACUS LIGHTING LTD.
Adult and Health Services,Head of Adults,Supplies and Services,308011,Furniture,04/03/2024,4241576-180655,£720.00,ALBANY OFFICE EQUIPMENT (WHOLESALE) LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,04/03/2024,4241579-SI30366,£900.00,AMBIC LTD.
Resources BK0010,Corporate Finance & Commercial Services,Supplies and Services,372009,Subscriptions E372,04/03/2024,4241596-9000315680,"£3,750.00",BARNSLEY METROPOLITAN BOROUGH COUNCIL.
Adult and Health Services,Head of Adults,Transport,230005,Contract Hire,04/03/2024,4241604-0844,"£1,113.03",BIRDS TAXIS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,04/03/2024,4241607-INV07609,"£1,292.00",BLUELINE SOUTH INCORPORATING NAVIGATION TAXIS T/A BLUELINE TAXIS.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,312013,Newspapers books and periodicals E312,04/03/2024,4241608-233758,£580.43,BOLINDA DIGITAL LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230034,Contract Hire,04/03/2024,4241609-N116,"£3,000.00",BON VOYAGE TAXIS LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Premises,145023,Cleaning and Domestic Supplies,04/03/2024,4241613-22SI2297540,"£1,736.88",BRENNTAG UK LTD.
Adult and Health Services,Commissioning inc Supporting People,Third Party Payments,479101,Purchase of Care,04/03/2024,4241620-INV056802,"£7,000.00",CAREHOME SELECTION LTD (CHS HEALTHCARE).
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,04/03/2024,4241624-2621,"£4,284.00",CHEVRON TAXIS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,04/03/2024,4241624-2644,"£1,803.76",CHEVRON TAXIS LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,04/03/2024,4241635-10987,"£3,308.40",COMMERCIAL COVERINGS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,04/03/2024,4241636-F333JANUARY,"£4,130.00",CONSETT CONTRACTS LTD.
Adult and Health Services,Public Health CC0450,Third Party Payments,460803,Contract Payments,04/03/2024,4241643-3910022891,"£33,789.30",COUNTY DURHAM & DARLINGTON NHS FOUNDATION TRUST (CDDFT).
Adult and Health Services,Public Health CC0450,Third Party Payments,460803,Contract Payments,04/03/2024,4241643-3910022895,"£11,549.00",COUNTY DURHAM & DARLINGTON NHS FOUNDATION TRUST (CDDFT).
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,04/03/2024,4241648-117125,"£1,379.68",CROFT BUSINESS SERVICES LTD T/A CROFT TRAVEL.
Regeneration Economy and Growth,Planning & Housing,Third Party Payments,440200,Other third party payments E440,04/03/2024,4241651-RES-03-2024-001,"£66,250.00",DARLINGTON BOROUGH COUNCIL.
Resources BK0010,Digital Services,Stock A926,926900,Stock in hand-Inventory system,04/03/2024,4241653-7402983544,"£1,854.00",DELL COMPUTER CORPORATION LTD.
Resources BK0010,Digital Services,Stock A926,926900,Stock in hand-Inventory system,04/03/2024,4241653-7402983831,£582.50,DELL COMPUTER CORPORATION LTD.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,04/03/2024,4241654-389385/INVEMC662,£775.00,DERE STREET BARRISTERS.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,04/03/2024,4241654-391895/INVSEB1X355,£875.00,DERE STREET BARRISTERS.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,04/03/2024,4241654-393822/INVEMC660,£775.00,DERE STREET BARRISTERS.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,04/03/2024,4241654-393984/INVEMC661,£775.00,DERE STREET BARRISTERS.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,04/03/2024,4241654-394121/INVVCH213,£775.00,DERE STREET BARRISTERS.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,04/03/2024,4241654-394142/INVAD0251,£625.00,DERE STREET BARRISTERS.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,04/03/2024,4241654-396414/INVJAH293,£625.00,DERE STREET BARRISTERS.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,04/03/2024,4241654-397494/INVSEB1X354,£775.00,DERE STREET BARRISTERS.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,04/03/2024,4241655-390466/INVJAH280,£725.00,DERE STREET BARRISTERS.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,04/03/2024,4241655-390466/INVJAH283,"£1,200.00",DERE STREET BARRISTERS.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,04/03/2024,4241655-392552/INVEMC663,£875.00,DERE STREET BARRISTERS.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,04/03/2024,4241655-397577/INVEMC659,£875.00,DERE STREET BARRISTERS.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,04/03/2024,4241655-397590/INVGHE378,£875.00,DERE STREET BARRISTERS.
Resources BK0010,Digital Services,Supplies and Services,304639,Equipment and Materials,04/03/2024,4241657-147501206,"£2,564.79",DIVERSEY LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,04/03/2024,4241673-059-325031,"£8,877.65",EDMUNDSON ELECTRICAL LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,04/03/2024,4241673-059-331770,"£6,020.74",EDMUNDSON ELECTRICAL LTD.
