query agr_getbrowser 'Monthly Spend Report (SE)',,,,,,,,,
sort,,,,,,,,,
columns,text apar_id,text xapar_id,amount,text account,text xaccount,text pay_date__1,text voucher_no,text xstr20dim_1,text xdim_1
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),179.46,R4308,Stationery,07/07/2023,130394225,Specialist Support,Upper Pendeford Farm Short Breaks Centre
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),15.96,R4308,Stationery,11/07/2023,130394932,Support Services,Business Support Unit
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),69.98,R4308,Stationery,11/07/2023,130394932,Cleaning,Cleaning of Buildings  General
INSERTED DETAIL,700979,Af Blakemore/Blakemore Foodservice,"51,021.66",R4101,Provisions (Not for resale),10/07/2023,130394419,Catering,Education Catering  General Overheads
INSERTED DETAIL,700979,Af Blakemore/Blakemore Foodservice,"1,325.43",R4101,Provisions (Not for resale),10/07/2023,130394416,Catering,Civic Centre Catering
INSERTED DETAIL,700979,Af Blakemore/Blakemore Foodservice,982.56,R4101,Provisions (Not for resale),10/07/2023,130394417,Catering,Meals on Wheels
INSERTED DETAIL,700979,Af Blakemore/Blakemore Foodservice,"1,800.22",R4101,Provisions (Not for resale),10/07/2023,130394415,Arts and Culture,Bantock  Tea Rooms
INSERTED DETAIL,700979,Af Blakemore/Blakemore Foodservice,"2,257.74",R4101,Provisions (Not for resale),10/07/2023,130394418,Catering,"West Park Tea Room	"
INSERTED DETAIL,700979,Af Blakemore/Blakemore Foodservice,"1,858.05",R4101,Provisions (Not for resale),10/07/2023,130394413,Leisure Services,WV Active Catering
INSERTED DETAIL,700979,Af Blakemore/Blakemore Foodservice,434.78,R4101,Provisions (Not for resale),10/07/2023,130394414,Leisure Services,"WV Active Catering - Central	"
INSERTED DETAIL,700979,Af Blakemore/Blakemore Foodservice,688.24,R4101,Provisions (Not for resale),10/07/2023,130394420,Arts and Culture,Art Gallery Tea Room
INSERTED DETAIL,701056,Age UK Wolverhampton,"16,000.00",R6402,Grant Payments to Individuals,03/07/2023,130393817,Covid-19 (Children's Services),Household Support Fund Phase 4
INSERTED DETAIL,701056,Age UK Wolverhampton,"25,672.00",R4700,Grant Payments,20/07/2023,130395978,External Funding and Digital Projects,"UKSPF - Community Grants			"
INSERTED DETAIL,701210,Air Methods Limited,708.94,R4400,Services - Professional Fees,17/07/2023,130383797,Project and Works Team – Maintenance Programme,"Civic Centre Repairs & Maintenance	"
INSERTED DETAIL,701221,Air Products PLC,"2,714.46",R2705,Cleaning Supplies and Materials,12/07/2023,130394412,Waste Services,Energy From Waste
INSERTED DETAIL,701393,Aldersley Church Early Learning Committee,389.00,R5035,TPP - Private Nursery Education Funding,11/07/2023,191164686,Early Years,"Early Years Weighted Deprivation 3 and 4 Year Olds	"
INSERTED DETAIL,701393,Aldersley Church Early Learning Committee,"7,608.82",R5035,TPP - Private Nursery Education Funding,11/07/2023,191164588,Early Years,Early Years Universal Entitlement for 3 and 4 Year Olds
INSERTED DETAIL,701393,Aldersley Church Early Learning Committee,223.20,R5035,TPP - Private Nursery Education Funding,11/07/2023,191164503,Early Years,"Early Years Pupil Premium	"
INSERTED DETAIL,701393,Aldersley Church Early Learning Committee,"1,632.96",R5035,TPP - Private Nursery Education Funding,11/07/2023,191164526,Early Years,Early Years Entitlement Funding for Disadvantaged 2 Year Olds
INSERTED DETAIL,701417,All Saints Action Network Limited,"3,090.00",R5035,TPP - Private Nursery Education Funding,11/07/2023,191164686,Early Years,"Early Years Weighted Deprivation 3 and 4 Year Olds	"
INSERTED DETAIL,701417,All Saints Action Network Limited,"5,375.16",R5035,TPP - Private Nursery Education Funding,11/07/2023,191164527,Early Years,Early Years Entitlement Funding for Disadvantaged 2 Year Olds
INSERTED DETAIL,701417,All Saints Action Network Limited,"9,383.11",R5035,TPP - Private Nursery Education Funding,11/07/2023,191164589,Early Years,Early Years Universal Entitlement for 3 and 4 Year Olds
INSERTED DETAIL,701417,All Saints Action Network Limited,446.40,R5035,TPP - Private Nursery Education Funding,11/07/2023,191164503,Early Years,"Early Years Pupil Premium	"
INSERTED DETAIL,701439,Allstar Business Solutions Limited,1.90,R3000,Petrol,10/07/2023,191164208,Fleet Services,Fleet Management
INSERTED DETAIL,701439,Allstar Business Solutions Limited,59.16,R3000,Petrol,10/07/2023,191164208,Fleet Services,Fleet Management
INSERTED DETAIL,701439,Allstar Business Solutions Limited,106.40,R3000,Petrol,10/07/2023,191164207,Fleet Services,Fleet Management
INSERTED DETAIL,701439,Allstar Business Solutions Limited,120.71,R3000,Petrol,10/07/2023,191164207,Fleet Services,Fleet Management
INSERTED DETAIL,701439,Allstar Business Solutions Limited,"2,229.93",R3000,Petrol,10/07/2023,191164207,Fleet Services,Fleet Management
INSERTED DETAIL,701439,Allstar Business Solutions Limited,332.10,R3000,Petrol,10/07/2023,191164207,Fleet Services,Fleet Management
INSERTED DETAIL,701439,Allstar Business Solutions Limited,21.12,R3000,Petrol,10/07/2023,191164207,Fleet Services,Fleet Management
INSERTED DETAIL,701439,Allstar Business Solutions Limited,206.31,R3000,Petrol,10/07/2023,191164207,Fleet Services,Fleet Management
INSERTED DETAIL,701439,Allstar Business Solutions Limited,1.90,R3000,Petrol,27/07/2023,191172211,Fleet Services,Fleet Management
INSERTED DETAIL,701439,Allstar Business Solutions Limited,33.33,R3000,Petrol,27/07/2023,191172211,Fleet Services,Fleet Management
INSERTED DETAIL,701439,Allstar Business Solutions Limited,1.90,R3000,Petrol,27/07/2023,191172212,Fleet Services,Fleet Management
INSERTED DETAIL,701439,Allstar Business Solutions Limited,20.00,R3000,Petrol,27/07/2023,191172212,Fleet Services,Fleet Management
INSERTED DETAIL,701439,Allstar Business Solutions Limited,1.90,R3000,Petrol,10/07/2023,191164209,Fleet Services,Fleet Management
INSERTED DETAIL,701439,Allstar Business Solutions Limited,27.68,R3000,Petrol,10/07/2023,191164209,Fleet Services,Fleet Management
INSERTED DETAIL,701439,Allstar Business Solutions Limited,65.98,R3000,Petrol,27/07/2023,191172210,Fleet Services,Fleet Management
INSERTED DETAIL,701439,Allstar Business Solutions Limited,"2,183.73",R3000,Petrol,27/07/2023,191172210,Fleet Services,Fleet Management
INSERTED DETAIL,701439,Allstar Business Solutions Limited,253.01,R3000,Petrol,27/07/2023,191172210,Fleet Services,Fleet Management
INSERTED DETAIL,701439,Allstar Business Solutions Limited,100.70,R3000,Petrol,27/07/2023,191172210,Fleet Services,Fleet Management
INSERTED DETAIL,701439,Allstar Business Solutions Limited,385.97,R3000,Petrol,27/07/2023,191172210,Fleet Services,Fleet Management
INSERTED DETAIL,701451,Als-Holdings Limited T/A Ac Education,"1,100.00",R4400,Services - Professional Fees,19/07/2023,130394226,Children & Young People In Care,LAC Pupil Premium
INSERTED DETAIL,701502,Andrews Creative Services,130.00,R4001,Equipment - Hire,19/07/2023,130395979,Equalities,Equalities
INSERTED DETAIL,701502,Andrews Creative Services,130.00,R4001,Equipment - Hire,19/07/2023,130395115,Equalities,Equalities
INSERTED DETAIL,701502,Andrews Creative Services,130.00,R4612,Hospitality,19/07/2023,130393253,Governance Services,Mayoral Expenses
INSERTED DETAIL,701509,Angel Springs Limited (Waterlogic),90.36,R4101,Provisions (Not for resale),03/07/2023,130392170,Travel Unit,Passenger Transport  General
INSERTED DETAIL,701509,Angel Springs Limited (Waterlogic),32.18,R4100,Catering,04/07/2023,130393406,Adult Education,The Maltings
INSERTED DETAIL,701509,Angel Springs Limited (Waterlogic),32.08,R4100,Catering,04/07/2023,130393406,Adult Education,Foyer Building
INSERTED DETAIL,701509,Angel Springs Limited (Waterlogic),32.08,R4100,Catering,04/07/2023,130393406,Adult Education,Old Hall Street Main
INSERTED DETAIL,701509,Angel Springs Limited (Waterlogic),12.38,R4101,Provisions (Not for resale),05/07/2023,130393405,Travel Unit,Passenger Transport  General
INSERTED DETAIL,701512,Anglia Dna Services Limited,158.01,R4400,Services - Professional Fees,12/07/2023,130395218,Legal Services,Centralised External Legal Costs
INSERTED DETAIL,701522,Animals In Hands,625.00,R4000,Equipment - Purchase,21/07/2023,130396457,Schools,St Matthias School
INSERTED DETAIL,701534,Antalis Limited,194.74,R4007,Materials,17/07/2023,130395655,Digital and IT,Digital Print Solutions
INSERTED DETAIL,701534,Antalis Limited,134.78,R4007,Materials,24/07/2023,130396280,Digital and IT,Digital Print Solutions
INSERTED DETAIL,701534,Antalis Limited,231.90,R4007,Materials,13/07/2023,130395367,Digital and IT,Digital Print Solutions
INSERTED DETAIL,701534,Antalis Limited,710.00,R4007,Materials,11/07/2023,130395116,Digital and IT,Digital Print Solutions
INSERTED DETAIL,701534,Antalis Limited,171.40,R4007,Materials,21/07/2023,130396279,Digital and IT,Digital Print Solutions
INSERTED DETAIL,701535,Anthony Collins Solicitors Llp,350.00,R4400,Services - Professional Fees,04/07/2023,130394215,Legal Services,Centralised External Legal Costs
INSERTED DETAIL,701547,Apetito Limited,"2,034.51",R4102,Provisions (Resale),21/07/2023,130395117,Catering,Meals on Wheels
INSERTED DETAIL,701547,Apetito Limited,284.82,R4102,Provisions (Resale),21/07/2023,130395118,Catering,Meals on Wheels
INSERTED DETAIL,701547,Apetito Limited,"2,047.13",R4102,Provisions (Resale),21/07/2023,130395368,Catering,Meals on Wheels
INSERTED DETAIL,701547,Apetito Limited,"1,273.08",R4102,Provisions (Resale),13/07/2023,130394227,Catering,Meals on Wheels
INSERTED DETAIL,701547,Apetito Limited,"2,721.08",R4102,Provisions (Resale),21/07/2023,130395790,Catering,Meals on Wheels
INSERTED DETAIL,701547,Apetito Limited,"2,110.16",R4102,Provisions (Resale),05/07/2023,130393254,Catering,Meals on Wheels
INSERTED DETAIL,701547,Apetito Limited,"1,971.05",R4102,Provisions (Resale),05/07/2023,130392785,Catering,Meals on Wheels
INSERTED DETAIL,701547,Apetito Limited,"1,831.89",R4102,Provisions (Resale),03/07/2023,130394025,Catering,Meals on Wheels
INSERTED DETAIL,701547,Apetito Limited,"1,533.99",R4102,Provisions (Resale),21/07/2023,130395791,Catering,Meals on Wheels
INSERTED DETAIL,701568,Aquaid (Birmingham Central),361.60,R4100,Catering,04/07/2023,130394026,Leisure Services,Central Baths
INSERTED DETAIL,701603,Arnold Clark Finance Limited,538.44,R3200,Hire of Vehicles,20/07/2023,191168897,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,538.44,R3200,Hire of Vehicles,25/07/2023,191170928,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,47.59,R3200,Hire of Vehicles,27/07/2023,191172215,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,"1,041.88",R3200,Hire of Vehicles,25/07/2023,191170924,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,402.64,R3200,Hire of Vehicles,25/07/2023,191170927,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,100.04,R3200,Hire of Vehicles,27/07/2023,191172217,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,55.88,R3200,Hire of Vehicles,27/07/2023,191172214,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,"1,041.88",R3200,Hire of Vehicles,25/07/2023,191170926,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,53.26,R3200,Hire of Vehicles,07/07/2023,191163675,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,"1,694.25",R3200,Hire of Vehicles,04/07/2023,191162298,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,538.44,R3200,Hire of Vehicles,20/07/2023,191168896,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,346.36,R3200,Hire of Vehicles,25/07/2023,191170922,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,82.25,R3200,Hire of Vehicles,27/07/2023,191172213,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,63.28,R3200,Hire of Vehicles,20/07/2023,191168899,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,119.92,R3200,Hire of Vehicles,20/07/2023,191168895,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,38.59,R3200,Hire of Vehicles,20/07/2023,191168898,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,341.20,R3200,Hire of Vehicles,04/07/2023,191162297,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,115.69,R3200,Hire of Vehicles,04/07/2023,191162297,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,403.30,R3200,Hire of Vehicles,04/07/2023,191162297,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,75.00,R3200,Hire of Vehicles,04/07/2023,191162297,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,30.00,R3200,Hire of Vehicles,04/07/2023,191162297,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,96.34,R3200,Hire of Vehicles,25/07/2023,191170923,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,77.18,R3200,Hire of Vehicles,27/07/2023,191172216,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,"1,041.88",R3200,Hire of Vehicles,25/07/2023,191170925,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,"1,041.88",R3200,Hire of Vehicles,25/07/2023,191170929,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,538.44,R3200,Hire of Vehicles,07/07/2023,191163676,Fleet Services,Fleet Management
INSERTED DETAIL,701613,Arthur Brett (Catering) Limited,684.77,R4102,Provisions (Resale),20/07/2023,130396121,Catering,Civic Centre Catering
INSERTED DETAIL,701613,Arthur Brett (Catering) Limited,41.00,R4102,Provisions (Resale),20/07/2023,130396118,Leisure Services,WV Active Catering
INSERTED DETAIL,701613,Arthur Brett (Catering) Limited,973.32,R4102,Provisions (Resale),20/07/2023,130396119,Arts and Culture,Art Gallery Tea Room
INSERTED DETAIL,701613,Arthur Brett (Catering) Limited,469.27,R4102,Provisions (Resale),20/07/2023,130396122,Catering,Meals on Wheels
INSERTED DETAIL,701613,Arthur Brett (Catering) Limited,49.96,R4102,Provisions (Resale),20/07/2023,130396123,Catering,"West Park Tea Room	"
INSERTED DETAIL,701613,Arthur Brett (Catering) Limited,294.88,R4102,Provisions (Resale),20/07/2023,130396120,Arts and Culture,Bantock  Tea Rooms
INSERTED DETAIL,701613,Arthur Brett (Catering) Limited,"12,586.34",R4102,Provisions (Resale),20/07/2023,130396124,Catering,Education Catering  General Overheads
INSERTED DETAIL,701672,Assn Of Electoral Administrators,"3,602.50",R1650,Training Expenses,21/07/2023,130390932,Governance Services,Local Government Elections
INSERTED DETAIL,701672,Assn Of Electoral Administrators,444.00,R1650,Training Expenses,03/07/2023,130394027,Organisational Development,Workforce Development
INSERTED DETAIL,701680,Associated  Radio Taxi's,409.05,R3042,Client Transport,05/07/2023,130394422,Travel Unit,Special  Transport
INSERTED DETAIL,701680,Associated  Radio Taxi's,"1,485.00",R3042,Client Transport,05/07/2023,130394423,Travel Unit,Special  Transport
INSERTED DETAIL,701680,Associated  Radio Taxi's,"1,230.40",R3042,Client Transport,05/07/2023,130394421,Travel Unit,Special  Transport
INSERTED DETAIL,701680,Associated  Radio Taxi's,745.20,R3042,Client Transport,05/07/2023,130394424,Travel Unit,Special  Transport
INSERTED DETAIL,701748,B + G Cleaning Systems Limited,"2,299.00",R4400,Services - Professional Fees,10/07/2023,191164193,Fleet Services,Fleet Management
INSERTED DETAIL,701748,B + G Cleaning Systems Limited,219.00,R2700,Contract Cleaning,17/07/2023,130393931,Waste Services,Waste Collection and Recycling Service  General
INSERTED DETAIL,701784,Bains Supersave Limited,42.80,R4309,Books,07/07/2023,130394781,Libraries,Ashmore Park Library
INSERTED DETAIL,701787,Baker Hall Limited,"2,824.25",R4404,Services - Consultants,27/07/2023,130396911,City Planning,Building Consultancy
INSERTED DETAIL,701788,Baker Ross Limited,57.22,R4000,Equipment - Purchase,21/07/2023,130396282,Libraries,Global Budgets
INSERTED DETAIL,701805,Barnardos Childrens Charity,303.36,R6310,Direct Work With Children,05/07/2023,130394425,Regional Adoption Agency Consortium,"Adoption At Heart ASF			"
INSERTED DETAIL,701805,Barnardos Childrens Charity,"57,362.00",R5200,TPP - Payments to voluntary groups,20/07/2023,130395495,Regional Adoption Agency Consortium,"Regional Adoption Agency 			"
INSERTED DETAIL,701811,Barr & Grosvenor Limited,"1,100.00",C1100,Construction and Conversion,25/07/2023,130396480,,GF - Future High Street Fund
INSERTED DETAIL,701811,Barr & Grosvenor Limited,"1,100.00",C1100,Construction and Conversion,20/07/2023,130395980,,GF - Future High Street Fund
INSERTED DETAIL,701817,Base 25,"36,469.11",R5501,TPP - Social Care Support Services,26/07/2023,130396482,Head of Children's Improvement,"Emotional Mental Health Wellbeing Service			"
INSERTED DETAIL,701817,Base 25,103.50,R5501,TPP - Social Care Support Services,31/07/2023,130395119,Strengthening Families,EI Area 4 - Bingley
INSERTED DETAIL,701817,Base 25,"36,101.21",R5501,TPP - Social Care Support Services,07/07/2023,130392991,Head of Children's Improvement,Hashtag Youth Engagement Strategy
INSERTED DETAIL,701833,BCC Mac T/A Ss Mary & John Catholic,"2,840.00",R5035,TPP - Private Nursery Education Funding,11/07/2023,191164686,Early Years,"Early Years Weighted Deprivation 3 and 4 Year Olds	"
INSERTED DETAIL,701833,BCC Mac T/A Ss Mary & John Catholic,"15,526.80",R5035,TPP - Private Nursery Education Funding,11/07/2023,191164650,Early Years,Early Years Universal Entitlement for 3 and 4 Year Olds
INSERTED DETAIL,701833,BCC Mac T/A Ss Mary & John Catholic,669.60,R5035,TPP - Private Nursery Education Funding,11/07/2023,191164503,Early Years,"Early Years Pupil Premium	"
INSERTED DETAIL,701835,BCC Mac T/A St Michaels Catholic,"24,624.00",R5035,TPP - Private Nursery Education Funding,11/07/2023,191164659,Early Years,Early Years Universal Entitlement for 3 and 4 Year Olds
INSERTED DETAIL,701835,BCC Mac T/A St Michaels Catholic,558.00,R5035,TPP - Private Nursery Education Funding,11/07/2023,191164503,Early Years,"Early Years Pupil Premium	"
INSERTED DETAIL,701835,BCC Mac T/A St Michaels Catholic,522.00,R5035,TPP - Private Nursery Education Funding,11/07/2023,191164686,Early Years,"Early Years Weighted Deprivation 3 and 4 Year Olds	"
INSERTED DETAIL,701837,SS Peter & Paul Cath. Primary & Nursery,"27,236.88",R5035,TPP - Private Nursery Education Funding,11/07/2023,191164651,Early Years,Early Years Universal Entitlement for 3 and 4 Year Olds
INSERTED DETAIL,701837,SS Peter & Paul Cath. Primary & Nursery,"1,378.00",R5035,TPP - Private Nursery Education Funding,11/07/2023,191164686,Early Years,"Early Years Weighted Deprivation 3 and 4 Year Olds	"
INSERTED DETAIL,701843,Beacon Land Surveys,690.00,R4401,Services - Fees and Charges,28/07/2023,130396283,Corporate Asset Management,Statutory Surveys
INSERTED DETAIL,701930,Bilston Resource Centre,"46,834.00",R4700,Grant Payments,18/07/2023,130395792,External Funding and Digital Projects,"UKSPF - Community Grants			"
INSERTED DETAIL,701944,Birmingham CC - General Fund,"26,251.94",R4503,Comms - Postage,31/07/2023,130385963,Support Services,Business Support Unit
INSERTED DETAIL,701944,Birmingham CC - General Fund,"19,547.68",R4503,Comms - Postage,28/07/2023,130395656,Support Services,"Postal Franker			"
INSERTED DETAIL,701962,Black Country Chamber Of Commerce,"15,248.01",R4400,Services - Professional Fees,24/07/2023,130396126,Director Regeneration,"IGNITE Project			"
