,Supplier ID,Supplier ID(T),Amount,Account,Account(T),Payment Date,TransNo,Service(T),Cost Centre(T)
INSERTED DETAIL,701439,Allstar Business Solutions Limited,33.33,R3000,Petrol,04/01/2024,191230275,Fleet Services,Fleet Management
INSERTED DETAIL,701439,Allstar Business Solutions Limited,34.17,R3000,Petrol,04/01/2024,191230277,Fleet Services,Fleet Management
INSERTED DETAIL,701439,Allstar Business Solutions Limited,83.60,R3000,Petrol,04/01/2024,191230274,Fleet Services,Fleet Management
INSERTED DETAIL,701439,Allstar Business Solutions Limited,229.28,R3000,Petrol,04/01/2024,191230274,Fleet Services,Fleet Management
INSERTED DETAIL,701439,Allstar Business Solutions Limited,50.00,R3000,Petrol,04/01/2024,191230274,Fleet Services,Fleet Management
INSERTED DETAIL,701439,Allstar Business Solutions Limited,"1,163.62",R3000,Petrol,25/01/2024,191240138,Fleet Services,Fleet Management
INSERTED DETAIL,701439,Allstar Business Solutions Limited,137.03,R3000,Petrol,25/01/2024,191240138,Fleet Services,Fleet Management
INSERTED DETAIL,701439,Allstar Business Solutions Limited,43.70,R3000,Petrol,25/01/2024,191240138,Fleet Services,Fleet Management
INSERTED DETAIL,701439,Allstar Business Solutions Limited,65.34,R3000,Petrol,25/01/2024,191240138,Fleet Services,Fleet Management
INSERTED DETAIL,701439,Allstar Business Solutions Limited,0.82,R3000,Petrol,25/01/2024,191240138,Fleet Services,Fleet Management
INSERTED DETAIL,701446,Alphabiolabs,209.00,R6403,Section 17,05/01/2024,191230774,Strengthening Families,CP Area 5-Whitemore Reans
INSERTED DETAIL,701451,Als-Holdings Limited T/A Ac Education,434.30,R1650,Training Expenses,22/01/2024,130415080,Children & Young People In Care,LAC Pupil Premium
INSERTED DETAIL,701451,Als-Holdings Limited T/A Ac Education,249.10,R1650,Training Expenses,31/01/2024,130415932,Children & Young People In Care,LAC Pupil Premium
INSERTED DETAIL,701459,Alzheimer'S Society,"18,223.75",R5501,TPP - Social Care Support Services,23/01/2024,130415199,Commissioning and Transformation,Head of Strategic Commissioning
INSERTED DETAIL,701509,Angel Springs Limited (Waterlogic),90.21,R4100,Catering,29/01/2024,130415537,Libraries,Global Budgets
INSERTED DETAIL,701509,Angel Springs Limited (Waterlogic),114.06,R4100,Catering,29/01/2024,130415539,Libraries,Global Budgets
INSERTED DETAIL,701509,Angel Springs Limited (Waterlogic),114.06,R4100,Catering,29/01/2024,130415540,Libraries,Global Budgets
INSERTED DETAIL,701509,Angel Springs Limited (Waterlogic),125.46,R4100,Catering,29/01/2024,130415541,Libraries,Global Budgets
INSERTED DETAIL,701509,Angel Springs Limited (Waterlogic),32.08,R4100,Catering,10/01/2024,130413281,Adult Education,Foyer Building
INSERTED DETAIL,701509,Angel Springs Limited (Waterlogic),32.08,R4100,Catering,10/01/2024,130413281,Adult Education,Old Hall Street Main
INSERTED DETAIL,701509,Angel Springs Limited (Waterlogic),32.18,R4100,Catering,10/01/2024,130413281,Adult Education,The Maltings
INSERTED DETAIL,701509,Angel Springs Limited (Waterlogic),55.36,R4101,Provisions (Not for resale),10/01/2024,130413822,Travel Unit,Passenger Transport  General
INSERTED DETAIL,701509,Angel Springs Limited (Waterlogic),55.36,R4101,Provisions (Not for resale),08/01/2024,130412271,Travel Unit,Passenger Transport  General
INSERTED DETAIL,701509,Angel Springs Limited (Waterlogic),125.45,R4100,Catering,25/01/2024,130415542,Libraries,Global Budgets
INSERTED DETAIL,701509,Angel Springs Limited (Waterlogic),55.36,R4101,Provisions (Not for resale),26/01/2024,130415545,Travel Unit,Passenger Transport  General
INSERTED DETAIL,701509,Angel Springs Limited (Waterlogic),32.08,R4100,Catering,11/01/2024,130413821,Adult Education,Foyer Building
INSERTED DETAIL,701509,Angel Springs Limited (Waterlogic),32.08,R4100,Catering,11/01/2024,130413821,Adult Education,Old Hall Street Main
INSERTED DETAIL,701509,Angel Springs Limited (Waterlogic),32.18,R4100,Catering,11/01/2024,130413821,Adult Education,The Maltings
INSERTED DETAIL,701534,Antalis Limited,793.20,R4007,Materials,02/01/2024,130411973,Digital and IT,Digital Print Solutions
INSERTED DETAIL,701535,Anthony Collins Solicitors Llp,"9,354.00",R4400,Services - Professional Fees,02/01/2024,130406856,Legal Services,Legal Services
INSERTED DETAIL,701547,Apetito Limited,"1,621.06",R4102,Provisions (Resale),24/01/2024,130412724,Catering,Meals on Wheels
INSERTED DETAIL,701547,Apetito Limited,"1,927.68",R4102,Provisions (Resale),24/01/2024,130412809,Catering,Meals on Wheels
INSERTED DETAIL,701547,Apetito Limited,"1,759.94",R4102,Provisions (Resale),24/01/2024,130412849,Catering,Meals on Wheels
INSERTED DETAIL,701547,Apetito Limited,86.34,R4102,Provisions (Resale),24/01/2024,130412850,Catering,Meals on Wheels
INSERTED DETAIL,701547,Apetito Limited,"2,548.12",R4102,Provisions (Resale),24/01/2024,130413528,Catering,Meals on Wheels
INSERTED DETAIL,701547,Apetito Limited,"2,168.86",R4102,Provisions (Resale),24/01/2024,130414341,Catering,Meals on Wheels
INSERTED DETAIL,701547,Apetito Limited,"1,606.46",R4102,Provisions (Resale),29/01/2024,130414191,Catering,Meals on Wheels
INSERTED DETAIL,701547,Apetito Limited,-82.26,R4102,Provisions (Resale),24/01/2024,130413644,Catering,Meals on Wheels
INSERTED DETAIL,701547,Apetito Limited,"2,396.31",R4102,Provisions (Resale),15/01/2024,130411010,Catering,Meals on Wheels
INSERTED DETAIL,701547,Apetito Limited,"1,183.29",R4102,Provisions (Resale),15/01/2024,130411386,Catering,Meals on Wheels
INSERTED DETAIL,701547,Apetito Limited,719.41,R4102,Provisions (Resale),15/01/2024,130411682,Catering,Meals on Wheels
INSERTED DETAIL,701547,Apetito Limited,"2,375.37",R4102,Provisions (Resale),15/01/2024,130411833,Catering,Meals on Wheels
INSERTED DETAIL,701547,Apetito Limited,"2,401.59",R4102,Provisions (Resale),15/01/2024,130411975,Catering,Meals on Wheels
INSERTED DETAIL,701547,Apetito Limited,"2,208.56",R4102,Provisions (Resale),15/01/2024,130412507,Catering,Meals on Wheels
INSERTED DETAIL,701547,Apetito Limited,-17.21,R4102,Provisions (Resale),02/01/2024,130411974,Catering,Meals on Wheels
INSERTED DETAIL,701547,Apetito Limited,157.52,R4102,Provisions (Resale),02/01/2024,130408629,Catering,Meals on Wheels
INSERTED DETAIL,701547,Apetito Limited,"2,499.36",R4102,Provisions (Resale),02/01/2024,130408630,Catering,Meals on Wheels
INSERTED DETAIL,701547,Apetito Limited,"1,630.22",R4102,Provisions (Resale),02/01/2024,130408924,Catering,Meals on Wheels
INSERTED DETAIL,701547,Apetito Limited,"2,647.57",R4102,Provisions (Resale),02/01/2024,130409260,Catering,Meals on Wheels
INSERTED DETAIL,701547,Apetito Limited,"2,398.65",R4102,Provisions (Resale),02/01/2024,130409262,Catering,Meals on Wheels
INSERTED DETAIL,701547,Apetito Limited,"1,401.69",R4102,Provisions (Resale),02/01/2024,130409263,Catering,Meals on Wheels
INSERTED DETAIL,701547,Apetito Limited,"2,398.93",R4102,Provisions (Resale),02/01/2024,130409392,Catering,Meals on Wheels
INSERTED DETAIL,701547,Apetito Limited,"1,666.59",R4102,Provisions (Resale),02/01/2024,130409731,Catering,Meals on Wheels
INSERTED DETAIL,701547,Apetito Limited,"4,393.76",R4102,Provisions (Resale),02/01/2024,130410056,Catering,Meals on Wheels
INSERTED DETAIL,701547,Apetito Limited,"2,015.05",R4102,Provisions (Resale),02/01/2024,130410546,Catering,Meals on Wheels
INSERTED DETAIL,701547,Apetito Limited,-121.36,R4102,Provisions (Resale),29/01/2024,130415546,Catering,Meals on Wheels
INSERTED DETAIL,701564,AQA Education,161.30,R4630,Exam Expenses (Non-Employee),02/01/2024,130387097,Adult Education,Discretionary Fund
INSERTED DETAIL,701564,AQA Education,16.50,R4630,Exam Expenses (Non-Employee),02/01/2024,130387098,Adult Education,Discretionary Fund
INSERTED DETAIL,701564,AQA Education,82.40,R4630,Exam Expenses (Non-Employee),02/01/2024,130407727,Adult Education,Discretionary Fund
INSERTED DETAIL,701564,AQA Education,164.80,R4630,Exam Expenses (Non-Employee),02/01/2024,130404960,Adult Education,Discretionary Fund
INSERTED DETAIL,701568,Aquaid (Birmingham Central),486.40,R4100,Catering,23/01/2024,130414502,Leisure Services,Central Baths
INSERTED DETAIL,701603,Arnold Clark Finance Limited,346.36,R3200,Hire of Vehicles,29/01/2024,191241117,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,"1,041.88",R3200,Hire of Vehicles,29/01/2024,191241118,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,52.55,R3200,Hire of Vehicles,29/01/2024,191241119,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,74.40,R3200,Hire of Vehicles,29/01/2024,191241120,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,158.72,R3200,Hire of Vehicles,29/01/2024,191241121,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,149.44,R3200,Hire of Vehicles,29/01/2024,191241122,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,146.62,R3200,Hire of Vehicles,29/01/2024,191241123,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,76.05,R3200,Hire of Vehicles,29/01/2024,191241124,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,486.39,R3200,Hire of Vehicles,29/01/2024,191241125,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,52.55,R3200,Hire of Vehicles,29/01/2024,191241126,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,592.20,R3200,Hire of Vehicles,29/01/2024,191241127,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,52.55,R3200,Hire of Vehicles,29/01/2024,191241128,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,88.15,R3200,Hire of Vehicles,29/01/2024,191241129,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,402.64,R3200,Hire of Vehicles,29/01/2024,191241130,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,538.44,R3200,Hire of Vehicles,29/01/2024,191241131,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,64.83,R3200,Hire of Vehicles,29/01/2024,191241132,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,85.10,R3200,Hire of Vehicles,29/01/2024,191241114,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,346.36,R3200,Hire of Vehicles,29/01/2024,191241115,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,402.64,R3200,Hire of Vehicles,29/01/2024,191241116,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,40.43,R3200,Hire of Vehicles,12/01/2024,191234860,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,346.36,R3200,Hire of Vehicles,12/01/2024,191234861,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,402.64,R3200,Hire of Vehicles,12/01/2024,191234862,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,53.09,R3200,Hire of Vehicles,02/01/2024,191229062,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,86.71,R3200,Hire of Vehicles,02/01/2024,191229061,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,52.31,R3200,Hire of Vehicles,02/01/2024,191229060,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,75.00,R3200,Hire of Vehicles,02/01/2024,191229059,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,185.47,R3200,Hire of Vehicles,02/01/2024,191229058,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,161.77,R3200,Hire of Vehicles,02/01/2024,191229063,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,346.36,R3200,Hire of Vehicles,02/01/2024,191229064,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,152.66,R3200,Hire of Vehicles,02/01/2024,191229065,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,139.35,R3200,Hire of Vehicles,02/01/2024,191229066,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,45.78,R3200,Hire of Vehicles,02/01/2024,191229078,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,64.17,R3200,Hire of Vehicles,02/01/2024,191229067,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,60.49,R3200,Hire of Vehicles,02/01/2024,191229068,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,97.73,R3200,Hire of Vehicles,02/01/2024,191229069,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,"1,041.88",R3200,Hire of Vehicles,02/01/2024,191229076,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,124.45,R3200,Hire of Vehicles,02/01/2024,191229077,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,402.64,R3200,Hire of Vehicles,02/01/2024,191229075,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,139.95,R3200,Hire of Vehicles,02/01/2024,191229070,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,538.44,R3200,Hire of Vehicles,02/01/2024,191229071,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,402.64,R3200,Hire of Vehicles,02/01/2024,191229072,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,346.36,R3200,Hire of Vehicles,02/01/2024,191229074,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,91.27,R3200,Hire of Vehicles,02/01/2024,191229073,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,103.44,R3200,Hire of Vehicles,02/01/2024,191229079,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,538.44,R3200,Hire of Vehicles,19/01/2024,191237922,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,538.44,R3200,Hire of Vehicles,19/01/2024,191237923,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,78.13,R3200,Hire of Vehicles,19/01/2024,191237924,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,79.17,R3200,Hire of Vehicles,19/01/2024,191237925,Fleet Services,Fleet Management
INSERTED DETAIL,701613,Arthur Brett (Catering) Limited,882.25,R4102,Provisions (Resale),24/01/2024,130415201,Arts and Culture,Art Gallery Tea Room
INSERTED DETAIL,701613,Arthur Brett (Catering) Limited,188.41,R4102,Provisions (Resale),24/01/2024,130415202,Arts and Culture,Bantock  Tea Rooms
INSERTED DETAIL,701613,Arthur Brett (Catering) Limited,317.42,R4102,Provisions (Resale),24/01/2024,130415203,Catering,Civic Centre Catering
INSERTED DETAIL,701613,Arthur Brett (Catering) Limited,328.44,R4102,Provisions (Resale),24/01/2024,130415204,Catering,Meals on Wheels
