Supplier ID,Supplier ID(T),Amount,Account,Account(T),Payment Date,TransNo,Service(T),Cost Centre(T)
701547,Apetito Limited,"1,899.84",R4102,Provisions (Resale),27/10/2023,130402214,Catering,Meals on Wheels
701547,Apetito Limited,7.13,R4102,Provisions (Resale),27/10/2023,130402214,Catering,Meals on Wheels
701547,Apetito Limited,44.65,R4102,Provisions (Resale),27/10/2023,130402214,Catering,Meals on Wheels
701547,Apetito Limited,"1,918.15",R4102,Provisions (Resale),27/10/2023,130402464,Catering,Meals on Wheels
701547,Apetito Limited,154.04,R4102,Provisions (Resale),27/10/2023,130402465,Catering,Meals on Wheels
701547,Apetito Limited,"1,786.63",R4102,Provisions (Resale),27/10/2023,130402915,Catering,Meals on Wheels
701547,Apetito Limited,"1,632.12",R4102,Provisions (Resale),27/10/2023,130403248,Catering,Meals on Wheels
701547,Apetito Limited,226.10,R4102,Provisions (Resale),27/10/2023,130403249,Catering,Meals on Wheels
701547,Apetito Limited,"1,948.00",R4102,Provisions (Resale),27/10/2023,130403429,Catering,Meals on Wheels
701547,Apetito Limited,"1,670.43",R4102,Provisions (Resale),27/10/2023,130403922,Catering,Meals on Wheels
701547,Apetito Limited,"2,098.90",R4102,Provisions (Resale),27/10/2023,130404550,Catering,Meals on Wheels
701547,Apetito Limited,465.83,R4102,Provisions (Resale),27/10/2023,130404824,Catering,Meals on Wheels
701547,Apetito Limited,35.04,R4102,Provisions (Resale),27/10/2023,130404825,Catering,Meals on Wheels
701547,Apetito Limited,"2,165.88",R4102,Provisions (Resale),27/10/2023,130405212,Catering,Meals on Wheels
701547,Apetito Limited,-463.18,R4102,Provisions (Resale),27/10/2023,130405213,Catering,Meals on Wheels
701568,Aquaid (Birmingham Central),456.40,R2001,R&M - Departmental planned (external),17/10/2023,130403250,Leisure Services,Bert Williams Leisure Centre
701603,Arnold Clark Finance Limited,47.59,R3200,Hire of Vehicles,27/10/2023,191203994,Fleet Services,Fleet Management
701603,Arnold Clark Finance Limited,402.64,R3200,Hire of Vehicles,27/10/2023,191203995,Fleet Services,Fleet Management
701603,Arnold Clark Finance Limited,538.44,R3200,Hire of Vehicles,27/10/2023,191203996,Fleet Services,Fleet Management
701603,Arnold Clark Finance Limited,538.44,R3200,Hire of Vehicles,11/10/2023,191198306,Fleet Services,Fleet Management
701603,Arnold Clark Finance Limited,29.59,R3200,Hire of Vehicles,11/10/2023,191198304,Fleet Services,Fleet Management
701603,Arnold Clark Finance Limited,104.48,R3200,Hire of Vehicles,11/10/2023,191198305,Fleet Services,Fleet Management
701614,Arthur J. Gallagher UK Limited,"2,147.10",R4962,Insurance - General,02/10/2023,130402215,Audit Services,Insurance Services
701614,Arthur J. Gallagher UK Limited,"12,903.52",R4962,Insurance - General,18/10/2023,130400521,Audit Services,Legal Liability
701643,Ashdown Supplies,468.00,R4007,Materials,18/10/2023,130404665,Bereavement Services,Crematorium
701647,Ashmore Glass & Mirror,"2,688.00",C5011,Grants paid out to other organisations,25/10/2023,191202747,,Disabled Facilities Grants
701672,Assn Of Electoral Administrators,332.50,R1650,Training Expenses,24/10/2023,130405091,Organisational Development,Workforce Development
701672,Assn Of Electoral Administrators,105.00,R1650,Training Expenses,11/10/2023,130403923,Governance Services,Local Government Elections
701680,Associated  Radio Taxi's,"1,107.36",R3042,Client Transport,09/10/2023,130403432,Travel Unit,Special  Transport
701680,Associated  Radio Taxi's,"1,575.00",R3042,Client Transport,09/10/2023,130403431,Travel Unit,Special  Transport
701680,Associated  Radio Taxi's,414.00,R3042,Client Transport,09/10/2023,130403430,Travel Unit,Special  Transport
701748,B + G Cleaning Systems Limited,219.00,R2700,Contract Cleaning,17/10/2023,130404666,Waste Services,Waste Collection and Recycling Service  General
701748,B + G Cleaning Systems Limited,219.00,R2700,Contract Cleaning,24/10/2023,130399070,Waste Services,Waste Collection and Recycling Service  General
701748,B + G Cleaning Systems Limited,219.00,R2700,Contract Cleaning,24/10/2023,130402466,Waste Services,Waste Collection and Recycling Service  General
701784,Bains Supersave Limited,44.40,R4309,Books,19/10/2023,130404961,Libraries,Ashmore Park Library
701787,Baker Hall Limited,118.50,R4404,Services - Consultants,30/10/2023,130405810,City Planning,Building Consultancy
701787,Baker Hall Limited,553.00,R4404,Services - Consultants,30/10/2023,130405810,City Planning,Building Consultancy
701797,Barber Of Sheffield Limited,63.95,R4000,Equipment - Purchase,11/10/2023,130403924,Coroners Service,"Coroners Service	"
701797,Barber Of Sheffield Limited,10.00,R4000,Equipment - Purchase,11/10/2023,130403924,Coroners Service,"Coroners Service	"
701797,Barber Of Sheffield Limited,59.90,R4000,Equipment - Purchase,04/10/2023,130403251,Coroners Service,"Coroners Service	"
701797,Barber Of Sheffield Limited,105.50,R4000,Equipment - Purchase,04/10/2023,130403251,Coroners Service,"Coroners Service	"
701797,Barber Of Sheffield Limited,39.00,R4000,Equipment - Purchase,04/10/2023,130403251,Coroners Service,"Coroners Service	"
701797,Barber Of Sheffield Limited,33.00,R4000,Equipment - Purchase,04/10/2023,130403251,Coroners Service,"Coroners Service	"
701797,Barber Of Sheffield Limited,89.90,R4000,Equipment - Purchase,04/10/2023,130403251,Coroners Service,"Coroners Service	"
701797,Barber Of Sheffield Limited,345.00,R4000,Equipment - Purchase,04/10/2023,130403251,Coroners Service,"Coroners Service	"
701797,Barber Of Sheffield Limited,99.90,R4000,Equipment - Purchase,04/10/2023,130403251,Coroners Service,"Coroners Service	"
701797,Barber Of Sheffield Limited,10.00,R4000,Equipment - Purchase,04/10/2023,130403251,Coroners Service,"Coroners Service	"
701807,Barnsley Bate Limited,450.00,R4400,Services - Professional Fees,31/10/2023,130405811,Public Protection,Trading Standards
701817,Base 25,"2,960.00",R4400,Services - Professional Fees,11/10/2023,130403925,Strengthening Families,EI Area 3 - Graiseley
701817,Base 25,"36,469.11",R5501,TPP - Social Care Support Services,20/10/2023,130404962,Head of Children's Improvement,"Emotional Mental Health Wellbeing Service			"
701833,BCC Mac T/A Ss Mary & John Catholic,"4,104.30",R4700,Grant Payments,18/10/2023,191201487,Central Education,High Needs Top Up Academies
701835,BCC Mac T/A St Michaels Catholic,"11,458.99",R4700,Grant Payments,18/10/2023,191201497,Central Education,High Needs Top Up Academies
701836,BCC Mac T/A St Teresa'S Catholic,"4,629.67",R4700,Grant Payments,18/10/2023,191201501,Central Education,High Needs Top Up Academies
701837,SS Peter & Paul Cath. Primary & Nursery,"1,000.00",R5035,TPP - Private Nursery Education Funding,24/10/2023,191202711,Early Years,Early Years SEN Inclusion Fund
701837,SS Peter & Paul Cath. Primary & Nursery,"12,279.69",R4700,Grant Payments,18/10/2023,191201488,Central Education,High Needs Top Up Academies
701905,Bevan Brittan Llp,"7,099.50",R4400,Services - Professional Fees,05/10/2023,130403108,Estates and Valuations,Estates and Valuations Team
701920,Biffa Waste Services Limited,"1,167.30",R5003,TPP - Waste Disposal,05/10/2023,130401691,Waste Services,"Commercial Waste Disposal			"
701930,Bilston Resource Centre,"15,611.00",R4700,Grant Payments,19/10/2023,130404826,External Funding and Digital Projects,"UKSPF - Community Grants			"
701944,Birmingham CC - General Fund,"2,400.00",R1650,Training Expenses,27/10/2023,130405812,Organisational Development,Member Training
701944,Birmingham CC - General Fund,"6,816.00",R5100,TPP - Payments to Local Authorities,23/10/2023,130404806,Central Corporate Budgets,Corporate Management
701944,Birmingham CC - General Fund,"7,793.68",R4503,Comms - Postage,25/10/2023,130404667,Support Services,"Postal Franker			"
701944,Birmingham CC - General Fund,"2,741.34",R4503,Comms - Postage,25/10/2023,130404668,Governance Services,Electoral Registration
701944,Birmingham CC - General Fund,"21,105.00",R5100,TPP - Payments to Local Authorities,03/10/2023,130400523,Special Educational Needs,Special Education Provision “Out of City”
701944,Birmingham CC - General Fund,"15,349.00",R5100,TPP - Payments to Local Authorities,03/10/2023,130400524,Special Educational Needs,Special Education Provision “Out of City”
701944,Birmingham CC - General Fund,"57,105.00",R5100,TPP - Payments to Local Authorities,19/10/2023,130400522,Special Educational Needs,Special Education Provision “Out of City”
701962,Black Country Chamber Of Commerce,504.00,R4701,Subscriptions,19/10/2023,130404551,Adult Education,"Business Support Services	"
701962,Black Country Chamber Of Commerce,675.00,R4317,Marketing \ Non-staff advertising,09/10/2023,130403901,Director Regeneration,"IGNITE Project			"
701983,Blakenhall Neighbourhood Nursery,"7,144.20",R5035,TPP - Private Nursery Education Funding,03/10/2023,191194804,Early Years,Early Years Entitlement Funding for Disadvantaged 2 Year Olds
701983,Blakenhall Neighbourhood Nursery,"29,877.12",R5035,TPP - Private Nursery Education Funding,03/10/2023,191194857,Early Years,Early Years Universal Entitlement for 3 and 4 Year Olds
702008,BME Travel,"2,888.16",R3042,Client Transport,18/10/2023,130404827,Travel Unit,Special  Transport
702008,BME Travel,"2,880.00",R3042,Client Transport,18/10/2023,130404828,Travel Unit,Special  Transport
702009,BME United Limited,105.00,R4100,Catering,12/10/2023,130404289,Head of Children's Improvement,"Head of People			"
702040,Bottomline Technologies Europe Limited,511.40,R4400,Services - Professional Fees,12/10/2023,130403434,Digital and IT,Agresso System Support
702041,Boulton Travel Limited,"2,355.66",R3042,Client Transport,13/10/2023,130404157,Travel Unit,Special  Transport
702041,Boulton Travel Limited,"2,573.46",R3042,Client Transport,13/10/2023,130404158,Travel Unit,Special  Transport
702041,Boulton Travel Limited,"2,296.80",R3042,Client Transport,13/10/2023,130404159,Travel Unit,Special  Transport
702041,Boulton Travel Limited,"2,715.84",R3042,Client Transport,13/10/2023,130404160,Travel Unit,Special  Transport
702041,Boulton Travel Limited,"2,413.08",R3042,Client Transport,13/10/2023,130404161,Travel Unit,Special  Transport
702041,Boulton Travel Limited,"2,461.86",R3042,Client Transport,13/10/2023,130404162,Travel Unit,Special  Transport
702041,Boulton Travel Limited,"2,475.00",R3042,Client Transport,13/10/2023,130404163,Travel Unit,Special  Transport
702041,Boulton Travel Limited,"3,104.64",R3042,Client Transport,13/10/2023,130404164,Travel Unit,Special  Transport
702041,Boulton Travel Limited,"2,700.18",R3042,Client Transport,13/10/2023,130404165,Travel Unit,Special  Transport
702041,Boulton Travel Limited,"2,790.00",R3042,Client Transport,13/10/2023,130404166,Travel Unit,Special  Transport
702057,Bradley Environmental Consultant Limited,118.80,C5011,Grants paid out to other organisations,30/10/2023,191204650,,Disabled Facilities Grants
702057,Bradley Environmental Consultant Limited,118.80,C5011,Grants paid out to other organisations,30/10/2023,191204652,,Disabled Facilities Grants
702057,Bradley Environmental Consultant Limited,118.80,C5011,Grants paid out to other organisations,30/10/2023,191204655,,Disabled Facilities Grants
702057,Bradley Environmental Consultant Limited,118.80,C5011,Grants paid out to other organisations,30/10/2023,191204657,,Disabled Facilities Grants
702057,Bradley Environmental Consultant Limited,118.80,C5011,Grants paid out to other organisations,30/10/2023,191204658,,Disabled Facilities Grants
702057,Bradley Environmental Consultant Limited,118.80,C5011,Grants paid out to other organisations,30/10/2023,191204659,,Disabled Facilities Grants
702057,Bradley Environmental Consultant Limited,118.80,C5011,Grants paid out to other organisations,30/10/2023,191204660,,Disabled Facilities Grants
702057,Bradley Environmental Consultant Limited,118.80,C5011,Grants paid out to other organisations,30/10/2023,191204662,,Disabled Facilities Grants
702057,Bradley Environmental Consultant Limited,118.80,C5011,Grants paid out to other organisations,30/10/2023,191204663,,Disabled Facilities Grants
702057,Bradley Environmental Consultant Limited,118.80,C5011,Grants paid out to other organisations,30/10/2023,191204665,,Disabled Facilities Grants
702057,Bradley Environmental Consultant Limited,118.80,C5011,Grants paid out to other organisations,30/10/2023,191204667,,Disabled Facilities Grants
702057,Bradley Environmental Consultant Limited,118.80,C5011,Grants paid out to other organisations,30/10/2023,191204669,,Disabled Facilities Grants
702057,Bradley Environmental Consultant Limited,118.80,C5011,Grants paid out to other organisations,30/10/2023,191204670,,Disabled Facilities Grants
702057,Bradley Environmental Consultant Limited,118.80,C1100,Construction and Conversion,18/10/2023,191201420,,Adaptations for People with Disabilites
702071,Brakes/Brakefresh,439.43,R4102,Provisions (Resale),17/10/2023,130404167,Arts and Culture,Art Gallery Tea Room
702071,Brakes/Brakefresh,550.61,R4102,Provisions (Resale),24/10/2023,130403518,Arts and Culture,Art Gallery Tea Room
702071,Brakes/Brakefresh,271.92,R4102,Provisions (Resale),24/10/2023,130403518,Arts and Culture,Art Gallery Tea Room
702071,Brakes/Brakefresh,63.45,R4102,Provisions (Resale),24/10/2023,130404829,Arts and Culture,Art Gallery Tea Room
702071,Brakes/Brakefresh,500.13,R4102,Provisions (Resale),24/10/2023,130404829,Arts and Culture,Art Gallery Tea Room
702071,Brakes/Brakefresh,18.97,R4102,Provisions (Resale),27/10/2023,130404168,Arts and Culture,Bantock  Tea Rooms
702071,Brakes/Brakefresh,406.55,R4102,Provisions (Resale),27/10/2023,130404168,Arts and Culture,Bantock  Tea Rooms
702071,Brakes/Brakefresh,254.30,R4102,Provisions (Resale),27/10/2023,130402469,Arts and Culture,Bantock  Tea Rooms
702071,Brakes/Brakefresh,59.71,R4102,Provisions (Resale),27/10/2023,130402469,Arts and Culture,Bantock  Tea Rooms
702071,Brakes/Brakefresh,149.47,R4102,Provisions (Resale),27/10/2023,130404830,Arts and Culture,Bantock  Tea Rooms
702071,Brakes/Brakefresh,357.37,R4102,Provisions (Resale),27/10/2023,130404830,Arts and Culture,Bantock  Tea Rooms
702071,Brakes/Brakefresh,799.18,R4102,Provisions (Resale),27/10/2023,130402917,Catering,Civic Centre Catering
702071,Brakes/Brakefresh,578.73,R4102,Provisions (Resale),27/10/2023,130402468,Arts and Culture,Art Gallery Tea Room
702071,Brakes/Brakefresh,230.70,R4102,Provisions (Resale),27/10/2023,130404669,Catering,Civic Centre Catering
702071,Brakes/Brakefresh,801.46,R4102,Provisions (Resale),27/10/2023,130404670,Catering,Civic Centre Catering
702071,Brakes/Brakefresh,406.70,R4102,Provisions (Resale),30/10/2023,130402216,Catering,Civic Centre Catering
702071,Brakes/Brakefresh,313.43,R4102,Provisions (Resale),30/10/2023,130402216,Catering,Civic Centre Catering
702093,Briggs Equiptment UK Limited,286.00,R4003,Equipment - R & M,04/10/2023,130401902,Older People Provider Services,"ILS Stores			"
702100,Bristol City Council,"6,750.00",R4007,Materials,16/10/2023,130404552,Environmental Services,Ground Maintenance East
702111,British Gas Trading Limited,"1,598.33",C1100,Construction and Conversion,04/10/2023,191195870,,HRA - WVL Units
702111,British Gas Trading Limited,56.80,C1100,Construction and Conversion,06/10/2023,191196661,,HRA - WVL Units
702111,British Gas Trading Limited,223.32,C1100,Construction and Conversion,06/10/2023,191196662,,HRA - WVL Units
702111,British Gas Trading Limited,"1,192.65",C1100,Construction and Conversion,17/10/2023,191200668,,HRA - WVL Units
702111,British Gas Trading Limited,36.53,C1100,Construction and Conversion,17/10/2023,191200669,,HRA - WVL Units
702111,British Gas Trading Limited,337.45,C1100,Construction and Conversion,17/10/2023,191200670,,HRA - WVL Units
702126,BT (Phone Bills),182.37,R4505,Comms - Telephone Call charges,16/10/2023,191200432,Parking Services,Short Stay - Civic Centre
702126,BT (Phone Bills),"9,282.08",R4537,Computing - Internet,23/10/2023,191202306,Digital and IT,Strategic ICTS (ICT Service Budget)
702126,BT (Phone Bills),100.00,R4537,Computing - Internet,23/10/2023,191202307,Digital and IT,Strategic ICTS (ICT Service Budget)
702157,Browne Jacobson Llp,"1,051.00",R4962,Insurance - General,18/10/2023,191201406,Audit Services,Legal Liability
702157,Browne Jacobson Llp,695.00,R4962,Insurance - General,25/10/2023,191203309,Audit Services,Legal Liability
702157,Browne Jacobson Llp,"5,378.00",R4962,Insurance - General,25/10/2023,191203310,Audit Services,Legal Liability
702157,Browne Jacobson Llp,713.00,R4962,Insurance - General,04/10/2023,191195991,Audit Services,Legal Liability
702157,Browne Jacobson Llp,884.50,R4962,Insurance - General,27/10/2023,191204294,Audit Services,Legal Liability
702164,Bruton Knowles Limited,"2,320.37",R4400,Services - Professional Fees,09/10/2023,130400721,Estates and Valuations,Disposal Costs
702164,Bruton Knowles Limited,"2,511.04",R4400,Services - Professional Fees,12/10/2023,130403929,Estates and Valuations,Disposal Costs
702164,Bruton Knowles Limited,797.40,R4400,Services - Professional Fees,12/10/2023,130404290,Housing Revenue Account,HRA General
702164,Bruton Knowles Limited,"4,548.00",R4400,Services - Professional Fees,16/10/2023,130404554,Estates and Valuations,Estates and Valuations Team
702164,Bruton Knowles Limited,"4,700.00",R4400,Services - Professional Fees,06/10/2023,130399686,City Development,"Regeneration Priorities - Regen Reserve			"
702171,BT (Business),"16,846.50",C4005,Intangible Assets / Computer Software,18/10/2023,130402588,,Building Schools for Future ICT Infrastructure
702171,BT (Business),"16,846.50",C4005,Intangible Assets / Computer Software,25/10/2023,130402918,,Building Schools for Future ICT Infrastructure
702171,BT (Business),"16,846.50",C4005,Intangible Assets / Computer Software,25/10/2023,130402919,,Building Schools for Future ICT Infrastructure
702171,BT (Business),330.00,C4005,Intangible Assets / Computer Software,25/10/2023,130404831,,Building Schools for Future ICT Infrastructure
702172,BT Global,"4,074.90",R4534,Computing - Maint Agreements,04/10/2023,130403252,Operation & Maintenance of Existing Network,UTC Wolverhampton
702172,BT Global,"10,249.60",R4534,Computing - Maint Agreements,04/10/2023,130403253,Operation & Maintenance of Existing Network,"Walsall Recovery Costs	"
702172,BT Global,"6,544.71",R4534,Computing - Maint Agreements,04/10/2023,130403254,Operation & Maintenance of Existing Network,UTC Dudley
702172,BT Global,"3,263.08",R4534,Computing - Maint Agreements,04/10/2023,130403255,Operation & Maintenance of Existing Network,UTC - Sandwell MBC
702181,United Living,"262,775.00",C1100,Construction and Conversion,27/10/2023,130405216,,Decent Homes - Stock Improvements
702181,United Living,"110,617.00",C1100,Construction and Conversion,27/10/2023,130405217,,Structural works
702181,United Living,"209,070.00",C1100,Construction and Conversion,27/10/2023,130405215,,Decent Homes - Stock Improvements
