Supplier ID,Supplier ID(T),Amount,Account,Account(T),Payment Date,TransNo,Service(T),Cost Centre(T)
700979,Af Blakemore/Blakemore Foodservice,184.60,R4101,Provisions (Not for resale),29/08/2023,130399682,City Events,"Events - Bilston Town Hall 			"
700979,Af Blakemore/Blakemore Foodservice,"3,021.24",R4101,Provisions (Not for resale),02/08/2023,130397097,Catering,"West Park Tea Room	"
700979,Af Blakemore/Blakemore Foodservice,"59,131.59",R4101,Provisions (Not for resale),02/08/2023,130397098,Catering,Education Catering  General Overheads
700979,Af Blakemore/Blakemore Foodservice,823.19,R4101,Provisions (Not for resale),02/08/2023,130397099,Arts and Culture,Art Gallery Tea Room
700979,Af Blakemore/Blakemore Foodservice,"2,340.42",R4101,Provisions (Not for resale),02/08/2023,130397094,Leisure Services,WV Active Catering
700979,Af Blakemore/Blakemore Foodservice,"1,822.32",R4101,Provisions (Not for resale),02/08/2023,130397095,Arts and Culture,Bantock  Tea Rooms
700979,Af Blakemore/Blakemore Foodservice,"1,164.77",R4101,Provisions (Not for resale),02/08/2023,130397096,Catering,Meals on Wheels
700979,Af Blakemore/Blakemore Foodservice,"1,672.37",R4101,Provisions (Not for resale),02/08/2023,130397100,Catering,Civic Centre Catering
700979,Af Blakemore/Blakemore Foodservice,87.80,R4101,Provisions (Not for resale),09/08/2023,130398092,City Events,"Events - Bilston Town Hall 			"
700979,Af Blakemore/Blakemore Foodservice,96.51,R4101,Provisions (Not for resale),09/08/2023,130398092,City Events,"Events - Bilston Town Hall 			"
700979,Af Blakemore/Blakemore Foodservice,138.12,R4101,Provisions (Not for resale),10/08/2023,130398095,Waste Services,Waste Collection and Recycling Service  General
700979,Af Blakemore/Blakemore Foodservice,182.44,R4101,Provisions (Not for resale),10/08/2023,130398093,Waste Services,Waste Collection and Recycling Service  General
700979,Af Blakemore/Blakemore Foodservice,145.56,R4008,Materials for resale,11/08/2023,130398096,Leisure Services,Bert Williams Leisure Centre
700979,Af Blakemore/Blakemore Foodservice,179.36,R4008,Materials for resale,11/08/2023,130398097,Leisure Services,Bert Williams Leisure Centre
700979,Af Blakemore/Blakemore Foodservice,"1,461.35",R4101,Provisions (Not for resale),18/08/2023,130398975,Arts and Culture,Bantock  Tea Rooms
700979,Af Blakemore/Blakemore Foodservice,"1,417.00",R4101,Provisions (Not for resale),18/08/2023,130398976,Catering,Civic Centre Catering
700979,Af Blakemore/Blakemore Foodservice,869.36,R4101,Provisions (Not for resale),18/08/2023,130398977,Catering,Meals on Wheels
700979,Af Blakemore/Blakemore Foodservice,"1,418.04",R4101,Provisions (Not for resale),18/08/2023,130398978,Catering,"West Park Tea Room	"
700979,Af Blakemore/Blakemore Foodservice,"37,992.31",R4101,Provisions (Not for resale),18/08/2023,130398979,Catering,Education Catering  General Overheads
700979,Af Blakemore/Blakemore Foodservice,742.08,R4101,Provisions (Not for resale),18/08/2023,130398980,Leisure Services,"WV Active Catering - Central	"
701056,Age UK Wolverhampton,"16,000.00",R6402,Grant Payments to Individuals,15/08/2023,130396769,Covid-19 (Children's Services),Household Support Fund Phase 4
701056,Age UK Wolverhampton,"8,558.00",R4700,Grant Payments,18/08/2023,130399069,External Funding and Digital Projects,"UKSPF - Community Grants			"
701439,Allstar Business Solutions Limited,90.81,R3000,Petrol,29/08/2023,191182221,Fleet Services,Fleet Management
701439,Allstar Business Solutions Limited,3.80,R3000,Petrol,29/08/2023,191182221,Fleet Services,Fleet Management
701439,Allstar Business Solutions Limited,64.60,R3000,Petrol,29/08/2023,191182220,Fleet Services,Fleet Management
701439,Allstar Business Solutions Limited,169.02,R3000,Petrol,29/08/2023,191182220,Fleet Services,Fleet Management
701439,Allstar Business Solutions Limited,"1,171.04",R3000,Petrol,29/08/2023,191182220,Fleet Services,Fleet Management
701439,Allstar Business Solutions Limited,302.35,R3000,Petrol,29/08/2023,191182220,Fleet Services,Fleet Management
701439,Allstar Business Solutions Limited,26.67,R3000,Petrol,29/08/2023,191182220,Fleet Services,Fleet Management
701439,Allstar Business Solutions Limited,446.45,R3000,Petrol,29/08/2023,191182220,Fleet Services,Fleet Management
701439,Allstar Business Solutions Limited,"1,593.22",R3000,Petrol,14/08/2023,191177344,Fleet Services,Fleet Management
701439,Allstar Business Solutions Limited,168.97,R3000,Petrol,14/08/2023,191177344,Fleet Services,Fleet Management
701439,Allstar Business Solutions Limited,136.04,R3000,Petrol,14/08/2023,191177344,Fleet Services,Fleet Management
701439,Allstar Business Solutions Limited,147.90,R3000,Petrol,14/08/2023,191177344,Fleet Services,Fleet Management
701439,Allstar Business Solutions Limited,83.60,R3000,Petrol,14/08/2023,191177344,Fleet Services,Fleet Management
701439,Allstar Business Solutions Limited,1.90,R3000,Petrol,14/08/2023,191177345,Fleet Services,Fleet Management
701439,Allstar Business Solutions Limited,51.25,R3000,Petrol,14/08/2023,191177345,Fleet Services,Fleet Management
701448,Alphatec 2000 Limited,91.21,R4003,Equipment - R & M,29/08/2023,130399754,Digital and IT,Digital Print Solutions
701448,Alphatec 2000 Limited,47.74,R4003,Equipment - R & M,29/08/2023,130399754,Digital and IT,Digital Print Solutions
701448,Alphatec 2000 Limited,43.75,R4003,Equipment - R & M,29/08/2023,130399754,Digital and IT,Digital Print Solutions
701451,Als-Holdings Limited T/A Ac Education,"4,400.00",R1650,Training Expenses,07/08/2023,130397906,Children & Young People In Care,Fostering Team
701502,Andrews Creative Services,130.00,R4612,Hospitality,01/08/2023,130397220,Governance Services,Mayoral Expenses
701502,Andrews Creative Services,130.00,R4001,Equipment - Hire,30/08/2023,130399755,Equalities,Equalities
701502,Andrews Creative Services,130.00,R4612,Hospitality,21/08/2023,130399157,Governance Services,Mayoral Expenses
701512,Anglia Dna Services Limited,368.00,R4400,Services - Professional Fees,09/08/2023,130398098,Legal Services,Legal Services
701512,Anglia Dna Services Limited,106.00,R4400,Services - Professional Fees,22/08/2023,130399277,Legal Services,Centralised External Legal Costs
701534,Antalis Limited,252.00,R4007,Materials,02/08/2023,130397389,Digital and IT,Digital Print Solutions
701534,Antalis Limited,140.06,R4007,Materials,02/08/2023,130397389,Digital and IT,Digital Print Solutions
701534,Antalis Limited,"1,572.50",R4007,Materials,24/08/2023,130399279,Digital and IT,Digital Print Solutions
701534,Antalis Limited,77.22,R4007,Materials,24/08/2023,130399278,Digital and IT,Digital Print Solutions
701547,Apetito Limited,"2,409.20",R4102,Provisions (Resale),22/08/2023,130399158,Catering,Meals on Wheels
701547,Apetito Limited,37.34,R4102,Provisions (Resale),22/08/2023,130399158,Catering,Meals on Wheels
701547,Apetito Limited,0.70,R4102,Provisions (Resale),22/08/2023,130399158,Catering,Meals on Wheels
701547,Apetito Limited,-250.77,R4102,Provisions (Resale),03/08/2023,130394936,Catering,Meals on Wheels
701547,Apetito Limited,"1,649.09",R4102,Provisions (Resale),10/08/2023,130397390,Catering,Meals on Wheels
701547,Apetito Limited,"2,192.52",R4102,Provisions (Resale),10/08/2023,130397101,Catering,Meals on Wheels
701547,Apetito Limited,133.07,R4102,Provisions (Resale),10/08/2023,130396477,Catering,Meals on Wheels
701547,Apetito Limited,"1,904.13",R4102,Provisions (Resale),10/08/2023,130396476,Catering,Meals on Wheels
701547,Apetito Limited,0.70,R4102,Provisions (Resale),10/08/2023,130396476,Catering,Meals on Wheels
701547,Apetito Limited,"1,513.90",R4102,Provisions (Resale),18/08/2023,130398873,Catering,Meals on Wheels
701547,Apetito Limited,"2,158.77",R4102,Provisions (Resale),21/08/2023,130397391,Catering,Meals on Wheels
701547,Apetito Limited,37.34,R4102,Provisions (Resale),21/08/2023,130397768,Catering,Meals on Wheels
701547,Apetito Limited,"2,178.08",R4102,Provisions (Resale),21/08/2023,130397769,Catering,Meals on Wheels
701547,Apetito Limited,"2,571.92",R4102,Provisions (Resale),21/08/2023,130398631,Catering,Meals on Wheels
701547,Apetito Limited,"1,765.48",R4102,Provisions (Resale),21/08/2023,130398282,Catering,Meals on Wheels
701547,Apetito Limited,0.70,R4102,Provisions (Resale),21/08/2023,130398282,Catering,Meals on Wheels
701547,Apetito Limited,"1,271.95",R4102,Provisions (Resale),03/08/2023,130396909,Catering,Meals on Wheels
701547,Apetito Limited,"2,234.72",R4102,Provisions (Resale),03/08/2023,130396910,Catering,Meals on Wheels
701603,Arnold Clark Finance Limited,346.36,R3200,Hire of Vehicles,29/08/2023,191182223,Fleet Services,Fleet Management
701603,Arnold Clark Finance Limited,86.44,R3200,Hire of Vehicles,29/08/2023,191182224,Fleet Services,Fleet Management
701603,Arnold Clark Finance Limited,46.14,R3200,Hire of Vehicles,29/08/2023,191182225,Fleet Services,Fleet Management
701603,Arnold Clark Finance Limited,266.76,R3200,Hire of Vehicles,29/08/2023,191182226,Fleet Services,Fleet Management
701603,Arnold Clark Finance Limited,138.25,R3200,Hire of Vehicles,29/08/2023,191182228,Fleet Services,Fleet Management
701603,Arnold Clark Finance Limited,612.72,R3200,Hire of Vehicles,29/08/2023,191182229,Fleet Services,Fleet Management
701603,Arnold Clark Finance Limited,232.51,R3200,Hire of Vehicles,29/08/2023,191182227,Fleet Services,Fleet Management
701603,Arnold Clark Finance Limited,612.72,R3200,Hire of Vehicles,29/08/2023,191182230,Fleet Services,Fleet Management
701603,Arnold Clark Finance Limited,95.50,R3200,Hire of Vehicles,29/08/2023,191182231,Fleet Services,Fleet Management
701603,Arnold Clark Finance Limited,242.51,R3200,Hire of Vehicles,29/08/2023,191182232,Fleet Services,Fleet Management
701603,Arnold Clark Finance Limited,23.44,R3200,Hire of Vehicles,29/08/2023,191182222,Fleet Services,Fleet Management
701603,Arnold Clark Finance Limited,538.44,R3200,Hire of Vehicles,07/08/2023,191175896,Fleet Services,Fleet Management
701603,Arnold Clark Finance Limited,123.17,R3200,Hire of Vehicles,07/08/2023,191175895,Fleet Services,Fleet Management
701603,Arnold Clark Finance Limited,402.64,R3200,Hire of Vehicles,07/08/2023,191175897,Fleet Services,Fleet Management
701603,Arnold Clark Finance Limited,27.57,R3200,Hire of Vehicles,07/08/2023,191175898,Fleet Services,Fleet Management
701603,Arnold Clark Finance Limited,72.59,R3200,Hire of Vehicles,23/08/2023,191181107,Fleet Services,Fleet Management
701603,Arnold Clark Finance Limited,55.88,R3200,Hire of Vehicles,23/08/2023,191181108,Fleet Services,Fleet Management
701603,Arnold Clark Finance Limited,402.64,R3200,Hire of Vehicles,23/08/2023,191181109,Fleet Services,Fleet Management
701603,Arnold Clark Finance Limited,40.31,R3200,Hire of Vehicles,23/08/2023,191181111,Fleet Services,Fleet Management
701603,Arnold Clark Finance Limited,538.44,R3200,Hire of Vehicles,23/08/2023,191181110,Fleet Services,Fleet Management
701603,Arnold Clark Finance Limited,402.64,R3200,Hire of Vehicles,23/08/2023,191181112,Fleet Services,Fleet Management
701603,Arnold Clark Finance Limited,54.12,R3200,Hire of Vehicles,23/08/2023,191181113,Fleet Services,Fleet Management
701603,Arnold Clark Finance Limited,538.44,R3200,Hire of Vehicles,23/08/2023,191181115,Fleet Services,Fleet Management
701603,Arnold Clark Finance Limited,612.72,R3200,Hire of Vehicles,23/08/2023,191181114,Fleet Services,Fleet Management
701603,Arnold Clark Finance Limited,43.10,R3200,Hire of Vehicles,23/08/2023,191181116,Fleet Services,Fleet Management
701603,Arnold Clark Finance Limited,117.24,R3200,Hire of Vehicles,23/08/2023,191181117,Fleet Services,Fleet Management
701603,Arnold Clark Finance Limited,346.36,R3200,Hire of Vehicles,23/08/2023,191181118,Fleet Services,Fleet Management
701603,Arnold Clark Finance Limited,346.36,R3200,Hire of Vehicles,23/08/2023,191181119,Fleet Services,Fleet Management
701603,Arnold Clark Finance Limited,402.64,R3200,Hire of Vehicles,23/08/2023,191181120,Fleet Services,Fleet Management
701603,Arnold Clark Finance Limited,74.25,R3200,Hire of Vehicles,23/08/2023,191181121,Fleet Services,Fleet Management
701603,Arnold Clark Finance Limited,36.57,R3200,Hire of Vehicles,23/08/2023,191181123,Fleet Services,Fleet Management
701603,Arnold Clark Finance Limited,"1,041.88",R3200,Hire of Vehicles,23/08/2023,191181122,Fleet Services,Fleet Management
701603,Arnold Clark Finance Limited,91.52,R3200,Hire of Vehicles,23/08/2023,191181124,Fleet Services,Fleet Management
701643,Ashdown Supplies,600.00,R4007,Materials,21/08/2023,130398982,Bereavement Services,Crematorium
701680,Associated  Radio Taxi's,922.80,R3042,Client Transport,04/08/2023,130397770,Travel Unit,Special  Transport
701680,Associated  Radio Taxi's,424.20,R3042,Client Transport,04/08/2023,130397771,Travel Unit,Special  Transport
701680,Associated  Radio Taxi's,637.60,R3042,Client Transport,04/08/2023,130397773,Travel Unit,Special  Transport
701680,Associated  Radio Taxi's,"1,800.00",R3042,Client Transport,04/08/2023,130397772,Travel Unit,Special  Transport
701680,Associated  Radio Taxi's,360.00,R3042,Client Transport,14/08/2023,130398632,Travel Unit,Special  Transport
701682,Association Of Adult Education And,945.00,R4701,Subscriptions,03/08/2023,130397578,Adult Education,"Business Support Services	"
701784,Bains Supersave Limited,49.10,R4309,Books,07/08/2023,130397907,Libraries,Ashmore Park Library
701798,Barbour Logic Limited,"5,813.00",R4531,Computing - Purchase of Software,24/08/2023,130399554,Parking Services,Parking Enforcement
701817,Base 25,"36,469.11",R5501,TPP - Social Care Support Services,29/08/2023,130399159,Head of Children's Improvement,"Emotional Mental Health Wellbeing Service			"
701930,Bilston Resource Centre,"15,611.00",R4700,Grant Payments,11/08/2023,130398501,External Funding and Digital Projects,"UKSPF - Community Grants			"
701930,Bilston Resource Centre,"5,000.00",R4400,Services - Professional Fees,14/08/2023,130398500,Adult Education,Skills for Work
701939,Birmingham Boys & Girls Union,324.00,R4970,"Education trips, Holidays, Outings & Activities",17/08/2023,130398634,Youth Offending,Youth Offending Team
701944,Birmingham CC - General Fund,"1,936.43",R4503,Comms - Postage,02/08/2023,130395657,Governance Services,Electoral Registration
701962,Black Country Chamber Of Commerce,"3,500.00",R4400,Services - Professional Fees,22/08/2023,130398983,Director Regeneration,"IGNITE Project			"
701999,Blue Mountain Foods Limited,371.00,R4102,Provisions (Resale),16/08/2023,130397221,Catering,Meals on Wheels
702041,Boulton Travel Limited,"1,999.04",R3042,Client Transport,07/08/2023,130397909,Travel Unit,Special  Transport
702041,Boulton Travel Limited,"2,250.15",R3042,Client Transport,07/08/2023,130397917,Travel Unit,Special  Transport
702041,Boulton Travel Limited,"2,568.15",R3042,Client Transport,07/08/2023,130397916,Travel Unit,Special  Transport
702041,Boulton Travel Limited,"2,200.00",R3042,Client Transport,07/08/2023,130397915,Travel Unit,Special  Transport
702041,Boulton Travel Limited,"2,179.84",R3042,Client Transport,07/08/2023,130397914,Travel Unit,Special  Transport
702041,Boulton Travel Limited,"2,185.76",R3042,Client Transport,07/08/2023,130397913,Travel Unit,Special  Transport
702041,Boulton Travel Limited,"2,413.92",R3042,Client Transport,07/08/2023,130397912,Travel Unit,Special  Transport
702041,Boulton Travel Limited,"2,041.60",R3042,Client Transport,07/08/2023,130397911,Travel Unit,Special  Transport
702041,Boulton Travel Limited,"2,276.96",R3042,Client Transport,07/08/2023,130397910,Travel Unit,Special  Transport
702046,Bourne Leisure Limited,"1,243.98",R5500,TPP - Short Breaks,30/08/2023,130399839,Carer Support,Carers Support
702046,Bourne Leisure Limited,599.74,R5500,TPP - Short Breaks,30/08/2023,130399840,Carer Support,Carers Support
702057,Bradley Environmental Consultant Limited,118.80,C5011,Grants paid out to other organisations,02/08/2023,191175269,,Disabled Facilities Grants
702057,Bradley Environmental Consultant Limited,118.80,C5011,Grants paid out to other organisations,02/08/2023,191175268,,Disabled Facilities Grants
702057,Bradley Environmental Consultant Limited,118.80,C5011,Grants paid out to other organisations,02/08/2023,191175266,,Disabled Facilities Grants
702057,Bradley Environmental Consultant Limited,118.80,C5011,Grants paid out to other organisations,02/08/2023,191175261,,Disabled Facilities Grants
702057,Bradley Environmental Consultant Limited,118.80,C5011,Grants paid out to other organisations,23/08/2023,191181171,,Disabled Facilities Grants
702057,Bradley Environmental Consultant Limited,118.80,C5011,Grants paid out to other organisations,23/08/2023,191181173,,Disabled Facilities Grants
702057,Bradley Environmental Consultant Limited,118.80,C5011,Grants paid out to other organisations,23/08/2023,191181176,,Disabled Facilities Grants
702057,Bradley Environmental Consultant Limited,118.80,C5011,Grants paid out to other organisations,23/08/2023,191181178,,Disabled Facilities Grants
702057,Bradley Environmental Consultant Limited,118.80,C5011,Grants paid out to other organisations,23/08/2023,191181181,,Disabled Facilities Grants
702057,Bradley Environmental Consultant Limited,118.80,C5011,Grants paid out to other organisations,23/08/2023,191181182,,Disabled Facilities Grants
702057,Bradley Environmental Consultant Limited,118.80,C5011,Grants paid out to other organisations,23/08/2023,191181183,,Disabled Facilities Grants
702057,Bradley Environmental Consultant Limited,118.80,C5011,Grants paid out to other organisations,23/08/2023,191181184,,Disabled Facilities Grants
702057,Bradley Environmental Consultant Limited,118.80,C5011,Grants paid out to other organisations,23/08/2023,191181185,,Disabled Facilities Grants
702071,Brakes/Brakefresh,403.00,R4102,Provisions (Resale),22/08/2023,130399071,Catering,Civic Centre Catering
702071,Brakes/Brakefresh,268.29,R4102,Provisions (Resale),22/08/2023,130397918,Catering,Civic Centre Catering
702071,Brakes/Brakefresh,208.78,R4102,Provisions (Resale),22/08/2023,130397918,Catering,Civic Centre Catering
702071,Brakes/Brakefresh,764.85,R4102,Provisions (Resale),09/08/2023,130397579,Arts and Culture,Bantock  Tea Rooms
702071,Brakes/Brakefresh,818.24,R4102,Provisions (Resale),18/08/2023,130397392,Arts and Culture,Art Gallery Tea Room
702071,Brakes/Brakefresh,750.83,R4102,Provisions (Resale),18/08/2023,130398635,Catering,Civic Centre Catering
702071,Brakes/Brakefresh,756.77,R4102,Provisions (Resale),18/08/2023,130398875,Arts and Culture,Bantock  Tea Rooms
702071,Brakes/Brakefresh,-20.64,R4102,Provisions (Resale),07/08/2023,130396284,Catering,Civic Centre Catering
702071,Brakes/Brakefresh,484.80,R4102,Provisions (Resale),07/08/2023,130395982,Arts and Culture,Bantock  Tea Rooms
702071,Brakes/Brakefresh,"1,039.12",R4102,Provisions (Resale),07/08/2023,130397102,Catering,Civic Centre Catering
702071,Brakes/Brakefresh,590.38,R4102,Provisions (Resale),08/08/2023,130394782,Catering,Civic Centre Catering
702071,Brakes/Brakefresh,699.82,R4102,Provisions (Resale),08/08/2023,130395660,Catering,Civic Centre Catering
702071,Brakes/Brakefresh,315.32,R4102,Provisions (Resale),08/08/2023,130396285,Catering,Civic Centre Catering
702071,Brakes/Brakefresh,59.37,R4102,Provisions (Resale),07/08/2023,130394438,Arts and Culture,Art Gallery Tea Room
702071,Brakes/Brakefresh,395.12,R4102,Provisions (Resale),07/08/2023,130394438,Arts and Culture,Art Gallery Tea Room
702071,Brakes/Brakefresh,384.20,R4102,Provisions (Resale),07/08/2023,130395981,Arts and Culture,Art Gallery Tea Room
702071,Brakes/Brakefresh,572.74,R4102,Provisions (Resale),07/08/2023,130396781,Arts and Culture,Bantock  Tea Rooms
702071,Brakes/Brakefresh,96.84,R4102,Provisions (Resale),07/08/2023,130396781,Arts and Culture,Bantock  Tea Rooms
702071,Brakes/Brakefresh,463.05,R4102,Provisions (Resale),07/08/2023,130395222,Arts and Culture,Bantock  Tea Rooms
702093,Briggs Equiptment UK Limited,"1,239.99",R3200,Hire of Vehicles,23/08/2023,130392642,Markets,Wholesale Market Facilities Management
702100,Bristol City Council,387.50,R4007,Materials,25/08/2023,130399685,Environmental Services,Ground Maintenance East
702100,Bristol City Council,175.00,R4007,Materials,25/08/2023,130399685,Environmental Services,Ground Maintenance East
702100,Bristol City Council,600.00,R4007,Materials,25/08/2023,130399685,Environmental Services,Ground Maintenance East
702100,Bristol City Council,456.00,R4007,Materials,25/08/2023,130399685,Environmental Services,Ground Maintenance East
702100,Bristol City Council,22.50,R4007,Materials,25/08/2023,130399685,Environmental Services,Ground Maintenance East
702100,Bristol City Council,75.00,R4007,Materials,25/08/2023,130399685,Environmental Services,Ground Maintenance East
702100,Bristol City Council,638.00,R4007,Materials,25/08/2023,130399685,Environmental Services,Ground Maintenance East
702100,Bristol City Council,87.50,R4007,Materials,25/08/2023,130399685,Environmental Services,Ground Maintenance East
702100,Bristol City Council,715.00,R4007,Materials,25/08/2023,130399685,Environmental Services,Ground Maintenance East
702100,Bristol City Council,"1,040.00",R4007,Materials,25/08/2023,130399685,Environmental Services,Ground Maintenance East
702100,Bristol City Council,"1,105.00",R4007,Materials,25/08/2023,130399685,Environmental Services,Ground Maintenance East
702100,Bristol City Council,273.70,R4007,Materials,25/08/2023,130399685,Environmental Services,Ground Maintenance East
702111,British Gas Trading Limited,433.33,C1100,Construction and Conversion,03/08/2023,191175460,,HRA - WVL Units
702111,British Gas Trading Limited,188.02,C1100,Construction and Conversion,03/08/2023,191175459,,HRA - WVL Units
702111,British Gas Trading Limited,11.49,C1100,Construction and Conversion,03/08/2023,191175458,,HRA - WVL Units
702111,British Gas Trading Limited,289.82,C1100,Construction and Conversion,03/08/2023,191175457,,HRA - WVL Units
702111,British Gas Trading Limited,31.01,C1100,Construction and Conversion,03/08/2023,191175461,,HRA - WVL Units
702111,British Gas Trading Limited,31.05,C1100,Construction and Conversion,24/08/2023,191181270,,HRA - WVL Units
702111,British Gas Trading Limited,267.81,C1100,Construction and Conversion,24/08/2023,191181269,,HRA - WVL Units
