,Supplier ID,Supplier ID(T),Amount,Account,Account(T),Payment Date,TransNo,Service(T),Cost Centre(T)
INSERTED DETAIL,708708,William Gough Limited,298.69,R2001,R&M - Departmental planned (external),07/03/2024,130410222,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,404.41,R2001,R&M - Departmental planned (external),07/03/2024,130413936,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,186.62,R2001,R&M - Departmental planned (external),07/03/2024,130418172,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,159.20,R2001,R&M - Departmental planned (external),07/03/2024,130418173,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,50.00,R2001,R&M - Departmental planned (external),07/03/2024,130418578,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,50.00,R2001,R&M - Departmental planned (external),07/03/2024,130418580,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,171.85,R2001,R&M - Departmental planned (external),07/03/2024,130418584,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,"1,805.13",R2001,R&M - Departmental planned (external),07/03/2024,130419622,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,"2,555.40",R2001,R&M - Departmental planned (external),07/03/2024,130419791,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,"8,438.69",C1100,Construction and Conversion,07/03/2024,130419792,,Corporate Asset Management
INSERTED DETAIL,708708,William Gough Limited,162.62,R2001,R&M - Departmental planned (external),07/03/2024,130419794,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,103.48,R2001,R&M - Departmental planned (external),07/03/2024,130419795,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,120.78,R2001,R&M - Departmental planned (external),07/03/2024,130419796,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,101.47,R2001,R&M - Departmental planned (external),07/03/2024,130419797,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,52.23,R2001,R&M - Departmental planned (external),07/03/2024,130419803,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,63.90,R2001,R&M - Departmental planned (external),07/03/2024,130419804,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,63.68,R2001,R&M - Departmental planned (external),07/03/2024,130419805,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,50.00,R2001,R&M - Departmental planned (external),07/03/2024,130419806,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,"3,341.92",R2001,R&M - Departmental planned (external),07/03/2024,130419810,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,214.36,R2001,R&M - Departmental planned (external),07/03/2024,130420038,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,638.71,R2001,R&M - Departmental planned (external),07/03/2024,130420043,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,289.95,R2001,R&M - Departmental planned (external),07/03/2024,130420049,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,797.05,R2001,R&M - Departmental planned (external),07/03/2024,130420052,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,"1,195.90",R2001,R&M - Departmental planned (external),07/03/2024,130420053,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,722.05,R2001,R&M - Departmental planned (external),07/03/2024,130420054,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,50.00,R2001,R&M - Departmental planned (external),07/03/2024,130420055,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,634.32,R2001,R&M - Departmental planned (external),07/03/2024,130420057,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,289.95,R2001,R&M - Departmental planned (external),07/03/2024,130420061,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,361.03,R2001,R&M - Departmental planned (external),07/03/2024,130420063,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,875.77,R2001,R&M - Departmental planned (external),07/03/2024,130420064,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,321.54,R2001,R&M - Departmental planned (external),07/03/2024,130420066,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,220.00,R2001,R&M - Departmental planned (external),07/03/2024,130420069,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,637.44,R2001,R&M - Departmental planned (external),07/03/2024,130420072,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,733.33,R2001,R&M - Departmental planned (external),05/03/2024,130410270,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,"1,802.24",C1100,Construction and Conversion,05/03/2024,130419811,,Corporate Asset Management
INSERTED DETAIL,708708,William Gough Limited,"15,000.00",C1100,Construction and Conversion,05/03/2024,130410254,,Corporate Asset Management
INSERTED DETAIL,708708,William Gough Limited,"5,114.75",R2001,R&M - Departmental planned (external),05/03/2024,130412061,Project and Works Team – Maintenance Programme,Centralised R&M
INSERTED DETAIL,708708,William Gough Limited,202.24,R2001,R&M - Departmental planned (external),05/03/2024,130412175,Estates and Valuations,Magistrates
INSERTED DETAIL,708708,William Gough Limited,"6,745.64",C1100,Construction and Conversion,05/03/2024,130410442,,Corporate Asset Management
INSERTED DETAIL,708708,William Gough Limited,"64,242.92",C1100,Construction and Conversion,06/03/2024,130419154,,Capital Maintenance - Window Upgrade
INSERTED DETAIL,708708,William Gough Limited,"3,090.24",R2001,R&M - Departmental planned (external),06/03/2024,130418870,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,"6,515.38",R2001,R&M - Departmental planned (external),06/03/2024,130409670,Project and Works Team – Maintenance Programme,Centralised R&M
INSERTED DETAIL,708708,William Gough Limited,298.97,R2001,R&M - Departmental planned (external),07/03/2024,130420090,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,"18,539.74",C1100,Construction and Conversion,25/03/2024,130422357,,Capital Maintenance - Window Upgrade
INSERTED DETAIL,708708,William Gough Limited,"5,083.12",C1100,Construction and Conversion,25/03/2024,130420983,,Primary Expansion Programme
INSERTED DETAIL,708708,William Gough Limited,"3,426.63",C1100,Construction and Conversion,25/03/2024,130422625,,Corporate Asset Management
INSERTED DETAIL,708708,William Gough Limited,"22,066.10",C1100,Construction and Conversion,25/03/2024,130422634,,Capital Maintenance - Window Upgrade
INSERTED DETAIL,708708,William Gough Limited,115.81,R2001,R&M - Departmental planned (external),26/03/2024,130420105,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,-51.37,R2001,R&M - Departmental planned (external),12/03/2024,130420671,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,397.51,R2001,R&M - Departmental planned (external),12/03/2024,130420670,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,-332.93,R2001,R&M - Departmental planned (external),12/03/2024,130420672,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,-52.70,R2001,R&M - Departmental planned (external),12/03/2024,130420673,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,-46.73,R2001,R&M - Departmental planned (external),12/03/2024,130420674,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,50.00,R2001,R&M - Departmental planned (external),14/03/2024,130420116,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,94.62,R2001,R&M - Departmental planned (external),14/03/2024,130420108,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,63.68,R2001,R&M - Departmental planned (external),14/03/2024,130420114,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,"1,306.71",R2001,R&M - Departmental planned (external),14/03/2024,130420656,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,223.64,R2001,R&M - Departmental planned (external),14/03/2024,130420657,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,355.38,R2001,R&M - Departmental planned (external),14/03/2024,130420660,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,344.10,R2001,R&M - Departmental planned (external),14/03/2024,130420666,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,"1,024.64",C1100,Construction and Conversion,14/03/2024,130420982,,Corporate Asset Management
INSERTED DETAIL,708708,William Gough Limited,-254.72,R2001,R&M - Departmental planned (external),14/03/2024,130420859,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,921.19,R2001,R&M - Departmental planned (external),15/03/2024,130420977,Markets,Wholesale Market Facilities Management
INSERTED DETAIL,708708,William Gough Limited,282.33,R2001,R&M - Departmental planned (external),12/03/2024,130420098,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,319.99,R2001,R&M - Departmental planned (external),12/03/2024,130420103,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,191.04,R2001,R&M - Departmental planned (external),12/03/2024,130420107,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,259.86,R2001,R&M - Departmental planned (external),12/03/2024,130420113,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,"1,015.38",R2001,R&M - Departmental planned (external),12/03/2024,130420118,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,78.97,R2001,R&M - Departmental planned (external),12/03/2024,130420658,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,243.27,R2001,R&M - Departmental planned (external),12/03/2024,130420661,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,146.67,R2001,R&M - Departmental planned (external),12/03/2024,130420667,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,50.00,R2001,R&M - Departmental planned (external),12/03/2024,130420097,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,50.00,R2001,R&M - Departmental planned (external),12/03/2024,130420093,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,63.68,R2001,R&M - Departmental planned (external),12/03/2024,130420094,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,111.44,R2001,R&M - Departmental planned (external),12/03/2024,130420099,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,63.68,R2001,R&M - Departmental planned (external),12/03/2024,130420100,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,50.00,R2001,R&M - Departmental planned (external),12/03/2024,130420101,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,120.09,R2001,R&M - Departmental planned (external),12/03/2024,130420115,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,50.00,R2001,R&M - Departmental planned (external),12/03/2024,130420111,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,50.00,R2001,R&M - Departmental planned (external),12/03/2024,130420112,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,"23,743.94",C1100,Construction and Conversion,15/03/2024,130420117,,Capital Maintenance - Structural Works
INSERTED DETAIL,708708,William Gough Limited,50.00,R2001,R&M - Departmental planned (external),12/03/2024,130420095,Estates and Valuations,Magistrates
INSERTED DETAIL,708708,William Gough Limited,58.11,R2001,R&M - Departmental planned (external),12/03/2024,130420087,Estates and Valuations,Magistrates
INSERTED DETAIL,708708,William Gough Limited,62.43,R2001,R&M - Departmental planned (external),12/03/2024,130420088,Estates and Valuations,Magistrates
INSERTED DETAIL,708708,William Gough Limited,71.61,R2001,R&M - Departmental planned (external),12/03/2024,130420089,Estates and Valuations,Magistrates
INSERTED DETAIL,708708,William Gough Limited,-627.66,R2001,R&M - Departmental planned (external),13/03/2024,130420858,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,111.44,R2001,R&M - Departmental planned (external),18/03/2024,130420096,Estates and Valuations,"i10 Facilities Management	"
INSERTED DETAIL,708708,William Gough Limited,68.57,R2001,R&M - Departmental planned (external),18/03/2024,130421344,Facilities Management,Caretakers Community Centre
INSERTED DETAIL,708708,William Gough Limited,157.92,R2001,R&M - Departmental planned (external),18/03/2024,130420092,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,95.52,R2001,R&M - Departmental planned (external),18/03/2024,130420106,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,186.96,R2001,R&M - Departmental planned (external),18/03/2024,130420109,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,96.12,R2001,R&M - Departmental planned (external),18/03/2024,130420665,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,127.36,R2001,R&M - Departmental planned (external),18/03/2024,130420662,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,63.68,R2001,R&M - Departmental planned (external),18/03/2024,130421315,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,196.19,R2001,R&M - Departmental planned (external),20/03/2024,130421799,Estates and Valuations,Magistrates
INSERTED DETAIL,708708,William Gough Limited,"15,308.00",C1100,Construction and Conversion,19/03/2024,130421582,,Capital Maintenance - Structural Works
INSERTED DETAIL,708708,William Gough Limited,159.20,R2001,R&M - Departmental planned (external),19/03/2024,130421319,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,866.46,R2001,R&M - Departmental planned (external),19/03/2024,130421306,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,95.52,R2001,R&M - Departmental planned (external),19/03/2024,130421308,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,356.57,R2001,R&M - Departmental planned (external),19/03/2024,130420981,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,95.52,R2001,R&M - Departmental planned (external),19/03/2024,130421322,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,289.95,R2001,R&M - Departmental planned (external),19/03/2024,130421333,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,112.82,R2001,R&M - Departmental planned (external),19/03/2024,130421334,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,50.00,R2001,R&M - Departmental planned (external),19/03/2024,130421328,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,106.05,R2001,R&M - Departmental planned (external),19/03/2024,130421329,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,139.90,R2001,R&M - Departmental planned (external),19/03/2024,130421331,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,88.83,R2001,R&M - Departmental planned (external),19/03/2024,130421335,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,61.36,R2001,R&M - Departmental planned (external),19/03/2024,130421336,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,79.60,R2001,R&M - Departmental planned (external),19/03/2024,130421337,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,164.54,R2001,R&M - Departmental planned (external),19/03/2024,130421338,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,50.00,R2001,R&M - Departmental planned (external),19/03/2024,130421339,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,254.36,R2001,R&M - Departmental planned (external),19/03/2024,130421340,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,61.36,R2001,R&M - Departmental planned (external),19/03/2024,130421341,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,248.21,R2001,R&M - Departmental planned (external),19/03/2024,130421346,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,289.95,R2001,R&M - Departmental planned (external),19/03/2024,130421350,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,253.85,R2001,R&M - Departmental planned (external),19/03/2024,130421762,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,310.26,R2001,R&M - Departmental planned (external),19/03/2024,130421763,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,60.93,R2001,R&M - Departmental planned (external),19/03/2024,130421767,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,50.00,R2001,R&M - Departmental planned (external),19/03/2024,130421779,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,423.08,R2001,R&M - Departmental planned (external),19/03/2024,130421798,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,"1,068.41",R2001,R&M - Departmental planned (external),19/03/2024,130421781,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,"3,155.95",R2001,R&M - Departmental planned (external),20/03/2024,130420984,Licensing,"Private Hire Vehicles			"
INSERTED DETAIL,708708,William Gough Limited,"2,955.90",R2001,R&M - Departmental planned (external),20/03/2024,130421304,Corporate Asset Management,Centralised Planned Maintenance
INSERTED DETAIL,708708,William Gough Limited,"1,265.98",R2001,R&M - Departmental planned (external),21/03/2024,130421776,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,98.27,R2001,R&M - Departmental planned (external),21/03/2024,130421777,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,50.00,R2001,R&M - Departmental planned (external),21/03/2024,130421778,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,63.68,R2001,R&M - Departmental planned (external),21/03/2024,130421780,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,50.00,R2001,R&M - Departmental planned (external),21/03/2024,130421782,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,82.91,R2001,R&M - Departmental planned (external),21/03/2024,130421789,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,631.54,R2001,R&M - Departmental planned (external),21/03/2024,130421790,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,197.44,R2001,R&M - Departmental planned (external),21/03/2024,130421788,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,67.78,R2001,R&M - Departmental planned (external),21/03/2024,130421791,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,161.54,R2001,R&M - Departmental planned (external),21/03/2024,130421793,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,50.00,R2001,R&M - Departmental planned (external),21/03/2024,130421783,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,247.27,R2001,R&M - Departmental planned (external),21/03/2024,130421784,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,112.82,R2001,R&M - Departmental planned (external),21/03/2024,130421797,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,289.95,R2001,R&M - Departmental planned (external),21/03/2024,130421794,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,322.87,R2001,R&M - Departmental planned (external),21/03/2024,130421796,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,129.74,R2001,R&M - Departmental planned (external),21/03/2024,130421801,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,822.46,R2001,R&M - Departmental planned (external),21/03/2024,130421803,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,197.44,R2001,R&M - Departmental planned (external),21/03/2024,130421958,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,331.49,R2001,R&M - Departmental planned (external),21/03/2024,130421967,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,289.95,R2001,R&M - Departmental planned (external),21/03/2024,130421968,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,197.44,R2001,R&M - Departmental planned (external),21/03/2024,130421970,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,95.52,R2001,R&M - Departmental planned (external),21/03/2024,130421802,Estates and Valuations,Magistrates
INSERTED DETAIL,708708,William Gough Limited,137.57,R2001,R&M - Departmental planned (external),21/03/2024,130421785,Estates and Valuations,Magistrates
INSERTED DETAIL,708708,William Gough Limited,79.70,R2001,R&M - Departmental planned (external),21/03/2024,130421765,Facilities Management,Caretakers Community Centre
INSERTED DETAIL,708708,William Gough Limited,169.23,R2001,R&M - Departmental planned (external),21/03/2024,130421765,Facilities Management,Caretakers Community Centre
INSERTED DETAIL,708708,William Gough Limited,59.46,R2001,R&M - Departmental planned (external),22/03/2024,130422352,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,226.41,R2001,R&M - Departmental planned (external),22/03/2024,130422355,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,63.68,R2001,R&M - Departmental planned (external),22/03/2024,130422356,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,63.68,R2001,R&M - Departmental planned (external),22/03/2024,130422333,Estates and Valuations,Magistrates
INSERTED DETAIL,708708,William Gough Limited,330.33,R2001,R&M - Departmental planned (external),22/03/2024,130421332,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,513.59,R2001,R&M - Departmental planned (external),22/03/2024,130421773,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,361.03,R2001,R&M - Departmental planned (external),22/03/2024,130421320,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,708708,William Gough Limited,282.59,R2001,R&M - Departmental planned (external),22/03/2024,130421342,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
