Organisation name,Organisation Code,Effective date,Directorate / service where expenditure incurred,Service Category label,Service category URI,Supplier (Beneficiary) name,Local supplier (beneficiary) internal reference,Supplier,Supplier registered charity number,VCSE grant,Payment date - G/L Date,Transaction number,Net Amount,Irrecoverable VAT,purpose_of_spend,Procurement classification / merchant category: Council’s procurement category name,Procurement classification / merchant category: CPV label,Procurement classification / merchant category: CPV code,Procurement classification / merchant category: Proclass label,Procurement classification / merchant category: Proclass code,card_transaction
The Royal Borough of Kensington and Chelsea,RBKC,,Planning and Place,Support and Systems,,BRG Interim Solutions Limited,1301334,,,,23/08/2023,2200339904,"£3,000.00",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Planning and Place,Support and Systems,,BRG Interim Solutions Limited,1301334,,,,01/09/2023,2200341191,"£3,000.00",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Planning and Place,Support and Systems,,BRG Interim Solutions Limited,1301334,,,,07/09/2023,2200342143,"£2,400.00",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Planning and Place,Support and Systems,,BRG Interim Solutions Limited,1301334,,,,14/09/2023,2200343621,"£3,000.00",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Planning and Place,Support and Systems,,BRG Interim Solutions Limited,1301334,,,,21/09/2023,2200345106,"£3,000.00",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Planning and Place,Support and Systems,,Chartered Association ,1252686,,,,07/07/2023,2200330889,£630.00,,Training related expenditure,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Planning and Place,Support and Systems,,Posturite (Uk) Ltd ,1235186,,,,27/07/2023,2200334587,£739.49,,Purchase of IT Equipment,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Planning and Place,Support and Systems,,Posturite (Uk) Ltd ,1235186,,,,27/07/2023,2200334589,£935.37,,Equipment,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,"Cleaner, Greener and Cultural Services",Leisure and Parks,,Association for Public Service,1312180,,,,28/09/2023,2200346624,£914.00,,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,"Cleaner, Greener and Cultural Services",Leisure and Parks,,C J Jordan & Son Ltd ,1233031,,,,24/07/2023,2200333815,£896.00,,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,"Cleaner, Greener and Cultural Services",Leisure and Parks,,C J Jordan & Son Ltd ,1233031,,,,24/07/2023,2200333816,£584.00,,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,"Cleaner, Greener and Cultural Services",Leisure and Parks,,C J Jordan & Son Ltd ,1233031,,,,18/08/2023,2200339116,£722.00,,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,"Cleaner, Greener and Cultural Services",Leisure and Parks,,C J Jordan & Son Ltd ,1233031,,,,18/08/2023,2200339120,£750.00,,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,"Cleaner, Greener and Cultural Services",Leisure and Parks,,C J Jordan & Son Ltd ,1233031,,,,18/08/2023,2200339123,£618.00,,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,"Cleaner, Greener and Cultural Services",Leisure and Parks,,C J Jordan & Son Ltd ,1233031,,,,18/08/2023,2200339124,"£1,030.00",,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,"Cleaner, Greener and Cultural Services",Leisure and Parks,,C J Jordan & Son Ltd ,1233031,,,,18/08/2023,2200339125,£558.00,,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,"Cleaner, Greener and Cultural Services",Leisure and Parks,,C J Jordan & Son Ltd ,1233031,,,,04/09/2023,2200341689,£553.00,,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,"Cleaner, Greener and Cultural Services",Leisure and Parks,,C J Jordan & Son Ltd ,1233031,,,,22/09/2023,2200345350,"£1,116.00",,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,"Cleaner, Greener and Cultural Services",Leisure and Parks,,C J Jordan & Son Ltd ,1233031,,,,25/09/2023,2200345871,"£1,666.00",,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,"Cleaner, Greener and Cultural Services",Leisure and Parks,,Redact Details,1234806,,,,10/08/2023,2200337719,"£1,224.00",,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,"Cleaner, Greener and Cultural Services",Leisure and Parks,,T/A Idverde ,1231423,,,,31/07/2023,2200335145,"£44,339.77",,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,"Cleaner, Greener and Cultural Services",Leisure and Parks,,T/A Idverde ,1231423,,,,11/09/2023,2200342897,"£44,339.77",,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,"Cleaner, Greener and Cultural Services",Leisure and Parks,,T/A Idverde ,1231423,,,,28/09/2023,2200346695,"£44,339.77",,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,"Cleaner, Greener and Cultural Services",Leisure and Parks,,Redact Details,1231428,,,,20/07/2023,2200333316,"£1,747.50",,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Social Investment and Property,Corporate Property,,London Borough Of Hounslow ,1231811,,,,22/09/2023,2200345358,"£20,962.95",,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Communities,Community Safety,,City Of Westminster ,1231771,,,,11/08/2023,2200338004,"£82,298.75",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Communities,Community Safety,,City Of Westminster ,1231771,,,,26/09/2023,2200346208,"£80,733.00",,Hired and Contracted Services,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,3Bm Ltd,1232075,,,,03/07/2023,2200329268,"£1,732.50",,Other Consultants,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,3Bm Ltd,1232075,,,,03/07/2023,2200329270,"£41,443.75",,Other Consultants,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,3Bm Ltd,1232075,,,,03/07/2023,2200329271,"£2,021.25",,Other Consultants,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,3Bm Ltd,1232075,,,,03/07/2023,2200329272,"£7,080.12",,Architects,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,3Bm Ltd,1232075,,,,03/07/2023,2200329273,"£7,080.12",,Architects,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,3Bm Ltd,1232075,,,,03/07/2023,2200329274,"£7,080.12",,Architects,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,3Bm Ltd,1232075,,,,03/07/2023,2200329275,"£3,027.20",,Architects,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,3Bm Ltd,1232075,,,,06/07/2023,2200330397,"£7,080.12",,Architects,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,3Bm Ltd,1232075,,,,06/07/2023,2200330398,"£2,598.75",,Other Consultants,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,3Bm Ltd,1232075,,,,25/07/2023,2200334193,"£7,080.12",,Architects,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,3Bm Ltd,1232075,,,,03/08/2023,2200336055,"£7,080.12",,Architects,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,3Bm Ltd,1232075,,,,03/08/2023,2200336131,"£20,000.00",,Other Consultants,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,3Bm Ltd,1232075,,,,08/08/2023,2200337313,£877.80,,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,3Bm Ltd,1232075,,,,09/08/2023,2200337384,"£4,620.00",,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,3Bm Ltd,1232075,,,,09/08/2023,2200337385,"£5,132.60",,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,3Bm Ltd,1232075,,,,09/08/2023,2200337392,"£4,345.00",,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,3Bm Ltd,1232075,,,,09/08/2023,2200337393,"£2,500.00",,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,3Bm Ltd,1232075,,,,09/08/2023,2200337394,"£10,000.00",,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,3Bm Ltd,1232075,,,,09/08/2023,2200337398,"£30,750.00",,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,3Bm Ltd,1232075,,,,05/09/2023,2200341833,"£7,080.12",,Architects,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,3Bm Ltd,1232075,,,,25/09/2023,2200345953,"£5,197.50",,Other Consultants,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,3PB Management Services,1307953,,,,11/07/2023,2200331648,"£41,772.50",,Other Consultants,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,3Sixtymeasurement Limited,1305837,,,,13/09/2023,2200343415,"£13,975.00",,Surveyors,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,3Sixtymeasurement Limited,1305837,,,,14/09/2023,2200343839,"£9,000.00",,Professional Fees : Non Legal,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,4i Solutions Ltd,1232084,,,,11/07/2023,2200331649,"£12,771.17",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,4i Solutions Ltd,1232084,,,,04/09/2023,2200341665,"£16,681.22",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,99 Structural Engineers,1274678,,,,04/07/2023,2200329573,£960.00,,Creditors Control : AP GRIR,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,A GORE ELECTRICAL AND MAINTENANCE L,1301560,,,,07/07/2023,2200330875,"£9,475.00",,Planned Maintenance (CM),,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,A GORE ELECTRICAL AND MAINTENANCE L,1301560,,,,07/07/2023,2200330877,"£2,350.00",,Planned Maintenance (CM),,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,A GORE ELECTRICAL AND MAINTENANCE L,1301560,,,,07/07/2023,2200330878,"£1,465.00",,Planned Maintenance (CM),,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,A GORE ELECTRICAL AND MAINTENANCE L,1301560,,,,07/07/2023,2200330879,"£1,375.00",,Planned Maintenance (CM),,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,A GORE ELECTRICAL AND MAINTENANCE L,1301560,,,,07/07/2023,2200330880,"£2,200.00",,Planned Maintenance (CM),,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,A N Contract Service Ltd,1232095,,,,12/07/2023,2200331857,"£5,489.00",,Site Works,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,A N Contract Service Ltd,1232095,,,,13/07/2023,2200331967,"£34,684.75",,Site Works,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,A N Contract Service Ltd,1232095,,,,31/07/2023,2200335289,"£2,355.30",,Planned Maintenance (CM),,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,A N Contract Service Ltd,1232095,,,,08/08/2023,2200337130,"£103,428.90",,Site Works,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,A N Contract Service Ltd,1232095,,,,31/08/2023,2200340926,"£9,228.00",,Site Works,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,A N Contract Service Ltd,1232095,,,,29/09/2023,2200346870,"£1,908.00",,Site Works,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,ACS PROFESSIONALS IN CONSTRUCTION LTD,1277658,,,,03/07/2023,2200329269,"£30,038.59",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,ACS PROFESSIONALS IN CONSTRUCTION LTD,1277658,,,,03/07/2023,2200329277,"£355,594.66",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,ACS PROFESSIONALS IN CONSTRUCTION LTD,1277658,,,,07/08/2023,2200336888,"£57,267.49",,Surveyors,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,ACS PROFESSIONALS IN CONSTRUCTION LTD,1277658,,,,22/08/2023,2200339780,"£94,630.17",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,ACS PROFESSIONALS IN CONSTRUCTION LTD,1277658,,,,29/09/2023,2200346880,"£182,931.25",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,AECOM Ltd,1271122,,,,30/08/2023,2200340701,"£6,850.00",,Other Consultants,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Akdesign Consultants Ltd,1263929,,,,25/08/2023,2200340181,"£1,000.00",,Payments to sub contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Akdesign Consultants Ltd,1263929,,,,22/09/2023,2200345483,£760.00,,Professional Fees : Non Legal,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Akdesign Consultants Ltd,1263929,,,,22/09/2023,2200345486,"£1,280.00",,Professional Fees : Non Legal,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,AO Business,1232416,,,,02/08/2023,2200335964,£670.10,,Construction : enhancements,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,AO Business,1232416,,,,01/09/2023,2200341224,"£2,320.00",,Special Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,AO Business,1232416,,,,01/09/2023,2200341226,"£2,669.17",,Special Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,AO Business,1232416,,,,01/09/2023,2200341227,"£10,467.92",,Special Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,AO Business,1232416,,,,20/09/2023,2200344878,£590.83,,Special Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,AO Business,1232416,,,,22/09/2023,2200345459,"£7,292.25",,Special Maintenance,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,AVVIQ Consulting Limited,1285113,,,,13/07/2023,2200331963,"£1,100.00",,Professional Fees : Non Legal,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Abbey Builders Ltd ,1232102,,,,25/09/2023,2200345832,"£9,514.72",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Adam Architecture Ltd ,1232322,,,,18/09/2023,2200344384,£597.00,,Construction : enhancements,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Aether Limited,1307122,,,,13/07/2023,2200332032,"£2,475.00",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Amber Construction Services Ltd,1231168,,,,31/07/2023,2200335211,"£897,867.35",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Amber Construction Services Ltd,1231168,,,,31/07/2023,2200335212,"£173,642.30",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Amber Construction Services Ltd,1231168,,,,04/08/2023,2200336368,"£512,818.30",,Payments to main contractor,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Statutory Year-End Adjustments,Statutory Year-End Adjustments,,Amber Construction Services Ltd,1231168,,,,07/08/2023,2200336992,"£114,222.76",,Payments to main contractor,,,,,,No
