Organisation name,Organisation Code,Effective date,Directorate / service where expenditure incurred,Service Category label,Service category URI,Supplier (Beneficiary) name,Local supplier (beneficiary) internal reference,Supplier,Supplier registered charity number,VCSE grant,Payment date - G/L Date,Transaction number,Net Amount,Irrecoverable VAT,purpose_of_spend,Procurement classification / merchant category: Council’s procurement category name,Procurement classification / merchant category: CPV label,Procurement classification / merchant category: CPV code,Procurement classification / merchant category: Proclass label,Procurement classification / merchant category: Proclass code,card_transaction
The Royal Borough of Kensington and Chelsea,RBKC,,School Funding,School Funding,,Our Lady Of Victories Rc Primary School,1232820,,,,08/04/2024,3110638505,580,,School Contra code : Revenue,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,School Funding,School Funding,,Oxford Gardens Primary School ,1232822,,,,08/04/2024,3110638506,"4,863.00",,School Contra code : Revenue,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,School Funding,School Funding,,Park Walk Primary School ,1232825,,,,08/04/2024,3110638507,"2,610.00",,School Contra code : Revenue,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,School Funding,School Funding,,Rbkc Colville Primary School ,1236100,,,,08/04/2024,3110638500,"4,168.75",,School Contra code : Revenue,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,School Funding,School Funding,,Servite Rc Primary School ,1236107,,,,08/04/2024,3110638511,"1,812.50",,School Contra code : Revenue,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,School Funding,School Funding,,St Barnabas & St Philip Primary School,1232829,,,,08/04/2024,3110638512,"1,377.50",,School Contra code : Revenue,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,School Funding,School Funding,,St Charles Catholic Primary School ,1232830,,,,08/04/2024,3110638513,"3,951.25",,School Contra code : Revenue,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,School Funding,School Funding,,St Clement & St James Ce Primary School,1232831,,,,08/04/2024,3110638514,"2,465.00",,School Contra code : Revenue,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,School Funding,School Funding,,St Cuthbert St Matthias Ce Primary Sch.,1232832,,,,08/04/2024,3110638515,"1,631.25",,School Contra code : Revenue,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,School Funding,School Funding,,St Francis Rc Primary School ,1232833,,,,08/04/2024,3110638508,"3,153.75",,School Contra code : Revenue,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,School Funding,School Funding,,St Mary Abbots Ce Primary School ,1232839,,,,08/04/2024,3110638518,870,,School Contra code : Revenue,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,School Funding,School Funding,,St Marys RC Primary School ,1232843,,,,08/04/2024,3110638509,"3,733.75",,School Contra code : Revenue,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,School Funding,School Funding,,St Thomas C E Primary School ,1236114,,,,08/04/2024,3110638517,"3,298.75",,School Contra code : Revenue,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,School Funding,School Funding,,St. Thomas More School ,1236115,,,,08/04/2024,3110638510,"15,766.50",,School Contra code : Revenue,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,School Funding,School Funding,,The Fox Primary School ,1236123,,,,08/04/2024,3110638501,"2,175.00",,School Contra code : Revenue,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,School Funding,School Funding,,Thomas Jones Primary School ,1232848,,,,08/04/2024,3110638516,"2,827.50",,School Contra code : Revenue,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,School Funding,School Funding,,St Francis Rc Primary School ,1232833,,,,16/05/2024,3110659165,"1,200.00",,School Contra code : Revenue,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,School Funding,School Funding,,St Mary Abbots Ce Primary School ,1232839,,,,19/04/2024,3110642286,"1,200.00",,School Contra code : Revenue,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,School Funding,School Funding,,St. Thomas More School ,1236115,,,,19/04/2024,3110642285,"1,200.00",,School Contra code : Revenue,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Education,SEN and Educational Psychology,,Ark Brunel Primary School ,1236056,,,,20/06/2024,3110673852,"7,035.00",,Payments to Other Establishments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Education,SEN and Educational Psychology,,Ark Brunel Primary School ,1236056,,,,28/06/2024,3110674991,"13,737.00",,Payments to Other Establishments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Education,SEN and Educational Psychology,,Ark Brunel Primary School ,1236056,,,,28/06/2024,3110674994,"3,191.00",,Payments to Other Establishments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Education,SEN and Educational Psychology,,Cardinal Vaughan Memorial School ,1232790,,,,20/06/2024,3110673865,"41,356.00",,Payments to Other Establishments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Education,SEN and Educational Psychology,,Holland Park Secondary School ,1236080,,,,20/06/2024,3110673873,"3,653.00",,Payments to Other Establishments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Education,SEN and Educational Psychology,,Holland Park Secondary School ,1236080,,,,20/06/2024,3110673874,"3,017.00",,Payments to Other Establishments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Education,SEN and Educational Psychology,,Holland Park Secondary School ,1236080,,,,20/06/2024,3110673875,"53,920.00",,Payments to Other Establishments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Education,SEN and Educational Psychology,,Kensington Primary Academy ,1236087,,,,20/06/2024,3110673877,"35,557.00",,Payments to Other Establishments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Education,SEN and Educational Psychology,,"	Queen Charlotte Education Special Trust",1278550,,,,29/04/2024,3110645206,"5,691.38",,SEN Payments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Education,SEN and Educational Psychology,,"	Queen Charlotte Education Special Trust",1278550,,,,10/05/2024,3110653749,"7,920.79",,SEN Payments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Education,SEN and Educational Psychology,,"	Queen Charlotte Education Special Trust",1278550,,,,19/06/2024,3110673293,950.5,,SEN Payments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Education,SEN and Educational Psychology,,"	Queen Charlotte Education Special Trust",1278550,,,,10/05/2024,3110653749,"285,148.51",,SEN Payments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Education,SEN and Educational Psychology,,"	Queen Charlotte Education Special Trust",1278550,,,,19/06/2024,3110673293,"34,217.82",,SEN Payments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Education,SEN and Educational Psychology,,Parkwood Hall Co-Operative Academy ,1235129,,,,30/04/2024,2200390905,"49,300.00",,SEN Payments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Education,SEN and Educational Psychology,,All Saints Catholic College ,1236054,,,,20/06/2024,3110673855,"42,211.00",,School Contra code : Revenue,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Education,SEN and Educational Psychology,,All Saints Catholic College ,1236054,,,,28/06/2024,3110674998,"95,180.00",,School Contra code : Revenue,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Education,SEN and Educational Psychology,,All Saints Catholic College ,1236054,,,,28/06/2024,3110675001,"2,798.00",,School Contra code : Revenue,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Education,SEN and Educational Psychology,,Ashburnham Community School ,1236058,,,,28/06/2024,3110674996,"42,063.00",,School Contra code : Revenue,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Education,SEN and Educational Psychology,,Ashburnham Community School ,1236058,,,,28/06/2024,3110674997,"1,981.00",,School Contra code : Revenue,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Education,SEN and Educational Psychology,,Avondale Park Primary School ,1236060,,,,20/06/2024,3110673857,811,,School Contra code : Revenue,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Education,SEN and Educational Psychology,,Avondale Park Primary School ,1236060,,,,20/06/2024,3110673858,"24,958.00",,School Contra code : Revenue,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Education,SEN and Educational Psychology,,Barlby Primary School ,1236061,,,,20/06/2024,3110673860,"37,267.00",,School Contra code : Revenue,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Education,SEN and Educational Psychology,,Barlby Primary School ,1236061,,,,20/06/2024,3110673862,"41,156.00",,School Contra code : Revenue,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Education,SEN and Educational Psychology,,Bousfield Primary School ,1236067,,,,20/06/2024,3110673854,"59,770.00",,School Contra code : Revenue,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Education,SEN and Educational Psychology,,Cardinal Vaughan Memorial School ,1232790,,,,28/06/2024,3110675005,"7,544.60",,School Contra code : Revenue,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Education,SEN and Educational Psychology,,Chelsea Community Hospital School ,1232793,,,,20/06/2024,3110673867,"21,462.00",,School Contra code : Revenue,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Education,SEN and Educational Psychology,,Chelsea Open Air Nursery School ,1232794,,,,20/06/2024,3110673869,"7,146.00",,School Contra code : Revenue,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Education,SEN and Educational Psychology,,Christ Church Ce Primary School ,1232796,,,,20/06/2024,3110673870,"31,936.00",,School Contra code : Revenue,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Education,SEN and Educational Psychology,,Holy Trinity School ,1236081,,,,20/06/2024,3110673848,"23,489.00",,School Contra code : Revenue,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Education,SEN and Educational Psychology,,Marlborough Primary School ,1232813,,,,20/06/2024,3110673878,"48,321.00",,School Contra code : Revenue,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Education,SEN and Educational Psychology,,Marlborough Primary School ,1232813,,,,20/06/2024,3110673900,"38,190.00",,School Contra code : Revenue,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Education,SEN and Educational Psychology,,Maxilla Nursery School -Golborne Childrens Centre,1232814,,,,20/06/2024,3110673899,"71,206.00",,School Contra code : Revenue,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Education,SEN and Educational Psychology,,Our Lady Of Victories Rc Primary School,1232820,,,,20/06/2024,3110673880,"8,219.00",,School Contra code : Revenue,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Education,SEN and Educational Psychology,,Oxford Gardens Primary School ,1232822,,,,20/06/2024,3110673881,"39,082.00",,School Contra code : Revenue,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Education,SEN and Educational Psychology,,Oxford Gardens Primary School ,1232822,,,,20/06/2024,3110673902,"43,945.00",,School Contra code : Revenue,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Education,SEN and Educational Psychology,,Park Walk Primary School ,1232825,,,,20/06/2024,3110673882,"24,602.00",,School Contra code : Revenue,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Education,SEN and Educational Psychology,,Servite Rc Primary School ,1236107,,,,20/06/2024,3110673886,"30,691.00",,School Contra code : Revenue,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Education,SEN and Educational Psychology,,St Barnabas & St Philip Primary School,1232829,,,,20/06/2024,3110673887,"29,894.00",,School Contra code : Revenue,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Education,SEN and Educational Psychology,,St Charles Catholic Primary School ,1232830,,,,20/06/2024,3110673889,"20,392.00",,School Contra code : Revenue,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Education,SEN and Educational Psychology,,St Clement & St James Ce Primary School,1232831,,,,20/06/2024,3110673891,"24,129.00",,School Contra code : Revenue,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Education,SEN and Educational Psychology,,St Cuthbert St Matthias Ce Primary Sch.,1232832,,,,20/06/2024,3110673892,"6,192.00",,School Contra code : Revenue,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Education,SEN and Educational Psychology,,St Francis Rc Primary School ,1232833,,,,20/06/2024,3110673850,"26,041.00",,School Contra code : Revenue,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Education,SEN and Educational Psychology,,St Mary Abbots Ce Primary School ,1232839,,,,20/06/2024,3110673893,"6,192.00",,School Contra code : Revenue,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Education,SEN and Educational Psychology,,St Marys RC Primary School ,1232843,,,,28/06/2024,3110674988,"24,558.00",,School Contra code : Revenue,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Education,SEN and Educational Psychology,,St Thomas C E Primary School ,1236114,,,,20/06/2024,3110673895,"48,800.00",,School Contra code : Revenue,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Education,SEN and Educational Psychology,,St. Thomas More School ,1236115,,,,20/06/2024,3110673883,"13,926.00",,School Contra code : Revenue,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Education,SEN and Educational Psychology,,The Fox Primary School ,1236123,,,,20/06/2024,3110673871,"58,250.00",,School Contra code : Revenue,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Education,SEN and Educational Psychology,,Thomas Jones Primary School ,1232848,,,,20/06/2024,3110673897,"41,708.00",,School Contra code : Revenue,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Education,SEN and Educational Psychology,,All Saints Catholic College ,1236054,,,,20/06/2024,3110673856,"5,276.00",,School Contra code : Revenue,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Education,SEN and Educational Psychology,,All Saints Catholic College ,1236054,,,,28/06/2024,3110674999,"13,699.00",,School Contra code : Revenue,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Education,SEN and Educational Psychology,,Ark Brunel Primary School ,1236056,,,,20/06/2024,3110673853,"13,936.00",,Payments to Other Establishments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Education,SEN and Educational Psychology,,Ark Brunel Primary School ,1236056,,,,28/06/2024,3110674992,"28,222.00",,Payments to Other Establishments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Education,SEN and Educational Psychology,,Ark Brunel Primary School ,1236056,,,,28/06/2024,3110674995,"1,805.00",,Payments to Other Establishments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Education,SEN and Educational Psychology,,Avondale Park Primary School ,1236060,,,,20/06/2024,3110673859,"1,010.00",,School Contra code : Revenue,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Education,SEN and Educational Psychology,,Barlby Primary School ,1236061,,,,20/06/2024,3110673861,"19,603.00",,School Contra code : Revenue,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Education,SEN and Educational Psychology,,Barlby Primary School ,1236061,,,,20/06/2024,3110673863,"18,292.00",,School Contra code : Revenue,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Education,SEN and Educational Psychology,,Cardinal Vaughan Memorial School ,1232790,,,,20/06/2024,3110673866,"27,234.00",,Payments to Other Establishments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Education,SEN and Educational Psychology,,Cardinal Vaughan Memorial School ,1232790,,,,28/06/2024,3110675006,"2,182.60",,School Contra code : Revenue,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Education,SEN and Educational Psychology,,Chelsea Community Hospital School ,1232793,,,,20/06/2024,3110673868,"12,613.00",,School Contra code : Revenue,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Education,SEN and Educational Psychology,,Holland Park Secondary School ,1236080,,,,20/06/2024,3110673876,"28,760.00",,Payments to Other Establishments,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Education,SEN and Educational Psychology,,Holy Trinity School ,1236081,,,,20/06/2024,3110673849,"15,965.00",,School Contra code : Revenue,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Education,SEN and Educational Psychology,,Marlborough Primary School ,1232813,,,,20/06/2024,3110673901,"20,831.00",,School Contra code : Revenue,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Education,SEN and Educational Psychology,,Maxilla Nursery School -Golborne Childrens Centre,1232814,,,,20/06/2024,3110673904,"9,094.00",,School Contra code : Revenue,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Education,SEN and Educational Psychology,,Oratory Rc Primary School ,1232819,,,,20/06/2024,3110673879,"3,638.00",,School Contra code : Revenue,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Education,SEN and Educational Psychology,,Oxford Gardens Primary School ,1232822,,,,20/06/2024,3110673903,"10,175.00",,School Contra code : Revenue,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Education,SEN and Educational Psychology,,St Charles Catholic Primary School ,1232830,,,,20/06/2024,3110673890,"15,965.00",,School Contra code : Revenue,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Education,SEN and Educational Psychology,,St Mary Abbots Ce Primary School ,1232839,,,,20/06/2024,3110673894,"3,638.00",,School Contra code : Revenue,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Education,SEN and Educational Psychology,,St Marys RC Primary School ,1232843,,,,28/06/2024,3110674989,"7,417.00",,School Contra code : Revenue,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Education,SEN and Educational Psychology,,St Thomas C E Primary School ,1236114,,,,20/06/2024,3110673896,"7,275.00",,School Contra code : Revenue,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Education,SEN and Educational Psychology,,St. Thomas More School ,1236115,,,,20/06/2024,3110673885,"26,668.00",,School Contra code : Revenue,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Education,SEN and Educational Psychology,,The Fox Primary School ,1236123,,,,20/06/2024,3110673872,"14,510.00",,School Contra code : Revenue,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Education,SEN and Educational Psychology,,Thomas Jones Primary School ,1232848,,,,20/06/2024,3110673898,"5,456.00",,School Contra code : Revenue,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,London Wide Levies,London Wide Levies,,Addison Gardens Garden Committee ,1232325,,,,16/04/2024,3110641979,"45,842.00",,Levies,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,London Wide Levies,London Wide Levies,,Arundel & Elgin Gardens Management Com,1232446,,,,16/04/2024,3110642016,"65,000.00",,Levies,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,London Wide Levies,London Wide Levies,,Arundel & Ladbroke Gardens Committee,1232447,,,,16/04/2024,3110641980,"85,000.00",,Levies,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,London Wide Levies,London Wide Levies,,Avondale Park Garden Cttee ,1232675,,,,16/04/2024,3110641981,"3,300.00",,Levies,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,London Wide Levies,London Wide Levies,,Barkston Gardens Garden Committee ,1232695,,,,16/04/2024,3110641982,"55,000.00",,Levies,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,London Wide Levies,London Wide Levies,,Bina Gardens West Garden Committee ,1232747,,,,16/04/2024,3110641983,"52,500.00",,Levies,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,London Wide Levies,London Wide Levies,,Blenheim & Elgin Crescent Gdn Committee,1232761,,,,16/04/2024,3110642017,"80,000.00",,Levies,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,London Wide Levies,London Wide Levies,,Bolton Gardens Garden Committee ,1232945,,,,16/04/2024,3110641984,"49,400.00",,Levies,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,London Wide Levies,London Wide Levies,,Bramham Gardens Management Committee,1232959,,,,16/04/2024,3110641985,"65,000.00",,Levies,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,London Wide Levies,London Wide Levies,,Brompton Square Garden Committee ,1232988,,,,16/04/2024,3110641986,"33,000.00",,Levies,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,London Wide Levies,London Wide Levies,,Campden Hill Square Garden Committee,1233061,,,,16/04/2024,3110641987,"40,000.00",,Levies,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,London Wide Levies,London Wide Levies,,Campden House Court Garden Committee,1233062,,,,16/04/2024,3110641988,"34,766.00",,Levies,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,London Wide Levies,London Wide Levies,,Campden House Court Garden Committee,1233062,,,,07/06/2024,3110669408,"34,766.00",,Levies,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,London Wide Levies,London Wide Levies,,Clarendon & Lansdowne Rd Garden Committee,1233396,,,,16/04/2024,3110641989,"31,500.00",,Levies,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,London Wide Levies,London Wide Levies,,Collingham Gardens Garden Committee,1233626,,,,16/04/2024,3110641990,"34,000.00",,Levies,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,London Wide Levies,London Wide Levies,,Cornwall Gardens Management Committee,1233688,,,,16/04/2024,3110641991,"90,000.00",,Levies,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,London Wide Levies,London Wide Levies,,Courtfield Gardens (East) Garden Committ,1233696,,,,16/04/2024,3110641992,"25,000.00",,Levies,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,London Wide Levies,London Wide Levies,,Courtfield Gardens (West) Garden Cmttee,1233697,,,,16/04/2024,3110641993,"91,500.00",,Levies,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,London Wide Levies,London Wide Levies,,Earls Court Square Gardens MGT Committee,1234057,,,,16/04/2024,3110641994,"26,250.00",,Levies,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,London Wide Levies,London Wide Levies,,Edwardes Square Garden Committee ,1234086,,,,16/04/2024,3110641995,"98,770.00",,Levies,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,London Wide Levies,London Wide Levies,,Emperors Gate Garden Committee ,1234309,,,,16/04/2024,3110642018,"13,395.00",,Levies,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,London Wide Levies,London Wide Levies,,Environment Agency ,1230799,,,,19/04/2024,3110642315,"58,866.56",,Levies,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,London Wide Levies,London Wide Levies,,Environment Agency ,1230799,,,,19/06/2024,3110673295,"58,866.56",,Levies,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,London Wide Levies,London Wide Levies,,Gledhow Gardens Garden Committee ,1234655,,,,16/04/2024,3110641996,"100,000.00",,Levies,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,London Wide Levies,London Wide Levies,,Hanover Gardens Committee ,1234693,,,,16/04/2024,3110642022,"30,000.00",,Levies,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,London Wide Levies,London Wide Levies,,Hereford Square Garden Committee ,1230404,,,,16/04/2024,3110641997,"31,050.00",,Levies,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,London Wide Levies,London Wide Levies,,Holland & Russell Rd Ornamental Garden Com,1230418,,,,16/04/2024,3110641998,"31,383.00",,Levies,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,London Wide Levies,London Wide Levies,,Hornton St & Holland St Gdn Cttee ,1234742,,,,16/04/2024,3110641999,"26,500.00",,Levies,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,London Wide Levies,London Wide Levies,,Iverna Court Garden Committee ,1234804,,,,16/04/2024,3110642000,"15,000.00",,Levies,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,London Wide Levies,London Wide Levies,,Kensington Square Garden Committee ,1230537,,,,16/04/2024,3110642001,"36,750.00",,Levies,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,London Wide Levies,London Wide Levies,,Ladbroke Grove Garden Committee ,1234876,,,,16/04/2024,3110642019,"6,000.00",,Levies,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,London Wide Levies,London Wide Levies,,Lansdowne Gardens Garden Committee ,1230573,,,,16/04/2024,3110642021,"51,975.00",,Levies,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,London Wide Levies,London Wide Levies,,Lexham Gardens Garden Committee ,1234904,,,,16/04/2024,3110642002,"82,000.00",,Levies,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,London Wide Levies,London Wide Levies,,Montpelier Gardens Garden Committee,1235017,,,,16/04/2024,3110642023,"49,000.00",,Levies,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,London Wide Levies,London Wide Levies,,Moreton & Cresswell Gardens Committee,1235020,,,,16/04/2024,3110642003,"31,880.00",,Levies,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,London Wide Levies,London Wide Levies,,Nevern Square Garden Committee ,1230766,,,,16/04/2024,3110642004,"42,000.00",,Levies,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,London Wide Levies,London Wide Levies,,Norland Square Garden Committee ,1230776,,,,16/04/2024,3110642005,"26,400.00",,Levies,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,London Wide Levies,London Wide Levies,,Notting Hill Gardens Garden Committee,1235075,,,,16/04/2024,3110642024,"12,000.00",,Levies,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,London Wide Levies,London Wide Levies,,Ovington Square Garden Committee ,1235125,,,,16/04/2024,3110642006,"40,000.00",,Levies,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,London Wide Levies,London Wide Levies,,Pembridge Square Garden Committee ,1231005,,,,16/04/2024,3110642007,"45,000.00",,Levies,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,London Wide Levies,London Wide Levies,,Philbeach Gardens Garden Committee ,1231029,,,,16/04/2024,3110642008,"84,000.00",,Levies,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,London Wide Levies,London Wide Levies,,Rosmead Garden Committee ,1235294,,,,16/04/2024,3110642020,"62,996.00",,Levies,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,London Wide Levies,London Wide Levies,,Royal Crescent Garden Committee ,1231285,,,,16/04/2024,3110642009,"58,000.00",,Levies,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,London Wide Levies,London Wide Levies,,St Jamess Gardens Garden Committee,1235405,,,,16/04/2024,3110642010,"30,350.00",,Levies,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,London Wide Levies,London Wide Levies,,Stanley Crescent Garden Committee ,1235409,,,,16/04/2024,3110642011,"47,000.00",,Levies,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,London Wide Levies,London Wide Levies,,Stanley Gardens (North) Garden Comm ,1235410,,,,16/04/2024,3110642012,"47,000.00",,Levies,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,London Wide Levies,London Wide Levies,,Stanley Gardens (North) Garden Comm ,1235410,,,,30/04/2024,3110645619,"47,000.00",,Levies,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,London Wide Levies,London Wide Levies,,Stanley Gardens (South) Garden Committee,1235411,,,,16/04/2024,3110642013,"62,000.00",,Levies,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,London Wide Levies,London Wide Levies,,Sunningdale Gardens Garden Committee,1235445,,,,16/04/2024,3110642014,"4,500.00",,Levies,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,London Wide Levies,London Wide Levies,,Wetherby Gardens Garden Committee ,1235655,,,,16/04/2024,3110642015,"102,000.00",,Levies,,,,,,No
