Body_Code,Body_Name,Service,Posting Date,GL Code,GL Code Desc,Doc Number,Doc Net Amount,Supplier Name
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Support at Home U65 Learning Disability,10/10/2024,5690,Other Support in the Community,3111764560,-680.89,Turnstyle
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Support at Home 65+ Physical Support,09/10/2024,5689,Home Support,3111763572,-666.54,My Carer Ltd
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Procurement Rebates & Income,10/10/2024,7203,Other Miscellaneous Income,3111763999,-665,STEM Learning Ltd
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,FOSTERING MAIN,15/10/2024,5549,Fostering Allowances - OCC Rates,3111768897,-639.57,Redacted Personal Data
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,IT Operations & Maintenance,04/10/2024,5072,Telephone - Equipment,2201273059,-600,BT Plc (One Bill)
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Reactive Maintenance,08/10/2024,3787,Premises Repairs,2201274277,-599.28,SWARCO UK Ltd
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Homes - Over 65 Memory & Cognition,10/10/2024,5685,Funded Nursing Care - OCC Placements,3111766715,-595.73,Orders of St John
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,FOSTERING MAIN,08/10/2024,5548,Fostering Allowances - Family and Friend,3111760963,-587.71,Redacted Personal Data
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Procurement Rebates & Income,15/10/2024,7203,Other Miscellaneous Income,3111768525,-582.52,Marlowe Fire & Security Ltd
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Homes - Over 65 Physical Sypport,10/10/2024,5685,Funded Nursing Care - OCC Placements,3111765323,-559.92,Freeland House
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,CAR LEASING,14/10/2024,4270,Vehicle - Hire Charges,2201276874,-552.6,DAYS Fleet
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Direct payments,08/10/2024,5554,Childrens' Social Care - Direct Payments,3111760705,-551.49,Redacted Personal Data
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Corp Proc Service,03/10/2024,6567,Contract Income,3111759968,-550,Redacted Personal Data
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Procurement Rebates & Income,08/10/2024,7203,Other Miscellaneous Income,3111760665,-550,Redacted Personal Data
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Procurement Rebates & Income,22/10/2024,7203,Other Miscellaneous Income,3111770536,-550,Get Set 4 Education
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Homes - Over 65 Memory & Cognition,10/10/2024,5685,Funded Nursing Care - OCC Placements,3111765124,-547.44,Coxwell Hall & Mews Nursing Home
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Support at Home 65+ Physical Support,08/10/2024,5696,Extra Care Housing,3111761581,-539.87,All Care GB Ltd
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Procurement Rebates & Income,23/10/2024,7203,Other Miscellaneous Income,3111772587,-535.5,My Carer Ltd
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Support at Home 65+ Physical Support,08/10/2024,5699,Home Support – Home First,3111762980,-523.26,Ringstead Healthcare Limited
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,TRADING STANDARDS,03/10/2024,3103,Other Training Courses and Qualification,2201272531,-520,The Assoc. for Petroleum &
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,LOOKED AFTER CITY 1,17/10/2024,5227,Other Transport Arrangements,9300064929,-516.8,OCC SS Oxford City Div 1 Cash
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Oxfordshire Adoption Support Fund,25/10/2024,4861,Hired and Contracted Services,2201281045,500,Redacted Personal Data
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,POST18 UASC DCSF FND,10/10/2024,3942,Hire of Accommodation and Facilities,3111764246,500,Redacted Personal Data
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Oxfordshire Climate,16/10/2024,5520,Payments to Voluntary bodies,2201277605,500,Community Action Groups Project
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Children & Family Legal Team,30/10/2024,5251,Legal Costs,2201282189,500,Damian Broadbent
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,FOSTER CARE RECRUIT,14/10/2024,4940,Other Services,2201275851,500,EPIC Media Services
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Reading Adoption Support Fund,18/10/2024,4861,Hired and Contracted Services,2201278299,500,Heads & Hearts Ltd
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Wokingham Adoption Support Fund,18/10/2024,4861,Hired and Contracted Services,2201278301,500,Heads & Hearts Ltd
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Reading Adoption Support Fund,04/10/2024,4861,Hired and Contracted Services,2201272969,500,Holistic Health Ltd
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Councillors Priorities Fund,29/10/2024,4940,Other Services,3111774239,500,Home-Start Oxford
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Reactive Maintenance,11/10/2024,3787,Premises Repairs,2201275358,500,JK Electrical Installations Ltd
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Reactive Maintenance,31/10/2024,3787,Premises Repairs,2201282478,500,JK Electrical Installations Ltd
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,LEAVING CARE SOUTH,03/10/2024,3942,Hire of Accommodation and Facilities,3111760054,500,Redacted Personal Data
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,LAC PUPIL PREMIUM,16/10/2024,5537,Payments to Other Establishments,3111769697,500,Lytchett Minster School
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Children & Family Legal Team,02/10/2024,5251,Legal Costs,2201272337,500,Natasha Miller
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,AEM ISEE project,30/10/2024,4790,"Publicity, Promotions and Advertisement",2201282096,500,Newsquest Oxfordshire & Wiltshire
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,LAC PUPIL PREMIUM,16/10/2024,5537,Payments to Other Establishments,3111769695,500,Northside Primary School
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Business Rates and Insurance Payout,03/10/2024,5055,Insurance Costs,3111760187,500,OCC One Time Vendor
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Business Rates and Insurance Payout,08/10/2024,5055,Insurance Costs,3111760677,500,OCC One Time Vendor
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Business Rates and Insurance Payout,08/10/2024,5055,Insurance Costs,3111760682,500,OCC One Time Vendor
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Business Rates and Insurance Payout,16/10/2024,5055,Insurance Costs,3111769623,500,OCC One Time Vendor
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Business Rates and Insurance Payout,16/10/2024,5055,Insurance Costs,3111769625,500,OCC One Time Vendor
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Business Rates and Insurance Payout,16/10/2024,5055,Insurance Costs,3111769637,500,OCC One Time Vendor
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Business Rates and Insurance Payout,25/10/2024,5055,Insurance Costs,3111773779,500,OCC One Time Vendor
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Business Rates and Insurance Payout,25/10/2024,5055,Insurance Costs,3111773781,500,OCC One Time Vendor
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Business Rates and Insurance Payout,28/10/2024,5055,Insurance Costs,3111774122,500,OCC One Time Vendor
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Business Rates and Insurance Payout,28/10/2024,5055,Insurance Costs,3111774124,500,OCC One Time Vendor
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Business Rates and Insurance Payout,28/10/2024,5055,Insurance Costs,3111774129,500,OCC One Time Vendor
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Business Rates and Insurance Payout,28/10/2024,5055,Insurance Costs,3111774143,500,OCC One Time Vendor
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Business Rates and Insurance Payout,28/10/2024,5055,Insurance Costs,3111774145,500,OCC One Time Vendor
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Business Rates and Insurance Payout,30/10/2024,5055,Insurance Costs,3111775436,500,OCC One Time Vendor
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Business Rates and Insurance Payout,30/10/2024,5055,Insurance Costs,3111775438,500,OCC One Time Vendor
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,SKILLS & LEARNING,30/10/2024,4940,Other Services,2201282031,500,Oxfordshire LEP Ltd
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Councillors Priorities Fund,15/10/2024,4940,Other Services,3111768536,500,Shipton-On-Cherwell & Thrupp Parish
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,SEN Alternative Provision,18/10/2024,4861,Hired and Contracted Services,3111770293,500,THE DARE2DREAM FOUNDATION
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,SEN Alternative Provision,18/10/2024,4861,Hired and Contracted Services,3111770320,500,THE DARE2DREAM FOUNDATION
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,SEN Alternative Provision,30/10/2024,4861,Hired and Contracted Services,3111775217,500,THE DARE2DREAM FOUNDATION
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,SENSS TRAINING,25/10/2024,3103,Other Training Courses and Qualification,2201281243,500,The Marlborough Church of England S
