Directorate,Service,Supplier,Transaction Number,Transaction Date,Payment Date,Invoice Line Value (net of VAT),Account,Bal Sheet Level 1,Bal Sheet Level 2
ECONOMIC GROWTH,Corporate Landlord,DTA CONSULTING ENGINEERS LLP,55593167,19/12/2024,16/01/2025,"1,050.00",Consultants - Other,Capital Expenditure,Capital Fees
ECONOMIC GROWTH,Corporate Landlord,RIDER INDUSTRIAL LTD,55592610,10/12/2024,14/01/2025,749,Consultants - Other,Capital Expenditure,Capital Fees
ECONOMIC GROWTH,REGENERATION,TEES RIVERS CHARITABLE TRUST,55593502,06/11/2024,17/01/2025,"9,975.00",Payments Main Contractor - Non Dlo,Capital Expenditure,Capital Construction
ECONOMIC GROWTH,REGULATORY SERVICES,WARD HADAWAY SOLICITORS,55591960,28/11/2024,07/01/2025,650,Legal Fees,Capital Expenditure,Capital Fees
ECONOMIC GROWTH,TRANSPORT,THE BATTERY SHOP UK LTD,55592243,10/12/2024,14/01/2025,940.36,Payments Main Contractor - Non Dlo,Capital Expenditure,Capital Construction
ECONOMIC GROWTH,TRANSPORT,TRAFFIC DIRECT LIMITED,55593735,01/11/2024,24/01/2025,"1,225.00",Payments Main Contractor - Non Dlo,Capital Expenditure,Capital Construction
Children and Adults Services,ADULT SOCIAL CARE,AGE UK DARLINGTON,57731900,20/01/2025,21/01/2025,"1,113.70",Day Care - Private Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,AGE UK DARLINGTON,57731899,20/01/2025,21/01/2025,551.46,Day Care - Private Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,AGE UK DARLINGTON,57731900,20/01/2025,21/01/2025,"3,503.13",Day Care - Private Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,AGE UK DARLINGTON,57731900,20/01/2025,21/01/2025,"2,640.34",Day Care - Private Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,AIT MITRA LIMITED,55591577,02/12/2024,07/01/2025,561,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Children and Adults Services,ADULT SOCIAL CARE,AIT MITRA LIMITED,55590149,17/11/2024,07/01/2025,938,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Children and Adults Services,ADULT SOCIAL CARE,AIT MITRA LIMITED,55592179,09/12/2024,07/01/2025,911,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Children and Adults Services,ADULT SOCIAL CARE,ALEXANDRA PARK (AUTISM CARE) UK LTD,57731333,10/01/2025,10/01/2025,"9,644.25",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,AMBITO SALUTEM SHARED SERVICES III LTD,57731901,20/01/2025,21/01/2025,"13,621.09",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,ANCHOR HANOVER GROUP,57730477,06/01/2025,31/01/2025,"3,140.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,ASCOT CARE (NORTH EAST) LTD,57730479,06/01/2025,07/01/2025,"9,900.00",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,ASCOT CARE (NORTH EAST) LTD,57730533,06/01/2025,07/01/2025,"55,157.14",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,ASCOT CARE (NORTH EAST) LTD,57730533,06/01/2025,07/01/2025,"6,240.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,ASCOT CARE AGENCY LTD,57731902,20/01/2025,21/01/2025,"14,902.09",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,ASCOT CARE AGENCY LTD,57731902,20/01/2025,21/01/2025,"7,089.78",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,ASCOT CARE AGENCY LTD,57731902,20/01/2025,21/01/2025,"1,093.26",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,ASCOT CARE AGENCY LTD,57731902,20/01/2025,21/01/2025,"7,721.71",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,BENFIELD HALL,57730478,06/01/2025,07/01/2025,"4,626.04",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,BENFIELD HALL,57730478,06/01/2025,07/01/2025,"2,077.14",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,BLACKWELL HEATING & PLUMBING LTD,55594607,22/01/2025,28/01/2025,"1,206.00",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Children and Adults Services,ADULT SOCIAL CARE,BLACKWELL HEATING & PLUMBING LTD,55594735,24/01/2025,28/01/2025,"2,004.00",General -  Debtors,Current Assets,Short Term Debtors
Children and Adults Services,ADULT SOCIAL CARE,BONDCARE WILLINGTON LTD,57731903,20/01/2025,21/01/2025,"8,960.64",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,BRIARDENE CARE HOME,57730481,06/01/2025,07/01/2025,"3,990.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,C/O CARELINE LIFESTYLES LTD,57730488,06/01/2025,07/01/2025,"3,002.40",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,CADE CARE (BLUE RIBBON),57730484,06/01/2025,07/01/2025,"13,797.28",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,CARE CONTROL SYSTEMS,55593459,20/12/2024,15/01/2025,"5,449.00",Employee Training Course Costs,EMPLOYEES,Indirect Employee Costs
Children and Adults Services,ADULT SOCIAL CARE,CARE MATTERS,57731904,20/01/2025,21/01/2025,"4,555.25",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,CARE UK COMMUNITY PARTNERSHIPS LTD,57730529,06/01/2025,07/01/2025,"1,054.27",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,CARELINE HOMECARE,57731905,20/01/2025,21/01/2025,"22,125.91",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,CARELINE HOMECARE,57731905,20/01/2025,21/01/2025,"2,046.30",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,CARELINE HOMECARE,57731905,20/01/2025,21/01/2025,"32,134.76",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,CARELINE HOMECARE,57731905,20/01/2025,21/01/2025,"2,965.16",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,CARELINE HOMECARE,57731905,20/01/2025,21/01/2025,"20,710.39",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,CARELINE LIFESTYLES,57730527,06/01/2025,07/01/2025,"3,018.40",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,CLARENCE COURT,57730485,06/01/2025,07/01/2025,"3,328.40",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,CLEANWELL CLEANING,57731906,20/01/2025,28/01/2025,513,Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,CREATIVE SUPPORT LIMITED,57731907,20/01/2025,21/01/2025,"2,621.15",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,CREATIVE SUPPORT LIMITED,57731907,20/01/2025,21/01/2025,"8,888.67",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,CREATIVE SUPPORT LIMITED,57731907,20/01/2025,21/01/2025,"7,387.20",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,CROWN CARE,57730476,06/01/2025,07/01/2025,"2,344.40",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,CYGNET (DH) LTD,57731908,20/01/2025,21/01/2025,"6,714.00",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,CYGNET (DH) LTD,57730486,06/01/2025,07/01/2025,"21,195.44",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,CYGNET (DH) LTD,57730498,06/01/2025,07/01/2025,"21,819.48",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,CYGNET (DH) LTD,57730486,06/01/2025,07/01/2025,"5,950.75",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,DARLINGTON ASSOCIATION ON DISABILITY LTD,57731909,20/01/2025,21/01/2025,"4,405.95",Day Care - Private Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,DARLINGTON ASSOCIATION ON DISABILITY LTD,55593899,31/12/2024,21/01/2025,"4,840.75",Services For Carers,SUPPLIES & SERVICES,SERVICES
Children and Adults Services,ADULT SOCIAL CARE,DARLINGTON ASSOCIATION ON DISABILITY LTD,55593949,31/12/2024,23/01/2025,"3,125.78",Services For Carers,SUPPLIES & SERVICES,SERVICES
Children and Adults Services,ADULT SOCIAL CARE,DARLINGTON ASSOCIATION ON DISABILITY LTD,57731949,13/01/2025,21/01/2025,750.8,Day Care - Private Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,DARLINGTON ASSOCIATION ON DISABILITY LTD,55594773,31/12/2024,29/01/2025,"27,557.44",Advocacy,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,DARLINGTON ASSOCIATION ON DISABILITY LTD,55594772,31/08/2024,29/01/2025,"17,692.44",Advocacy,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,DARLINGTON MIND,57731927,20/01/2025,21/01/2025,819.8,Day Care - Private Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,DIMENSIONS (UK) LTD,57731911,20/01/2025,21/01/2025,"46,920.89",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,DIMENSIONS (UK) LTD,57731911,20/01/2025,21/01/2025,"4,814.46",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,DIMENSIONS (UK) LTD,57731911,20/01/2025,21/01/2025,"259,493.05",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,DIVNE CARE & SERVICES LTD,57732770,24/01/2025,28/01/2025,"24,186.00",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,DIVNE CARE & SERVICES LTD,57732771,24/01/2025,28/01/2025,"25,038.00",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,DIVNE CARE & SERVICES LTD,57732772,24/01/2025,28/01/2025,"25,038.00",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,DIVNE CARE & SERVICES LTD,57732773,24/01/2025,28/01/2025,"25,038.00",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,DR IBRAHIM ZURMI,55590699,19/08/2024,07/01/2025,"2,561.47",Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Children and Adults Services,ADULT SOCIAL CARE,DURHAM CARELINE LTD,57730480,06/01/2025,07/01/2025,"5,858.00",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,DURHAM CARELINE LTD,57730480,06/01/2025,07/01/2025,"4,758.00",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,DURHAM CARELINE LTD,57730483,06/01/2025,07/01/2025,"1,647.92",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,DURHAM CARELINE LTD,57730480,06/01/2025,07/01/2025,"3,876.66",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,DURHAM CARELINE LTD,57730480,06/01/2025,07/01/2025,"3,965.20",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,DURHAM COUNTY CARERS SUPPORT,55591762,03/12/2024,02/01/2025,"7,954.29",Services For Carers,SUPPLIES & SERVICES,SERVICES
Children and Adults Services,ADULT SOCIAL CARE,DURHAM COUNTY CARERS SUPPORT,55594152,01/01/2025,29/01/2025,"2,916.67",Services For Carers,SUPPLIES & SERVICES,SERVICES
Children and Adults Services,ADULT SOCIAL CARE,DURHAM COUNTY CARERS SUPPORT,55594153,01/01/2025,29/01/2025,"1,490.67",Services For Carers,SUPPLIES & SERVICES,SERVICES
Children and Adults Services,ADULT SOCIAL CARE,DURHAM COUNTY CARERS SUPPORT,55594151,01/12/2024,29/01/2025,"7,954.29",Services For Carers,SUPPLIES & SERVICES,SERVICES
Children and Adults Services,ADULT SOCIAL CARE,DYLAN STOKES,57732210,21/01/2025,22/01/2025,527.2,Individual Direct Payments,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,EASTBOURNE HOUSE LTD,57730489,06/01/2025,07/01/2025,"3,120.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,EASTBOURNE HOUSE LTD,57730489,06/01/2025,07/01/2025,"28,240.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,EASTBOURNE HOUSE LTD,57730489,06/01/2025,07/01/2025,"7,174.15",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,EASTBOURNE HOUSE LTD,57730489,06/01/2025,07/01/2025,"6,240.00",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,EDEN COTTAGE,57730490,06/01/2025,07/01/2025,"2,285.71",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,EDEN COTTAGE,57730490,06/01/2025,07/01/2025,"24,171.43",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,EDEN COTTAGE,57730490,06/01/2025,07/01/2025,"9,440.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,EILEEN HUMPHREY,57732065,21/01/2025,22/01/2025,942.4,Individual Direct Payments,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,ELAN CARE WHITETHORN LIMITED,57731912,20/01/2025,21/01/2025,"3,310.40",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,ELDERWOOD RESIDENTIAL HOME,57730491,06/01/2025,07/01/2025,"1,560.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,ELDERWOOD RESIDENTIAL HOME,57730491,06/01/2025,07/01/2025,"12,560.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,ELDERWOOD RESIDENTIAL HOME,57730491,06/01/2025,07/01/2025,"53,040.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,ELTON HALL CARE HOME,57730493,06/01/2025,07/01/2025,"1,532.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,EMG SOLICITORS,55592611,11/09/2024,14/01/2025,"1,181.98",Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Children and Adults Services,ADULT SOCIAL CARE,ESSENTIAL CARE AND SUPPORT LIMITED,57731913,20/01/2025,21/01/2025,"1,068.00",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,EVERYDAY LANGUAGE SOLUTIONS,55589349,30/09/2024,10/01/2025,887.2,Interpretation & Translation Fees,SUPPLIES & SERVICES,SERVICES
Children and Adults Services,ADULT SOCIAL CARE,FIRST POINT HOME CARE LTD,57731915,20/01/2025,21/01/2025,"5,022.32",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,FIRST POINT HOME CARE LTD,57731915,20/01/2025,21/01/2025,"1,274.32",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,FIRST POINT HOME CARE LTD,57731915,20/01/2025,21/01/2025,"1,939.59",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,FIRST POINT HOME CARE LTD,57731915,20/01/2025,21/01/2025,"6,565.44",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,FIRST POINT HOME CARE LTD,57731915,20/01/2025,21/01/2025,"1,864.34",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,FIRST POINT HOME CARE LTD,57731915,20/01/2025,21/01/2025,"13,818.68",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,GAINFORD CARE HOMES LTD,57730494,06/01/2025,07/01/2025,"2,179.24",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,GREEN LINK (NORTH EAST),55593458,01/12/2024,16/01/2025,840,External Courier Service,SUPPLIES & SERVICES,SERVICES
Children and Adults Services,ADULT SOCIAL CARE,GREEN LINK (NORTH EAST),55594171,01/01/2025,29/01/2025,840,External Courier Service,SUPPLIES & SERVICES,SERVICES
Children and Adults Services,ADULT SOCIAL CARE,GROSVENOR PARK,57730495,06/01/2025,07/01/2025,"3,160.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,GROSVENOR PARK,57730495,06/01/2025,07/01/2025,"3,160.00",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,GROSVENOR PARK,57730495,06/01/2025,07/01/2025,"2,934.29",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,GROSVENOR PARK,57730495,06/01/2025,07/01/2025,"6,480.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,GROSVENOR PARK,57730495,06/01/2025,07/01/2025,"27,882.87",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,GROSVENOR PARK,57730495,06/01/2025,07/01/2025,"74,881.43",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,GROSVENOR PARK,57730495,06/01/2025,07/01/2025,"14,500.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,GROVE LODGE & THE COURTYARD,57730496,06/01/2025,07/01/2025,"5,738.46",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,HELPING HANDS HOME CARE,57731916,20/01/2025,21/01/2025,721.12,Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,HELPING HANDS HOME CARE,57731916,20/01/2025,21/01/2025,"9,026.84",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,HERITAGE,57731917,20/01/2025,21/01/2025,"1,854.70",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,HERITAGE,57731917,20/01/2025,21/01/2025,"2,204.55",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,HERITAGE,57731917,20/01/2025,21/01/2025,"11,928.54",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,HOME GROUP LTD,57731918,20/01/2025,21/01/2025,"1,804.16",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,HOME GROUP LTD,57731918,20/01/2025,21/01/2025,"8,326.08",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,HUNDENS PARK CARE CENTRE,57730499,06/01/2025,07/01/2025,"21,550.00",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,HUNDENS PARK CARE CENTRE,57730499,06/01/2025,07/01/2025,"2,618.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,HUNDENS PARK CARE CENTRE,57730499,06/01/2025,07/01/2025,"18,960.00",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
