Service,Expenditure category,Narrative,Date,Net amount,Supplier name
Finance & Property,Employees,Agency & Temporary Staff,45378.49306087963,3000,Integris Financial Recruitment Limited
Finance & Property,Employees,Agency & Temporary Staff,45356.614170057874,3010.59,Hays
Finance & Property,Employees,Agency & Temporary Staff,45363.60161820602,3345.1,Hays
Finance & Property,Employees,Agency & Temporary Staff,45377.66431165509,3345.1,Hays
Finance & Property,Employees,Agency & Temporary Staff,45378.659693981484,2676.08,Hays
Finance & Property,Employees,Agency & Temporary Staff,45378.671545798614,3345.1,Hays
Finance & Property,Employees,Agency & Temporary Staff,45379.504636921294,3345.1,Hays
Adult Social Care,Employees,Training,45362.69895049769,900,First Response Training
Adult Social Care,Employees,Training,45362.69895049769,875,EDGE TRAINING AND CONSULTANCY LTD
Adult Social Care,Employees,Training,45366.46342407407,650,DAWN REVELL T/A DR TRAINING LTD
Adult Social Care,Employees,Training,45370.51794224537,900,First Response Training
Adult Social Care,Employees,Training,45370.58302025463,650,DAWN REVELL T/A DR TRAINING LTD
Adult Social Care,Employees,Training,45378.49306087963,550,MR I GRAHAM T/A Community Safety Training
Adult Social Care,Employees,Training,45355.53749991898,875,EDGE TRAINING AND CONSULTANCY LTD
Adult Social Care,Employees,Training,45377.45598908565,1250,BOURNEMOUTH UNIVERSITY
Adult Social Care,Employees,Training,45373.62226778935,1725,Oxford University NHS FT
Adult Social Care,Employees,Training,45373.62226778935,575,Oxford University NHS FT
Children & Family Services,Employees,Training,45357.51962708333,3495.84,CARE FOR THE FAMILY
Communities & Wellbeing,Employees,Training,45376.39575836805,3500,THAMES VALLEY POLICE
Education,Employees,Training,45363.59446006944,2466,Team Teach Ltd
Education,Employees,Training,45355.405817673614,850,Peep Learning Ltd
Public Health & Wellbeing,Employees,Training,45352.497591087966,661,Oxford Diocesan Council for Social Work Incorp T/A PACT
Development & Regulation,Employees,Training,45373.63174409722,570,BOND SOLON TRAINING LTD (Wilmington Shared Services)
Development & Regulation,Employees,Training,45373.67080173611,570,BOND SOLON TRAINING LTD (Wilmington Shared Services)
Environment,Employees,Training,45365.48296952546,1200,Leeds City Council
Strategy & Governance,Employees,Training,45355.47094579861,750,The Money Charity
Strategy & Governance,Employees,Employee Expenses,45355.489224537036,2052,CAPITA RECRUITMENT VETTING SERVICE
Strategy & Governance,Employees,Employee Expenses,45379.62547453704,2394,CAPITA RECRUITMENT VETTING SERVICE
Adult Social Care,Premises,Corporate R&M,45358.4210215625,1416.8,NURSE ELECTRICAL LTD
Adult Social Care,Premises,Corporate R&M,45358.42285459491,517.25,ANCHOR PIPEWORK LIMITED
Adult Social Care,Premises,Corporate R&M,45364.497301469906,3950,DNA HOME IMPROVEMENTS LTD
Adult Social Care,Premises,Corporate R&M,45364.497301469906,3950,DNA HOME IMPROVEMENTS LTD
Adult Social Care,Premises,Corporate R&M,45377.38653873843,734.8,ANCHOR PIPEWORK LIMITED
Adult Social Care,Premises,Corporate R&M,45379.52544232639,1480,DEARING CONSTRUCTION
Adult Social Care,Premises,Corporate R&M,45370.40247137732,993.06,ANCHOR PIPEWORK LIMITED
Adult Social Care,Premises,Corporate R&M,45356.450097650464,524,E W BEARD LTD
Adult Social Care,Premises,Corporate R&M,45362.629887233794,1897.4,TFG Stage Technology Ltd
Adult Social Care,Premises,Corporate R&M,45372.60138576389,1300,EARTHING EQUIPMENT SUPPLIES LTD
Adult Social Care,Premises,Corporate R&M,45352.469415162035,556.92,ANCHOR PIPEWORK LIMITED
Adult Social Care,Premises,Corporate R&M,45357.565549652776,577.01,CHURCHES FIRE SECURITY LTD
Adult Social Care,Premises,Corporate R&M,45358.554730902775,872.92,ANCHOR PIPEWORK LIMITED
Adult Social Care,Premises,Corporate R&M,45366.46342407407,1567,M.Allum Plumbing & Heating Engineers
Adult Social Care,Premises,Corporate R&M,45372.64313082176,798.85,NURSE ELECTRICAL LTD
Adult Social Care,Premises,Corporate R&M,45373.40730949074,529.55,CHURCHES FIRE SECURITY LTD
Communities & Wellbeing,Premises,Corporate R&M,45364.497301469906,1779.77,NURSE ELECTRICAL LTD
Communities & Wellbeing,Premises,Corporate R&M,45363.698498460646,586,SWEGON LIMITED
Communities & Wellbeing,Premises,Corporate R&M,45378.43510003472,1748.75,ANCHOR PIPEWORK LIMITED
Communities & Wellbeing,Premises,Corporate R&M,45378.694427118055,1748.75,ANCHOR PIPEWORK LIMITED
Communities & Wellbeing,Premises,Corporate R&M,45369.624710648146,527.92,ANCHOR PIPEWORK LIMITED
Education,Premises,Corporate R&M,45365.49960775463,1053.89,ANCHOR PIPEWORK LIMITED
Education,Premises,Corporate R&M,45378.253730289354,1312.75,R & G SMITH (SOUTHERN) LTD
Development & Regulation,Premises,Corporate R&M,45378.59502144676,785,BERKSHIRE MECHANICAL SERVICES
Environment,Premises,Corporate R&M,45378.671545798614,550,M K TAYLOR
Environment,Premises,Corporate R&M,45369.34692380787,3750,ORONA LTD
Environment,Premises,Corporate R&M,45378.72652167824,1155,TL CONTRACTING LTD
Environment,Premises,Corporate R&M,45358.698569872686,727.5,VolkerHighways Ltd
Environment,Premises,Corporate R&M,45376.50483075232,583.56,ANCHOR PIPEWORK LIMITED
Environment,Premises,Corporate R&M,45376.546258912036,826.88,SCION COMMUNICATIONS LTD
Environment,Premises,Corporate R&M,45378.74728711806,3000,ANCHOR PIPEWORK LIMITED
Environment,Premises,Corporate R&M,45378.74728711806,2293.3,ANCHOR PIPEWORK LIMITED
Finance & Property,Premises,Corporate R&M,45357.741883333336,557.7,CONNECT VENDING LTD
Finance & Property,Premises,Corporate R&M,45359.42721443287,1942.64,ELITE SECURITY GROUP
Finance & Property,Premises,Corporate R&M,45359.42721443287,695,ANCHOR PIPEWORK LIMITED
Finance & Property,Premises,Corporate R&M,45365.43709733796,1298,HSI FURNITURE
Finance & Property,Premises,Corporate R&M,45377.44192225694,2495,ANCHOR PIPEWORK LIMITED
Finance & Property,Premises,Corporate R&M,45378.54659074074,2069.4,ANCHOR PIPEWORK LIMITED
Finance & Property,Premises,Corporate R&M,45378.51397519676,529.96,SCHINDLER LTD
Adult Social Care,Premises,Energy costs,45370.421329861114,1165.87,Redacted
Development & Regulation,Premises,Energy costs,45359.6772068287,565.2,TOTALENERGIES GAS & POWER LIMITED
Development & Regulation,Premises,Energy costs,45371.37931585648,609.36,EON
Environment,Premises,Energy costs,45376.64313984954,847.94,SSE ENERGY SOLUTIONS
Environment,Premises,Energy costs,45356.531122534725,1184.51,SOUTHERN ELECTRIC PLC
Environment,Premises,Energy costs,45357.588966400464,790.29,SSE ENERGY SOLUTIONS
Environment,Premises,Energy costs,45356.531122534725,687.71,SSE ENERGY SOLUTIONS
Environment,Premises,Energy costs,45379.69895528935,643.34,SOUTHERN ELECTRIC PLC
Finance & Property,Premises,Energy costs,45356.5334784375,9022.4,FEATHERFOOT HOLDINGS LIMITED
Communities & Wellbeing,Premises,Rents,45379.65064540509,9186,EXCALIBUR ACADEMIES TRUST - JOHN O'GAUNT SCHOOL
Development & Regulation,Premises,Rents,45362.72621840278,14760,SGS HOTELS READING LIMITED
Development & Regulation,Premises,Rents,45362.72865621528,6098.4,SGS HOTELS READING LIMITED
Development & Regulation,Premises,Rents,45362.72865621528,6098.4,SGS HOTELS READING LIMITED
Development & Regulation,Premises,Rents,45363.520418252316,16800,SGS HOTELS READING LIMITED
Development & Regulation,Premises,Rents,45363.520418252316,16800,SGS HOTELS READING LIMITED
Development & Regulation,Premises,Rents,45363.520418252316,9583.2,SGS HOTELS READING LIMITED
Development & Regulation,Premises,Rents,45363.520418252316,8400,SGS HOTELS READING LIMITED
Development & Regulation,Premises,Rents,45363.74030795139,6720,SGS HOTELS READING LIMITED
Development & Regulation,Premises,Rents,45363.74030795139,8160,SGS HOTELS READING LIMITED
Development & Regulation,Premises,Rents,45376.49301126158,6000,Shaz Property Limited
Development & Regulation,Premises,Rents,45377.66419603009,6098.4,SGS HOTELS READING LIMITED
Development & Regulation,Premises,Rents,45377.66419603009,6098.4,SGS HOTELS READING LIMITED
Development & Regulation,Premises,Rents,45357.74175234954,5500,Redacted
Development & Regulation,Premises,Rents,45362.48578746528,5500,Redacted
Development & Regulation,Premises,Rents,45355.50361709491,600,Tennent Homes 2019 Limited
Development & Regulation,Premises,Rents,45356.63759953704,20880,PILREST LIMITED
Development & Regulation,Premises,Rents,45362.69169652778,26640,PILREST LIMITED
Development & Regulation,Premises,Rents,45363.53435644676,10158.28,SOVEREIGN HOUSING GROUP
Development & Regulation,Premises,Rents,45363.53435644676,3386.09,SOVEREIGN HOUSING GROUP
Development & Regulation,Premises,Rents,45369.455434375,10158.28,SOVEREIGN HOUSING GROUP
Development & Regulation,Premises,Rents,45369.455434375,3386.09,SOVEREIGN HOUSING GROUP
Development & Regulation,Premises,Rents,45369.65943935185,20782.09,PREMIER INN BUSINESS ACCOUNT
Development & Regulation,Premises,Rents,45369.67114394676,33385.86,FIS PAYMENTS - TRAVELODGE
Development & Regulation,Premises,Rents,45369.67114394676,44487.94,FIS PAYMENTS - TRAVELODGE
Development & Regulation,Premises,Rents,45370.45811288194,6000,Redacted
Development & Regulation,Premises,Rents,45377.49764934028,600,Tennent Homes 2019 Limited
Development & Regulation,Premises,Rents,45356.53800019676,26153.85,TWO SAINTS LTD
Development & Regulation,Premises,Rents,45358.45059100694,10000,FIS PAYMENTS - TRAVELODGE
Development & Regulation,Premises,Rents,45363.638598032405,2300,Redacted
Development & Regulation,Premises,Rents,45365.5620684375,10000,FIS PAYMENTS - TRAVELODGE
Development & Regulation,Premises,Rents,45371.25331496528,2207.65,MTC DEVELOPMENTS HSBC
Development & Regulation,Premises,Rents,45378.59031292824,26153.85,TWO SAINTS LTD
Development & Regulation,Premises,Rents,45379.25371195602,2277,Redacted
Development & Regulation,Premises,Rents,45355.530562002314,518.62,VIVID HOUSING LTD
Development & Regulation,Premises,Rents,45365.732852395835,624,HDS EXPRESS TRANSPORT LIMITED
Development & Regulation,Premises,Rents,45365.732852395835,650.35,SOVEREIGN HOUSING GROUP
Development & Regulation,Premises,Rents,45364.43012291667,650,HENWICK PROPERTIES
Development & Regulation,Premises,Rents,45364.61516331018,2408,Tennent Homes 2019 Limited
Development & Regulation,Premises,Rents,45370.45540590278,1400,Redacted
Development & Regulation,Premises,Rents,45372.5390619213,7223.6,TWO SAINTS LTD
Environment,Premises,Rents,45379.7013834838,1670.22,SOUTHERN ELECTRIC PLC
Finance & Property,Premises,Rents,45357.74175234954,18454.78,MONTAGU EVANS LLP (EDINBURGH OFFICE)- PROPERTY RECHARGES
Finance & Property,Premises,Rents,45377.66419603009,22756.06,MONTAGU EVANS LLP (EDINBURGH OFFICE)- PROPERTY RECHARGES
Finance & Property,Premises,Rents,45377.66419603009,3364.44,MONTAGU EVANS LLP (EDINBURGH OFFICE)- PROPERTY RECHARGES
Finance & Property,Premises,Rents,45377.66419603009,3502.34,MONTAGU EVANS LLP (EDINBURGH OFFICE)- PROPERTY RECHARGES
Finance & Property,Premises,Rents,45377.66419603009,76675.47,MONTAGU EVANS LLP (EDINBURGH OFFICE)- PROPERTY RECHARGES
Finance & Property,Premises,Rents,45377.67663541667,76675.47,MONTAGU EVANS LLP (EDINBURGH OFFICE)- PROPERTY RECHARGES
Finance & Property,Premises,Rents,45378.25360347222,1654.77,MONTAGU EVANS LLP (EDINBURGH OFFICE)- PROPERTY RECHARGES
Finance & Property,Premises,Rents,45378.25360347222,1420.12,MONTAGU EVANS LLP (EDINBURGH OFFICE)- PROPERTY RECHARGES
Finance & Property,Premises,Rents,45379.38000748843,951.84,MONTAGU EVANS LLP (EDINBURGH OFFICE)- PROPERTY RECHARGES
Finance & Property,Premises,Rents,45362.70547758102,980.79,Hungerford Land Ltd
Finance & Property,Premises,Rents,45362.70098133102,1187.94,ENBORNE COURT MANAGEMENT COMPANY LTD
Environment,Premises,Water Rates,45364.58080231481,1474.27,CASTLE WATER LIMITED
Finance & Property,Premises,Water Rates,45357.74175234954,548.84,CASTLE WATER LIMITED
Adult Social Care,Premises,Cleaning,45362.38152149306,662.6,Glen Cleaning Company Ltd
Adult Social Care,Premises,Cleaning,45378.469994872685,662.6,Glen Cleaning Company Ltd
Adult Social Care,Premises,Cleaning,45366.59704571759,2170.68,Glen Cleaning Company Ltd
Adult Social Care,Premises,Cleaning,45379.55560960648,2161.12,Glen Cleaning Company Ltd
Adult Social Care,Premises,Cleaning,45370.70808862268,1012.03,SYNCARE T/A REDLAND HEALTHCARE LTD
Children & Family Services,Premises,Cleaning,45356.53800019676,611.94,Glen Cleaning Company Ltd
Children & Family Services,Premises,Cleaning,45378.60906415509,611.94,Glen Cleaning Company Ltd
Communities & Wellbeing,Premises,Cleaning,45356.52653287037,790.79,Glen Cleaning Company Ltd
Communities & Wellbeing,Premises,Cleaning,45378.448985069444,790.79,Glen Cleaning Company Ltd
Communities & Wellbeing,Premises,Cleaning,45358.66331820602,1011.42,Glen Cleaning Company Ltd
Communities & Wellbeing,Premises,Cleaning,45359.35745127315,1011.41,Glen Cleaning Company Ltd
Communities & Wellbeing,Premises,Cleaning,45356.52653287037,662.6,Glen Cleaning Company Ltd
Communities & Wellbeing,Premises,Cleaning,45378.448985069444,662.6,Glen Cleaning Company Ltd
Education,Premises,Cleaning,45379.53232673611,600.72,Glen Cleaning Company Ltd
Education,Premises,Cleaning,45370.58302025463,1322.6,Glen Cleaning Company Ltd
Education,Premises,Cleaning,45371.466458333336,1282.64,Glen Cleaning Company Ltd
Education,Premises,Cleaning,45355.52382457176,502.01,Glen Cleaning Company Ltd
Environment,Premises,Cleaning,45376.54852488426,867.29,Glen Cleaning Company Ltd
Environment,Premises,Cleaning,45377.44875231481,867.29,Glen Cleaning Company Ltd
Environment,Premises,Cleaning,45377.527775497685,1238.56,Glen Cleaning Company Ltd
Environment,Premises,Cleaning,45377.53231909722,1238.56,Glen Cleaning Company Ltd
Environment,Premises,Cleaning,45377.62494328704,867.29,Glen Cleaning Company Ltd
Finance & Property,Premises,Cleaning,45364.47009675926,861.2,COMPLETE BUSINESS SOLUTIONS GROUP UK LTD
Finance & Property,Premises,Cleaning,45377.435166284726,4953.92,Glen Cleaning Company Ltd
Finance & Property,Premises,Cleaning,45377.65013491898,662.6,Glen Cleaning Company Ltd
Communities & Wellbeing,Premises,Waste,45371.49747809028,609.18,BIFFA WASTE SERVICES LTD
Commissioning & Procurement,Premises,Waste,45372.69167905093,1705.91,VEOLIA ES WEST BERKSHIRE LTD
Environment,Premises,Grounds Maintenance,45378.48610023148,6490.41,Continental Landscapes Ltd
Environment,Premises,Grounds Maintenance,45378.520890127314,14583.91,Continental Landscapes Ltd
Environment,Premises,Grounds Maintenance,45379.518198645834,3838.6,Continental Landscapes Ltd
Environment,Premises,Grounds Maintenance,45376.562453391205,1085,CONNICK TREE CARE
Environment,Premises,Grounds Maintenance,45376.56707225694,653.4,CONNICK TREE CARE
Environment,Premises,Grounds Maintenance,45377.53231909722,831.59,CONNICK TREE CARE
Environment,Premises,Grounds Maintenance,45378.71241443287,1354.3,CONNICK TREE CARE
Environment,Premises,Grounds Maintenance,45378.71241443287,17115.52,CONNICK TREE CARE
Environment,Premises,Grounds Maintenance,45378.71935428241,944.44,CONNICK TREE CARE
Environment,Premises,Grounds Maintenance,45378.72652167824,700.94,CONNICK TREE CARE
Environment,Premises,Grounds Maintenance,45378.729147453705,772.18,CONNICK TREE CARE
Environment,Premises,Grounds Maintenance,45378.74728711806,944.44,CONNICK TREE CARE
Environment,Premises,Grounds Maintenance,45372.51796550926,564,CRESCENT SIGNS LTD
Finance & Property,Premises,Premises Insurance,45359.638105011574,8242.49,ZURICH MUNICIPAL
Finance & Property,Premises,Premises Insurance,45359.638105011574,3181.51,ZURICH MUNICIPAL
Environment,Transport,Direct Transport Costs,45356.62119806713,2670.44,ALLSTAR BUSINESS SOLUTIONS LTD
Environment,Transport,Direct Transport Costs,45363.631494409725,2515.74,ALLSTAR BUSINESS SOLUTIONS LTD
Environment,Transport,Direct Transport Costs,45369.6425878125,2502.96,ALLSTAR BUSINESS SOLUTIONS LTD
Environment,Transport,Direct Transport Costs,45372.60838684028,2178.33,ALLSTAR BUSINESS SOLUTIONS LTD
Environment,Transport,Direct Transport Costs,45379.684939004626,2667.5,ALLSTAR BUSINESS SOLUTIONS LTD
Environment,Transport,Direct Transport Costs,45355.433608217594,5946.15,Rygor Commercials Ltd
Environment,Transport,Direct Transport Costs,45357.413590972224,1063.31,Rygor Commercials Ltd
Environment,Transport,Direct Transport Costs,45363.62980297454,2570,CRESCENT SIGNS LTD
Environment,Transport,Direct Transport Costs,45372.60838684028,526.7,Rygor Commercials Ltd
Environment,Transport,Direct Transport Costs,45378.666670405095,1990.26,Rygor Commercials Ltd
Environment,Transport,Direct Transport Costs,45372.61552561342,777.02,E A RECOVERY & CONTRACTING SERVICES LTD T/A STATION TYRES AND SERVICE CENTRE
Adult Social Care,Transport,Transport Hire,45356.53800019676,3780,ALMAAZ 59 LTD ( T/A SCHOOL TRAVEL)
Adult Social Care,Transport,Transport Hire,45357.48928857639,3240,MR RODNEY JAMES NEMETH
Adult Social Care,Transport,Transport Hire,45362.64340003472,6846,D J TRAVEL
Adult Social Care,Transport,Transport Hire,45362.64340003472,7035,D J TRAVEL
Adult Social Care,Transport,Transport Hire,45379.684939004626,3591,ALMAAZ 59 LTD ( T/A SCHOOL TRAVEL)
Children & Family Services,Transport,Transport Hire,45357.41421863426,1071,Sikandar Hayat t/a Prompt Cars
Children & Family Services,Transport,Transport Hire,45357.462278935185,1936,FD TRAVELS LIMITED T/A SCHOOL EXPRESS
Children & Family Services,Transport,Transport Hire,45363.52057060185,768,Nadeem Mirza Trading as Parker Travels
Children & Family Services,Transport,Transport Hire,45369.62956288194,1200,PHOENIX ENTERPRISE (NEWBURY) LTD
Education,Transport,Transport Hire,45357.413590972224,720,KARL'S KAB'S
Education,Transport,Transport Hire,45371.49037326389,1120,Premier Cars
Education,Transport,Transport Hire,45352.504841979164,5692.5,COMPASS EXECUTIVE CARS (UK) LTD
Education,Transport,Transport Hire,45355.540421909725,1200,DANIEL GRIFFITHS T/A BLUEBIRD PASSENGER SERVICES
Education,Transport,Transport Hire,45356.517542395835,910,Kennet & Avon Group
Education,Transport,Transport Hire,45356.69825100694,1120,POTTINGER'S HIRE SERVICE
Education,Transport,Transport Hire,45356.70489915509,1920,Andrew Cox
Education,Transport,Transport Hire,45357.43446936343,952,FD TRAVELS LIMITED T/A SCHOOL EXPRESS
Education,Transport,Transport Hire,45357.43446936343,3136,FD TRAVELS LIMITED T/A SCHOOL EXPRESS
Education,Transport,Transport Hire,45357.43446936343,530,FD TRAVELS LIMITED T/A SCHOOL EXPRESS
Education,Transport,Transport Hire,45357.48928857639,1494,FD TRAVELS LIMITED T/A SCHOOL EXPRESS
Education,Transport,Transport Hire,45362.41406122685,606.67,Mark Dillon t/a Penmar Transport Ltd
Education,Transport,Transport Hire,45362.4348440625,1173.33,Mark Dillon t/a Penmar Transport Ltd
Education,Transport,Transport Hire,45363.51800170139,1973.33,BROADWAY CARS
Education,Transport,Transport Hire,45363.525573032406,507.39,D J TRAVEL
Education,Transport,Transport Hire,45364.434566006945,2240,BROADWAY CARS
Education,Transport,Transport Hire,45364.44175644676,2160,BROADWAY CARS
Education,Transport,Transport Hire,45364.504661770836,736.67,GREEN METRO CARS READING LTD
Education,Transport,Transport Hire,45364.51125393518,2240,BROADWAY CARS
Education,Transport,Transport Hire,45366.497167939815,693.33,GREEN METRO CARS READING LTD
Education,Transport,Transport Hire,45369.62264201389,1969.78,COMPASS EXECUTIVE CARS (UK) LTD
Education,Transport,Transport Hire,45369.649908368054,4357.5,COMPASS EXECUTIVE CARS (UK) LTD
Education,Transport,Transport Hire,45371.49037326389,595,Premier Cars
Education,Transport,Transport Hire,45378.659693981484,1400,POTTINGER'S HIRE SERVICE
Education,Transport,Transport Hire,45378.671545798614,1500,DANIEL GRIFFITHS T/A BLUEBIRD PASSENGER SERVICES
Education,Transport,Transport Hire,45356.545073761576,866,MRS M F RICHARDSON
Education,Transport,Transport Hire,45356.545073761576,695,Mark Dillon t/a Penmar Transport Ltd
Education,Transport,Transport Hire,45357.4476784375,504.5,KARL'S KAB'S
Education,Transport,Transport Hire,45363.48377561343,1562,Premier Cars
Education,Transport,Transport Hire,45363.48377561343,1948.5,Premier Cars
Education,Transport,Transport Hire,45364.46278619213,971,MRS M F RICHARDSON
Education,Transport,Transport Hire,45369.45111770833,2520,GREEN METRO CARS READING LTD
Education,Transport,Transport Hire,45369.48316840278,1096,MRS M F RICHARDSON
Education,Transport,Transport Hire,45370.469427662036,760.5,MRS M F RICHARDSON
Education,Transport,Transport Hire,45370.50667021991,2235.5,COMPASS EXECUTIVE CARS (UK) LTD
Education,Transport,Transport Hire,45378.671545798614,760.5,MRS M F RICHARDSON
Education,Transport,Transport Hire,45355.454731631944,1920,A1 CARS
Education,Transport,Transport Hire,45355.46167762732,3024,ALMAAZ 59 LTD ( T/A SCHOOL TRAVEL)
Education,Transport,Transport Hire,45355.505878206015,2015.5,ALMAAZ 59 LTD ( T/A SCHOOL TRAVEL)
Education,Transport,Transport Hire,45356.40642511574,2325,Wheels Taxis
Education,Transport,Transport Hire,45356.517542395835,2240,Kennet & Avon Group
Education,Transport,Transport Hire,45356.52422673611,3520,Kennet & Avon Group
Education,Transport,Transport Hire,45356.52653287037,3520,FD TRAVELS LIMITED T/A SCHOOL EXPRESS
Education,Transport,Transport Hire,45356.70489915509,1950,Andrew Cox
Education,Transport,Transport Hire,45356.70489915509,2080,Andrew Cox
Education,Transport,Transport Hire,45357.42414186343,1800,ALMAAZ 59 LTD ( T/A SCHOOL TRAVEL)
Education,Transport,Transport Hire,45357.43446936343,3328,FD TRAVELS LIMITED T/A SCHOOL EXPRESS
Education,Transport,Transport Hire,45357.44090065972,1000,KARL'S KAB'S
Education,Transport,Transport Hire,45362.43014325231,2235,ALMAAZ 59 LTD ( T/A SCHOOL TRAVEL)
Education,Transport,Transport Hire,45362.434708483794,2900,Mark Dillon t/a Penmar Transport Ltd
Education,Transport,Transport Hire,45362.60878804398,1756.8,N Mehmood T/A A Star Executive Cars Ltd
Education,Transport,Transport Hire,45363.6221996875,3840,S RICHARDS T/AS K RICKETTS & S RICHARDS TAXIS
Education,Transport,Transport Hire,45363.6221996875,1320,S RICHARDS T/AS K RICKETTS & S RICHARDS TAXIS
Education,Transport,Transport Hire,45364.504661770836,3200,GREEN METRO CARS READING LTD
Education,Transport,Transport Hire,45364.504661770836,1920,BROADWAY CARS
Education,Transport,Transport Hire,45364.506569641206,1020,GREEN METRO CARS READING LTD
Education,Transport,Transport Hire,45364.51125393518,2006,GREEN METRO CARS READING LTD
Education,Transport,Transport Hire,45364.51360092593,3030,ABC TRAVEL (WOKINGHAM) LIMITED T/A ABC TRAVEL
Education,Transport,Transport Hire,45364.51360092593,1738,ABC TRAVEL (WOKINGHAM) LIMITED T/A ABC TRAVEL
Education,Transport,Transport Hire,45365.54130844907,782,GREEN METRO CARS READING LTD
Education,Transport,Transport Hire,45365.67793834491,1500,GREEN METRO CARS READING LTD
Education,Transport,Transport Hire,45365.67793834491,2720,GREEN METRO CARS READING LTD
Education,Transport,Transport Hire,45369.50451423611,2160,COMPASS EXECUTIVE CARS (UK) LTD
Education,Transport,Transport Hire,45369.62956288194,2160,PHOENIX ENTERPRISE (NEWBURY) LTD
Education,Transport,Transport Hire,45370.5205119213,3305.5,COMPASS EXECUTIVE CARS (UK) LTD
Education,Transport,Transport Hire,45370.5205119213,969.5,COMPASS EXECUTIVE CARS (UK) LTD
Education,Transport,Transport Hire,45371.67814965278,792,Alanis Coach Travel
Education,Transport,Transport Hire,45371.68028113426,1652,GREEN METRO CARS READING LTD
Education,Transport,Transport Hire,45372.53448434028,2530,GREEN METRO CARS READING LTD
Education,Transport,Transport Hire,45372.53448434028,1920,GREEN METRO CARS READING LTD
Education,Transport,Transport Hire,45372.69889487269,3360,COMPASS EXECUTIVE CARS (UK) LTD
Education,Transport,Transport Hire,45373.53888637731,3040,ACE WHEELCHAIR TRAVEL
Education,Transport,Transport Hire,45376.47674818287,600,KARL'S KAB'S
Education,Transport,Transport Hire,45377.4444352662,3968,ABC TRAVEL (WOKINGHAM) LIMITED T/A ABC TRAVEL
Education,Transport,Transport Hire,45379.684939004626,2980,ALMAAZ 59 LTD ( T/A SCHOOL TRAVEL)
Education,Transport,Transport Hire,45379.687668287035,2400,ALMAAZ 59 LTD ( T/A SCHOOL TRAVEL)
