Service,Expenditure category,Narrative,Date,Net amount,Supplier name
Finance & Property,Employees,Agency & Temporary Staff,45345.58943244213,3345.1,Hays
Finance & Property,Employees,Agency & Temporary Staff,45349.593643900465,3345.1,Hays
Strategy & Governance,Employees,Agency & Temporary Staff,45343.6008465625,1598.11,Vivid Resourcing Ltd
Chief Executive,Employees,Training,45351.28743622685,2223.6,LOCAL GOVERNMENT ASSOCIATION
Adult Social Care,Employees,Training,45336.43577866898,650,DAWN REVELL T/A DR TRAINING LTD
Adult Social Care,Employees,Training,45337.33599641204,550,MR I GRAHAM T/A Community Safety Training
Adult Social Care,Employees,Training,45339.30829603009,875,EDGE TRAINING AND CONSULTANCY LTD
Adult Social Care,Employees,Training,45345.54513576389,2289,THAMES VALLEY AMHP
Children & Family Services,Employees,Training,45341.61724857639,2909,ALASDAIR CANT & ASSOCIATES LTD
Children & Family Services,Employees,Training,45349.49003383102,3000,Cornerstone Training and Support Ltd
Children & Family Services,Employees,Training,45328.62716056713,900,Humphreys Training Ltd
Children & Family Services,Employees,Training,45336.440215393515,900,Humphreys Training Ltd
Children & Family Services,Employees,Training,45341.5452190162,2500,WrightLink Limited
Children & Family Services,Employees,Training,45341.58938009259,1295,WISE OWL BUSINESS SOLUTIONS LTD
Environment,Employees,Training,45336.509682407406,825,J J Disney Ltd
Finance & Property,Employees,Training,45336.60014702546,510,KAPLAN Financial
Finance & Property,Employees,Training,45343.70053703704,809.28,ACCOUNTANCY LEARNING LTD
Strategy & Governance,Employees,Training,45335.6414721412,2500,Before Nine Ltd
Strategy & Governance,Employees,Employee Expenses,45323.66342592592,2356,CAPITA RECRUITMENT VETTING SERVICE
Environment,Employees,Recruitment Advertising,45337.6068909375,6787.78,VolkerHighways Ltd
Adult Social Care,Premises,Corporate R&M,45329.53271284722,3772.15,NURSE ELECTRICAL LTD
Adult Social Care,Premises,Corporate R&M,45343.46232322916,711.57,ANCHOR PIPEWORK LIMITED
Adult Social Care,Premises,Corporate R&M,45345.600438738424,811.45,ANCHOR PIPEWORK LIMITED
Adult Social Care,Premises,Corporate R&M,45336.537284872684,775,SMS-Environmental Ltd
Adult Social Care,Premises,Corporate R&M,45337.57464892361,541.1,NURSE ELECTRICAL LTD
Adult Social Care,Premises,Corporate R&M,45324.56039722222,538.5,ANCHOR PIPEWORK LIMITED
Adult Social Care,Premises,Corporate R&M,45329.53271284722,732.71,ANCHOR PIPEWORK LIMITED
Communities & Wellbeing,Premises,Corporate R&M,45342.61712387732,1100,SPORTS & LEISURE MANAGEMENT LTD
Communities & Wellbeing,Premises,Corporate R&M,45351.509061261575,1996,SALNOR ROOFING SERVICES LIMITED
Communities & Wellbeing,Premises,Corporate R&M,45351.54174702546,2969,SALNOR ROOFING SERVICES LIMITED
Communities & Wellbeing,Premises,Corporate R&M,45348.44348391204,540.4,Humidity Solutions
Communities & Wellbeing,Premises,Corporate R&M,45329.38394332176,1335.78,A&E FIRE & SECURITY LIMITED
Education,Premises,Corporate R&M,45335.50520008102,925,ANCHOR PIPEWORK LIMITED
Education,Premises,Corporate R&M,45344.25283283565,526.27,MEDACO LTD
Education,Premises,Corporate R&M,45323.50205659722,850,SMART ELECTRICAL SERVICES LIMITED
Development & Regulation,Premises,Corporate R&M,45328.56046369213,725,BERKSHIRE MECHANICAL SERVICES
Development & Regulation,Premises,Corporate R&M,45328.56046369213,2000,BERKSHIRE MECHANICAL SERVICES
Environment,Premises,Corporate R&M,45348.54805135417,802.26,Chubb Fire & Security Ltd
Environment,Premises,Corporate R&M,45351.74041388889,4368,TL CONTRACTING LTD
Environment,Premises,Corporate R&M,45335.49605396991,523,SECURE SYSTEMS LTD
Finance & Property,Premises,Corporate R&M,45329.59281041667,1671.88,WSP UK LTD
Finance & Property,Premises,Corporate R&M,45343.677499074074,1413.06,WSP UK LTD
Finance & Property,Premises,Corporate R&M,45336.752997488424,9038.8,Montagu Evans
Finance & Property,Premises,Corporate R&M,45334.454000578706,2625,Countrywide Grounds Maintenance Limited
Finance & Property,Premises,Corporate R&M,45334.66221987268,1170,CONNECT VENDING LTD
Finance & Property,Premises,Corporate R&M,45334.66221987268,557.7,CONNECT VENDING LTD
Finance & Property,Premises,Corporate R&M,45335.470382141204,2006.58,ELITE SECURITY GROUP
Finance & Property,Premises,Corporate R&M,45336.64854059028,557.7,CONNECT VENDING LTD
Finance & Property,Premises,Corporate R&M,45344.40887083334,975,CONNECT VENDING LTD
Finance & Property,Premises,Corporate R&M,45348.67046168981,1180,HSI FURNITURE
Finance & Property,Premises,Corporate R&M,45342.594054629626,542,ROCHESTER MIDLAND CORPORATION LTD
Finance & Property,Premises,Corporate R&M,45342.594054629626,505,ROCHESTER MIDLAND CORPORATION LTD
Finance & Property,Premises,Corporate R&M,45344.47831396991,524,A&E FIRE & SECURITY LIMITED
Adult Social Care,Premises,Energy costs,45349.62242346065,3952.65,Certas Energy UK Ltd
Development & Regulation,Premises,Energy costs,45343.66579413194,651.37,EON
Development & Regulation,Premises,Energy costs,45327.696740590276,671.46,EON
Development & Regulation,Premises,Energy costs,45335.706486724535,803.09,TOTALENERGIES GAS & POWER LIMITED
Environment,Premises,Energy costs,45348.569059837966,1543.73,SOUTHERN ELECTRIC PLC
Environment,Premises,Energy costs,45349.62227141204,2069.87,SOUTHERN ELECTRIC PLC
Environment,Premises,Energy costs,45348.569059837966,1492.73,SOUTHERN ELECTRIC PLC
Finance & Property,Premises,Energy costs,45337.53728059028,15910.74,FEATHERFOOT HOLDINGS LIMITED
Children & Family Services,Premises,Rents,45343.51042010417,1300,Montel Properties
Children & Family Services,Premises,Rents,45344.52601851852,1188,Redacted
Children & Family Services,Premises,Rents,45344.527604166666,888,Redacted
Children & Family Services,Premises,Rents,45344.529375,1450,Redacted
Children & Family Services,Premises,Rents,45344.53053240741,1450,Redacted
Communities & Wellbeing,Premises,Rents,45342.5824037037,6201,Avison Young - Redwood Light Industrial
Development & Regulation,Premises,Rents,45335.49116585648,11761.2,SGS HOTELS READING LIMITED
Development & Regulation,Premises,Rents,45342.51027734954,6000,Shaz Property Limited
Development & Regulation,Premises,Rents,45327.4077121875,43229.49,FIS PAYMENTS - TRAVELODGE
Development & Regulation,Premises,Rents,45327.4077121875,52691.16,FIS PAYMENTS - TRAVELODGE
Development & Regulation,Premises,Rents,45327.435013344904,1000,FIS PAYMENTS - TRAVELODGE
Development & Regulation,Premises,Rents,45327.70353252315,13544.37,SOVEREIGN HOUSING GROUP
Development & Regulation,Premises,Rents,45328.56746269676,600,Tennent Homes 2019 Limited
Development & Regulation,Premises,Rents,45337.52611990741,6000,Redacted
Development & Regulation,Premises,Rents,45337.64409378472,17163.01,PREMIER INN BUSINESS ACCOUNT
Development & Regulation,Premises,Rents,45337.64866944445,30256.39,FIS PAYMENTS - TRAVELODGE
Development & Regulation,Premises,Rents,45337.64866944445,41880.1,FIS PAYMENTS - TRAVELODGE
Development & Regulation,Premises,Rents,45348.44213206018,2698.5,FELL REYNOLDS
Development & Regulation,Premises,Rents,45330.49110208333,10000,FIS PAYMENTS - TRAVELODGE
Development & Regulation,Premises,Rents,45337.49598903935,10000,FIS PAYMENTS - TRAVELODGE
Development & Regulation,Premises,Rents,45336.637137349535,650,HENWICK PROPERTIES
Development & Regulation,Premises,Rents,45337.572011226854,1400,Redacted
Adult Social Care,Premises,Cleaning,45349.593643900465,983.08,Glen Cleaning Company Ltd
Adult Social Care,Premises,Cleaning,45330.49123827546,2129.86,Glen Cleaning Company Ltd
Adult Social Care,Premises,Cleaning,45344.63522762732,571.61,SYNCARE T/A REDLAND HEALTHCARE LTD
Communities & Wellbeing,Premises,Cleaning,45341.63106388889,1623.96,Glen Cleaning Company Ltd
Communities & Wellbeing,Premises,Cleaning,45327.4632653125,1011.42,Glen Cleaning Company Ltd
Communities & Wellbeing,Premises,Cleaning,45334.55122461806,1011.41,Glen Cleaning Company Ltd
Education,Premises,Cleaning,45330.616151967595,600.72,Glen Cleaning Company Ltd
Education,Premises,Cleaning,45350.415769756946,600.72,Glen Cleaning Company Ltd
Finance & Property,Premises,Cleaning,45337.47052199074,1053.35,COMPLETE BUSINESS SOLUTIONS GROUP UK LTD
Finance & Property,Premises,Cleaning,45349.593643900465,4953.92,Glen Cleaning Company Ltd
Finance & Property,Premises,Cleaning,45349.58938020833,662.6,Glen Cleaning Company Ltd
Finance & Property,Premises,Cleaning,45342.600662233795,728.66,RELYON CLEANING SERVICES
Adult Social Care,Premises,Grounds Maintenance,45341.55235366898,595,GROUND CONTROL LTD
Environment,Premises,Grounds Maintenance,45336.48879915509,2269.87,Continental Landscapes Ltd
Environment,Premises,Grounds Maintenance,45336.48879915509,13093.53,Continental Landscapes Ltd
Environment,Premises,Grounds Maintenance,45341.43443356481,7531.38,Continental Landscapes Ltd
Environment,Premises,Grounds Maintenance,45341.43443356481,11934,Continental Landscapes Ltd
Environment,Premises,Grounds Maintenance,45341.43443356481,15363.4,Continental Landscapes Ltd
Environment,Premises,Grounds Maintenance,45350.62927005787,2988,D LANE
Environment,Premises,Grounds Maintenance,45350.62927005787,520,D LANE
Environment,Premises,Grounds Maintenance,45344.36720292824,534.5,CONNICK TREE CARE
Environment,Premises,Grounds Maintenance,45327.44673549769,671.24,CONNICK TREE CARE
Environment,Premises,Grounds Maintenance,45327.453402430554,1085.99,CONNICK TREE CARE
Environment,Premises,Grounds Maintenance,45327.474431712966,765.07,CONNICK TREE CARE
Environment,Premises,Grounds Maintenance,45327.474431712966,598.29,CONNICK TREE CARE
Environment,Premises,Grounds Maintenance,45327.47709224537,5666.64,CONNICK TREE CARE
Environment,Premises,Grounds Maintenance,45327.481518402776,819.7,CONNICK TREE CARE
Environment,Premises,Grounds Maintenance,45327.481518402776,1039.5,CONNICK TREE CARE
Environment,Premises,Grounds Maintenance,45327.48872407407,1085.99,CONNICK TREE CARE
Environment,Premises,Grounds Maintenance,45327.49572908565,594,CONNICK TREE CARE
Environment,Premises,Grounds Maintenance,45327.49572908565,891,CONNICK TREE CARE
Environment,Premises,Grounds Maintenance,45327.502807094905,784.08,CONNICK TREE CARE
Environment,Premises,Grounds Maintenance,45327.51879189815,819.7,CONNICK TREE CARE
Environment,Premises,Grounds Maintenance,45327.52274108796,1085.99,CONNICK TREE CARE
Environment,Premises,Grounds Maintenance,45327.52274108796,540.53,CONNICK TREE CARE
Environment,Premises,Grounds Maintenance,45351.72212936343,522.73,CONNICK TREE CARE
Environment,Premises,Grounds Maintenance,45351.72604244213,1888.88,CONNICK TREE CARE
Environment,Premises,Grounds Maintenance,45351.72604244213,2833.32,CONNICK TREE CARE
Environment,Premises,Grounds Maintenance,45351.72615998842,2171.98,CONNICK TREE CARE
Finance & Property,Premises,Premises Insurance,45342.64204212963,9381.75,Marsh LTD
Finance & Property,Premises,Premises Insurance,45342.64204212963,79467.38,Marsh LTD
Communities & Wellbeing,Transport,Direct Transport Costs,45343.641992592595,528.4,E A RECOVERY & CONTRACTING SERVICES LTD T/A STATION TYRES AND SERVICE CENTRE
Environment,Transport,Direct Transport Costs,45329.606215011576,2413.38,ALLSTAR BUSINESS SOLUTIONS LTD
Environment,Transport,Direct Transport Costs,45334.60236597222,2816.83,ALLSTAR BUSINESS SOLUTIONS LTD
Environment,Transport,Direct Transport Costs,45343.517037384256,2267.94,ALLSTAR BUSINESS SOLUTIONS LTD
Environment,Transport,Direct Transport Costs,45349.47127589121,1898.9,ALLSTAR BUSINESS SOLUTIONS LTD
Environment,Transport,Direct Transport Costs,45341.62414201389,600.94,PENTAGON LIMITED T/A MARSHALL TRUCK AND VAN FAREHAM
Environment,Transport,Direct Transport Costs,45343.52693946759,620.36,Rygor Commercials Ltd
Environment,Transport,Direct Transport Costs,45349.55457237268,1137.63,Rygor Commercials Ltd
Adult Social Care,Transport,Transport Hire,45329.48167202546,1020,COMPASS EXECUTIVE CARS (UK) LTD
Adult Social Care,Transport,Transport Hire,45327.70627415509,1170,MR RODNEY JAMES NEMETH
Adult Social Care,Transport,Transport Hire,45329.622983333335,567,ALMAAZ 59 LTD ( T/A SCHOOL TRAVEL)
Adult Social Care,Transport,Transport Hire,45329.62309170139,4200,D J TRAVEL
Adult Social Care,Transport,Transport Hire,45329.62719436343,2680,D J TRAVEL
Adult Social Care,Transport,Transport Hire,45329.62719436343,2608,D J TRAVEL
Children & Family Services,Transport,Transport Hire,45329.47021420139,1275,PHOENIX ENTERPRISE (NEWBURY) LTD
Children & Family Services,Transport,Transport Hire,45349.53377804398,1573,FD TRAVELS LIMITED T/A SCHOOL EXPRESS
Children & Family Services,Transport,Transport Hire,45335.676745868055,1100,Go Green Taxis Ltd
Education,Transport,Transport Hire,45336.49827561343,850,BROADWAY CARS
Education,Transport,Transport Hire,45349.55457237268,1540,Premier Cars
Education,Transport,Transport Hire,45327.58823715278,1190,POTTINGER'S HIRE SERVICE
Education,Transport,Transport Hire,45329.463427002316,1246.67,Mark Dillon t/a Penmar Transport Ltd
Education,Transport,Transport Hire,45329.51184236111,2158,FD TRAVELS LIMITED T/A SCHOOL EXPRESS
Education,Transport,Transport Hire,45329.51881307871,1190,Kennet & Avon Group
Education,Transport,Transport Hire,45329.52576547454,4116,FD TRAVELS LIMITED T/A SCHOOL EXPRESS
Education,Transport,Transport Hire,45329.53271284722,2854.08,D J TRAVEL
Education,Transport,Transport Hire,45329.53964027778,2520,Andrew Cox
Education,Transport,Transport Hire,45330.602316122684,2380,BROADWAY CARS
Education,Transport,Transport Hire,45330.602316122684,2295,BROADWAY CARS
Education,Transport,Transport Hire,45330.613567858796,2940,BROADWAY CARS
Education,Transport,Transport Hire,45330.63697175926,793.33,Mark Dillon t/a Penmar Transport Ltd
Education,Transport,Transport Hire,45334.398419247686,1258,BROADWAY CARS
Education,Transport,Transport Hire,45334.41921959491,1350,DANIEL GRIFFITHS T/A BLUEBIRD PASSENGER SERVICES
Education,Transport,Transport Hire,45335.63445362268,2523.78,COMPASS EXECUTIVE CARS (UK) LTD
Education,Transport,Transport Hire,45335.64872322917,1071,FD TRAVELS LIMITED T/A SCHOOL EXPRESS
Education,Transport,Transport Hire,45336.627789502316,996,FD TRAVELS LIMITED T/A SCHOOL EXPRESS
Education,Transport,Transport Hire,45337.357240474536,1992,FD TRAVELS LIMITED T/A SCHOOL EXPRESS
Education,Transport,Transport Hire,45343.61718900463,795,FD TRAVELS LIMITED T/A SCHOOL EXPRESS
Education,Transport,Transport Hire,45335.48903935185,3785,COMPASS EXECUTIVE CARS (UK) LTD
Education,Transport,Transport Hire,45336.357196412035,505,Mark Dillon t/a Penmar Transport Ltd
Education,Transport,Transport Hire,45336.357196412035,5331,Premier Cars
Education,Transport,Transport Hire,45336.630259143516,663,MRS M F RICHARDSON
Education,Transport,Transport Hire,45342.56159505787,2510,GREEN METRO CARS READING LTD
Education,Transport,Transport Hire,45342.56159505787,1730,GREEN METRO CARS READING LTD
Education,Transport,Transport Hire,45327.59925690972,1008,GREEN METRO CARS READING LTD
Education,Transport,Transport Hire,45328.55110188657,1955,GREEN METRO CARS READING LTD
Education,Transport,Transport Hire,45328.69931759259,5456,ABC TRAVEL (WOKINGHAM) LIMITED T/A ABC TRAVEL
Education,Transport,Transport Hire,45328.70336924768,5066,ABC TRAVEL (WOKINGHAM) LIMITED T/A ABC TRAVEL
Education,Transport,Transport Hire,45329.41205170139,1920,ALMAAZ 59 LTD ( T/A SCHOOL TRAVEL)
Education,Transport,Transport Hire,45329.43996142361,2625,Wheels Taxis
Education,Transport,Transport Hire,45329.47021420139,2970,PHOENIX ENTERPRISE (NEWBURY) LTD
Education,Transport,Transport Hire,45329.48167202546,4000,Mark Dillon t/a Penmar Transport Ltd
Education,Transport,Transport Hire,45329.50910289352,4400,FD TRAVELS LIMITED T/A SCHOOL EXPRESS
Education,Transport,Transport Hire,45329.50910289352,2196,N Mehmood T/A A Star Executive Cars Ltd
Education,Transport,Transport Hire,45329.51881307871,2800,Kennet & Avon Group
Education,Transport,Transport Hire,45329.52299278935,4400,Kennet & Avon Group
Education,Transport,Transport Hire,45329.53026357639,3744,FD TRAVELS LIMITED T/A SCHOOL EXPRESS
Education,Transport,Transport Hire,45329.53710393519,2730,Andrew Cox
Education,Transport,Transport Hire,45329.53710393519,2400,A1 CARS
Education,Transport,Transport Hire,45329.53964027778,2860,Andrew Cox
Education,Transport,Transport Hire,45329.54425709491,3780,ALMAAZ 59 LTD ( T/A SCHOOL TRAVEL)
Education,Transport,Transport Hire,45329.606215011576,2363,ALMAAZ 59 LTD ( T/A SCHOOL TRAVEL)
Education,Transport,Transport Hire,45329.61311180556,2682,ALMAAZ 59 LTD ( T/A SCHOOL TRAVEL)
Education,Transport,Transport Hire,45330.64150980324,1800,BROADWAY CARS
Education,Transport,Transport Hire,45331.61404197917,1980,S RICHARDS T/AS K RICKETTS & S RICHARDS TAXIS
Education,Transport,Transport Hire,45331.61404197917,4800,S RICHARDS T/AS K RICKETTS & S RICHARDS TAXIS
Education,Transport,Transport Hire,45335.676745868055,3570,COMPASS EXECUTIVE CARS (UK) LTD
Education,Transport,Transport Hire,45336.37322572916,2835,COMPASS EXECUTIVE CARS (UK) LTD
Education,Transport,Transport Hire,45336.48223252315,5225,COMPASS EXECUTIVE CARS (UK) LTD
Education,Transport,Transport Hire,45336.59298603009,2160,GREEN METRO CARS READING LTD
Education,Transport,Transport Hire,45336.62102329861,1980,GREEN METRO CARS READING LTD
Education,Transport,Transport Hire,45341.53122638889,2550,GREEN METRO CARS READING LTD
Education,Transport,Transport Hire,45349.48525894676,1298,GREEN METRO CARS READING LTD
Education,Transport,Transport Hire,45323.490469675926,1524,ABC TRAVEL (WOKINGHAM) LIMITED T/A ABC TRAVEL
Education,Transport,Transport Hire,45329.474428125,2925,COMPASS EXECUTIVE CARS (UK) LTD
Education,Transport,Transport Hire,45330.602316122684,765,BROADWAY CARS
Education,Transport,Transport Hire,45330.63697175926,1586.67,Mark Dillon t/a Penmar Transport Ltd
Education,Transport,Transport Hire,45334.41921959491,2040,DANIEL GRIFFITHS T/A BLUEBIRD PASSENGER SERVICES
Education,Transport,Transport Hire,45335.63445362268,3154.72,COMPASS EXECUTIVE CARS (UK) LTD
Education,Transport,Transport Hire,45349.55457237268,1317,Premier Cars
Education,Transport,Transport Hire,45328.49794861111,1400,GREEN METRO CARS READING LTD
Education,Transport,Transport Hire,45328.56746269676,1350,Valley Cars
Education,Transport,Transport Hire,45329.53710393519,1049.25,D J TRAVEL
Education,Transport,Transport Hire,45330.599813506946,1228.5,BROADWAY CARS
Education,Transport,Transport Hire,45330.623100729164,720,Wheels Taxis
Education,Transport,Transport Hire,45335.595383645836,3230,ACE WHEELCHAIR TRAVEL
Education,Transport,Transport Hire,45341.53122638889,1800,GREEN METRO CARS READING LTD
Education,Transport,Transport Hire,45349.47823313657,1249.2,Nadeem Mirza Trading as Parker Travels
Education,Transport,Transport Hire,45349.49003383102,700,Go Green Taxis Ltd
Education,Transport,Transport Hire,45349.55457237268,917.5,Premier Cars
Education,Transport,Transport Hire,45349.55457237268,850,Premier Cars
Education,Transport,Transport Hire,45351.638747488425,1200,Valley Cars
Education,Transport,Transport Hire,45327.70353252315,5748.39,BAILEYS OF NEWBURY
Education,Transport,Transport Hire,45327.70627415509,5670,BAILEYS OF NEWBURY
Education,Transport,Transport Hire,45328.37009880787,4211.2,BAILEYS OF NEWBURY
Education,Transport,Transport Hire,45328.56746269676,3825,Valley Cars
Education,Transport,Transport Hire,45328.60635269676,7522.39,BAILEYS OF NEWBURY
Education,Transport,Transport Hire,45329.44008572917,1620,Wheels Taxis
Education,Transport,Transport Hire,45329.45629725695,8435.43,TK TRAVEL LTD
Education,Transport,Transport Hire,45329.46054054398,2548,TK TRAVEL LTD
Education,Transport,Transport Hire,45329.46054054398,5368,TK TRAVEL LTD
Education,Transport,Transport Hire,45329.46054054398,3126.32,TK TRAVEL LTD
Education,Transport,Transport Hire,45329.46327943287,2917.89,TK TRAVEL LTD
Education,Transport,Transport Hire,45329.474428125,4585.26,TK TRAVEL LTD
Education,Transport,Transport Hire,45329.47717184028,4004,TK TRAVEL LTD
Education,Transport,Transport Hire,45329.47717184028,3116.67,Mark Dillon t/a Penmar Transport Ltd
Education,Transport,Transport Hire,45329.50273383102,1668,Nadeem Mirza Trading as Parker Travels
Education,Transport,Transport Hire,45335.599844212964,6655.24,Newbury & District Ltd
Education,Transport,Transport Hire,45335.599844212964,7089.77,Newbury & District Ltd
Education,Transport,Transport Hire,45335.602336261574,6818.07,Newbury & District Ltd
Education,Transport,Transport Hire,45335.621073344904,9861,Newbury & District Ltd
Education,Transport,Transport Hire,45335.62315142361,5738.48,Newbury & District Ltd
Education,Transport,Transport Hire,45335.623270104166,6402.95,Newbury & District Ltd
Education,Transport,Transport Hire,45335.676745868055,6263,Newbury & District Ltd
Education,Transport,Transport Hire,45336.48223252315,4989.6,WEAVAWAY TRAVEL LTD
Education,Transport,Transport Hire,45336.48223252315,12954.63,WEAVAWAY TRAVEL LTD
Education,Transport,Transport Hire,45336.63453206018,6014.12,NJM HUMPHRIES T/A COACH MILES
Education,Transport,Transport Hire,45336.63453206018,9936.72,Newbury & District Ltd
Education,Transport,Transport Hire,45341.54074336805,3108,GREEN METRO CARS READING LTD
Education,Transport,Transport Hire,45349.47823313657,1873.8,Nadeem Mirza Trading as Parker Travels
Education,Transport,Transport Hire,45349.54541412037,4424.35,HORSEMAN COACHES LTD
Education,Transport,Transport Hire,45349.55457237268,917.5,Premier Cars
Education,Transport,Transport Hire,45327.70353252315,731.61,BAILEYS OF NEWBURY
Education,Transport,Transport Hire,45327.70627415509,525,BAILEYS OF NEWBURY
Education,Transport,Transport Hire,45328.60635269676,1477.61,BAILEYS OF NEWBURY
Education,Transport,Transport Hire,45329.47717184028,616,TK TRAVEL LTD
Education,Transport,Transport Hire,45334.398419247686,1258,BROADWAY CARS
Education,Transport,Transport Hire,45335.599844212964,899.36,Newbury & District Ltd
Education,Transport,Transport Hire,45335.599844212964,729.83,Newbury & District Ltd
Education,Transport,Transport Hire,45335.602336261574,604.13,Newbury & District Ltd
Education,Transport,Transport Hire,45335.62315142361,1589.12,Newbury & District Ltd
Education,Transport,Transport Hire,45335.623270104166,1052.54,Newbury & District Ltd
Education,Transport,Transport Hire,45335.676745868055,1217.8,Newbury & District Ltd
Education,Transport,Transport Hire,45336.48223252315,1853.28,WEAVAWAY TRAVEL LTD
Education,Transport,Transport Hire,45336.63453206018,1159.28,Newbury & District Ltd
Education,Transport,Transport Hire,45327.58136431713,2177,Newbury Executive Cars Ltd
Education,Transport,Transport Hire,45327.58136431713,1600,Newbury Executive Cars Ltd
Education,Transport,Transport Hire,45327.58536886574,3060,Newbury Executive Cars Ltd
Education,Transport,Transport Hire,45328.50215393519,1652,GREEN METRO CARS READING LTD
Education,Transport,Transport Hire,45328.5645846412,2400,Valley Cars
Education,Transport,Transport Hire,45328.56746269676,1350,Valley Cars
Education,Transport,Transport Hire,45328.60635269676,2691,Nadeem Mirza Trading as Parker Travels
Education,Transport,Transport Hire,45328.69931759259,3042,ABC TRAVEL (WOKINGHAM) LIMITED T/A ABC TRAVEL
Education,Transport,Transport Hire,45328.69931759259,5022,ABC TRAVEL (WOKINGHAM) LIMITED T/A ABC TRAVEL
Education,Transport,Transport Hire,45329.404906331016,3800,MISS SAMANTHA BEAUMONT
Education,Transport,Transport Hire,45329.40765138889,2363,ALMAAZ 59 LTD ( T/A SCHOOL TRAVEL)
Education,Transport,Transport Hire,45329.4196903125,1563,Wheels Taxis
Education,Transport,Transport Hire,45329.44645964121,2465,Sikandar Hayat t/a Prompt Cars
Education,Transport,Transport Hire,45329.45345771991,2790,ACE WHEELCHAIR TRAVEL
Education,Transport,Transport Hire,45329.463427002316,2493.33,Mark Dillon t/a Penmar Transport Ltd
Education,Transport,Transport Hire,45329.47717184028,623.33,Mark Dillon t/a Penmar Transport Ltd
Education,Transport,Transport Hire,45329.49798506944,1035,ABC TRAVEL (WOKINGHAM) LIMITED T/A ABC TRAVEL
Education,Transport,Transport Hire,45329.50910289352,1676,FD TRAVELS LIMITED T/A SCHOOL EXPRESS
Education,Transport,Transport Hire,45329.51601924768,1360,Kennet & Avon Group
Education,Transport,Transport Hire,45329.51881307871,854.5,MRS M F RICHARDSON
Education,Transport,Transport Hire,45329.523102858795,2544,N Mehmood T/A A Star Executive Cars Ltd
Education,Transport,Transport Hire,45329.53026357639,3347.1,D J TRAVEL
Education,Transport,Transport Hire,45329.53271284722,2464.5,ALMAAZ 59 LTD ( T/A SCHOOL TRAVEL)
Education,Transport,Transport Hire,45329.53964027778,1565.82,D J TRAVEL
Education,Transport,Transport Hire,45329.54425709491,2125,MR RIAZ SHEIKH
Education,Transport,Transport Hire,45329.588244479164,2991.66,D J TRAVEL
Education,Transport,Transport Hire,45329.60910320602,3213,ALMAAZ 59 LTD ( T/A SCHOOL TRAVEL)
Education,Transport,Transport Hire,45329.60920798611,3059.1,D J TRAVEL
Education,Transport,Transport Hire,45329.61311180556,2533,ALMAAZ 59 LTD ( T/A SCHOOL TRAVEL)
Education,Transport,Transport Hire,45329.61311180556,3149.1,D J TRAVEL
Education,Transport,Transport Hire,45329.61311180556,2543.2,D J TRAVEL
Education,Transport,Transport Hire,45330.599813506946,3420,BROADWAY CARS
Education,Transport,Transport Hire,45330.63697175926,3400,BROADWAY CARS
Education,Transport,Transport Hire,45330.64140501157,4080,BROADWAY CARS
Education,Transport,Transport Hire,45330.65090883102,2826.25,BROADWAY CARS
