Service,Expenditure category,Narrative,Date,Net amount,Supplier name
Children & Family Services,Employees,Agency & Temporary Staff,44930.396070104165,1662.64,NonStop Recruitment Ltd
Children & Family Services,Employees,Agency & Temporary Staff,44930.40302974537,2197.06,NonStop Recruitment Ltd
Children & Family Services,Employees,Agency & Temporary Staff,44942.4317278588,1050,NonStop Recruitment Ltd
Children & Family Services,Employees,Agency & Temporary Staff,44942.431850347224,1942.5,NonStop Recruitment Ltd
Children & Family Services,Employees,Agency & Temporary Staff,44942.44138900463,1781.4,NonStop Recruitment Ltd
Children & Family Services,Employees,Agency & Temporary Staff,44942.445407025465,2197.06,NonStop Recruitment Ltd
Children & Family Services,Employees,Agency & Temporary Staff,44942.448341979165,1575,NonStop Recruitment Ltd
Children & Family Services,Employees,Agency & Temporary Staff,44944.48024189815,1942.5,NonStop Recruitment Ltd
Children & Family Services,Employees,Agency & Temporary Staff,44951.44330142361,2197.06,NonStop Recruitment Ltd
Children & Family Services,Employees,Agency & Temporary Staff,44951.503724965274,1926.88,Red Sector Recruitment Ltd
Children & Family Services,Employees,Agency & Temporary Staff,44951.503724965274,1509.21,Red Sector Recruitment Ltd
Children & Family Services,Employees,Agency & Temporary Staff,44951.503724965274,1928.23,Red Sector Recruitment Ltd
Children & Family Services,Employees,Agency & Temporary Staff,44951.510094826386,1898.63,Red Sector Recruitment Ltd
Children & Family Services,Employees,Agency & Temporary Staff,44951.551830439814,1860.73,Red Sector Recruitment Ltd
Children & Family Services,Employees,Agency & Temporary Staff,44951.55841165509,1924.28,Red Sector Recruitment Ltd
Children & Family Services,Employees,Agency & Temporary Staff,44951.55841165509,777.1,Red Sector Recruitment Ltd
Children & Family Services,Employees,Agency & Temporary Staff,44951.565464548614,1883.93,Red Sector Recruitment Ltd
Children & Family Services,Employees,Agency & Temporary Staff,44951.614112650466,1891.78,Red Sector Recruitment Ltd
Children & Family Services,Employees,Agency & Temporary Staff,44952.43625697917,1942.5,NonStop Recruitment Ltd
Children & Family Services,Employees,Agency & Temporary Staff,44952.45012951389,2197.06,NonStop Recruitment Ltd
Children & Family Services,Employees,Agency & Temporary Staff,44956.60728541666,630,CALL US
Children & Family Services,Employees,Agency & Temporary Staff,44956.60728541666,1141.8,CALL US
Children & Family Services,Employees,Agency & Temporary Staff,44956.60999082176,764.3,CALL US
Children & Family Services,Employees,Agency & Temporary Staff,44935.50119525463,534,CALL US
Children & Family Services,Employees,Agency & Temporary Staff,44946.73014907407,1752,NonStop Recruitment Ltd
Children & Family Services,Employees,Agency & Temporary Staff,44950.54468186342,600,ISWP Assessment Services Ltd
Children & Family Services,Employees,Agency & Temporary Staff,44950.54736674768,943.6,ISWP Assessment Services Ltd
Children & Family Services,Employees,Agency & Temporary Staff,44950.55426033565,1440,ISWP Assessment Services Ltd
Children & Family Services,Employees,Agency & Temporary Staff,44950.55426033565,720,ISWP Assessment Services Ltd
Children & Family Services,Employees,Agency & Temporary Staff,44950.67245107639,1850,NonStop Recruitment Ltd
Children & Family Services,Employees,Agency & Temporary Staff,44951.516789699075,1850,NonStop Recruitment Ltd
Children & Family Services,Employees,Agency & Temporary Staff,44936.399641435186,4467.5,CALL US
Children & Family Services,Employees,Agency & Temporary Staff,44937.42448877315,1350,Mr J Curtis
Children & Family Services,Employees,Agency & Temporary Staff,44951.52382372685,1350,Mr J Curtis
Education,Employees,Agency & Temporary Staff,44930.6252278588,1000,EMILY HINSON
Education,Employees,Agency & Temporary Staff,44950.63076550926,1000,EMILY HINSON
Education,Employees,Agency & Temporary Staff,44950.63076550926,2000,EMILY HINSON
Development & Regulation,Employees,Agency & Temporary Staff,44931.6500553588,1361.6,Hays
Development & Regulation,Employees,Agency & Temporary Staff,44931.6500553588,3003.19,OYSTER
Development & Regulation,Employees,Agency & Temporary Staff,44938.52176732639,2523.38,OYSTER
Development & Regulation,Employees,Agency & Temporary Staff,44945.53176168982,2798.06,OYSTER
Development & Regulation,Employees,Agency & Temporary Staff,44946.57065274305,1702,Hays
Development & Regulation,Employees,Agency & Temporary Staff,44946.626524039355,1361.6,Hays
Development & Regulation,Employees,Agency & Temporary Staff,44951.526528703704,1702,Hays
Development & Regulation,Employees,Agency & Temporary Staff,44952.447350891205,3436.63,OYSTER
Development & Regulation,Employees,Agency & Temporary Staff,44956.503227002315,1702,Hays
Development & Regulation,Employees,Agency & Temporary Staff,44929.49331894676,828,Hays
Development & Regulation,Employees,Agency & Temporary Staff,44945.53176168982,828,Hays
Development & Regulation,Employees,Agency & Temporary Staff,44945.57339302083,828,Hays
Development & Regulation,Employees,Agency & Temporary Staff,44949.5473659375,1380,Hays
Development & Regulation,Employees,Agency & Temporary Staff,44949.55426547454,828,Hays
Development & Regulation,Employees,Agency & Temporary Staff,44949.55838672454,1529.5,Hays
Development & Regulation,Employees,Agency & Temporary Staff,44956.614474884256,1380,Hays
Development & Regulation,Employees,Agency & Temporary Staff,44956.614474884256,1380,Hays
Development & Regulation,Employees,Agency & Temporary Staff,44956.614474884256,1081,Hays
Development & Regulation,Employees,Agency & Temporary Staff,44929.6738647338,1200,Kenyon Block Consultants Limited
Development & Regulation,Employees,Agency & Temporary Staff,44935.64266875,735,Kenyon Block Consultants Limited
Development & Regulation,Employees,Agency & Temporary Staff,44935.64266875,744.6,Kenyon Block Consultants Limited
Development & Regulation,Employees,Agency & Temporary Staff,44935.64266875,980,Kenyon Block Consultants Limited
Development & Regulation,Employees,Agency & Temporary Staff,44952.61424278935,1020,Kenyon Block Consultants Limited
Development & Regulation,Employees,Agency & Temporary Staff,44935.698257094904,1706.41,Kenyon Block Consultants Limited
Development & Regulation,Employees,Agency & Temporary Staff,44935.702231828705,1487.5,Kenyon Block Consultants Limited
Development & Regulation,Employees,Agency & Temporary Staff,44935.702231828705,1487.5,Kenyon Block Consultants Limited
Development & Regulation,Employees,Agency & Temporary Staff,44936.55653541667,1487.5,Kenyon Block Consultants Limited
Development & Regulation,Employees,Agency & Temporary Staff,44935.642809375,904.05,OYSTER
Development & Regulation,Employees,Agency & Temporary Staff,44935.646774305555,982.8,OYSTER
Development & Regulation,Employees,Agency & Temporary Staff,44946.60539417824,1411.55,OYSTER
Development & Regulation,Employees,Agency & Temporary Staff,44946.60539417824,1882.6,OYSTER
Development & Regulation,Employees,Agency & Temporary Staff,44950.42665621528,1436.65,OYSTER
Development & Regulation,Employees,Agency & Temporary Staff,44950.42665621528,1560.3,OYSTER
Development & Regulation,Employees,Agency & Temporary Staff,44950.42927896991,1687.55,OYSTER
Development & Regulation,Employees,Agency & Temporary Staff,44950.42927896991,1756.55,OYSTER
Development & Regulation,Employees,Agency & Temporary Staff,44950.433826388886,1414.15,OYSTER
Development & Regulation,Employees,Agency & Temporary Staff,44950.43624325231,1772.45,OYSTER
Development & Regulation,Employees,Agency & Temporary Staff,44950.44035914352,1356.25,OYSTER
Development & Regulation,Employees,Agency & Temporary Staff,44950.7045630787,1749.7,OYSTER
Development & Regulation,Employees,Agency & Temporary Staff,44950.70707554398,1207.9,OYSTER
Development & Regulation,Employees,Agency & Temporary Staff,44950.70707554398,1400,OYSTER
Development & Regulation,Employees,Agency & Temporary Staff,44951.39214247685,1366.8,OYSTER
Development & Regulation,Employees,Agency & Temporary Staff,44951.45709042824,1504.5,OYSTER
Development & Regulation,Employees,Agency & Temporary Staff,44956.54052434028,1458.45,OYSTER
Development & Regulation,Employees,Agency & Temporary Staff,44956.5452571412,1751.55,OYSTER
Development & Regulation,Employees,Agency & Temporary Staff,44932.473204131944,861,OYSTER
Development & Regulation,Employees,Agency & Temporary Staff,44936.677430868054,2252.25,Vivid Resourcing Ltd
Development & Regulation,Employees,Agency & Temporary Staff,44938.61217670139,1774.5,Vivid Resourcing Ltd
Development & Regulation,Employees,Agency & Temporary Staff,44946.60539417824,1240.25,OYSTER
Development & Regulation,Employees,Agency & Temporary Staff,44950.66964733796,1209.5,OYSTER
Development & Regulation,Employees,Agency & Temporary Staff,44950.66964733796,1189,OYSTER
Development & Regulation,Employees,Agency & Temporary Staff,44952.55173151621,1683.5,Vivid Resourcing Ltd
Development & Regulation,Employees,Agency & Temporary Staff,44952.60027928241,1230,OYSTER
Development & Regulation,Employees,Agency & Temporary Staff,44937.63971215278,9254.74,PENNA PLC
Development & Regulation,Employees,Agency & Temporary Staff,44929.49050778935,1476.4,G2 Recruitment
Development & Regulation,Employees,Agency & Temporary Staff,44943.524732604164,1199.58,G2 Recruitment
Development & Regulation,Employees,Agency & Temporary Staff,44943.52888819444,812.02,G2 Recruitment
Development & Regulation,Employees,Agency & Temporary Staff,44949.64456836806,1522.54,G2 Recruitment
Commissioning & Procurement,Employees,Agency & Temporary Staff,44929.3931130787,113179.26,Comensura Ltd
Commissioning & Procurement,Employees,Agency & Temporary Staff,44930.673813622685,192164.21,Comensura Ltd
Commissioning & Procurement,Employees,Agency & Temporary Staff,44942.4317278588,154043.75,Comensura Ltd
Commissioning & Procurement,Employees,Agency & Temporary Staff,44944.49441501158,173163.62,Comensura Ltd
Commissioning & Procurement,Employees,Agency & Temporary Staff,44951.56125578703,198515.09,Comensura Ltd
Finance & Property,Employees,Agency & Temporary Staff,44931.504696875,3825,Hays
Finance & Property,Employees,Agency & Temporary Staff,44931.52530605324,3825,Hays
Finance & Property,Employees,Agency & Temporary Staff,44937.452366701385,2295,Hays
Finance & Property,Employees,Agency & Temporary Staff,44929.43502283565,3263.5,Hays
Finance & Property,Employees,Agency & Temporary Staff,44929.48370925926,2937.15,Hays
Finance & Property,Employees,Agency & Temporary Staff,44931.504696875,1305.4,Hays
Finance & Property,Employees,Agency & Temporary Staff,44936.64676033565,2610.8,Hays
Finance & Property,Employees,Agency & Temporary Staff,44937.43839123843,2284.45,Hays
Finance & Property,Employees,Agency & Temporary Staff,44944.63587662037,3263.5,Hays
Finance & Property,Employees,Agency & Temporary Staff,44951.39899255787,3263.5,Hays
Finance & Property,Employees,Agency & Temporary Staff,44930.48349644676,1083.36,MORGAN HUNT
Finance & Property,Employees,Agency & Temporary Staff,44930.54611443287,700,MORGAN HUNT
Finance & Property,Employees,Agency & Temporary Staff,44930.54611443287,1044.14,MORGAN HUNT
Finance & Property,Employees,Agency & Temporary Staff,44930.54881886574,700,MORGAN HUNT
Finance & Property,Employees,Agency & Temporary Staff,44930.5527283912,1044.14,MORGAN HUNT
Finance & Property,Employees,Agency & Temporary Staff,44930.5527283912,1061.4,MORGAN HUNT
Finance & Property,Employees,Agency & Temporary Staff,44938.63293225694,634.95,MORGAN HUNT
Finance & Property,Employees,Agency & Temporary Staff,44939.47608344907,878.4,MORGAN HUNT
Finance & Property,Employees,Agency & Temporary Staff,44939.47608344907,700,MORGAN HUNT
Finance & Property,Employees,Agency & Temporary Staff,44945.54960755787,700,MORGAN HUNT
Finance & Property,Employees,Agency & Temporary Staff,44945.552574270834,536.58,MORGAN HUNT
Finance & Property,Employees,Agency & Temporary Staff,44949.477841782405,846.6,MORGAN HUNT
Finance & Property,Employees,Agency & Temporary Staff,44949.48205760417,1044.14,MORGAN HUNT
Finance & Property,Employees,Agency & Temporary Staff,44949.495735034725,570.96,MORGAN HUNT
Finance & Property,Employees,Agency & Temporary Staff,44952.48945810185,1083.36,MORGAN HUNT
Finance & Property,Employees,Agency & Temporary Staff,44952.48945810185,1044.14,MORGAN HUNT
Strategy & Governance,Employees,Agency & Temporary Staff,44939.660646296295,535.68,Vivid Resourcing Ltd
Strategy & Governance,Employees,Agency & Temporary Staff,44946.61906971065,853.74,Vivid Resourcing Ltd
Education (DSG Funded),Employees,Training,44943.50795744213,660,Team Teach Ltd
Education,Employees,Training,44950.7045630787,2000,UNIVERSITY OF SOUTHAMPTON
Education,Employees,Training,44936.53577056713,545,IAIM UK CHAPTER
Development & Regulation,Employees,Training,44946.67769201389,4291,CIEH - Chartered Institute of Environmental Health
Development & Regulation,Employees,Training,44952.68356454861,578,INSTITUTE OF LICENSING (EVENTS) LTD
Environment,Employees,Training,44956.67651640046,540,Institute of Public Rights of Way
Finance & Property,Employees,Training,44929.52810119213,550,NEC SOFTWARE SOLUTIONS UK LIMITED
Strategy & Governance,Employees,Training,44946.57065274305,1500,KEYSTONE TRAINING LIMITED
Strategy & Governance,Employees,Training,44946.57336909722,750,KEYSTONE TRAINING LIMITED
Strategy & Governance,Employees,Training,44952.482211608796,750,The Money Charity
Strategy & Governance,Employees,Training,44956.48916200231,2500,Before Nine Ltd
Strategy & Governance,Employees,Training,44930.37934224537,875,EDGE TRAINING AND CONSULTANCY LTD
Strategy & Governance,Employees,Training,44942.68869027778,764,Unique Training Solutions Ltd
Strategy & Governance,Employees,Training,44956.62142982639,875,EDGE TRAINING AND CONSULTANCY LTD
Strategy & Governance,Employees,Training,44951.526528703704,610,B Herron Training
Strategy & Governance,Employees,Training,44957.614404594904,540,FosterTalk Ltd
Strategy & Governance,Employees,Training,44930.38222542824,700,EDGE TRAINING AND CONSULTANCY LTD
Strategy & Governance,Employees,Training,44957.37388668981,1512,BIRMINGHAM CITY UNIVERSITY
Development & Regulation,Employees,Employee Expenses,44929.53488865741,532,CAPITA RECRUITMENT VETTING SERVICE
Finance & Property,Employees,Employee Expenses,44952.59605987269,556.25,Redacted
Finance & Property,Employees,Employee Expenses,44952.59605987269,539,Redacted
Strategy & Governance,Employees,Employee Expenses,44929.53488865741,1634,CAPITA RECRUITMENT VETTING SERVICE
Strategy & Governance,Employees,Employee Expenses,44956.648853819446,1710,CAPITA RECRUITMENT VETTING SERVICE
Strategy & Governance,Employees,Recruitment Advertising,44957.60030868056,10000,Hays
Adult Social Care,Premises,Corporate R&M,44935.68847210648,753.13,ANCHOR PIPEWORK LIMITED
Adult Social Care,Premises,Corporate R&M,44929.54600980324,574,A&E FIRE & SECURITY LIMITED
Adult Social Care,Premises,Corporate R&M,44937.51076952546,595,GROUND CONTROL LTD
Adult Social Care,Premises,Corporate R&M,44931.69190381945,1160,SMS-Environmental Ltd
Adult Social Care,Premises,Corporate R&M,44932.62183993056,1117.33,JLA Ltd
Adult Social Care,Premises,Corporate R&M,44935.487116979166,585,ACS Business Supplies Ltd
Adult Social Care,Premises,Corporate R&M,44943.62199274306,720,Nourish Care Ltd
Adult Social Care,Premises,Corporate R&M,44950.64459340278,3340,NEWBURY CONSTRUCTION SERVICES LTD
Adult Social Care,Premises,Corporate R&M,44957.5544818287,780,ACS Business Supplies Ltd
Communities & Wellbeing,Premises,Corporate R&M,44929.49331894676,750,ADF ENVIRONMENTAL LTD
Communities & Wellbeing,Premises,Corporate R&M,44937.70219513889,750,SMART ELECTRICAL SERVICES LIMITED
Communities & Wellbeing,Premises,Corporate R&M,44945.51090864583,768,ANCHOR PIPEWORK LIMITED
Communities & Wellbeing,Premises,Corporate R&M,44945.61229991898,603,PARKWOOD LEISURE
Communities & Wellbeing,Premises,Corporate R&M,44945.61229991898,1600,PARKWOOD LEISURE
Communities & Wellbeing,Premises,Corporate R&M,44957.3921931713,1350,METRO ROD
Communities & Wellbeing,Premises,Corporate R&M,44936.670499189815,3456,PARKWOOD LEISURE
Communities & Wellbeing,Premises,Corporate R&M,44952.544799270836,3829,PARKWOOD LEISURE
Communities & Wellbeing,Premises,Corporate R&M,44945.51090864583,1050,ANCHOR PIPEWORK LIMITED
Communities & Wellbeing,Premises,Corporate R&M,44929.68485208333,1395,DNA HOME IMPROVEMENTS LTD
Communities & Wellbeing,Premises,Corporate R&M,44929.68485208333,2180,DNA HOME IMPROVEMENTS LTD
Communities & Wellbeing,Premises,Corporate R&M,44952.544799270836,2294,PARKWOOD LEISURE
Communities & Wellbeing,Premises,Corporate R&M,44944.62196473379,579.31,ANCHOR PIPEWORK LIMITED
Communities & Wellbeing,Premises,Corporate R&M,44937.46634814815,871.2,ANCHOR PIPEWORK LIMITED
Communities & Wellbeing,Premises,Corporate R&M,44949.50979146991,826.36,ADT Fire and Security PLC (Jelnet)
Communities & Wellbeing,Premises,Corporate R&M,44937.515055474534,1748.75,ANCHOR PIPEWORK LIMITED
Education (DSG Funded),Premises,Corporate R&M,44952.496227511576,512.85,ANCHOR PIPEWORK LIMITED
Education,Premises,Corporate R&M,44931.67813287037,577,David Smith
Education,Premises,Corporate R&M,44953.49607635417,597.54,ANCHOR PIPEWORK LIMITED
Education,Premises,Corporate R&M,44944.63587662037,1063.43,ANCHOR PIPEWORK LIMITED
Education,Premises,Corporate R&M,44956.69755297454,598.4,CHURCHES FIRE SECURITY LTD
Education,Premises,Corporate R&M,44956.69755297454,793.8,CHURCHES FIRE SECURITY LTD
Education,Premises,Corporate R&M,44957.51672225694,1392.2,CHURCHES FIRE SECURITY LTD
Environment,Premises,Corporate R&M,44949.52386238426,500.57,Chubb Fire & Security Ltd
Environment,Premises,Corporate R&M,44939.62616021991,3118.23,ANCHOR PIPEWORK LIMITED
Environment,Premises,Corporate R&M,44957.74888248843,6960,NEWBURY CONSTRUCTION SERVICES LTD
Finance & Property,Premises,Corporate R&M,44945.51529008102,1272.96,Wood Environment & Infrastructure Solutions UK Ltd
Finance & Property,Premises,Corporate R&M,44931.500274618054,620.13,ANCHOR PIPEWORK LIMITED
Finance & Property,Premises,Corporate R&M,44931.500274618054,1722.63,ELITE SECURITY GROUP
Finance & Property,Premises,Corporate R&M,44937.524693831016,1250,Countrywide Grounds Maintenance Limited
Finance & Property,Premises,Corporate R&M,44943.61502815972,807.5,SUPERVISION ASSURED (2000) LTD
Finance & Property,Premises,Corporate R&M,44956.64470494213,630.72,ANCHOR PIPEWORK LIMITED
Finance & Property,Premises,Corporate R&M,44950.72093758102,1105.25,ANCHOR PIPEWORK LIMITED
Adult Social Care,Premises,Energy costs,44942.60115015046,4114.2,Certas Energy UK Ltd
Environment,Premises,Energy costs,44950.48214270833,831.14,SOUTHERN ELECTRIC PLC
Environment,Premises,Energy costs,44942.61225362268,2942.57,SOUTHERN ELECTRIC PLC
Environment,Premises,Energy costs,44942.614959293984,1283.64,SOUTHERN ELECTRIC PLC
Environment,Premises,Energy costs,44951.44317936343,1312.33,SOUTHERN ELECTRIC PLC
Environment,Premises,Energy costs,44957.634960648145,669.25,N POWER
Environment,Premises,Energy costs,44942.48035841435,764.7,SOUTHERN ELECTRIC PLC
Adult Social Care,Premises,Rents,44931.66396883102,149205.44,A2 Dominion
Children & Family Services,Premises,Rents,44935.58019811343,621,ST JOHNS CHURCH NEWBURY (ROOMS)
Children & Family Services,Premises,Rents,44943.50795744213,711,ST JOHNS CHURCH NEWBURY (ROOMS)
Children & Family Services,Premises,Rents,44945.64278109954,800,Redacted
Children & Family Services,Premises,Rents,44945.647007210646,1188,Redacted
Children & Family Services,Premises,Rents,44945.64974710648,888,Redacted
Children & Family Services,Premises,Rents,44945.65388773148,1250,Redacted
Children & Family Services,Premises,Rents,44945.65388773148,1250,Redacted
Development & Regulation,Premises,Rents,44931.67813287037,2464,PHOENIX APARTMENTS LTD
Development & Regulation,Premises,Rents,44931.67813287037,2640,PHOENIX APARTMENTS LTD
Development & Regulation,Premises,Rents,44931.680887152776,2744,PHOENIX APARTMENTS LTD
Development & Regulation,Premises,Rents,44931.68485439815,2744,PHOENIX APARTMENTS LTD
Development & Regulation,Premises,Rents,44931.70168012731,2464,PHOENIX APARTMENTS LTD
Development & Regulation,Premises,Rents,44931.705853506945,2744,PHOENIX APARTMENTS LTD
Development & Regulation,Premises,Rents,44931.705853506945,1372,PHOENIX APARTMENTS LTD
Development & Regulation,Premises,Rents,44943.51087103009,2744,PHOENIX APARTMENTS LTD
Development & Regulation,Premises,Rents,44943.51488796296,2464,PHOENIX APARTMENTS LTD
Development & Regulation,Premises,Rents,44929.43502283565,1330,PHOENIX APARTMENTS LTD
Development & Regulation,Premises,Rents,44929.45856126158,1330,PHOENIX APARTMENTS LTD
Development & Regulation,Premises,Rents,44929.45856126158,1540,PHOENIX APARTMENTS LTD
Development & Regulation,Premises,Rents,44929.462766400466,1120,PHOENIX APARTMENTS LTD
Development & Regulation,Premises,Rents,44929.462766400466,1540,PHOENIX APARTMENTS LTD
Development & Regulation,Premises,Rents,44929.462766400466,1330,PHOENIX APARTMENTS LTD
Development & Regulation,Premises,Rents,44929.465451620374,1330,PHOENIX APARTMENTS LTD
Development & Regulation,Premises,Rents,44929.49050778935,1330,PHOENIX APARTMENTS LTD
Development & Regulation,Premises,Rents,44929.49331894676,1540,PHOENIX APARTMENTS LTD
Development & Regulation,Premises,Rents,44929.49718993055,1960,PHOENIX APARTMENTS LTD
Development & Regulation,Premises,Rents,44929.50019143519,560,PHOENIX APARTMENTS LTD
Development & Regulation,Premises,Rents,44929.51409251158,560,PHOENIX APARTMENTS LTD
Development & Regulation,Premises,Rents,44929.52506608796,560,PHOENIX APARTMENTS LTD
Development & Regulation,Premises,Rents,44929.52810119213,560,PHOENIX APARTMENTS LTD
Development & Regulation,Premises,Rents,44929.53201087963,560,PHOENIX APARTMENTS LTD
Development & Regulation,Premises,Rents,44929.53201087963,560,PHOENIX APARTMENTS LTD
Development & Regulation,Premises,Rents,44929.53213194444,560,PHOENIX APARTMENTS LTD
