Service,Expenditure category,Narrative,Date,Net amount,Supplier name
Adult Social Care,Employees,Agency & Temporary Staff,45012.69468788194,746.9,AMBITION 24 HOURS
Adult Social Care,Employees,Agency & Temporary Staff,45012.69468788194,1001.37,Support Ethics
Adult Social Care,Employees,Agency & Temporary Staff,45013.539130289355,1292.64,Support Ethics
Adult Social Care,Employees,Agency & Temporary Staff,44992.703253125,532.8,AMBITION 24 HOURS
Adult Social Care,Employees,Agency & Temporary Staff,45001.59044224537,532.8,AMBITION 24 HOURS
Adult Social Care,Employees,Agency & Temporary Staff,45013.48382943287,532.8,AMBITION 24 HOURS
Adult Social Care,Employees,Agency & Temporary Staff,45013.48382943287,532.8,AMBITION 24 HOURS
Adult Social Care,Employees,Agency & Temporary Staff,45015.49419633102,532.8,AMBITION 24 HOURS
Children & Family Services,Employees,Agency & Temporary Staff,44987.640054282405,1618.75,NonStop Recruitment Ltd
Children & Family Services,Employees,Agency & Temporary Staff,44992.63396802083,1618.75,NonStop Recruitment Ltd
Children & Family Services,Employees,Agency & Temporary Staff,45005.59477322917,1312.5,NonStop Recruitment Ltd
Children & Family Services,Employees,Agency & Temporary Staff,45005.597373530094,1071.88,NonStop Recruitment Ltd
Children & Family Services,Employees,Agency & Temporary Staff,45000.41386512732,1387.5,NonStop Recruitment Ltd
Children & Family Services,Employees,Agency & Temporary Staff,45000.4167909375,1711.25,NonStop Recruitment Ltd
Children & Family Services,Employees,Agency & Temporary Staff,45007.57389918982,1406,Holly Blue ISW Ltd
Children & Family Services,Employees,Agency & Temporary Staff,45007.57389918982,1406,Holly Blue ISW Ltd
Children & Family Services,Employees,Agency & Temporary Staff,45007.57655605324,1406,Holly Blue ISW Ltd
Children & Family Services,Employees,Agency & Temporary Staff,45007.58351134259,1406,Holly Blue ISW Ltd
Children & Family Services,Employees,Agency & Temporary Staff,45007.58351134259,1406,Holly Blue ISW Ltd
Children & Family Services,Employees,Agency & Temporary Staff,44986.54989664352,1618.75,NonStop Recruitment Ltd
Children & Family Services,Employees,Agency & Temporary Staff,44986.552644641204,1618.75,NonStop Recruitment Ltd
Children & Family Services,Employees,Agency & Temporary Staff,44986.5567153588,1618.75,NonStop Recruitment Ltd
Children & Family Services,Employees,Agency & Temporary Staff,44991.50226770833,575,Services for Children
Children & Family Services,Employees,Agency & Temporary Staff,44991.564405439814,506,Services for Children
Children & Family Services,Employees,Agency & Temporary Staff,44993.54630451389,1203.5,Services for Children
Children & Family Services,Employees,Agency & Temporary Staff,45013.650403125,1618.75,NonStop Recruitment Ltd
Children & Family Services,Employees,Agency & Temporary Staff,45013.650403125,1618.75,NonStop Recruitment Ltd
Children & Family Services,Employees,Agency & Temporary Staff,45014.553218946756,1857.06,Leaders in Care
Children & Family Services,Employees,Agency & Temporary Staff,45014.60179108796,1792.24,Leaders in Care
Children & Family Services,Employees,Agency & Temporary Staff,45014.60455390046,1859.84,Leaders in Care
Children & Family Services,Employees,Agency & Temporary Staff,45014.60465659722,1842.23,Leaders in Care
Children & Family Services,Employees,Agency & Temporary Staff,45014.60864170139,1880.24,Leaders in Care
Children & Family Services,Employees,Agency & Temporary Staff,45014.60864170139,1842.23,Leaders in Care
Children & Family Services,Employees,Agency & Temporary Staff,44986.52238429398,580.32,WEST BERKSHIRE MENCAP
Children & Family Services,Employees,Agency & Temporary Staff,44987.68447523148,2299.2,Red Sector Recruitment Ltd
Children & Family Services,Employees,Agency & Temporary Staff,44991.67128429398,731.7,Services for Children
Children & Family Services,Employees,Agency & Temporary Staff,44991.67139814815,1571.7,Services for Children
Children & Family Services,Employees,Agency & Temporary Staff,44991.675453125,759,Services for Children
Children & Family Services,Employees,Agency & Temporary Staff,44991.675453125,1205,Services for Children
Children & Family Services,Employees,Agency & Temporary Staff,44994.63411501158,1972.03,Red Sector Recruitment Ltd
Children & Family Services,Employees,Agency & Temporary Staff,44999.38619305556,1942.5,NonStop Recruitment Ltd
Children & Family Services,Employees,Agency & Temporary Staff,45002.6572224537,1915.33,Red Sector Recruitment Ltd
Children & Family Services,Employees,Agency & Temporary Staff,45002.65986438657,1942.5,NonStop Recruitment Ltd
Children & Family Services,Employees,Agency & Temporary Staff,45002.65986438657,2197.06,NonStop Recruitment Ltd
Children & Family Services,Employees,Agency & Temporary Staff,45002.66412403935,2197.06,NonStop Recruitment Ltd
Children & Family Services,Employees,Agency & Temporary Staff,45002.66412403935,1942.5,NonStop Recruitment Ltd
Children & Family Services,Employees,Agency & Temporary Staff,45007.50723765046,1047.2,ISWP Assessment Services Ltd
Children & Family Services,Employees,Agency & Temporary Staff,45009.4209440162,2197.06,NonStop Recruitment Ltd
Children & Family Services,Employees,Agency & Temporary Staff,45012.465504050924,2315.82,NonStop Recruitment Ltd
Children & Family Services,Employees,Agency & Temporary Staff,45014.37531466435,837.4,CALL US
Children & Family Services,Employees,Agency & Temporary Staff,45014.389158680555,739.6,CALL US
Children & Family Services,Employees,Agency & Temporary Staff,45014.42793032408,840,CALL US
Children & Family Services,Employees,Agency & Temporary Staff,45014.43088290509,1004.6,CALL US
Children & Family Services,Employees,Agency & Temporary Staff,45014.43479293981,1175.2,CALL US
Children & Family Services,Employees,Agency & Temporary Staff,45014.4977746875,2197.06,NonStop Recruitment Ltd
Children & Family Services,Employees,Agency & Temporary Staff,45014.4977746875,1942.5,NonStop Recruitment Ltd
Children & Family Services,Employees,Agency & Temporary Staff,44993.50243726852,831.42,Red Sector Recruitment Ltd
Children & Family Services,Employees,Agency & Temporary Staff,44993.50472642361,2035.08,Red Sector Recruitment Ltd
Children & Family Services,Employees,Agency & Temporary Staff,44993.51168012732,2042.28,Red Sector Recruitment Ltd
Children & Family Services,Employees,Agency & Temporary Staff,44986.53576241898,1850,NonStop Recruitment Ltd
Children & Family Services,Employees,Agency & Temporary Staff,44988.44552534722,1850,NonStop Recruitment Ltd
Children & Family Services,Employees,Agency & Temporary Staff,44999.65743371528,1850,NonStop Recruitment Ltd
Children & Family Services,Employees,Agency & Temporary Staff,44999.69850200231,1500,NonStop Recruitment Ltd
Children & Family Services,Employees,Agency & Temporary Staff,45005.59477322917,1850,NonStop Recruitment Ltd
Children & Family Services,Employees,Agency & Temporary Staff,45013.52804105324,1850,NonStop Recruitment Ltd
Children & Family Services,Employees,Agency & Temporary Staff,44991.564405439814,12143,Home Start West Berkshire
Children & Family Services,Employees,Agency & Temporary Staff,45013.61134606481,2700,Mr J Curtis
Children & Family Services,Employees,Agency & Temporary Staff,45013.61831114583,1886.2,CALL US
Children & Family Services,Employees,Agency & Temporary Staff,45013.61831114583,5671.2,CALL US
Education,Employees,Agency & Temporary Staff,44998.4028122338,1000,EMILY HINSON
Education,Employees,Agency & Temporary Staff,44998.4028122338,1000,EMILY HINSON
Education,Employees,Agency & Temporary Staff,45005.44202792824,5500,LEARNING DIRECTIONS LTD
Education,Employees,Agency & Temporary Staff,45013.5323528125,1000,EMILY HINSON
Education,Employees,Agency & Temporary Staff,45005.44202792824,1500,LEARNING DIRECTIONS LTD
Development & Regulation,Employees,Agency & Temporary Staff,44988.601159224534,2523.38,OYSTER
Development & Regulation,Employees,Agency & Temporary Staff,44991.44652225694,1361.6,Hays
Development & Regulation,Employees,Agency & Temporary Staff,45001.504656944446,1702,Hays
Development & Regulation,Employees,Agency & Temporary Staff,45002.63646755787,1702,Hays
Development & Regulation,Employees,Agency & Temporary Staff,45007.486417395834,859.76,OYSTER
Development & Regulation,Employees,Agency & Temporary Staff,45007.486417395834,2500.3,OYSTER
Development & Regulation,Employees,Agency & Temporary Staff,45009.660015277776,2833.18,OYSTER
Development & Regulation,Employees,Agency & Temporary Staff,45009.66425277778,2400.44,OYSTER
Development & Regulation,Employees,Agency & Temporary Staff,45012.622601006944,1702,Hays
Development & Regulation,Employees,Agency & Temporary Staff,44986.63351732639,828,Hays
Development & Regulation,Employees,Agency & Temporary Staff,44991.68517434028,828,Hays
Development & Regulation,Employees,Agency & Temporary Staff,44994.685212233795,828,Hays
Development & Regulation,Employees,Agency & Temporary Staff,44998.65716859954,1380,Hays
Development & Regulation,Employees,Agency & Temporary Staff,44998.65716859954,1196,Hays
Development & Regulation,Employees,Agency & Temporary Staff,44998.65982184028,1035,Hays
Development & Regulation,Employees,Agency & Temporary Staff,44998.70563229167,1012,Hays
Development & Regulation,Employees,Agency & Temporary Staff,45005.55284510417,828,Hays
Development & Regulation,Employees,Agency & Temporary Staff,45005.55284510417,828,Hays
Development & Regulation,Employees,Agency & Temporary Staff,44987.674631979164,1260,Kenyon Block Consultants Limited
Development & Regulation,Employees,Agency & Temporary Staff,45002.40288969907,980,Kenyon Block Consultants Limited
Development & Regulation,Employees,Agency & Temporary Staff,45013.60170478009,600,Kenyon Block Consultants Limited
Development & Regulation,Employees,Agency & Temporary Staff,44995.67549568287,1816.66,Kenyon Block Consultants Limited
Development & Regulation,Employees,Agency & Temporary Staff,44995.67549568287,665,Kenyon Block Consultants Limited
Development & Regulation,Employees,Agency & Temporary Staff,44995.678253391205,1487.5,Kenyon Block Consultants Limited
Development & Regulation,Employees,Agency & Temporary Staff,44995.678253391205,1645,Kenyon Block Consultants Limited
Development & Regulation,Employees,Agency & Temporary Staff,44991.39348811343,2287.03,OYSTER
Development & Regulation,Employees,Agency & Temporary Staff,45015.63319548611,1502,OurEHO Ltd
Development & Regulation,Employees,Agency & Temporary Staff,44986.64973938657,1230,OYSTER
Development & Regulation,Employees,Agency & Temporary Staff,44993.469919710646,1189,OYSTER
Development & Regulation,Employees,Agency & Temporary Staff,44999.625084837964,1189,OYSTER
Development & Regulation,Employees,Agency & Temporary Staff,45005.504799849536,1489.5,Vivid Resourcing Ltd
Development & Regulation,Employees,Agency & Temporary Staff,45005.53897048611,1025,OYSTER
Development & Regulation,Employees,Agency & Temporary Staff,45014.535009293984,1228.5,Vivid Resourcing Ltd
Development & Regulation,Employees,Agency & Temporary Staff,45014.5391809375,3628.63,Vivid Resourcing Ltd
Development & Regulation,Employees,Agency & Temporary Staff,45014.5391809375,1683.5,Vivid Resourcing Ltd
Development & Regulation,Employees,Agency & Temporary Staff,45014.5391809375,2138.5,Vivid Resourcing Ltd
Development & Regulation,Employees,Agency & Temporary Staff,45016.48717184028,953.25,OYSTER
Commissioning & Procurement,Employees,Agency & Temporary Staff,44991.43511304398,142263.75,Comensura Ltd
Commissioning & Procurement,Employees,Agency & Temporary Staff,44998.66669297454,199069.62,Comensura Ltd
Commissioning & Procurement,Employees,Agency & Temporary Staff,45007.48355613426,205978.41,Comensura Ltd
Commissioning & Procurement,Employees,Agency & Temporary Staff,45012.476663113426,190438.11,Comensura Ltd
Finance & Property,Employees,Agency & Temporary Staff,44988.49407878472,3263.5,Hays
Finance & Property,Employees,Agency & Temporary Staff,44988.49407878472,1958.1,Hays
Finance & Property,Employees,Agency & Temporary Staff,44988.59846168981,652.7,Hays
Finance & Property,Employees,Agency & Temporary Staff,44998.69192387731,3263.5,Hays
Finance & Property,Employees,Agency & Temporary Staff,45007.40987048611,3263.5,Hays
Finance & Property,Employees,Agency & Temporary Staff,45007.60861292824,3263.5,Hays
Finance & Property,Employees,Agency & Temporary Staff,44986.44139424768,1036,MORGAN HUNT
Finance & Property,Employees,Agency & Temporary Staff,44986.466372372684,1083.36,MORGAN HUNT
Finance & Property,Employees,Agency & Temporary Staff,44986.466372372684,1044.14,MORGAN HUNT
Finance & Property,Employees,Agency & Temporary Staff,44988.390206331016,931,MORGAN HUNT
Finance & Property,Employees,Agency & Temporary Staff,44991.619914270836,832.49,MORGAN HUNT
Finance & Property,Employees,Agency & Temporary Staff,44991.619914270836,1024.8,MORGAN HUNT
Finance & Property,Employees,Agency & Temporary Staff,44991.62267118056,672,MORGAN HUNT
Finance & Property,Employees,Agency & Temporary Staff,45001.53883873842,721,MORGAN HUNT
Finance & Property,Employees,Agency & Temporary Staff,45001.53883873842,846.6,MORGAN HUNT
Finance & Property,Employees,Agency & Temporary Staff,45001.54176446759,1010.16,MORGAN HUNT
Finance & Property,Employees,Agency & Temporary Staff,45005.54182673611,707,MORGAN HUNT
Finance & Property,Employees,Agency & Temporary Staff,45005.615659641204,959.48,MORGAN HUNT
Finance & Property,Employees,Agency & Temporary Staff,45005.615659641204,1083.36,MORGAN HUNT
Finance & Property,Employees,Agency & Temporary Staff,45012.36131840278,1044.14,MORGAN HUNT
Finance & Property,Employees,Agency & Temporary Staff,45012.36828538194,1083.36,MORGAN HUNT
Finance & Property,Employees,Agency & Temporary Staff,45012.37242476852,700,MORGAN HUNT
Strategy & Governance,Employees,Agency & Temporary Staff,44994.65050902778,898.38,Vivid Resourcing Ltd
Strategy & Governance,Employees,Agency & Temporary Staff,45001.63205798611,574.74,Vivid Resourcing Ltd
Strategy & Governance,Employees,Agency & Temporary Staff,45005.54872569445,634.33,Vivid Resourcing Ltd
Strategy & Governance,Employees,Agency & Temporary Staff,45013.48636790509,574.74,Vivid Resourcing Ltd
Children & Family Services,Employees,Training,44999.62207109954,800,WHO'S IN CHARGE
Development & Regulation,Employees,Training,44986.490127777775,1750,Closha Associates Ltd
Development & Regulation,Employees,Training,44993.59967943287,578,INSTITUTE OF LICENSING (EVENTS) LTD
Development & Regulation,Employees,Training,45005.60432167824,1120,APEA
Development & Regulation,Employees,Training,45006.54594278935,1120,APEA
Development & Regulation,Employees,Training,44988.459879594906,1560,CHARTERED INSTITUTE OF HOUSING
Environment,Employees,Training,45000.65013877315,6937,UNIVERSITY OF WEST OF ENGLAND
Finance & Property,Employees,Training,45015.642745717596,1190,Redactive Events Limited
Strategy & Governance,Employees,Training,44987.54294375,570,Bucks Fire Safety Training
Strategy & Governance,Employees,Training,44988.601159224534,2500,Before Nine Ltd
Strategy & Governance,Employees,Training,44991.440416550926,1080,Bitesize Learning
Strategy & Governance,Employees,Training,44995.661983067126,10000,Embridge Consulting (UK) Limited
Strategy & Governance,Employees,Training,45014.47688472222,5000,KEYSTONE TRAINING LIMITED
Strategy & Governance,Employees,Training,45014.4977746875,750,KEYSTONE TRAINING LIMITED
Strategy & Governance,Employees,Training,45006.65711246528,1750,EDGE TRAINING AND CONSULTANCY LTD
Strategy & Governance,Employees,Training,45006.54880613426,700,EDGE TRAINING AND CONSULTANCY LTD
Strategy & Governance,Employees,Training,45007.63002704861,1512,BIRMINGHAM CITY UNIVERSITY
Strategy & Governance,Employees,Training,45007.63224846065,756,BIRMINGHAM CITY UNIVERSITY
Strategy & Governance,Employees,Training,45007.63627673611,1512,BIRMINGHAM CITY UNIVERSITY
Strategy & Governance,Employees,Training,45007.63627673611,756,BIRMINGHAM CITY UNIVERSITY
Strategy & Governance,Employees,Training,44988.50389351852,1496.25,EDGE SERVICES
Strategy & Governance,Employees,Training,45015.552375150466,675,THAMES VALLEY POLICE
Children & Family Services,Employees,Employee Expenses,45008.681919016206,2660.3,Employee expense
Development & Regulation,Employees,Recruitment Advertising,45008.5905059375,1083,ITSA LTD
Development & Regulation,Employees,Recruitment Advertising,44988.46640706019,5150,ROYAL BOROUGH OF WINDSOR & MAIDENHEAD
Adult Social Care,Premises,Corporate R&M,45000.46531770833,3160.5,NURSE ELECTRICAL LTD
Adult Social Care,Premises,Corporate R&M,45002.25373359954,722.02,ANCHOR PIPEWORK LIMITED
Adult Social Care,Premises,Corporate R&M,45002.46540408565,919.45,ANCHOR PIPEWORK LIMITED
Adult Social Care,Premises,Corporate R&M,45002.46540408565,546.61,ANCHOR PIPEWORK LIMITED
Adult Social Care,Premises,Corporate R&M,45002.67803923611,1161,ANCHOR PIPEWORK LIMITED
Adult Social Care,Premises,Corporate R&M,44991.53237017361,680,GROUND CONTROL LTD
Adult Social Care,Premises,Corporate R&M,44988.653890625,500.27,SCHINDLER LTD
Adult Social Care,Premises,Corporate R&M,45000.434810300925,1897.4,TFG Stage Technology Ltd
Adult Social Care,Premises,Corporate R&M,45000.45859760416,837.4,AQUAID (SOUTH COAST)
Adult Social Care,Premises,Corporate R&M,45007.50723765046,652.12,ANCHOR PIPEWORK LIMITED
Communities & Wellbeing,Premises,Corporate R&M,45016.48296987268,2005,NEWBURY CONSTRUCTION SERVICES LTD
Communities & Wellbeing,Premises,Corporate R&M,44987.63584548611,6780,ANCHOR PIPEWORK LIMITED
Communities & Wellbeing,Premises,Corporate R&M,44987.640054282405,2638.4,ANCHOR PIPEWORK LIMITED
Communities & Wellbeing,Premises,Corporate R&M,44987.640054282405,4995,ANCHOR PIPEWORK LIMITED
Communities & Wellbeing,Premises,Corporate R&M,45014.576697453704,2274,ANCHOR PIPEWORK LIMITED
Education,Premises,Corporate R&M,44999.35844869213,1441.98,ANCHOR PIPEWORK LIMITED
Education,Premises,Corporate R&M,45002.62214961806,570.34,ARC WINDOWS
Education,Premises,Corporate R&M,45006.38626979167,9275.3,A&E FIRE & SECURITY LIMITED
Education,Premises,Corporate R&M,45006.38626979167,745,A&E FIRE & SECURITY LIMITED
Education,Premises,Corporate R&M,44998.36801724537,806.84,ANCHOR PIPEWORK LIMITED
Development & Regulation,Premises,Corporate R&M,45000.51796153935,750,BERKSHIRE MECHANICAL SERVICES
Environment,Premises,Corporate R&M,44986.58730474537,844,READING EXTINGUISHER SERVICES
Environment,Premises,Corporate R&M,45007.63002704861,1679.62,Chubb Systems Ltd
Environment,Premises,Corporate R&M,45013.48382943287,1462,SSS Management Services Ltd
Environment,Premises,Corporate R&M,45007.51867638889,998.8,D LANE
Environment,Premises,Corporate R&M,45007.51867638889,798.8,D LANE
Finance & Property,Premises,Corporate R&M,45015.42474552083,2996.15,NURSE ELECTRICAL LTD
Finance & Property,Premises,Corporate R&M,45012.42126527778,1022.66,NURSE ELECTRICAL LTD
Finance & Property,Premises,Corporate R&M,45008.705555520835,588.86,Wood Environment & Infrastructure Solutions UK Ltd
Finance & Property,Premises,Corporate R&M,45012.68527415509,576.73,Wood Environment & Infrastructure Solutions UK Ltd
Finance & Property,Premises,Corporate R&M,44988.60813321759,15914.47,MONTAGU EVANS LLP (EDINBURGH OFFICE)- PROPERTY RECHARGES
Finance & Property,Premises,Corporate R&M,44994.509120104165,1741.56,ELITE SECURITY GROUP
Finance & Property,Premises,Corporate R&M,44999.50699753472,830.98,SCHINDLER LTD
Development & Regulation,Premises,Removal Expenses,44991.696731365744,1260,Mr Ian Lucas (Acorn Removals)
Adult Social Care,Premises,Energy costs,45005.57372908565,3916.8,Certas Energy UK Ltd
Environment,Premises,Energy costs,44991.60872260416,1353.45,SOUTHERN ELECTRIC PLC
Environment,Premises,Energy costs,44991.6017753125,676.05,SOUTHERN ELECTRIC PLC
Environment,Premises,Energy costs,44999.415551736114,654.61,SOUTHERN ELECTRIC PLC
Children & Family Services,Premises,Rents,45007.546339120374,648,ST JOHNS CHURCH NEWBURY (ROOMS)
Children & Family Services,Premises,Rents,45007.46542951389,800,Redacted
Children & Family Services,Premises,Rents,45007.469657407404,1188,Redacted
Children & Family Services,Premises,Rents,45007.469657407404,888,Redacted
Children & Family Services,Premises,Rents,45007.47242114583,1250,Redacted
Children & Family Services,Premises,Rents,45007.47242114583,1250,Redacted
Communities & Wellbeing,Premises,Rents,45002.61524097222,9186,EXCALIBUR ACADEMIES TRUST - JOHN O'GAUNT SCHOOL
Development & Regulation,Premises,Rents,44993.647762534725,1540,EXCLUSIVE HOUSING SOLUTIONS LTD
Development & Regulation,Premises,Rents,45000.63623599537,553.81,SOVEREIGN HOUSING GROUP
Development & Regulation,Premises,Rents,45015.598258680555,1540,PHOENIX APARTMENTS LTD
Development & Regulation,Premises,Rents,45015.601020104164,1960,PHOENIX APARTMENTS LTD
Development & Regulation,Premises,Rents,45015.6189306713,1330,PHOENIX APARTMENTS LTD
Development & Regulation,Premises,Rents,44986.4760871875,1475,Redacted
Development & Regulation,Premises,Rents,44986.4760871875,1475,Redacted
Development & Regulation,Premises,Rents,44987.383124305554,1330,PHOENIX APARTMENTS LTD
Development & Regulation,Premises,Rents,44987.44137202546,4300,Redacted
Development & Regulation,Premises,Rents,44991.481215011576,10000,FIS PAYMENTS - TRAVELODGE
Development & Regulation,Premises,Rents,44993.640953738424,1960,PHOENIX APARTMENTS LTD
Development & Regulation,Premises,Rents,44993.64348133102,1330,PHOENIX APARTMENTS LTD
Development & Regulation,Premises,Rents,44999.469566087966,725,TOOMEY CLIENT ACCOUNT
Development & Regulation,Premises,Rents,44999.469566087966,650,TOOMEY CLIENT ACCOUNT
Development & Regulation,Premises,Rents,45015.69546420139,591,OH GOODLORD LTD
Development & Regulation,Premises,Rents,45015.702422800925,591,OH GOODLORD LTD
Development & Regulation,Premises,Rents,45001.75444899306,11411,Premier Inn
Development & Regulation,Premises,Rents,45001.75444899306,33163.02,Travelodge
Development & Regulation,Premises,Rents,45006.40040378472,2408,Tennent Homes 2019 Limited
Development & Regulation,Premises,Rents,45016.29919085648,650,HENWICK PROPERTIES
Finance & Property,Premises,Rents,45013.70862928241,852.99,Hungerford Land Ltd
Finance & Property,Premises,Rents,44992.69659710648,3447.84,ROBSON PROPERTY MANAGEMENT - SERVICE CHARGE
Finance & Property,Premises,Rents,45013.69927931713,1187.94,ENBORNE COURT MANAGEMENT COMPANY LTD
Finance & Property,Premises,Rates,44993.69213978009,1842.33,HMRC
Finance & Property,Premises,Rates,44992.752723460646,20879.78,West Berkshire Council
Finance & Property,Premises,Rates,44992.752723460646,3732.25,West Berkshire Council
Education (DSG Funded),Premises,Water Rates,45005.39595327546,508.08,CASTLE WATER LIMITED
Development & Regulation,Premises,Water Rates,44993.3771712963,581.21,CASTLE WATER LIMITED
Adult Social Care,Premises,Cleaning,44987.53572230324,790,M&R Services
Adult Social Care,Premises,Cleaning,44986.43160335648,892.9,Glen Cleaning Company Ltd
Adult Social Care,Premises,Cleaning,45013.504796678244,892.9,Glen Cleaning Company Ltd
Adult Social Care,Premises,Cleaning,44987.68148850695,1962.87,Glen Cleaning Company Ltd
Adult Social Care,Premises,Cleaning,45013.504796678244,1962.87,Glen Cleaning Company Ltd
Adult Social Care,Premises,Cleaning,45009.55988961805,1456.69,SYNCARE T/A REDLAND HEALTHCARE LTD
Children & Family Services,Premises,Cleaning,44986.62676304398,601.82,Glen Cleaning Company Ltd
Children & Family Services,Premises,Cleaning,45014.465595104164,601.82,Glen Cleaning Company Ltd
Communities & Wellbeing,Premises,Cleaning,44992.675705092595,1474.99,Glen Cleaning Company Ltd
Communities & Wellbeing,Premises,Cleaning,44999.60850451389,503.15,GREENHAM TRADING LTD
Communities & Wellbeing,Premises,Cleaning,44986.52908811343,1183.91,Glen Cleaning Company Ltd
Communities & Wellbeing,Premises,Cleaning,44986.51102210648,747.39,Glen Cleaning Company Ltd
Communities & Wellbeing,Premises,Cleaning,44994.56478460648,747.39,Glen Cleaning Company Ltd
Communities & Wellbeing,Premises,Cleaning,44994.53685196759,892.9,Glen Cleaning Company Ltd
Communities & Wellbeing,Premises,Cleaning,45006.65014394676,892.9,Glen Cleaning Company Ltd
Education,Premises,Cleaning,44986.46914922454,1183.91,Glen Cleaning Company Ltd
Education,Premises,Cleaning,45002.37506056713,1183.91,Glen Cleaning Company Ltd
Environment,Premises,Cleaning,44986.41375489583,810.81,Glen Cleaning Company Ltd
Environment,Premises,Cleaning,45013.63223028935,810.81,Glen Cleaning Company Ltd
Finance & Property,Premises,Cleaning,44992.48824170139,4499.47,Glen Cleaning Company Ltd
Finance & Property,Premises,Cleaning,44994.47685274306,521.09,COMPLETE BUSINESS SOLUTIONS GROUP UK LTD
Finance & Property,Premises,Cleaning,44994.509120104165,1776.7,COMPLETE BUSINESS SOLUTIONS GROUP UK LTD
Finance & Property,Premises,Cleaning,45013.539130289355,4499.47,Glen Cleaning Company Ltd
Finance & Property,Premises,Cleaning,44986.43442480324,601.82,Glen Cleaning Company Ltd
Finance & Property,Premises,Cleaning,45014.535009293984,601.82,Glen Cleaning Company Ltd
Finance & Property,Premises,Cleaning,45008.632156168984,619.36,RELYON CLEANING SERVICES
Communities & Wellbeing,Premises,Waste,44994.65505378472,542.1,BIFFA WASTE SERVICES LTD
