Service,Expenditure category,Narrative,Date,Net amount,Supplier name
Children & Family Services,Employees,Agency & Temporary Staff,45230.40580806713,2962.25,CALL US
Development & Regulation,Employees,Agency & Temporary Staff,45201.502281747686,1395.64,Hays
Development & Regulation,Employees,Agency & Temporary Staff,45204.55147962963,1621.37,OYSTER
Development & Regulation,Employees,Agency & Temporary Staff,45204.69265173611,1744.55,Hays
Development & Regulation,Employees,Agency & Temporary Staff,45208.474210532404,1668.44,OYSTER
Development & Regulation,Employees,Agency & Temporary Staff,45211.56466701389,1744.55,Hays
Development & Regulation,Employees,Agency & Temporary Staff,45211.641310914354,1393.06,OYSTER
Development & Regulation,Employees,Agency & Temporary Staff,45225.45404837963,1744.55,Hays
Development & Regulation,Employees,Agency & Temporary Staff,45225.45696203704,1733.07,OYSTER
Development & Regulation,Employees,Agency & Temporary Staff,45225.46788399306,1744.55,Hays
Development & Regulation,Employees,Agency & Temporary Staff,45226.5860962963,1463.31,OYSTER
Development & Regulation,Employees,Agency & Temporary Staff,45225.53334440972,1084.46,Hays
Development & Regulation,Employees,Agency & Temporary Staff,45230.526587071756,1084.46,Hays
Development & Regulation,Employees,Agency & Temporary Staff,45201.41244644676,1013.74,Hays
Development & Regulation,Employees,Agency & Temporary Staff,45203.600760104164,1118,Kenyon Block Consultants Limited
Development & Regulation,Employees,Agency & Temporary Staff,45209.52297716435,1260,Kenyon Block Consultants Limited
Development & Regulation,Employees,Agency & Temporary Staff,45202.40082491898,1682,Kenyon Block Consultants Limited
Development & Regulation,Employees,Agency & Temporary Staff,45215.37768831018,1487.5,Kenyon Block Consultants Limited
Development & Regulation,Employees,Agency & Temporary Staff,45215.39433001157,1295,Kenyon Block Consultants Limited
Development & Regulation,Employees,Agency & Temporary Staff,45215.39433001157,1487.5,Kenyon Block Consultants Limited
Development & Regulation,Employees,Agency & Temporary Staff,45215.39826728009,1969.31,Kenyon Block Consultants Limited
Development & Regulation,Employees,Agency & Temporary Staff,45203.54448587963,660,OYSTER
Development & Regulation,Employees,Agency & Temporary Staff,45203.54889262732,660,OYSTER
Development & Regulation,Employees,Agency & Temporary Staff,45203.54889262732,1666.7,OYSTER
Development & Regulation,Employees,Agency & Temporary Staff,45203.59370563657,660,OYSTER
Development & Regulation,Employees,Agency & Temporary Staff,45203.59370563657,1070,OYSTER
Development & Regulation,Employees,Agency & Temporary Staff,45203.595351006945,600,OYSTER
Development & Regulation,Employees,Agency & Temporary Staff,45203.595351006945,1570,OYSTER
Development & Regulation,Employees,Agency & Temporary Staff,45215.39826728009,570,OYSTER
Development & Regulation,Employees,Agency & Temporary Staff,45218.61411403935,1580,OYSTER
Development & Regulation,Employees,Agency & Temporary Staff,45218.61411403935,1570,OYSTER
Development & Regulation,Employees,Agency & Temporary Staff,45218.64200115741,1540,OYSTER
Development & Regulation,Employees,Agency & Temporary Staff,45230.60696087963,1580,OYSTER
Development & Regulation,Employees,Agency & Temporary Staff,45208.497964664355,1859.63,OYSTER
Development & Regulation,Employees,Agency & Temporary Staff,45211.68281990741,1813.23,OYSTER
Commissioning & Procurement,Employees,Agency & Temporary Staff,45201.532767592595,161383.63,Comensura Ltd
Commissioning & Procurement,Employees,Agency & Temporary Staff,45204.69950945602,177003.46,Comensura Ltd
Commissioning & Procurement,Employees,Agency & Temporary Staff,45211.50304633102,170253.19,Comensura Ltd
Commissioning & Procurement,Employees,Agency & Temporary Staff,45218.34986577546,158410.76,Comensura Ltd
Finance & Property,Employees,Agency & Temporary Staff,45230.54521319445,2250.3,Hays
Finance & Property,Employees,Agency & Temporary Staff,45211.4955133912,2007.06,Hays
Finance & Property,Employees,Agency & Temporary Staff,45211.50304633102,3345.1,Hays
Finance & Property,Employees,Agency & Temporary Staff,45211.50304633102,3345.1,Hays
Finance & Property,Employees,Agency & Temporary Staff,45230.60696087963,3345.1,Hays
Finance & Property,Employees,Agency & Temporary Staff,45201.641158101855,1137.38,MORGAN HUNT
Finance & Property,Employees,Agency & Temporary Staff,45215.623494363426,1137.38,MORGAN HUNT
Finance & Property,Employees,Agency & Temporary Staff,45216.54022002315,1044.14,MORGAN HUNT
Finance & Property,Employees,Agency & Temporary Staff,45216.54022002315,1044.14,MORGAN HUNT
Finance & Property,Employees,Agency & Temporary Staff,45216.5445540162,1137.38,MORGAN HUNT
Finance & Property,Employees,Agency & Temporary Staff,45219.602699421295,1044.14,MORGAN HUNT
Finance & Property,Employees,Agency & Temporary Staff,45219.60709841435,906.83,MORGAN HUNT
Finance & Property,Employees,Agency & Temporary Staff,45225.544630752316,1137.38,MORGAN HUNT
Strategy & Governance,Employees,Agency & Temporary Staff,45201.60621508102,1605.25,Vivid Resourcing Ltd
Strategy & Governance,Employees,Agency & Temporary Staff,45212.66914899305,716.03,Vivid Resourcing Ltd
Adult Social Care,Employees,Training,45205.5930849537,550,MR I GRAHAM T/A Community Safety Training
Adult Social Care,Employees,Training,45209.68974618056,650,DAWN REVELL T/A DR TRAINING LTD
Adult Social Care,Employees,Training,45223.5097965625,875,EDGE TRAINING AND CONSULTANCY LTD
Adult Social Care,Employees,Training,45224.37083194444,650,DAWN REVELL T/A DR TRAINING LTD
Adult Social Care,Employees,Training,45224.39874927083,900,First Response Training
Adult Social Care,Employees,Training,45226.47776207176,3000,Cornerstone Training and Support Ltd
Adult Social Care,Employees,Training,45211.60912677083,700,EDGE TRAINING AND CONSULTANCY LTD
Children & Family Services,Employees,Training,45225.53742901621,2936.83,ALASDAIR CANT & ASSOCIATES LTD
Children & Family Services,Employees,Training,45210.525839236114,552,FosterTalk Ltd
Children & Family Services,Employees,Training,45210.525839236114,552,FosterTalk Ltd
Public Health & Wellbeing,Employees,Training,45219.489151932874,661,Oxford Diocesan Council for Social Work Incorp T/A PACT
Development & Regulation,Employees,Training,45202.442508217595,1200,Star Fireworks Ltd
Development & Regulation,Employees,Training,45210.470207025464,615,INSTITUTE OF LICENSING (EVENTS) LTD
Finance & Property,Employees,Training,45216.60694189815,530,ROSPA PLAYSAFETY LTD
Strategy & Governance,Employees,Training,45204.67674710648,1134,Bitesize Learning
Strategy & Governance,Employees,Training,45211.678508680554,10050,Embridge Consulting (UK) Limited
Strategy & Governance,Employees,Training,45216.41961859954,750,KEYSTONE TRAINING LIMITED
Strategy & Governance,Employees,Training,45230.45718993055,1168.2,Bitesize Learning
Strategy & Governance,Employees,Training,45230.464093553244,1134,Bitesize Learning
Strategy & Governance,Employees,Training,45205.6417659375,854.4,SOLACE
Strategy & Governance,Employees,Employee Expenses,45217.45071759259,798,CAPITA RECRUITMENT VETTING SERVICE
Strategy & Governance,Employees,Employee Expenses,45230.41277538194,3707,SOLICITORS REGULATION AUTHORITY
Adult Social Care,Premises,Corporate R&M,45223.45435825232,1911.93,SCHINDLER LTD
Adult Social Care,Premises,Corporate R&M,45209.47031107639,661.75,READING EXTINGUISHER SERVICES
Adult Social Care,Premises,Corporate R&M,45218.58184533565,544.2,ANCHOR PIPEWORK LIMITED
Adult Social Care,Premises,Corporate R&M,45215.44988645834,586.3,ANCHOR PIPEWORK LIMITED
Adult Social Care,Premises,Corporate R&M,45204.55147962963,750.9,IRONMONGERY DIRECT LTD
Adult Social Care,Premises,Corporate R&M,45215.56793564815,648.2,DDC DOLPHIN LTD
Adult Social Care,Premises,Corporate R&M,45215.65820023148,670,ARJO UK LTD
Adult Social Care,Premises,Corporate R&M,45224.37083194444,870,DNA HOME IMPROVEMENTS LTD
Adult Social Care,Premises,Corporate R&M,45224.37083194444,800,DNA HOME IMPROVEMENTS LTD
Adult Social Care,Premises,Corporate R&M,45225.57897792824,581,ANCHOR PIPEWORK LIMITED
Adult Social Care,Premises,Corporate R&M,45226.42918414352,669,M.Allum Plumbing & Heating Engineers
Children & Family Services,Premises,Corporate R&M,45210.54426354167,2655,DEARING CONSTRUCTION
Children & Family Services,Premises,Corporate R&M,45210.54426354167,1300,DEARING CONSTRUCTION
Children & Family Services,Premises,Corporate R&M,45216.55140320602,760,DEARING CONSTRUCTION
Communities & Wellbeing,Premises,Corporate R&M,45219.67649239583,2525.25,Churchill Support Service Ltd
Communities & Wellbeing,Premises,Corporate R&M,45223.488958333335,848.42,Alliance Leisure Services Limited
Communities & Wellbeing,Premises,Corporate R&M,45201.59224741898,700,ANCHOR PIPEWORK LIMITED
Communities & Wellbeing,Premises,Corporate R&M,45201.66945292824,796.89,ANCHOR PIPEWORK LIMITED
Communities & Wellbeing,Premises,Corporate R&M,45215.49150315972,2366.92,Tecserv UK Ltd
Development & Regulation,Premises,Corporate R&M,45208.550828472224,1435,BERKSHIRE MECHANICAL SERVICES
Development & Regulation,Premises,Corporate R&M,45209.706305555555,635,Redacted
Environment,Premises,Corporate R&M,45203.655128275466,1989.13,VolkerHighways Ltd
Environment,Premises,Corporate R&M,45209.636867939815,652.7,Chubb Fire & Security Ltd
Environment,Premises,Corporate R&M,45216.516688888885,545,M K TAYLOR
Environment,Premises,Corporate R&M,45212.25157349537,1913.93,ANCHOR PIPEWORK LIMITED
Finance & Property,Premises,Corporate R&M,45215.644303009256,1116.93,WSP UK LTD
Finance & Property,Premises,Corporate R&M,45202.50949077546,1760.49,ELITE SECURITY GROUP
Finance & Property,Premises,Corporate R&M,45208.51621346065,1580,NEWBURY CONSTRUCTION SERVICES LTD
Finance & Property,Premises,Corporate R&M,45225.46788399306,742.67,ANCHOR PIPEWORK LIMITED
Finance & Property,Premises,Corporate R&M,45230.39457103009,600.9,READING EXTINGUISHER SERVICES
Finance & Property,Premises,Corporate R&M,45222.48206582176,546.8,AQUAID (SOUTH COAST)
Finance & Property,Premises,Corporate R&M,45223.39168310185,1247.64,ZIP HEATERS (UK) LTD
Finance & Property,Premises,Corporate R&M,45203.419305474534,549.13,SCHINDLER LTD
Finance & Property,Premises,Corporate R&M,45203.42167604167,1103.42,SCHINDLER LTD
Finance & Property,Premises,Corporate R&M,45203.4268434375,1900.8,SCHINDLER LTD
Finance & Property,Premises,Corporate R&M,45216.54708483796,1423,SOUTHERN MAINTENANCE SOLUTIONS LTD
Finance & Property,Premises,Corporate R&M,45223.39168310185,745,ANCHOR PIPEWORK LIMITED
Development & Regulation,Premises,Energy costs,45208.682534340274,2207.79,TOTALENERGIES GAS & POWER LIMITED
Environment,Premises,Energy costs,45219.49569332176,3006.55,SOUTHERN ELECTRIC PLC
Environment,Premises,Energy costs,45224.523924733796,765.36,SOUTHERN ELECTRIC PLC
Environment,Premises,Energy costs,45205.50295243056,1406.31,SOUTHERN ELECTRIC PLC
Adult Social Care,Premises,Rents,45202.474583020834,121250,A2 Dominion
Children & Family Services,Premises,Rents,45216.6513215625,774,ST JOHNS CHURCH NEWBURY (ROOMS)
Children & Family Services,Premises,Rents,45226.75283877315,1950,Montel Properties Ltd
Children & Family Services,Premises,Rents,45225.66886574074,800,Redacted
Children & Family Services,Premises,Rents,45225.67104166667,1188,Redacted
Children & Family Services,Premises,Rents,45225.69677083333,888,Redacted
Children & Family Services,Premises,Rents,45225.69923611111,1450,Redacted
Children & Family Services,Premises,Rents,45225.701631944445,1450,Redacted
Development & Regulation,Premises,Rents,45202.40524158565,35384.62,CHURCH'S RESIDENTIAL LETTING
Development & Regulation,Premises,Rents,45202.40524158565,19584,SGS HOTELS READING LIMITED
Development & Regulation,Premises,Rents,45205.50295243056,18144,SGS HOTELS READING LIMITED
Development & Regulation,Premises,Rents,45212.53725721065,18144,SGS HOTELS READING LIMITED
Development & Regulation,Premises,Rents,45217.5679846875,3650,P4I Limited
Development & Regulation,Premises,Rents,45225.537308680556,15120,SGS HOTELS READING LIMITED
Development & Regulation,Premises,Rents,45225.537308680556,15120,SGS HOTELS READING LIMITED
Development & Regulation,Premises,Rents,45205.489388738424,6000,Redacted
Development & Regulation,Premises,Rents,45218.63476137732,803.25,HENWICK PROPERTIES
Development & Regulation,Premises,Rents,45218.66520578704,760,Redacted
Development & Regulation,Premises,Rents,45225.70690732639,6030,Redacted
Development & Regulation,Premises,Rents,45202.504999502315,10000,FIS PAYMENTS - TRAVELODGE
Development & Regulation,Premises,Rents,45208.66923784722,7000,FIS PAYMENTS - TRAVELODGE
Development & Regulation,Premises,Rents,45217.44292248842,10000,FIS PAYMENTS - TRAVELODGE
Development & Regulation,Premises,Rents,45225.704149386576,44850,TWO SAINTS LTD
Development & Regulation,Premises,Rents,45201.53667916667,1400,Redacted
Development & Regulation,Premises,Rents,45208.66937769676,2408,Tennent Homes 2019 Limited
Development & Regulation,Premises,Rents,45210.581311145834,650,HENWICK PROPERTIES
Development & Regulation,Premises,Rents,45218.63476137732,803.24,HENWICK PROPERTIES
Development & Regulation,Premises,Rents,45219.37352670139,44235.75,PREMIER INN BUSINESS ACCOUNT
Development & Regulation,Premises,Rents,45219.37352670139,34316.41,FIS PAYMENTS - TRAVELODGE
Environment,Premises,Rents,45202.69713865741,7500,NEWBURY RUGBY CLUB
Finance & Property,Premises,Water Rates,45209.25142511574,719.08,CASTLE WATER LIMITED
Finance & Property,Premises,Water Rates,45209.25142511574,872.64,CASTLE WATER LIMITED
Finance & Property,Premises,Water Rates,45216.56792403935,768.88,CASTLE WATER LIMITED
Adult Social Care,Premises,Cleaning,45211.5096162037,662.6,Glen Cleaning Company Ltd
Adult Social Care,Premises,Cleaning,45201.41259112269,983.08,Glen Cleaning Company Ltd
Adult Social Care,Premises,Cleaning,45224.537559756944,983.08,Glen Cleaning Company Ltd
Adult Social Care,Premises,Cleaning,45202.40535234954,2161.12,Glen Cleaning Company Ltd
Adult Social Care,Premises,Cleaning,45225.53334440972,2161.12,Glen Cleaning Company Ltd
Adult Social Care,Premises,Cleaning,45225.53334440972,2161.12,Glen Cleaning Company Ltd
Adult Social Care,Premises,Cleaning,45223.58195864583,712.1,SYNCARE T/A REDLAND HEALTHCARE LTD
Children & Family Services,Premises,Cleaning,45204.66319355324,601.81,Glen Cleaning Company Ltd
Communities & Wellbeing,Premises,Cleaning,45211.60645262731,1273.92,CATHEDRAL LEASING LTD
Communities & Wellbeing,Premises,Cleaning,45201.498015543984,1623.96,Glen Cleaning Company Ltd
Communities & Wellbeing,Premises,Cleaning,45202.67175706018,556.48,INITIAL WASHROOM HYGIENE
Education,Premises,Cleaning,45223.61367334491,600.72,Glen Cleaning Company Ltd
Education,Premises,Cleaning,45223.57933572917,1303.48,Glen Cleaning Company Ltd
Education,Premises,Cleaning,45223.58635975695,502.01,Glen Cleaning Company Ltd
Environment,Premises,Cleaning,45203.6578190162,1238.56,Glen Cleaning Company Ltd
Environment,Premises,Cleaning,45215.526318171294,809.64,Glen Cleaning Company Ltd
Environment,Premises,Cleaning,45223.523807094905,1238.56,Glen Cleaning Company Ltd
Environment,Premises,Cleaning,45215.526318171294,1214.46,Glen Cleaning Company Ltd
Finance & Property,Premises,Cleaning,45205.46960917824,659.45,COMPLETE BUSINESS SOLUTIONS GROUP UK LTD
Finance & Property,Premises,Cleaning,45205.644071875,504,COMPLETE BUSINESS SOLUTIONS GROUP UK LTD
Finance & Property,Premises,Cleaning,45215.44740586806,4953.92,Glen Cleaning Company Ltd
Finance & Property,Premises,Cleaning,45230.60696087963,4953.92,Glen Cleaning Company Ltd
Finance & Property,Premises,Cleaning,45215.44740586806,662.6,Glen Cleaning Company Ltd
Finance & Property,Premises,Cleaning,45230.60696087963,662.6,Glen Cleaning Company Ltd
Finance & Property,Premises,Cleaning,45225.530689085645,711.64,RELYON CLEANING SERVICES
Communities & Wellbeing,Premises,Waste,45215.37342225695,2341.92,CATHEDRAL LEASING LTD
Commissioning & Procurement,Premises,Waste,45217.55151863426,1692.32,VEOLIA ES WEST BERKSHIRE LTD
Education (DSG Funded),Premises,Grounds Maintenance,45204.58842511574,655,A&E FIRE & SECURITY LIMITED
Education,Premises,Grounds Maintenance,45218.607272800924,893,Tactical Facilities Management Ltd
Environment,Premises,Grounds Maintenance,45211.70349710648,3097.04,Continental Landscapes Ltd
Environment,Premises,Grounds Maintenance,45224.4266621875,3300,TMA INSPECTIONS LTD
Environment,Premises,Grounds Maintenance,45217.46382121528,944.44,CONNICK TREE CARE
Environment,Premises,Grounds Maintenance,45203.4268434375,601.13,CONNICK TREE CARE
Environment,Premises,Grounds Maintenance,45203.429101041664,1020,Foremost Treesurgeons Ltd
Environment,Premises,Grounds Maintenance,45203.43299528935,662.89,CONNICK TREE CARE
Environment,Premises,Grounds Maintenance,45203.43299528935,555.97,CONNICK TREE CARE
Environment,Premises,Grounds Maintenance,45203.44011076389,944.44,CONNICK TREE CARE
Environment,Premises,Grounds Maintenance,45203.44712399306,944.44,CONNICK TREE CARE
Environment,Premises,Grounds Maintenance,45217.46815706018,1241.44,CONNICK TREE CARE
Environment,Premises,Grounds Maintenance,45217.470790625,5019.17,CONNICK TREE CARE
Environment,Premises,Grounds Maintenance,45217.488997141205,552.41,CONNICK TREE CARE
Environment,Premises,Grounds Maintenance,45217.65882809028,1505,FUTURE NATURE WTC
Environment,Premises,Grounds Maintenance,45217.65882809028,2348,FUTURE NATURE WTC
Environment,Premises,Grounds Maintenance,45212.44009748843,521.75,Continental Landscapes Ltd
Environment,Transport,Direct Transport Costs,45230.526587071756,951.65,Rygor Commercials Ltd
Environment,Transport,Direct Transport Costs,45209.54455424769,2042.41,ALLSTAR BUSINESS SOLUTIONS LTD
Environment,Transport,Direct Transport Costs,45215.53745269676,2672.98,ALLSTAR BUSINESS SOLUTIONS LTD
Environment,Transport,Direct Transport Costs,45222.419589467594,2690.25,ALLSTAR BUSINESS SOLUTIONS LTD
Environment,Transport,Direct Transport Costs,45225.5263903125,2319.12,ALLSTAR BUSINESS SOLUTIONS LTD
Environment,Transport,Direct Transport Costs,45202.516474537035,765,FREIGHTSHIELD REPAIR AND SERVICE LTD
Environment,Transport,Direct Transport Costs,45203.648214733796,872.68,E A RECOVERY & CONTRACTING SERVICES LTD T/A STATION TYRES AND SERVICE CENTRE
Environment,Transport,Direct Transport Costs,45218.63476137732,643.44,E A RECOVERY & CONTRACTING SERVICES LTD T/A STATION TYRES AND SERVICE CENTRE
Environment,Transport,Direct Transport Costs,45225.502772604166,676.37,E A RECOVERY & CONTRACTING SERVICES LTD T/A STATION TYRES AND SERVICE CENTRE
Environment,Transport,Direct Transport Costs,45225.50560575232,582.11,E A RECOVERY & CONTRACTING SERVICES LTD T/A STATION TYRES AND SERVICE CENTRE
Environment,Transport,Direct Transport Costs,45230.48493121528,948.48,E A RECOVERY & CONTRACTING SERVICES LTD T/A STATION TYRES AND SERVICE CENTRE
Adult Social Care,Transport,Transport Hire,45204.56063541667,580,COMPASS EXECUTIVE CARS (UK) LTD
Adult Social Care,Transport,Transport Hire,45204.56918278935,880,COMPASS EXECUTIVE CARS (UK) LTD
Adult Social Care,Transport,Transport Hire,45210.50253938657,1785,MR RODNEY JAMES NEMETH
Adult Social Care,Transport,Transport Hire,45210.60914008102,6300,D J TRAVEL
Children & Family Services,Transport,Transport Hire,45202.516474537035,625,PHOENIX ENTERPRISE (NEWBURY) LTD
Children & Family Services,Transport,Transport Hire,45202.516474537035,1000,PHOENIX ENTERPRISE (NEWBURY) LTD
Children & Family Services,Transport,Transport Hire,45215.60278761574,3042,ABC TRAVEL (WOKINGHAM) LIMITED T/A ABC TRAVEL
Children & Family Services,Transport,Transport Hire,45211.56466701389,900,Mark Dillon t/a Penmar Transport Ltd
Education,Transport,Transport Hire,45203.689892939816,740,KARL'S KAB'S
Education,Transport,Transport Hire,45223.523807094905,1050,BROADWAY CARS
Education,Transport,Transport Hire,45230.61393070602,640,KARL'S KAB'S
Education,Transport,Transport Hire,45202.52979540509,980,Kennet & Avon Group
Education,Transport,Transport Hire,45202.53970806713,1260,POTTINGER'S HIRE SERVICE
Education,Transport,Transport Hire,45203.648214733796,1393.33,Mark Dillon t/a Penmar Transport Ltd
Education,Transport,Transport Hire,45203.65091045139,2160,Andrew Cox
Education,Transport,Transport Hire,45203.655128275466,840,Mark Dillon t/a Penmar Transport Ltd
Education,Transport,Transport Hire,45209.706305555555,1425,DANIEL GRIFFITHS T/A BLUEBIRD PASSENGER SERVICES
Education,Transport,Transport Hire,45210.516514780094,2520,BROADWAY CARS
Education,Transport,Transport Hire,45210.516514780094,2430,BROADWAY CARS
Education,Transport,Transport Hire,45210.516514780094,1332,BROADWAY CARS
Education,Transport,Transport Hire,45210.592771840275,2660,BROADWAY CARS
Education,Transport,Transport Hire,45211.50304633102,3502.22,COMPASS EXECUTIVE CARS (UK) LTD
Education,Transport,Transport Hire,45216.51243070602,3012.64,D J TRAVEL
Education,Transport,Transport Hire,45216.655765428244,3724,FD TRAVELS LIMITED T/A SCHOOL EXPRESS
Education,Transport,Transport Hire,45216.66249806713,5145,COMPASS EXECUTIVE CARS (UK) LTD
Education,Transport,Transport Hire,45216.66954679398,904.4,FD TRAVELS LIMITED T/A SCHOOL EXPRESS
Education,Transport,Transport Hire,45216.66954679398,525.67,FD TRAVELS LIMITED T/A SCHOOL EXPRESS
Education,Transport,Transport Hire,45217.53053541666,630,COMPASS EXECUTIVE CARS (UK) LTD
Education,Transport,Transport Hire,45217.607071412036,823.34,GREEN METRO CARS READING LTD
Education,Transport,Transport Hire,45202.69725424769,1220,KARL'S KAB'S
Education,Transport,Transport Hire,45203.642665011575,620,MRS M F RICHARDSON
Education,Transport,Transport Hire,45209.60908619213,665,MRS M F RICHARDSON
Education,Transport,Transport Hire,45209.65519788195,2582,Premier Cars
Education,Transport,Transport Hire,45210.59967241898,3985,COMPASS EXECUTIVE CARS (UK) LTD
Education,Transport,Transport Hire,45210.62299016204,632.5,MRS M F RICHARDSON
Education,Transport,Transport Hire,45216.66516107639,2320,GREEN METRO CARS READING LTD
Education,Transport,Transport Hire,45216.67639730324,632,MRS M F RICHARDSON
Education,Transport,Transport Hire,45219.37068298611,700,Mark Dillon t/a Penmar Transport Ltd
Education,Transport,Transport Hire,45223.47775142361,515,KARL'S KAB'S
Education,Transport,Transport Hire,45202.50949077546,2470,Andrew Cox
Education,Transport,Transport Hire,45202.50949077546,2470,Andrew Cox
Education,Transport,Transport Hire,45202.5188621875,2160,A1 CARS
Education,Transport,Transport Hire,45202.52979540509,2660,Kennet & Avon Group
Education,Transport,Transport Hire,45202.52979540509,3740,Kennet & Avon Group
Education,Transport,Transport Hire,45202.69252241898,3591,ALMAAZ 59 LTD ( T/A SCHOOL TRAVEL)
Education,Transport,Transport Hire,45202.69713865741,2224,ALMAAZ 59 LTD ( T/A SCHOOL TRAVEL)
Education,Transport,Transport Hire,45202.69713865741,3780,ALMAAZ 59 LTD ( T/A SCHOOL TRAVEL)
Education,Transport,Transport Hire,45203.642665011575,1910.5,ALMAAZ 59 LTD ( T/A SCHOOL TRAVEL)
Education,Transport,Transport Hire,45203.65091045139,3000,Mark Dillon t/a Penmar Transport Ltd
Education,Transport,Transport Hire,45203.6578190162,1760,S RICHARDS T/AS K RICKETTS & S RICHARDS TAXIS
Education,Transport,Transport Hire,45203.6578190162,2400,S RICHARDS T/AS K RICKETTS & S RICHARDS TAXIS
Education,Transport,Transport Hire,45203.68308325231,2700,Wheels Taxis
Education,Transport,Transport Hire,45209.5465837963,5662,ABC TRAVEL (WOKINGHAM) LIMITED T/A ABC TRAVEL
