Service,Expenditure category,Narrative,Date,Net amount,Supplier name
Development & Regulation,Employees,Agency & Temporary Staff,45271.66405706019,1573.2,OYSTER
Development & Regulation,Employees,Agency & Temporary Staff,45278.52955957176,1540,OYSTER
Development & Regulation,Employees,Agency & Temporary Staff,45289.6702224537,1568,OYSTER
Development & Regulation,Employees,Agency & Temporary Staff,45264.41515914352,1661.13,OYSTER
Commissioning & Procurement,Employees,Agency & Temporary Staff,45261.60258579861,148346.44,Comensura Ltd
Commissioning & Procurement,Employees,Agency & Temporary Staff,45271.50846226852,143957.02,Comensura Ltd
Commissioning & Procurement,Employees,Agency & Temporary Staff,45279.53012855324,94535.62,Comensura Ltd
Commissioning & Procurement,Employees,Agency & Temporary Staff,45279.53012855324,38267.46,Comensura Ltd
Commissioning & Procurement,Employees,Agency & Temporary Staff,45281.6409125,150920.52,Comensura Ltd
Finance & Property,Employees,Agency & Temporary Staff,45265.65821458333,3345.1,Hays
Finance & Property,Employees,Agency & Temporary Staff,45272.61987832176,3345.1,Hays
Finance & Property,Employees,Agency & Temporary Staff,45272.622442395834,3345.1,Hays
Finance & Property,Employees,Agency & Temporary Staff,45264.41955798611,1145.07,MORGAN HUNT
Finance & Property,Employees,Agency & Temporary Staff,45271.594586886575,1152.75,MORGAN HUNT
Finance & Property,Employees,Agency & Temporary Staff,45275.46006878472,707.02,MORGAN HUNT
Finance & Property,Employees,Agency & Temporary Staff,45275.46274293982,874.09,MORGAN HUNT
Finance & Property,Employees,Agency & Temporary Staff,45281.53672523148,1122.01,MORGAN HUNT
Finance & Property,Employees,Agency & Temporary Staff,45287.40889579861,1152.75,MORGAN HUNT
Strategy & Governance,Employees,Agency & Temporary Staff,45273.50885709491,535.68,Vivid Resourcing Ltd
Strategy & Governance,Employees,Agency & Temporary Staff,45273.511390706015,1088.1,Vivid Resourcing Ltd
Strategy & Governance,Employees,Agency & Temporary Staff,45273.58075385416,2395.3,Vivid Resourcing Ltd
Adult Social Care,Employees,Training,45264.42903707176,900,First Response Training
Adult Social Care,Employees,Training,45271.45279050926,550,MR I GRAHAM T/A Community Safety Training
Adult Social Care,Employees,Training,45271.452927164355,550,MR I GRAHAM T/A Community Safety Training
Children & Family Services,Employees,Training,45271.497379016204,905,B Herron Training
Children & Family Services,Employees,Training,45279.544162847225,850,Therapeutic Life Story Work International
Children & Family Services,Employees,Training,45267.46123197916,552,FosterTalk Ltd
Children & Family Services,Employees,Training,45264.704602777776,675,THAMES VALLEY POLICE
Children & Family Services,Employees,Training,45273.66161134259,4326.25,CARE FOR THE FAMILY
Education,Employees,Training,45271.704305555555,1500,EXPERT ROADCRAFT LTD
Development & Regulation,Employees,Training,45288.51306855324,3870,CIEH - Chartered Institute of Environmental Health
Strategy & Governance,Employees,Training,45287.607721875,750,KEYSTONE TRAINING LIMITED
Strategy & Governance,Employees,Training,45273.52524563657,575,SOLACE
Children & Family Services,Employees,Employee Expenses,45261.67466435185,912,CAPITA RECRUITMENT VETTING SERVICE
Development & Regulation,Employees,Employee Expenses,45261.44459490741,532,CAPITA RECRUITMENT VETTING SERVICE
Strategy & Governance,Employees,Employee Expenses,45261.44459490741,2260,CAPITA RECRUITMENT VETTING SERVICE
Strategy & Governance,Employees,Employee Expenses,45261.44459490741,501,CAPITA RECRUITMENT VETTING SERVICE
Strategy & Governance,Employees,Employee Expenses,45261.67466435185,2394,CAPITA RECRUITMENT VETTING SERVICE
Environment,Employees,Recruitment Advertising,45280.504690243055,750,HEMMING GROUP LTD
Adult Social Care,Premises,Corporate R&M,45282.55753449074,1453.69,SCHINDLER LTD
Adult Social Care,Premises,Corporate R&M,45273.458140358794,1427.75,IRONMONGERY DIRECT LTD
Communities & Wellbeing,Premises,Corporate R&M,45287.457493518516,1580.64,OTIS Limited
Communities & Wellbeing,Premises,Corporate R&M,45274.41151342593,1748.75,ANCHOR PIPEWORK LIMITED
Education,Premises,Corporate R&M,45271.594586886575,615.12,MEDACO LTD
Development & Regulation,Premises,Corporate R&M,45272.62704545139,4000,BERKSHIRE MECHANICAL SERVICES
Development & Regulation,Premises,Corporate R&M,45272.62704545139,650,BERKSHIRE MECHANICAL SERVICES
Development & Regulation,Premises,Corporate R&M,45273.47403711805,2590,BERKSHIRE MECHANICAL SERVICES
Development & Regulation,Premises,Corporate R&M,45273.47403711805,2000,BERKSHIRE MECHANICAL SERVICES
Development & Regulation,Premises,Corporate R&M,45280.509479050925,6585,BERKSHIRE MECHANICAL SERVICES
Development & Regulation,Premises,Corporate R&M,45280.509479050925,4585,BERKSHIRE MECHANICAL SERVICES
Development & Regulation,Premises,Corporate R&M,45279.62758368056,1000,BERKSHIRE MECHANICAL SERVICES
Development & Regulation,Premises,Corporate R&M,45281.69677349537,2900,BERKSHIRE MECHANICAL SERVICES
Development & Regulation,Premises,Corporate R&M,45281.69677349537,2000,BERKSHIRE MECHANICAL SERVICES
Development & Regulation,Premises,Corporate R&M,45287.53391493056,5000,BERKSHIRE MECHANICAL SERVICES
Development & Regulation,Premises,Corporate R&M,45287.53391493056,2920,BERKSHIRE MECHANICAL SERVICES
Environment,Premises,Corporate R&M,45272.42545119213,800,ANCHOR PIPEWORK LIMITED
Environment,Premises,Corporate R&M,45272.67539471065,512.12,VolkerHighways Ltd
Environment,Premises,Corporate R&M,45272.677979479166,552.64,MECE FIRE & SECURITY LTD
Environment,Premises,Corporate R&M,45281.52272850694,4745,TETRA TECH MANAGEMENT SERVICES LTD
Finance & Property,Premises,Corporate R&M,45267.56537820602,557.7,CONNECT VENDING LTD
Finance & Property,Premises,Corporate R&M,45279.45330277778,516.04,A&E FIRE & SECURITY LIMITED
Finance & Property,Premises,Corporate R&M,45279.45330277778,1968.36,ELITE SECURITY GROUP
Finance & Property,Premises,Corporate R&M,45279.45330277778,875,E W BEARD LTD
Finance & Property,Premises,Corporate R&M,45279.502358101854,2411.52,ANCHOR PIPEWORK LIMITED
Finance & Property,Premises,Corporate R&M,45278.38399603009,605.48,ANCHOR PIPEWORK LIMITED
Finance & Property,Premises,Corporate R&M,45267.613977546294,542,ROCHESTER MIDLAND CORPORATION LTD
Finance & Property,Premises,Corporate R&M,45273.65729440972,534.62,ANCHOR PIPEWORK LIMITED
Finance & Property,Premises,Corporate R&M,45267.613977546294,505,ROCHESTER MIDLAND CORPORATION LTD
Development & Regulation,Premises,Energy costs,45278.46071423611,523.73,BRITISH GAS TRADING LTD
Development & Regulation,Premises,Energy costs,45264.71117361111,806.89,EON
Environment,Premises,Energy costs,45281.57180309028,1183.05,SOUTHERN ELECTRIC PLC
Children & Family Services,Premises,Rents,45282.5959375,1188,Redacted
Children & Family Services,Premises,Rents,45282.597395833334,888,Redacted
Children & Family Services,Premises,Rents,45282.59862268518,1450,Redacted
Children & Family Services,Premises,Rents,45282.59994212963,1450,Redacted
Communities & Wellbeing,Premises,Rents,45273.65031732639,6201,Avison Young - Redwood Light Industrial
Development & Regulation,Premises,Rents,45272.383819560186,8640,SGS HOTELS READING LIMITED
Development & Regulation,Premises,Rents,45272.383819560186,4650,AH Lansley Residential Ltd
Development & Regulation,Premises,Rents,45278.405078587966,6720,SGS HOTELS READING LIMITED
Development & Regulation,Premises,Rents,45282.682450266206,3650,P4I Limited
Development & Regulation,Premises,Rents,45282.682450266206,3650,P4I Limited
Development & Regulation,Premises,Rents,45282.682450266206,6000,Shaz Property Limited
Development & Regulation,Premises,Rents,45288.35790914352,8064,SGS HOTELS READING LIMITED
Development & Regulation,Premises,Rents,45268.443009375,13544.37,SOVEREIGN HOUSING GROUP
Development & Regulation,Premises,Rents,45264.68601924769,10000,FIS PAYMENTS - TRAVELODGE
Development & Regulation,Premises,Rents,45271.71011334491,980,NINA CLARK LETTINGS
Development & Regulation,Premises,Rents,45273.650188657404,10000,FIS PAYMENTS - TRAVELODGE
Development & Regulation,Premises,Rents,45274.25106142361,850,NINA CLARK LETTINGS
Development & Regulation,Premises,Rents,45289.422816122686,10000,FIS PAYMENTS - TRAVELODGE
Development & Regulation,Premises,Rents,45268.679051851854,1830,NINA CLARK LETTINGS
Development & Regulation,Premises,Rents,45281.57180309028,793.32,Move Holmes Ltd
Development & Regulation,Premises,Rents,45273.467015891205,650,HENWICK PROPERTIES
Development & Regulation,Premises,Rents,45279.62041188657,702,TWO SAINTS LTD
Development & Regulation,Premises,Rents,45279.62758368056,797,TWO SAINTS LTD
Development & Regulation,Premises,Rents,45279.62758368056,576.94,TWO SAINTS LTD
Development & Regulation,Premises,Rents,45279.62957114584,528.22,TWO SAINTS LTD
Development & Regulation,Premises,Rents,45280.48812210648,600,Tennent Homes 2019 Limited
Development & Regulation,Premises,Rents,45280.55107079861,1400,Redacted
Development & Regulation,Premises,Rents,45287.607721875,2408,Tennent Homes 2019 Limited
Environment,Premises,Rents,45287.40197380787,7500,NEWBURY RUGBY CLUB
Finance & Property,Premises,Rents,45288.3580446412,3598.5,ROBSON PROPERTY MANAGEMENT - SERVICE CHARGE
Adult Social Care,Premises,Water Rates,45287.49650208333,4264.61,CASTLE WATER LIMITED
Adult Social Care,Premises,Water Rates,45265.533204976855,5899.1,CASTLE WATER LIMITED
Communities & Wellbeing,Premises,Water Rates,45266.56505929398,645.24,CASTLE WATER LIMITED
Environment,Premises,Water Rates,45287.45511736111,809.22,CASTLE WATER LIMITED
Environment,Premises,Water Rates,45287.45511736111,514.91,CASTLE WATER LIMITED
Finance & Property,Premises,Water Rates,45267.565254629626,759.7,CASTLE WATER LIMITED
Adult Social Care,Premises,Cleaning,45281.64927931713,2136.82,INITIAL WASHROOM HYGIENE
Adult Social Care,Premises,Cleaning,45264.70466712963,565.34,SYNCARE T/A REDLAND HEALTHCARE LTD
Adult Social Care,Premises,Cleaning,45265.52634336805,706.7,SYNCARE T/A REDLAND HEALTHCARE LTD
Adult Social Care,Premises,Cleaning,45273.50442596065,603.84,SYNCARE T/A REDLAND HEALTHCARE LTD
Adult Social Care,Premises,Cleaning,45281.53238452546,771.92,SYNCARE T/A REDLAND HEALTHCARE LTD
Communities & Wellbeing,Premises,Cleaning,45268.63740744213,1011.41,Glen Cleaning Company Ltd
Education,Premises,Cleaning,45265.50995702546,600.72,Glen Cleaning Company Ltd
Environment,Premises,Cleaning,45280.58534667824,867.29,Glen Cleaning Company Ltd
Environment,Premises,Cleaning,45280.60178538194,867.29,Glen Cleaning Company Ltd
Environment,Premises,Cleaning,45280.60876866898,867.29,Glen Cleaning Company Ltd
Finance & Property,Premises,Cleaning,45279.45330277778,997.1,COMPLETE BUSINESS SOLUTIONS GROUP UK LTD
Finance & Property,Premises,Cleaning,45279.45330277778,1099.95,COMPLETE BUSINESS SOLUTIONS GROUP UK LTD
Finance & Property,Premises,Cleaning,45265.43344050926,656.3,RELYON CLEANING SERVICES
Communities & Wellbeing,Premises,Waste,45266.5818158912,609.18,BIFFA WASTE SERVICES LTD
Commissioning & Procurement,Premises,Waste,45264.40113425926,4562.32,VEOLIA ES WEST BERKSHIRE LTD
Environment,Premises,Grounds Maintenance,45265.65558148148,14516.67,Continental Landscapes Ltd
Environment,Premises,Grounds Maintenance,45265.66258325231,7252.2,Continental Landscapes Ltd
Environment,Premises,Grounds Maintenance,45265.68599760417,58078.89,Continental Landscapes Ltd
Environment,Premises,Grounds Maintenance,45265.68599760417,4200.99,Continental Landscapes Ltd
Environment,Premises,Grounds Maintenance,45265.68599760417,20045.73,Continental Landscapes Ltd
Environment,Premises,Grounds Maintenance,45265.68599760417,4408.43,Continental Landscapes Ltd
Environment,Premises,Grounds Maintenance,45265.69000135417,6490.45,Continental Landscapes Ltd
Environment,Premises,Grounds Maintenance,45265.69294765047,5141.99,Continental Landscapes Ltd
Environment,Premises,Grounds Maintenance,45265.69697658565,15454.28,Continental Landscapes Ltd
Environment,Premises,Grounds Maintenance,45266.43600243056,789.59,Continental Landscapes Ltd
Environment,Premises,Grounds Maintenance,45266.44005648148,8770.33,Continental Landscapes Ltd
Environment,Premises,Grounds Maintenance,45266.50551894676,7252.2,Continental Landscapes Ltd
Environment,Premises,Grounds Maintenance,45266.676407719904,42656.29,Continental Landscapes Ltd
Environment,Premises,Grounds Maintenance,45267.64842106481,9198.46,Continental Landscapes Ltd
Environment,Premises,Grounds Maintenance,45279.49518892361,3719.57,Continental Landscapes Ltd
Environment,Premises,Grounds Maintenance,45279.52537152778,2584.53,Continental Landscapes Ltd
Environment,Premises,Grounds Maintenance,45280.31006145833,62357.65,Continental Landscapes Ltd
Environment,Premises,Grounds Maintenance,45280.31006145833,584.82,Continental Landscapes Ltd
Environment,Premises,Grounds Maintenance,45280.31383371528,5688.96,Continental Landscapes Ltd
Environment,Premises,Grounds Maintenance,45280.31383371528,5432.13,Continental Landscapes Ltd
Environment,Premises,Grounds Maintenance,45280.317022800926,15503.68,Continental Landscapes Ltd
Environment,Premises,Grounds Maintenance,45280.32773700231,18170.08,Continental Landscapes Ltd
Environment,Premises,Grounds Maintenance,45280.32773700231,63861.99,Continental Landscapes Ltd
Environment,Premises,Grounds Maintenance,45280.3308778125,789.59,Continental Landscapes Ltd
Environment,Premises,Grounds Maintenance,45280.3308778125,789.59,Continental Landscapes Ltd
Environment,Premises,Grounds Maintenance,45280.49075694445,8415.97,Continental Landscapes Ltd
Environment,Premises,Grounds Maintenance,45288.677021261574,974.16,Continental Landscapes Ltd
Environment,Premises,Grounds Maintenance,45265.704026238425,1306.8,CONNICK TREE CARE
Environment,Premises,Grounds Maintenance,45267.55143954861,1098.88,CONNICK TREE CARE
Environment,Premises,Grounds Maintenance,45281.55752025463,2942.18,CONNICK TREE CARE
Environment,Premises,Grounds Maintenance,45266.51240494213,13220.96,Continental Landscapes Ltd
Environment,Premises,Grounds Maintenance,45266.676407719904,7504.53,Continental Landscapes Ltd
Environment,Premises,Grounds Maintenance,45280.30711149306,9013.28,Continental Landscapes Ltd
Environment,Premises,Grounds Maintenance,45280.32773700231,10253.39,Continental Landscapes Ltd
Environment,Premises,Grounds Maintenance,45280.49075694445,918.34,Continental Landscapes Ltd
Environment,Premises,Grounds Maintenance,45281.525437303244,2485.95,HIGHLIGHTS FLOODLIGHTS LTD
Finance & Property,Premises,Premises Insurance,45288.558962152776,179173.27,Marsh LTD
Finance & Property,Premises,Premises Insurance,45288.558962152776,73966.14,Marsh LTD
Finance & Property,Premises,Premises Insurance,45288.558962152776,111661.23,Marsh LTD
Finance & Property,Premises,Premises Insurance,45280.504690243055,4900,Wilks Head and Eve
Communities & Wellbeing,Transport,Direct Transport Costs,45272.48089398148,774.12,E A RECOVERY & CONTRACTING SERVICES LTD T/A STATION TYRES AND SERVICE CENTRE
Environment,Transport,Direct Transport Costs,45265.61427068287,2124.46,ALLSTAR BUSINESS SOLUTIONS LTD
Environment,Transport,Direct Transport Costs,45272.487869097225,2566.94,ALLSTAR BUSINESS SOLUTIONS LTD
Environment,Transport,Direct Transport Costs,45280.62035123842,2489.72,ALLSTAR BUSINESS SOLUTIONS LTD
Environment,Transport,Direct Transport Costs,45287.517270868055,2198.56,ALLSTAR BUSINESS SOLUTIONS LTD
Environment,Transport,Direct Transport Costs,45272.476558333336,1469.14,Rygor Commercials Ltd
Adult Social Care,Transport,Transport Hire,45265.64179065972,1800,MR RODNEY JAMES NEMETH
Adult Social Care,Transport,Transport Hire,45266.475007719906,550,Andrew Cox
Adult Social Care,Transport,Transport Hire,45266.530716863424,513.33,POTTINGER'S HIRE SERVICE
Adult Social Care,Transport,Transport Hire,45266.530716863424,1380,MRS M F RICHARDSON
Adult Social Care,Transport,Transport Hire,45272.483600659725,1560,COMPASS EXECUTIVE CARS (UK) LTD
Adult Social Care,Transport,Transport Hire,45280.62035123842,670,MRS M F RICHARDSON
Adult Social Care,Transport,Transport Hire,45287.517270868055,1267.5,MR RODNEY JAMES NEMETH
Adult Social Care,Transport,Transport Hire,45266.530716863424,513.33,POTTINGER'S HIRE SERVICE
Children & Family Services,Transport,Transport Hire,45266.481797719905,1650,PHOENIX ENTERPRISE (NEWBURY) LTD
Children & Family Services,Transport,Transport Hire,45287.66309583333,1125,PHOENIX ENTERPRISE (NEWBURY) LTD
Education,Transport,Transport Hire,45266.588776041666,880,KARL'S KAB'S
Education,Transport,Transport Hire,45272.66149239583,1100,BROADWAY CARS
Education,Transport,Transport Hire,45287.48962565972,700,BROADWAY CARS
Education,Transport,Transport Hire,45266.47077954861,2640,Andrew Cox
Education,Transport,Transport Hire,45266.530716863424,1540,POTTINGER'S HIRE SERVICE
Education,Transport,Transport Hire,45266.59283634259,1650,DANIEL GRIFFITHS T/A BLUEBIRD PASSENGER SERVICES
Education,Transport,Transport Hire,45266.59567739583,1260,Kennet & Avon Group
Education,Transport,Transport Hire,45272.55299386574,1613.33,Mark Dillon t/a Penmar Transport Ltd
Education,Transport,Transport Hire,45272.66407827546,3488.32,D J TRAVEL
Education,Transport,Transport Hire,45272.68493376157,3080,BROADWAY CARS
Education,Transport,Transport Hire,45272.68493376157,2970,BROADWAY CARS
Education,Transport,Transport Hire,45272.68929221065,1628,BROADWAY CARS
Education,Transport,Transport Hire,45272.69182982639,3080,BROADWAY CARS
Education,Transport,Transport Hire,45272.69593607639,522.5,BROADWAY CARS
Education,Transport,Transport Hire,45273.40716253472,1026.67,Mark Dillon t/a Penmar Transport Ltd
Education,Transport,Transport Hire,45273.57792199074,5977.5,COMPASS EXECUTIVE CARS (UK) LTD
Education,Transport,Transport Hire,45273.58496878472,3228.44,COMPASS EXECUTIVE CARS (UK) LTD
Education,Transport,Transport Hire,45279.536895798614,1320,Andrew Cox
Education,Transport,Transport Hire,45279.62041188657,671.67,GREEN METRO CARS READING LTD
Education,Transport,Transport Hire,45280.49075694445,1826,FD TRAVELS LIMITED T/A SCHOOL EXPRESS
Education,Transport,Transport Hire,45280.49546809028,530,FD TRAVELS LIMITED T/A SCHOOL EXPRESS
Education,Transport,Transport Hire,45280.49546809028,530,FD TRAVELS LIMITED T/A SCHOOL EXPRESS
Education,Transport,Transport Hire,45280.49546809028,4018,FD TRAVELS LIMITED T/A SCHOOL EXPRESS
Education,Transport,Transport Hire,45280.49546809028,2324,FD TRAVELS LIMITED T/A SCHOOL EXPRESS
Education,Transport,Transport Hire,45280.49757974537,530,FD TRAVELS LIMITED T/A SCHOOL EXPRESS
Education,Transport,Transport Hire,45280.52282569445,1050,DANIEL GRIFFITHS T/A BLUEBIRD PASSENGER SERVICES
Education,Transport,Transport Hire,45280.62260818287,953.33,GREEN METRO CARS READING LTD
Education,Transport,Transport Hire,45287.478353356484,1960,BROADWAY CARS
Education,Transport,Transport Hire,45287.482639155096,1890,BROADWAY CARS
Education,Transport,Transport Hire,45287.482639155096,1036,BROADWAY CARS
Education,Transport,Transport Hire,45287.48538209491,1540,BROADWAY CARS
Education,Transport,Transport Hire,45287.503614849535,980,POTTINGER'S HIRE SERVICE
Education,Transport,Transport Hire,45287.540838692126,560,Kennet & Avon Group
Education,Transport,Transport Hire,45272.40432508102,845,Mark Dillon t/a Penmar Transport Ltd
Education,Transport,Transport Hire,45272.53678630787,3338.5,COMPASS EXECUTIVE CARS (UK) LTD
Education,Transport,Transport Hire,45279.432529398146,515,KARL'S KAB'S
Education,Transport,Transport Hire,45280.615617905096,527.5,MRS M F RICHARDSON
Education,Transport,Transport Hire,45287.41584675926,1082.5,GREEN METRO CARS READING LTD
Education,Transport,Transport Hire,45287.41584675926,1485,GREEN METRO CARS READING LTD
Education,Transport,Transport Hire,45287.51309991898,3885.5,Premier Cars
Education,Transport,Transport Hire,45266.47077954861,2080,Andrew Cox
Education,Transport,Transport Hire,45266.475007719906,2860,Andrew Cox
Education,Transport,Transport Hire,45266.481797719905,2970,PHOENIX ENTERPRISE (NEWBURY) LTD
Education,Transport,Transport Hire,45266.59567739583,3080,Kennet & Avon Group
Education,Transport,Transport Hire,45266.59567739583,4840,Kennet & Avon Group
Education,Transport,Transport Hire,45266.61658434028,2640,A1 CARS
Education,Transport,Transport Hire,45266.62058480324,1760,S RICHARDS T/AS K RICKETTS & S RICHARDS TAXIS
Education,Transport,Transport Hire,45266.62058480324,5280,S RICHARDS T/AS K RICKETTS & S RICHARDS TAXIS
Education,Transport,Transport Hire,45267.48877858796,3150,Wheels Taxis
Education,Transport,Transport Hire,45271.30984864583,2520,ALMAAZ 59 LTD ( T/A SCHOOL TRAVEL)
Education,Transport,Transport Hire,45271.70280983796,3278,ALMAAZ 59 LTD ( T/A SCHOOL TRAVEL)
Education,Transport,Transport Hire,45271.7057378125,4158,ALMAAZ 59 LTD ( T/A SCHOOL TRAVEL)
Education,Transport,Transport Hire,45271.710243518515,2919,ALMAAZ 59 LTD ( T/A SCHOOL TRAVEL)
Education,Transport,Transport Hire,45272.483600659725,4275,COMPASS EXECUTIVE CARS (UK) LTD
Education,Transport,Transport Hire,45272.483600659725,4515,COMPASS EXECUTIVE CARS (UK) LTD
Education,Transport,Transport Hire,45272.48772704861,2970,COMPASS EXECUTIVE CARS (UK) LTD
Education,Transport,Transport Hire,45272.69593607639,2640,BROADWAY CARS
Education,Transport,Transport Hire,45273.61994309028,6556,ABC TRAVEL (WOKINGHAM) LIMITED T/A ABC TRAVEL
Education,Transport,Transport Hire,45273.61994309028,5456,ABC TRAVEL (WOKINGHAM) LIMITED T/A ABC TRAVEL
Education,Transport,Transport Hire,45275.61292670139,2415.6,N Mehmood T/A A Star Executive Cars Ltd
Education,Transport,Transport Hire,45278.65037581018,3900,Mark Dillon t/a Penmar Transport Ltd
Education,Transport,Transport Hire,45278.65474748843,2040,GREEN METRO CARS READING LTD
Education,Transport,Transport Hire,45279.42813414352,800,KARL'S KAB'S
Education,Transport,Transport Hire,45279.52548133102,1430,Andrew Cox
Education,Transport,Transport Hire,45279.53924861111,1430,Andrew Cox
Education,Transport,Transport Hire,45279.62265185185,3740,GREEN METRO CARS READING LTD
Education,Transport,Transport Hire,45280.46735752315,3520,GREEN METRO CARS READING LTD
Education,Transport,Transport Hire,45280.47428579861,986,GREEN METRO CARS READING LTD
Education,Transport,Transport Hire,45280.49546809028,4840,FD TRAVELS LIMITED T/A SCHOOL EXPRESS
Education,Transport,Transport Hire,45280.515876006946,3120,S RICHARDS T/AS K RICKETTS & S RICHARDS TAXIS
Education,Transport,Transport Hire,45280.515876006946,1100,S RICHARDS T/AS K RICKETTS & S RICHARDS TAXIS
Education,Transport,Transport Hire,45280.52542392361,2280,GREEN METRO CARS READING LTD
Education,Transport,Transport Hire,45280.5296940162,2006,GREEN METRO CARS READING LTD
Education,Transport,Transport Hire,45280.62769417824,2780,GREEN METRO CARS READING LTD
Education,Transport,Transport Hire,45280.62769417824,1800,GREEN METRO CARS READING LTD
Education,Transport,Transport Hire,45287.413171643515,2380,GREEN METRO CARS READING LTD
Education,Transport,Transport Hire,45287.48538209491,2457,ALMAAZ 59 LTD ( T/A SCHOOL TRAVEL)
Education,Transport,Transport Hire,45287.48962565972,1380,ALMAAZ 59 LTD ( T/A SCHOOL TRAVEL)
Education,Transport,Transport Hire,45287.492311574075,1820,Kennet & Avon Group
Education,Transport,Transport Hire,45287.49650208333,2420,Kennet & Avon Group
Education,Transport,Transport Hire,45287.503614849535,2086,ALMAAZ 59 LTD ( T/A SCHOOL TRAVEL)
Education,Transport,Transport Hire,45287.503614849535,1440,BROADWAY CARS
Education,Transport,Transport Hire,45287.503614849535,1680,A1 CARS
Education,Transport,Transport Hire,45287.66309583333,1410,PHOENIX ENTERPRISE (NEWBURY) LTD
Education,Transport,Transport Hire,45287.683935497684,4172,ABC TRAVEL (WOKINGHAM) LIMITED T/A ABC TRAVEL
Education,Transport,Transport Hire,45287.690890474536,1390,ALMAAZ 59 LTD ( T/A SCHOOL TRAVEL)
Education,Transport,Transport Hire,45266.530716863424,513.33,POTTINGER'S HIRE SERVICE
Education,Transport,Transport Hire,45266.59283634259,2640,DANIEL GRIFFITHS T/A BLUEBIRD PASSENGER SERVICES
Education,Transport,Transport Hire,45272.67539471065,3900,COMPASS EXECUTIVE CARS (UK) LTD
Education,Transport,Transport Hire,45272.68493376157,990,BROADWAY CARS
Education,Transport,Transport Hire,45273.40716253472,2053.33,Mark Dillon t/a Penmar Transport Ltd
Education,Transport,Transport Hire,45273.58496878472,4035.56,COMPASS EXECUTIVE CARS (UK) LTD
Education,Transport,Transport Hire,45273.6224349537,1524,ABC TRAVEL (WOKINGHAM) LIMITED T/A ABC TRAVEL
Education,Transport,Transport Hire,45279.5948133912,889,ABC TRAVEL (WOKINGHAM) LIMITED T/A ABC TRAVEL
Education,Transport,Transport Hire,45280.52282569445,1680,DANIEL GRIFFITHS T/A BLUEBIRD PASSENGER SERVICES
Education,Transport,Transport Hire,45287.482639155096,630,BROADWAY CARS
Education,Transport,Transport Hire,45265.62816898148,1650,Valley Cars
Education,Transport,Transport Hire,45266.42640130787,840,Wheels Taxis
Education,Transport,Transport Hire,45266.42640130787,650,Wheels Taxis
Education,Transport,Transport Hire,45266.588776041666,880,KARL'S KAB'S
Education,Transport,Transport Hire,45272.61987832176,1050,Valley Cars
Education,Transport,Transport Hire,45272.654476157404,1282.42,D J TRAVEL
Education,Transport,Transport Hire,45272.68929221065,1501.5,BROADWAY CARS
Education,Transport,Transport Hire,45279.62041188657,671.67,GREEN METRO CARS READING LTD
