Service,Expenditure category,Narrative,Date,Net amount,Supplier name
Commissioning & Procurement,Employees,Agency & Temporary Staff,45295.46959591435,132995.35,Comensura Ltd
Commissioning & Procurement,Employees,Agency & Temporary Staff,45301.45518318287,106344.38,Comensura Ltd
Commissioning & Procurement,Employees,Agency & Temporary Staff,45308.629502662036,258070.8,Comensura Ltd
Commissioning & Procurement,Employees,Agency & Temporary Staff,45317.629932986114,154822.15,Comensura Ltd
Finance & Property,Employees,Agency & Temporary Staff,45303.44776964121,4500,Integris Financial Recruitment Limited
Finance & Property,Employees,Agency & Temporary Staff,45315.546051701385,3750,Integris Financial Recruitment Limited
Finance & Property,Employees,Agency & Temporary Staff,45293.650004282405,3345.1,Hays
Finance & Property,Employees,Agency & Temporary Staff,45293.650004282405,3010.59,Hays
Finance & Property,Employees,Agency & Temporary Staff,45300.590119560184,3345.1,Hays
Finance & Property,Employees,Agency & Temporary Staff,45300.590119560184,2007.06,Hays
Finance & Property,Employees,Agency & Temporary Staff,45303.64217349537,3345.1,Hays
Finance & Property,Employees,Agency & Temporary Staff,45320.45277025463,2676.08,Hays
Finance & Property,Employees,Agency & Temporary Staff,45320.46019278935,2676.08,Hays
Finance & Property,Employees,Agency & Temporary Staff,45320.69578113426,3345.1,Hays
Finance & Property,Employees,Agency & Temporary Staff,45301.46414876157,1137.38,MORGAN HUNT
Finance & Property,Employees,Agency & Temporary Staff,45301.47558402778,645.54,MORGAN HUNT
Strategy & Governance,Employees,Agency & Temporary Staff,45322.53655431713,695.64,Vivid Resourcing Ltd
Adult Social Care,Employees,Training,45293.531684953705,875,EDGE TRAINING AND CONSULTANCY LTD
Adult Social Care,Employees,Training,45322.60573880787,550,MR I GRAHAM T/A Community Safety Training
Adult Social Care,Employees,Training,45309.59681570602,875,EDGE TRAINING AND CONSULTANCY LTD
Education,Employees,Training,45293.55256177083,840,ABC Medical Services(Reading) Ltd
Education,Employees,Training,45294.253082256946,930,ABC Medical Services(Reading) Ltd
Education,Employees,Training,45313.63605219907,3600,University of Hertfordshire
Public Health & Wellbeing,Employees,Training,45316.53452612268,3850,OXFORD BROOKES UNIVERSITY
Public Health & Wellbeing,Employees,Training,45322.41124545139,661,Oxford Diocesan Council for Social Work Incorp T/A PACT
Public Health & Wellbeing,Employees,Training,45322.414068252314,661,Oxford Diocesan Council for Social Work Incorp T/A PACT
Development & Regulation,Employees,Training,45309.63668715278,680,CIEH - Chartered Institute of Environmental Health
Development & Regulation,Employees,Training,45315.552869444444,640,CIEH - Chartered Institute of Environmental Health
Finance & Property,Employees,Training,45306.638488275465,1180,BRE GLOBAL LTD
Strategy & Governance,Employees,Training,45315.483677199074,1134,Bitesize Learning
Children & Family Services,Employees,Employee Expenses,45295.67821759259,874,CAPITA RECRUITMENT VETTING SERVICE
Development & Regulation,Employees,Employee Expenses,45295.67821759259,532,CAPITA RECRUITMENT VETTING SERVICE
Finance & Property,Employees,Employee Expenses,45315.431591782406,539,Redacted
Strategy & Governance,Employees,Employee Expenses,45295.67821759259,2242,CAPITA RECRUITMENT VETTING SERVICE
Executive Director - People,Employees,Recruitment Advertising,45320.64039042824,950,SPACEHOUSE LIMITED
Executive Director – Place,Employees,Recruitment Advertising,45296.462613310185,950,SPACEHOUSE LIMITED
Executive Director – Place,Employees,Recruitment Advertising,45314.69896631945,3000,HEMMING GROUP LTD
Development & Regulation,Employees,Recruitment Advertising,45315.59479730324,800,CIEH - Chartered Institute of Environmental Health
Development & Regulation,Employees,Recruitment Advertising,45309.63668715278,800,CIEH - Chartered Institute of Environmental Health
Adult Social Care,Premises,Corporate R&M,45299.712886423615,957.29,ANCHOR PIPEWORK LIMITED
Adult Social Care,Premises,Corporate R&M,45308.427591782405,608.79,ANCHOR PIPEWORK LIMITED
Adult Social Care,Premises,Corporate R&M,45293.53864131944,1200,DNA HOME IMPROVEMENTS LTD
Adult Social Care,Premises,Corporate R&M,45293.53864131944,800,DNA HOME IMPROVEMENTS LTD
Adult Social Care,Premises,Corporate R&M,45314.63018325232,1700,DNA HOME IMPROVEMENTS LTD
Adult Social Care,Premises,Corporate R&M,45293.60835983796,1155,SMS-Environmental Ltd
Adult Social Care,Premises,Corporate R&M,45307.44859158565,553.54,ANCHOR PIPEWORK LIMITED
Communities & Wellbeing,Premises,Corporate R&M,45308.595101238425,4700,DEARING CONSTRUCTION
Communities & Wellbeing,Premises,Corporate R&M,45308.595101238425,1600,DEARING CONSTRUCTION
Communities & Wellbeing,Premises,Corporate R&M,45300.63175810185,896.6,ADT Fire and Security PLC (Jelnet)
Communities & Wellbeing,Premises,Corporate R&M,45310.34439332176,860,Jackson Lift Group
Communities & Wellbeing,Premises,Corporate R&M,45293.47169332176,601.41,A&E FIRE & SECURITY LIMITED
Communities & Wellbeing,Premises,Corporate R&M,45314.407181793984,632,SWEGON LIMITED
Communities & Wellbeing,Premises,Corporate R&M,45299.42794799768,1250,NEWBURY CONSTRUCTION SERVICES LTD
Education,Premises,Corporate R&M,45314.49972554398,627.86,ANCHOR PIPEWORK LIMITED
Environment,Premises,Corporate R&M,45314.49069760417,649.16,Chubb Fire & Security Ltd
Environment,Premises,Corporate R&M,45294.367535034726,7470.59,ORONA LTD
Environment,Premises,Corporate R&M,45300.617955671296,943.82,MECE FIRE & SECURITY LTD
Environment,Premises,Corporate R&M,45314.65943133102,1600.03,ANCHOR PIPEWORK LIMITED
Finance & Property,Premises,Corporate R&M,45299.60141964121,876.6,WSP UK LTD
Finance & Property,Premises,Corporate R&M,45293.513384641206,722.8,A&E FIRE & SECURITY LIMITED
Finance & Property,Premises,Corporate R&M,45296.49269351852,1703.7,ELITE SECURITY GROUP
Finance & Property,Premises,Corporate R&M,45296.49746180556,1462.8,ANCHOR PIPEWORK LIMITED
Finance & Property,Premises,Corporate R&M,45302.718574652776,1462.8,ANCHOR PIPEWORK LIMITED
Finance & Property,Premises,Corporate R&M,45320.445818368054,1316.75,ANCHOR PIPEWORK LIMITED
Finance & Property,Premises,Corporate R&M,45321.497384375,1282.21,SCHINDLER LTD
Finance & Property,Premises,Corporate R&M,45321.497384375,572,SCHINDLER LTD
Finance & Property,Premises,Corporate R&M,45296.49746180556,830.98,SCHINDLER LTD
Finance & Property,Premises,Corporate R&M,45296.49746180556,500.41,SCHINDLER LTD
Finance & Property,Premises,Corporate R&M,45317.25349244213,822.83,IPC WINDOWS AND PLASTICS LTD
Adult Social Care,Premises,Energy costs,45315.49303561343,3573,Certas Energy UK Ltd
Development & Regulation,Premises,Energy costs,45294.392804131945,628.8,TOTALENERGIES GAS & POWER LIMITED
Development & Regulation,Premises,Energy costs,45295.53172071759,820.35,EON
Development & Regulation,Premises,Energy costs,45303.69108950232,764.9,TOTALENERGIES GAS & POWER LIMITED
Environment,Premises,Energy costs,45308.59488105324,1509.12,SSE ENERGY SOLUTIONS
Adult Social Care,Premises,Rents,45293.49025084491,121250,A2 Dominion
Children & Family Services,Premises,Rents,45306.6175803588,711,ST JOHNS CHURCH NEWBURY (ROOMS)
Children & Family Services,Premises,Rents,45322.63015046297,1188,Redacted
Children & Family Services,Premises,Rents,45322.631875,888,Redacted
Children & Family Services,Premises,Rents,45322.63333333333,1450,Redacted
Children & Family Services,Premises,Rents,45322.634675925925,1450,Redacted
Development & Regulation,Premises,Rents,45293.490086377315,1874.04,ELEVATED SHORT STAY MANAGEMENT
Development & Regulation,Premises,Rents,45301.512744594904,6720,SGS HOTELS READING LIMITED
Development & Regulation,Premises,Rents,45301.512744594904,6720,SGS HOTELS READING LIMITED
Development & Regulation,Premises,Rents,45315.49287809028,6000,Shaz Property Limited
Development & Regulation,Premises,Rents,45320.564140856484,3650,P4I Limited
Development & Regulation,Premises,Rents,45321.448735185186,17880,SGS HOTELS READING LIMITED
Development & Regulation,Premises,Rents,45321.448735185186,17640,SGS HOTELS READING LIMITED
Development & Regulation,Premises,Rents,45321.448735185186,3650,P4I Limited
Development & Regulation,Premises,Rents,45321.448735185186,17640,SGS HOTELS READING LIMITED
Development & Regulation,Premises,Rents,45293.455860532405,6000,Redacted
Development & Regulation,Premises,Rents,45294.42758217593,13544.37,SOVEREIGN HOUSING GROUP
Development & Regulation,Premises,Rents,45310.35806666667,21331.59,PREMIER INN BUSINESS ACCOUNT
Development & Regulation,Premises,Rents,45314.53893811342,600,Tennent Homes 2019 Limited
Development & Regulation,Premises,Rents,45314.59697777778,6000,Redacted
Development & Regulation,Premises,Rents,45301.512744594904,10000,FIS PAYMENTS - TRAVELODGE
Development & Regulation,Premises,Rents,45306.499518055556,10000,FIS PAYMENTS - TRAVELODGE
Development & Regulation,Premises,Rents,45306.52729305556,1227.05,HENWICK PROPERTIES
Development & Regulation,Premises,Rents,45307.67166851852,1442.31,HAMWAYS LTD
Development & Regulation,Premises,Rents,45307.67166851852,1250,HAMWAYS LTD
Development & Regulation,Premises,Rents,45307.6523903125,6952,TWO SAINTS LTD
Development & Regulation,Premises,Rents,45306.52729305556,686.64,21ST PROPERTY LTD
Development & Regulation,Premises,Rents,45307.67166851852,601.82,TOOMEY CLIENT ACCOUNT
Development & Regulation,Premises,Rents,45306.41618295139,650,HENWICK PROPERTIES
Development & Regulation,Premises,Rents,45313.69411033565,2408,Tennent Homes 2019 Limited
Development & Regulation,Premises,Rents,45314.59481096065,1400,Redacted
Development & Regulation,Premises,Rents,45307.43013877315,36254.79,FIS PAYMENTS - TRAVELODGE
Development & Regulation,Premises,Rents,45307.43013877315,55212.06,FIS PAYMENTS - TRAVELODGE
Development & Regulation,Premises,Rents,45307.437039780096,30489.3,FIS PAYMENTS - TRAVELODGE
Development & Regulation,Premises,Rents,45307.437039780096,57489.3,FIS PAYMENTS - TRAVELODGE
Development & Regulation,Premises,Rents,45307.44162673611,29573.36,PREMIER INN BUSINESS ACCOUNT
Communities & Wellbeing,Premises,Water Rates,45308.43014320602,1053.59,THAMES WATER UTILITIES LTD
Environment,Premises,Water Rates,45294.441797685184,999,CASTLE WATER LIMITED
Environment,Premises,Water Rates,45294.441797685184,1076.23,CASTLE WATER LIMITED
Finance & Property,Premises,Water Rates,45302.71844105324,753.3,CASTLE WATER LIMITED
Adult Social Care,Premises,Cleaning,45306.40671188657,550,M&R Services
Adult Social Care,Premises,Cleaning,45294.62905802084,516.89,SYNCARE T/A REDLAND HEALTHCARE LTD
Adult Social Care,Premises,Cleaning,45293.70092434028,662.6,Glen Cleaning Company Ltd
Adult Social Care,Premises,Cleaning,45321.28554459491,662.6,Glen Cleaning Company Ltd
Adult Social Care,Premises,Cleaning,45293.68438225694,983.08,Glen Cleaning Company Ltd
Adult Social Care,Premises,Cleaning,45316.531645717594,983.08,Glen Cleaning Company Ltd
Adult Social Care,Premises,Cleaning,45296.46496967592,2161.12,Glen Cleaning Company Ltd
Adult Social Care,Premises,Cleaning,45308.608318715276,806.22,SYNCARE T/A REDLAND HEALTHCARE LTD
Children & Family Services,Premises,Cleaning,45299.47657133102,601.81,Glen Cleaning Company Ltd
Children & Family Services,Premises,Cleaning,45316.643370868056,601.81,Glen Cleaning Company Ltd
Children & Family Services,Premises,Cleaning,45320.636203159724,611.95,Glen Cleaning Company Ltd
Communities & Wellbeing,Premises,Cleaning,45293.531684953705,790.79,Glen Cleaning Company Ltd
Communities & Wellbeing,Premises,Cleaning,45301.440880208334,790.79,Glen Cleaning Company Ltd
Communities & Wellbeing,Premises,Cleaning,45301.440880208334,790.79,Glen Cleaning Company Ltd
Communities & Wellbeing,Premises,Cleaning,45310.687115625,790.79,Glen Cleaning Company Ltd
Communities & Wellbeing,Premises,Cleaning,45310.687115625,790.79,Glen Cleaning Company Ltd
Communities & Wellbeing,Premises,Cleaning,45320.5503659375,790.79,Glen Cleaning Company Ltd
Communities & Wellbeing,Premises,Cleaning,45294.53180405092,1623.96,Glen Cleaning Company Ltd
Communities & Wellbeing,Premises,Cleaning,45299.69170821759,1800,A DREAM CLEAN
Communities & Wellbeing,Premises,Cleaning,45293.50428765046,1011.42,Glen Cleaning Company Ltd
Communities & Wellbeing,Premises,Cleaning,45299.74968765047,1011.41,Glen Cleaning Company Ltd
Communities & Wellbeing,Premises,Cleaning,45293.531684953705,662.6,Glen Cleaning Company Ltd
Communities & Wellbeing,Premises,Cleaning,45301.440880208334,662.6,Glen Cleaning Company Ltd
Communities & Wellbeing,Premises,Cleaning,45310.68428587963,662.6,Glen Cleaning Company Ltd
Communities & Wellbeing,Premises,Cleaning,45310.68428587963,662.6,Glen Cleaning Company Ltd
Communities & Wellbeing,Premises,Cleaning,45321.40708425926,662.6,Glen Cleaning Company Ltd
Education,Premises,Cleaning,45293.624521377315,600.72,Glen Cleaning Company Ltd
Education,Premises,Cleaning,45293.531684953705,1303.48,Glen Cleaning Company Ltd
Education,Premises,Cleaning,45320.557127280095,1303.48,Glen Cleaning Company Ltd
Education,Premises,Cleaning,45293.53181759259,502.01,Glen Cleaning Company Ltd
Education,Premises,Cleaning,45320.55976188657,502.01,Glen Cleaning Company Ltd
Environment,Premises,Cleaning,45293.49025084491,867.29,Glen Cleaning Company Ltd
Environment,Premises,Cleaning,45293.49025084491,1238.56,Glen Cleaning Company Ltd
Environment,Premises,Cleaning,45320.6917503125,1238.56,Glen Cleaning Company Ltd
Finance & Property,Premises,Cleaning,45293.49025084491,4953.92,Glen Cleaning Company Ltd
Finance & Property,Premises,Cleaning,45296.49269351852,907.8,COMPLETE BUSINESS SOLUTIONS GROUP UK LTD
Finance & Property,Premises,Cleaning,45316.52508252315,4953.92,Glen Cleaning Company Ltd
Finance & Property,Premises,Cleaning,45320.44171917824,504,COMPLETE BUSINESS SOLUTIONS GROUP UK LTD
Finance & Property,Premises,Cleaning,45293.531684953705,662.6,Glen Cleaning Company Ltd
Finance & Property,Premises,Cleaning,45316.52520023148,662.6,Glen Cleaning Company Ltd
Finance & Property,Premises,Cleaning,45293.499427662035,575.44,RELYON CLEANING SERVICES
Finance & Property,Premises,Cleaning,45294.48483796296,575.44,RELYON CLEANING SERVICES
Education (DSG Funded),Premises,Grounds Maintenance,45299.70547291667,1291.64,ANCHOR PIPEWORK LIMITED
Environment,Premises,Grounds Maintenance,45307.49276466435,1045,Tactical Facilities Management Ltd
Environment,Premises,Grounds Maintenance,45294.360567627315,3293.68,Continental Landscapes Ltd
Environment,Premises,Grounds Maintenance,45294.50441234954,749.81,Continental Landscapes Ltd
Environment,Premises,Grounds Maintenance,45294.51796628472,1995.14,Continental Landscapes Ltd
Environment,Premises,Grounds Maintenance,45294.63616631945,558.9,Continental Landscapes Ltd
Environment,Premises,Grounds Maintenance,45300.53911909722,785.2,Tactical Facilities Management Ltd
Environment,Premises,Grounds Maintenance,45303.426820486115,5634.34,Continental Landscapes Ltd
Environment,Premises,Grounds Maintenance,45303.426820486115,4830.59,Continental Landscapes Ltd
Environment,Premises,Grounds Maintenance,45307.47180471065,572.65,Continental Landscapes Ltd
Environment,Premises,Grounds Maintenance,45307.483251273145,572.65,Continental Landscapes Ltd
Environment,Premises,Grounds Maintenance,45307.49959348379,825,Tactical Facilities Management Ltd
Environment,Premises,Grounds Maintenance,45315.483677199074,14075.71,Continental Landscapes Ltd
Environment,Premises,Grounds Maintenance,45299.407125,1495,Foremost Treesurgeons Ltd
Environment,Premises,Grounds Maintenance,45303.49886072917,9516.06,Continental Landscapes Ltd
Environment,Premises,Grounds Maintenance,45307.470271261576,8931.72,Continental Landscapes Ltd
Finance & Property,Premises,Grounds Maintenance,45300.53453186343,620,Tactical Facilities Management Ltd
Finance & Property,Premises,Premises Insurance,45315.721992743056,34140.96,Marsh LTD
Finance & Property,Premises,Premises Insurance,45315.721992743056,21398.76,Marsh LTD
Environment,Transport,Direct Transport Costs,45300.68483136574,1986.06,Rygor Commercials Ltd
Environment,Transport,Direct Transport Costs,45293.691403206016,1246.12,ALLSTAR BUSINESS SOLUTIONS LTD
Environment,Transport,Direct Transport Costs,45299.47192642361,1272.99,ALLSTAR BUSINESS SOLUTIONS LTD
Environment,Transport,Direct Transport Costs,45306.434467743056,2256.54,ALLSTAR BUSINESS SOLUTIONS LTD
Environment,Transport,Direct Transport Costs,45314.49772716435,2434.49,ALLSTAR BUSINESS SOLUTIONS LTD
Environment,Transport,Direct Transport Costs,45320.6917503125,2435.93,ALLSTAR BUSINESS SOLUTIONS LTD
Environment,Transport,Direct Transport Costs,45313.67747068287,657.78,FREIGHTSHIELD REPAIR AND SERVICE LTD
Environment,Transport,Direct Transport Costs,45313.68024216435,998.2,FREIGHTSHIELD REPAIR AND SERVICE LTD
Environment,Transport,Direct Transport Costs,45314.36781724537,998.2,FREIGHTSHIELD REPAIR AND SERVICE LTD
Adult Social Care,Transport,Transport Hire,45300.55297635416,585,D J TRAVEL
Adult Social Care,Transport,Transport Hire,45301.505866238425,1070,COMPASS EXECUTIVE CARS (UK) LTD
Adult Social Care,Transport,Transport Hire,45307.71491466435,770,MRS M F RICHARDSON
Adult Social Care,Transport,Transport Hire,45313.67747068287,997.5,MR RODNEY JAMES NEMETH
Adult Social Care,Transport,Transport Hire,45293.69809293981,4800,D J TRAVEL
Adult Social Care,Transport,Transport Hire,45300.55297635416,6600,D J TRAVEL
Education,Transport,Transport Hire,45307.631496875,525,Premier Cars
Education,Transport,Transport Hire,45314.4789715625,1451.8,Premier Cars
Education,Transport,Transport Hire,45314.4789715625,855,Premier Cars
Education,Transport,Transport Hire,45322.36962484954,760,KARL'S KAB'S
Education,Transport,Transport Hire,45293.46269991898,1026.67,Mark Dillon t/a Penmar Transport Ltd
Education,Transport,Transport Hire,45296.6845466088,1047.2,FD TRAVELS LIMITED T/A SCHOOL EXPRESS
Education,Transport,Transport Hire,45296.6845466088,608.67,FD TRAVELS LIMITED T/A SCHOOL EXPRESS
Education,Transport,Transport Hire,45299.4789221875,2058,FD TRAVELS LIMITED T/A SCHOOL EXPRESS
Education,Transport,Transport Hire,45299.497385069444,833,FD TRAVELS LIMITED T/A SCHOOL EXPRESS
Education,Transport,Transport Hire,45300.525403900465,513.33,Mark Dillon t/a Penmar Transport Ltd
Education,Transport,Transport Hire,45300.55297635416,2219.84,D J TRAVEL
Education,Transport,Transport Hire,45301.52427581019,1354.22,COMPASS EXECUTIVE CARS (UK) LTD
Education,Transport,Transport Hire,45308.40023295139,3607.5,COMPASS EXECUTIVE CARS (UK) LTD
Education,Transport,Transport Hire,45313.67101484954,606.67,GREEN METRO CARS READING LTD
Education,Transport,Transport Hire,45314.4789715625,855,Premier Cars
Education,Transport,Transport Hire,45293.48560366898,640.5,Wheels Taxis
Education,Transport,Transport Hire,45294.652304166666,2525,Premier Cars
Education,Transport,Transport Hire,45300.56228842593,935,Mark Dillon t/a Penmar Transport Ltd
Education,Transport,Transport Hire,45300.57371493056,830,Mark Dillon t/a Penmar Transport Ltd
Education,Transport,Transport Hire,45301.53148877315,2368.5,COMPASS EXECUTIVE CARS (UK) LTD
Education,Transport,Transport Hire,45307.61762758102,1005,GREEN METRO CARS READING LTD
Education,Transport,Transport Hire,45313.62944267361,620.6,MR PAUL WESTBROOK T/A WESTBROOK CARS LTD
Education,Transport,Transport Hire,45314.49972554398,675,MRS M F RICHARDSON
Education,Transport,Transport Hire,45321.56405008102,575,KARL'S KAB'S
Education,Transport,Transport Hire,45293.455860532405,1650,Wheels Taxis
Education,Transport,Transport Hire,45299.393028784725,3132,FD TRAVELS LIMITED T/A SCHOOL EXPRESS
Education,Transport,Transport Hire,45299.44883958333,2420,FD TRAVELS LIMITED T/A SCHOOL EXPRESS
Education,Transport,Transport Hire,45299.45110158565,4576,FD TRAVELS LIMITED T/A SCHOOL EXPRESS
Education,Transport,Transport Hire,45299.47657133102,2912,FD TRAVELS LIMITED T/A SCHOOL EXPRESS
Education,Transport,Transport Hire,45300.52528576389,2000,Mark Dillon t/a Penmar Transport Ltd
Education,Transport,Transport Hire,45303.52418799768,1080,GREEN METRO CARS READING LTD
Education,Transport,Transport Hire,45306.60867847222,1920,GREEN METRO CARS READING LTD
Education,Transport,Transport Hire,45306.66326018518,4037.5,COMPASS EXECUTIVE CARS (UK) LTD
Education,Transport,Transport Hire,45306.66326018518,2940,COMPASS EXECUTIVE CARS (UK) LTD
Education,Transport,Transport Hire,45307.44859158565,1652,GREEN METRO CARS READING LTD
Education,Transport,Transport Hire,45307.71479131944,1485,COMPASS EXECUTIVE CARS (UK) LTD
Education,Transport,Transport Hire,45308.40023295139,1872,COMPASS EXECUTIVE CARS (UK) LTD
Education,Transport,Transport Hire,45313.61076241898,1207.8,N Mehmood T/A A Star Executive Cars Ltd
Education,Transport,Transport Hire,45313.63605219907,2728,ABC TRAVEL (WOKINGHAM) LIMITED T/A ABC TRAVEL
Education,Transport,Transport Hire,45321.56405008102,750,KARL'S KAB'S
Education,Transport,Transport Hire,45322.40455917824,884,GREEN METRO CARS READING LTD
Education,Transport,Transport Hire,45300.525403900465,1026.67,Mark Dillon t/a Penmar Transport Ltd
Education,Transport,Transport Hire,45301.52427581019,1692.78,COMPASS EXECUTIVE CARS (UK) LTD
Education,Transport,Transport Hire,45307.631496875,600,Premier Cars
Education,Transport,Transport Hire,45314.4789715625,1300,Premier Cars
Education,Transport,Transport Hire,45293.455860532405,560,Wheels Taxis
Education,Transport,Transport Hire,45300.555333564815,816.08,D J TRAVEL
Education,Transport,Transport Hire,45307.631496875,675,Premier Cars
Education,Transport,Transport Hire,45307.631496875,547.5,Premier Cars
Education,Transport,Transport Hire,45313.54134059028,715,MR PAUL WESTBROOK T/A WESTBROOK CARS LTD
Education,Transport,Transport Hire,45313.54134059028,1210,MR PAUL WESTBROOK T/A WESTBROOK CARS LTD
Education,Transport,Transport Hire,45313.54629174768,825,MR PAUL WESTBROOK T/A WESTBROOK CARS LTD
Education,Transport,Transport Hire,45313.61579725694,1045,MR PAUL WESTBROOK T/A WESTBROOK CARS LTD
Education,Transport,Transport Hire,45313.67101484954,606.67,GREEN METRO CARS READING LTD
Education,Transport,Transport Hire,45314.4789715625,875,Premier Cars
Education,Transport,Transport Hire,45314.4789715625,1012.5,Premier Cars
Education,Transport,Transport Hire,45314.525397604164,2200,GREEN METRO CARS READING LTD
Education,Transport,Transport Hire,45322.36962484954,760,KARL'S KAB'S
Education,Transport,Transport Hire,45293.455860532405,1260,Wheels Taxis
Education,Transport,Transport Hire,45293.46269991898,2566.67,Mark Dillon t/a Penmar Transport Ltd
Education,Transport,Transport Hire,45300.68731994213,4585.26,TK TRAVEL LTD
Education,Transport,Transport Hire,45302.54051600694,2662.1,Newbury & District Ltd
Education,Transport,Transport Hire,45302.54051600694,2295.39,Newbury & District Ltd
Education,Transport,Transport Hire,45302.54051600694,2561.18,Newbury & District Ltd
Education,Transport,Transport Hire,45302.54491744213,2727.23,Newbury & District Ltd
Education,Transport,Transport Hire,45303.422541747685,3880.8,WEAVAWAY TRAVEL LTD
Education,Transport,Transport Hire,45303.60750003472,2505.2,Newbury & District Ltd
Education,Transport,Transport Hire,45303.60750003472,2835.91,Newbury & District Ltd
Education,Transport,Transport Hire,45303.60750003472,5190,Newbury & District Ltd
Education,Transport,Transport Hire,45303.60750003472,4183.88,Newbury & District Ltd
Education,Transport,Transport Hire,45306.409249108794,3686.96,HORSEMAN COACHES LTD
Education,Transport,Transport Hire,45306.41618295139,8863.69,WEAVAWAY TRAVEL LTD
Education,Transport,Transport Hire,45307.631496875,547.5,Premier Cars
Education,Transport,Transport Hire,45314.4789715625,1012.5,Premier Cars
Education,Transport,Transport Hire,45322.48185836805,1628,GREEN METRO CARS READING LTD
Education,Transport,Transport Hire,45302.54051600694,635.65,Newbury & District Ltd
Education,Transport,Transport Hire,45303.422541747685,1441.44,WEAVAWAY TRAVEL LTD
Education,Transport,Transport Hire,45293.46269991898,2053.33,Mark Dillon t/a Penmar Transport Ltd
Education,Transport,Transport Hire,45293.46269991898,513.33,Mark Dillon t/a Penmar Transport Ltd
Education,Transport,Transport Hire,45293.48560366898,955,Wheels Taxis
Education,Transport,Transport Hire,45293.48560366898,1108.5,Wheels Taxis
Education,Transport,Transport Hire,45293.69809293981,5301,ABC TRAVEL (WOKINGHAM) LIMITED T/A ABC TRAVEL
Education,Transport,Transport Hire,45294.652304166666,2250.5,Premier Cars
Education,Transport,Transport Hire,45294.652304166666,902,Premier Cars
Education,Transport,Transport Hire,45296.6845466088,5236,FD TRAVELS LIMITED T/A SCHOOL EXPRESS
Education,Transport,Transport Hire,45296.6845466088,1760,FD TRAVELS LIMITED T/A SCHOOL EXPRESS
Education,Transport,Transport Hire,45296.6845466088,4188.8,FD TRAVELS LIMITED T/A SCHOOL EXPRESS
Education,Transport,Transport Hire,45296.6845466088,3850,FD TRAVELS LIMITED T/A SCHOOL EXPRESS
Education,Transport,Transport Hire,45296.6845466088,3043.33,FD TRAVELS LIMITED T/A SCHOOL EXPRESS
Education,Transport,Transport Hire,45296.6845466088,4246,FD TRAVELS LIMITED T/A SCHOOL EXPRESS
Education,Transport,Transport Hire,45299.483417627314,858,FD TRAVELS LIMITED T/A SCHOOL EXPRESS
Education,Transport,Transport Hire,45299.497385069444,1120,FD TRAVELS LIMITED T/A SCHOOL EXPRESS
Education,Transport,Transport Hire,45299.497385069444,3332,FD TRAVELS LIMITED T/A SCHOOL EXPRESS
