* Expenditure Category,* Date,TOTAL,* SUPPLIER FINAL
Police - Vehicle Workshop Parts,45022,680,RIBBLESDALE AUTO ELECTRICS UNITS LTD
Works Fees (External),45022,18574.88,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45022,26125,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45022,19541.5,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45022,697.48,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45022,581.23,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45022,6792.5,REED SPECIALIST RECRUITMENT LTD
Police - Media Campaigns,45022,18014.49,REED SPECIALIST RECRUITMENT LTD
Police - Media Campaigns,45022,18016.52,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45022,4180,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45022,9405,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45022,3483.33,REED SPECIALIST RECRUITMENT LTD
Works Fees (External),45022,8778,REED SPECIALIST RECRUITMENT LTD
Works Fees (External),45022,8098.75,REED SPECIALIST RECRUITMENT LTD
Works Fees (External),45022,93708.27,REED SPECIALIST RECRUITMENT LTD
Works Fees (External),45022,5144.01,REED SPECIALIST RECRUITMENT LTD
Works Fees (External),45022,8360,REED SPECIALIST RECRUITMENT LTD
Works Fees (External),45022,8098.75,REED SPECIALIST RECRUITMENT LTD
Travelling Expenses General,45022,2481.88,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45022,4180,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45022,1567.5,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45022,6583.5,REED SPECIALIST RECRUITMENT LTD
Consolidated invoice suspense,45022,6671.6,AGIITO LTD (FORMALLY CAPITA TRAVEL & EVENTS LTD)
Postage & Carriage,45022,4000,QUADIENT UK LTD
Postage & Carriage,45022,500,QUADIENT LTD. CREDIFON RBV ACCOUNT
Police - Pathologists Fees,45022,2910.12,ALISON ARMOUR
Equipment General,45022,765,PROSYS DEV LTD
Training Expenses (External),45022,1250,PRESTON GRASSHOPPERS RUGBY FOOTBALL CLUB LTD
Training Expenses (External),45022,1500,PRESTON GRASSHOPPERS RUGBY FOOTBALL CLUB LTD
IT Consultancy,45022,40000,PREMIERTEC CONSULTING LTD T/A CLAREMONT
Petrol,45022,36923.83000000001,ALLSTAR BUSINESS SOLUTIONS LTD [ARVAL PHH BUSINESS SOLUTIONS LTD]
Police - Counsel Fees,45022,600,POTENTIAL UNEARTHED LTD
Police Reactive Maintenance - Building Services,45022,711.69,PHAROS GENERATOR SERVICES LIMITED
Police Reactive Maintenance - Building Services,45022,721.55,PHAROS GENERATOR SERVICES LIMITED
Police - Vehicle Workshop Parts,45022,550,PARTS PLUS
Furniture General,45022,950,OFFICE CHAIR RENOVATION
Agency Staff,45022,1536.54,OCCUPATIONAL HEALTH STAFFING LTD
Equipment General,45022,2999.98,NISBETS PLC
Equipment General,45022,889.99,NISBETS PLC
Equipment General,45022,2709.99,NISBETS PLC
Computer Maintenance,45022,4575,NEC SOFTWARE SOLUTIONS (FORMERLY NORTHGATE PUBLIC SERVICES (UK) LTD)
Training Expenses (External),45022,1200,NDORS TRAINER
Training Expenses (External),45022,1360,NDORS TRAINER
Training Expenses (External),45022,720,NDORS TRAINER
Computer Licences,45022,695,NCC SERVICES LIMITED
Vehicle & Plant R&M (External),45022,1956,NATIONAL WINDSCREENS NW
Police - Horse Expenses,45022,3460,MYERSCOUGH COLLEGE
Police - Guest Speakers,45022,500,MR MICHAEL BARTON
Vehicle Purchase,45022,17103.13,MOTUS GROUP UK LTD T/A PENTAGON MOTOR GROUP
Vehicle Purchase,45022,17103.13,MOTUS GROUP UK LTD T/A PENTAGON MOTOR GROUP
Police - Collaboration Regional Toxicology Service,45022,103831,MERSEYSIDE POLICE AUTHORITY
Police - Collaboration Regional Courier Service,45022,16385,MERSEYSIDE POLICE AUTHORITY
Clothing & Uniform,45022,110583.9,MEHLER VARIO SYSTEM GMBH
Police - Dog Expenses,45022,840,ANIMAL RELATED SERVICES
Training Expenses (External),45022,2750,MAYOR'S OFFICE FOR POLICING & CRIME (MET POLICE AUTH)
Building Cleaning Contract (External),45022,94102.04999999999,LANCASHIRE COUNTY COUNCIL (200398)
Police - Other Third Party Payments,45022,1552.5,LANCASHIRE COUNTY COUNCIL (200398)
PCC Commissioning - Community Liason,45022,265000,LANCASHIRE COUNTY COUNCIL (200398)
Building Cleaning Contract (External),45022,92298.61999999995,LANCASHIRE COUNTY COUNCIL (200398)
Stationery,45022,14233.13,LANCASHIRE COUNTY COUNCIL (200398)
Police - Treasurers Services - Other,45022,1200,LANCASHIRE COUNTY COUNCIL (200398)
Police - Other Third Party Payments,45022,2285.59,LANCASHIRE COUNTY COUNCIL (200398)
Police  - Additional Cleaning,45022,8050.749999999999,LANCASHIRE COUNTY COUNCIL (200398)
Police  - Additional Cleaning,45022,12123.47,LANCASHIRE COUNTY COUNCIL (200398)
Training Expenses (External),45022,22500,JOHN BEGGS TRAINING
Computer Maintenance,45022,25975,JML SOFTWARE SOLUTIONS LTD
Police - Other Investigative Expenses,45022,4500,JAYAMOHAN LTD
IT Consultancy,45022,112228,JAMES HARVAD LTD
Window Cleaning,45022,601.96,GWCC
Furniture - H&S,45022,1114,GRESHAM OFFICE FURNITURE LTD
Police - Trainer/Lecturer Fees,45022,2750,GREATER MANCHESTER COMBINED AUTHORITY - GMP
Training Expenses (External),45022,5092,GREATER MANCHESTER COMBINED AUTHORITY - GMP
Import Duty,45022,6827.44,FRICTIONLESS TRADE SERVICES LTD
Clothing & Uniform,45022,4320,FIRMIN & SONS P L C
Equipment General,45022,2054.58,FINDEL PLC
Mobile Phone Costs,45022,22083,EVERYTHING EVERYWHERE LTD
Police - Scientific Support Equipment,45022,820,EUROPEAN INSTRUMENTS
Equipment General,45022,899.05,EASTERN SHIRES PURCHASING ORGANISATION
Police - Pathologists Fees,45022,2936.61,DR C P JOHNSON
Clothing & Uniform,45022,8714.05,DHL SUPPLY CHAIN
Police - Vehicle Workshop Parts,45022,880,CV COMPONENTS (FORMERLY ALLIANCE AUTOMOTIVE UK LV LTD)
Police - Vehicle Workshop Parts,45022,880,CV COMPONENTS (FORMERLY ALLIANCE AUTOMOTIVE UK LV LTD)
Police - Vehicle Workshop Parts,45022,880,CV COMPONENTS (FORMERLY ALLIANCE AUTOMOTIVE UK LV LTD)
Police - Vehicle Workshop Parts,45022,880,CV COMPONENTS (FORMERLY ALLIANCE AUTOMOTIVE UK LV LTD)
Equipment General,45022,17595.54,CUBIC TRANSPORTATION SYSTEMS (ITMS) LTD
Consolidated invoice suspense,45022,66753.37,CORONA ENERGY
Training Expenses (External),45022,6279,CONTINENTAL AUTOMOTIVE TRADING UK LTD
Petrol,45022,4320,COMPLETE TANK SOLUTIONS LTD
Training Expenses (External),45022,10038.2,COLLEGE OF POLICING
Training Expenses (External),45022,3643.92,COLLEGE OF POLICING
Consolidated invoice suspense,45022,5187.58,CLARITY TRAVEL LIMITED
Training Expenses (External),45022,1140,CJS EVENT SOLUTIONS LTD
Training Expenses (External),45022,699,CJS EVENT SOLUTIONS LTD
Police - Detained Persons - Other Expenses,45022,4402.9,CHARLES FELLOWS SUPPLIES LTD
Hire of Transport,45022,515.48,ARNOLD CLARK CAR & VAN RENTAL
Hire of Transport,45022,538.44,ARNOLD CLARK CAR & VAN RENTAL
Hire of Transport,45022,522,CAR-PORT UK
Hire of Transport,45022,4176,CAR-PORT UK
Equipment General,45022,791.8,CALIBRATION & CONSULTANCY SERVICES (UK)
Police - Property External Fees,45022,1536,BUILDING COST INFORMATION SERVICE LTD
Police - Vehicle Workshop Parts,45022,2316,BRITISH ENGINEERING SERVICES ASSET RELIABILITY LIMITED
Police - Vehicle Workshop Parts,45022,582.77,BOWKER PRESTON LTD
Police - Damage to Property / Boarding Up,45022,3805,BOING RAPID SECURE LTD
Police - Damage to Property / Boarding Up,45022,6035.2,BOING RAPID SECURE LTD
Police - Damage to Property / Boarding Up,45022,3125.5,BOING RAPID SECURE LTD
PCC Commissioning - Community Liason,45022,1000,BLACKPOOL PRIDE FESTIVAL
Stationery,45022,1147.08,BLACKBURN WITH DARWEN BOROUGH COUNCIL
Police - Detained Persons - Meals / Refreshments,45022,2364.29,BIDFOOD
Police - Detained Persons - Meals / Refreshments,45022,553.14,BIDFOOD
Police - Detained Persons - Meals / Refreshments,45022,2545.79,BIDFOOD
Police - Detained Persons - Meals / Refreshments,45022,820.03,BIDFOOD
Police - Conferences,45022,1400,ASSOCIATION OF POLICING AND CRIME CHIEF EXECUTIVES
Delegated Grounds Maintenance,45028,720,A J BRETHERTON GROUNDWORK & PLANT HIRE
Rents - General,45028,12572.76,TUSTIN DEVELOPMENTS LTD
Catering Service (External),45028,588.91,TURNER PRICE LTD
Catering Service (External),45028,560.04,TURNER PRICE LTD
Catering Service (External),45028,2132.54,TURNER PRICE LTD
Clothing & Uniform,45028,1390.05,TOTAL INSIGNIA LTD
Clothing & Uniform,45028,539,TOTAL INSIGNIA LTD
Clothing & Uniform,45028,587.02,TOTAL INSIGNIA LTD
Subsistence,45028,1791,THIRD PARTY SUPPLIER
Police - Other Third Party Payments,45028,682.46,THIRD PARTY SUPPLIER
Police - Counselling,45028,840,THIRD PARTY SUPPLIER
Police - Other Third Party Payments,45028,2524.7,THIRD PARTY SUPPLIER
Police - Counselling,45028,1640,THIRD PARTY SUPPLIER
Agency Staff,45028,674.66,ACHIEVA GROUP LTD
Agency Staff,45028,915.61,ACHIEVA GROUP LTD
Training Expenses (External),45028,1485.6,THINK DIFFERENT EVENTS LTD
Training Expenses (External),45028,1238,THINK DIFFERENT EVENTS LTD
Training Expenses (External),45028,6750,THE KNOWLEDGE ACADEMY LTD
Police - Guest Speakers,45028,542.3,THE KINGSHAM CONSULTANCY LIMITED
Training Expenses (External),45028,542.3,THE KINGSHAM CONSULTANCY LIMITED
Training Expenses (External),45028,650,THE KINGSHAM CONSULTANCY LIMITED
Training Expenses (External),45028,542.3,THE KINGSHAM CONSULTANCY LIMITED
Police - Guest Speakers,45028,542.3,THE KINGSHAM CONSULTANCY LIMITED
Training Expenses (External),45028,12240,THE ATACC GROUP
Police - Firearms Ammunition,45028,2067,T V LICENSING
Subsistence,45028,569.25,SUDELL SANDWICHES
Police - Health & Safety - Occ Health,45028,3500,ST JAMES MEDICAL CENTRE
Police - Health & Safety - Occ Health,45028,3250,ST JAMES MEDICAL CENTRE
Equipment General,45028,614.56,SCENESAFE
Police - Other Third Party Payments,45028,4546.32,SCC
Computer Equipment (Hardware),45028,736.45,SCC
Training Expenses (External),45028,960,RILEY DRIVER TRAINING SERVICES LTD
Police - Community Engagement,45028,640,RED ROSE RECOVERY
Programmed Work,45028,626.4,PUMP SERVICE AND ENGINEERING LTD
Programmed Work,45028,838,PUMP SERVICE AND ENGINEERING LTD
Police - Collaboration - Regional Air Support Unit,45028,274536.75,POLICE & CRIME COMMISSIONER FOR WEST YORKSHIRE
Police - Collaboration - Regional Air Support Unit,45028,274536.67,POLICE & CRIME COMMISSIONER FOR WEST YORKSHIRE
Equipment General,45028,2250,PC CONSULTANCY
Training Expenses (External),45028,1141,NDORS TRAINER
Training Expenses (External),45028,880,NDORS TRAINER
Training Expenses (External),45028,1600,NDORS TRAINER
Training Expenses (External),45028,1280,NDORS TRAINER
Training Expenses (External),45028,1120,NDORS TRAINER
Training Expenses (External),45028,1299,NDORS TRAINER
Training Expenses (External),45028,1040,NDORS TRAINER
Training Expenses (External),45028,1200,NDORS TRAINER
Training Expenses (External),45028,1440,NDORS TRAINER
Training Expenses (External),45028,821,NDORS TRAINER
Training Expenses (External),45028,1360,NDORS TRAINER
Training Expenses (External),45028,974,NDORS TRAINER
Training Expenses (External),45028,1301,NDORS TRAINER
Training Expenses (External),45028,654,NDORS TRAINER
Police - Interpreters,45028,28211.050000000003,LANGUAGE LINE TI LTD
Police - Other Third Party Payments,45028,2057.55,LANCASHIRE COUNTY COUNCIL (200398)
Police - Other Third Party Payments,45028,29583,LANCASHIRE COUNTY COUNCIL (200398)
Furniture - H&S,45028,1285.8,GRESHAM OFFICE FURNITURE LTD
Delegated Grounds Maintenance,45028,9250,GREENLANDS
Equipment General,45028,7137,GMK LTD
Police - Vehicle Cleaning,45028,519,DTAB CARWASH LTD
Equipment General,45028,2000,COLLINS & SONS LOCKSMITHS
Training Expenses (External),45028,1350.9,COLLEGE OF POLICING
Police - FSS,45028,2172,CELLMARK
Police - FSS,45028,582,CELLMARK
Police - FSS,45028,940,CELLMARK
Police - FSS,45028,6475,CELLMARK
Equipment General,45028,5519,AVR GROUP LIMITED
Police - Counsel Fees,45029,1719.47,CHRISTOPHER CONVEY
Vehicle Purchase,45030,34054.99,VOLVO CAR UK LTD
Vehicle Purchase,45030,35162.490000000005,VOLVO CAR UK LTD
Vehicle Purchase,45030,27759.33,VOLKSWAGEN GROUP UNITED KINGDOM LTD
Consultant Fees,45030,22000,UNIVERSITY OF HUDDERSFIELD
Consultant Fees,45030,40000,UNIVERSITY OF HUDDERSFIELD
Police - Other Third Party Payments,45030,175126,UKROED LTD
Catering Service (External),45030,2543.74,TURNER PRICE LTD
Catering Service (External),45030,2487.44,TURNER PRICE LTD
Catering Service (External),45030,1407.3600000000001,TURNER PRICE LTD
Catering Service (External),45030,743.03,TIFFIN SANDWICHES LTD
Police - Settlements - Staff,45030,7500,THIRD PARTY SUPPLIER
Consultant Fees,45030,2080,THIRD PARTY SUPPLIER
Police - Pathologists Fees,45030,2050,THIRD PARTY FORENSIC SERVICES
Police - Pathologists Fees,45030,2650,THIRD PARTY FORENSIC SERVICES
Police - FSS,45030,6473.07,THIRD PARTY FORENSIC SERVICES
Police - FSS,45030,11752.92,THIRD PARTY FORENSIC SERVICES
Computer Licences,45030,6757.5,THIRD PARTY FORENSIC SERVICES
Police - Pathologists Fees,45030,2050,THIRD PARTY FORENSIC SERVICES
Police - Pathologists Fees,45030,2050,THIRD PARTY FORENSIC SERVICES
Police - Pathologists Fees,45030,2050,THIRD PARTY FORENSIC SERVICES
Police - Pathologists Fees,45030,2650,THIRD PARTY FORENSIC SERVICES
Police - Pathologists Fees,45030,2650,THIRD PARTY FORENSIC SERVICES
Police - Pathologists Fees,45030,2050,THIRD PARTY FORENSIC SERVICES
Police - Pathologists Fees,45030,2050,THIRD PARTY FORENSIC SERVICES
Police - Pathologists Fees,45030,2050,THIRD PARTY FORENSIC SERVICES
Police - Pathologists Fees,45030,2050,THIRD PARTY FORENSIC SERVICES
Police - Pathologists Fees,45030,2050,THIRD PARTY FORENSIC SERVICES
Police - Pathologists Fees,45030,2050,THIRD PARTY FORENSIC SERVICES
Police - Pathologists Fees,45030,2050,THIRD PARTY FORENSIC SERVICES
Programmed Service Contracts,45030,593.46,STONE TECHNICAL SERVICES GROUP LTD
Police - Health & Safety - Occ Health,45030,2100,ST JAMES MEDICAL CENTRE
Equipment General,45030,3197.28,SPANSET LTD
Computer Maintenance,45030,7051.1,SITEIMPROVE LTD
Equipment General,45030,660.73,SCENESAFE
Equipment General,45030,701.3,SCENESAFE
Equipment General,45030,661.08,SCENESAFE
ICT Stock / Stores,45030,4388,SCC
Postage & Carriage,45030,3659.2799999999997,ROYAL MAIL NW & NW
Police - Statutory Maintenance,45030,951.81,PROTEC FIRE DETECTION PLC
Police - Statutory Maintenance,45030,951.81,PROTEC FIRE DETECTION PLC
Police Reactive Maintenance - Building Services,45030,656.92,PROTEC FIRE DETECTION PLC
Computer Licences,45030,16341,PREMIERTEC CONSULTING LTD T/A CLAREMONT
Police Reactive Maintenance - Building Services,45030,678.8,PREMIER OF LYTHAM  LTD
Programmed Service Contracts,45030,4762.4,PREMIER OF LYTHAM  LTD
Police - Planned Preventative Maintenance,45030,644,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45030,1593.5,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45030,575.9,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45030,4672.8,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45030,3319.72,PREMIER OF LYTHAM  LTD
Clothing & Uniform,45030,1477.13,ALTBERG LTD
Police - Firearms Ammunition,45030,5075,POINT SOUTH LIMITED
Police Reactive Maintenance - Building Fabric,45030,3986.62,PILKINGTON BROS (CHURCH) LTD
Programmed Work,45030,48854.12,PILKINGTON BROS (CHURCH) LTD
Police - Telecom Forensics,45030,1560,PAYPOINT NETWORKS LTD
Training Expenses (External),45030,1120,NDORS TRAINER
Police - Counsel Fees,45030,600,MR DIJEN BASU
Police - Other Third Party Payments,45030,31207.5,MERSEYSIDE POLICE AUTHORITY
Police - Horse Expenses,45030,525.01,ANIMAL RELATED SERVICES
Police - Horse Expenses,45030,1146,ANIMAL RELATED SERVICES
Equipment,45030,2490,LUXE INTERIORS & SHUTTERS LTD
Equipment,45030,1494.01,LUXE INTERIORS & SHUTTERS LTD
Equipment,45030,1245,LUXE INTERIORS & SHUTTERS LTD
Equipment,45030,844.9999999999999,LUXE INTERIORS & SHUTTERS LTD
Police - Other Third Party Payments,45030,6253.3,LANCASHIRE COUNTY COUNCIL (200398)
Vehicle & Plant R&M (External),45030,1010,K N TRANSMISSIONS
Equipment General,45030,500,JACKSON SKIPS & RECYCLING LTD
Equipment General,45030,600,JACKSON SKIPS & RECYCLING LTD
Police - Surgeons,45030,121864.71,HCRG MEDICAL SERVICES
Police - Surgeons,45030,124911.33,HCRG MEDICAL SERVICES
Window Cleaning,45030,811.72,GWCC
Training Expenses (External),45030,3245,GREATER MANCHESTER COMBINED AUTHORITY - GMP
Audit Fees (External),45030,4547.17,GRANT THORNTON UK LLP
Audit Fees (External),45030,7546.25,GRANT THORNTON UK LLP
Police - Mobile Data,45030,8830.54,EVERYTHING EVERYWHERE LTD
Police - Mobile Data,45030,6248.04,EVERYTHING EVERYWHERE LTD
Police - Mobile Data,45030,6215.86,EVERYTHING EVERYWHERE LTD
Police - Mobile Data,45030,5780.69,EVERYTHING EVERYWHERE LTD
Police Reactive Maintenance - Building Services,45030,1029.84,E-TEC ELECTRICAL LTD
Police - Trainer/Lecturer Fees,45030,4880,ENLIGHTEN TRAINING & CONSULTANCY LTD
Fixture & Fittings - General,45030,577.94,EDMUNDSON ELECTRICAL LTD
Clothing & Uniform,45030,2580,DERBY UNITEX LTD
Equipment General,45030,19752,CUBIC TRANSPORTATION SYSTEMS (ITMS) LTD
Equipment General,45030,1470.13,CUBIC TRANSPORTATION SYSTEMS (ITMS) LTD
Equipment General,45030,20575,CUBIC TRANSPORTATION SYSTEMS (ITMS) LTD
Training Expenses (External),45030,856,COLLEGE OF POLICING
Training Expenses (External),45030,1100,COLLEGE OF POLICING
Consolidated invoice suspense,45030,3190.86,CLARITY TRAVEL LIMITED
Ext  Adapt  Improv  Etc,45030,7986.27,CITY BUILD MANCHESTER LTD
Hire of Transport,45030,538.44,ARNOLD CLARK CAR & VAN RENTAL
Hire of Transport,45030,538.44,ARNOLD CLARK CAR & VAN RENTAL
Hire of Transport,45030,538.44,ARNOLD CLARK CAR & VAN RENTAL
Police - FSS,45030,720,CELLMARK
Police - FSS,45030,4720,CELLMARK
Hire of Transport,45030,783,CAR-PORT UK
Police - Pathologists Fees,45030,4480,CALAMAT LTD
Police - Other Investigative Expenses,45030,2500,CALAMAT LTD
Police - Detained Persons - Meals / Refreshments,45030,3031.75,BIDFOOD
Police - Detained Persons - Meals / Refreshments,45030,3481.49,BIDFOOD
Equipment General,45030,585,BID GROUP LTD
Equipment General,45030,9784,AVR GROUP LIMITED
Police Reactive Maintenance - Building Fabric,45030,1315.73,ASHTON JOINERY & BUILDING SERVICES LTD
Police Reactive Maintenance - Building Fabric,45030,811.8699999999999,ASHTON JOINERY & BUILDING SERVICES LTD
Police - Drinking Water,45035,503.31,ZIP WATER (FORMALLY INSTANTA LIMITED)
Rates,45035,6287.4,WYRE BOROUGH COUNCIL
Rates,45035,54272,WYRE BOROUGH COUNCIL
Rates,45035,13055.09,WYRE BOROUGH COUNCIL
Rates,45035,40524.23,WEST LANCASHIRE BOROUGH COUNCIL
Rates,45035,119808,WEST LANCASHIRE BOROUGH COUNCIL
Rates,45035,1571.85,WEST LANCASHIRE BOROUGH COUNCIL
Police - Accreditation,45035,7972,UNITED KINGDOM ACCREDITATION SERVICE
Catering Service (External),45035,2131.13,TURNER PRICE LTD
Catering Service (External),45035,838.02,TURNER PRICE LTD
Police - Guest Speakers,45035,850,THIRD PARTY SUPPLIER
Police - Guest Speakers,45035,650,THIRD PARTY SUPPLIER
Computer Hardware,45035,19521.13,THIRD PARTY SUPPLIER
Computer Hardware,45035,5775.93,THIRD PARTY SUPPLIER
Police - Pathologists Fees,45035,2050,THIRD PARTY FORENSIC SERVICES
Police - Pathologists Fees,45035,2050,THIRD PARTY FORENSIC SERVICES
Partnership Grants,45035,3864,THE UNIVERSITY OF MANCHESTER
Rates,45035,15493.95,SOUTH RIBBLE BOROUGH COUNCIL
Rates,45035,16716.5,SOUTH RIBBLE BOROUGH COUNCIL
Rates,45035,699855,SOUTH RIBBLE BOROUGH COUNCIL
Rates,45035,88592.4,SOUTH RIBBLE BOROUGH COUNCIL
Rates,45035,11907.39,SOUTH RIBBLE BOROUGH COUNCIL
Rates,45035,21093.17,SOUTH RIBBLE BOROUGH COUNCIL
Rates,45035,2567.35,SOUTH RIBBLE BOROUGH COUNCIL
Rents - General,45035,575,SHAW LODGE MILLS LTD
Police Reactive Maintenance - Building Services,45035,814.2,SECURITY SOLUTIONS
Equipment General,45035,569.37,SEAWAYS SERVICES UK LTD
Equipment General,45035,1273.22,SCENESAFE
Equipment General,45035,529,SCENESAFE
Waste Collection Charges,45035,1680,SAME DAY PLC GUARDIAN SERVICES
Rates,45035,68608,ROSSENDALE BOROUGH COUNCIL
Rates,45035,12624.7,RIBBLE VALLEY BOROUGH COUNCIL
Rates,45035,3353.28,RIBBLE VALLEY BOROUGH COUNCIL
Rates,45035,10472.76,RIBBLE VALLEY BOROUGH COUNCIL
Consultant Fees,45035,26125,REED SPECIALIST RECRUITMENT LTD
Travelling Expenses General,45035,573.3,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45035,1199.8,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45035,1101.29,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45035,60610,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45035,6113.25,REED SPECIALIST RECRUITMENT LTD
Police - Pathologists Fees,45035,3065.45,ALISON ARMOUR
Police - Pathologists Fees,45035,3034.63,ALISON ARMOUR
Police - Pathologists Fees,45035,2991.94,ALISON ARMOUR
Police - Other Third Party Payments,45035,2700,PRESTON NORTH END COMMUNITY & EDUCATION TRUST
Police - Other Third Party Payments,45035,2357.3,PRESTON NORTH END COMMUNITY & EDUCATION TRUST
Police - Other Third Party Payments,45035,1775,PRESTON GRASSHOPPERS RUGBY FOOTBALL CLUB LTD
Rates,45035,183040,PRESTON CITY COUNCIL
Rates,45035,20334.25,PRESTON CITY COUNCIL
Rates,45035,10728.5,PRESTON CITY COUNCIL
Rates,45035,3877.23,PRESTON CITY COUNCIL
IT Consultancy,45035,2060.6,PREMIERTEC CONSULTING LTD T/A CLAREMONT
Petrol,45035,35747.17,ALLSTAR BUSINESS SOLUTIONS LTD [ARVAL PHH BUSINESS SOLUTIONS LTD]
Petrol,45035,602.17,ALLSTAR BUSINESS SOLUTIONS LTD [ARVAL PHH BUSINESS SOLUTIONS LTD]
Police Reactive Maintenance - Building Services,45035,1201.6999999999998,PREMIER OF LYTHAM  LTD
Police - Planned Preventative Maintenance,45035,1148,PREMIER OF LYTHAM  LTD
Police - Planned Preventative Maintenance,45035,1616,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45035,1792.1000000000001,PREMIER OF LYTHAM  LTD
Police - FSS,45035,4141,POLICE AND CRIME COMMISSIONER FOR AVON & SOMERSET
Training Expenses (External),45035,2649.62,POLICE & CRIME COMMISSIONER FOR WEST YORKSHIRE
Training Expenses (External),45035,2649.62,POLICE & CRIME COMMISSIONER FOR WEST YORKSHIRE
Cleaning & Domestic General,45035,2427.76,PHS GROUP PLC
Rates,45035,47565.7,PENDLE BOROUGH COUNCIL
Rates,45035,11763.93,PENDLE BOROUGH COUNCIL
Rates,45035,7204.31,PENDLE BOROUGH COUNCIL
Police - Vehicle Workshop Parts,45035,844.76,PARTS PLUS
Agency Staff,45035,1396.85,OCCUPATIONAL HEALTH STAFFING LTD
Police - Media Campaigns,45035,2500,NEWSQUEST MEDIA GROUP
Training Expenses (External),45035,1172,NATIONAL CRIME AGENCY
Police - Counsel Fees,45035,1300,MISS CHELSEA BROOKE WARD
Police - Other Third Party Payments,45035,18400,MINISTRY OF JUSTICE (KNOWN AS NATIONAL OFFENDERS MANAGEMENT SERVICE)
