* Expenditure Category,* Date,TOTAL,* SUPPLIER FINAL
Building Cleaning Contract (External),45202,105569.45000000003,LANCASHIRE COUNTY COUNCIL (200398)
Training Expenses (External),45202,2650,GREATER MANCHESTER COMBINED AUTHORITY - GMP
Equipment General,45202,982,GMW PHOTOGRAPHIC LTD
Police - Other Third Party Payments,45202,2785,FLEETWOOD TOWN COMMUNITY
Police - Other Third Party Payments,45202,2000,FLEETWOOD TOWN COMMUNITY
Police - Other Third Party Payments,45202,1910,FLEETWOOD TOWN COMMUNITY
Police - Other Third Party Payments,45202,2460,FLEETWOOD TOWN COMMUNITY
Police - Trainer/Lecturer Fees,45202,4880,ENLIGHTEN TRAINING & CONSULTANCY LTD
Police - Statutory Maintenance,45202,2459.74,ELECTRICITY NORTH WEST LTD
Equipment General,45202,651.15,EASTERN SHIRES PURCHASING ORGANISATION
Training Expenses (External),45202,1678.5,COLLEGE OF POLICING
Subsistence,45202,1678.5,COLLEGE OF POLICING
Police - Detained Persons - Other Expenses,45202,2840,CHARLES FELLOWS SUPPLIES LTD
Police - Detained Persons - Meals / Refreshments,45202,1326.6100000000001,BIDFOOD
Lump Sum,45202,1858.52,AVC WISE LTD
Clothing & Uniform,45203,990.26,WILLIAM SUGDEN & SONS LTD
Police - Scientific Support Equipment,45203,853.04,VWR INTERNATIONAL LTD
Police - Other Third Party Payments,45203,545.61,A & JE BEAUMONT
Police - Mobile Data,45203,1776,VODAFONE LTD
Catering Service (External),45203,2138.19,TURNER PRICE LTD
Catering Service (External),45203,583.46,TURNER PRICE LTD
Training Expenses (External),45203,2052,ABILITY SMART LTD
Clothing & Uniform,45203,3008.4,TRY & LILLY LTD
Clothing & Uniform,45203,2801,TOTAL INSIGNIA LTD
Clothing & Uniform,45203,4080,TOTAL INSIGNIA LTD
Police - Agents Fees,45203,2627.5,TLT LLP
Police - Counselling,45203,600,THIRD PARTY SUPPLIER
Police - Counselling,45203,750,THIRD PARTY SUPPLIER
PCC Commissioning - Community Liason,45203,9500,ACCRINGTON STANLEY COMMUNITY TRUST
IT Consultancy,45203,143450,THE BRIDGE (IT RECRUITMENT) LIMITED
Clothing & Uniform,45203,840,TAILORED IMAGE LTD
Police - Vehicle Workshop Parts,45203,610.15,SYNETIQ LIMITED
Subsistence,45203,787.5,SUDELL SANDWICHES
Police Reactive Maintenance - Building Services,45203,1551.11,SECURITY SOLUTIONS
Equipment General,45203,969.74,SCENESAFE
Equipment General,45203,790.6899999999999,SCENESAFE
Equipment General,45203,1113.39,SCENESAFE
Consultant Fees,45203,6949.25,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45203,1022.13,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45203,5225,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45203,2978.25,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45203,823.56,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45203,6792.5,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45203,6949.25,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45203,9405,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45203,3226.44,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45203,2362.5,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45203,3291.75,REED SPECIALIST RECRUITMENT LTD
Police Reactive Maintenance - Building Services,45203,692.6,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45203,3135.96,PREMIER OF LYTHAM  LTD
Police - Waste Collection Charges - Clinical,45203,1072.26,PHS GROUP PLC
PCC Commissioning - Community Liason,45203,10000,PARTICIPATION WORKS NORTH WEST
Training Expenses (External),45203,880,NDORS TRAINER
Training Expenses (External),45203,1280,NDORS TRAINER
IT Consultancy,45203,2500,NCC GROUP SECURITY SERVICES LTD
Police - Counsel Fees,45203,743.75,MR MATTHEW HOLDCROFT
Clothing & Uniform,45203,1036.8,MICHAEL LUPTON ASSOCIATES LTD
Clothing & Uniform,45203,12770,MICHAEL LUPTON ASSOCIATES LTD
Clothing & Uniform,45203,2566,MEHLER VARIO SYSTEM GMBH
Clothing & Uniform,45203,645.7,MC PRODUCTS
Police - Interpreters,45203,22524.16,LANGUAGE LINE TI LTD
Police - Interpreters,45203,28258.26,LANGUAGE LINE TI LTD
Police - Treasurers Services - Other,45203,26456,LANCASHIRE COUNTY COUNCIL (200398)
Computer Hardware,45203,1853.19,LANCASHIRE COUNTY COUNCIL (200398)
PCC Commissioning - Community Liason,45203,14546.75,LANCASHIRE COUNTY COUNCIL (200398)
Clothing & Uniform,45203,4579.89,KEELA INTERNATIONAL LTD
Clothing & Uniform,45203,3555,JOHN ROBERTS ASSOCIATES LTD
Clothing & Uniform,45203,1709.4,JOHN ROBERTS ASSOCIATES LTD
Clothing & Uniform,45203,975,JOHN ROBERTS ASSOCIATES LTD
Clothing & Uniform,45203,2413.25,JOHN ROBERTS ASSOCIATES LTD
Works Fees (External),45203,850,JLA FIRE & SECURITY LTD
Computer Software,45203,2090,ITG TECHNOLOGIES LTD
Computer Software,45203,1800,ITG TECHNOLOGIES LTD
Police - Statutory Maintenance,45203,3232.9500000000003,INTEGRATED WATER SERVICES LTD
Police - Telecom Forensics,45203,89940.76000000001,HOME OFFICE
Clothing & Uniform,45203,8729.1,HEROQUIP
Training Expenses (External),45203,5800,GREATER MANCHESTER COMBINED AUTHORITY - GMP
Police Reactive Maintenance - Building Fabric,45203,680,GABLES UK LTD
Police - Trainer/Lecturer Fees,45203,3640,ENLIGHTEN TRAINING & CONSULTANCY LTD
Training Expenses (External),45203,12960,CONTROL-F LTD
Vehicle & Plant R&M (External),45203,1439.86,AP FLEET SERVICES LTD
Police - Other Specialist Operational Equipment,45203,800,CL DISTRIBUTION
PCC Commissioning - Community Liason,45203,5000,CHORLEY BOROUGH COUNCIL
Ext  Adapt  Improv  Etc,45203,24776.56,CCH JOINERY (PRESTON) LTD
PCC Commissioning - Community Liason,45203,10000,BURNLEY LEISURE TRUST
Computer Software,45203,10000,BLUELIGHT COMMERCIAL LIMITED
Consultant Fees,45203,56313,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST
Clothing & Uniform,45203,3093,B K S LEATHER
Clothing & Uniform,45203,3282,B K S LEATHER
Clothing & Uniform,45203,3456.8,B K S LEATHER
Hire of Transport,45203,538.44,ARNOLD CLARK CAR & VAN RENTAL
Hire of Transport,45203,538.44,ARNOLD CLARK CAR & VAN RENTAL
Hire of Transport,45205,696,WHITEGATE VEHICLE SOLUTIONS LTD
Vehicle Purchase,45205,30765.28,VOLKSWAGEN GROUP UNITED KINGDOM LTD
Vehicle Purchase,45205,31042.03,VOLKSWAGEN GROUP UNITED KINGDOM LTD
Computer Maintenance,45205,6794.75,VODAFONE LTD (215385)
Police - FSS,45205,16120.05,THIRD PARTY FORENSIC SERVICES
Police - FSS,45205,7086.78,THIRD PARTY FORENSIC SERVICES
Computer Licences,45205,11000,THIRD PARTY FORENSIC SERVICES
Police - FSS,45205,13084.06,THIRD PARTY FORENSIC SERVICES
Police - Health & Safety - Occ Health,45205,3000,ST JAMES MEDICAL CENTRE
Equipment General,45205,730.3000000000001,SCENESAFE
Consultant Fees,45205,7367.25,REED SPECIALIST RECRUITMENT LTD
Postage & Carriage,45205,4000,QUADIENT UK LTD
Waste Collection Charges,45205,797.5699999999999,PHS GROUP PLC
Waste Collection Charges,45205,1131.71,PHS GROUP PLC
Police - Vehicle Workshop Parts,45205,946.4,PENNINE FIRE & SAFETY LTD
Police - Vehicle Cleaning,45205,1001.75,PENNINE FIRE & SAFETY LTD
Training Expenses (External),45205,1287,NDORS TRAINER
Training Expenses (External),45205,640,NDORS TRAINER
Training Expenses (External),45205,960,NDORS TRAINER
Training Expenses (External),45205,814,NDORS TRAINER
Training Expenses (External),45205,2400,NDORS TRAINER
Training Expenses (External),45205,960,NDORS TRAINER
Training Expenses (External),45205,574,NDORS TRAINER
Training Expenses (External),45205,1120,NDORS TRAINER
Training Expenses (External),45205,2160,NDORS TRAINER
Training Expenses (External),45205,1040,NDORS TRAINER
Police - Counsel Fees,45205,620,LUJZKA HALSALL-FISCHEL
Police - Pathologists Fees,45205,3044.41,JAMIE EDWARD ROBINSON
Police - Doctors Statements,45205,1154,HEALTHWORK
Laundry,45205,935.05,ELIS UK LTD FORMERLY BERENDSEN UK LTD
Laundry,45205,985.49,ELIS UK LTD FORMERLY BERENDSEN UK LTD
Agency Staff,45205,675,DRS. DIRECT
Police - Pathologists Fees,45205,3084.55,DR MEGAN JENKINS
Police - Pathologists Fees,45205,2185.83,DR M S LYALL
Police - Pathologists Fees,45205,2863.1,DR D HURRELL
Police - FSS,45205,715,CELLMARK
Police - FSS,45205,2904,CELLMARK
Hire of Transport,45205,816.04,CAR-PORT UK
Hire of Transport,45205,522,CAR-PORT UK
Hire of Transport,45205,3132,CAR-PORT UK
Exchange Phones,45205,1750,BT GLOBAL SERVICES
Police - Other Third Party Payments,45205,500,BRR CONSULTING LTD
Police - Mobile Data,45210,1776,VODAFONE LTD
Police - Mobile Data,45210,1776,VODAFONE LTD
Police - Mobile Data,45210,1776,VODAFONE LTD
Police - Mobile Data,45210,1776,VODAFONE LTD
Police - Mobile Data,45210,1776,VODAFONE LTD
Catering Service (External),45210,566.75,TURNER PRICE LTD
Catering Service (External),45210,1686.12,TURNER PRICE LTD
Catering Service (External),45210,793.77,TIFFIN SANDWICHES LTD
Equipment General,45210,3483.5,THIRD PARTY SUPPLIER
Equipment General,45210,2538.11,SCENESAFE
Equipment General,45210,2567.8900000000003,SCENESAFE
Equipment General,45210,1283.38,SCENESAFE
Clothing & Uniform,45210,4824.14,SBI TACPRO LIMITED
PCC Commissioning - Community Liason,45210,7755,RESIDENTS ASSOCIATION OF FARRINGDON AND THIRLMERE
Recruitment - Expenses,45210,1264,REED SPECIALIST RECRUITMENT LTD
Road Safety Initiatives,45210,1980,PSL PRINT MANAGEMENT LTD
Police - Planned Preventative Maintenance,45210,1720,PREMIER OF LYTHAM  LTD
Agency Staff,45210,623.68,OCCUPATIONAL HEALTH STAFFING LTD
PCC Commissioning - Community Liason,45210,10000,LONGRIDGE COMMUNITY ACTION
Consultant Fees,45210,3435.1,LOIS BURTON LTD
Consultant Fees,45210,6880,LOIS BURTON LTD
Consultant Fees,45210,3440,LOIS BURTON LTD
Police - Horse Expenses,45210,1114.56,ANIMAL RELATED SERVICES
Electricity,45210,993.72,E.ON NEXT ENERGY LTD
Agency Staff,45210,742.5,DRS. DIRECT
Police - Scientific Support Equipment,45210,525,CROWTHORNE HI-TEC SERVICES LTD
Consolidated invoice suspense,45210,3813.3500000000004,CLARITY TRAVEL LIMITED
Consolidated invoice suspense,45210,3277.3,CLARITY TRAVEL LIMITED
Consolidated invoice suspense,45210,9069.85,CLARITY TRAVEL LIMITED
Consolidated invoice suspense,45210,17756.88,CLARITY TRAVEL LIMITED
Consolidated invoice suspense,45210,6017.84,CLARITY TRAVEL LIMITED
Police - Christian Network,45210,600,CHRISTIAN POLICE ASSOCIATION
Police - FSS,45210,2790.7,CELLMARK
Police - FSS,45210,990,CELLMARK
Ext  Adapt  Improv  Etc,45210,23353.13,CCH JOINERY (PRESTON) LTD
Police - Vehicle Workshop Equipment,45210,705.3,BRITISH ENGINEERING SERVICES ASSET RELIABILITY LIMITED
PCC Commissioning - Community Liason,45210,8040,BLACKPOOL STANLEY RUGBY LEAGUE CLUB
PCC Commissioning - Community Liason,45210,9280,BDS TRAINING LTD
Insurances General,45210,4000,ARTHUR J GALLAGHER (UK)
Police - Cash Fidelity Guarantee,45212,5222.7,ZURICH INSURANCE PLC
Police - Other Third Party Payments,45212,193697,UKROED LTD
Catering Service (External),45212,914.8,TURNER PRICE LTD
Catering Service (External),45212,918.39,TURNER PRICE LTD
Catering Service (External),45212,2388.72,TURNER PRICE LTD
Catering Service (External),45212,644.82,TURNER PRICE LTD
Cleaning Materials,45212,636.37,TURNER PRICE LTD
Clothing & Uniform,45212,9000.13,TRY & LILLY LTD
Clothing & Uniform,45212,676.89,TRY & LILLY LTD
Clothing & Uniform,45212,3378.18,TRY & LILLY LTD
Clothing & Uniform,45212,11231.36,TRY & LILLY LTD
Clothing & Uniform,45212,4763.3,TRY & LILLY LTD
Purchase Of Land & Buildings,45212,12050,TLT LLP
Computer Licences,45212,47885.57,THIRD PARTY SUPPLIER
Computer Hardware,45212,2111.4,THIRD PARTY SUPPLIER
Computer Hardware,45212,618.48,THIRD PARTY SUPPLIER
Computer Licences,45212,4851.76,THIRD PARTY SUPPLIER
Police - Other Investigative Expenses,45212,6471.6,THIRD PARTY SUPPLIER
Police - Vehicle Workshop Parts,45212,610.15,SYNETIQ LIMITED
Police Reactive Maintenance - Building Fabric,45212,725,STEWART FERSINA LTD
Delegated Grounds Maintenance,45212,586.42,SOCIETE GENERALE EQUIPMENT FINANCE LTD
Computer Licences,45212,29866.3,SCC
Computer Equipment (Hardware),45212,2040.8,SCC
Computer Licences,45212,2651.54,SCC
Waste Collection Charges,45212,2353.5,SAME DAY PLC GUARDIAN SERVICES
Police - Vehicle Workshop Parts,45212,690.95,RYBROOK
Police - Vehicle Workshop Parts,45212,715.98,RYBROOK
Police - Vehicle Workshop Parts,45212,1127.76,RSG ENGINEERING LTD
Postage & Carriage,45212,3958.4900000000002,ROYAL MAIL NW & NW
Postage & Carriage,45212,2485.0499999999997,ROYAL MAIL NW & NW
Equipment General,45212,643,ROSTRONS LOCKSMITHS
Police - Dog Expenses,45212,1425.1999999999998,ROBINSON GALE-TASH UK LTD
Equipment General,45212,704.2,ROBINSON GALE-TASH UK LTD
Consultant Fees,45212,6650,REED SPECIALIST RECRUITMENT LTD
Postage & Carriage,45212,4000,QUADIENT LTD. CREDIFON RBV ACCOUNT
Equipment General,45212,660,PSL PRINT MANAGEMENT LTD
Printing - External,45212,900,PSL PRINT MANAGEMENT LTD
Police - Vehicle Workshop Parts,45212,530.01,PRESTON TPS (TRADING PARTS SPECIALIST)
Training Expenses (External),45212,13860,AI TRAINING SERVICES LTD
Police - Planned Preventative Maintenance,45212,695,PREMIER OF LYTHAM  LTD
Police - Pathologists Fees,45212,3034.63,ALISON ARMOUR
Police - Vehicle Workshop Parts,45212,516.17,PARTS PLUS
Electricity,45212,3319.41,NPOWER LTD
Electricity,45212,7114.12,NPOWER LTD
Electricity,45212,9434.33,NPOWER LTD
Electricity,45212,6606.11,NPOWER LTD
Electricity,45212,6808.79,NPOWER LTD
Electricity,45212,6573.1,NPOWER LTD
Electricity,45212,3140.48,NPOWER LTD
Electricity,45212,5941.35,NPOWER LTD
Electricity,45212,1736.71,NPOWER LTD
Electricity,45212,6833.85,NPOWER LTD
Electricity,45212,8186.97,NPOWER LTD
Electricity,45212,6185.14,NPOWER LTD
Electricity,45212,3379.79,NPOWER LTD
Electricity,45212,6809.29,NPOWER LTD
Electricity,45212,8616.06,NPOWER LTD
Electricity,45212,7524.66,NPOWER LTD
Electricity,45212,9120.27,NPOWER LTD
Electricity,45212,6648.11,NPOWER LTD
Electricity,45212,9777.24,NPOWER LTD
Electricity,45212,8288.2,NPOWER LTD
Electricity,45212,6517.69,NPOWER LTD
Electricity,45212,3379.38,NPOWER LTD
Electricity,45212,7206.77,NPOWER LTD
Electricity,45212,1675.84,NPOWER LTD
Computer Software,45212,9507.25,NEC SOFTWARE SOLUTIONS (FORMERLY NORTHGATE PUBLIC SERVICES (UK) LTD)
Training Expenses (External),45212,640,NDORS TRAINER
Training Expenses (External),45212,560,NDORS TRAINER
Training Expenses (External),45212,1701,NDORS TRAINER
Computer Software,45212,33000,NCC GROUP SECURITY SERVICES LTD
Police - Horse Expenses,45212,1605,MYERSCOUGH COLLEGE
Police - Horse Expenses,45212,1340,MYERSCOUGH COLLEGE
Police - Agents Fees,45212,1600,MR LEE BONNER
Police - Agents Fees,45212,1608.5,MR LEE BONNER
Computer Equipment (Hardware),45212,7875,MOTOROLA LTD [229816]
Clothing & Uniform,45212,1687.8,MICHAEL LUPTON ASSOCIATES LTD
Equipment General,45212,990,MICHAEL LUPTON ASSOCIATES LTD
Police - Collaboration - NWROCU Regional Crime Unit,45212,37163.6,MERSEYSIDE POLICE AUTHORITY
Police - Other Third Party Payments,45212,1011.75,LANCASHIRE COUNTY COUNCIL (200398)
Clothing & Uniform,45212,1303,KEELA INTERNATIONAL LTD
Clothing & Uniform,45212,996.66,KEELA INTERNATIONAL LTD
Training Expenses (External),45212,740,INSTITUTE OF WORKPLACE AND FACILITIES MANAGEMENT
Computer Software,45212,25142.17,HOME OFFICE
Police - Surgeons,45212,134904.24,HCRG MEDICAL SERVICES
Vehicle & Plant R&M (External),45212,702.28,HALLIWELL JONES LIMITED SOUTHPORT
Vehicle & Plant R&M (External),45212,775.66,HALFORDS
Furniture General,45212,747,GRESHAM OFFICE FURNITURE LTD
Police - Tyres,45212,12421.04,GOODYEAR SSC
Police - Tyres,45212,12171.88,GOODYEAR SSC
Police Reactive Maintenance - Building Fabric,45212,7860,GABLES UK LTD
Police - Horse Expenses,45212,818.48,ANIMAL RELATED SERVICES
Vehicle Purchase,45212,24572.57,FORD MOTOR CO LTD
Police - Counsel Fees,45212,1500,FORBES SOLICITORS
Police - Mobile Data,45212,8828.92,EVERYTHING EVERYWHERE LTD
Police - Mobile Data,45212,6427.16,EVERYTHING EVERYWHERE LTD
Police - Mobile Data,45212,41317.8,EVERYTHING EVERYWHERE LTD
Police - Mobile Data,45212,6214.98,EVERYTHING EVERYWHERE LTD
Ext  Adapt  Improv  Etc,45212,4126,E-TEC ELECTRICAL LTD
Police - Trainer/Lecturer Fees,45212,5700,ENLIGHTEN TRAINING & CONSULTANCY LTD
Training Expenses (External),45212,840,ENLIGHTEN TRAINING & CONSULTANCY LTD
Police - Firearms Ammunition,45212,1900,EDGAR BROTHERS
Police - Other Third Party Payments,45212,2500,DURHAM UNIVERSITY
Clothing & Uniform,45212,7999.67,DHL SUPPLY CHAIN
Equipment General,45212,1800,COLLINS & SONS LOCKSMITHS
Vending Machine Rentals,45212,583.51,COFFEE 1652
Police - Vehicle Workshop Parts,45212,697.42,CICELEY COMMERCIALS LTD [227519]
Ext  Adapt  Improv  Etc,45212,3890,CCH JOINERY (PRESTON) LTD
Equipment General,45212,6610,AVR GROUP LIMITED
Waste Collection Charges,45217,1759.25,WASTECARE LTD
Rents - General,45217,12572.76,TUSTIN DEVELOPMENTS LTD
Catering Service (External),45217,2295.87,TURNER PRICE LTD
Police - Other Third Party Payments,45217,535,ACAS
Clothing & Uniform,45217,3750,TOTAL INSIGNIA LTD
Catering Service (External),45217,916.72,TIFFIN SANDWICHES LTD
Police - Health & Safety - Occ Health,45217,960,THIRD PARTY SUPPLIER
Police - Property External Fees,45217,11575,THIRD PARTY SUPPLIER
Police - Other Third Party Payments,45217,1724,THE POLICE AND CRIME COMMISSIONER FOR NORTH WALES
Vehicle Purchase,45217,2550,SONIC COMMUNICATIONS (INTERNATIONAL) LTD
Rents - General,45217,6500,SKM PROPERTY HOLDINGS LTD
Rents - General,45217,7496.25,SKM PROPERTY HOLDINGS LTD
Police - Scientific Support Equipment,45217,1673.18,SCENESAFE
Police - Scientific Support Equipment,45217,653,SCENESAFE
Police - Scientific Support Equipment,45217,688,SCENESAFE
Police - Scientific Support Equipment,45217,719.82,SCENESAFE
Agency Staff,45217,714.5,ADECCO UK LTD
Agency Staff,45217,774.54,ADECCO UK LTD
Waste Collection Charges,45217,4585,SAME DAY PLC GUARDIAN SERVICES
Postage & Carriage,45217,3343.39,ROYAL MAIL NW & NW
Police - LGBT Lesbian Gay Bisexual Trans Network,45217,525,PSL PRINT MANAGEMENT LTD
Computer Licences,45217,16341,PREMIERTEC CONSULTING LTD T/A CLAREMONT
Police Reactive Maintenance - Building Services,45217,2756.6299999999997,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45217,1767.9,PREMIER OF LYTHAM  LTD
Police - Statutory Maintenance,45217,720.1199999999998,PICKERINGS EUROPE LIMITED
Works Fees (External),45217,147578.68,PERFECT CIRCLE JV LTD
Police - Telecom Forensics,45217,1050,PAYPOINT NETWORKS LTD
Police - Pathologists Fees,45217,3034.63,ALISON ARMOUR
Police - Pathologists Fees,45217,3034.63,ALISON ARMOUR
Police - Pathologists Fees,45217,3013.03,ALISON ARMOUR
Equipment General,45217,1600,NUTWELL LOGISTICS LTD
Training Expenses (External),45217,1360,NDORS TRAINER
Training Expenses (External),45217,1040,NDORS TRAINER
Rents - General,45217,2471.33,LANCASHIRE COUNTY DEVELOPMENTS (PROPERTY) LTD
Building Cleaning Contract (External),45217,105569.45000000001,LANCASHIRE COUNTY COUNCIL (200398)
Clothing & Uniform,45217,3387.8,KEELA INTERNATIONAL LTD
Vehicle Purchase,45217,6578.52,INTOMOVE LTD
Recruitment - Advertising,45217,640.6,HAVAS PEOPLE LTD
Vehicle Purchase,45217,2191.7,H B PANELCRAFT LTD
Furniture - H&S,45217,1116.25,GRESHAM OFFICE FURNITURE LTD
Police - Horse Expenses,45217,1360,ANIMAL RELATED SERVICES
Police -Stray / Dangerous Animals,45217,1833.34,ANIMAL RELATED SERVICES
Training Expenses (External),45217,840,ENLIGHTEN TRAINING & CONSULTANCY LTD
Training Expenses (External),45217,980,ENLIGHTEN TRAINING & CONSULTANCY LTD
Police - Trainer/Lecturer Fees,45217,4880,ENLIGHTEN TRAINING & CONSULTANCY LTD
Consolidated invoice suspense,45217,769.52,CORONA ENERGY
Police - Agents Fees,45217,500,COBDEN HOUSE CHAMBERS
Police - Counsel Fees,45217,750,COBDEN HOUSE CHAMBERS
Police - FSS,45217,1716,CELLMARK
Police - FSS,45217,1300.2,CELLMARK
Police - FSS,45217,8794.61,CELLMARK
Equipment General,45217,3672.5,AVR GROUP LIMITED
Equipment General,45217,5547.5,AVR GROUP LIMITED
Police - Other Third Party Payments,45217,538.44,ARNOLD CLARK CAR & VAN RENTAL
Waste Collection Charges,45219,1190.6000000000001,WASTECARE LTD
Police - Exchanges Phones - Call Charges,45219,3478.15,4NET TECHNOLOGIES LTD
Police - Exchanges Phones - Call Charges,45219,3369.4,4NET TECHNOLOGIES LTD
Exchange Phones,45219,558.13,VIRGIN MEDIA BUSINESS LTD
Computer Maintenance,45219,86520,UNISYS LIMITED
Police - Media Campaigns,45219,10000,UCLAN - UNIVERSITY OF CENTRAL LANCASHIRE
Catering Service (External),45219,1013.96,TURNER PRICE LTD
Catering Service (External),45219,1063.9299999999998,TURNER PRICE LTD
Catering Service (External),45219,636.77,TURNER PRICE LTD
Catering Service (External),45219,1903.08,TURNER PRICE LTD
Catering Service (External),45219,626.6,TURNER PRICE LTD
Catering Service (External),45219,974.36,TURNER PRICE LTD
Catering Service (External),45219,2097.03,TURNER PRICE LTD
Catering Service (External),45219,1379.17,TURNER PRICE LTD
Equipment General,45219,4668.4,TOWER LEASING LTD
Catering Service (External),45219,836.8,TIFFIN SANDWICHES LTD
Publications for Office Use,45219,5038.88,THIRD PARTY SUPPLIER
ICT Stock / Stores,45219,546,THIRD PARTY SUPPLIER
Police - Media Campaigns,45219,1500,TALENT4MEDIA LTD
Equipment General,45219,17559.609999999997,ACS BUSINESS SUPPLIES LTD
Equipment General,45219,976.4,SPANSET LTD
Computer Maintenance,45219,4337.55,SCC
Equipment General,45219,1635.5,ROSTRONS LOCKSMITHS
Consultant Fees,45219,3762,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45219,4180,REED SPECIALIST RECRUITMENT LTD
Printing - External,45219,1844.15,PSL PRINT MANAGEMENT LTD
Equipment General,45219,1448,PSL PRINT MANAGEMENT LTD
Police - Vehicle Workshop Parts,45219,529.93,PRESTON TPS (TRADING PARTS SPECIALIST)
Police Reactive Maintenance - Building Services,45219,3327.7,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45219,2070.1,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45219,7968.589999999999,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45219,2476.73,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45219,3799.8,PREMIER OF LYTHAM  LTD
Equipment General,45219,1106.47,PREMIER OF LYTHAM  LTD
Equipment General,45219,1260,PREMIER OF LYTHAM  LTD
Programmed Service Contracts,45219,4942.799999999999,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Fabric,45219,6156.21,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45219,12321.310000000001,PREMIER OF LYTHAM  LTD
Training Expenses (External),45219,2370,POLICE AND CRIME COMMISSIONER FOR KENT
Subsistence,45219,969.25,POLICE AND CRIME COMMISSIONER FOR CHESHIRE
Police Reactive Maintenance - Building Services,45219,690,PHAROS GENERATOR SERVICES LIMITED
