Service Area,Expense Type,Description,SAP Document Number,Posting date,Vendor,Actual Value
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906214949,45348,****REDACTED PERSONAL INFO****,996.66
Adult Services & Hea,Charitable Organisti,Agency & Contract Services,1906214745,45348,NHS SUPPLY CHAIN,928
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906215152,45348,COMMUNITY INTEGRATED CARE,887.01
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906215157,45348,COMMUNITY INTEGRATED CARE,887.01
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906215046,45348,HOMEBIRD CARE,827.29
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1906214783,45348,ST HELENS COUNCIL RE ROBINS LANE PR,800
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1906214786,45348,RMBC ST MARGARETS C/E,800
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1906214788,45348,ST JOHN'S COFE PRIMARY ACADEMY,800
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1906214790,45348,WESTMOOR JUNIOR SCHOOL,800
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1906214792,45348,YSGOL BRYN HEDYDD,800
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1906214794,45348,BARNTON COMMUNITY NURSERY AND PRIMA,800
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1906214808,45348,CDAT ST OSWALD’S CE PRIMARY SCHOOL,800
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1906214820,45348,ST MICHAELS COFE HIGH SCHOOL,800
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1906214822,45348,BEACON VIEW PRIMARY ACADEMY,800
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1906214826,45348,CULCHETH COMMUNITY PRIMARY SCHOOL,800
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1906214828,45348,ST HELENS COUNCIL RE GRANGE VALLEY,800
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1906214829,45348,KINGSBURY SCHOOL FUND ACCOUNT,800
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1906214830,45348,MOORSIDE C P ACADEMY,800
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1906214831,45348,ST HELENS COUNCIL: RE NEWTON-LE-WIL,800
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1906214834,45348,ST GERARD’S CATHOLIC PRIMARY SCHOOL,800
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1906214835,45348,ST JAMES' COFE INFANT AND NURSERY S,800
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1906214837,45348,ST MARY’S ON THE HILL PRIMARY SCHOO,800
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1906214838,45348,ST PETER’S RC LMS ACCOUNT,800
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1906214843,45348,HOLYWELL CHURCH OF ENGLAND ACADEMY,800
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1906214849,45348,PARKSIDE COMMUNITY PRIMARY SCHOOL,800
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1906214851,45348,ST MARY & ST JOHN CATHOLIC PRIMARY,800
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1906214855,45348,WIGAN BC-3413-ST BERNADETTE'S CATHO,800
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1906214856,45348,BRAMPTON PRIMARY SCHOOL,800
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1906214857,45348,BALDERSTONE ST LEONARD'S CE PRIMARY,800
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1906214860,45348,HILLSIDE CP SCHOOL,800
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1906214861,45348,ECCLESTON LANE ENDS PRIMARY SCHOOL,800
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1906214864,45348,TINTO PRIMARY SCHOOL FUND,800
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1906214865,45348,YSGOL MORFA RHIANEDD,800
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1906214872,45348,BALSHAW’S CE HIGH SCHOOL,800
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1906214873,45348,LLANFAWR SCHOOL FUNDS,800
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1906214875,45348,LANCASHIRE COUNTY COUNCIL SCHOOLS I,800
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1906214876,45348,SALUTEM LD BIDCO IV LTD,800
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1906214881,45348,CHRIST THE KING PRIMARY SCHOOL,800
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1906214887,45348,RMBC HEAP BRIDGE VILLAGE PRIMARY SC,800
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1906214889,45348,HILLSIDE CP SCHOOL,800
Children & Young Peo,Other Sch Pays-Secon,Agency & Contract Services,1906214777,45348,OAKFIELD HIGH SCHOOL & COLLEGE,800
Children & Young Peo,Other Sch Pays-Secon,Agency & Contract Services,1906214778,45348,OUR LADY'S CATHOLIC COLLEGE,800
Children & Young Peo,Other Sch Pays-Secon,Agency & Contract Services,1906214781,45348,RIBBLESDALE HIGH SCHOOL,800
Children & Young Peo,Other Sch Pays-Secon,Agency & Contract Services,1906214785,45348,ST CECILIA'S RC HIGH SCHOOL,800
Children & Young Peo,Other Sch Pays-Secon,Agency & Contract Services,1906214799,45348,FORMBY HIGH SCHOOL,800
Children & Young Peo,Other Sch Pays-Secon,Agency & Contract Services,1906214800,45348,HELSBY HIGH SCHOOL,800
Children & Young Peo,Other Sch Pays-Secon,Agency & Contract Services,1906214814,45348,SANDSTONE TRUST - WEAVERHAM HIGH SC,800
Children & Young Peo,Other Sch Pays-Secon,Agency & Contract Services,1906214815,45348,WIRRAL GRAMMAR SCHOOL FOR GIRLS,800
Children & Young Peo,Other Sch Pays-Secon,Agency & Contract Services,1906214827,45348,FENTON GRANGE SCHOOL,800
Children & Young Peo,Other Sch Pays-Secon,Agency & Contract Services,1906214833,45348,ST CUTHBERT'S CATHOLIC HIGH SCHOOL,800
Children & Young Peo,Other Sch Pays-Secon,Agency & Contract Services,1906214836,45348,ST JOHN FISHER CATHOLIC HIGH,800
Children & Young Peo,Other Sch Pays-Secon,Agency & Contract Services,1906214839,45348,ULVERSTON VICTORIA HIGH SCHOOL,800
Children & Young Peo,Other Sch Pays-Secon,Agency & Contract Services,1906214841,45348,CYNGOR SIR YNYS MON YSGOL GYFUN LLA,800
Children & Young Peo,Other Sch Pays-Secon,Agency & Contract Services,1906214845,45348,HOLY CROSS CATHOLIC HIGH,800
Children & Young Peo,Other Sch Pays-Secon,Agency & Contract Services,1906214848,45348,QUALITY EDUCATION WITH CARE LTD,800
Children & Young Peo,Other Sch Pays-Secon,Agency & Contract Services,1906214852,45348,EIRIAS HIGH SCHOOL,800
Children & Young Peo,Other Sch Pays-Secon,Agency & Contract Services,1906214858,45348,DE LA SALLE SCHOOL,800
Children & Young Peo,Other Sch Pays-Secon,Agency & Contract Services,1906214867,45348,SIR JOHN THURSBY COMMUNITY COLLEGE,800
Children & Young Peo,Other Sch Pays-Secon,Agency & Contract Services,1906214870,45348,POWYS COUNTY COUNCIL,800
Children & Young Peo,Other Sch Pays-Secon,Agency & Contract Services,1906214879,45348,CANON SLADE SCHOOL MAIN *,800
Children & Young Peo,Other Sch Pays-Secon,Agency & Contract Services,1906214885,45348,CROSSREACH - BALLIKINRAIN SCHOOL IN,800
Children & Young Peo,Other Sch Pays-Secon,Agency & Contract Services,1906214886,45348,NLC GREENFAULDS HIGH,800
Children & Young Peo,Other Sch Pays-Secon,Agency & Contract Services,1906214888,45348,HILLPARK SS CLUB FUND,800
Children & Young Peo,Other Sch Pays-Secon,Agency & Contract Services,1906214890,45348,ENTERPRISE EDUCATION (BOLTON) LTD,800
Children & Young Peo,Other Sch Pays-Speci,Agency & Contract Services,1906214793,45348,BIRKENHEAD PARK SCHOOL,800
Children & Young Peo,Other Sch Pays-Speci,Agency & Contract Services,1906214798,45348,DEYES HIGH,800
Children & Young Peo,Other Sch Pays-Speci,Agency & Contract Services,1906214806,45348,PLANTATION PRIMARY SCHOOL,800
Children & Young Peo,Other Sch Pays-Speci,Agency & Contract Services,1906214811,45348,THE PRESCOT SCHOOL,800
Children & Young Peo,Other Sch Pays-Speci,Agency & Contract Services,1906214819,45348,KEDLESTON (OLSEN SCHOOL) LTD,800
Children & Young Peo,Other Sch Pays-Speci,Agency & Contract Services,1906214825,45348,CHAIGELEY EDUCATIONAL FOUNDATION,800
Children & Young Peo,Other Sch Pays-Speci,Agency & Contract Services,1906214844,45348,****REDACTED PERSONAL INFO****,800
Children & Young Peo,Other Sch Pays-Speci,Agency & Contract Services,1906214859,45348,ACORN CARE AND EDUCATION LTD,800
Children & Young Peo,Other Sch Pays-Speci,Agency & Contract Services,1906214874,45348,MORE THAN ED INDEPENDENT SCHOOL LTD,800
Children & Young Peo,Other Sch Pays-Speci,Agency & Contract Services,1906214880,45348,YOUR CHAPTER LIMITED,800
Children & Young Peo,Other Sch Pays-Speci,Agency & Contract Services,1906214884,45348,CORNERSTONE ALTERNATIVE EDUCATION L,800
Children & Young Peo,Other Sch Pays-Speci,Agency & Contract Services,1906214892,45348,KEYS PCE LIMITED,800
Children & Young Peo,Other Sch Pays-Acade,Agency & Contract Services,1906214789,45348,FCAT T/A UNITY ACADEMY BLACKPOOL,800
Children & Young Peo,Other Sch Pays-Acade,Agency & Contract Services,1906214795,45348,SOUTHPORT LEARNING TRUST (MAGHULL H,800
Children & Young Peo,Other Sch Pays-Acade,Agency & Contract Services,1906214801,45348,HILLSIDE HIGH SCHOOL (WADE DEACON T,800
Children & Young Peo,Other Sch Pays-Acade,Agency & Contract Services,1906214805,45348,THE MERCHANT TAYLORS SCHOOL CROSBY,800
Children & Young Peo,Other Sch Pays-Acade,Agency & Contract Services,1906214809,45348,THE GRANGE ACADEMY,800
Children & Young Peo,Other Sch Pays-Acade,Agency & Contract Services,1906214832,45348,SAINT NATHANIEL'S ACADEMY,800
Children & Young Peo,Other Sch Pays-Acade,Agency & Contract Services,1906214846,45348,THE SUTTON ACADEMY,800
Children & Young Peo,Other Sch Pays-Acade,Agency & Contract Services,1906214853,45348,GEORGE SPENCER ACADEMY,800
Children & Young Peo,Other Sch Pays-Acade,Agency & Contract Services,1906214891,45348,MALCOLM ARNOLD ACADEMY,800
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906215072,45348,MENCAP,792.75
Neighbourhoods,Cleaning & Dom.Supps,Cleaning & Domestic Supplies,1906214893,45348,WRAY BROS LTD,770.95
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906214938,45348,****REDACTED PERSONAL INFO****,770
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906215045,45348,GRACEFIELD HEALTH CARE LTD,767.34
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906215053,45348,ACCOMPLISH GROUP LTD - BIRMINGHAM,767.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906215146,45348,COMMUNITY INTEGRATED CARE,699.21
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906215147,45348,COMMUNITY INTEGRATED CARE,665.35
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906215148,45348,COMMUNITY INTEGRATED CARE,665.35
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906215172,45348,COMMUNITY INTEGRATED CARE,665.35
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906215174,45348,COMMUNITY INTEGRATED CARE,665.35
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906215180,45348,BROTHERS OF CHARITY SERVICES MERSEY,665.35
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906215153,45348,COMMUNITY INTEGRATED CARE,665.35
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906215012,45348,JUST ONE RECRUITMENT,665.35
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906215140,45348,COMMUNITY INTEGRATED CARE,665.35
Children & Young Peo,Counsel Fees,Professional Fees,1906214922,45348,****REDACTED COMMERCIALLY SENSITIVE****,653.96
Children & Young Peo,Private Contractors,Agency & Contract Services,5101096783,45348,DNA LEGAL LTD,653
Children & Young Peo,"Misc Supp, Tool, Equ",General Supplies,5101096781,45348,EPS SUPPLIES LTD,548.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906214947,45348,****REDACTED PERSONAL INFO****,543.9
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906215055,45348,ACCOMPLISH GROUP LTD - BIRMINGHAM,524.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906215057,45348,ACCOMPLISH GROUP LTD - BIRMINGHAM,524.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906215060,45348,ACCOMPLISH GROUP LTD - BIRMINGHAM,524.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906215061,45348,ACCOMPLISH GROUP LTD - BIRMINGHAM,524.48
Children & Young Peo,VoluntaryAssoc.17/18,Agency & Contract Services,5101096762,45348,BLISS RECRUITMENT LTD (QUBA SOLUTIO,504
Adult Services & Hea,"Misc Supp, Tool, Equ",General Supplies,5101096938,45348,RELIANCE MEDICAL LTD,-568.7
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1700049124,45348,CAVENDISH PRIMARY SCHOOL,-600
City Development,Training (General),Indirect Employee Expenses,5101096935,45348,AIRBORNE ENVIRONMENTAL CONSULTANTS,-1530
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1700049125,45348,ST COLUMBA'S CATHOLIC PRIMARY SCHOO,-2948.65
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1700049126,45348,PLANTATION PRIMARY SCHOOL,-3348.01
Neighbourhoods,Misc. Expenses - Gen,General Services Expenses,1700049134,45348,CRAWFORD HOUSE COMMUNITY ENTERPRISE,-7250
Neighbourhoods,R&M - Building Works,R&M Technical Support,5101096715,45345,INSPIRE PARTNERSHIP GP LTD,623969.73
Capital Regen,Capital Regen,Main contract,1906212191,45345,JOHN GRAHAM CONSTRUCTION LTD,253331.67
Children & Young Peo,Schools General,Recharges,1906212049,45345,GILMOUR PRIMARY SCHOOL,135306.38
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,1906212059,45345,GREENBANK PROJECT,60000
Capital Regen,Capital Regen,Capital Grants,1906212021,45345,MANDELA8,19950
Capital Education,Capital Education,Main contract,1906212217,45345,FOUNTAINS CHILDREN CENTRE,16636.75
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906212433,45345,COMFORT CALL LTD,7064.44
City Development,ProfessionalServices,Professional Fees,5101096607,45345,TERRAQUEST SOLUTIONS LTD,6983
City Law & Governanc,Medical Fees (Genera,Professional Fees,1906212226,45345,****REDACTED PERSONAL INFO****,6922.5
Neighbourhoods,Software (General),Computing,5101096552,45345,CIVICA UK LTD (ICON),6296.02
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906212432,45345,COMFORT CALL LTD,5097.98
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906212357,45345,HOUSING 21,4767.39
Neighbourhoods,R&M - Building Works,R&M Technical Support,5101096715,45345,INSPIRE PARTNERSHIP GP LTD,3640.12
Finance & Resources,Money Brokers (Gener,Professional Fees,1906212083,45345,TRADITION (UK) LTD,3161.64
City Law & Governanc,Medical Fees (Genera,Professional Fees,1906212231,45345,****REDACTED PERSONAL INFO****,3061.7
City Law & Governanc,Medical Fees (Genera,Professional Fees,1906212230,45345,****REDACTED PERSONAL INFO****,3053.69
Neighbourhoods,Misc. Expenses - Gen,General Services Expenses,1906212039,45345,WHITEFIELD PROMARY SCHOOL,3000
Neighbourhoods,Educ.Equip.(Purchase,B.S.M. & Educational Equipment,5101096588,45345,REFUGEE ACTION,2887.34
Adult Services & Hea,Private Contractors,Agency & Contract Services,5101096726,45345,HOMECARERS CARE SERVICES LTD,2779.2
Children & Young Peo,Non Employ Prof Fees,Professional Fees,5101096718,45345,WOMBLE BOND DICKINSON (UK) LLP,2686
Children & Young Peo,Partnership Grants,Grants & Subscriptions,1906212224,45345,PICTON CHILDREN CENTRE,2517
Neighbourhoods,Misc. Expenses - Gen,General Services Expenses,1906212025,45345,"ST ANDREW’S CHURCH, CLUBMOOR",2500
Neighbourhoods,Misc. Expenses - Gen,General Services Expenses,1906212024,45345,MOSSPITS LANE PRIMARY SCHOOL,2500
Children & Young Peo,Private Contractors,Agency & Contract Services,5101096639,45345,ADVANCED CCA - CHORLEY,2427
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906212434,45345,COMFORT CALL LTD,2363.64
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906213169,45345,AUTISM INITIATIVES,2293.1
Children & Young Peo,Private Contractors,Agency & Contract Services,5101096634,45345,ADVANCED CCA - CHORLEY,2273
Neighbourhoods,Misc. Expenses - Gen,General Services Expenses,1906212022,45345,NORRIS GREEN YOUTH CENTRE,2250
