Service Area,Expense Type,Description,SAP Document Number,Posting date,Vendor,Actual Value
Children & Young Peo,Agency Admin/Cleric,Professional,1905927275,45131,MATRIX SCM LTD,1368.95
City Development,R&M - Building Works,R&M Technical Support,5101074455,45131,LEA BUILDING SERVICES LIMITED,1366.5
Neighbourhoods,Agency Admin/Cleric,Professional,1905927550,45131,MATRIX SCM LTD,1365.31
Neighbourhoods,Agency Admin/Cleric,Professional,1905927424,45131,MATRIX SCM LTD,1365.3
Chief Operating Offi,Software (General),Computing,5101074564,45131,BYTES SOFTWARE SERVICES,1359.6
Children & Young Peo,Agency Admin/Cleric,Professional,1905927276,45131,MATRIX SCM LTD,1358.95
Children & Young Peo,Agency Admin/Cleric,Professional,1905927448,45131,MATRIX SCM LTD,1328.25
Children & Young Peo,Agency Admin/Cleric,Professional,1905927331,45131,MATRIX SCM LTD,1320.9
City Development,Agency Admin/Cleric,Professional,1905927514,45131,MATRIX SCM LTD,1319.4
Children & Young Peo,Agency Admin/Cleric,Professional,1905927338,45131,MATRIX SCM LTD,1288.2
Adult Services & Hea,Agency Admin/Cleric,Professional,1905927347,45131,MATRIX SCM LTD,1270.41
City Development,Agency Admin/Cleric,Professional,1905927503,45131,MATRIX SCM LTD,1257.27
Children & Young Peo,Agency Admin/Cleric,Professional,1905927376,45131,MATRIX SCM LTD,1247.75
Children & Young Peo,Agency Admin/Cleric,Professional,1905927360,45131,MATRIX SCM LTD,1237.04
Adult Services & Hea,Agency Admin/Cleric,Professional,1905927501,45131,MATRIX SCM LTD,1236.4
Children & Young Peo,Agency Admin/Cleric,Professional,1905927377,45131,MATRIX SCM LTD,1231.33
Adult Services & Hea,Agency Admin/Cleric,Professional,1905927356,45131,MATRIX SCM LTD,1178.1
Adult Services & Hea,Agency Admin/Cleric,Professional,1905927358,45131,MATRIX SCM LTD,1177.4
Children & Young Peo,Agency Admin/Cleric,Professional,1905927303,45131,MATRIX SCM LTD,1176.9
Children & Young Peo,Agency Admin/Cleric,Professional,1905927546,45131,MATRIX SCM LTD,1172.7
Children & Young Peo,Agency Admin/Cleric,Professional,1905927314,45131,MATRIX SCM LTD,1151.4
Adult Services & Hea,Agency Admin/Cleric,Professional,1905927536,45131,MATRIX SCM LTD,1149.54
Children & Young Peo,Agency Admin/Cleric,Professional,1905927341,45131,MATRIX SCM LTD,1144.2
Adult Services & Hea,Agency Admin/Cleric,Professional,1905927544,45131,MATRIX SCM LTD,1114.45
Children & Young Peo,Agency Admin/Cleric,Professional,1905927296,45131,MATRIX SCM LTD,1105.56
City Law & Governanc,Agency Admin/Cleric,Professional,1905927533,45131,MATRIX SCM LTD,1102.15
Children & Young Peo,Educ.Equip.(Purchase,B.S.M. & Educational Equipment,5101074619,45131,PHONAK UK LTD,1097.78
Children & Young Peo,Agency Admin/Cleric,Professional,1905927322,45131,MATRIX SCM LTD,1097.35
Children & Young Peo,Agency Admin/Cleric,Professional,1905927273,45131,MATRIX SCM LTD,1083.56
Adult Services & Hea,Agency Admin/Cleric,Professional,1905927425,45131,MATRIX SCM LTD,1081.03
Adult Services & Hea,Agency Admin/Cleric,Professional,1905927518,45131,MATRIX SCM LTD,1079.04
Adult Services & Hea,Agency Admin/Cleric,Professional,1905927543,45131,MATRIX SCM LTD,1078.83
Children & Young Peo,Agency Admin/Cleric,Professional,1905927272,45131,MATRIX SCM LTD,1077.35
Children & Young Peo,Agency Admin/Cleric,Professional,1905927270,45131,MATRIX SCM LTD,1057.35
Children & Young Peo,Agency Admin/Cleric,Professional,1905927286,45131,MATRIX SCM LTD,1048.85
Adult Services & Hea,Agency Admin/Cleric,Professional,1905927454,45131,MATRIX SCM LTD,1047.2
Adult Services & Hea,Agency Admin/Cleric,Professional,1905927455,45131,MATRIX SCM LTD,1047.2
Adult Services & Hea,Agency Admin/Cleric,Professional,1905927480,45131,MATRIX SCM LTD,1047.2
Adult Services & Hea,Agency Admin/Cleric,Professional,1905927510,45131,MATRIX SCM LTD,1047.2
City Development,R&M - Building Works,R&M Technical Support,5101074512,45131,CELTIC FIRE SECURITY,1029.75
Children & Young Peo,Agency Admin/Cleric,Professional,1905927298,45131,MATRIX SCM LTD,1024.6
Children & Young Peo,Agency Admin/Cleric,Professional,1905927457,45131,MATRIX SCM LTD,1005.18
Adult Services & Hea,Agency Admin/Cleric,Professional,1905927465,45131,MATRIX SCM LTD,992.75
City Development,Agency Admin/Cleric,Professional,1905927312,45131,MATRIX SCM LTD,989.1
City Development,Agency Admin/Cleric,Professional,1905927313,45131,MATRIX SCM LTD,989.1
Adult Services & Hea,Agency Admin/Cleric,Professional,1905927291,45131,MATRIX SCM LTD,975.25
Adult Services & Hea,Agency Admin/Cleric,Professional,1905927505,45131,MATRIX SCM LTD,971.6
City Development,R&M - Building Works,R&M Technical Support,5101074463,45131,LEA BUILDING SERVICES LIMITED,967
Children & Young Peo,Agency Admin/Cleric,Professional,1905927380,45131,MATRIX SCM LTD,959.07
Adult Services & Hea,Agency Admin/Cleric,Professional,1905927366,45131,MATRIX SCM LTD,951.4
Adult Services & Hea,Agency Admin/Cleric,Professional,1905927549,45131,MATRIX SCM LTD,941.36
Adult Services & Hea,Agency Admin/Cleric,Professional,1905927526,45131,MATRIX SCM LTD,941.36
Adult Services & Hea,Agency Admin/Cleric,Professional,1905927545,45131,MATRIX SCM LTD,938.5
Adult Services & Hea,Agency Admin/Cleric,Professional,1905927361,45131,MATRIX SCM LTD,938
City Development,Agency Admin/Cleric,Professional,1905927385,45131,MATRIX SCM LTD,936.25
Adult Services & Hea,Agency Admin/Cleric,Professional,1905927292,45131,MATRIX SCM LTD,933.5
Adult Services & Hea,Agency Admin/Cleric,Professional,1905927365,45131,MATRIX SCM LTD,932.9
Adult Services & Hea,Agency Admin/Cleric,Professional,1905927459,45131,MATRIX SCM LTD,932.84
Adult Services & Hea,Agency Admin/Cleric,Professional,1905927370,45131,MATRIX SCM LTD,932.4
Adult Services & Hea,Agency Admin/Cleric,Professional,1905927414,45131,MATRIX SCM LTD,925.4
Adult Services & Hea,Agency Admin/Cleric,Professional,1905927351,45131,MATRIX SCM LTD,925.4
Adult Services & Hea,Agency Admin/Cleric,Professional,1905927352,45131,MATRIX SCM LTD,925.4
Adult Services & Hea,Agency Admin/Cleric,Professional,1905927353,45131,MATRIX SCM LTD,925.4
Adult Services & Hea,Agency Admin/Cleric,Professional,1905927348,45131,MATRIX SCM LTD,925.4
Adult Services & Hea,Agency Admin/Cleric,Professional,1905927519,45131,MATRIX SCM LTD,925.4
Adult Services & Hea,Agency Admin/Cleric,Professional,1905927321,45131,MATRIX SCM LTD,913.5
Adult Services & Hea,Agency Admin/Cleric,Professional,1905927523,45131,MATRIX SCM LTD,912.18
Children & Young Peo,Agency Admin/Cleric,Professional,1905927309,45131,MATRIX SCM LTD,906.5
Adult Services & Hea,Agency Admin/Cleric,Professional,1905927373,45131,MATRIX SCM LTD,906.5
City Development,R&M - Building Works,R&M Technical Support,5101074439,45131,LEA BUILDING SERVICES LIMITED,875
Adult Services & Hea,Agency Admin/Cleric,Professional,1905927522,45131,MATRIX SCM LTD,872.52
Neighbourhoods,Cleaning & Dom.Supps,Cleaning & Domestic Supplies,5101074525,45131,WRAY BROS LTD,843.15
City Development,Agency Admin/Cleric,Professional,1905927400,45131,MATRIX SCM LTD,824.54
Chief Operating Offi,Agency Admin/Cleric,Professional,1905927363,45131,MATRIX SCM LTD,818.44
Adult Services & Hea,Agency Admin/Cleric,Professional,1905927339,45131,MATRIX SCM LTD,816.27
Adult Services & Hea,Agency Admin/Cleric,Professional,1905927342,45131,MATRIX SCM LTD,816.27
Adult Services & Hea,Agency Admin/Cleric,Professional,1905927437,45131,MATRIX SCM LTD,803.6
Adult Services & Hea,Agency Admin/Cleric,Professional,1905927439,45131,MATRIX SCM LTD,803.6
Adult Services & Hea,Agency Admin/Cleric,Professional,1905927466,45131,MATRIX SCM LTD,803.6
Adult Services & Hea,Agency Admin/Cleric,Professional,1905927471,45131,MATRIX SCM LTD,803.6
Adult Services & Hea,Agency Admin/Cleric,Professional,1905927524,45131,MATRIX SCM LTD,803.6
Children & Young Peo,Agency Admin/Cleric,Professional,1905927280,45131,MATRIX SCM LTD,800.03
Children & Young Peo,Agency Admin/Cleric,Professional,1905927289,45131,MATRIX SCM LTD,798
Children & Young Peo,Agency Admin/Cleric,Professional,1905927532,45131,MATRIX SCM LTD,798
Adult Services & Hea,Agency Admin/Cleric,Professional,1905927443,45131,MATRIX SCM LTD,796.88
Children & Young Peo,Agency Admin/Cleric,Professional,1905927372,45131,MATRIX SCM LTD,796.5
Adult Services & Hea,Agency Admin/Cleric,Professional,1905927349,45131,MATRIX SCM LTD,793.2
Adult Services & Hea,Agency Admin/Cleric,Professional,1905927483,45131,MATRIX SCM LTD,786.8
Adult Services & Hea,Agency Admin/Cleric,Professional,1905927527,45131,MATRIX SCM LTD,786.8
Adult Services & Hea,Agency Admin/Cleric,Professional,1905927540,45131,MATRIX SCM LTD,786.8
Adult Services & Hea,Agency Admin/Cleric,Professional,1905927537,45131,MATRIX SCM LTD,785.4
Adult Services & Hea,Agency Admin/Cleric,Professional,1905927500,45131,MATRIX SCM LTD,785.4
Children & Young Peo,Agency Admin/Cleric,Professional,1905927332,45131,MATRIX SCM LTD,774.9
Adult Services & Hea,Agency Admin/Cleric,Professional,1905927535,45131,MATRIX SCM LTD,768.9
Adult Services & Hea,Agency Admin/Cleric,Professional,1905927381,45131,MATRIX SCM LTD,762.66
Adult Services & Hea,Agency Admin/Cleric,Professional,1905927520,45131,MATRIX SCM LTD,760.15
Adult Services & Hea,Agency Admin/Cleric,Professional,1905927553,45131,MATRIX SCM LTD,758.32
City Law & Governanc,Agency Admin/Cleric,Professional,1905927436,45131,MATRIX SCM LTD,753.12
Children & Young Peo,Agency Admin/Cleric,Professional,1905927463,45131,MATRIX SCM LTD,750.9
Children & Young Peo,Agency Admin/Cleric,Professional,1905927451,45131,MATRIX SCM LTD,750.25
Children & Young Peo,Agency Admin/Cleric,Professional,1905927486,45131,MATRIX SCM LTD,748.69
Adult Services & Hea,Agency Admin/Cleric,Professional,1905927516,45131,MATRIX SCM LTD,740.25
Children & Young Peo,Agency Admin/Cleric,Professional,1905927432,45131,MATRIX SCM LTD,736.15
Children & Young Peo,Agency Admin/Cleric,Professional,1905927534,45131,MATRIX SCM LTD,735.7
Children & Young Peo,Agency Admin/Cleric,Professional,1905927542,45131,MATRIX SCM LTD,733.28
Children & Young Peo,Agency Admin/Cleric,Professional,1905927449,45131,MATRIX SCM LTD,732.25
Adult Services & Hea,Agency Admin/Cleric,Professional,1905927326,45131,MATRIX SCM LTD,730.47
City Development,R&M - Building Works,R&M Technical Support,5101074515,45131,CELTIC FIRE SECURITY,729.25
Neighbourhoods,Agency Admin/Cleric,Professional,1905927555,45131,MATRIX SCM LTD,729.17
Children & Young Peo,Agency Admin/Cleric,Professional,1905927431,45131,MATRIX SCM LTD,726.4
Children & Young Peo,Agency Admin/Cleric,Professional,1905927287,45131,MATRIX SCM LTD,721
Neighbourhoods,Agency Admin/Cleric,Professional,1905927554,45131,MATRIX SCM LTD,719.74
Children & Young Peo,Agency Admin/Cleric,Professional,1905927441,45131,MATRIX SCM LTD,718.6
Children & Young Peo,Agency Admin/Cleric,Professional,1905927539,45131,MATRIX SCM LTD,715.78
Children & Young Peo,Agency Admin/Cleric,Professional,1905927330,45131,MATRIX SCM LTD,715.34
City Development,Agency Admin/Cleric,Professional,1905927401,45131,MATRIX SCM LTD,704.9
City Development,Agency Admin/Cleric,Professional,1905927402,45131,MATRIX SCM LTD,704.9
City Development,Agency Admin/Cleric,Professional,1905927411,45131,MATRIX SCM LTD,704.9
City Development,Agency Admin/Cleric,Professional,1905927417,45131,MATRIX SCM LTD,704.9
Adult Services & Hea,Agency Admin/Cleric,Professional,1905927427,45131,MATRIX SCM LTD,699.2
Children & Young Peo,Agency Admin/Cleric,Professional,1905927304,45131,MATRIX SCM LTD,695.8
Children & Young Peo,Agency Admin/Cleric,Professional,1905927497,45131,MATRIX SCM LTD,695.8
City Development,Agency Admin/Cleric,Professional,1905927485,45131,MATRIX SCM LTD,685.14
City Development,Agency Admin/Cleric,Professional,1905927328,45131,MATRIX SCM LTD,681.84
City Development,Agency Admin/Cleric,Professional,1905927283,45131,MATRIX SCM LTD,675.45
Adult Services & Hea,Agency Admin/Cleric,Professional,1905927302,45131,MATRIX SCM LTD,671.3
Adult Services & Hea,Agency Admin/Cleric,Professional,1905927364,45131,MATRIX SCM LTD,671.3
Adult Services & Hea,Agency Admin/Cleric,Professional,1905927548,45131,MATRIX SCM LTD,671.3
Children & Young Peo,Agency Admin/Cleric,Professional,1905927310,45131,MATRIX SCM LTD,666.83
Children & Young Peo,Agency Admin/Cleric,Professional,1905927442,45131,MATRIX SCM LTD,665.02
Children & Young Peo,Agency Admin/Cleric,Professional,1905927538,45131,MATRIX SCM LTD,663.4
Adult Services & Hea,Agency Admin/Cleric,Professional,1905927267,45131,MATRIX SCM LTD,663.39
Children & Young Peo,Agency Admin/Cleric,Professional,1905927504,45131,MATRIX SCM LTD,663.15
Neighbourhoods,Agency Admin/Cleric,Professional,1905927317,45131,MATRIX SCM LTD,662.26
Neighbourhoods,Agency Admin/Cleric,Professional,1905927530,45131,MATRIX SCM LTD,661.6
Neighbourhoods,Agency Admin/Cleric,Professional,1905927418,45131,MATRIX SCM LTD,655.55
Neighbourhoods,Agency Admin/Cleric,Professional,1905927408,45131,MATRIX SCM LTD,652
Children & Young Peo,Agency Admin/Cleric,Professional,1905927308,45131,MATRIX SCM LTD,651.7
Children & Young Peo,Agency Admin/Cleric,Professional,1905927403,45131,MATRIX SCM LTD,651.7
City Development,Agency Admin/Cleric,Professional,1905927484,45131,MATRIX SCM LTD,650
Neighbourhoods,Agency Admin/Cleric,Professional,1905927319,45131,MATRIX SCM LTD,645.6
Adult Services & Hea,Agency Admin/Cleric,Professional,1905927458,45131,MATRIX SCM LTD,642.88
Chief Operating Offi,Agency Admin/Cleric,Professional,1905927438,45131,MATRIX SCM LTD,641.86
Children & Young Peo,Agency Admin/Cleric,Professional,1905927311,45131,MATRIX SCM LTD,635.84
City Development,Stationery (General),Printing & Office Expenses,5101074473,45131,ION GROUP LTD,625
Neighbourhoods,Agency Admin/Cleric,Professional,1905927375,45131,MATRIX SCM LTD,624.75
City Development,Agency Admin/Cleric,Professional,1905927406,45131,MATRIX SCM LTD,624.05
Children & Young Peo,Agency Admin/Cleric,Professional,1905927444,45131,MATRIX SCM LTD,622.72
Adult Services & Hea,Agency Admin/Cleric,Professional,1905927333,45131,MATRIX SCM LTD,604.8
City Development,Agency Admin/Cleric,Professional,1905927316,45131,MATRIX SCM LTD,602.71
City Development,Agency Admin/Cleric,Professional,1905927468,45131,MATRIX SCM LTD,598.85
City Development,Agency Admin/Cleric,Professional,1905927469,45131,MATRIX SCM LTD,598.85
City Development,Agency Admin/Cleric,Professional,1905927472,45131,MATRIX SCM LTD,598.85
City Development,Agency Admin/Cleric,Professional,1905927473,45131,MATRIX SCM LTD,598.85
City Development,Agency Admin/Cleric,Professional,1905927476,45131,MATRIX SCM LTD,598.85
City Development,Agency Admin/Cleric,Professional,1905927479,45131,MATRIX SCM LTD,598.85
City Development,Agency Admin/Cleric,Professional,1905927488,45131,MATRIX SCM LTD,598.85
City Development,Agency Admin/Cleric,Professional,1905927552,45131,MATRIX SCM LTD,596.61
Neighbourhoods,Agency Admin/Cleric,Professional,1905927386,45131,MATRIX SCM LTD,595.7
Neighbourhoods,Agency Admin/Cleric,Professional,1905927387,45131,MATRIX SCM LTD,595.7
City Development,Agency Admin/Cleric,Professional,1905927491,45131,MATRIX SCM LTD,589.4
Neighbourhoods,Agency Admin/Cleric,Professional,1905927318,45131,MATRIX SCM LTD,583.1
Neighbourhoods,Agency Admin/Cleric,Professional,1905927394,45131,MATRIX SCM LTD,582.4
Neighbourhoods,Agency Admin/Cleric,Professional,1905927470,45131,MATRIX SCM LTD,582.4
Neighbourhoods,Agency Admin/Cleric,Professional,1905927502,45131,MATRIX SCM LTD,582.4
City Law & Governanc,Agency Admin/Cleric,Professional,1905927513,45131,MATRIX SCM LTD,577.5
Adult Services & Hea,Agency Admin/Cleric,Professional,1905927407,45131,MATRIX SCM LTD,571.06
Adult Services & Hea,Agency Admin/Cleric,Professional,1905927288,45131,MATRIX SCM LTD,567.84
Adult Services & Hea,Agency Admin/Cleric,Professional,1905927334,45131,MATRIX SCM LTD,567.84
City Development,Agency Admin/Cleric,Professional,1905927492,45131,MATRIX SCM LTD,559.04
City Development,Agency Admin/Cleric,Professional,1905927475,45131,MATRIX SCM LTD,555.16
Children & Young Peo,Agency Admin/Cleric,Professional,1905927277,45131,MATRIX SCM LTD,546.78
Neighbourhoods,Stationery (General),Printing & Office Expenses,5101074547,45131,LYRECO UK LTD,540.16
Neighbourhoods,Agency Non Admn/Cler,Other Manual,5101074609,45131,ARNOLD CLARK CAR & VAN RENTAL,532
Adult Services & Hea,Agency Admin/Cleric,Professional,1905927547,45131,MATRIX SCM LTD,528.43
City Development,Agency Admin/Cleric,Professional,1905927374,45131,MATRIX SCM LTD,523.88
Adult Services & Hea,Agency Admin/Cleric,Professional,1905927305,45131,MATRIX SCM LTD,522.03
Adult Services & Hea,Agency Admin/Cleric,Professional,1905927412,45131,MATRIX SCM LTD,522.03
Adult Services & Hea,Agency Admin/Cleric,Professional,1905927498,45131,MATRIX SCM LTD,522.03
Adult Services & Hea,Agency Admin/Cleric,Professional,1905927541,45131,MATRIX SCM LTD,521.08
Neighbourhoods,Agency Non Admn/Cler,Other Manual,5101074492,45131,ARNOLD CLARK CAR & VAN RENTAL,512.26
Neighbourhoods,Repair And Maint (Ge,Direct Transport,5101074501,45131,TAIL-LIFT MOBILITY LTD,510.73
City Development,Agency Admin/Cleric,Professional,1905927399,45131,MATRIX SCM LTD,508.25
City Development,Agency Admin/Cleric,Professional,1905927281,45131,MATRIX SCM LTD,505.8
Capital Regen,Capital Regen,Main contract,1905928110,45132,HUYTON ASPHALT CIVILS LTD,303944.28
Capital Regen,Capital Regen,Main contract,1905928109,45132,DOWHIGH LTD,177030.3
Neighbourhoods,Private Companies,Agency & Contract Services,1905927718,45132,BEDSPACE RESOURCE LTD,83000
Capital Regen,Capital Regen,Main contract,1905928249,45132,VINCI CONSTRUCTION UK LIMITED,61535.8
City Development,Consultancy,Professional Fees,5101074715,45132,CAREER CONNECT,40375
Chief Operating Offi,Consultancy,Professional Fees,5101074675,45132,INNER CIRCLE CONSULTING LTD,37856.31
City Development,Gas (General),Energy Costs,1905928188,45132,TOTAL ENERGIES GAS & POWER LTD,28803.15
Capital Regen,Capital Regen,Misc- General,5101074621,45132,W T JENKINS LTD,23929.75
City Development,Gas (General),Energy Costs,1905928174,45132,TOTAL ENERGIES GAS & POWER LTD,18775.18
Children & Young Peo,Non Employ Prof Fees,Professional Fees,5101074625,45132,GL EDUCATION GROUP,17968.13
City Development,Gas (General),Energy Costs,1905928154,45132,TOTAL ENERGIES GAS & POWER LTD,16697.32
City Development,Gas (General),Energy Costs,1905928138,45132,TOTAL ENERGIES GAS & POWER LTD,13117.88
City Development,Gas (General),Energy Costs,1905928191,45132,TOTAL ENERGIES GAS & POWER LTD,12329.78
Chief Operating Offi,Consultancy,Professional Fees,5101074676,45132,INNER CIRCLE CONSULTING LTD,12056.32
City Development,Gas (General),Energy Costs,1905928164,45132,TOTAL ENERGIES GAS & POWER LTD,10177.89
Neighbourhoods,R&M - Environ Works,R&M Technical Support,5101074766,45132,FACULTATIEVE TECHNOLOGIES LTD,9407.76
City Development,Gas (General),Energy Costs,1905928134,45132,TOTAL ENERGIES GAS & POWER LTD,9295.37
City Development,Gas (General),Energy Costs,1905928161,45132,TOTAL ENERGIES GAS & POWER LTD,7104.51
City Law & Governanc,Mortuary Fees,General Services Expenses,5101074662,45132,LIVERPOOL UNIVERSITY HOSPITALS NHS,6498.5
Chief Operating Offi,Postages (General),Communications,5101074641,45132,ROYAL MAIL,6316.89
Neighbourhoods,"Misc Supp, Tool, Equ",General Supplies,5101074627,45132,CORE HEALTH & FITNESS TRADING LIMIT,5781
City Development,Gas (General),Energy Costs,1905928176,45132,TOTAL ENERGIES GAS & POWER LTD,5456.41
Finance & Resources,Consultancy,Professional Fees,5101074770,45132,ALLEN LANE LTD,4975
City Development,Gas (General),Energy Costs,1905928183,45132,TOTAL ENERGIES GAS & POWER LTD,4777.77
City Development,Events,General Services Expenses,5101074736,45132,HD MARCOMS LTD,4304.44
Children & Young Peo,OLA'sRecoup2017/18,Agency & Contract Services,5101074728,45132,LIGHTHOUSE HARMONIZE EDUCATION TRUS,3720
City Development,Gas (General),Energy Costs,1905928136,45132,TOTAL ENERGIES GAS & POWER LTD,3623.31
City Development,Gas (General),Energy Costs,1905928200,45132,TOTAL ENERGIES GAS & POWER LTD,3486.48
Children & Young Peo,OLA'sRecoup2017/18,Agency & Contract Services,5101074726,45132,LIGHTHOUSE HARMONIZE EDUCATION TRUS,3480
City Development,Gas (General),Energy Costs,1905928166,45132,TOTAL ENERGIES GAS & POWER LTD,3217.45
City Development,Gas (General),Energy Costs,1905928198,45132,TOTAL ENERGIES GAS & POWER LTD,3075.92
Neighbourhoods,Mortuary Fees,General Services Expenses,5101074678,45132,CHEMSOL LTD,2966.22
City Development,Gas (General),Energy Costs,1905928192,45132,TOTAL ENERGIES GAS & POWER LTD,2961.23
Finance & Resources,Consultancy,Professional Fees,5101074714,45132,HAYS SPECIALIST RECRUITMENT LTD,2950
City Development,Gas (General),Energy Costs,1905928157,45132,TOTAL ENERGIES GAS & POWER LTD,2846.21
City Development,Gas (General),Energy Costs,1905928203,45132,TOTAL ENERGIES GAS & POWER LTD,2837.81
City Development,Gas (General),Energy Costs,1905928173,45132,TOTAL ENERGIES GAS & POWER LTD,2493.64
City Development,Gas (General),Energy Costs,1905928202,45132,TOTAL ENERGIES GAS & POWER LTD,2173.23
City Development,Gas (General),Energy Costs,1905928205,45132,TOTAL ENERGIES GAS & POWER LTD,2088.82
City Development,R&M - Building Works,R&M Technical Support,5101074638,45132,WALKER FIRE UK LTD,1845.4
City Development,Gas (General),Energy Costs,1905928190,45132,TOTAL ENERGIES GAS & POWER LTD,1826.98
City Development,Gas (General),Energy Costs,1905928178,45132,TOTAL ENERGIES GAS & POWER LTD,1662.34
City Development,R&M - Building Works,R&M Technical Support,5101074761,45132,WALKER FIRE UK LTD,1582.6
Neighbourhoods,R&M - Environ Works,R&M Technical Support,5101074684,45132,FACULTATIEVE TECHNOLOGIES LTD,1541.67
Children & Young Peo,External Hire (Gener,Hire & Operating Leases,5101074651,45132,COMPUTER CAB (LIVERPOOL) LTD,1516.94
Children & Young Peo,External Hire (Gener,Hire & Operating Leases,5101074649,45132,COMPUTER CAB (LIVERPOOL) LTD,1494.51
Chief Operating Offi,Training (General),Indirect Employee Expenses,5101074637,45132,GOVERNANCE TRAINING & CONSULTANCY L,1415
City Development,Gas (General),Energy Costs,1905928210,45132,TOTAL ENERGIES GAS & POWER LTD,1389.92
City Development,"Misc Supp, Tool, Equ",General Supplies,5101074733,45132,BLUEPOINT MARINE SERVICES LTD,1320.71
City Development,Gas (General),Energy Costs,1905928130,45132,TOTAL ENERGIES GAS & POWER LTD,1216.63
Neighbourhoods,Bus Hire (General),Hire & Operating Leases,5101074655,45132,SEAFORTH RADIO CARS LTD,900
Neighbourhoods,Private Contractors,Agency & Contract Services,5101074706,45132,LIVERPOOL STREETSCENE SERVICES LIMI,775.5
City Development,IT Equip&Comm-Purch,Computing,5101074735,45132,TELEFONICA UK LTD,650
Children & Young Peo,"Misc Supp, Tool, Equ",General Supplies,5101074647,45132,RANDSTAD EDUCATION LIMITED,642.21
Neighbourhoods,Bus Hire (General),Hire & Operating Leases,5101074656,45132,SEAFORTH RADIO CARS LTD,630
City Development,Gas (General),Energy Costs,1905928131,45132,TOTAL ENERGIES GAS & POWER LTD,581.59
Neighbourhoods,R&M - Building Works,R&M Technical Support,1905928111,45132,JONES LIGHTING LTD,553.91
Neighbourhoods,R&M - Building Works,R&M Technical Support,1905928112,45132,JONES LIGHTING LTD,553.91
Neighbourhoods,R&M - Building Works,R&M Technical Support,1905928113,45132,JONES LIGHTING LTD,553.91
Neighbourhoods,R&M - Building Works,R&M Technical Support,1905928114,45132,JONES LIGHTING LTD,553.91
Neighbourhoods,R&M - Building Works,R&M Technical Support,1905928115,45132,JONES LIGHTING LTD,553.91
Neighbourhoods,R&M - Building Works,R&M Technical Support,1905928116,45132,JONES LIGHTING LTD,553.91
Neighbourhoods,R&M - Building Works,R&M Technical Support,1905928117,45132,JONES LIGHTING LTD,553.91
Neighbourhoods,R&M - Building Works,R&M Technical Support,1905928118,45132,JONES LIGHTING LTD,553.91
Neighbourhoods,R&M - Building Works,R&M Technical Support,1905928119,45132,JONES LIGHTING LTD,553.91
Neighbourhoods,R&M - Building Works,R&M Technical Support,1905928120,45132,JONES LIGHTING LTD,553.91
Neighbourhoods,R&M - Building Works,R&M Technical Support,1905928121,45132,JONES LIGHTING LTD,553.91
Neighbourhoods,R&M - Building Works,R&M Technical Support,1905928122,45132,JONES LIGHTING LTD,553.91
Neighbourhoods,R&M - Building Works,R&M Technical Support,1905928123,45132,JONES LIGHTING LTD,553.91
Neighbourhoods,R&M - Building Works,R&M Technical Support,1905928124,45132,JONES LIGHTING LTD,553.91
Neighbourhoods,R&M - Building Works,R&M Technical Support,1905928125,45132,JONES LIGHTING LTD,553.91
Neighbourhoods,R&M - Building Works,R&M Technical Support,1905928126,45132,JONES LIGHTING LTD,553.91
Neighbourhoods,R&M - Building Works,R&M Technical Support,1905928127,45132,JONES LIGHTING LTD,553.91
Neighbourhoods,R&M - Building Works,R&M Technical Support,1905928128,45132,JONES LIGHTING LTD,553.91
Neighbourhoods,R&M - Building Works,R&M Technical Support,1905928129,45132,JONES LIGHTING LTD,553.91
Adult Services & Hea,Cleaning & Dom.Supps,Cleaning & Domestic Supplies,5101074679,45132,WRAY BROS LTD,542.28
City Development,Gas (General),Energy Costs,1905928155,45132,TOTAL ENERGIES GAS & POWER LTD,537.37
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905927731,45132,****REDACTED PERSONAL INFO****,-630
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905927733,45132,****REDACTED PERSONAL INFO****,-650
City Development,Gas (General),Energy Costs,1700048148,45132,TOTAL ENERGIES GAS & POWER LTD,-97857.39
Children & Young Peo,VoluntaryAssoc.17/18,Agency & Contract Services,5101074850,45133,BLISS RECRUITMENT LTD (QUBA SOLUTIO,10000
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,5101074860,45133,ACORN CARE & EDUCATION LTD,6187.88
Chief Operating Offi,Postages (General),Communications,5101074900,45133,ROYAL MAIL,5693.77
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,5101074861,45133,ACORN CARE & EDUCATION LTD,5303.02
Finance & Resources,Consultancy,Professional Fees,5101074775,45133,ALLEN LANE LTD,4975
City Development,Conference (General),Expenses,5101074898,45133,VISITBRITAIN,4000
Children & Young Peo,VoluntaryAssoc.17/18,Agency & Contract Services,5101074891,45133,QUICK STAY PROPERTY SOLUTIONS,3150
Adult Services & Hea,Adaptations (General,General Services Exp Social Svs Clients,5101074773,45133,STAIRLIFT SPECIALISTS LTD,2664.59
Finance & Resources,ProfessionalServices,Professional Fees,5101074820,45133,HAYS SPECIALIST RECRUITMENT LTD,2331.9
Children & Young Peo,Private Contractors,Agency & Contract Services,5101074877,45133,ADVANCED CCA - CHORLEY,1906.1
Children & Young Peo,Misc. Expenses - Gen,General Services Expenses,1905928895,45133,DIXONS ACADEMIES TRUST LTD,1718.71
