Service Area,Service Division,Expense Type,Expense Code,Detailed Expense Type,Payment Date,Transaction Number,Amount Exc VAT,Supplier Name
Children and Young Peoples Services,Head of Education and Skills,Transport,230034,Contract Hire,01/08/2024,4300007-PUJULY0724,"œ1,144.00",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230034,Contract Hire,01/08/2024,4300008-1898-03,"œ1,500.00",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230034,Contract Hire,01/08/2024,4300008-4608-07,"œ1,650.00",REDACTED - PAYMENT TO INDIVIDUAL
Adult and Health Services,Head of Adults,Transport,230005,Contract Hire,01/08/2024,4300008-DM226-26,œ715.32,REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,01/08/2024,4300008-F109-11,œ591.83,REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,338027,Services,01/08/2024,4300010-HN00273,"œ2,475.00",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,01/08/2024,4300011-146,"œ2,560.00",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,01/08/2024,4300011-147,"œ2,295.00",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230009,Contract Hire,01/08/2024,4300039-7008-07/24,"œ2,193.00",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,01/08/2024,4300039-A028/JULY24,"œ5,260.65",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,01/08/2024,4300039-A035/JULY24,"œ3,585.00",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,01/08/2024,4300039-A059-07/24,"œ3,955.65",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,01/08/2024,4300039-A082,"œ3,435.00",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,01/08/2024,4300039-E007-07/24,"œ2,703.00",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,01/08/2024,4300039-E023-07/24,"œ4,171.80",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,01/08/2024,4300039-E025-07/24,"œ2,608.82",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,01/08/2024,4300039-E051-07/24,"œ2,610.52",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,01/08/2024,4300039-E061-07/24,"œ3,416.49",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,01/08/2024,4300039-E064/JULY24,"œ3,304.19",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,01/08/2024,4300039-E072-07/24,"œ2,686.00",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,01/08/2024,4300039-E104-JUL24,"œ1,553.40",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,01/08/2024,4300039-E106-07/24,"œ3,553.00",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,01/08/2024,4300039-E150-07/24,"œ3,366.00",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,01/08/2024,4300039-F180-0724,œ574.20,REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,01/08/2024,4300039-F234-0724,œ554.40,REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,01/08/2024,4300039-M066-07/24,"œ2,154.24",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,01/08/2024,4300042-012,"œ1,518.70",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,01/08/2024,4300058-170,"œ2,200.50",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230035,Contract Hire,01/08/2024,4300058-172,"œ2,320.20",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230010,Contract Hire,01/08/2024,4300058-175,"œ2,661.58",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,01/08/2024,4300091-E033-JUL24,"œ2,863.38",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,01/08/2024,4300091-E055-JUL24,"œ1,649.00",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,01/08/2024,4300091-F350-JUL24,"œ1,188.00",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230034,Contract Hire,01/08/2024,4300092-5476-07/24,"œ1,836.00",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,01/08/2024,4300092-E195JUL24,"œ2,040.00",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230034,Contract Hire,01/08/2024,4300101-6010/JULY24,"œ1,500.00",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,01/08/2024,4300101-A212/JULY24,"œ1,500.00",REDACTED - PAYMENT TO INDIVIDUAL
Regeneration Economy and Growth,Economic Development CL0150,Supplies and Services,384086,Miscellaneous Expenses,01/08/2024,4299862-VOUCHER22NB-4TOG018,"œ1,300.00",CAPTURE FILMS.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,384700,Miscellaneous Expenses,01/08/2024,4299869-NEI-HCL-07-2024-010,œ500.00,CHESTER LE STREET AMAZONS GIRLS FOOTBALL CLUB.
Chief Executives Office,Legal & Democratic Services,Supplies and Services,384060,Miscellaneous Expenses,01/08/2024,4299897-RES-07-2024-576,"œ1,351.39",DURHAM ASSOCIATION OF BOYS & GIRLS CLUBS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,01/08/2024,4299916-F189-011,"œ1,278.00",FERRYHILL VILLAGE TRAVEL & BROOM ROAD GARAGE LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,01/08/2024,4299916-N340-009-2024,"œ2,948.00",FERRYHILL VILLAGE TRAVEL & BROOM ROAD GARAGE LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,01/08/2024,4299916-W068-011,"œ2,678.40",FERRYHILL VILLAGE TRAVEL & BROOM ROAD GARAGE LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,01/08/2024,4299916-W172-011,"œ2,222.25",FERRYHILL VILLAGE TRAVEL & BROOM ROAD GARAGE LTD.
Adult and Health Services,Head of Adults,Supplies and Services,338089,Services,01/08/2024,4299991-MGA2510,"œ1,000.00",MARK GRAY ASSOCIATES LTD.
Adult and Health Services,Adults Excluded,Supplies and Services,338066,Services,01/08/2024,4300028-OD-214,"œ47,052.00",OPEN DOOR NORTH EAST.
Chief Executives Office,Legal & Democratic Services,Supplies and Services,384060,Miscellaneous Expenses,01/08/2024,4300085-RES-07-2024-575,"œ8,440.34",ST CUTHBERTS HOSPICE DURHAM.
Regeneration Economy and Growth,Economic Development CL0150,Supplies and Services,384086,Miscellaneous Expenses,01/08/2024,4300094-VOUCHERSTEA06-24,œ720.00,SURVIVORS OF BEREAVEMENT BY SUICIDE.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,384199,Miscellaneous Expenses,01/08/2024,4299821-24036B,"œ4,750.00",ACCESS ALL AREAS.
Neighbourhoods and Climate Change,Community Protection,Supplies and Services,338027,Services,01/08/2024,4299825-28564972,"œ2,750.00",AECOM LTD.
Chief Executives Office,Legal & Democratic Services,Supplies and Services,384060,Miscellaneous Expenses,01/08/2024,4299829-RES-07-2024-577,"œ1,351.40",ALZHEIMER`S SOCIETY.
Children and Young Peoples Services,Head of Education and Skills,Transport,230034,Contract Hire,01/08/2024,4299832-5000JUL24,"œ1,000.00",ANDY`S TRAVEL.
Children and Young Peoples Services,Head of Education and Skills,Transport,230034,Contract Hire,01/08/2024,4299833-1887-0724,œ947.36,ANGIE`S TAXIS.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/08/2024,4299836-INV-0651,"œ33,371.41",APEX ROOFING SPECIALISTS LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/08/2024,4299836-INV-0655,"œ16,045.33",APEX ROOFING SPECIALISTS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230034,Contract Hire,01/08/2024,4299839-JULY2024-2,"œ2,401.12",ARMSTRONG`S TAXIS.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,384199,Miscellaneous Expenses,01/08/2024,4299843-INV-0270,"œ8,071.25",BACCANALIA FOR CULTURE CIC.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,304221,Equipment and Materials,01/08/2024,4299845-100021625,œ921.70,BALL COLEGRAVE LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,384199,Miscellaneous Expenses,01/08/2024,4299852-31018048,"œ1,500.00",BLACKPOOL BOROUGH COUNCIL.
Regeneration Economy and Growth,Planning & Housing,Supplies and Services,344033,Telephones,01/08/2024,4299856-VP07599470Q060W,"œ6,362.95",BRITISH TELECOMMUNICATIONS PLC.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,01/08/2024,4299858-0000320820,œ707.90,BROXAP LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Supplies and Services,364359,Grants to Voluntary Organisations,01/08/2024,4299859-0000181302,œ972.00,BUSY BEES (DURHAM) LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,01/08/2024,4299861-3508011,"œ1,527.12",C & R TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,01/08/2024,4299861-W043011,"œ2,890.00",C & R TAXIS.
Neighbourhoods and Climate Change,Community Protection,Supplies and Services,338066,Services,01/08/2024,4299867-INV-013968,œ980.00,CHARTERED TRADING STANDARDS INSTITUTE (CTSI).*
Neighbourhoods and Climate Change,Community Protection,Supplies and Services,338066,Services,01/08/2024,4299867-INV-014058,œ980.00,CHARTERED TRADING STANDARDS INSTITUTE (CTSI).*
Children and Young Peoples Services,Head of Education and Skills,Transport,230009,Contract Hire,01/08/2024,4299870-2851,"œ1,244.74",CHEVRON TAXIS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,01/08/2024,4299870-2852,"œ1,058.00",CHEVRON TAXIS LTD.
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,338027,Services,01/08/2024,4299871-DURHAM240624,œ928.13,CHRIS TREVOR PRIMARY EDUCATION CONSULTANCY.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,01/08/2024,4299872-2852ACC053,œ590.94,CITY PLUMBING SUPPLIES HOLDINGS LTD.
Regeneration Economy and Growth,Planning & Housing,Premises,145009,Cleaning and Domestic Supplies,01/08/2024,4299873-1358,œ650.00,CLEAN AS A WHISTLE BHT LTD.
Regeneration Economy and Growth,Planning & Housing,Premises,145009,Cleaning and Domestic Supplies,01/08/2024,4299873-1366,œ610.00,CLEAN AS A WHISTLE BHT LTD.
Neighbourhoods and Climate Change,Financing - Neighbourhoods & Climate Change,Premises,120021,Energy Costs,01/08/2024,4299880-NEI-EXP-07-2024-042,"œ193,236.49",CORONA ENERGY RETAIL 2 LTD.
Children and Young Peoples Services,Head of Early Help Inclusion & Vulnerable Children.,Supplies and Services,324500,Provisions E324,01/08/2024,4299883-26031,"œ21,272.08",CREATIVE MANAGEMENT SERVICES LTD.
Neighbourhoods and Climate Change,Environmental Services,Third Party Payments,430100,Rendered by Private Contractors,01/08/2024,4299890-508755,"œ1,480.00",DENNIS EAGLE LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,01/08/2024,4299902-1952,"œ4,012.00",EAST DURHAM TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,01/08/2024,4299902-1953,"œ2,496.45",EAST DURHAM TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,01/08/2024,4299902-1955,"œ3,770.30",EAST DURHAM TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,01/08/2024,4299902-1956,"œ3,408.16",EAST DURHAM TAXIS.
Adult and Health Services,Head of Adults,Transport,230005,Contract Hire,01/08/2024,4299902-1957,"œ2,909.27",EAST DURHAM TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,01/08/2024,4299902-1958,"œ3,179.00",EAST DURHAM TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230009,Contract Hire,01/08/2024,4299902-1959,"œ2,205.00",EAST DURHAM TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,01/08/2024,4299902-1960,"œ3,902.52",EAST DURHAM TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,01/08/2024,4299902-1961,"œ4,216.00",EAST DURHAM TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230009,Contract Hire,01/08/2024,4299902-1962,"œ1,568.00",EAST DURHAM TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,01/08/2024,4299902-1963,"œ2,220.71",EAST DURHAM TAXIS.
Adult and Health Services,Head of Adults,Transport,230005,Contract Hire,01/08/2024,4299902-1964,"œ2,210.89",EAST DURHAM TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,01/08/2024,4299902-1966,"œ4,321.74",EAST DURHAM TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,01/08/2024,4299902-1967,"œ1,000.00",EAST DURHAM TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,01/08/2024,4299902-1968,"œ1,010.04",EAST DURHAM TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230035,Contract Hire,01/08/2024,4299902-1969,"œ2,486.10",EAST DURHAM TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,01/08/2024,4299902-1970,"œ3,944.00",EAST DURHAM TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,01/08/2024,4299902-1971,"œ6,284.88",EAST DURHAM TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,01/08/2024,4299902-1972,"œ3,673.36",EAST DURHAM TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,01/08/2024,4299902-1973,"œ3,604.00",EAST DURHAM TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,01/08/2024,4299902-1974,"œ3,953.18",EAST DURHAM TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,01/08/2024,4299902-1975,"œ3,944.00",EAST DURHAM TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,01/08/2024,4299902-1976,"œ1,943.55",EAST DURHAM TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230012,Contract Hire,01/08/2024,4299902-1977,"œ2,738.36",EAST DURHAM TAXIS.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,01/08/2024,4299905-059-338996,œ883.80,EDMUNDSON ELECTRICAL LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,312013,Newspapers books and periodicals E312,01/08/2024,4299907-108254,"œ7,200.00",ENCYCLOPAEDIA BRITANNICA (UK) LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,384956,Miscellaneous Expenses,01/08/2024,4299909-133101YT,œ718.00,ENVIRONMENT AGENCY.
Adult and Health Services,Head of Adults,Third Party Payments,478151,Purchase of Care,01/08/2024,4299910-ECS1048-24,"œ3,904.58",ESSENTIAL CARE & SUPPORT LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,01/08/2024,4299912-N064,"œ2,339.20",FAIR FARE TRAVEL (TAXIS).
Adult and Health Services,Commissioning inc Supporting People,Third Party Payments,479101,Purchase of Care,01/08/2024,4299913-JUN24-0005-JUNE-MAY25FUNDING,"œ19,423.33",FAMILY ACTION T/A PAC-UK LTD.
Regeneration Economy and Growth,Economic Development CL0150,Cap Exp on Grants & Other Financial Assistance (REFCUS),918004,Contributions to other bodies 918004,01/08/2024,4299921-VOUCHER24NB-DCTY016,"œ5,000.00",FRAMWELLGATE MOOR PARISH COUNCIL.
Children and Young Peoples Services,Head of Childrens Social Care,Supplies and Services,384500,Miscellaneous Expenses,01/08/2024,4299922-3725,œ675.00,FUTURE STEPS CONSULTANCY SERVICE LTD.
Resources BK0010,Digital Services,Supplies and Services,304303,Equipment and Materials,01/08/2024,4299928-INV0200167,"œ1,744.44",GVAV LTD T/A AUDIO VISUAL SOLUTIONS.
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,440038,Other third party payments E440,01/08/2024,4299930-PIG_205647,"œ2,633.91",HANDCRAFTED PROJECTS.
Adult and Health Services,Head of Adults,Supplies and Services,338089,Services,01/08/2024,4299933-SI-360,"œ1,500.00",HASCA LTD.
Adult and Health Services,Head of Adults,Supplies and Services,338089,Services,01/08/2024,4299933-SI-361,"œ1,500.00",HASCA LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,01/08/2024,4299934-4805005,œ535.76,HEADLAM (FLOORCOVERING DISTRIBUTORS) LTD.
Neighbourhoods and Climate Change,Environmental Services,Third Party Payments,430100,Rendered by Private Contractors,01/08/2024,4299937-97181,"œ3,400.96",HOGARTH COACHWORKS LTD.
Regeneration Economy and Growth,Corporate Property and Land,Premises,108099,Service Repairs and Maintenance,01/08/2024,4299938-7081091795,"œ1,347.02",HONEYWELL NOVAR SYSTEMS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,01/08/2024,4299942-1229,"œ2,766.92",I & R EXECUTIVE TRAVEL.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,01/08/2024,4299942-1230,"œ1,912.84",I & R EXECUTIVE TRAVEL.
Regeneration Economy and Growth,Planning & Housing,Fees,901002,Consultants fees 901002,01/08/2024,4299943-23495,"œ5,000.00",IDENTITY CONSULT LTD.*
Regeneration Economy and Growth,Corporate Property and Land,Construction work A908,908105,Construction work,01/08/2024,4299943-23512,"œ5,186.55",IDENTITY CONSULT LTD.*
Regeneration Economy and Growth,Culture Sport and Tourism,Premises,120009,Energy Costs,01/08/2024,4299945-19194,"œ2,763.37",IMPALA ESTATES LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/08/2024,4299946-15341,"œ2,114.16",INGLEFORD SCAFFOLDING LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/08/2024,4299946-15921,"œ4,060.00",INGLEFORD SCAFFOLDING LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230034,Contract Hire,01/08/2024,4299954-2324186,"œ1,973.02",JD`S PRIVATE HIRE DURHAM.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,01/08/2024,4299954-2324191,"œ1,562.45",JD`S PRIVATE HIRE DURHAM.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,01/08/2024,4299954-2324214,"œ1,182.75",JD`S PRIVATE HIRE DURHAM.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,01/08/2024,4299954-2324215,"œ2,287.52",JD`S PRIVATE HIRE DURHAM.
Children and Young Peoples Services,Head of Education and Skills,Transport,230009,Contract Hire,01/08/2024,4299954-2324217,"œ1,473.15",JD`S PRIVATE HIRE DURHAM.
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,01/08/2024,4299954-2324218,"œ3,120.30",JD`S PRIVATE HIRE DURHAM.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,01/08/2024,4299954-2324219,"œ1,962.00",JD`S PRIVATE HIRE DURHAM.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,01/08/2024,4299954-2324221,"œ2,285.48",JD`S PRIVATE HIRE DURHAM.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,01/08/2024,4299954-2324222,"œ2,642.30",JD`S PRIVATE HIRE DURHAM.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,01/08/2024,4299954-2324223,"œ2,741.42",JD`S PRIVATE HIRE DURHAM.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,01/08/2024,4299954-2324224,"œ2,070.00",JD`S PRIVATE HIRE DURHAM.
Children and Young Peoples Services,Head of Education and Skills,Transport,230012,Contract Hire,01/08/2024,4299954-2324225,"œ1,894.99",JD`S PRIVATE HIRE DURHAM.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,01/08/2024,4299954-2324226,"œ1,992.91",JD`S PRIVATE HIRE DURHAM.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,01/08/2024,4299954-2324227,"œ2,288.03",JD`S PRIVATE HIRE DURHAM.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,01/08/2024,4299954-2324228,"œ3,735.84",JD`S PRIVATE HIRE DURHAM.
Children and Young Peoples Services,Head of Education and Skills,Transport,230009,Contract Hire,01/08/2024,4299954-2324229,"œ2,000.40",JD`S PRIVATE HIRE DURHAM.
