Service Area,Service Division,Expense Type,Expense Code,Detailed Expense Type,Payment Date,Transaction Number,Amount Exc VAT,Supplier Name
Neighbourhoods and Climate Change,Environmental Services,Premises,150015,Apportioned Exps of Operational Blds,18/01/2023,4090908-413491191,œ748.00,GAP GROUP LTD.
Neighbourhoods and Climate Change,Highways,Premises,150015,Apportioned Exps of Operational Blds,18/01/2023,4090961-7002707802,œ770.13,MOBILE MINI UK LTD.
Adult and Health Services,Head of Adults,Premises,150005,Apportioned Exps of Operational Blds,26/01/2023,4093534-JOB001/20851,œ640.00,COLIN JOBLING T/A RAINBOW INTERNATIONAL.
Regeneration Economy and Growth,Corporate Property and Land,Premises,150015,Apportioned Exps of Operational Blds,30/01/2023,4094341-220147054,œ746.46,WERNICK HIRE LTD.
Neighbourhoods and Climate Change,Highways,Premises,150015,Apportioned Exps of Operational Blds,30/01/2023,4094341-220147059,œ646.31,WERNICK HIRE LTD.
Regeneration Economy and Growth,Corporate Property and Land,Premises,150015,Apportioned Exps of Operational Blds,30/01/2023,4094341-220147070,œ746.46,WERNICK HIRE LTD.
Neighbourhoods and Climate Change,Environmental Services,Premises,150015,Apportioned Exps of Operational Blds,30/01/2023,4094341-220147115,œ646.31,WERNICK HIRE LTD.
Neighbourhoods and Climate Change,Environmental Services,Premises,150015,Apportioned Exps of Operational Blds,30/01/2023,4094341-220147116,œ646.31,WERNICK HIRE LTD.
Neighbourhoods and Climate Change,Environmental Services,Premises,150015,Apportioned Exps of Operational Blds,30/01/2023,4094341-220147117,œ646.31,WERNICK HIRE LTD.
Neighbourhoods and Climate Change,Environmental Services,Premises,150015,Apportioned Exps of Operational Blds,30/01/2023,4094341-220147118,œ646.31,WERNICK HIRE LTD.
Regeneration Economy and Growth,Corporate Property and Land,Premises,150015,Apportioned Exps of Operational Blds,30/01/2023,4094341-220147119,œ746.46,WERNICK HIRE LTD.
Regeneration Economy and Growth,Corporate Property and Land,Premises,150015,Apportioned Exps of Operational Blds,30/01/2023,4094341-220147132,œ546.09,WERNICK HIRE LTD.
Regeneration Economy and Growth,Corporate Property and Land,Premises,150015,Apportioned Exps of Operational Blds,30/01/2023,4094341-220147151,œ681.26,WERNICK HIRE LTD.
Neighbourhoods and Climate Change,Highways,Other expenses A914,914002,Capital - Advertisments,10/01/2023,4087405-17146,œ514.80,TEESDALE MERCURY LTD.
Neighbourhoods and Climate Change,Highways,Fees,901004,Capital - Detailed Design,31/01/2023,4095092-SIA194096,œ529.28,REACH PUBLISHING SERVICES LTD T/A REACH PLC.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,240045,Car allowances E240,09/01/2023,4086534-12194,"œ18,095.36",SUPPORTIVE SRC LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,240045,Car allowances E240,11/01/2023,4087826-12143,"œ18,768.30",SUPPORTIVE SRC LTD.
Adult and Health Services,Commissioning inc Supporting People,Transport,240045,Car allowances E240,18/01/2023,4091023-12240,"œ2,606.21",SUPPORTIVE SRC LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,240045,Car allowances E240,23/01/2023,4092275-12241,"œ7,450.24",SUPPORTIVE SRC LTD.
Non-Service Specific,Non Service Specific-Financing,Long Term Debtors,924001,Car loans,17/01/2023,4089383-120250,œ543.00,ARRIVA NORTHUMBRIA LTD.
Regeneration Economy and Growth,Corporate Property and Land,Premises,106082,Centrally Controlled Rep and Maint,06/01/2023,4085945-7080997272,"œ1,151.33",HONEYWELL NOVAR SYSTEMS LTD.
Children and Young Peoples Services,Head of Early Help Inclusion & Vulnerable Children.,Premises,106083,Centrally Controlled Rep and Maint,06/01/2023,4085945-7080997959,"œ1,718.76",HONEYWELL NOVAR SYSTEMS LTD.
Neighbourhoods and Climate Change,Environmental Services,Premises,106082,Centrally Controlled Rep and Maint,06/01/2023,4086052-16122,œ550.00,PREMIER CELL FIT T/A LIVEWIRE GATES & DOORS.
Regeneration Economy and Growth,Culture Sport and Tourism,Premises,106083,Centrally Controlled Rep and Maint,06/01/2023,4086097-21442,œ696.29,STONE TECHNICAL SERVICES LTD.
Regeneration Economy and Growth,Planning & Housing,Premises,106080,Centrally Controlled Rep and Maint,09/01/2023,4086586-19459,"œ8,407.62",WATERMAN ENVIRONMENTAL SERVICES.
Regeneration Economy and Growth,Planning & Housing,Premises,106080,Centrally Controlled Rep and Maint,09/01/2023,4086586-19754,"œ8,476.55",WATERMAN ENVIRONMENTAL SERVICES.
Regeneration Economy and Growth,Culture Sport and Tourism,Premises,106082,Centrally Controlled Rep and Maint,13/01/2023,4088347-501597,"œ1,190.00",FT LEISURE LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Premises,106082,Centrally Controlled Rep and Maint,13/01/2023,4088347-501601,œ500.00,FT LEISURE LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Premises,106082,Centrally Controlled Rep and Maint,13/01/2023,4088347-501620,"œ4,187.95",FT LEISURE LTD.
Neighbourhoods and Climate Change,Environmental Services,Premises,106082,Centrally Controlled Rep and Maint,13/01/2023,4088533-DLA94786,œ523.00,TYCO FIRE & INTEGRATED SOLUTIONS (UK) LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Premises,106080,Centrally Controlled Rep and Maint,20/01/2023,4091725-23500068,"œ1,062.66",CENTRICA BUSINESS SOLUTIONS UK LTD.*
Regeneration Economy and Growth,Culture Sport and Tourism,Premises,106082,Centrally Controlled Rep and Maint,20/01/2023,4091725-23500069,œ856.60,CENTRICA BUSINESS SOLUTIONS UK LTD.*
Regeneration Economy and Growth,Culture Sport and Tourism,Premises,106082,Centrally Controlled Rep and Maint,20/01/2023,4091778-501633,œ500.00,FT LEISURE LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Premises,106082,Centrally Controlled Rep and Maint,20/01/2023,4091778-501697,œ500.00,FT LEISURE LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Premises,106082,Centrally Controlled Rep and Maint,20/01/2023,4091778-501706,œ500.00,FT LEISURE LTD.
Neighbourhoods and Climate Change,Environmental Services,Premises,106080,Centrally Controlled Rep and Maint,20/01/2023,4091953-DLA96218,œ962.00,TYCO FIRE & INTEGRATED SOLUTIONS (UK) LTD.
Regeneration Economy and Growth,Planning & Housing,Premises,106080,Centrally Controlled Rep and Maint,20/01/2023,4091964-19731,"œ8,407.62",WATERMAN ENVIRONMENTAL SERVICES.
Regeneration Economy and Growth,Culture Sport and Tourism,Premises,106082,Centrally Controlled Rep and Maint,27/01/2023,4093812-501766,œ518.33,FT LEISURE LTD.
Regeneration Economy and Growth,Corporate Property and Land,Premises,106080,Centrally Controlled Rep and Maint,27/01/2023,4093825-7081003732,"œ1,178.53",HONEYWELL NOVAR SYSTEMS LTD.
Children and Young Peoples Services,Head of Early Help Inclusion & Vulnerable Children.,Premises,106099,Centrally Controlled Rep and Maint,27/01/2023,4093825-7081003733,"œ5,884.43",HONEYWELL NOVAR SYSTEMS LTD.
Regeneration Economy and Growth,Corporate Property and Land,Premises,106080,Centrally Controlled Rep and Maint,27/01/2023,4093825-7081003738,"œ2,206.41",HONEYWELL NOVAR SYSTEMS LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Premises,106080,Centrally Controlled Rep and Maint,27/01/2023,4093825-7081003739,"œ6,274.24",HONEYWELL NOVAR SYSTEMS LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Premises,106082,Centrally Controlled Rep and Maint,27/01/2023,4093825-7081006616,œ802.01,HONEYWELL NOVAR SYSTEMS LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Premises,106083,Centrally Controlled Rep and Maint,27/01/2023,4093825-7081006900,"œ2,371.49",HONEYWELL NOVAR SYSTEMS LTD.
Regeneration Economy and Growth,Corporate Property and Land,Premises,106080,Centrally Controlled Rep and Maint,30/01/2023,4094146-7081003734,"œ4,997.11",HONEYWELL NOVAR SYSTEMS LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Premises,106080,Centrally Controlled Rep and Maint,30/01/2023,4094146-7081003735,"œ3,260.97",HONEYWELL NOVAR SYSTEMS LTD.
Regeneration Economy and Growth,Business Durham CL0850,Premises,106080,Centrally Controlled Rep and Maint,30/01/2023,4094146-7081003737,"œ5,466.24",HONEYWELL NOVAR SYSTEMS LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Premises,106082,Centrally Controlled Rep and Maint,06/01/2023,4085931-5166,œ595.00,GEOWARMTH HEAT PUMPS LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Premises,145023,Cleaning and Domestic Supplies,03/01/2023,4085086-06/203597,"œ1,409.45",GREENHAM TRADING LTD.
Children and Young Peoples Services,Head of Early Help Inclusion & Vulnerable Children.,Premises,145009,Cleaning and Domestic Supplies,03/01/2023,4085099-7235,œ525.00,INDUSTRIAL DEEP CLEANING LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Premises,145023,Cleaning and Domestic Supplies,05/01/2023,4085643-06/204251,œ662.26,GREENHAM TRADING LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Premises,145023,Cleaning and Domestic Supplies,05/01/2023,4085643-06/204278,"œ1,695.18",GREENHAM TRADING LTD.
Adult and Health Services,Head of Adults,Premises,145009,Cleaning and Domestic Supplies,10/01/2023,4087196-JOB001/20860,œ795.00,COLIN JOBLING T/A RAINBOW INTERNATIONAL.
Adult and Health Services,Public Health CC0450,Premises,145009,Cleaning and Domestic Supplies,13/01/2023,4088476-INV-4742,"œ1,188.30",QUALITY CLEANING SERVICES (NORTHERN) LTD.
Children and Young Peoples Services,Head of Early Help Inclusion & Vulnerable Children.,Premises,145023,Cleaning and Domestic Supplies,16/01/2023,4088662-06/206031,œ745.79,GREENHAM TRADING LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Premises,145023,Cleaning and Domestic Supplies,16/01/2023,4088662-06/206035,"œ1,332.24",GREENHAM TRADING LTD.
Adult and Health Services,Public Health CC0450,Premises,145050,Cleaning and Domestic Supplies,24/01/2023,4092885-412677,"œ1,691.85",BETTAKLEEN LTD.
Adult and Health Services,Public Health CC0450,Premises,145050,Cleaning and Domestic Supplies,24/01/2023,4092885-412678,œ527.85,BETTAKLEEN LTD.
Adult and Health Services,Public Health CC0450,Premises,145050,Cleaning and Domestic Supplies,24/01/2023,4092885-412717,"œ1,258.07",BETTAKLEEN LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Premises,145023,Cleaning and Domestic Supplies,24/01/2023,4092913-CN30235628,"œ1,234.59",CITRON HYGIENE UK LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Premises,145050,Cleaning and Domestic Supplies,24/01/2023,4092913-CN30237241,"œ1,140.90",CITRON HYGIENE UK LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Premises,145023,Cleaning and Domestic Supplies,26/01/2023,4093583-06/205890,œ543.82,GREENHAM TRADING LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Premises,145023,Cleaning and Domestic Supplies,26/01/2023,4093583-06/206345,œ814.90,GREENHAM TRADING LTD.
Regeneration Economy and Growth,Corporate Property and Land,Premises,145023,Cleaning and Domestic Supplies,26/01/2023,4093583-06/206522,œ586.60,GREENHAM TRADING LTD.
Adult and Health Services,Public Health CC0450,Premises,145009,Cleaning and Domestic Supplies,27/01/2023,4093912-INV-5744,"œ1,241.00",QUALITY CLEANING SERVICES (NORTHERN) LTD.
Neighbourhoods and Climate Change,Community Protection,Supplies and Services,328041,Clothing uniforms and laundry E328,03/01/2023,4085114-11096,œ950.00,JG UNIFORMS.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,328041,Clothing uniforms and laundry E328,06/01/2023,4085825-39660,œ678.50,1ST COVERALL COMPANY LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,328041,Clothing uniforms and laundry E328,06/01/2023,4086109-NSIN00086291,"œ1,251.20",THOMAS OWEN & SONS (NEWCASTLE) LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,328041,Clothing uniforms and laundry E328,24/01/2023,4093018-1050000014788,œ507.00,JOHNSONS TEXTILE SERVICES LTD T/A JOHNSONS WORKWEAR.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,328041,Clothing uniforms and laundry E328,26/01/2023,4093707-68275,œ648.81,THE OUTDOORS COMPANY UK LIMITED.
Resources BK0010,Digital Services,Vehicles Equipment Furniture and Fittings,912701,Computer equipment,03/01/2023,4085101-2100455982,œ846.00,INSIGHT DIRECT (UK) LTD.
Resources BK0010,Digital Services,Vehicles Equipment Furniture and Fittings,912701,Computer equipment,05/01/2023,4085590-PSINV03807563,"œ9,150.00",CDW LTD.
Resources BK0010,Digital Services,Vehicles Equipment Furniture and Fittings,912701,Computer equipment,11/01/2023,4087548-7402870070,"œ1,385.00",DELL COMPUTER CORPORATION LTD.
Resources BK0010,Digital Services,Vehicles Equipment Furniture and Fittings,912701,Computer equipment,11/01/2023,4087548-7402870299,"œ1,385.00",DELL COMPUTER CORPORATION LTD.
Resources BK0010,Digital Services,Vehicles Equipment Furniture and Fittings,912701,Computer equipment,16/01/2023,4088592-INV0019836,"œ149,430.00",BOXXE LTD.
Resources BK0010,Digital Services,Supplies and Services,342051,Computers and Communications,03/01/2023,4085235-INVUK673905,"œ2,046.37",SOFTCAT PLC.
Children and Young Peoples Services,Central Charges (CYPS),Supplies and Services,342033,Computers and Communications,03/01/2023,4085284-RV60573,œ724.00,VODAFONE CORPORATE LTD.
Regeneration Economy and Growth,Planning & Housing,Supplies and Services,342053,Computers and Communications,05/01/2023,4085598-M/HG108111,"œ5,920.89",CIVICA UK LTD.
Resources BK0010,Pensions CK0700,Supplies and Services,342051,Computers and Communications,06/01/2023,4085877-C/PE257660,œ743.00,CIVICA UK LTD.
Resources BK0010,Digital Services,Supplies and Services,342051,Computers and Communications,09/01/2023,4086568-TSUK-1413,"œ21,145.00",TRANSOFT SOLUTIONS (UK) LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,342215,Computers and Communications,09/01/2023,4086575-54317,"œ4,315.52",UK TELEMATICS LTD.
Resources BK0010,Digital Services,Supplies and Services,342051,Computers and Communications,10/01/2023,4087193-C/PE258680,"œ14,204.50",CIVICA UK LTD.
Resources BK0010,Digital Services,Supplies and Services,342051,Computers and Communications,10/01/2023,4087193-C/RB257731,"œ4,687.50",CIVICA UK LTD.
Resources BK0010,Digital Services,Supplies and Services,342051,Computers and Communications,10/01/2023,4087193-C/RB257732,"œ1,507.28",CIVICA UK LTD.
Resources BK0010,Digital Services,Supplies and Services,342051,Computers and Communications,10/01/2023,4087193-C/RB257733,"œ1,695.69",CIVICA UK LTD.
Resources BK0010,Digital Services,Supplies and Services,342033,Computers and Communications,11/01/2023,4087859-R-71977,"œ1,280.00",UPNORTH ENGINEERING SERVICES LTD.
Regeneration Economy and Growth,Planning & Housing,Supplies and Services,342051,Computers and Communications,12/01/2023,4087892-9958903,"œ1,145.53",ANCHOR COMPUTER SYSTEMS LTD.
Resources BK0010,Digital Services,Supplies and Services,342051,Computers and Communications,12/01/2023,4087997-0179230,"œ91,080.00",GRAITEC LTD.
Resources BK0010,Digital Services,Supplies and Services,342033,Computers and Communications,16/01/2023,4088802-143106,"œ4,753.44",SWITCHSHOP LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,342033,Computers and Communications,17/01/2023,4089388-INV-9341,"œ3,800.00",BARTEC MUNICIPAL TECHNOLOGIES LTD.
Regeneration Economy and Growth,Transport and Contracted Services,Supplies and Services,342215,Computers and Communications,23/01/2023,4092096-INV30928,"œ1,575.00",FERROGRAPH LTD.
Regeneration Economy and Growth,Planning & Housing,Supplies and Services,342215,Computers and Communications,23/01/2023,4092279-143157,"œ4,762.16",SWITCHSHOP LTD.
Resources BK0010,Digital Services,Supplies and Services,342033,Computers and Communications,23/01/2023,4092279-143160,"œ4,762.16",SWITCHSHOP LTD.
Resources BK0010,Digital Services,Supplies and Services,342051,Computers and Communications,23/01/2023,4092326-LD25265,"œ3,465.00",XMA LTD.
Regeneration Economy and Growth,Planning & Housing,Supplies and Services,342053,Computers and Communications,26/01/2023,4093530-M/HG109714,œ533.33,CIVICA UK LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,342051,Computers and Communications,26/01/2023,4093606-1355-03/01/2023,"œ4,375.00",KAINOS SOFTWARE LTD.
Resources BK0010,Digital Services,Supplies and Services,342225,Computers and Communications,26/01/2023,4093713-R-71976,"œ1,000.00",UPNORTH ENGINEERING SERVICES LTD.
Children and Young Peoples Services,Head of Early Help Inclusion & Vulnerable Children.,Supplies and Services,342053,Computers and Communications,27/01/2023,4093867-032642,"œ72,840.00",LIQUIDLOGIC LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,342033,Computers and Communications,27/01/2023,4093978-00661/2023,"œ4,925.00",VIPAUK LTD.
Adult and Health Services,Head of Adults,Supplies and Services,342033,Computers and Communications,30/01/2023,4094071-RES-01-2023-318,œ714.00,CYBER SPIDER LTD.
Regeneration Economy and Growth,Planning & Housing,Supplies and Services,342051,Computers and Communications,05/01/2023,4085658-118327,"œ3,659.42",IDOX SOFTWARE LTD.
Resources BK0010,Transactional & Customer Services,Supplies and Services,342051,Computers and Communications,05/01/2023,4085783-SV-0005033,"œ7,450.00",SIGNIFICAN`T (UK) LTD.
Children and Young Peoples Services,Head of Early Help Inclusion & Vulnerable Children.,Supplies and Services,352001,Conference Expenses,06/01/2023,4086065-INV30514,œ733.33,RAMSIDE ESTATES LTD T/A RAMSIDE HALL HOTEL.
Children and Young Peoples Services,Head of Childrens Social Care - Excluded Services,Supplies and Services,352001,Conference Expenses,13/01/2023,4088262-BSLSI000257,"œ1,200.00",BARNARDO SERVICES LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,352001,Conference Expenses,16/01/2023,4088738-RES-01-2023-185,"œ2,294.00",OM CHANGE & TRANSFORMATION LTD.
Resources BK0010,HR & Employee Services,Supplies and Services,352001,Conference Expenses,19/01/2023,4091515-32172,œ650.00,NORTH EAST REGIONAL EMPLOYERS ORGANISATION (NEREO).
Regeneration Economy and Growth,Planning & Housing,Supplies and Services,352001,Conference Expenses,23/01/2023,4092015-SIN404654,"œ6,450.00",BOND SOLON TRAINING LTD.*
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,352001,Conference Expenses,09/01/2023,4086148-DENABLEGATESHEAD222,œ500.00,REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Early Help Inclusion & Vulnerable Children.,Supplies and Services,352001,Conference Expenses,10/01/2023,4087201-UOTR5014123,"œ3,888.19",CONVERA UK FINANCIAL LTD.
