Service Area,Service Division,Expense Type,Expense Code,Detailed Expense Type,Payment Date,Transaction Number,Amount Exc VAT,Supplier Name
Regeneration Economy and Growth,Planning & Housing,Supplies and Services,384999,Miscellaneous Expenses,01/10/2024,4320390-5277,"œ1,500.00",EASYMOVE LETTINGS LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/10/2024,4320391-1141-001,"œ3,400.00",ECO REND NORTH EAST.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,338047,Services,01/10/2024,4320393-2024331LBCINDERELLA,"œ5,000.00",ENTERTAINMENT UNLIMITED.
Regeneration Economy and Growth,Economic Development CL0150,Cap Exp on Grants & Other Financial Assistance (REFCUS),918004,Contributions to other bodies 918004,01/10/2024,4320397-VOUCHER24NB-EDRC002,"œ6,774.00",FISHBURN YOUTH & COMMUNITY CENTRE.
Dedicated Schools Grant BG0015,DSG Schools Block,Supplies and Services,384199,Miscellaneous Expenses,01/10/2024,4320400-DURHAMTRINITY002,"œ5,125.00",GETHIN MON THOMAS T/A GM THOMAS CONSULTING.
Children and Young Peoples Services,Head of Education and Skills,Transport,235005,Public Transport,01/10/2024,4320401-333056,"œ314,640.00",GO GATESHEAD LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/10/2024,4320407-15848,"œ6,890.28",INGLEFORD SCAFFOLDING LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/10/2024,4320407-16092,"œ16,453.00",INGLEFORD SCAFFOLDING LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,01/10/2024,4320409-1089/2024,œ676.00,J & JG GILL & SONS LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,338066,Services,01/10/2024,4320410-439,"œ2,350.00",J ELLERTON GROUNDWORKS LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,338066,Services,01/10/2024,4320410-451,"œ4,650.00",J ELLERTON GROUNDWORKS LTD.
Neighbourhoods and Climate Change,Highways,Construction work A908,908108,Capital - Surface Dressing,01/10/2024,4320411-29679,"œ19,075.03",JACK COUPE & SONS LTD T/A COUPE LINE.
Neighbourhoods and Climate Change,Highways,Construction work A908,908108,Capital - Surface Dressing,01/10/2024,4320411-29681,œ994.07,JACK COUPE & SONS LTD T/A COUPE LINE.
Adult and Health Services,Commissioning inc Supporting People,Third Party Payments,479102,Purchase of Care,01/10/2024,4320418-LCD-FTI199026,œ978.87,LEONARD CHESHIRE DISABILITY.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,304337,Equipment and Materials,01/10/2024,4320424-4236202280,"œ1,479.88",MARES SPA.
Regeneration Economy and Growth,Economic Development CL0150,Cap Exp on Grants & Other Financial Assistance (REFCUS),918004,Contributions to other bodies 918004,01/10/2024,4320444-VOUCHER23AB-CHES012,"œ14,343.00",PELTON COMMUNITY ASSOCIATION.
Neighbourhoods and Climate Change,Highways,Third Party Payments,460224,Contract Payments,01/10/2024,4320448-1285,"œ1,350.00",PQS SURVEY LTD.
Neighbourhoods and Climate Change,Highways,Third Party Payments,460224,Contract Payments,01/10/2024,4320448-14924,"œ1,044.00",PQS SURVEY LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,384199,Miscellaneous Expenses,01/10/2024,4320449-183140,œ670.00,PREMIER TRAFFIC MANAGEMENT LTD.
Adult and Health Services,Head of Adults,Supplies and Services,338089,Services,01/10/2024,4320450-7678,"œ1,070.00",PRICE TRAINING LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/10/2024,4320466-9469,"œ5,176.00",ST ASTIER LTD.
Regeneration Economy and Growth,Transport and Contract Services,Third Party Payments,430106,Rendered by Private Contractors,01/10/2024,4320467-41114,"œ19,325.40",STANLEY TRAVEL (NORTH EAST) LTD.
Regeneration Economy and Growth,Transport and Contract Services,Third Party Payments,430100,Rendered by Private Contractors,01/10/2024,4320468-21723,"œ9,154.27",STEADFAST SECURITY SOLUTIONS LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,304252,Equipment and Materials,01/10/2024,4320470-2475006231,"œ10,175.00",TECHNOGYM UK LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,01/10/2024,4320477-119385,"œ2,500.70",TOTAL RENTAL SOLUTIONS LTD.
Neighbourhoods and Climate Change,Highways,Stock A926,926900,Stock in hand-Inventory system,01/10/2024,4320477-119386,"œ2,243.67",TOTAL RENTAL SOLUTIONS LTD.
Neighbourhoods and Climate Change,Highways,Stock A926,926900,Stock in hand-Inventory system,01/10/2024,4320477-119387,"œ1,600.00",TOTAL RENTAL SOLUTIONS LTD.
Neighbourhoods and Climate Change,Highways,Stock A926,926900,Stock in hand-Inventory system,01/10/2024,4320477-119388,"œ4,900.00",TOTAL RENTAL SOLUTIONS LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,01/10/2024,4320480-1227948,œ571.08,UK PLUMBING SUPPLIES LTD T/A CROSSLING.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,384199,Miscellaneous Expenses,01/10/2024,4320483-INV-67481,œ998.25,VISTECH SERVICES LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,338078,Services,01/10/2024,4320483-INV-67483,"œ2,503.20",VISTECH SERVICES LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,338078,Services,01/10/2024,4320483-INV-67484,"œ1,758.20",VISTECH SERVICES LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,338078,Services,01/10/2024,4320483-INV-67485,"œ1,028.10",VISTECH SERVICES LTD.
Children and Young Peoples Services,Head of Early Help Inclusion & Vulnerable Children.,Supplies and Services,338078,Services,01/10/2024,4320483-INV-67488,"œ5,050.08",VISTECH SERVICES LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,338078,Services,01/10/2024,4320483-INV-67493,"œ2,503.20",VISTECH SERVICES LTD.
Neighbourhoods and Climate Change,Environmental Services,Transport,215005,Running Costs of Vehicles,01/10/2024,4320488-1232908,"œ6,346.80",YOUR NRG LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,384199,Miscellaneous Expenses,02/10/2024,4320761-RS24250902,"œ7,350.00",REDACTED - PAYMENT TO INDIVIDUAL
Dedicated Schools Grant BG0015,DSG Schools Block,Supplies and Services,338075,Services,02/10/2024,4320543-WC5238,œ500.00,COMPLETE PE LTD.
Regeneration Economy and Growth,Economic Development CL0150,Supplies and Services,384086,Miscellaneous Expenses,02/10/2024,4320608-VOUCHERFLEC03-24,œ999.00,FRIENDS OF BELMONT LIBRARY.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,372009,Subscriptions E372,02/10/2024,4320647-27998242,"œ1,447.57",JCS ONLINE RESOURCES LTD.
Regeneration Economy and Growth,Planning & Housing,Supplies and Services,384999,Miscellaneous Expenses,02/10/2024,4320821-COOK/32/0HQ,"œ2,975.00",WRIGHT ESTATE AGENTS LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,02/10/2024,284-01288963.,"œ1,440.97",HEATSEAM LTD T/A LIKEWISE NORTH EAST.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,304259,Equipment and Materials,02/10/2024,4320489-297409,"œ1,090.00",1ST COVERALL COMPANY LTD.
Adult and Health Services,Public Health CC0450,Third Party Payments,460803,Contract Payments,02/10/2024,4320498-INV10817,"œ3,500.00",ADFERIAD RECOVERY LTD.
Adult and Health Services,Public Health CC0450,Third Party Payments,460803,Contract Payments,02/10/2024,4320498-INV11064,"œ2,972.70",ADFERIAD RECOVERY LTD.
Adult and Health Services,Public Health CC0450,Third Party Payments,460803,Contract Payments,02/10/2024,4320498-INV11084,"œ2,312.10",ADFERIAD RECOVERY LTD.
Adult and Health Services,Public Health CC0450,Third Party Payments,460803,Contract Payments,02/10/2024,4320498-INV11085,"œ4,624.20",ADFERIAD RECOVERY LTD.
Neighbourhoods and Climate Change,Highways,Third Party Payments,460224,Contract Payments,02/10/2024,4320503-31726,"œ177,268.68",ARM PIPETEK LTD.
Children and Young Peoples Services,Head of Early Help Inclusion & Vulnerable Children.,Supplies and Services,304221,Equipment and Materials,02/10/2024,4320504-419,œ710.00,ARMSTRONG DECORATORS.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,02/10/2024,4320508-35110,œ677.00,AYCLIFFE FABRICATIONS LTD.
Neighbourhoods and Climate Change,Environmental Services,Transport,210057,Repair and Maintenance of Vehicles,02/10/2024,4320511-35273684,œ785.69,BELL TRUCK SALES LTD T/A BELL TRUCK & VAN.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,338066,Services,02/10/2024,4320515-SIN055305,"œ9,192.50",BLOOM PROCUREMENT SERVICES LTD (FORMERLY NEPRO LTD).
Regeneration Economy and Growth,Culture Sport and Tourism,Premises,145023,Cleaning and Domestic Supplies,02/10/2024,4320520-22SI2302763,"œ2,406.80",BRENNTAG UK LTD.
Adult and Health Services,Head of Adults,Third Party Payments,478151,Purchase of Care,02/10/2024,4320524-MA283618-1,"œ5,673.25",CARE HOUSING ASSOCIATION LTD.
Regeneration Economy and Growth,Economic Development CL0150,Supplies and Services,384086,Miscellaneous Expenses,02/10/2024,4320527-VOUCHERANDE01-24,œ733.00,CASSOP CUM QUARRINGTON PARISH COUNCIL.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,02/10/2024,4320531-926,"œ2,727.12",CEILINGS DIRECT LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,02/10/2024,4320531-927,"œ1,870.00",CEILINGS DIRECT LTD.
Neighbourhoods and Climate Change,Highways,Premises,150015,Apportioned Exps of Operational Blds,02/10/2024,4320538-252469,œ818.96,CLEE HILL PLANT LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,02/10/2024,4320542-12782,"œ1,008.78",COMPLETE DETECTION SYSTEMS LTD (CDS).
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,372009,Subscriptions E372,02/10/2024,4320545-UOTR5330128,"œ1,277.00",CONVERA UK FINANCIAL LTD.
Adult and Health Services,Commissioning inc Supporting People,Third Party Payments,440999,Other third party payments E440,02/10/2024,4320552-RES-10-2024-005,"œ110,000.00",COUNTY DURHAM & DARLINGTON NHS FOUNDATION TRUST (CDDFT).
Regeneration Economy and Growth,Economic Development CL0150,Supplies and Services,384086,Miscellaneous Expenses,02/10/2024,4320558-VOUCHERSHAK02-24,œ999.00,DAWDON YOUTH & COMMUNITY CENTRE.
Resources BK0010,Digital Services,Stock A926,926900,Stock in hand-Inventory system,02/10/2024,4320561-7403035888,œ748.90,DELL COMPUTER CORPORATION LTD.
Chief Executives Office,Legal & Democratic Services,Supplies and Services,338025,Services,02/10/2024,4320565-00000762,"œ1,290.00",DERWENTSIDE FUNERAL SERVICE.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,384199,Miscellaneous Expenses,02/10/2024,4320567-INV-1913,"œ8,100.00",DINSDALE MOORLAND SPECIALISTS.
Regeneration Economy and Growth,Economic Development CL0150,Supplies and Services,384086,Miscellaneous Expenses,02/10/2024,4320574-VOUCHERBROL05-24,œ999.00,DURHAM REMEMBRANCE.
Regeneration Economy and Growth,Planning & Housing,Supplies and Services,384999,Miscellaneous Expenses,02/10/2024,4320576-RES-09-2024-529,œ850.00,DYNAMIC PROPERTY MANAGEMENT.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,304221,Equipment and Materials,02/10/2024,4320577-10914,œ800.00,E MALEHAM (LANDSCAPING) LTD T/A RICHMOND & BAILEY NURSERIES.
Children and Young Peoples Services,Head of Early Help Inclusion & Vulnerable Children.,Supplies and Services,304083,Equipment and Materials,02/10/2024,4320578-7457787,œ558.00,EASTERN SHIRES PURCHASING ORGANISATION (ESPO).
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,304259,Equipment and Materials,02/10/2024,4320590-6961235,"œ17,028.00",ESE WORLD LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,02/10/2024,4320595-153195,œ584.86,FABRIKAT (NOTTINGHAM) LTD.
Neighbourhoods and Climate Change,Environmental Services,Third Party Payments,430120,Rendered by Private Contractors,02/10/2024,4320601-SINV0318171,"œ1,494.97",FINNING (UK) LTD.
Chief Executives Office,Legal & Democratic Services,Supplies and Services,338108,Services,02/10/2024,4320603-0082024,œ825.00,FORENSIC PATHOLOGY LTD.
Neighbourhoods and Climate Change,Highways,Stock A926,926900,Stock in hand-Inventory system,02/10/2024,4320621-06/281016,œ548.00,GREENHAM TRADING LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Premises,145023,Cleaning and Domestic Supplies,02/10/2024,4320622-06/282396,œ552.38,GREENHAM TRADING LTD.
Neighbourhoods and Climate Change,Highways,Stock A926,926900,Stock in hand-Inventory system,02/10/2024,4320622-06/284289,œ685.00,GREENHAM TRADING LTD.
Neighbourhoods and Climate Change,Highways,Stock A926,926900,Stock in hand-Inventory system,02/10/2024,4320622-06/284290,œ685.00,GREENHAM TRADING LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Premises,145023,Cleaning and Domestic Supplies,02/10/2024,4320622-06/286874,"œ1,137.87",GREENHAM TRADING LTD.
Regeneration Economy and Growth,Corporate Property and Land,Premises,145023,Cleaning and Domestic Supplies,02/10/2024,4320622-06/286892,œ728.42,GREENHAM TRADING LTD.
Children and Young Peoples Services,Head of Early Help Inclusion & Vulnerable Children.,Supplies and Services,384302,Miscellaneous Expenses,02/10/2024,4320624-4100925106,œ892.50,HALL OF FAMERS LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,02/10/2024,4320627-4810031,œ860.65,HEADLAM (FLOORCOVERING DISTRIBUTORS) LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,02/10/2024,4320629-01294618,œ891.48,HEATSEAM LTD T/A LIKEWISE NORTH EAST.
Adult and Health Services,Head of Adults,Third Party Payments,478151,Purchase of Care,02/10/2024,4320631-25/10/2024,"œ1,964.57",HIGHLEA CARE LTD.
Neighbourhoods and Climate Change,Highways,Third Party Payments,430101,Rendered by Private Contractors,02/10/2024,4320632-3703,"œ9,900.00",HIGHWAY CONSTRUCTION SERVICES LTD.
Neighbourhoods and Climate Change,Highways,Stock A926,926004,Stock,02/10/2024,4320638-400056783,"œ17,158.05",ICL UK SALES LTD (CLEVELAND POTASH LTD).
Resources BK0010,Digital Services,Supplies and Services,342033,Computers and Communications,02/10/2024,4320642-2100987761,œ971.41,INSIGHT DIRECT (UK) LTD.
Neighbourhoods and Climate Change,Highways,Construction work A908,908105,Construction work,02/10/2024,4320644-29700,"œ3,024.50",JACK COUPE & SONS LTD T/A COUPE LINE.
Neighbourhoods and Climate Change,Highways,Stock A926,926900,Stock in hand-Inventory system,02/10/2024,4320655-0113/00067192,œ756.00,JT DOVE LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,02/10/2024,4320655-0213/01126966,œ593.21,JT DOVE LTD.
Regeneration Economy and Growth,Planning & Housing,Supplies and Services,384999,Miscellaneous Expenses,02/10/2024,4320664-4100921238,œ800.00,LANGDALE PROFESSIONAL ESTATE AGENTS
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,384199,Miscellaneous Expenses,02/10/2024,4320671-ROTHIN/00002032,"œ1,800.00",LIVIN HOUSING LTD.
Regeneration Economy and Growth,Economic Development CL0150,Supplies and Services,384086,Miscellaneous Expenses,02/10/2024,4320674-VOUCHERBROL04-24,œ999.00,LOWES BARN COMMUNITY PROJECT CIO.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,02/10/2024,4320680-Z001973837,"œ6,135.80",MARSHALLS MONO LTD.
Neighbourhoods and Climate Change,Highways,Premises,150015,Apportioned Exps of Operational Blds,02/10/2024,4320687-7003365486,œ745.28,MOBILE MINI UK LTD.
Regeneration Economy and Growth,Economic Development CL0150,Supplies and Services,384086,Miscellaneous Expenses,02/10/2024,4320688-VOUCHERCRUR04-24,œ500.00,MONK HESLEDEN PARISH COUNCIL.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,02/10/2024,4320701-891073,"œ2,375.00",NATIONWIDE CHIMNEY COMPONENTS LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,02/10/2024,4320702-51948,œ726.00,NE & C WINDOWS & DOORS LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,02/10/2024,4320702-51950,œ594.00,NE & C WINDOWS & DOORS LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,02/10/2024,4320702-51952,"œ5,108.40",NE & C WINDOWS & DOORS LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,02/10/2024,4320702-51953,"œ1,962.00",NE & C WINDOWS & DOORS LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,02/10/2024,4320702-51955,"œ3,043.20",NE & C WINDOWS & DOORS LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,02/10/2024,4320702-51981,"œ3,704.87",NE & C WINDOWS & DOORS LTD.
Children and Young Peoples Services,Head of Education and Skills,Third Party Payments,440999,Other third party payments E440,02/10/2024,4320705-SLINV/00005985,"œ7,992.00",NEW COLLEGE DURHAM.
Adult and Health Services,Commissioning inc Supporting People,Third Party Payments,440999,Other third party payments E440,02/10/2024,4320708-RES-10-2024-008,"œ105,930.00",NHS NORTH EAST & NORTH CUMBRIA ICB.
Regeneration Economy and Growth,Corporate Property and Land,Premises,108099,Service Repairs and Maintenance,02/10/2024,4320712-INV-5013,"œ5,362.00",NORTH EAST DOOR SYSTEMS LTD.
Neighbourhoods and Climate Change,Environmental Services,Transport,210057,Repair and Maintenance of Vehicles,02/10/2024,4320714-1933022,"œ1,378.99",NORTH EAST TRUCK & VAN LTD.
Neighbourhoods and Climate Change,Highways,Third Party Payments,430100,Rendered by Private Contractors,02/10/2024,4320715-DI20433213,"œ1,857.15",NORTHERN POWERGRID (NORTHEAST) LTD.
Chief Executives Office,Communications Management,Supplies and Services,338099,Services,02/10/2024,4320717-216261,"œ5,831.43",NORTHUMBERLAND COUNTY COUNCIL.
Regeneration Economy and Growth,Corporate Property and Land,Construction work A908,908105,Construction work,02/10/2024,4320719-915751526,"œ1,328.00",NORTHUMBRIAN WATER LTD.
Neighbourhoods and Climate Change,Highways,Construction work A908,908105,Construction work,02/10/2024,4320721-28291,"œ2,850.00",OLIVERS TREE SERVICES LTD.
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,312009,Newspapers books and periodicals E312,02/10/2024,4320735-2098824,"œ1,415.70",PETERS LTD.
Neighbourhoods and Climate Change,Highways,Third Party Payments,430100,Rendered by Private Contractors,02/10/2024,4320739-6813,"œ8,400.48",PINKNEY BUILDING CONTRACTORS LTD.
Neighbourhoods and Climate Change,Highways,Third Party Payments,430101,Rendered by Private Contractors,02/10/2024,4320739-6814,"œ8,451.39",PINKNEY BUILDING CONTRACTORS LTD.
Children and Young Peoples Services,Head of Education and Skills,Construction work A908,908105,Construction work,02/10/2024,4320740-915081035,"œ69,849.79",PORTAKABIN LTD.
Adult and Health Services,Head of Adults,Third Party Payments,478151,Purchase of Care,02/10/2024,4320741-5399,"œ9,453.60",POSITIVE INDIVIDUAL PROACTIVE SUPPORT LTD.
Chief Executives Office,Communications Management,Supplies and Services,332029,Printing Stationery and Gen Off Exps,02/10/2024,4320743-732987,"œ1,788.00",POTTS PRINTERS LTD.
Neighbourhoods and Climate Change,Highways,Fees,901002,Consultants fees 901002,02/10/2024,4320745-PCA/P16579,œ836.00,PRE-CONSTRUCT ARCHAEOLOGY LTD.
Resources BK0010,Digital Services,Stock A926,926900,Stock in hand-Inventory system,02/10/2024,4320747-OP/I761916,œ990.50,PROBRAND LTD.
Resources BK0010,Digital Services,Vehicles Equipment Furniture and Fittings,912701,Computer equipment,02/10/2024,4320747-OP/I761922,œ824.00,PROBRAND LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,02/10/2024,4320763-4190,"œ2,800.00",S & R LANDSCAPES.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,02/10/2024,4320763-4249,"œ1,120.00",S & R LANDSCAPES.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,02/10/2024,4320766-0000177894,œ668.92,SHORTS INDUSTRIES LTD T/A SHORTS LIFTS.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,02/10/2024,4320775-9448,"œ17,723.50",ST ASTIER LTD.
Resources BK0010,Digital Services,Supplies and Services,342033,Computers and Communications,02/10/2024,4320782-151173,"œ2,362.84",SWITCHSHOP LTD.
Resources BK0010,Digital Services,Vehicles Equipment Furniture and Fittings,912701,Computer equipment,02/10/2024,4320782-151220,"œ13,630.14",SWITCHSHOP LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,02/10/2024,4320783-5727,"œ2,850.00",T MANNERS & SONS LTD.
Neighbourhoods and Climate Change,Highways,Stock A926,926900,Stock in hand-Inventory system,02/10/2024,4320785-9048871469,"œ1,091.17",TARMAC TRADING LTD.
