Service Area,Service Division,Expense Type,Expense Code,Detailed Expense Type,Payment Date,Transaction Number,Amount Exc VAT,Supplier Name
Regeneration Economy and Growth,Culture Sport and Tourism,Premises,145023,Cleaning and Domestic Supplies,02/04/2024,4252501-CN30343750,£502.98,CITRON HYGIENE UK LTD.
Resources - C A C,Resources - C A C- Level C,Third Party Payments,440070,Other third party payments E440,02/04/2024,4252503-RES-04-2024-018A,"£8,437.00",CITY OF DURHAM PARISH COUNCIL.
Resources - C A C,Resources - C A C- Level C,Third Party Payments,440070,Other third party payments E440,02/04/2024,4252508-RES-04-2024-019A,"£3,136.00",COCKFIELD PARISH COUNCIL.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,02/04/2024,4252512-8205,"£2,689.14",COMPLETE DETECTION SYSTEMS LTD (CDS).
Resources - C A C,Resources - C A C- Level C,Third Party Payments,440070,Other third party payments E440,02/04/2024,4252517-RES-04-2024-020A,"£24,650.00",CORNFORTH PARISH COUNCIL.
Resources - C A C,Resources - C A C- Level C,Third Party Payments,440070,Other third party payments E440,02/04/2024,4252518-RES-04-2024-021A,£597.00,CORNSAY PARISH COUNCIL.
Resources - C A C,Resources - C A C- Level C,Third Party Payments,440070,Other third party payments E440,02/04/2024,4252526-RES-04-2024-024A,£921.00,CROXDALE & HETT PARISH COUNCIL.
Neighbourhoods and Climate Change,Highways,Third Party Payments,430127,Rendered by Private Contractors,02/04/2024,4252529-INV-0318,"£3,232.50",D & L HOPPS.
Resources BK0010,Digital Services,Stock A926,926900,Stock in hand-Inventory system,02/04/2024,4252541-7402991031,"£1,843.30",DELL COMPUTER CORPORATION LTD.
Resources BK0010,Digital Services,Vehicles Equipment Furniture and Fittings,912701,Computer equipment,02/04/2024,4252541-7402991080,"£109,945.00",DELL COMPUTER CORPORATION LTD.
Resources BK0010,Digital Services,Stock A926,926900,Stock in hand-Inventory system,02/04/2024,4252541-7402991130,"£5,705.50",DELL COMPUTER CORPORATION LTD.
Regeneration Economy and Growth,Planning & Housing,Supplies and Services,384999,Miscellaneous Expenses,02/04/2024,4252543-066,£899.99,DENTON MANAGEMENT LTD.
Regeneration Economy and Growth,Planning & Housing,Supplies and Services,384999,Miscellaneous Expenses,02/04/2024,4252543-067,£900.00,DENTON MANAGEMENT LTD.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,02/04/2024,4252544-394121/INVJS99,£775.00,DERE STREET BARRISTERS.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,02/04/2024,4252544-398449/INVNR343,£875.00,DERE STREET BARRISTERS.
Regeneration Economy and Growth,Planning & Housing,Supplies and Services,336005,Advertising E336,02/04/2024,4252547-14218,"£5,870.84",DISTRICT SURVEYORS ASSOCIATION LTD T/A LABC.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,338047,Services,02/04/2024,4252560-GALA,"£9,039.00",DURHAM HIGH SCHOOL.
Resources - C A C,Resources - C A C- Level C,Third Party Payments,440070,Other third party payments E440,02/04/2024,4252564-RES-04-2024-027A,"£29,514.00",EASINGTON COLLIERY PARISH COUNCIL.
Neighbourhoods and Climate Change,Environmental Services,Third Party Payments,430100,Rendered by Private Contractors,02/04/2024,4252567-INV-706,"£3,500.00",ECO ENTERPRISES LTD.
Resources - C A C,Resources - C A C- Level C,Third Party Payments,440070,Other third party payments E440,02/04/2024,4252569-RES-04-2024-029A,"£1,352.00",EDMONDSLEY PARISH COUNCIL.
Adult and Health Services,Commissioning inc Supporting People,Supplies and Services,338365,Services,02/04/2024,4252577-398,"£12,431.34",ELBA CARE LTD.
Resources - C A C,Resources - C A C- Level C,Third Party Payments,440070,Other third party payments E440,02/04/2024,4252578-RES-04-2024-031A,£639.00,ELDON PARISH COUNCIL.
Adult and Health Services,Head of Adults,Supplies and Services,338066,Services,02/04/2024,4252588-5,£535.80,ERF MEDICAL LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,304221,Equipment and Materials,02/04/2024,4252589-6949560,"£17,028.00",ESE WORLD LTD.
Adult and Health Services,Head of Adults,Third Party Payments,478151,Purchase of Care,02/04/2024,4252591-ECS874-24,£751.72,ESSENTIAL CARE & SUPPORT LTD.
Adult and Health Services,Head of Adults,Third Party Payments,478151,Purchase of Care,02/04/2024,4252591-ECS875-24,"£2,255.16",ESSENTIAL CARE & SUPPORT LTD.
Resources - C A C,Resources - C A C- Level C,Third Party Payments,440070,Other third party payments E440,02/04/2024,4252593-RES-04-2024-034A,"£2,872.00",EVENWOOD & BARONY PARISH COUNCIL.
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,384199,Miscellaneous Expenses,02/04/2024,4252595-SI-3860,"£1,050.00",EVOLUTION TRAINING & CONSULTANCY SERVICES LTD.
Neighbourhoods and Climate Change,Highways,Third Party Payments,430128,Rendered by Private Contractors,02/04/2024,4252597-473,"£1,562.50",F WARD FARM.
Neighbourhoods and Climate Change,Highways,Third Party Payments,430128,Rendered by Private Contractors,02/04/2024,4252597-474,"£1,120.00",F WARD FARM.
Neighbourhoods and Climate Change,Highways,Third Party Payments,430127,Rendered by Private Contractors,02/04/2024,4252597-475,£552.00,F WARD FARM.
Resources - C A C,Resources - C A C- Level C,Third Party Payments,440070,Other third party payments E440,02/04/2024,4252601-RES-04-2024-035A,"£72,005.00",FERRYHILL TOWN COUNCIL.
Resources - C A C,Resources - C A C- Level C,Third Party Payments,440070,Other third party payments E440,02/04/2024,4252603-RES-04-2024-036A,"£10,242.00",FISHBURN PARISH COUNCIL.
Neighbourhoods and Climate Change,Environmental Services,Third Party Payments,430100,Rendered by Private Contractors,02/04/2024,4252608-123964,"£3,522.51",FR SHARROCK LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Supplies and Services,384500,Miscellaneous Expenses,02/04/2024,4252613-3526,"£1,785.00",FUTURE STEPS CONSULTANCY SERVICE LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Supplies and Services,384500,Miscellaneous Expenses,02/04/2024,4252613-3528,"£1,800.00",FUTURE STEPS CONSULTANCY SERVICE LTD.
Dedicated Schools Grant BG0015,DSG High Needs Block,Supplies and Services,384199,Miscellaneous Expenses,02/04/2024,4252613-3530,"£6,495.00",FUTURE STEPS CONSULTANCY SERVICE LTD.
Resources - C A C,Resources - C A C- Level C,Third Party Payments,440070,Other third party payments E440,02/04/2024,4252614-RES-04-2024-038A,£719.00,GAINFORD & LANGTON PARISH COUNCIL.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,338066,Services,02/04/2024,4252617-6550,£600.00,GEM TRAVEL.
Regeneration Economy and Growth,Corporate Property and Land,Premises,145015,Cleaning and Domestic Supplies,02/04/2024,4252620-SI881819,"£1,892.60",GLASDON UK LTD.
Resources - C A C,Resources - C A C- Level C,Third Party Payments,440070,Other third party payments E440,02/04/2024,4252622-RES-04-2024-039A,"£86,088.50",GREAT AYCLIFFE TOWN COUNCIL.
Resources - C A C,Resources - C A C- Level C,Third Party Payments,440070,Other third party payments E440,02/04/2024,4252624-RES-04-2024-041A,£897.00,GREATER WILLINGTON TOWN COUNCIL.
Children and Young Peoples Services,Head of Education and Skills,Third Party Payments,440999,Other third party payments E440,02/04/2024,4252629-DURMUL070324,"£3,150.00",HANDCRAFTED PROJECTS.
Adult and Health Services,Public Health CC0450,Third Party Payments,460803,Contract Payments,02/04/2024,4252630-DCCDA08,"£71,951.90",HARBOUR SUPPORT SERVICES.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,384199,Miscellaneous Expenses,02/04/2024,4252631-INV31397,"£3,379.63",HARDWICK HALL HOTEL.*
Neighbourhoods and Climate Change,Environmental Services,Third Party Payments,430112,Rendered by Private Contractors,02/04/2024,4252632-SIN-3400-267282,"£170,771.82",HARGREAVES (UK) SERVICES LTD.
Resources - C A C,Resources - C A C- Level C,Third Party Payments,440070,Other third party payments E440,02/04/2024,4252636-RES-04-2024-044A,"£9,104.00",HASWELL PARISH COUNCIL.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,02/04/2024,4252638-4793173,£623.12,HEADLAM (FLOORCOVERING DISTRIBUTORS) LTD.
Resources - C A C,Resources - C A C- Level C,Third Party Payments,440070,Other third party payments E440,02/04/2024,4252643-RES-04-2024-048A,"£48,190.50",HORDEN PARISH COUNCIL.
Children and Young Peoples Services,Head of Early Help Inclusion & Vulnerable Children.,Supplies and Services,308011,Furniture,02/04/2024,4252644-569440,"£2,021.60",HOSPITAL METALCRAFT LTD.*
Resources - C A C,Resources - C A C- Level C,Third Party Payments,440070,Other third party payments E440,02/04/2024,4252646-RES-04-2024-049A,"£4,023.00",HUTTON HENRY & STATION TOWN PARISH COUNCIL.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,304259,Equipment and Materials,02/04/2024,4252654-9213,"£1,311.10",INGRAM AV LTD T/A INGRAMSOUNDS.
Resources BK0010,Digital Services,Supplies and Services,304303,Equipment and Materials,02/04/2024,4252655-2100848453,"£3,706.53",INSIGHT DIRECT (UK) LTD.
Adult and Health Services,Commissioning inc Supporting People,Supplies and Services,342033,Computers and Communications,02/04/2024,4252655-2100850385,"£8,404.80",INSIGHT DIRECT (UK) LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,342214,Computers and Communications,02/04/2024,4252655-2100851460,£708.89,INSIGHT DIRECT (UK) LTD.
Neighbourhoods and Climate Change,Highways,Stock A926,926900,Stock in hand-Inventory system,02/04/2024,4252656-929684,"£3,229.20",INSTARMAC GROUP PLC.
Neighbourhoods and Climate Change,Highways,Construction work A908,908105,Construction work,02/04/2024,4252663-28982,"£2,105.36",JACK COUPE & SONS LTD T/A COUPE LINE.
Neighbourhoods and Climate Change,Highways,Construction work A908,908105,Construction work,02/04/2024,4252663-28983,"£2,921.41",JACK COUPE & SONS LTD T/A COUPE LINE.
Neighbourhoods and Climate Change,Highways,Construction work A908,908105,Construction work,02/04/2024,4252663-28984,"£1,957.93",JACK COUPE & SONS LTD T/A COUPE LINE.
Neighbourhoods and Climate Change,Highways,Construction work A908,908105,Construction work,02/04/2024,4252663-28987,£890.46,JACK COUPE & SONS LTD T/A COUPE LINE.
Neighbourhoods and Climate Change,Highways,Construction work A908,908105,Construction work,02/04/2024,4252663-28993,"£2,513.59",JACK COUPE & SONS LTD T/A COUPE LINE.
Neighbourhoods and Climate Change,Highways,Construction work A908,908105,Construction work,02/04/2024,4252663-29000,"£1,287.72",JACK COUPE & SONS LTD T/A COUPE LINE.
Regeneration Economy and Growth,Planning & Housing,Supplies and Services,336005,Advertising E336,02/04/2024,4252666-INV-5589,"£1,500.00",JAK HQ LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,304259,Equipment and Materials,02/04/2024,4252674-209168,"£1,128.50",JP LENNARD LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,02/04/2024,4252676-0108/00038247,£855.18,JT DOVE LTD.
Neighbourhoods and Climate Change,Highways,Stock A926,926900,Stock in hand-Inventory system,02/04/2024,4252676-0113/00057777,"£1,233.60",JT DOVE LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,02/04/2024,4252676-0123/01181141,£552.04,JT DOVE LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,02/04/2024,4252676-0213/01182438,"£2,101.84",JT DOVE LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,02/04/2024,4252676-0213/01183587,£756.59,JT DOVE LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,02/04/2024,4252676-0213/01183591,£756.59,JT DOVE LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,02/04/2024,4252676-0303/01183592,£986.88,JT DOVE LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,02/04/2024,4252676-0303/01186824,"£1,551.00",JT DOVE LTD.
Resources - C A C,Resources - C A C- Level C,Third Party Payments,440070,Other third party payments E440,02/04/2024,4252680-RES-04-2024-052A,"£1,864.00",KELLOE PARISH COUNCIL.
Children and Young Peoples Services,Childrens Services Operational Support,Supplies and Services,338089,Services,02/04/2024,4252683-1029/KKLL/2024/DURHAML7,"£1,150.00",KINGSLEY KNIGHT LAW LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,02/04/2024,4252695-CINV093275,"£5,384.20",LIMELIGHT SIGNS LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,384199,Miscellaneous Expenses,02/04/2024,4252700-KILLHOPE005,"£1,000.00",LONELY TOWER FILM & MEDIA.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304405,Equipment and Materials,02/04/2024,4252705-6901819709,"£2,807.58",LYRECO UK LTD.
Resources BK0010,Digital Services,Supplies and Services,342033,Computers and Communications,02/04/2024,4252707-12662525,"£2,046.00",MAINTEL EUROPE LTD.
Resources BK0010,Digital Services,Supplies and Services,344033,Telephones,02/04/2024,4252707-267543,"£8,605.14",MAINTEL EUROPE LTD.
Resources BK0010,Digital Services,Supplies and Services,344111,Telephones,02/04/2024,4252707-267544,"£4,059.43",MAINTEL EUROPE LTD.
Resources - C A C,Resources - C A C- Level C,Third Party Payments,440070,Other third party payments E440,02/04/2024,4252724-RES-04-2024-063A,"£17,812.50",MONK HESLEDEN PARISH COUNCIL.
Regeneration Economy and Growth,Transport and Contract Services,Construction work A908,908105,Construction work,02/04/2024,4252727-100582890,"£5,475.00",MOTT MACDONALD LTD.
Regeneration Economy and Growth,Transport and Contract Services,Construction work A908,908105,Construction work,02/04/2024,4252727-100582892,"£5,475.00",MOTT MACDONALD LTD.
Regeneration Economy and Growth,Transport and Contract Services,Construction work A908,908105,Construction work,02/04/2024,4252727-100582968,"£184,107.23",MOTT MACDONALD LTD.
Resources - C A C,Resources - C A C- Level C,Third Party Payments,440070,Other third party payments E440,02/04/2024,4252735-RES-04-2024-066A,"£19,854.50",MURTON PARISH COUNCIL.
Adult and Health Services,Commissioning inc Supporting People,Supplies and Services,338365,Services,02/04/2024,4252737-INV-0881,"£5,460.00",MY DEMENTIA IMPROVEMENT NETWORK LTD.
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,338035,Services,02/04/2024,4252742-SI00143795,"£1,790.50",NCFE.
Children and Young Peoples Services,Head of Education and Skills,Third Party Payments,440999,Other third party payments E440,02/04/2024,4252745-SLINV/00005654,"£19,980.00",NEW COLLEGE DURHAM.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,384899,Miscellaneous Expenses,02/04/2024,4252747-1800012297013,"£2,050.00",NEWCASTLE UPON TYNE CITY COUNCIL.
Neighbourhoods and Climate Change,Highways,Supplies and Services,336005,Advertising E336,02/04/2024,4252748-44693480,£745.28,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,336005,Advertising E336,02/04/2024,4252748-44693658,£603.76,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD.
Regeneration Economy and Growth,Transport and Contract Services,Other expenses A914,914002,Capital - Advertisments,02/04/2024,4252748-44701283,£886.80,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD.
Regeneration Economy and Growth,Transport and Contract Services,Other expenses A914,914002,Capital - Advertisments,02/04/2024,4252748-44701447,£508.32,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD.
Regeneration Economy and Growth,Planning & Housing,Supplies and Services,336005,Advertising E336,02/04/2024,4252748-44701818,£745.28,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD.
Adult and Health Services,Public Health CC0450,Third Party Payments,460803,Contract Payments,02/04/2024,4252750-7310035089,"£16,069.40",NHS NORTH OF ENGLAND CSU.
Adult and Health Services,Public Health CC0450,Third Party Payments,460803,Contract Payments,02/04/2024,4252750-7310035090,"£6,500.20",NHS NORTH OF ENGLAND CSU.
Adult and Health Services,Public Health CC0450,Third Party Payments,460803,Contract Payments,02/04/2024,4252750-7310035117,"£1,138.33",NHS NORTH OF ENGLAND CSU.
Neighbourhoods and Climate Change,Highways,Third Party Payments,430100,Rendered by Private Contractors,02/04/2024,4252753-87819,"£3,400.00",NORTH EAST GRANITE COMPANY LTD.
Neighbourhoods and Climate Change,Highways,Third Party Payments,430100,Rendered by Private Contractors,02/04/2024,4252753-87820,"£4,250.00",NORTH EAST GRANITE COMPANY LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Vehicles Equipment Furniture and Fittings,912541,Purchase-vehicles,02/04/2024,4252755-0242,"£16,532.00",NORTH EXHIBITION SERVICES LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,02/04/2024,4252757-NW-56166,"£3,650.00",NORTHERN DRIVES & CONTROLS LTD.
Neighbourhoods and Climate Change,Highways,Third Party Payments,430100,Rendered by Private Contractors,02/04/2024,4252758-DI20423150,"£1,201.45",NORTHERN POWERGRID (NORTHEAST) LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,02/04/2024,4252760-1160385,"£1,619.97",NORTHERN TOOLS & ACCESSORIES.
Non-Service Specific,Non Service Specific-Financing,Long Term Debtors,924001,Travel Loans,02/04/2024,4252761-94007868,"£2,410.75",NORTHERN TRAINS LTD.
Children and Young Peoples Services,Head of Early Help Inclusion & Vulnerable Children.,Third Party Payments,410037,Rendered by Other Local Authorities,02/04/2024,4252764-11231,"£1,444.23",NUDGE EDUCATION LTD.
Children and Young Peoples Services,Head of Early Help Inclusion & Vulnerable Children.,Third Party Payments,410037,Rendered by Other Local Authorities,02/04/2024,4252764-INV-10526,"£1,123.29",NUDGE EDUCATION LTD.
Neighbourhoods and Climate Change,Highways,Third Party Payments,430100,Rendered by Private Contractors,02/04/2024,4252766-27634,"£1,540.00",OLIVERS TREE SERVICES LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,02/04/2024,4252767-003748-IN00048,"£34,133.78",OMEGA LIFT SERVICES LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,02/04/2024,4252769-12263-05,"£4,680.00",OPUS BUILDING SERVICES LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,02/04/2024,4252769-12263-06,£739.45,OPUS BUILDING SERVICES LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,02/04/2024,4252769-12263-07,"£14,770.60",OPUS BUILDING SERVICES LTD.
