Service Area,Service Division,Expense Type,Expense Code,Detailed Expense Type,Payment Date,Transaction Number,Amount Exc VAT,Supplier Name
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,01/07/2024,4286375-1205519,œ876.13,T CROSSLING & CO LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,01/07/2024,4286375-1205537,œ562.44,T CROSSLING & CO LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,01/07/2024,4286375-1205980,œ699.76,T CROSSLING & CO LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,01/07/2024,4286377-9048493137,"œ1,128.31",TARMAC TRADING LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,01/07/2024,4286377-9048498013,œ740.34,TARMAC TRADING LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,304221,Equipment and Materials,01/07/2024,4286382-CD970102754,"œ1,005.00",THE HELPING HAND COMPANY (LEDBURY) LTD.
Regeneration Economy and Growth,Business Durham,Supplies and Services,344033,Telephones,01/07/2024,4286384-005605454,"œ1,009.24",THE PHONE CO-OP.
Neighbourhoods and Climate Change,Highways,Stock A926,926900,Stock in hand-Inventory system,01/07/2024,4286391-118473,"œ1,600.00",TOTAL RENTAL SOLUTIONS LTD.
Children and Young Peoples Services,Head of Early Help Inclusion & Vulnerable Children.,Supplies and Services,352001,Conference Expenses,01/07/2024,4286392-2950,"œ2,250.00",TOUCH-LEARN INTERNATIONAL LTD.
Regeneration Economy and Growth,Planning & Housing,Supplies and Services,304245,Equipment and Materials,01/07/2024,4286398-CD970062223,"œ4,629.20",TUNSTALL HEALTHCARE (UK) LTD.
Adult and Health Services,Public Health CC0450,Third Party Payments,460803,Contract Payments,01/07/2024,4286399-SI-TPL-00099701,"œ1,855.00",TURNING POINT (SERVICES) LTD.
Adult and Health Services,Public Health CC0450,Third Party Payments,460803,Contract Payments,01/07/2024,4286399-SI-TPL-00099707,"œ1,855.00",TURNING POINT (SERVICES) LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,01/07/2024,4286402-261310,"œ1,586.16",TYNEDALE ROADSTONE LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,01/07/2024,4286402-261311,œ828.10,TYNEDALE ROADSTONE LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,01/07/2024,4286402-261312,"œ1,305.75",TYNEDALE ROADSTONE LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,01/07/2024,4286402-261313,"œ1,133.86",TYNEDALE ROADSTONE LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,01/07/2024,4286402-261314,"œ1,033.37",TYNEDALE ROADSTONE LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,01/07/2024,4286402-261315,"œ1,291.80",TYNEDALE ROADSTONE LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,01/07/2024,4286402-261316,œ878.41,TYNEDALE ROADSTONE LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,01/07/2024,4286402-261317,"œ1,566.21",TYNEDALE ROADSTONE LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,01/07/2024,4286402-261320,"œ1,645.20",TYNEDALE ROADSTONE LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,01/07/2024,4286402-261322,"œ1,149.20",TYNEDALE ROADSTONE LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,01/07/2024,4286402-261324,"œ1,607.20",TYNEDALE ROADSTONE LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,01/07/2024,4286402-261326,"œ1,253.89",TYNEDALE ROADSTONE LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,01/07/2024,4286402-261327,œ644.70,TYNEDALE ROADSTONE LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,01/07/2024,4286402-261509,"œ1,675.01",TYNEDALE ROADSTONE LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,01/07/2024,4286402-261511,œ559.24,TYNEDALE ROADSTONE LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,304259,Equipment and Materials,01/07/2024,4286408-00716/2024,œ548.00,VIPAUK LTD.
Resources BK0010,Digital Services,Supplies and Services,344015,Telephones,01/07/2024,4286412-SM22824,"œ1,848.00",VODAFONE CORPORATE LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,304259,Equipment and Materials,01/07/2024,4286413-30528,œ639.45,WARD TIMBER LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/07/2024,4286414-9422,"œ1,495.77",WARREN (ELECTRICAL) LTD.
Chief Executives Office,Legal & Democratic Services,Supplies and Services,338025,Services,01/07/2024,4286416-MISC420/2023-24,"œ3,150.00",WHITEHOUSE FUNERAL SERVICES.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,304221,Equipment and Materials,01/07/2024,4286417-61578,"œ13,031.50",WILLOWCRETE MANUFACTURING COMPANY LTD (MFG).
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,01/07/2024,4286419-96728592,œ800.01,WOLSELEY UK LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,342033,Computers and Communications,01/07/2024,4286422-LG29078,œ650.00,XMA LTD.
Neighbourhoods and Climate Change,Environmental Services,Transport,215005,Running Costs of Vehicles,01/07/2024,4286425-1188183,"œ15,300.60",YOUR NRG LTD.
Neighbourhoods and Climate Change,Environmental Services,Transport,215005,Running Costs of Vehicles,01/07/2024,4286425-1188481,"œ7,672.40",YOUR NRG LTD.
Neighbourhoods and Climate Change,Highways,Stock A926,926900,Stock in hand-Inventory system,01/07/2024,4286425-1188710,œ529.74,YOUR NRG LTD.
Neighbourhoods and Climate Change,Environmental Services,Transport,215005,Running Costs of Vehicles,01/07/2024,4286425-1189656,"œ32,728.09",YOUR NRG LTD.
Neighbourhoods and Climate Change,Highways,Third Party Payments,430100,Rendered by Private Contractors,01/07/2024,4286427-145572248,"œ33,569.90",ZG LIGHTING (UK) LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,384199,Miscellaneous Expenses,02/07/2024,4287204-35578,"œ1,250.00",REDACTED - PAYMENT TO INDIVIDUAL
Chief Executives Office,Legal & Democratic Services,Supplies and Services,338094,Services,02/07/2024,4287018-RES-06-2024-531,œ520.00,CASTLE EDEN VILLAGE HALL ASSOCIATION.
Chief Executives Office,Legal & Democratic Services,Supplies and Services,338094,Services,02/07/2024,4287078-RES-06-2024-670,œ600.00,GD O`HEHIR & CO LTD.
Regeneration Economy and Growth,Transport and Contract Services,Supplies and Services,372009,Subscriptions E372,02/07/2024,4287192-24-C/20,œ690.00,THE LOCAL GOVERNMENT TECHNICAL ADVISERS GROUP.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,384199,Miscellaneous Expenses,02/07/2024,4286988-PETERPANSET,"œ1,500.00",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,02/07/2024,4287044-C17,"œ2,252.41",REDACTED - PAYMENT TO INDIVIDUAL
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,384700,Miscellaneous Expenses,02/07/2024,4287064-RES-06-2024-521,"œ1,540.94",REDACTED - PAYMENT TO INDIVIDUAL
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,338047,Services,02/07/2024,4287090-GALADURHAM-24062024,œ500.00,REDACTED - PAYMENT TO INDIVIDUAL
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,338047,Services,02/07/2024,4287090-RAISETHEROOF,"œ3,978.00",REDACTED - PAYMENT TO INDIVIDUAL
Neighbourhoods and Climate Change,Environmental Services,Premises,108125,Service Repairs and Maintenance,02/07/2024,4287108-4100888889,"œ4,980.00",REDACTED - PAYMENT TO INDIVIDUAL
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,384199,Miscellaneous Expenses,02/07/2024,4287127-RES-06-2024-682,œ818.00,REDACTED - PAYMENT TO INDIVIDUAL
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,384199,Miscellaneous Expenses,02/07/2024,4287127-RS-06-2024-682,œ818.00,REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,02/07/2024,4287129-015,"œ1,625.00",REDACTED - PAYMENT TO INDIVIDUAL
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,304259,Equipment and Materials,02/07/2024,4286990-0000394242,œ510.00,APEX RADIO SYSTEMS LTD.
Neighbourhoods and Climate Change,Environmental Services,Transport,210057,Repair and Maintenance of Vehicles,02/07/2024,4287000-35266015,"œ1,192.54",BELL TRUCK SALES LTD T/A BELL TRUCK & VAN.
Neighbourhoods and Climate Change,Environmental Services,Transport,210057,Repair and Maintenance of Vehicles,02/07/2024,4287000-35269015,"œ1,179.78",BELL TRUCK SALES LTD T/A BELL TRUCK & VAN.
Neighbourhoods and Climate Change,Environmental Services,Transport,210057,Repair and Maintenance of Vehicles,02/07/2024,4287000-35269018,œ581.70,BELL TRUCK SALES LTD T/A BELL TRUCK & VAN.
Neighbourhoods and Climate Change,Environmental Services,Transport,210057,Repair and Maintenance of Vehicles,02/07/2024,4287001-053939-WI,œ665.00,BENELLA AUTO ELECTRICAL SERVICES LTD T/A BENELLA COMMERCIAL.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,02/07/2024,4287006-21865570,"œ1,549.63",BREEDON TRADING LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,02/07/2024,4287006-21868287,œ645.89,BREEDON TRADING LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,02/07/2024,4287022-2852ACA824,œ862.91,CITY PLUMBING SUPPLIES HOLDINGS LTD.
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,342033,Computers and Communications,02/07/2024,4287029-UOTR5283062,"œ4,833.25",CONVERA UK FINANCIAL LTD.
Neighbourhoods and Climate Change,Financing - Neighbourhoods & Climate Change,Premises,120021,Energy Costs,02/07/2024,4287033-NEI-EXP-05-2024-067,"œ606,947.34",CORONA ENERGY RETAIL 2 LTD.
Regeneration Economy and Growth,Planning & Housing,Supplies and Services,308011,Furniture,02/07/2024,4287035-003NEW,"œ1,857.00",COUNTY DURHAM FURNITURE HELP SCHEME (CDFHS).
Chief Executives Office,Legal & Democratic Services,Supplies and Services,338094,Services,02/07/2024,4287039-RES-06-2024-695,œ500.00,CRAGHEAD DEVELOPMENT TRUST LTD.
Adult and Health Services,Commissioning inc Supporting People,Third Party Payments,440999,Other third party payments E440,02/07/2024,4287041-RES-06-2024-532,"œ61,497.00",CUMBRIA NORTHUMBERLAND TYNE & WEAR NHS FOUNDATION TRUST.
Neighbourhoods and Climate Change,Environmental Services,Transport,210057,Repair and Maintenance of Vehicles,02/07/2024,4287046-96460406,œ962.82,DENNIS EAGLE LTD T/A TERBERG MATEC (UK) LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,02/07/2024,4287076-2404-142990,œ544.50,FUTURE HEAT & POWER DISTRIBUTION LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,02/07/2024,4287076-2405-143798,œ682.40,FUTURE HEAT & POWER DISTRIBUTION LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,02/07/2024,4287076-2406-145033,œ620.00,FUTURE HEAT & POWER DISTRIBUTION LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,02/07/2024,4287077-103921,"œ2,517.60",G & P JOHNSON LTD T/A NIGHTINGALE COACHES.
Adult and Health Services,Head of Adults,Transport,230005,Contract Hire,02/07/2024,4287077-104030,"œ2,049.17",G & P JOHNSON LTD T/A NIGHTINGALE COACHES.
Adult and Health Services,Head of Adults,Transport,230005,Contract Hire,02/07/2024,4287077-104083,"œ3,908.85",G & P JOHNSON LTD T/A NIGHTINGALE COACHES.
Adult and Health Services,Head of Adults,Transport,230005,Contract Hire,02/07/2024,4287077-104084,"œ2,337.00",G & P JOHNSON LTD T/A NIGHTINGALE COACHES.
Adult and Health Services,Head of Adults,Transport,230005,Contract Hire,02/07/2024,4287077-104085,"œ1,439.75",G & P JOHNSON LTD T/A NIGHTINGALE COACHES.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,02/07/2024,4287089-01199139,"œ11,961.46",HEATSEAM LTD T/A LIKEWISE NORTH EAST.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,02/07/2024,4287089-01207443,"œ1,648.18",HEATSEAM LTD T/A LIKEWISE NORTH EAST.
