Service Area,Service Division,Expense Type,Expense Code,Detailed Expense Type,Payment Date,Transaction Number,Amount Exc VAT,Supplier Name
Children and Young Peoples Services,Head of Childrens Social Care,Supplies and Services,364359,Grants to Voluntary Organisations,01/03/2023,4106134-JAN-FEB2023,œ610.50,REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,338027,Services,01/03/2023,4106035-01/2023,"œ1,706.25",REDACTED - PAYMENT TO INDIVIDUAL
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/03/2023,4106169-92821,"œ16,718.57",REDACTED - PAYMENT TO INDIVIDUAL
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,01/03/2023,4106029-34123992,"œ6,823.24",AGGREGATE INDUSTRIES UK LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,304259,Equipment and Materials,01/03/2023,4106031-177167,œ702.00,ALBANY OFFICE EQUIPMENT (WHOLESALE) LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,304259,Equipment and Materials,01/03/2023,4106031-177197,"œ1,240.00",ALBANY OFFICE EQUIPMENT (WHOLESALE) LTD.
Neighbourhoods and Climate Change,Highways,Third Party Payments,460224,Contract Payments,01/03/2023,4106046-23048,"œ259,242.98",ARM PIPETEK LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Supplies and Services,384500,Miscellaneous Expenses,01/03/2023,4106049-2023-132,"œ1,800.00",ASPIRE PSYCHOLOGICAL SERVICES LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,01/03/2023,4106050-2-DCC1223,"œ3,794.20",ATLAS TAXIS MANAGEMENT LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,01/03/2023,4106050-2-DCC9-JAN-2023,"œ3,397.84",ATLAS TAXIS MANAGEMENT LTD.
Regeneration Economy and Growth,Business Durham CL0850,Supplies and Services,338027,Services,01/03/2023,4106051-SI-9077,œ800.00,BANKFIELD LTD.
Adult and Health Services,Head of Adults,Transport,230005,Contract Hire,01/03/2023,4106058-INV00648-RE,œ537.00,BLUELINE SOUTH INCORPORATING NAVIGATION TAXIS T/A BLUELINE TAXIS.
Neighbourhoods and Climate Change,Highways,Supplies and Services,338027,Services,01/03/2023,4106061-51983,"œ3,511.00",BRIDGEWAY CONSULTING LTD.
Adult and Health Services,Head of Adults,Premises,150005,Apportioned Exps of Operational Blds,01/03/2023,4106065-JOB001/20910,œ765.00,C JOBLING LTD T/A RAINBOW INTERNATIONAL.
Resources BK0010,Transactional & Customer Services,Supplies and Services,338066,Services,01/03/2023,4106072-C/BN263699,"œ4,828.78",CIVICA UK LTD.
Resources BK0010,Transactional & Customer Services,Supplies and Services,338066,Services,01/03/2023,4106072-C/BN263700,"œ1,694.80",CIVICA UK LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/03/2023,4106080-60338,"œ2,638.96",COMPLETE DETECTION SYSTEMS LTD (CDS).
Regeneration Economy and Growth,Business Durham CL0850,Premises,120021,Energy Costs,01/03/2023,4106083-17412829,"œ2,858.05",CORONA ENERGY RETAIL 2 LTD.
Regeneration Economy and Growth,Transport and Contracted Services,Supplies and Services,342053,Computers and Communications,01/03/2023,4106092-2537,"œ32,825.00",DATA IMAGES SOFTWARE SOLUTIONS LTD T/A FLEXIROUTE.
Neighbourhoods and Climate Change,Environmental Services,Third Party Payments,430100,Rendered by Private Contractors,01/03/2023,4106097-96434502,œ551.33,DENNIS EAGLE LTD T/A TERBERG MATEC (UK) LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,01/03/2023,4106114-059-313971,œ786.80,EDMUNDSON ELECTRICAL LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,01/03/2023,4106114-059-313973,"œ2,110.98",EDMUNDSON ELECTRICAL LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,01/03/2023,4106115-059-314012,"œ1,203.02",EDMUNDSON ELECTRICAL LTD.
Adult and Health Services,Head of Adults,Third Party Payments,478151,Purchase of Care,01/03/2023,4106118-10112022,"œ8,148.32",EMBRACING CARE.
Adult and Health Services,Head of Adults,Third Party Payments,478151,Purchase of Care,01/03/2023,4106118-BURNHALLDRIVE-P9P10,"œ5,447.68",EMBRACING CARE.
Adult and Health Services,Head of Adults,Third Party Payments,478151,Purchase of Care,01/03/2023,4106118-CONNIFERS,"œ2,926.73",EMBRACING CARE.
Adult and Health Services,Head of Adults,Third Party Payments,478151,Purchase of Care,01/03/2023,4106118-EASTFIELDS,"œ2,235.72",EMBRACING CARE.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,338066,Services,01/03/2023,4106120-1014-24712,œ600.00,ENERGY & COMPLIANCE TECHNOLOGY LTD T/A COMPLIANCE365.
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,338094,Services,01/03/2023,4106122-0000001058,œ516.16,EXCEL ACADEMY PARTNERSHIP T/A FRAMWELLGATE SCHOOL DURHAM.
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,01/03/2023,4106125-INV-0087,"œ2,342.34",FIGGY BUS (TAXI).
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,384199,Miscellaneous Expenses,01/03/2023,4106139-0000015114,"œ28,955.00",GROUNDWORK NORTH EAST.
Adult and Health Services,Commissioning inc Supporting People,Third Party Payments,479102,Purchase of Care,01/03/2023,4106145-11032852,"œ29,892.00",HOME GROUP LTD.
Adult and Health Services,Commissioning inc Supporting People,Third Party Payments,479111,Purchase of Care,01/03/2023,4106145-11033333,"œ4,981.00",HOME GROUP LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,01/03/2023,4106148-B33/0183285,œ823.35,HOWDENS JOINERY LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,01/03/2023,4106148-B33/0183287,"œ1,056.58",HOWDENS JOINERY LTD.
Adult and Health Services,Public Health CC0450,Third Party Payments,460802,Contract Payments,01/03/2023,4106149-SI-HK-000606,"œ28,555.25",HUMANKIND CHARITY.
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,304083,Equipment and Materials,01/03/2023,4106152-7291,œ500.00,INDUSTRIAL DEEP CLEANING LTD.
Regeneration Economy and Growth,Business Durham CL0850,Premises,108125,Service Repairs and Maintenance,01/03/2023,4106157-TW3223,œ822.00,IW ADAMSON LTD T/A COMPLETE WEED CONTROL (TYNE & WEAR).
Regeneration Economy and Growth,Transport and Contracted Services,Construction work A908,908105,Construction work,01/03/2023,4106159-27454,"œ2,230.57",JACK COUPE & SONS LTD T/A COUPE LINE.
Children and Young Peoples Services,Head of Education and Skills,Transport,230031,Contract Hire,01/03/2023,4106165-38003,"œ3,978.00",JIM HUGHES COACHES LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,01/03/2023,4106172-0113/00041997,"œ1,602.01",JT DOVE LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,01/03/2023,4106172-0113/00846483,œ900.00,JT DOVE LTD.
Neighbourhoods and Climate Change,Highways,Third Party Payments,430128,Rendered by Private Contractors,01/03/2023,4106174-INV-0023,œ880.00,JW TEWARD & SONS (HAULAGE) LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,01/03/2023,4106175-378427,"œ2,036.28",KAEFER LTD.
Children and Young Peoples Services,Head of Education and Skills,Transfer Payments,510028,School Children,01/03/2023,4106178-RES-02-2023-583,"œ12,250.00",KELLOE PHOENIX CENTRE (CHILDCARE).
Neighbourhoods and Climate Change,Highways,Third Party Payments,430100,Rendered by Private Contractors,01/03/2023,4106179-230045,"œ85,255.92",KIELY BROS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,01/03/2023,4106183-4008,"œ1,260.00",LD TAXIS.
Children and Young Peoples Services,Head of Childrens Social Care,Supplies and Services,338044,Services,01/03/2023,4106186-282394,œ788.00,LEXTOX.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,304337,Equipment and Materials,01/03/2023,4106198-4236108744,œ628.90,MARES SPA.
Regeneration Economy and Growth,Business Durham CL0850,Supplies and Services,338066,Services,01/03/2023,4106201-INV-0617,œ660.00,MCDONOUGH MARKETING COMMUNICATIONS LTD T/A MMC.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,01/03/2023,4106212-0000116701,"œ1,797.76",NAL LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Supplies and Services,384500,Miscellaneous Expenses,01/03/2023,4106219-4081,œ540.00,NORTH EAST ADOPTION THERAPY SERVICES LTD (NEATS).
Children and Young Peoples Services,Head of Childrens Social Care,Supplies and Services,384500,Miscellaneous Expenses,01/03/2023,4106219-4083,œ540.00,NORTH EAST ADOPTION THERAPY SERVICES LTD (NEATS).
Children and Young Peoples Services,Head of Childrens Social Care,Supplies and Services,384500,Miscellaneous Expenses,01/03/2023,4106219-4091,œ600.00,NORTH EAST ADOPTION THERAPY SERVICES LTD (NEATS).
Children and Young Peoples Services,Head of Childrens Social Care,Supplies and Services,384500,Miscellaneous Expenses,01/03/2023,4106219-4177,"œ2,500.00",NORTH EAST ADOPTION THERAPY SERVICES LTD (NEATS).
Neighbourhoods and Climate Change,Environmental Services,Third Party Payments,430100,Rendered by Private Contractors,01/03/2023,4106226-26227,"œ2,100.00",OLIVERS TREE SERVICES LTD.
Neighbourhoods and Climate Change,Highways,Third Party Payments,430100,Rendered by Private Contractors,01/03/2023,4106226-26228,"œ4,750.00",OLIVERS TREE SERVICES LTD.
Neighbourhoods and Climate Change,Highways,Third Party Payments,430100,Rendered by Private Contractors,01/03/2023,4106226-26229,"œ2,180.00",OLIVERS TREE SERVICES LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/03/2023,4106229-11979-02,"œ5,087.15",OPUS BUILDING SERVICES LTD.
Neighbourhoods and Climate Change,Environmental Services,Third Party Payments,430100,Rendered by Private Contractors,01/03/2023,4106239-TYN33879,œ921.77,PIRTEK TYNE & WEAR.
Resources BK0010,Digital Services,Supplies and Services,304245,Equipment and Materials,01/03/2023,4106242-2452554,œ510.20,PREMIER PAPER GROUP LTD.
Neighbourhoods and Climate Change,Highways,Third Party Payments,430100,Rendered by Private Contractors,01/03/2023,4106244-1334,"œ1,197.60",PRM FABRICATIONS LTD.
Regeneration Economy and Growth,Transport and Contracted Services,Third Party Payments,430108,Rendered by Private Contractors,01/03/2023,4106252-265023,"œ4,366.20",RITHERDON & CO LTD.
Regeneration Economy and Growth,Business Durham CL0850,Supplies and Services,338078,Services,01/03/2023,4106262-17480,"œ2,824.08",SAFEGUARD SECURITY (NE) LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Supplies and Services,372009,Subscriptions E372,01/03/2023,4106269-12731,"œ1,796.00",SIGNIS LTD.
Resources BK0010,Digital Services,Supplies and Services,342053,Computers and Communications,01/03/2023,4106272-INVUK739718,"œ1,582.60",SOFTCAT PLC.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,01/03/2023,4106279-6-7303,œ658.19,STANLEY TRAVEL (NORTH EAST) LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230009,Contract Hire,01/03/2023,4106279-6-7323,œ510.18,STANLEY TRAVEL (NORTH EAST) LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230009,Contract Hire,01/03/2023,4106279-6-7370,œ577.50,STANLEY TRAVEL (NORTH EAST) LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/03/2023,4106281-18928,"œ1,860.00",STEADFAST SECURITY SOLUTIONS LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/03/2023,4106281-18976,"œ1,860.00",STEADFAST SECURITY SOLUTIONS LTD.
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,336005,Advertising E336,01/03/2023,4106284-INV-6495,"œ4,724.00",STEVE DAVIDSON ADVERTISING LTD T/A SD ADVERTISING LTD.
Regeneration Economy and Growth,Planning & Housing,Supplies and Services,338066,Services,01/03/2023,4106287-A3053-01,œ779.70,STRUCTURAL & CIVIL CONSULTANTS LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,01/03/2023,4106290-948315,œ549.90,T CROSSLING & CO LTD.
Neighbourhoods and Climate Change,Highways,Stock A926,926900,Stock in hand-Inventory system,01/03/2023,4106292-9046466369,œ518.75,TARMAC TRADING LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,338027,Services,01/03/2023,4106294-10813,"œ31,387.91",TAZIKER INDUSTRIAL LTD.
Neighbourhoods and Climate Change,Environmental Services,Third Party Payments,430100,Rendered by Private Contractors,01/03/2023,4106297-7814..,"œ1,495.00",TEAM VALLEY TRANSMISSIONS LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,01/03/2023,4106304-39485,"œ1,650.00",TODDS HIGHWAY MAINTENANCE LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,01/03/2023,4106311-241893,œ857.55,TYNEDALE ROADSTONE LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,01/03/2023,4106311-241896,œ839.67,TYNEDALE ROADSTONE LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,01/03/2023,4106311-242071,"œ1,019.60",TYNEDALE ROADSTONE LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,01/03/2023,4106311-242077,"œ1,660.58",TYNEDALE ROADSTONE LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,01/03/2023,4106311-242343,"œ3,317.65",TYNEDALE ROADSTONE LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,01/03/2023,4106311-242344,"œ3,187.22",TYNEDALE ROADSTONE LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,01/03/2023,4106311-242347,œ850.10,TYNEDALE ROADSTONE LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,01/03/2023,4106311-242348,"œ1,595.10",TYNEDALE ROADSTONE LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,01/03/2023,4106311-242354,"œ1,598.08",TYNEDALE ROADSTONE LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,01/03/2023,4106311-242358,"œ1,593.61",TYNEDALE ROADSTONE LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,01/03/2023,4106311-242505,"œ1,587.65",TYNEDALE ROADSTONE LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,01/03/2023,4106311-242649,"œ1,593.61",TYNEDALE ROADSTONE LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,01/03/2023,4106311-242651,œ847.12,TYNEDALE ROADSTONE LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,01/03/2023,4106311-242652,œ881.39,TYNEDALE ROADSTONE LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,01/03/2023,4106311-242658,"œ1,598.08",TYNEDALE ROADSTONE LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,01/03/2023,4106311-242818,"œ1,675.01",TYNEDALE ROADSTONE LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,01/03/2023,4106311-242819,œ808.38,TYNEDALE ROADSTONE LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,01/03/2023,4106311-242820,"œ1,593.61",TYNEDALE ROADSTONE LTD.
Resources BK0010,Digital Services,Supplies and Services,342033,Computers and Communications,01/03/2023,4106313-R-72629,"œ1,080.60",UPNORTH ENGINEERING SERVICES LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,338078,Services,01/03/2023,4106318-INV-55121,"œ1,907.20",VISTECH SERVICES LTD.
Regeneration Economy and Growth,Corporate Property and Land,Premises,150015,Apportioned Exps of Operational Blds,01/03/2023,4106323-230007003,œ746.46,WERNICK HIRE LTD.
Neighbourhoods and Climate Change,Highways,Premises,150015,Apportioned Exps of Operational Blds,01/03/2023,4106323-230007008,œ651.20,WERNICK HIRE LTD.
Neighbourhoods and Climate Change,Environmental Services,Premises,150015,Apportioned Exps of Operational Blds,01/03/2023,4106323-230007062,œ651.20,WERNICK HIRE LTD.
Neighbourhoods and Climate Change,Environmental Services,Premises,150015,Apportioned Exps of Operational Blds,01/03/2023,4106323-230007063,œ651.20,WERNICK HIRE LTD.
Neighbourhoods and Climate Change,Environmental Services,Premises,150015,Apportioned Exps of Operational Blds,01/03/2023,4106323-230007064,œ651.20,WERNICK HIRE LTD.
Neighbourhoods and Climate Change,Environmental Services,Premises,150015,Apportioned Exps of Operational Blds,01/03/2023,4106323-230007065,œ651.20,WERNICK HIRE LTD.
Regeneration Economy and Growth,Corporate Property and Land,Premises,150015,Apportioned Exps of Operational Blds,01/03/2023,4106323-230007089,œ686.40,WERNICK HIRE LTD.
Neighbourhoods and Climate Change,Environmental Services,Transport,215005,Running Costs of Vehicles,01/03/2023,4106329-1106100,"œ19,704.00",YOUR NRG LTD.
Neighbourhoods and Climate Change,Environmental Services,Transport,215005,Running Costs of Vehicles,01/03/2023,4106329-1106104,"œ2,507.00",YOUR NRG LTD.
Neighbourhoods and Climate Change,Environmental Services,Transport,215005,Running Costs of Vehicles,01/03/2023,4106329-1106177,"œ14,804.47",YOUR NRG LTD.
Resources BK0010,HR & Employee Services,Supplies and Services,352001,Conference Expenses,02/03/2023,4106434-1312,œ850.00,REDACTED - PAYMENT TO INDIVIDUAL
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,384700,Miscellaneous Expenses,02/03/2023,4106445-RES-02-2023-588,"œ1,100.00",REDACTED - PAYMENT TO INDIVIDUAL
Resources BK0010,Digital Services,Supplies and Services,344135,Telephones,02/03/2023,4106336-SI-2393,œ732.00,ADVANTAGE VOICE LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,384199,Miscellaneous Expenses,02/03/2023,4106408-137315506,œ560.00,DURHAM MARRIOTT ROYAL COUNTY HOTEL.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,02/03/2023,4106456-7776064,œ740.00,KONE PLC.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,384199,Miscellaneous Expenses,02/03/2023,4106509-4100800869,"œ1,925.00",NORTH EAST ENGLAND BLUE BADGE GUIDE.
Regeneration Economy and Growth,Economic Development Level C,Supplies and Services,384700,Miscellaneous Expenses,02/03/2023,4106542-RES-02-2023-589,œ750.00,RIVERVIEW KITCHEN 56 LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,384199,Miscellaneous Expenses,02/03/2023,4106342-00164,"œ3,000.00",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Childrens Social Care,Supplies and Services,338045,Services,02/03/2023,4106472-1199874,œ625.00,REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Childrens Social Care,Supplies and Services,338045,Services,02/03/2023,4106472-60/NML,"œ3,350.00",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Childrens Social Care,Supplies and Services,338045,Services,02/03/2023,4106472-68/NML,"œ1,562.50",REDACTED - PAYMENT TO INDIVIDUAL
Neighbourhoods and Climate Change,Highways,Third Party Payments,430128,Rendered by Private Contractors,02/03/2023,4106524-20027,œ855.00,REDACTED - PAYMENT TO INDIVIDUAL
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,304221,Equipment and Materials,02/03/2023,4106337-60287041,"œ1,749.72",AEBI SCHMIDT UK LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,02/03/2023,4106339-34129594,"œ6,821.37",AGGREGATE INDUSTRIES UK LTD.
Children and Young Peoples Services,Head of Education and Skills,Transfer Payments,510034,School Children,02/03/2023,4106346-CLAPPSPRINGFEB23,"œ1,145.00",ANNANHILL PRIMARY SCHOOL FUND.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,02/03/2023,4106350-5635,"œ3,392.00",APEX ROOFING SPECIALISTS LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,425041,Rendered by Voluntary Organisations,02/03/2023,4106351-ARC2223-578,"œ1,878.00",ARC ADOPTION NORTH EAST.
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,425041,Rendered by Voluntary Organisations,02/03/2023,4106351-ARC2223-591,œ939.00,ARC ADOPTION NORTH EAST.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,338066,Services,02/03/2023,4106353-199,"œ1,000.00",ATEVENTS.
Adult and Health Services,Commissioning inc Supporting People,Third Party Payments,442002,Supporting People E442,02/03/2023,4106357-RES-02-2023-587,"œ15,932.00",BID SERVICES.
Children and Young Peoples Services,Head of Education and Skills,Transfer Payments,510034,School Children,02/03/2023,4106358-CLANTPSPRINGFEB23,œ564.00,BISHOP AUCKLAND COLLEGE.
Children and Young Peoples Services,Head of Education and Skills,Transfer Payments,510034,School Children,02/03/2023,4106359-CLAPPSPRINGFEB23,"œ7,180.60",BISHOP CHADWICK CATHOLIC EDUCATION TRUST (NSCET).
Regeneration Economy and Growth,Economic Development Level C,Supplies and Services,338066,Services,02/03/2023,4106364-SIN040794,"œ28,028.00",BLOOM PROCUREMENT SERVICES LTD (FORMERLY NEPRO LTD).
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,02/03/2023,4106371-10797,"œ1,158.23",CATHEDRAL LOCK & SAFE SERVICES LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,02/03/2023,4106372-739,"œ3,370.68",CEILINGS DIRECT LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,02/03/2023,4106372-740,"œ2,064.92",CEILINGS DIRECT LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,02/03/2023,4106373-109493,œ625.50,CG ROBINSON & SONS LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,02/03/2023,4106373-109853,œ556.00,CG ROBINSON & SONS LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,384199,Miscellaneous Expenses,02/03/2023,4106374-INV-0736,œ684.92,CHANNELL EVENTS LTD.
Neighbourhoods and Climate Change,Environmental Services,Transport,215012,Running Costs of Vehicles,02/03/2023,4106376-197209,"œ1,228.50",CHEVIN FLEET SOLUTIONS LTD.
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,338035,Services,02/03/2023,4106380-806233992,"œ1,420.00",CITY & GUILDS OF LONDON INSTITUTE.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,02/03/2023,4106382-2852ABS956,œ662.96,CITY PLUMBING SUPPLIES HOLDINGS LTD.
Neighbourhoods and Climate Change,Highways,Stock A926,926900,Stock in hand-Inventory system,02/03/2023,4106385-23000RX23001898,"œ2,008.80",COLAS LTD.
Adult and Health Services,Head of Adults,Third Party Payments,479102,Purchase of Care,02/03/2023,4106388-118,"œ4,696.00",COUNT CARE SERVICES LTD.
Adult and Health Services,Head of Adults,Third Party Payments,479102,Purchase of Care,02/03/2023,4106388-119,"œ4,696.00",COUNT CARE SERVICES LTD.
Adult and Health Services,Public Health CC0450,Third Party Payments,460802,Contract Payments,02/03/2023,4106389-3910019512,"œ8,595.50",COUNTY DURHAM & DARLINGTON NHS FOUNDATION TRUST (CDDFT).
Adult and Health Services,Public Health CC0450,Third Party Payments,460803,Contract Payments,02/03/2023,4106389-3910021195,"œ30,830.00",COUNTY DURHAM & DARLINGTON NHS FOUNDATION TRUST (CDDFT).
Children and Young Peoples Services,Head of Early Help Inclusion & Vulnerable Children.,Supplies and Services,384199,Miscellaneous Expenses,02/03/2023,4106390-THK072,"œ1,571.00",COUNTY DURHAM FURNITURE HELP SCHEME (CDFHS).
Resources BK0010,Digital Services,Stock A926,926900,Stock in hand-Inventory system,02/03/2023,4106391-3663391,œ578.00,CPC (ELECTRICAL WHOLESALERS).
Neighbourhoods and Climate Change,Highways,Third Party Payments,430127,Rendered by Private Contractors,02/03/2023,4106395-INV-0237,œ665.00,D & L HOPPS.
Adult and Health Services,Head of Adults,Third Party Payments,472101,Purchase of Care,02/03/2023,4106397-ASCDISCHARGEFUND1/126,"œ30,350.00",DALE CARE LTD.
Adult and Health Services,Head of Adults,Third Party Payments,478151,Purchase of Care,02/03/2023,4106400-INV-1406,"œ1,830.69",DEACONSTAR LTD.
