Body,Expense Area,Supplier,Expense Type,Reference,Date,Amount
Rotherham Metropolitan Borough Council,Regeneration & Environment,Carlton Forest Rescue Centre,Boarding Kennels,10684740,45344,1740
Rotherham Metropolitan Borough Council,Regeneration & Environment,Carlton Forest Rescue Centre,Boarding Kennels,10684741,45344,1798
Rotherham Metropolitan Borough Council,Regeneration & Environment,Carlton Forest Rescue Centre,Boarding Kennels,10684743,45344,1740
Rotherham Metropolitan Borough Council,Regeneration & Environment,Carlton Forest Rescue Centre,Boarding Kennels,10684746,45344,1798
Rotherham Metropolitan Borough Council,Regeneration & Environment,Carlton Forest Rescue Centre,Boarding Kennels,10684747,45344,1798
Rotherham Metropolitan Borough Council,Public Health,Chelsea And Westminster Hospital,Public Health & Care Services,10742147,45344,178.93
Rotherham Metropolitan Borough Council,Public Health,Chelsea And Westminster Hospital,Public Health & Care Services,10757868,45344,154.36
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Barnsley Mbc,Local Authority Spend,11418839,45342,750
Rotherham Metropolitan Borough Council,Public Health,Chelsea And Westminster Hospital,Public Health & Care Services,11465484,45344,169.51
Rotherham Metropolitan Borough Council,Public Health,Chelsea And Westminster Hospital,Public Health & Care Services,11465487,45344,215.89
Rotherham Metropolitan Borough Council,Regeneration & Environment,R Burkinshaw & Sons Ltd,Plant Hire,11505783,45334,3010
Rotherham Metropolitan Borough Council,Central Services,South Yorkshire Mayoral,Levy Charges Or Fees,11534849,45341,865344.53
Rotherham Metropolitan Borough Council,Central Services,South Yorkshire Pensions,Levy Charges Or Fees,11535633,45337,5203
Rotherham Metropolitan Borough Council,Regeneration & Environment,British Telecommunications Plc,Telecomms,11541757,45350,760.51
Rotherham Metropolitan Borough Council,Regeneration & Environment,British Telecommunications Plc,Telecomms,11548415,45350,1080
Rotherham Metropolitan Borough Council,Regeneration & Environment,British Telecommunications Plc,Telecomms,11548416,45350,1080
Rotherham Metropolitan Borough Council,Regeneration & Environment,Whale Tankers Ltd,Domestic And Commerical Appliances,11579328,45336,2310
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Generic Services,11606099,45337,1268.4
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Iansyst Ltd,Training Services,11606469,45341,3388.66
Rotherham Metropolitan Borough Council,Regeneration & Environment,Providence Maintenance & Electrical,Repair And Maintenance,11608396,45328,7938.42
Rotherham Metropolitan Borough Council,Regeneration & Environment,Wright Bros Partnership Ltd,Repair And Maintenance,11621998,45348,205.58
Rotherham Metropolitan Borough Council,Adult Care & Housing,Rhodes Asbestos Services,Surveyors Architects & Auctions,11623764,45329,1285
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Generic Services,11651523,45337,61.5
Rotherham Metropolitan Borough Council,Regeneration & Environment,Kcm Waste Management Ltd,Waste Disposal Inc Skip Hire,11668921,45329,132.6
Rotherham Metropolitan Borough Council,Regeneration & Environment,Providence Maintenance & Electrical,Repair And Maintenance,11693232,45345,214.77
Rotherham Metropolitan Borough Council,Regeneration & Environment,Kcm Waste Management Ltd,Waste Disposal Inc Skip Hire,11694987,45329,108.73
Rotherham Metropolitan Borough Council,Regeneration & Environment,Kcm Waste Management Ltd,Waste Disposal Inc Skip Hire,11703964,45329,424.32
Rotherham Metropolitan Borough Council,Regeneration & Environment,Kcm Waste Management Ltd,Waste Disposal Inc Skip Hire,11705056,45329,525.1
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Caremark (Rotherham),Supporting People - Independent Sector Homecare,11705612,45341,287.76
Rotherham Metropolitan Borough Council,Regeneration & Environment,Envirotec,Boarding Kennels,11708190,45349,150
Rotherham Metropolitan Borough Council,Regeneration & Environment,Dfp Services Ltd,Surveillance Or Alarm Maintenance,11712036,45352,200
Rotherham Metropolitan Borough Council,Regeneration & Environment,Kcm Waste Management Ltd,Waste Disposal Inc Skip Hire,11718132,45329,132.6
Rotherham Metropolitan Borough Council,Regeneration & Environment,Kcm Waste Management Ltd,Waste Disposal Inc Skip Hire,11718133,45329,466.75
Rotherham Metropolitan Borough Council,Regeneration & Environment,Kcm Waste Management Ltd,Waste Disposal Inc Skip Hire,11720630,45329,474.71
Rotherham Metropolitan Borough Council,Regeneration & Environment,Kcm Waste Management Ltd,Waste Disposal Inc Skip Hire,11720632,45328,265.2
Rotherham Metropolitan Borough Council,Regeneration & Environment,Dfp Services Ltd,Security Hardware And Accessories,11728473,45355,100
Rotherham Metropolitan Borough Council,Regeneration & Environment,Kcm Waste Management Ltd,Waste Disposal Inc Skip Hire,11732960,45328,132.6
Rotherham Metropolitan Borough Council,Regeneration & Environment,Providence Maintenance & Electrical,Repair And Maintenance,11732978,45344,92
Rotherham Metropolitan Borough Council,Central Services,Insight Direct (Uk) Ltd,Technology,11741461,45334,381.15
Rotherham Metropolitan Borough Council,Regeneration & Environment,Kcm Waste Management Ltd,Waste Disposal Inc Skip Hire,11743475,45328,132.6
Rotherham Metropolitan Borough Council,Regeneration & Environment,Npower,Energy,11749937,45341,14.62
Rotherham Metropolitan Borough Council,Regeneration & Environment,Npower,Energy,11749940,45341,30.95
Rotherham Metropolitan Borough Council,Regeneration & Environment,Npower,Energy,11749995,45341,9.24
Rotherham Metropolitan Borough Council,Regeneration & Environment,Kcm Waste Management Ltd,Waste Disposal Inc Skip Hire,11750623,45328,265.2
Rotherham Metropolitan Borough Council,Regeneration & Environment,Brytone Ltd,Catering Equipment,11751890,45330,100
Rotherham Metropolitan Borough Council,Regeneration & Environment,Kcm Waste Management Ltd,Waste Disposal Inc Skip Hire,11755450,45328,265.2
Rotherham Metropolitan Borough Council,Regeneration & Environment,Lyndhurst Cooling & Heating Services Ltd,Repair And Maintenance,11758722,45328,95
Rotherham Metropolitan Borough Council,Regeneration & Environment,Lyndhurst Cooling & Heating Services Ltd,Repair And Maintenance,11758725,45330,1737.99
Rotherham Metropolitan Borough Council,Regeneration & Environment,Lyndhurst Cooling & Heating Services Ltd,Repair And Maintenance,11758727,45328,79
Rotherham Metropolitan Borough Council,Regeneration & Environment,Kcm Waste Management Ltd,Waste Disposal Inc Skip Hire,11758732,45328,132.6
Rotherham Metropolitan Borough Council,Regeneration & Environment,Brytone Ltd,Catering Equipment,11758796,45330,89
Rotherham Metropolitan Borough Council,Adult Care & Housing,Jedson Composite Doors Ltd,New Build & Major Refurb Trades,11759713,45352,4752.1
Rotherham Metropolitan Borough Council,Regeneration & Environment,Grant Stewart Construction Ltd,Repair And Maintenance,11761658,45355,1350
Rotherham Metropolitan Borough Council,Regeneration & Environment,Harsco Metals Group Ltd,Re-Instatement Materials,11762180,45345,1196.8
Rotherham Metropolitan Borough Council,Regeneration & Environment,Kcm Waste Management Ltd,Waste Disposal Inc Skip Hire,11763218,45337,-2472.24
Rotherham Metropolitan Borough Council,Regeneration & Environment,Nisbets,Catering Equipment,11763318,45337,15.16
Rotherham Metropolitan Borough Council,Regeneration & Environment,Nisbets,Catering Equipment,11763318,45337,433.28
Rotherham Metropolitan Borough Council,Regeneration & Environment,Aecom Infrastructure & Environment Uk,Consultancy,11765434,45329,12860
Rotherham Metropolitan Borough Council,Regeneration & Environment,Ajp Logistics Ltd,Traffic Management Services,11765454,45329,1296.7
Rotherham Metropolitan Borough Council,Regeneration & Environment,Dfp Services Ltd,Surveillance Or Alarm Maintenance,11765463,45344,106.86
Rotherham Metropolitan Borough Council,Regeneration & Environment,Ninehundred Communications,Technology,11765622,45345,-1.29
Rotherham Metropolitan Borough Council,Regeneration & Environment,Dfp Services Ltd,Emergency Lighting And Accessories,11769158,45337,374.8
Rotherham Metropolitan Borough Council,Regeneration & Environment,Lyndhurst Cooling & Heating Services Ltd,Repair And Maintenance,11770438,45328,320
Rotherham Metropolitan Borough Council,Regeneration & Environment,Providence Maintenance & Electrical,Repair And Maintenance,11770868,45345,737.54
Rotherham Metropolitan Borough Council,Assistant Chief Executive,Sheffield Fruit Trees Ltd,Landscaping,11771116,45334,2570
Rotherham Metropolitan Borough Council,Regeneration & Environment,Providence Maintenance & Electrical,Repair And Maintenance,11771914,45341,207
Rotherham Metropolitan Borough Council,Regeneration & Environment,Providence Maintenance & Electrical,Repair And Maintenance,11771916,45356,104
Rotherham Metropolitan Borough Council,Regeneration & Environment,Industrial Door Solutions Limited,Repair And Maintenance,11771956,45330,505
Rotherham Metropolitan Borough Council,Regeneration & Environment,Lyndhurst Cooling & Heating Services Ltd,Repair And Maintenance,11772022,45328,585
Rotherham Metropolitan Borough Council,Regeneration & Environment,Direct Traffic Management Ltd,Road Markings And Traffic Management,11772135,45328,2452.5
Rotherham Metropolitan Borough Council,Regeneration & Environment,Providence Maintenance & Electrical,Repair And Maintenance,11776042,45328,125
Rotherham Metropolitan Borough Council,Regeneration & Environment,Providence Maintenance & Electrical,Repair And Maintenance,11776044,45352,690
Rotherham Metropolitan Borough Council,Regeneration & Environment,W J North Ltd,Road Markings And Traffic Management,11776268,45351,354.98
Rotherham Metropolitan Borough Council,Regeneration & Environment,W J North Ltd,Road Markings And Traffic Management,11776269,45328,152.74
Rotherham Metropolitan Borough Council,Regeneration & Environment,W J North Ltd,Road Markings And Traffic Management,11776348,45328,1390.76
Rotherham Metropolitan Borough Council,Regeneration & Environment,Rotherham United Community Trust,Sporting Entertainment & Culture,11776371,45335,4000
Rotherham Metropolitan Borough Council,Adult Care & Housing,Kcm Waste Management Ltd,Waste Disposal Inc Skip Hire,11776419,45343,132.6
Rotherham Metropolitan Borough Council,Regeneration & Environment,Hsl Compliance Ltd,Repair And Maintenance,11780099,45338,189
Rotherham Metropolitan Borough Council,Regeneration & Environment,Hsl Compliance Ltd,Repair And Maintenance,11780100,45338,1980
Rotherham Metropolitan Borough Council,Regeneration & Environment,Traffic Safety And Management Ltd,Road Markings And Traffic Management,11780180,45343,547.24
Rotherham Metropolitan Borough Council,Regeneration & Environment,Traffic Safety And Management Ltd,Road Markings And Traffic Management,11780181,45343,809.77
Rotherham Metropolitan Borough Council,Regeneration & Environment,Traffic Safety And Management Ltd,Road Markings And Traffic Management,11780182,45355,931.54
Rotherham Metropolitan Borough Council,Regeneration & Environment,South Yorkshire Mayoral,Public Administration,11780213,45329,62188
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Doncaster Deaf Trust,Supporting People - Learning Disabilities,11781600,45345,-2836
Rotherham Metropolitan Borough Council,Regeneration & Environment,Providence Maintenance & Electrical,Repair And Maintenance,11781657,45344,84.96
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Caremark (Rotherham),Supporting People - Independent Sector Homecare,11781720,45341,239.8
Rotherham Metropolitan Borough Council,Regeneration & Environment,Fire Safety Services (Fss) Ltd,Fire Extinguishers,11781726,45329,1468.7
Rotherham Metropolitan Borough Council,Regeneration & Environment,Direct Traffic Management Ltd,Road Markings And Traffic Management,11781737,45329,2352.5
Rotherham Metropolitan Borough Council,Regeneration & Environment,Hsl Compliance Ltd,Repair And Maintenance,11784781,45345,1823
Rotherham Metropolitan Borough Council,Regeneration & Environment,Industrial Door Solutions Limited,Repair And Maintenance,11785119,45330,238
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Providence Maintenance & Electrical,Repair And Maintenance,11785535,45356,268
Rotherham Metropolitan Borough Council,Regeneration & Environment,Sutcliffe Play Limited,Landscaping,11786018,45328,1514.61
Rotherham Metropolitan Borough Council,Regeneration & Environment,Sutcliffe Play Limited,Landscaping,11786019,45328,1514.61
Rotherham Metropolitan Borough Council,Regeneration & Environment,Lyndhurst Cooling & Heating Services Ltd,Repair And Maintenance,11787171,45328,300
Rotherham Metropolitan Borough Council,Regeneration & Environment,Independent Contractor Security Ltd(Ics),Security,11787174,45335,1522.5
Rotherham Metropolitan Borough Council,Adult Care & Housing,Peart Access Ramps Ltd,New Build & Major Refurb Trades,11787951,45342,7943
Rotherham Metropolitan Borough Council,Regeneration & Environment,Total Gas & Power Ltd,Fuel/Heating Oil,11788006,45329,21.29
Rotherham Metropolitan Borough Council,Regeneration & Environment,Total Gas & Power Ltd,Fuel/Heating Oil,11788007,45329,844.01
Rotherham Metropolitan Borough Council,Regeneration & Environment,Total Gas & Power Ltd,Fuel/Heating Oil,11788008,45329,563.3
Rotherham Metropolitan Borough Council,Regeneration & Environment,Total Gas & Power Ltd,Fuel/Heating Oil,11788009,45329,837.24
Rotherham Metropolitan Borough Council,Regeneration & Environment,Total Gas & Power Ltd,Fuel/Heating Oil,11788010,45329,293.18
Rotherham Metropolitan Borough Council,Regeneration & Environment,Hsl Compliance Ltd,Repair And Maintenance,11788011,45345,526
Rotherham Metropolitan Borough Council,Regeneration & Environment,Kcm Waste Management Ltd,Waste Disposal Inc Skip Hire,11789183,45329,132.6
Rotherham Metropolitan Borough Council,Regeneration & Environment,Db Entertainment,Sporting Entertainment & Culture,11789206,45331,4849
Rotherham Metropolitan Borough Council,Adult Care & Housing,Doro Care (Uk) Ltd,Technology,11797588,45334,11180
Rotherham Metropolitan Borough Council,Central Services,South Yorkshire Mayoral,Levy Charges Or Fees,11797830,45336,79948.99
Rotherham Metropolitan Borough Council,Finance & Customer Services,Insight Direct (Uk) Ltd,Technology,11798110,45334,383.7
Rotherham Metropolitan Borough Council,Regeneration & Environment,Kcm Waste Management Ltd,Waste Disposal Inc Skip Hire,11799098,45328,132.6
Rotherham Metropolitan Borough Council,Adult Care & Housing,British Gas,Energy,11799169,45342,80.56
Rotherham Metropolitan Borough Council,Adult Care & Housing,British Gas,Energy,11799169,45342,35.74
Rotherham Metropolitan Borough Council,Adult Care & Housing,British Gas,Energy,11799175,45335,95.88
Rotherham Metropolitan Borough Council,Regeneration & Environment,Independent Contractor Security Ltd(Ics),Security,11799197,45335,1807.5
Rotherham Metropolitan Borough Council,Regeneration & Environment,Independent Contractor Security Ltd(Ics),Security,11799199,45337,30
Rotherham Metropolitan Borough Council,Regeneration & Environment,James Burrell Ltd,Re-Instatement Materials,11799355,45335,46.74
Rotherham Metropolitan Borough Council,Regeneration & Environment,Sharrock Ltd,Landscaping,11799369,45328,63.84
Rotherham Metropolitan Borough Council,Regeneration & Environment,Trustseal Ltd,Re-Instatement Materials,11799389,45336,2451
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Wendys Carpets & Curtains Ltd.,Furnishing And Furbishing,11799449,45328,490.83
Rotherham Metropolitan Borough Council,Regeneration & Environment,Dfp Services Ltd,Emergency Lighting And Accessories,11802243,45344,250
Rotherham Metropolitan Borough Council,Regeneration & Environment,Lyndhurst Cooling & Heating Services Ltd,Repair And Maintenance,11802246,45328,195
Rotherham Metropolitan Borough Council,Adult Care & Housing,Washco Ltd,Domestic And Commerical Appliances,11802515,45335,970.3
Rotherham Metropolitan Borough Council,Regeneration & Environment,Wcg Enviromental Ltd,Plant Hire,11802565,45352,787.5
Rotherham Metropolitan Borough Council,Regeneration & Environment,Jones Lighting Ltd,Street Lighting Materials,11804246,45352,5760.4
Rotherham Metropolitan Borough Council,Regeneration & Environment,Aecom Infrastructure & Environment Uk,Consultancy,11804268,45328,1689.56
Rotherham Metropolitan Borough Council,Regeneration & Environment,Rightmove,Rent Lease & Property Management,11804393,45331,570
Rotherham Metropolitan Borough Council,Regeneration & Environment,Industrial Door Solutions Limited,Repair And Maintenance,11804501,45330,2622
Rotherham Metropolitan Borough Council,Regeneration & Environment,Industrial Door Solutions Limited,Repair And Maintenance,11804502,45330,2744.2
Rotherham Metropolitan Borough Council,Regeneration & Environment,Providence Maintenance & Electrical,Repair And Maintenance,11804518,45345,128
Rotherham Metropolitan Borough Council,Regeneration & Environment,Providence Maintenance & Electrical,Repair And Maintenance,11804521,45345,400
Rotherham Metropolitan Borough Council,Regeneration & Environment,Total Gas & Power Ltd,Fuel/Heating Oil,11805464,45329,27.42
Rotherham Metropolitan Borough Council,Regeneration & Environment,Kcm Waste Management Ltd,Waste Disposal Inc Skip Hire,11805515,45329,132.6
Rotherham Metropolitan Borough Council,Regeneration & Environment,Veolia Es (Uk) Limited,Waste Disposal Inc Skip Hire,11805559,45351,-34.32
Rotherham Metropolitan Borough Council,Regeneration & Environment,Veolia Es (Uk) Limited,Waste Disposal Inc Skip Hire,11805561,45334,46.95
Rotherham Metropolitan Borough Council,Regeneration & Environment,Veolia Es (Uk) Limited,Waste Disposal Inc Skip Hire,11805562,45351,490.64
Rotherham Metropolitan Borough Council,Regeneration & Environment,Veolia Es (Uk) Limited,Waste Disposal Inc Skip Hire,11805563,45334,434.08
Rotherham Metropolitan Borough Council,Regeneration & Environment,Hsl Compliance Ltd,Repair And Maintenance,11805590,45355,43
Rotherham Metropolitan Borough Council,Regeneration & Environment,Hsl Compliance Ltd,Repair And Maintenance,11805628,45345,429
Rotherham Metropolitan Borough Council,Regeneration & Environment,Dfp Services Ltd,Fire Prevention,11805632,45328,150
Rotherham Metropolitan Borough Council,Regeneration & Environment,Sys (Scaffolding Contractors) Ltd,Consultancy,11806309,45330,1537.2
Rotherham Metropolitan Borough Council,Regeneration & Environment,Dfp Services Ltd,Fire Alarm Maintenance Or Monitoring,11806467,45341,755.88
Rotherham Metropolitan Borough Council,Regeneration & Environment,Dfp Services Ltd,Repair And Maintenance,11806519,45352,150
Rotherham Metropolitan Borough Council,Regeneration & Environment,Kcm Waste Management Ltd,Waste Disposal Inc Skip Hire,11806557,45330,265.2
Rotherham Metropolitan Borough Council,Regeneration & Environment,Stag Security,Security,11806562,45335,2520
Rotherham Metropolitan Borough Council,Regeneration & Environment,Lyndhurst Cooling & Heating Services Ltd,Repair And Maintenance,11806563,45328,320
Rotherham Metropolitan Borough Council,Regeneration & Environment,Wright Bros Partnership Ltd,Repair And Maintenance,11806565,45330,1700
Rotherham Metropolitan Borough Council,Regeneration & Environment,Independent Contractor Security Ltd(Ics),Security,11806591,45329,2321.76
Rotherham Metropolitan Borough Council,Regeneration & Environment,Independent Contractor Security Ltd(Ics),Security,11806617,45348,1864.49
Rotherham Metropolitan Borough Council,Regeneration & Environment,Independent Contractor Security Ltd(Ics),Security,11806622,45344,1620
Rotherham Metropolitan Borough Council,Regeneration & Environment,Independent Contractor Security Ltd(Ics),Security,11806632,45335,870
Rotherham Metropolitan Borough Council,Regeneration & Environment,Calor Gas Limited,Fuel/Heating Oil,11806807,45328,1356.49
Rotherham Metropolitan Borough Council,Regeneration & Environment,Dfp Services Ltd,Surveillance Or Alarm Maintenance,11806829,45344,90
Rotherham Metropolitan Borough Council,Regeneration & Environment,W J North Ltd,Road Markings And Traffic Management,11806838,45351,657.33
Rotherham Metropolitan Borough Council,Regeneration & Environment,W J North Ltd,Road Markings And Traffic Management,11806841,45342,165.4
Rotherham Metropolitan Borough Council,Regeneration & Environment,W J North Ltd,Road Markings And Traffic Management,11806843,45342,100.53
Rotherham Metropolitan Borough Council,Regeneration & Environment,W J North Ltd,Road Markings And Traffic Management,11806844,45342,100.54
Rotherham Metropolitan Borough Council,Regeneration & Environment,W J North Ltd,Road Markings And Traffic Management,11806845,45342,290.86
Rotherham Metropolitan Borough Council,Regeneration & Environment,Network Rail Infrastructure Ltd,Transport Operations And Logistics,11806907,45334,3474.04
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Tiny Tots Day Nursery (Rotherham) Ltd,Educational Day Nursery,11806913,45336,265
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Tiny Tots Day Nursery (Rotherham) Ltd,Educational Day Nursery,11806914,45336,318
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Tiny Tots Day Nursery (Rotherham) Ltd,Educational Day Nursery,11806915,45336,530
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Tiny Tots Day Nursery (Rotherham) Ltd,Educational Day Nursery,11806916,45336,424
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Tiny Tots Day Nursery (Rotherham) Ltd,Educational Day Nursery,11806920,45336,108
Rotherham Metropolitan Borough Council,Regeneration & Environment,Independent Contractor Security Ltd(Ics),Security,11807210,45329,663.36
Rotherham Metropolitan Borough Council,Regeneration & Environment,Independent Contractor Security Ltd(Ics),Security,11807216,45344,1560
Rotherham Metropolitan Borough Council,Regeneration & Environment,Independent Contractor Security Ltd(Ics),Security,11807217,45344,360
Rotherham Metropolitan Borough Council,Assistant Chief Executive,Improvement And Development Agency,Training Services,11807246,45338,11200
Rotherham Metropolitan Borough Council,Regeneration & Environment,Sure Maintenance Ltd,Repair And Maintenance,11807300,45344,165
Rotherham Metropolitan Borough Council,Regeneration & Environment,Sure Maintenance Ltd,Repair And Maintenance,11807301,45345,510.65
Rotherham Metropolitan Borough Council,Regeneration & Environment,Sure Maintenance Ltd,Repair And Maintenance,11807304,45341,164.76
Rotherham Metropolitan Borough Council,Regeneration & Environment,Sure Maintenance Ltd,Repair And Maintenance,11807305,45344,93.6
Rotherham Metropolitan Borough Council,Regeneration & Environment,Sure Maintenance Ltd,Repair And Maintenance,11807306,45344,165
Rotherham Metropolitan Borough Council,Regeneration & Environment,Sure Maintenance Ltd,Repair And Maintenance,11807308,45341,239.64
Rotherham Metropolitan Borough Council,Regeneration & Environment,Sure Maintenance Ltd,Repair And Maintenance,11807309,45341,277.08
Rotherham Metropolitan Borough Council,Regeneration & Environment,Sure Maintenance Ltd,Repair And Maintenance,11807311,45341,52.44
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Sure Maintenance Ltd,Repair And Maintenance,11807312,45344,183.48
Rotherham Metropolitan Borough Council,Regeneration & Environment,Sure Maintenance Ltd,Repair And Maintenance,11807313,45344,165
Rotherham Metropolitan Borough Council,Regeneration & Environment,Sure Maintenance Ltd,Repair And Maintenance,11807314,45344,80
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Caremark (Rotherham),Supporting People - Independent Sector Homecare,11807430,45341,239.8
Rotherham Metropolitan Borough Council,Adult Care & Housing,Nec Software Solutions Uk Limited,Technology,11807442,45331,16256.25
Rotherham Metropolitan Borough Council,Adult Care & Housing,Kcm Waste Management Ltd,Waste Disposal Inc Skip Hire,11808611,45331,35
Rotherham Metropolitan Borough Council,Regeneration & Environment,Kcm Waste Management Ltd,Waste Disposal Inc Skip Hire,11808612,45328,265.2
Rotherham Metropolitan Borough Council,Regeneration & Environment,Kcm Waste Management Ltd,Waste Disposal Inc Skip Hire,11808613,45329,453.49
Rotherham Metropolitan Borough Council,Adult Care & Housing,Me Learning Ltd,Technology,11808791,45336,5000
Rotherham Metropolitan Borough Council,Regeneration & Environment,Npower,Energy,11810898,45341,215
Rotherham Metropolitan Borough Council,Regeneration & Environment,Countrywide Grounds Maintenance Ltd,Landscaping,11810925,45328,800
Rotherham Metropolitan Borough Council,Regeneration & Environment,Jones Lighting Ltd,Street Lighting Materials,11811032,45348,812.79
Rotherham Metropolitan Borough Council,Regeneration & Environment,Jones Lighting Ltd,Street Lighting Materials,11811033,45345,1086.3
Rotherham Metropolitan Borough Council,Regeneration & Environment,Jones Lighting Ltd,Street Lighting Materials,11811034,45331,1086.3
Rotherham Metropolitan Borough Council,Regeneration & Environment,Jones Lighting Ltd,Street Lighting Materials,11811035,45337,850.98
Rotherham Metropolitan Borough Council,Regeneration & Environment,Jones Lighting Ltd,Street Lighting Materials,11811036,45337,1027.84
Rotherham Metropolitan Borough Council,Regeneration & Environment,Jones Lighting Ltd,Street Lighting Materials,11811039,45331,465.33
Rotherham Metropolitan Borough Council,Regeneration & Environment,Jones Lighting Ltd,Street Lighting Materials,11811040,45331,310.22
Rotherham Metropolitan Borough Council,Regeneration & Environment,Jones Lighting Ltd,Street Lighting Materials,11811041,45331,368.68
Rotherham Metropolitan Borough Council,Regeneration & Environment,Jones Lighting Ltd,Street Lighting Materials,11811042,45331,1339.91
Rotherham Metropolitan Borough Council,Regeneration & Environment,Hsl Compliance Ltd,Repair And Maintenance,11811061,45341,189
Rotherham Metropolitan Borough Council,Regeneration & Environment,Hsl Compliance Ltd,Repair And Maintenance,11811062,45341,145
Rotherham Metropolitan Borough Council,Regeneration & Environment,Hsl Compliance Ltd,Repair And Maintenance,11811063,45341,92
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Hsl Compliance Ltd,Repair And Maintenance,11811066,45341,80
Rotherham Metropolitan Borough Council,Regeneration & Environment,Hsl Compliance Ltd,Repair And Maintenance,11811067,45341,59
Rotherham Metropolitan Borough Council,Regeneration & Environment,Hsl Compliance Ltd,Repair And Maintenance,11811083,45341,50
Rotherham Metropolitan Borough Council,Regeneration & Environment,Hsl Compliance Ltd,Repair And Maintenance,11811084,45341,45
Rotherham Metropolitan Borough Council,Regeneration & Environment,Industrial Door Solutions Limited,Repair And Maintenance,11811544,45330,165.5
Rotherham Metropolitan Borough Council,Regeneration & Environment,Industrial Door Solutions Limited,Repair And Maintenance,11811545,45330,205.75
Rotherham Metropolitan Borough Council,Regeneration & Environment,Kcm Waste Management Ltd,Waste Disposal Inc Skip Hire,11811547,45330,132.6
Rotherham Metropolitan Borough Council,Adult Care & Housing,Rompa Ltd,Health And Hygiene Equipment,11811610,45329,440.95
Rotherham Metropolitan Borough Council,Regeneration & Environment,Wayne Sables Project,Photographic Services Film & Dv,11811621,45337,650
Rotherham Metropolitan Borough Council,Regeneration & Environment,Afi-Uplift Ltd,Plant Hire,11811750,45330,600
Rotherham Metropolitan Borough Council,Assistant Chief Executive,Ndtec Limited,Technology,11811755,45351,7546.67
Rotherham Metropolitan Borough Council,Adult Care & Housing,Rotherham Nhs Foundation Trust,Public Health & Care Services,11811830,45328,20409.25
Rotherham Metropolitan Borough Council,Adult Care & Housing,Sheffield Royal Society For The Blind,Supporting Minorities & Communities,11811834,45328,10416.67
Rotherham Metropolitan Borough Council,Finance & Customer Services,Simon Pallo,Legal Services,11812252,45330,4650
Rotherham Metropolitan Borough Council,Regeneration & Environment,Countrywide Grounds Maintenance Ltd,Landscaping,11812469,45328,675
Rotherham Metropolitan Borough Council,Regeneration & Environment,Dfp Services Ltd,Surveillance Or Alarm Maintenance,11812535,45344,78.43
Rotherham Metropolitan Borough Council,Adult Care & Housing,Pyramid Linoleum & Carpet Company,Furnishing And Furbishing,11812561,45329,376.52
Rotherham Metropolitan Borough Council,Regeneration & Environment,Independent Contractor Security Ltd(Ics),Security,11812604,45344,180
Rotherham Metropolitan Borough Council,Regeneration & Environment,Independent Contractor Security Ltd(Ics),Security,11812606,45344,1567.5
Rotherham Metropolitan Borough Council,Regeneration & Environment,Independent Contractor Security Ltd(Ics),Security,11812607,45348,165.84
Rotherham Metropolitan Borough Council,Regeneration & Environment,Lightmain Company Ltd,"Recreation, Playground, Swimmi",11812659,45328,2079.61
Rotherham Metropolitan Borough Council,Regeneration & Environment,Independent Contractor Security Ltd(Ics),Security,11812661,45348,1651.5
Rotherham Metropolitan Borough Council,Regeneration & Environment,Gazette Newspapers Ltd,Advertising Services,11812786,45331,420
Rotherham Metropolitan Borough Council,Public Health,Functional Fitness Solution Ltd,Comprehensive Health Services,11813466,45350,1485
Rotherham Metropolitan Borough Council,Adult Care & Housing,Rotherham Nhs Foundation Trust,Public Health & Care Services,11814735,45329,16823.14
Rotherham Metropolitan Borough Council,Regeneration & Environment,Providence Maintenance & Electrical,Repair And Maintenance,11814738,45337,137.2
Rotherham Metropolitan Borough Council,Regeneration & Environment,Providence Maintenance & Electrical,Repair And Maintenance,11816924,45345,46
Rotherham Metropolitan Borough Council,Regeneration & Environment,Providence Maintenance & Electrical,Repair And Maintenance,11816933,45356,1096
Rotherham Metropolitan Borough Council,Regeneration & Environment,Kcm Waste Management Ltd,Waste Disposal Inc Skip Hire,11816950,45335,265.2
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Eastwood Domestics (Rotherham) Ltd,Domestic And Commerical Appliances,11816980,45350,708.33
