Body Name,Date Paid,Transaction Number,Amount,Invoice Date,Supplier Name,Supplier Type,Invoice Number,Account,Transaction Type,Transaction Type Description,Supplier Reporting,Expense Area,Cost Centre Description ,Service Area Categorisation,Service Division Categorisation,Expense Type
West Northamptonshire Council,03-Apr-23,51400274639,£604.40,06-Mar-23,Heather Roach,SOLETRADER,NSAB,D4100,II,Incoming Invoice Posting,,Safeguarding Adults Board [NCC],Safeguarding Adults Board,Safeguarding and Wellbeing,Quality & Performance,Consultancy
West Northamptonshire Council,03-Apr-23,51400287164,£609.06,31-Mar-23,AuthenticKare,CARE ESTABLISHMENT,AK000638,E7150,SPS,AP Spreadsheet Import - Payments,,OP North Older People CCP LT [NCC],Physical Support CCP Long Term OP North,Adult Services,Specialist and Complex - Older People [NCC],Domiciliary Care
West Northamptonshire Council,03-Apr-23,51400287178,£612.00,31-Mar-23,Carebank Healthcare LTD,COMPANY,997,E7150,SPS,AP Spreadsheet Import - Payments,,MH Mental Health CCP LT [NCC],Mental Health Support CCP Long Term MH,Adult Services,Specialist and Complex - Mental Health [NCC],Domiciliary Care
West Northamptonshire Council,03-Apr-23,51400286522,£614.62,30-Mar-23,THE COTTAGE NURSING HOME LTD,CARE ESTABLISHMENT,N0218394 P132873-00002,E7130,CPN,Social Care West Northampton Council CareCost Payments,,OP South Older People RES LT [NCC],Physical Support Res Long Term OP South,Adult Services,Specialist and Complex - Older People [NCC],Nursing Care
West Northamptonshire Council,03-Apr-23,51400285979,£616.51,30-Mar-23,KILSBY HOUSE RESIDENTIAL HOME,CARE ESTABLISHMENT,N1732860 P132763-00014,E7145,CPN,Social Care West Northampton Council CareCost Payments,,OP South Older People RES LT [NCC],Support with Memory & Cognition Res Long Term OP South,Adult Services,Specialist and Complex - Older People [NCC],Residential Care
West Northamptonshire Council,03-Apr-23,51400285971,£616.51,30-Mar-23,KILSBY HOUSE RESIDENTIAL HOME,CARE ESTABLISHMENT,N1259975 P132763-00006,E7145,CPN,Social Care West Northampton Council CareCost Payments,,OP South Older People RES LT [NCC],Support with Memory & Cognition Res Long Term OP South,Adult Services,Specialist and Complex - Older People [NCC],Residential Care
West Northamptonshire Council,03-Apr-23,51400285967,£616.51,30-Mar-23,KILSBY HOUSE RESIDENTIAL HOME,CARE ESTABLISHMENT,DS940414 P132763-00002,E7145,CPN,Social Care West Northampton Council CareCost Payments,,OP South Older People RES LT [NCC],Support with Memory & Cognition Res Long Term OP South,Adult Services,Specialist and Complex - Older People [NCC],Residential Care
West Northamptonshire Council,03-Apr-23,51400285575,£618.00,24-Mar-23,ST ANDREWS HOSPITAL,CARE ESTABLISHMENT,P0017309 90120564-00001,E7160,CPN,Social Care West Northampton Council CareCost Payments,,TR Transitions CCP LT [NCC],Learning Disability Support CCP Long Term TR,Adult Services,Specialist and Complex - Working Age Adults [NCC],Day Care
West Northamptonshire Council,03-Apr-23,51400285873,£619.20,28-Mar-23,G M LAWRENCE ELECTRICAL LTD,COMPANY,INV-5223,B0000,II,Incoming Invoice Posting,,Property Management [NBC],Repairs & Maintenance Central Account,Assets and Environment,Property Estates Management [NBC],Building Repair and Maintenance
West Northamptonshire Council,03-Apr-23,51400285830,£630.00,29-Mar-23,CS2,TRADE SUPPLIER,2051422,D4110,II,Incoming Invoice Posting,,Northampton Schools PFI,Northampton PFI Contract,Assets and Environment,Assets and Capital Managed [NCC],Professional Fees and Hired Services
West Northamptonshire Council,03-Apr-23,51400287180,£630.00,31-Mar-23,Carebank Healthcare LTD,COMPANY,1011,E7150,SPS,AP Spreadsheet Import - Payments,,MH Mental Health CCP LT [NCC],Mental Health Support CCP Long Term MH,Adult Services,Specialist and Complex - Mental Health [NCC],Domiciliary Care
West Northamptonshire Council,03-Apr-23,51400287179,£630.00,31-Mar-23,Carebank Healthcare LTD,COMPANY,1004,E7150,SPS,AP Spreadsheet Import - Payments,,MH Mental Health CCP LT [NCC],Mental Health Support CCP Long Term MH,Adult Services,Specialist and Complex - Mental Health [NCC],Domiciliary Care
West Northamptonshire Council,03-Apr-23,51400285543,£630.24,22-Mar-23,THE CUBE DISABILITY,CARE ESTABLISHMENT,N0213272 SC0323-00001,E7160,CPN,Social Care West Northampton Council CareCost Payments,,LD Learning Disability CCP LT [NCC],Learning Disability Support CCP Long Term LD,Adult Services,Specialist and Complex - Working Age Adults [NCC],Day Care
West Northamptonshire Council,03-Apr-23,51400285558,£630.24,23-Mar-23,Support 4 Independence Limited,CARE ESTABLISHMENT,N0034749 3748-00001,E7160,CPN,Social Care West Northampton Council CareCost Payments,,LD Learning Disability CCP LT [NCC],Learning Disability Support CCP Long Term LD,Adult Services,Specialist and Complex - Working Age Adults [NCC],Day Care
West Northamptonshire Council,03-Apr-23,51400285519,£630.24,21-Mar-23,THE CUBE DISABILITY,CARE ESTABLISHMENT,WN16024 AA0323-00001,E7160,CPN,Social Care West Northampton Council CareCost Payments,,LD Learning Disability CCP LT [NCC],Learning Disability Support CCP Long Term LD,Adult Services,Specialist and Complex - Working Age Adults [NCC],Day Care
West Northamptonshire Council,03-Apr-23,51400287133,£636.43,31-Mar-23,Redacted Personal Data,SERVICE USER,N2212075 P132958-00001,F1100,CPO,Social Care West Northampton Council Direct Payments,,OP South Older People CCP LT [NCC],Support with Memory & Cognition CCP Long Term OP South,Adult Services,Specialist and Complex - Older People [NCC],Direct Payments
West Northamptonshire Council,03-Apr-23,51400286841,£639.84,30-Mar-23,GREAT GLENS FACILITY LTD,CARE ESTABLISHMENT,M9951049 P132719-00001,E7145,CPN,Social Care West Northampton Council CareCost Payments,,MH Mental Health RES LT [NCC],Mental Health Support Res Long Term MH,Adult Services,Specialist and Complex - Mental Health [NCC],Residential Care
West Northamptonshire Council,03-Apr-23,51400285534,£640.00,21-Mar-23,THE CUBE DISABILITY,CARE ESTABLISHMENT,N0712103 JEM0323-00001,E7160,CPN,Social Care West Northampton Council CareCost Payments,,PD Physical Disability CCP LT [NCC],Physical Support CCP Long Term PD,Adult Services,Specialist and Complex - Working Age Adults [NCC],Day Care
