Report of all payments made by GLA & GLA Land & Property for value equal to or greater than £ 250.00 Excl. VAT,,,,,,,,,
Reporting Period : ,Period 1 - 13,,,,,Step 1,,,
10006216,LONDON BOROUGH SOUTHWARK,544075,GRANTS TO EXTERNAL ORGANISATIONS,5110243621,"24,000.00",06/04/2023,GOOD GROWTH,PLANNING SERVICES,
10006216,LONDON BOROUGH SOUTHWARK,544075,GRANTS TO EXTERNAL ORGANISATIONS,5110243618,"8,345.00",12/04/2023,GOOD GROWTH,PLANNING SERVICES,
10006216,LONDON BOROUGH SOUTHWARK,544075,GRANTS TO EXTERNAL ORGANISATIONS,5110244909,"39,313.00",13/04/2023,COMMUNITIES & SKILLS,PUBLIC HEALTH,
10006419,L B TOWER HAMLETS,544075,GRANTS TO EXTERNAL ORGANISATIONS,5110247008,"120,013.00",19/04/2023,GOOD GROWTH,CAPITAL,
10006419,L B TOWER HAMLETS,544075,GRANTS TO EXTERNAL ORGANISATIONS,5110247008,"-63,166.83",19/04/2023,GOOD GROWTH,CAPITAL,
10006458,LONDON BOROUGH OF BRENT,544075,GRANTS TO EXTERNAL ORGANISATIONS,5110243811,"70,000.00",12/04/2023,GOOD GROWTH,CULTURAL & RELATED SERVICES,
10006458,LONDON BOROUGH OF BRENT,544075,GRANTS TO EXTERNAL ORGANISATIONS,5110247133,"21,530.10",14/04/2023,GOOD GROWTH,CULTURAL & RELATED SERVICES,
10006458,LONDON BOROUGH OF BRENT,544075,GRANTS TO EXTERNAL ORGANISATIONS,5110238900,"4,086,000.00",04/04/2023,HOUSING & LAND,CAPITAL,
10006520,LOCAL GOVERNMENT ASSOCIATION,537000,HOTEL ACCOMMODATION,5110251423,"1,422.00",11/04/2023,CHIEF OFFICER,CENTRAL SERVICES,
10006571,LONDON BOROUGH OF  WALTHAM FOREST,542801,DOMESTIC ABUSE SERVICE CONTRACTS,5110249154,"8,056.73",05/04/2023,HOUSING & LAND,HOUSING SERVICES,
10006581,WANDSWORTH BOROUGH COUNCIL,544075,GRANTS TO EXTERNAL ORGANISATIONS,5110252441,"13,470.05",13/04/2023,GOOD GROWTH,CAPITAL,
10006588,LONDON BOROUGH OF CAMDEN,544075,GRANTS TO EXTERNAL ORGANISATIONS,5110247468,"14,726.92",26/04/2023,GOOD GROWTH,CULTURAL & RELATED SERVICES,
10006588,LONDON BOROUGH OF CAMDEN,544075,GRANTS TO EXTERNAL ORGANISATIONS,5110249499,"23,177.50",13/04/2023,GOOD GROWTH,PLANNING SERVICES,
10006588,LONDON BOROUGH OF CAMDEN,544075,GRANTS TO EXTERNAL ORGANISATIONS,5110251505,"6,000.00",20/04/2023,GOOD GROWTH,PLANNING SERVICES,
10006588,LONDON BOROUGH OF CAMDEN,544075,GRANTS TO EXTERNAL ORGANISATIONS,5110256911,"75,035.17",26/04/2023,GOOD GROWTH,PLANNING SERVICES,
10006588,LONDON BOROUGH OF CAMDEN,544075,GRANTS TO EXTERNAL ORGANISATIONS,5110256920,"20,864.00",26/04/2023,GOOD GROWTH,PLANNING SERVICES,
10006731,CITY OF WESTMINSTER,544075,GRANTS TO EXTERNAL ORGANISATIONS,5110241977,"275,104.50",04/04/2023,GOOD GROWTH,CAPITAL,
10006731,CITY OF WESTMINSTER,544075,GRANTS TO EXTERNAL ORGANISATIONS,5110241977,"-50,976.00",04/04/2023,GOOD GROWTH,CAPITAL,
10006731,CITY OF WESTMINSTER,544075,GRANTS TO EXTERNAL ORGANISATIONS,5110247833,"50,981.00",19/04/2023,GOOD GROWTH,CAPITAL,
10006799,LONDON BOROUGH OF EALING,544075,GRANTS TO EXTERNAL ORGANISATIONS,5110215372,"125,000.00",03/04/2023,GOOD GROWTH,CULTURAL & RELATED SERVICES,
10006953,LONDON BOROUGH OF REDBRIDGE,544075,GRANTS TO EXTERNAL ORGANISATIONS,5110240322,"10,000.00",12/04/2023,GOOD GROWTH,PLANNING SERVICES,
10006953,LONDON BOROUGH OF REDBRIDGE,544075,GRANTS TO EXTERNAL ORGANISATIONS,5110251218,"94,934.74",26/04/2023,GOOD GROWTH,CAPITAL,
10007004,PRICEWATERHOUSECOOPERS LLP,504200,STAFF TRAINING,5110257925,"1,100.00",21/04/2023,RESOURCES,SUPPORT COSTS,
10007005,LONDON BOROUGH OF SUTTON,544075,GRANTS TO EXTERNAL ORGANISATIONS,5110240349,"17,187.90",04/04/2023,GOOD GROWTH,CULTURAL & RELATED SERVICES,
10007005,LONDON BOROUGH OF SUTTON,544075,GRANTS TO EXTERNAL ORGANISATIONS,5110247639,"11,180.00",19/04/2023,GOOD GROWTH,PLANNING SERVICES,
10007096,R B KINGSTON UPON THAMES,544075,GRANTS TO EXTERNAL ORGANISATIONS,5110247393,"6,158.20",19/04/2023,GOOD GROWTH,CULTURAL & RELATED SERVICES,
10007096,R B KINGSTON UPON THAMES,544075,GRANTS TO EXTERNAL ORGANISATIONS,5110245049,"120,000.00",19/04/2023,GOOD GROWTH,PLANNING SERVICES,
10007096,R B KINGSTON UPON THAMES,544075,GRANTS TO EXTERNAL ORGANISATIONS,5110248503,"4,773.00",26/04/2023,GOOD GROWTH,PLANNING SERVICES,
10007096,R B KINGSTON UPON THAMES,544075,GRANTS TO EXTERNAL ORGANISATIONS,5110237620,"19,859.87",04/04/2023,GOOD GROWTH,PLANNING SERVICES,
10007104,LONDON BOROUGH OF ENFIELD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5110236535,"30,000.00",04/04/2023,GOOD GROWTH,PLANNING SERVICES,
10007104,LONDON BOROUGH OF ENFIELD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5110234682,"16,133.59",03/04/2023,GOOD GROWTH,PLANNING SERVICES,
10007901,OVE ARUP & PARTNERS LTD,542000,MANAGEMENT & SUPPORT CONSULTANCY,5110249926,"17,293.20",14/04/2023,GOOD GROWTH,HIGHWAYS & TRANSPORT SERVICES,
10007901,OVE ARUP & PARTNERS LTD,542000,MANAGEMENT & SUPPORT CONSULTANCY,5110251643,"35,680.00",04/04/2023,GOOD GROWTH,PLANNING SERVICES,
10007901,OVE ARUP & PARTNERS LTD,542000,MANAGEMENT & SUPPORT CONSULTANCY,5110254191,"17,840.00",26/04/2023,GOOD GROWTH,PLANNING SERVICES,
10007901,OVE ARUP & PARTNERS LTD,542000,MANAGEMENT & SUPPORT CONSULTANCY,5110249926,"-2,882.20",14/04/2023,GOOD GROWTH,HIGHWAYS & TRANSPORT SERVICES,
10007901,OVE ARUP & PARTNERS LTD,542000,MANAGEMENT & SUPPORT CONSULTANCY,5110249145,"33,000.00",26/04/2023,GOOD GROWTH,PLANNING SERVICES,
10007901,OVE ARUP & PARTNERS LTD,542000,MANAGEMENT & SUPPORT CONSULTANCY,5110249131,"13,344.75",26/04/2023,GOOD GROWTH,PLANNING SERVICES,
10007901,OVE ARUP & PARTNERS LTD,542000,MANAGEMENT & SUPPORT CONSULTANCY,5110258487,"7,188.35",14/04/2023,GOOD GROWTH,PLANNING SERVICES,
10007901,OVE ARUP & PARTNERS LTD,542000,MANAGEMENT & SUPPORT CONSULTANCY,5110258489,"13,772.63",14/04/2023,GOOD GROWTH,PLANNING SERVICES,
10007901,OVE ARUP & PARTNERS LTD,542060,PLANNING & DEVELOPMENT CONSULTANCY,5110241513,"7,046.88",03/04/2023,GOOD GROWTH,PLANNING SERVICES,
10008997,LONDON WILDLIFE TRUST,544075,GRANTS TO EXTERNAL ORGANISATIONS,5110246268,"10,304.00",03/04/2023,GOOD GROWTH,PLANNING SERVICES,
10009148,TMP (UK) LTD,542355,OTHER PROFESSIONAL FEES,5110235138,"10,913.00",04/04/2023,COMMUNITIES & SKILLS,PLANNING SERVICES,
10009148,TMP (UK) LTD,542355,OTHER PROFESSIONAL FEES,5110235138,"-1,264.18",04/04/2023,COMMUNITIES & SKILLS,PLANNING SERVICES,
10009843,QA IT SERVICE LTD,504200,STAFF TRAINING,5110245681,"1,454.40",19/04/2023,STRATEGY & COMMUNICATIONS,PLANNING SERVICES,
10009843,QA IT SERVICE LTD,504200,STAFF TRAINING,5110245272,"2,873.51",19/04/2023,STRATEGY & COMMUNICATIONS,CORPORATE & DEMOCRATIC CORE,
10010027,LONDON BOROUGH OF LEWISHAM,542330,EVENT MANAGEMENT FEE,5110239847,"20,000.00",11/04/2023,STRATEGY & COMMUNICATIONS,CULTURAL & RELATED SERVICES,
10010027,LONDON BOROUGH OF LEWISHAM,544075,GRANTS TO EXTERNAL ORGANISATIONS,5110246999,"52,520.00",24/04/2023,GOOD GROWTH,PLANNING SERVICES,
10010027,LONDON BOROUGH OF LEWISHAM,544075,GRANTS TO EXTERNAL ORGANISATIONS,5110254628,"686,597.00",25/04/2023,HOUSING & LAND,CAPITAL,
10010027,LONDON BOROUGH OF LEWISHAM,544075,GRANTS TO EXTERNAL ORGANISATIONS,5110244548,"158,000.00",04/04/2023,GOOD GROWTH,PLANNING SERVICES,
10010744,1SPATIAL GROUP LTD,542000,MANAGEMENT & SUPPORT CONSULTANCY,5110256875,"1,000.00",11/04/2023,GOOD GROWTH,PLANNING SERVICES,
10011017,CORPORATE DOCUMENT SERVICES LTD,540015,PRODUCTION ARTWORK AND DESIGN FOR MARKETING,5110255913,729.5,06/04/2023,STRATEGY & COMMUNICATIONS,SUPPORT COSTS,
10011017,CORPORATE DOCUMENT SERVICES LTD,540015,PRODUCTION ARTWORK AND DESIGN FOR MARKETING,5110262151,607.92,26/04/2023,STRATEGY & COMMUNICATIONS,SUPPORT COSTS,
10011017,CORPORATE DOCUMENT SERVICES LTD,540015,PRODUCTION ARTWORK AND DESIGN FOR MARKETING,5110246990,292.23,04/04/2023,CHIEF OFFICER,SUPPORT COSTS,
10011017,CORPORATE DOCUMENT SERVICES LTD,540015,PRODUCTION ARTWORK AND DESIGN FOR MARKETING,5110246992,"1,820.70",04/04/2023,COMMUNITIES & SKILLS,PUBLIC HEALTH,
10012110,IMAGES AT WORK LTD,532000,UNIFORMS,5110243712,"5,998.55",18/04/2023,COMMUNITIES & SKILLS,PLANNING SERVICES,
10012110,IMAGES AT WORK LTD,532000,UNIFORMS,5110243712,-543,18/04/2023,COMMUNITIES & SKILLS,PLANNING SERVICES,
10012126,LONDON COUNCILS,544075,GRANTS TO EXTERNAL ORGANISATIONS,5110228357,"64,157.03",17/04/2023,GOOD GROWTH,HIGHWAYS & TRANSPORT SERVICES,
10012126,LONDON COUNCILS,544075,GRANTS TO EXTERNAL ORGANISATIONS,5110228357,"97,684.24",17/04/2023,GOOD GROWTH,HIGHWAYS & TRANSPORT SERVICES,
10012126,LONDON COUNCILS,544076,HSG GRANTS TO REGISTERED PROVIDERS,5110258791,"90,000.00",18/04/2023,HOUSING & LAND,HOUSING SERVICES,
10012126,LONDON COUNCILS,544076,HSG GRANTS TO REGISTERED PROVIDERS,5110263395,"1,154,884.00",26/04/2023,HOUSING & LAND,HOUSING SERVICES,
10012154,DEEPSTORE LIMITED,533040,DOCUMENT ARCHIVE & STORAGE,5110254985,403.41,04/04/2023,CHIEF OFFICER,SUPPORT COSTS,
10012154,DEEPSTORE LIMITED,533040,DOCUMENT ARCHIVE & STORAGE,5110254987,828.29,05/04/2023,CHIEF OFFICER,SUPPORT COSTS,
10012282,C & W (U.K.) LLP,542000,MANAGEMENT & SUPPORT CONSULTANCY,5110234983,"19,289.80",26/04/2023,HOUSING & LAND,HOUSING SERVICES,
10012282,C & W (U.K.) LLP,542051,CONSULTANCY-COMMISSIONED REPORT,5110258907,"7,500.00",25/04/2023,HOUSING & LAND,HOUSING SERVICES,
10012282,C & W (U.K.) LLP,542051,CONSULTANCY-COMMISSIONED REPORT,5110258907,"-5,000.00",25/04/2023,HOUSING & LAND,HOUSING SERVICES,
10012282,C & W (U.K.) LLP,542300,LEGAL FEES,5110258904,"2,500.00",18/04/2023,HOUSING & LAND,HOUSING SERVICES,
10012282,C & W (U.K.) LLP,542300,LEGAL FEES,5110258905,"7,500.00",18/04/2023,HOUSING & LAND,HOUSING SERVICES,
10012282,C & W (U.K.) LLP,542300,LEGAL FEES,5110258906,"2,500.00",18/04/2023,HOUSING & LAND,HOUSING SERVICES,
10012289,JAMES O JENKINS,540000,ADVERTISING,5110246922,350,03/04/2023,GOOD GROWTH,PLANNING SERVICES,
10012289,JAMES O JENKINS,540015,PRODUCTION ARTWORK AND DESIGN FOR MARKETING,5110254898,350,04/04/2023,GOOD GROWTH,PLANNING SERVICES,
10012289,JAMES O JENKINS,542330,EVENT MANAGEMENT FEE,5110263907,350,27/04/2023,GOOD GROWTH,PLANNING SERVICES,
10012289,JAMES O JENKINS,542330,EVENT MANAGEMENT FEE,5110263908,700,27/04/2023,STRATEGY & COMMUNICATIONS,CULTURAL & RELATED SERVICES,
10012289,JAMES O JENKINS,542330,EVENT MANAGEMENT FEE,5110263467,350,26/04/2023,STRATEGY & COMMUNICATIONS,CULTURAL & RELATED SERVICES,
10013608,SCOTT BRADBURY,504200,STAFF TRAINING,5110255632,"4,995.00",05/04/2023,CHIEF OFFICER,SUPPORT COSTS,
10013716,PURE,540000,ADVERTISING,5110254017,"2,850.00",20/04/2023,STRATEGY & COMMUNICATIONS,SUPPORT COSTS,
10013716,PURE,540000,ADVERTISING,5110254017,"-2,067.12",20/04/2023,STRATEGY & COMMUNICATIONS,SUPPORT COSTS,
10013803,BUREAU VERITAS UK LTD,542002,CONSULTANCY-PROJECT MANAGEMENT,5110246936,830,25/04/2023,GOOD GROWTH,HIGHWAYS & TRANSPORT SERVICES,
10014083,MONTAGU EVANS LLP,542300,LEGAL FEES,5110258811,"19,909.00",14/04/2023,HOUSING & LAND,HOUSING SERVICES,
10014083,MONTAGU EVANS LLP,542300,LEGAL FEES,5110258811,"-14,939.00",14/04/2023,HOUSING & LAND,HOUSING SERVICES,
10014084,GERALD EVE,510010,PROPERTY MANAGEMENT FEES,5110247942,"7,500.00",03/04/2023,CHIEF OFFICER,SUPPORT COSTS,
10014084,GERALD EVE,542355,OTHER PROFESSIONAL FEES,5110258937,"-1,400.00",24/04/2023,CHIEF OFFICER,SUPPORT COSTS,
10014084,GERALD EVE,542355,OTHER PROFESSIONAL FEES,5110258942,"-1,400.00",24/04/2023,CHIEF OFFICER,SUPPORT COSTS,
10014084,GERALD EVE,542000,MANAGEMENT & SUPPORT CONSULTANCY,5110242126,"247,014.00",12/04/2023,CHIEF OFFICER,SUPPORT COSTS,
10014084,GERALD EVE,542000,MANAGEMENT & SUPPORT CONSULTANCY,5110259955,"134,722.75",24/04/2023,CHIEF OFFICER,SUPPORT COSTS,
10014157,LONDON BOROUGH OF BROMLEY,544075,GRANTS TO EXTERNAL ORGANISATIONS,5110241273,"130,000.00",12/04/2023,GOOD GROWTH,CULTURAL & RELATED SERVICES,
10014157,LONDON BOROUGH OF BROMLEY,510025,SECURITY SERVICES (GUARDS),5110237564,"23,547.08",04/04/2023,HOUSING & LAND,CAPITAL,
10014157,LONDON BOROUGH OF BROMLEY,544075,GRANTS TO EXTERNAL ORGANISATIONS,5110241273,"-84,000.00",12/04/2023,GOOD GROWTH,CULTURAL & RELATED SERVICES,
10014157,LONDON BOROUGH OF BROMLEY,544075,GRANTS TO EXTERNAL ORGANISATIONS,5110242077,"46,000.00",12/04/2023,GOOD GROWTH,CULTURAL & RELATED SERVICES,
10014160,LONDON BOROUGH RICHMOND UPON THAMES,544075,GRANTS TO EXTERNAL ORGANISATIONS,5110248731,"29,380.00",04/04/2023,GOOD GROWTH,PLANNING SERVICES,
10014160,LONDON BOROUGH RICHMOND UPON THAMES,544063,INCOME MAXIMISATION EXPENSES,5110235582,"49,419.00",04/04/2023,RESOURCES,CORPORATE & DEMOCRATIC CORE,
10014160,LONDON BOROUGH RICHMOND UPON THAMES,544075,GRANTS TO EXTERNAL ORGANISATIONS,5110214702,"125,000.00",03/04/2023,GOOD GROWTH,CULTURAL & RELATED SERVICES,
10014168,HARROW COUNCIL,544063,INCOME MAXIMISATION EXPENSES,5110251451,"63,777.67",06/04/2023,RESOURCES,CORPORATE & DEMOCRATIC CORE,
10014168,HARROW COUNCIL,542000,MANAGEMENT & SUPPORT CONSULTANCY,5110251451,"51,642.33",06/04/2023,RESOURCES,CORPORATE & DEMOCRATIC CORE,
10014168,HARROW COUNCIL,544075,GRANTS TO EXTERNAL ORGANISATIONS,5110242084,"71,042.00",12/04/2023,GOOD GROWTH,PLANNING SERVICES,
10014168,HARROW COUNCIL,544075,GRANTS TO EXTERNAL ORGANISATIONS,5110242119,"30,727.50",12/04/2023,GOOD GROWTH,PLANNING SERVICES,
10014170,LONDON BOROUGH OF ISLINGTON,544075,GRANTS TO EXTERNAL ORGANISATIONS,5110241504,"70,000.00",12/04/2023,GOOD GROWTH,CULTURAL & RELATED SERVICES,
10014170,LONDON BOROUGH OF ISLINGTON,544075,GRANTS TO EXTERNAL ORGANISATIONS,5110247782,"60,500.00",17/04/2023,GOOD GROWTH,PLANNING SERVICES,
10014170,LONDON BOROUGH OF ISLINGTON,544075,GRANTS TO EXTERNAL ORGANISATIONS,5110247782,"-40,500.00",17/04/2023,GOOD GROWTH,PLANNING SERVICES,
10014170,LONDON BOROUGH OF ISLINGTON,544075,GRANTS TO EXTERNAL ORGANISATIONS,5110246229,"121,000.00",05/04/2023,GOOD GROWTH,PLANNING SERVICES,
