Supplier,Purpose of Spend,Date,Net Amount,Order Reference,Procurement Code,Type
CITY FIRE TRAINING LTD,Training / Course Fees,02 August 2024, £650.00 ,PO00044846,TRG1,Purchase order

PLENTY OF THYME,Catering Supplies - Food & Drink,02 August 2024, £563.75 ,PO00044847,CAT2,Purchase order

CHAMPION SERVICES GROUP,Cleaning Services - External,02 August 2024," £5,237.95 ",PO00044848,CLEAN2,Purchase order

TELESHORE UK LTD,Crematorium Equipment,02 August 2024," £1,378.50 ",PO00044851,CREM1,Purchase order

VIVEDIA LTD,Crematorium Equipment,02 August 2024," £3,704.00 ",PO00044853,CREM1,Purchase order

GCI NETWORK SOLUTI,Telecoms,02 August 2024, £339.16 ,,DIGIT8,Direct Debit

IFZW Maintenance LTD,Crematorium Maintenance,03 August 2024," £4,964.40 ",PO00044854,CREM2,Purchase order

EDF ENERGY,Property Management,04 August 2024, £338.44 ,PO00044855,PROP4,Purchase order

New Hope Rentals,Homelessness Provision,05 August 2024, £560.00 ,PO00044856,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,05 August 2024, £420.00 ,PO00044857,HOMEPROV,Purchase order

ESSEX SUPPLIES (UK) LTD,Cleaning Supplies,05 August 2024, £387.81 ,PO00044862,CLEAN1,Purchase order

HAYS MONTROSE,Temporary Staff,05 August 2024, £384.35 ,PO00044863,HR2,Purchase order

BADDOW ROAD SUPPLIES LTD,Street Cleaning Services,05 August 2024, £957.62 ,PO00044864,CLEAN5,Purchase order

ESSEX RECLAMATION,Recycling Services,05 August 2024," £21,351.54 ",PO00044865,RECYCL1,Purchase order

island inflatables,#N/A,05 August 2024," £1,600.00 ",PO00044867,NA,Purchase order

Associated Floor Coverings,Building Repairs,05 August 2024," £1,465.00 ",PO00044870,BUILD07,Purchase order

MISTER B,#N/A,05 August 2024, £350.00 ,PO00044872,NA,Purchase order

LAW ABSOLUTE,Temporary Staff,05 August 2024," £1,395.00 ",PO00044873,HR2,Purchase order

LAW ABSOLUTE,Temporary Staff,05 August 2024," £1,395.00 ",PO00044874,HR2,Purchase order

LAW ABSOLUTE,Temporary Staff,05 August 2024," £1,395.00 ",PO00044875,HR2,Purchase order

COMMUNITY AD WEB LTD,Promotional Advertising,05 August 2024, £346.00 ,PO00044880,ADVRT1,Purchase order

Royal National Theatre,Performing Arts,05 August 2024, £349.94 ,PO00044881,PERFORM,Purchase order

THE BIG WORD GROUP (LEEDS),Homelessness Provision,05 August 2024, £320.86 ,PO00044882,HOMEPROV,Purchase order

The Rent Guarantee Company Ltd,Homelessness Provision,05 August 2024," £3,710.00 ",PO00044883,HOMEPROV,Purchase order

HOUSING ACTION MANAGEMENT LIMITED,Homelessness Provision,05 August 2024," £8,598.00 ",PO00044884,HOMEPROV,Purchase order

CONSTANT COOLING LTD,Building Repairs,05 August 2024," £1,485.00 ",PO00044885,BUILD07,Purchase order

CARRINGTON WEST LTD,Temporary Staff,05 August 2024," £1,625.00 ",PO00044887,HR2,Purchase order

TMP (UK) LTD,Statutory Advertising,05 August 2024, £295.50 ,PO00044888,ADVRT2,Purchase order

MOUNTFIELD SERVICES,DFGS Grant,06 August 2024," £2,350.00 ",PO00044892,DFGS,Purchase order

VISITENGLAND,Events,06 August 2024, £543.08 ,PO00044893,EVENTS,Purchase order

VIP SECURITY (ESSEX) LTD,Security Personnel,06 August 2024," £1,189.80 ",PO00044895,SECUR4,Purchase order

CHAMPION SERVICES GROUP,Cleaning Services - External,06 August 2024," £2,780.00 ",PO00044897,CLEAN2,Purchase order

AUTO JET,Vehicle Maintenance,06 August 2024," £1,625.00 ",PO00044899,VEHIC8,Purchase order

AUTO JET,Vehicle Maintenance,06 August 2024," £1,030.00 ",PO00044900,VEHIC8,Purchase order

7 2 7 TRUCK & VAN PARTS SPECIALIST,Vehicles Parts,06 August 2024, £444.12 ,PO00044902,VEHIC7,Purchase order

BOC GASES,Vehicle Tools and Equipment,06 August 2024, £256.35 ,PO00044904,VEHIC10,Purchase order

AUTO JET,Vehicle Maintenance,06 August 2024," £1,000.00 ",PO00044905,VEHIC8,Purchase order

CHELMSFORD AUTO ELECTRIC LTD,Vehicles Parts,06 August 2024, £276.00 ,PO00044906,VEHIC7,Purchase order

PLENTY OF THYME,Catering Supplies - Food & Drink,06 August 2024, £725.20 ,PO00044908,CAT2,Purchase order

DENNIS EAGLE LTD,Vehicles Parts,06 August 2024, £719.73 ,PO00044916,VEHIC7,Purchase order

DENNIS EAGLE LTD,Vehicles Parts,06 August 2024, £345.80 ,PO00044918,VEHIC7,Purchase order

FAREWAY TAXIS,Homelessness Provision,06 August 2024, £885.00 ,PO00044919,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,06 August 2024, £420.00 ,PO00044920,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,06 August 2024, £420.00 ,PO00044921,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,06 August 2024, £420.00 ,PO00044922,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,06 August 2024, £420.00 ,PO00044923,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,06 August 2024, £420.00 ,PO00044924,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,06 August 2024, £420.00 ,PO00044925,HOMEPROV,Purchase order

SELLICK PARTNERSHIP,Temporary Staff,06 August 2024," £2,590.00 ",PO00044929,HR2,Purchase order

SELLICK PARTNERSHIP,Temporary Staff,06 August 2024," £2,664.00 ",PO00044930,HR2,Purchase order

R H ENVIRONMENTAL LTD,Subscriptions,06 August 2024, £784.00 ,PO00044932,SUBS,Purchase order

R H ENVIRONMENTAL LTD,Subscriptions,06 August 2024," £1,575.00 ",PO00044933,SUBS,Purchase order

Nickolds Property Management,Homelessness Provision,06 August 2024," £5,145.00 ",PO00044935,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,06 August 2024," £5,805.00 ",PO00044936,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,06 August 2024," £5,720.00 ",PO00044937,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,06 August 2024," £5,040.00 ",PO00044938,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,06 August 2024," £5,355.00 ",PO00044939,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,06 August 2024," £5,390.00 ",PO00044940,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,06 August 2024," £5,380.00 ",PO00044941,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,06 August 2024," £5,480.00 ",PO00044942,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,06 August 2024," £4,935.00 ",PO00044943,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,06 August 2024," £5,055.00 ",PO00044944,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,06 August 2024," £5,180.00 ",PO00044945,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,06 August 2024," £4,900.00 ",PO00044946,HOMEPROV,Purchase order

EQUITA LTD,Parking Fines Collection,06 August 2024, £961.08 ,PO00044948,FINES,Purchase order

NEWLYN,Parking Fines Collection,06 August 2024," £2,916.18 ",PO00044949,FINES,Purchase order

ESSEX COUNTY COUNCIL,Community Grants,06 August 2024," £144,148.62 ",PO00044952,GRANTS,Purchase order

MOVING CANVAS,Promotional Advertising,06 August 2024, £650.00 ,PO00044953,ADVRT1,Purchase order

Jerk Station,Promotional Advertising,06 August 2024, £250.00 ,PO00044957,ADVRT1,Purchase order

PATROL Parking & Traffic Regulation Outside London,Parking Fines Collection,06 August 2024," £3,471.25 ",PO00044962,FINES,Purchase order

W & H ROMAC LTD,Signage - Highway,06 August 2024, £307.23 ,PO00044964,SIGN4,Purchase order

HIGHLINE ROADMARKINGS LTD,Signage - Highway,06 August 2024, £709.80 ,PO00044965,SIGN4,Purchase order

COMP VOUCHER SERV,Subscriptions,06 August 2024," £1,401.84 ",,SUBS,Direct Debit

BOOKER LTD,Bar Stock,06 August 2024, £827.38 ,,CAT2,Direct Debit

THE PUPPET COMPANY,Museums & Galleries,07 August 2024," £1,230.37 ",PO00044966,MUSEUM,Purchase order

CHELMSFORD COUNCIL FOR VOLUNTARY SERVICE,Homelessness Provision,07 August 2024," £2,000.00 ",PO00044969,HOMEPROV,Purchase order

HAYS MONTROSE,Temporary Staff,07 August 2024, £515.38 ,PO00044977,HR2,Purchase order

ALPHABET (UK) FLEET MANAGEMENT LIMITED,Vehicle Leasing ,07 August 2024, £260.40 ,PO00044982,VEHIC6,Purchase order

MICROSOFT IRELAND OPERATIONS LTD,Digital Maintenance & Support,07 August 2024, £446.00 ,PO00044983,DIGIT6,Purchase order

4 GLOBAL CONSULTING LTD,Exam Fees,07 August 2024," £1,275.00 ",PO00044985,EXAM,Purchase order

G & B FINCH SOILS,Digital Maintenance & Support,07 August 2024, £290.00 ,PO00044987,DIGIT6,Purchase order

LAMPWICK CARE LIMITED,Homelessness Provision,07 August 2024," £1,007.86 ",PO00044990,HOMEPROV,Purchase order

LAMPWICK CARE LIMITED,Homelessness Provision,07 August 2024, £675.92 ,PO00044991,HOMEPROV,Purchase order

Stef & Philips Ltd,Homelessness Provision,07 August 2024," £14,169.50 ",PO00044992,HOMEPROV,Purchase order

ECLIPSE AUTOMOTIVE TECHNOLOGY LTD,Vehicle Tools and Equipment,07 August 2024," £1,190.00 ",PO00044993,VEHIC10,Purchase order

ESSEX SUPPLIES (UK) LTD,Cleaning Supplies,07 August 2024, £407.78 ,PO00044994,CLEAN1,Purchase order

GRAPE PASSIONS LTD,Bar Stock,07 August 2024," £4,924.36 ",,CAT2,Direct Debit

JOHN FORD GROUP LTD,DFGS Grant,08 August 2024," £6,203.50 ",PO00044998,DFGS,Purchase order

New Hope Rentals,Homelessness Provision,08 August 2024, £420.00 ,PO00045001,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,08 August 2024, £420.00 ,PO00045002,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,08 August 2024, £420.00 ,PO00045003,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,08 August 2024, £420.00 ,PO00045004,HOMEPROV,Purchase order

DG ACCESSIBLE DESIGNS LTD,DFGS Grant,08 August 2024," £2,738.11 ",PO00045005,DFGS,Purchase order

Montrose Trees,Tree Management Services,08 August 2024," £3,050.00 ",PO00045006,TREE,Purchase order

UK Pickleball Shop,Sports Equipment,08 August 2024, £420.00 ,PO00045008,SPORT2,Purchase order

TECHNOGYM UK LTD,Fitness Equipment,08 August 2024," £14,739.32 ",PO00045009,SPORT3,Purchase order

ESSEX COUNTY COUNCIL,Legal Advice,08 August 2024," £1,438.92 ",PO00045013,LEGAL4,Purchase order

New Hope Rentals,Homelessness Provision,08 August 2024, £420.00 ,PO00045014,HOMEPROV,Purchase order

THE PLANNING OFFICERS SOCIETY,Subscriptions,08 August 2024, £325.00 ,PO00045016,SUBS,Purchase order

ANGLIAN WATER,Water (Utility),08 August 2024, £754.39 ,PO00045018,WATER,Purchase order

CARRINGTON WEST LTD,Temporary Staff,08 August 2024," £1,750.00 ",PO00045019,HR2,Purchase order

POINT 13 MEDIA,Promotional Advertising,08 August 2024," £1,155.00 ",PO00045021,ADVRT1,Purchase order

GB ADAPTATIONS,DFGS Grant,08 August 2024," £27,335.92 ",PO00045026,DFGS,Purchase order

Craig Whymark (Fanny Galore),Performing Arts,08 August 2024, £500.00 ,PO00045027,PERFORM,Purchase order

ESSEX DANCE THEATRE,Performing Arts,08 August 2024," £7,326.79 ",PO00045028,PERFORM,Purchase order

LONDON CLASSIC THEATRE LIMITED,Performing Arts,08 August 2024," £4,315.75 ",PO00045029,PERFORM,Purchase order

REDACTED,Performing Arts,08 August 2024, £875.00 ,PO00045030,PERFORM,Purchase order

EMS LIFTS,DFGS Grant,08 August 2024," £3,097.95 ",PO00045031,DFGS,Purchase order

Tony Casement,Performing Arts,08 August 2024, £875.00 ,PO00045032,PERFORM,Purchase order

Entertainers Magic Of Motown Ltd,Performing Arts,08 August 2024," £7,515.16 ",PO00045033,PERFORM,Purchase order

Signs Base Ltd,Traffic,08 August 2024," £2,173.78 ",PO00045035,TRAFF5,Purchase order

PP Refurbishments,DFGS Grant,08 August 2024," £7,609.00 ",PO00045036,DFGS,Purchase order

ROYAL MAIL WEST TE,Postage,08 August 2024," £2,107.30 ",,MAIL1,Direct Debit

BARRY COLLINGS ENTERTAINMENTS,Performing Arts,09 August 2024," £5,575.21 ",PO00045046,PERFORM,Purchase order

HOT BOX LIVE CIC,#N/A,09 August 2024, £250.00 ,PO00045048,NA,Purchase order

REDACTED,#N/A,09 August 2024," £1,800.00 ",PO00045049,NA,Purchase order

Philip Grahame International Ltd,Performing Arts,09 August 2024, £284.67 ,PO00045050,PERFORM,Purchase order

MERRIDALE MIS FUEL MONITORING LTD,Digital Maintenance & Support,09 August 2024," £1,828.20 ",PO00045051,DIGIT6,Purchase order

NEW ERA FUELS LIMITED,Fuel,09 August 2024," £29,216.00 ",PO00045052,FUEL1,Purchase order

FISK FIRE MAINTENANCE LIMITED,Building Repairs,09 August 2024, £316.30 ,PO00045054,BUILD07,Purchase order

CHELMSFORD IMPROVEMENT DISTRICT LIMITED,Events,09 August 2024, £609.03 ,PO00045056,EVENTS,Purchase order

HOT BOX LIVE CIC,Events,09 August 2024," £1,500.00 ",PO00045057,EVENTS,Purchase order

CHELMSFORD IMPROVEMENT DISTRICT LIMITED,Events,09 August 2024," £5,000.00 ",PO00045058,EVENTS,Purchase order

COMPLETE DANCE STUDIOS LTD,Performing Arts,09 August 2024," £2,447.92 ",PO00045059,PERFORM,Purchase order

ShowPlanr Ltd,Performing Arts,09 August 2024," £6,968.92 ",PO00045060,PERFORM,Purchase order

Birmingham Stage Co (London) Ltd,Performing Arts,09 August 2024," £9,866.30 ",PO00045061,PERFORM,Purchase order

ENTERTAINERS SHOW PROVIDERS,Performing Arts,09 August 2024," £7,233.42 ",PO00045062,PERFORM,Purchase order

makin projects limited,Performing Arts,09 August 2024, £700.00 ,PO00045063,PERFORM,Purchase order

Suffolk County Council,Subscriptions,12 August 2024," £2,946.00 ",PO00045065,SUBS,Purchase order

HAYS MONTROSE,Temporary Staff,12 August 2024, £777.42 ,PO00045066,HR2,Purchase order

POSITIVE WASTE SOLUTIONS LTD,Street Cleaning Services,12 August 2024, £455.00 ,PO00045067,CLEAN5,Purchase order

ESSEX COUNTY COUNCIL,Waste Disposal Services,12 August 2024," £68,616.24 ",PO00045068,WASTE2,Purchase order

MK FORK LIFT TRUCK TRAINING,Training / Course Fees,12 August 2024, £608.00 ,PO00045073,TRG1,Purchase order

New Hope Rentals,Homelessness Provision,12 August 2024, £420.00 ,PO00045075,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,12 August 2024, £560.00 ,PO00045076,HOMEPROV,Purchase order

HOUSING ACTION MANAGEMENT LIMITED,Homelessness Provision,12 August 2024," £8,041.50 ",PO00045077,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,12 August 2024, £420.00 ,PO00045078,HOMEPROV,Purchase order

The Rent Guarantee Company Ltd,Homelessness Provision,12 August 2024," £3,710.00 ",PO00045079,HOMEPROV,Purchase order

Dynamic New Anglian Networks,Homelessness Provision,12 August 2024, £266.39 ,PO00045081,HOMEPROV,Purchase order

Dynamic New Anglian Networks,Homelessness Provision,12 August 2024," £3,000.00 ",PO00045082,HOMEPROV,Purchase order

M J FENCING LTD,Horticultural Services,12 August 2024," £1,050.00 ",PO00045083,HORT7,Purchase order

CHELMER HOUSING PARTNERSHIP,Homelessness Provision,12 August 2024," £14,043.58 ",PO00045084,HOMEPROV,Purchase order

LAW ABSOLUTE,Temporary Staff,12 August 2024," £1,395.00 ",PO00045085,HR2,Purchase order

DRIVER HIRE NATIONWIDE,Temporary Staff,12 August 2024," £1,778.00 ",PO00045088,HR2,Purchase order

DRIVER HIRE NATIONWIDE,Temporary Staff,12 August 2024," £1,778.00 ",PO00045089,HR2,Purchase order

DRIVER HIRE NATIONWIDE,Temporary Staff,12 August 2024," £1,084.00 ",PO00045090,HR2,Purchase order

DRIVER HIRE NATIONWIDE,Temporary Staff,12 August 2024," £1,778.00 ",PO00045091,HR2,Purchase order

SAFETY-KLEEN UK LTD,Recycling Services,12 August 2024, £703.74 ,PO00045094,RECYCL1,Purchase order

VIP SECURITY (ESSEX) LTD,Security Personnel,12 August 2024," £1,655.72 ",PO00045097,SECUR4,Purchase order

REDACTED,Events,12 August 2024," £1,000.00 ",PO00045099,EVENTS,Purchase order

TMP (UK) LTD,Statutory Advertising,12 August 2024, £556.95 ,PO00045101,ADVRT2,Purchase order

BADDOW ROAD SUPPLIES LTD,Uniforms & Workwear (not PPE),12 August 2024, £278.00 ,PO00045104,UNIFORM,Purchase order

CHELMSFORD PEST CONTROL,Pest Control,12 August 2024, £275.00 ,PO00045106,PEST,Purchase order

NPOWER,Utilities Gas,12 August 2024," £12,585.93 ",,GAS,Direct Debit

BARCLAYCARD,Banking,12 August 2024," £12,067.45 ",,FIN2,Direct Debit

NPOWER,Utilities Gas,12 August 2024," £2,686.38 ",,GAS,Direct Debit

New Hope Rentals,Homelessness Provision,13 August 2024, £420.00 ,PO00045107,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,13 August 2024, £420.00 ,PO00045108,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,13 August 2024, £420.00 ,PO00045109,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,13 August 2024, £420.00 ,PO00045110,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,13 August 2024, £420.00 ,PO00045111,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,13 August 2024, £420.00 ,PO00045112,HOMEPROV,Purchase order

110 UK LTD T/A ALTERNATIVE SYSTEMS PROTECTION,Property Maintenance,13 August 2024, £695.00 ,PO00045113,PROP3,Purchase order

Nickolds Property Management,Homelessness Provision,13 August 2024," £5,145.00 ",PO00045114,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,13 August 2024," £5,670.00 ",PO00045115,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,13 August 2024," £5,495.00 ",PO00045116,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,13 August 2024," £5,355.00 ",PO00045117,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,13 August 2024," £5,040.00 ",PO00045118,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,13 August 2024," £5,390.00 ",PO00045119,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,13 August 2024," £5,790.00 ",PO00045120,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,13 August 2024," £5,675.00 ",PO00045121,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,13 August 2024," £4,935.00 ",PO00045122,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,13 August 2024," £5,145.00 ",PO00045123,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,13 August 2024," £5,180.00 ",PO00045124,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,13 August 2024," £4,900.00 ",PO00045125,HOMEPROV,Purchase order

ESSEX SUPPLIES (UK) LTD,Cleaning Services - External,13 August 2024, £668.69 ,PO00045130,CLEAN2,Purchase order

SWIFT CATERING EQUIPMENT LTD,Building Repairs,13 August 2024, £468.75 ,PO00045132,BUILD07,Purchase order

JACOBS CERTIFICATED BAILIFFS,Debt Collection & Recovery,13 August 2024, £583.60 ,PO00045133,DEBT,Purchase order

KINTO,Vehicle Leasing ,13 August 2024, £264.26 ,PO00045136,VEHIC6,Purchase order

W & H ROMAC LTD,Building Repairs,13 August 2024, £370.10 ,PO00045147,BUILD07,Purchase order

FIDDES & SON LTD T/A BOWCOM,Sports Pitches,13 August 2024," £4,506.80 ",PO00045148,SPORT1,Purchase order

Architectural Acoustic Products Ltd,Interior Works,13 August 2024, £998.00 ,PO00045153,BUILD11,Purchase order

Clive Beardall Restorations Ltd,Building Repairs,13 August 2024, £490.00 ,PO00045156,BUILD07,Purchase order

LAMPWICK CARE LIMITED,Homelessness Provision,13 August 2024, £584.95 ,PO00045157,HOMEPROV,Purchase order

LAMPWICK CARE LIMITED,Homelessness Provision,13 August 2024," £1,007.86 ",PO00045158,HOMEPROV,Purchase order

HOUSE OF MARBLES,Museums & Galleries,14 August 2024," £2,562.00 ",PO00045159,MUSEUM,Purchase order

iVisit Media Ltd,Promotional Advertising,14 August 2024, £490.00 ,PO00045162,ADVRT1,Purchase order

PALL MALL PREMIER CARS,Vehicle Hire,14 August 2024," £1,714.25 ",PO00045164,VEHIC5,Purchase order

PALL MALL PREMIER CARS,Vehicles - Private Motor,14 August 2024," £2,672.75 ",PO00045165,VEHIC1,Purchase order

PALL MALL PREMIER CARS,Vehicles - Private Motor,14 August 2024," £1,289.25 ",PO00045166,VEHIC1,Purchase order

TERBERG MATECK UK LTD,Vehicle Maintenance,14 August 2024, £543.84 ,PO00045170,VEHIC8,Purchase order

DENNIS EAGLE LTD,Vehicles Parts,14 August 2024," £2,159.98 ",PO00045178,VEHIC7,Purchase order

DENNIS EAGLE LTD,Vehicles Parts,14 August 2024, £423.01 ,PO00045179,VEHIC7,Purchase order

DENNIS EAGLE LTD,Vehicles Parts,14 August 2024," £1,003.92 ",PO00045180,VEHIC7,Purchase order

DENNIS EAGLE LTD,Vehicles Parts,14 August 2024, £506.30 ,PO00045181,VEHIC7,Purchase order

AUTO JET,Vehicle Maintenance,14 August 2024, £915.00 ,PO00045182,VEHIC8,Purchase order

HOUND ENVELOPES LTD,Stationary,14 August 2024," £1,295.00 ",PO00045188,STAT1,Purchase order

ERNEST DOE & SONS LTD,Vehicles Parts,14 August 2024, £543.00 ,PO00045189,VEHIC7,Purchase order

SWIFT WELDING LTD,Recycling Services,14 August 2024," £2,357.00 ",PO00045191,RECYCL1,Purchase order

REDACTED,Promotional Advertising,14 August 2024, £350.00 ,PO00045193,ADVRT1,Purchase order

SWORD ENGINEERING LTD,Recycling Services,14 August 2024," £1,042.10 ",PO00045194,RECYCL1,Purchase order

A FIFIELD SERVICES,Sports Equipment,14 August 2024, £345.00 ,PO00045199,SPORT2,Purchase order

