Supplier,Purpose of Spend,Date,Net Amount,Order Reference,Procurement Code,Type
New Hope Rentals,Homelessness Provision,03 February 2025," £8,100.00 ",PO00050542,HOMEPROV,Purchase order

HOUSING ACTION MANAGEMENT LIMITED,Homelessness Provision,03 February 2025," £10,867.50 ",PO00050543,HOMEPROV,Purchase order

TMP (UK) LTD,Statutory Advertising,03 February 2025, £353.60 ,PO00050544,ADVRT2,Purchase order

VIP SECURITY (ESSEX) LTD,Temporary Staff,03 February 2025, £367.00 ,PO00050549,HR2,Purchase order

BROOMFIELD VILLAGE HALL CHARITY,Election Services,03 February 2025, £333.33 ,PO00050551,LEGAL2,Purchase order

CORPORATE MAILING SOLUTIONS,Election Services,03 February 2025," £3,579.50 ",PO00050553,LEGAL2,Purchase order

Danbury Parish Council,Election Services,03 February 2025, £600.00 ,PO00050554,LEGAL2,Purchase order

NC RANGE SITE LIMITED,DFGS Grant,03 February 2025," £4,556.48 ",PO00050557,DFGS,Purchase order

THE WINDOW COMPANY (CONTRACTS) lTD,DFGS Grant,03 February 2025," £3,085.00 ",PO00050558,DFGS,Purchase order

Memorabilia Pack Company Ltd.,Museums & Galleries,03 February 2025, £257.30 ,PO00050560,MUSEUM,Purchase order

ESSEX COUNTY COUNCIL,Consultancy,04 February 2025," £379,844.00 ",PO00050563,CONSULT,Purchase order

DIRECT TYRE MANAGEMENT LTD,Tyres & Tubes,04 February 2025, £600.97 ,PO00050564,VEHIC2,Purchase order

DIRECT TYRE MANAGEMENT LTD,Tyres & Tubes,04 February 2025," £13,389.78 ",PO00050565,VEHIC2,Purchase order

DENNIS EAGLE LTD,Vehicles Parts,04 February 2025, £777.06 ,PO00050566,VEHIC7,Purchase order

DENNIS EAGLE LTD,Vehicles Parts,04 February 2025, £354.60 ,PO00050567,VEHIC7,Purchase order

LAMPWICK CARE LIMITED,Homelessness Provision,04 February 2025, £350.00 ,PO00050569,HOMEPROV,Purchase order

CENTENNIAL PROPERTY LTD T/A RENT CONNECT,Homelessness Provision,04 February 2025," £2,216.50 ",PO00050570,HOMEPROV,Purchase order

Letting International Ltd,Homelessness Provision,04 February 2025," £8,990.00 ",PO00050571,HOMEPROV,Purchase order

P TUCKWELL LTD,Vehicles Parts,04 February 2025, £818.80 ,PO00050572,VEHIC7,Purchase order

LINK CCTV SYSTEMS,CCTV,04 February 2025, £508.00 ,PO00050573,CCTV,Purchase order

THE WINDOW COMPANY (CONTRACTS) lTD,Building Repairs,04 February 2025," £1,563.00 ",PO00050578,BUILD07,Purchase order

FISK FIRE MAINTENANCE LIMITED,Building Repairs,04 February 2025," £1,914.70 ",PO00050580,BUILD07,Purchase order

ESSEX SUPPLIES (UK) LTD,Performing Arts,04 February 2025, £585.71 ,PO00050581,PERFORM,Purchase order

The Lockfather limited,Building Repairs,04 February 2025, £266.68 ,PO00050582,BUILD07,Purchase order

BALM & DAVIES LTD,Building Repairs,04 February 2025, £440.17 ,PO00050584,BUILD07,Purchase order

THE HELPING HAND COMPANY,PPE Workwear,04 February 2025, £535.00 ,PO00050585,PPE1,Purchase order

AQUAID (ESSEX),Crematorium Maintenance,04 February 2025, £282.96 ,PO00050586,CREM2,Purchase order

COMPLETE CONSTRUCTION,Building Repairs,04 February 2025," £1,085.00 ",PO00050587,BUILD07,Purchase order

FASTSIGNS,Printing & Reprographic Services - External,04 February 2025, £404.15 ,PO00050588,PRINT,Purchase order

TELEFONICA INCENTIVE FUND,Telecommunitcations,04 February 2025, £999.00 ,PO00050589,DIGIT8,Purchase order

COMPLETE CONSTRUCTION,Building Repairs,04 February 2025, £525.00 ,PO00050590,BUILD07,Purchase order

LAMPWICK CARE LIMITED,Homelessness Provision,04 February 2025," £1,413.93 ",PO00050592,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,04 February 2025," £7,975.00 ",PO00050593,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,04 February 2025," £9,930.00 ",PO00050594,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,04 February 2025," £7,740.00 ",PO00050595,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,04 February 2025," £7,835.00 ",PO00050596,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,04 February 2025," £7,610.00 ",PO00050597,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,04 February 2025," £7,680.00 ",PO00050598,HOMEPROV,Purchase order

T C PRODUCTIONS LTD,Performing Arts,04 February 2025," £14,799.60 ",PO00050601,PERFORM,Purchase order

CHELMSFORD PEST CONTROL,Pest Control,04 February 2025, £350.00 ,PO00050602,PEST,Purchase order

I-SEE ACCESS SOLUTIONS,Engineering Services,04 February 2025," £4,285.00 ",PO00050603,ENGINEER,Purchase order

CONSTANT COOLING LTD,Building Repairs,04 February 2025, £874.60 ,PO00050604,BUILD07,Purchase order

KOGITAS (MCPC) LTD,Cloud Services,04 February 2025," £1,450.00 ",PO00050605,DIGIT3,Purchase order

Nickolds Property Management,Homelessness Provision,04 February 2025," £57,175.00 ",PO00050607,HOMEPROV,Purchase order

NISBETS LTD 0845 1110281,FACILITIES MANAGEMENT ,04 February 2025, £272.78 ,,,Procurement card

AMZNMKTPLACE RG2Z010J5 AMAZON.CO.UKEnvelopes for GWS stickers,MUSEUM,04 February 2025, £277.70 ,,,Procurement card

JUST GLOVES POOLEGloves for park staff.,GROUNDS MAINTENANCE,04 February 2025, £284.94 ,,,Procurement card

Governance Update for Local Authorities 2025WWW.CIPFA.ORG.UK/PFMCO LONDON  WC2N,AUDIT,04 February 2025, £300.00 ,,,Procurement card

National Recruitment Campaign Facebook Advert,HR,04 February 2025, £300.00 ,,,Procurement card

BOOKER LIMITED ECOM WELLINGBOROUG,THEATRES,04 February 2025, £305.94 ,,,Procurement card

TRAVELODG TRAVELODGE,Housing,04 February 2025, £321.04 ,,,Procurement card

SCREWFIX DIRECT WWW.SCREWFIX.,PARKS AND GREEN SPACES,04 February 2025, £345.14 ,,,Procurement card

New water glasses & bottles for corporate events.,HYLANDS,04 February 2025, £353.85 ,,,Procurement card

Defib batteries and Pads,RIVERSIDE,04 February 2025, £404.39 ,,,Procurement card

SHELTER TRADING LTD LONDON,HOUSING,04 February 2025, £528.00 ,,,Procurement card

items for exhibition TOP FURNITURE LTD 01889 560999,MUSEUM,04 February 2025, £551.97 ,,,Procurement card

1STLOCATE T/A LCS LEEDS,HOUSING,04 February 2025, £554.13 ,,,Procurement card

FACEBK  FLMXYK4AK2 FB.ME/ADS,"MARKETING, ENGAGEMENT AND EVENTS",04 February 2025, £700.00 ,,,Procurement card

FACEBK  4F8SSK4AK2 FB.ME/ADS,"MARKETING, ENGAGEMENT AND EVENTS",04 February 2025, £700.00 ,,,Procurement card

Printing of A1 Maps for Local Plan Consultation,SPATIAL PLANNING,04 February 2025, £795.54 ,,,Procurement card

Printing of Pre-Submission Local Plan Map Booklet,SPATIAL PLANNING,04 February 2025, £931.43 ,,,Procurement card

Printing of Pre-Submission Local Plan IIA Document,SPATIAL PLANNING,04 February 2025," £2,069.36 ",,,Procurement card

Printing of Pre-Submission Local Plan,SPATIAL PLANNING,04 February 2025," £2,108.08 ",,,Procurement card

SHELL U.K. LIMITED,Fuel,04 February 2025," £1,904.57 ",,FUEL1,Direct Debit

BOOKER LTD,Bar Stock,04 February 2025," £2,483.71 ",,CAT2,Direct Debit

R W CRAWFORD AGRICULTURAL MACHINERY LTD,Digital Maintenance & Support,05 February 2025, £722.05 ,PO00050612,DIGIT6,Purchase order

HOUSING ACTION MANAGEMENT LIMITED,Homelessness Provision,05 February 2025," £51,781.64 ",PO00050613,HOMEPROV,Purchase order

Cowgum Limited,Printing & Reprographic Services - External,05 February 2025, £350.00 ,PO00050616,PRINT,Purchase order

SAVILLS,Consultancy,05 February 2025," £3,000.00 ",PO00050617,CONSULT,Purchase order

Capita One Limited,Software,05 February 2025," £94,231.79 ",PO00050624,DIGIT7,Purchase order

VIVEDIA LTD,Crematorium Equipment,05 February 2025," £4,077.00 ",PO00050625,CREM1,Purchase order

TRAVELERS INSURANCE COMPANY LTD,Insurance,05 February 2025," £1,552.40 ",PO00050627,INSURE,Purchase order

Pinch Punch Improv Limited,Performing Arts,05 February 2025," £2,673.34 ",PO00050629,PERFORM,Purchase order

GAG REFLEX LTD,Performing Arts,05 February 2025, £843.02 ,PO00050630,PERFORM,Purchase order

Benton Street Trees and Gardens,Property Maintenance,05 February 2025, £390.77 ,PO00050631,PROP3,Purchase order

J P LENNARD LTD,Sports Equipment,05 February 2025, £896.30 ,PO00050632,SPORT2,Purchase order

BIRKETTS LLP,Property Management,05 February 2025," £2,000.00 ",PO00050633,PROP4,Purchase order

BIRKETTS LLP,Property Management,05 February 2025, £500.00 ,PO00050634,PROP4,Purchase order

W & H ROMAC LTD,Signage - Highway,05 February 2025," £1,246.58 ",PO00050635,SIGN4,Purchase order

P TUCKWELL LTD,Vehicle Maintenance,05 February 2025, £294.63 ,PO00050637,VEHIC8,Purchase order

BADDOW ROAD SUPPLIES LTD,Uniforms & Workwear (not PPE),05 February 2025," £8,426.50 ",PO00050642,UNIFORM,Purchase order

VIVEDIA LTD,Crematorium Equipment,05 February 2025, £464.90 ,PO00050643,CREM1,Purchase order

HILTON CABINET COMPANY LTD,Crematorium Equipment,05 February 2025, £358.82 ,PO00050644,CREM1,Purchase order

ASHE GREEN CIVIL ENGINEERS LTD,Maintenance,05 February 2025," £5,175.00 ",PO00050648,OSREPAIR,Purchase order

TREE FELLA LTD t/a EASTWOOD TREE SERVICES,Tree Management Services,05 February 2025," £1,660.00 ",PO00050649,TREE,Purchase order

DG ACCESSIBLE DESIGNS LTD,DFGS Grant,05 February 2025, £800.00 ,PO00050650,DFGS,Purchase order

SELLICK PARTNERSHIP,Temporary Staff,05 February 2025," £2,590.00 ",PO00050651,HR2,Purchase order

ESSEX COUNTY COUNCIL,Training / Course Fees,05 February 2025," £2,000.00 ",PO00050652,TRG1,Purchase order

L G FUTURES LTD,Consultancy,05 February 2025," £3,470.00 ",PO00050658,CONSULT,Purchase order

L G FUTURES LTD,Consultancy,05 February 2025," £8,495.00 ",PO00050659,CONSULT,Purchase order

Stef & Philips Ltd,Homelessness Provision,05 February 2025," £10,101.50 ",PO00050660,HOMEPROV,Purchase order

CHELMER HOUSING PARTNERSHIP,Homelessness Provision,05 February 2025," £7,910.00 ",PO00050661,HOMEPROV,Purchase order

NATURESCAPE WILDFLOWERS LLP,Seeds & Plants,05 February 2025," £1,580.00 ",PO00050662,HORT2,Purchase order

CHAMPION SERVICES GROUP,Cleaning Services - External,05 February 2025," £3,150.84 ",PO00050663,CLEAN2,Purchase order

ESSEX COUNTY COUNCIL,Legal Advice,05 February 2025," £1,370.40 ",PO00050665,LEGAL4,Purchase order

PARK AVENUE RECRUITMENT LIMITED,Temporary Staff,05 February 2025," £1,875.00 ",PO00050666,HR2,Purchase order

BSI BRITISH STANDARDS,Subscriptions,05 February 2025," £1,576.00 ",PO00050667,SUBS,Purchase order

IFZW Maintenance LTD,Crematorium Maintenance,05 February 2025," £4,294.60 ",PO00050668,CREM2,Purchase order

COMP VOUCHER SERV,Subscriptions,05 February 2025," £1,321.53 ",,SUBS,Direct Debit

ESSEX SUPPLIES (UK) LTD,Cleaning Services - External,06 February 2025, £538.83 ,PO00050670,CLEAN2,Purchase order

CHELMER HOUSING PARTNERSHIP,Homelessness Provision,06 February 2025," £25,870.68 ",PO00050671,HOMEPROV,Purchase order

HAKO MACHINES LTD,Vehicles Parts,06 February 2025," £1,750.00 ",PO00050672,VEHIC7,Purchase order

Entertainers Magic Of Motown Ltd,Performing Arts,06 February 2025," £16,946.61 ",PO00050678,PERFORM,Purchase order

TOWNSEND PRODUCTIONS,Performing Arts,06 February 2025, £721.81 ,PO00050679,PERFORM,Purchase order

W & H ROMAC LTD,Signage - Highway,06 February 2025, £250.00 ,PO00050680,SIGN4,Purchase order

IT'S YOUR MEDIA,Promotional Advertising,06 February 2025, £373.50 ,PO00050682,ADVRT1,Purchase order

TMP (UK) LTD,Statutory Advertising,06 February 2025," £2,227.52 ",PO00050683,ADVRT2,Purchase order

ESSEX RECLAMATION,Recycling Services,06 February 2025," £24,210.48 ",PO00050685,RECYCL1,Purchase order

MARSHALLS INTERNATIONAL LTD,Sports Equipment,06 February 2025," £1,140.00 ",PO00050688,SPORT2,Purchase order

ESSEX COUNTY COUNCIL,Recruitment Services,06 February 2025, £745.50 ,PO00050689,HR1,Purchase order

CRAEMER,Waste Management Equipment,06 February 2025," £17,043.00 ",PO00050691,WASTE3,Purchase order

PLENTY OF THYME,Catering Services - External,06 February 2025," £4,776.60 ",PO00050692,CAT1,Purchase order

F2M LIMITED,Homelessness Provision,06 February 2025, £379.17 ,PO00050696,HOMEPROV,Purchase order

SELLICK PARTNERSHIP,Temporary Staff,06 February 2025," £2,664.00 ",PO00050700,HR2,Purchase order

CORPORATE MAILING SOLUTIONS,Election Services,06 February 2025," £1,827.88 ",PO00050701,LEGAL2,Purchase order

M J FENCING LTD,Maintenance,06 February 2025, £320.00 ,PO00050702,OSREPAIR,Purchase order

DG ACCESSIBLE DESIGNS LTD,DFGS Grant,06 February 2025," £2,396.39 ",PO00050703,DFGS,Purchase order

GB ADAPTATIONS,DFGS Grant,06 February 2025," £13,928.97 ",PO00050704,DFGS,Purchase order

ROYAL MAIL WEST TE,Postage,06 February 2025, £250.00 ,,MAIL1,Direct Debit

SAFETY-KLEEN UK LTD,Recycling Services,07 February 2025, £743.01 ,PO00050708,RECYCL1,Purchase order

CHAMPION SERVICES GROUP,Cleaning Services - External,07 February 2025," £9,225.04 ",PO00050712,CLEAN2,Purchase order

Fenn Wright Client Commercial Rent Account,Property Management,07 February 2025," £1,320.75 ",PO00050713,PROP4,Purchase order

WRIGHT FOUNDATION,Recruitment Services,07 February 2025, £685.00 ,PO00050715,HR1,Purchase order

South West Councils,Training / Course Fees,07 February 2025," £1,200.00 ",PO00050716,TRG1,Purchase order

COMPLETE CONSTRUCTION,Building Repairs,07 February 2025, £595.00 ,PO00050718,BUILD07,Purchase order

WOBURN CHEMICALS,Chemicals,07 February 2025," £1,195.20 ",PO00050720,CHEM,Purchase order

G & O REFRIGERATION LTD,Engineering Services,07 February 2025, £413.90 ,PO00050721,ENGINEER,Purchase order

M J FENCING LTD,Playground Maintenance,07 February 2025, £520.00 ,PO00050722,PLAY2,Purchase order

OASIS HOTEL HARLOW LTD,Homelessness Provision,07 February 2025, £962.50 ,PO00050724,HOMEPROV,Purchase order

OASIS HOTEL HARLOW LTD,Homelessness Provision,07 February 2025, £346.50 ,PO00050725,HOMEPROV,Purchase order

OASIS HOTEL HARLOW LTD,Homelessness Provision,07 February 2025," £1,534.50 ",PO00050727,HOMEPROV,Purchase order

OASIS HOTEL HARLOW LTD,Homelessness Provision,07 February 2025," £1,633.50 ",PO00050728,HOMEPROV,Purchase order

OASIS HOTEL HARLOW LTD,Homelessness Provision,07 February 2025," £1,534.50 ",PO00050729,HOMEPROV,Purchase order

PGR Timber Ltd,Building Materials,07 February 2025, £617.00 ,PO00050730,MAT,Purchase order

GRAPE PASSIONS LTD,Bar Stock,07 February 2025," £4,705.15 ",,CAT2,Direct Debit

PLAYDALE PLAYGROUNDS LTD,Playground Maintenance,10 February 2025, £370.68 ,PO00050732,PLAY2,Purchase order

FULTON PAPER,Paper,10 February 2025, £620.00 ,PO00050734,PAPER,Purchase order

PJR Communications Ltd,Promotional Advertising,10 February 2025, £545.00 ,PO00050735,ADVRT1,Purchase order

OASIS HOTEL HARLOW LTD,Homelessness Provision,10 February 2025, £632.50 ,PO00050737,HOMEPROV,Purchase order

OASIS HOTEL HARLOW LTD,Homelessness Provision,10 February 2025," £1,534.50 ",PO00050738,HOMEPROV,Purchase order

CHELMER HOUSING PARTNERSHIP,Homelessness Provision,10 February 2025," £14,188.19 ",PO00050741,HOMEPROV,Purchase order

PAPERWORK UK,Traffic,10 February 2025," £1,516.68 ",PO00050743,TRAFF5,Purchase order

ESSEX COUNTY COUNCIL,Consultancy,10 February 2025," £19,842.00 ",PO00050744,CONSULT,Purchase order

WALLACE KENNELS,Kennel Fees,10 February 2025, £555.00 ,PO00050749,KENNEL,Purchase order

DENNIS EAGLE LTD,Vehicles Parts,10 February 2025, £439.55 ,PO00050755,VEHIC7,Purchase order

DENNIS EAGLE LTD,Vehicles Parts,10 February 2025, £896.83 ,PO00050756,VEHIC7,Purchase order

DENNIS EAGLE LTD,Vehicles Parts,10 February 2025," £1,165.69 ",PO00050757,VEHIC7,Purchase order

DENNIS EAGLE LTD,Vehicles Parts,10 February 2025, £822.50 ,PO00050758,VEHIC7,Purchase order

7 2 7 TRUCK & VAN PARTS SPECIALIST,Vehicles Parts,10 February 2025, £743.84 ,PO00050759,VEHIC7,Purchase order

7 2 7 TRUCK & VAN PARTS SPECIALIST,Vehicles Parts,10 February 2025, £650.00 ,PO00050760,VEHIC7,Purchase order

The Rent Guarantee Company Ltd,Homelessness Provision,10 February 2025," £3,808.00 ",PO00050762,HOMEPROV,Purchase order

VIP SECURITY (ESSEX) LTD,Temporary Staff,10 February 2025, £367.00 ,PO00050764,HR2,Purchase order

ORIGIN AMENITY SOLUTIONS,Sports Equipment,10 February 2025, £392.86 ,PO00050766,SPORT2,Purchase order

VIP SECURITY (ESSEX) LTD,Performing Arts,10 February 2025, £367.00 ,PO00050770,PERFORM,Purchase order

WALKERS CLEANING SERVICES LTD,Cleaning Services - External,10 February 2025," £1,762.50 ",PO00050774,CLEAN2,Purchase order

SPALDINGS (UK) LIMITED,Digital Maintenance & Support,10 February 2025, £262.11 ,PO00050775,DIGIT6,Purchase order

CONSTANT COOLING LTD,Building Repairs,10 February 2025," £1,479.00 ",PO00050776,BUILD07,Purchase order

HOOD AIRPORT & ICE LTD,Digital Maintenance & Support,10 February 2025," £1,438.50 ",PO00050777,DIGIT6,Purchase order

HOOD AIRPORT & ICE LTD,Digital Maintenance & Support,10 February 2025," £1,800.00 ",PO00050778,DIGIT6,Purchase order

MOBILITY SOLUTIONS (SOUTH) LIMITED,DFGS Grant,10 February 2025," £3,127.00 ",PO00050779,DFGS,Purchase order

MOBILITY SOLUTIONS (SOUTH) LIMITED,DFGS Grant,10 February 2025," £2,470.00 ",PO00050780,DFGS,Purchase order

REDACTED,Museums & Galleries,10 February 2025, £360.00 ,PO00050781,MUSEUM,Purchase order

ESSEX SUPPLIES (UK) LTD,Cleaning Supplies,10 February 2025, £340.15 ,PO00050783,CLEAN1,Purchase order

ART & SIP LIMITED,Performing Arts,10 February 2025, £637.00 ,PO00050784,PERFORM,Purchase order

Spread Creative,Performing Arts,10 February 2025, £300.00 ,PO00050787,PERFORM,Purchase order

PROATHLETICS LTD,Sports Equipment,10 February 2025, £365.40 ,PO00050789,SPORT2,Purchase order

BARCLAYCARD,Banking,10 February 2025," £14,423.43 ",,FIN2,Direct Debit

LASER ELECTRICAL SERVICES LTD,Building Repairs,11 February 2025, £380.00 ,PO00050791,BUILD07,Purchase order

HAYS MONTROSE,Temporary Staff,11 February 2025," £12,494.90 ",PO00050795,HR2,Purchase order

HAYS MONTROSE,Temporary Staff,11 February 2025," £10,811.30 ",PO00050797,HR2,Purchase order

HAYS MONTROSE,Temporary Staff,11 February 2025," £11,081.46 ",PO00050798,HR2,Purchase order

HAYS MONTROSE,Temporary Staff,11 February 2025," £24,381.07 ",PO00050801,HR2,Purchase order

HAYS MONTROSE,Temporary Staff,11 February 2025," £24,461.76 ",PO00050802,HR2,Purchase order

HAYS MONTROSE,Temporary Staff,11 February 2025," £25,260.42 ",PO00050803,HR2,Purchase order

Clearaway Recycling,Abandoned Vehicle Removal,11 February 2025, £833.00 ,PO00050804,ABANDVEH,Purchase order

THE HALES PARTNERSHIP T/A EVEREDGE,Maintenance,11 February 2025," £2,791.15 ",PO00050808,OSREPAIR,Purchase order

LANDSCAPE SUPPLY COMPANY,Weed Control,11 February 2025," £1,048.35 ",PO00050809,HORT3,Purchase order

PLENTY OF THYME,Catering Supplies - Food & Drink,11 February 2025, £447.50 ,PO00050813,CAT2,Purchase order

COMPLETE CONSTRUCTION,Building Repairs,11 February 2025, £650.00 ,PO00050819,BUILD07,Purchase order

LAMPWICK CARE LIMITED,Homelessness Provision,11 February 2025, £480.00 ,PO00050820,HOMEPROV,Purchase order

LAMPWICK CARE LIMITED,Homelessness Provision,11 February 2025," £1,413.93 ",PO00050821,HOMEPROV,Purchase order

OASIS HOTEL HARLOW LTD,Homelessness Provision,11 February 2025, £688.33 ,PO00050822,HOMEPROV,Purchase order

F2M LIMITED,Homelessness Provision,11 February 2025, £270.84 ,PO00050824,HOMEPROV,Purchase order

F2M LIMITED,Homelessness Provision,11 February 2025, £379.17 ,PO00050825,HOMEPROV,Purchase order

THE JOHN BODDY AGENCY,Performing Arts,11 February 2025," £6,460.00 ",PO00050827,PERFORM,Purchase order

COMPLETE CONSTRUCTION,Doors,11 February 2025, £385.00 ,PO00050829,BUILD04,Purchase order

BARBOUR LOGIC LTD,Software,11 February 2025," £6,975.00 ",PO00050830,DIGIT7,Purchase order

LASER ELECTRICAL SERVICES LTD,Building Repairs,11 February 2025, £335.75 ,PO00050831,BUILD07,Purchase order

M J FENCING LTD,Landscape Works,11 February 2025," £1,980.00 ",PO00050832,LANDSCPE,Purchase order

MBS WHOLESALE LTD HARROW MIDDLE,THEATRES,11 February 2025, £279.91 ,,,Procurement card

heavy duty pallet boxes for depot,STREET CARE AND PERFORMANCE,11 February 2025, £348.00 ,,,Procurement card

ESSEX COUNTY COUNCI EC CHELMSFORD,PARKS AND GREEN SPACES,11 February 2025, £425.00 ,,,Procurement card

TRAVELODG TRAVELODGE,Housing,11 February 2025, £438.83 ,,,Procurement card

Tail lift repairs EU67 ZSG,OPERATIONS,11 February 2025, £454.73 ,,,Procurement card

TRAVELODG TRAVELODGE,Housing,11 February 2025, £457.83 ,,,Procurement card

FACEBK  2NLR6GYY52 FB.ME/ADS,"MARKETING, ENGAGEMENT AND EVENTS",11 February 2025, £654.06 ,,,Procurement card

Printing of Pre-Submission Local Plan Map Booklet,SPATIAL PLANNING,11 February 2025, £756.70 ,,,Procurement card

WWW.PRESERVATIONEQUIPM 01379647400,MUSEUM,11 February 2025, £821.66 ,,,Procurement card

TRAVELODG TRAVELODGE,Housing,11 February 2025, £830.15 ,,,Procurement card

TRAVELODG TRAVELODGE,HOUSING,11 February 2025," £1,014.46 ",,,Procurement card

BOOKER LTD,Bar Stock,11 February 2025," £2,347.44 ",,CAT2,Direct Debit

KEITS Training Services Ltd,Training / Course Fees,12 February 2025, £800.00 ,PO00050837,TRG1,Purchase order

VIP SECURITY (ESSEX) LTD,Security Personnel,12 February 2025," £1,522.21 ",PO00050838,SECUR4,Purchase order

VIP SECURITY (ESSEX) LTD,Security Personnel,12 February 2025, £343.80 ,PO00050839,SECUR4,Purchase order

VIP SECURITY (ESSEX) LTD,Security Personnel,12 February 2025," £1,040.68 ",PO00050840,SECUR4,Purchase order

VIP SECURITY (ESSEX) LTD,Security Personnel,12 February 2025, £722.19 ,PO00050841,SECUR4,Purchase order

HAYS MONTROSE,Temporary Staff,12 February 2025," £13,373.56 ",PO00050844,HR2,Purchase order

PARK AVENUE RECRUITMENT LIMITED,Temporary Staff,12 February 2025," £1,150.00 ",PO00050848,HR2,Purchase order

DENNIS EAGLE LTD,Vehicle Maintenance,12 February 2025," £2,527.96 ",PO00050853,VEHIC8,Purchase order

DENNIS EAGLE LTD,Vehicle Maintenance,12 February 2025," £2,156.46 ",PO00050856,VEHIC8,Purchase order

PHOENIX SOFTWARE LTD,Digital Maintenance & Support,12 February 2025," £5,358.64 ",PO00050858,DIGIT6,Purchase order

GB SPORT & LEISURE,Playground Maintenance,12 February 2025, £363.00 ,PO00050859,PLAY2,Purchase order

D LINE MARKINGS LTD,Signage - Highway,12 February 2025," £1,050.85 ",PO00050860,SIGN4,Purchase order

MANSARD ROOFING LTD,Building Repairs,12 February 2025, £879.50 ,PO00050861,BUILD07,Purchase order

New Hope Rentals,Homelessness Provision,12 February 2025," £9,300.00 ",PO00050863,HOMEPROV,Purchase order

HAYS MONTROSE,Temporary Staff,12 February 2025," £2,104.20 ",PO00050869,HR2,Purchase order

SELLICK PARTNERSHIP,Temporary Staff,12 February 2025," £2,590.00 ",PO00050873,HR2,Purchase order

SELLICK PARTNERSHIP,Temporary Staff,12 February 2025," £2,664.00 ",PO00050875,HR2,Purchase order

Elm Valley Foods Ltd,Performing Arts,12 February 2025, £621.00 ,PO00050876,PERFORM,Purchase order

M J FENCING LTD,Maintenance,12 February 2025, £425.00 ,PO00050878,OSREPAIR,Purchase order

Nickolds Property Management,Homelessness Provision,12 February 2025," £7,070.00 ",PO00050882,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,12 February 2025," £8,025.00 ",PO00050883,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,12 February 2025," £7,665.00 ",PO00050884,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,12 February 2025," £7,945.00 ",PO00050885,HOMEPROV,Purchase order

