Supplier,Purpose of Spend,Date,Net Amount,Order Reference,Procurement Code,Type
BRAINTREE DISTRICT COUNCIL,Printing & Reprographic Services - External,02/07/2024, £522.00 ,PO00043710,PRINT,Purchase order

BRAVE ARTS,Events,02/07/2024, £900.00 ,PO00043721,EVENTS,Purchase order

BRAVE ARTS,Events,02/07/2024," £1,215.00 ",PO00043722,EVENTS,Purchase order

BRENTWOOD LOCK & SAFE,Security - Equipment,02/07/2024," £1,263.00 ",PO00043727,SECUR3,Purchase order

CHAMPION SERVICES GROUP,Cleaning Services - External,02/07/2024," £2,061.58 ",PO00043706,CLEAN2,Purchase order

CHAMPION SERVICES GROUP,Cleaning Services - External,02/07/2024," £6,025.58 ",PO00043708,CLEAN2,Purchase order

CHAMPION SERVICES GROUP,Cleaning Services - External,02/07/2024," £6,179.08 ",PO00043707,CLEAN2,Purchase order

Chelmsford Accident Repair Specialists Ltd T/A Chelmsford Au,Insurance,02/07/2024, £591.33 ,PO00043719,INSURE,Purchase order

CRAEMER,Waste Management Equipment,02/07/2024," £31,368.00 ",PO00043676,WASTE3,Purchase order

DELL COMPUTER CORPORATION LTD,Digital Consumables,02/07/2024," £27,104.00 ",PO00043704,DIGIT2,Purchase order

Door Batteries for the Civic Centre,Facilities,02/07/2024, £402.00 ,,,Procurement card

Dressing room 1 ceiling tiles,BUILDING,02/07/2024, £274.80 ,,,Procurement card

DW Membership,HR,02/07/2024, £310.00 ,,,Procurement card

E.ON ENERGY,Property Management,02/07/2024, £291.20 ,PO00043672,PROP4,Purchase order

ECLIPSE SECURITY UK LTD,Security Personnel,02/07/2024," £1,485.00 ",PO00043694,SECUR4,Purchase order

ENTERPRISE RENT A CAR EGHAM,RIVERSIDE,02/07/2024, £419.34 ,,,Procurement card

ESSEX COUNTY COUNCIL,Recruitment Services,02/07/2024, £392.00 ,PO00043726,HR1,Purchase order

EVENT SOUND AND LIGHT,Election Services,02/07/2024, £842.10 ,PO00043724,LEGAL2,Purchase order

FARGRO LTD,Horticultural Chemicals,02/07/2024, £488.00 ,PO00043728,HORT1,Purchase order

GB ADAPTATIONS,DFGS Grant,02/07/2024," £2,989.00 ",PO00043674,DFGS,Purchase order

HOT BOX LIVE CIC,Events,02/07/2024," £1,280.00 ",PO00043720,EVENTS,Purchase order

HOUSING ACTION MANAGEMENT LIMITED,Homelessness Provision,02/07/2024," £8,590.50 ",PO00043712,HOMEPROV,Purchase order

HSFLORALDESIGNS.CO.UK BLACKMORE IN,PARKS AND GREEN SPACES,02/07/2024, £540.00 ,,,Procurement card

ILYRIAN CONSTRUCTION,DFGS Grant,02/07/2024," £4,387.99 ",PO00043678,DFGS,Purchase order

JIGGINS ENVIRONMENTAL LTD,Building Repairs,02/07/2024, £360.00 ,PO00043723,BUILD07,Purchase order

LAMPWICK CARE LIMITED,Homelessness Provision,02/07/2024, £657.86 ,PO00043685,HOMEPROV,Purchase order

LAMPWICK CARE LIMITED,Homelessness Provision,02/07/2024, £678.93 ,PO00043683,HOMEPROV,Purchase order

Letting International Ltd,Homelessness Provision,02/07/2024," £10,755.00 ",PO00043673,HOMEPROV,Purchase order

MARSTON HOLDING LIMITED,Debt Collection & Recovery,02/07/2024, £250.27 ,PO00043718,DEBT,Purchase order

MARSTON HOLDING LIMITED,Debt Collection & Recovery,02/07/2024, £462.95 ,PO00043717,DEBT,Purchase order

New hoover for gym,RIVERSIDE,02/07/2024, £251.11 ,,,Procurement card

New Hope Rentals,Homelessness Provision,02/07/2024, £420.00 ,PO00043675,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,02/07/2024, £420.00 ,PO00043679,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,02/07/2024, £420.00 ,PO00043680,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,02/07/2024, £420.00 ,PO00043681,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,02/07/2024, £420.00 ,PO00043682,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,02/07/2024, £540.00 ,PO00043711,HOMEPROV,Purchase order

PPL PRS LTD,Software,02/07/2024," £1,931.61 ",PO00043692,LICENCE,Purchase order

PRISTINE CONDITION INTERNATIONAL LTD,Training / Course Fees,02/07/2024, £375.00 ,PO00043714,TRG1,Purchase order

Prompt desk video monitors,BUILDING,02/07/2024, £588.00 ,,,Procurement card

RYE STREET BRAINTREE BRAINTREE -CAR EXCESS,,02/07/2024, £398.05 ,,,Procurement card

SIEMENS ENERGY SERVICES LTD,Electricity (Utility),02/07/2024, £849.04 ,PO00043677,ELEC,Purchase order

SR*00020615 - Google Sketch Up Pro subscription renewal,DIGITAL SERVICES,02/07/2024, £361.20 ,,,Procurement card

SWIFT WELDING LTD,Vehicle Maintenance,02/07/2024, £769.50 ,PO00043686,VEHIC8,Purchase order

THE BIG WORD GROUP (LEEDS),Homelessness Provision,02/07/2024, £283.06 ,PO00043713,HOMEPROV,Purchase order

Transcription of Interview from CD.,SUSTAINABLE COMMUNITIES,02/07/2024, £266.83 ,,,Procurement card

Trays for GE,CHIEF EXECUTIVE OFFICE,02/07/2024," £1,847.88 ",,,Procurement card

VIP SECURITY (ESSEX) LTD,Security Personnel,02/07/2024, £741.90 ,PO00043693,SECUR4,Purchase order

VIP SECURITY (ESSEX) LTD,Security Personnel,02/07/2024," £2,022.51 ",PO00043705,SECUR4,Purchase order

WWW.LOCAL.GOV.UK LONDON,CHIEF EXECUTIVE OFFICE,02/07/2024, £680.40 ,,,Procurement card

WWW.RYMAN.CO.UK INTERNETA4 Paper for Waterhouse Lane Office.,GROUNDS MAINTENANCE,02/07/2024, £549.90 ,,,Procurement card

 HYDRAQUIP HOSE & HYDRAULICS,Vehicle Maintenance,03/07/2024, £294.91 ,PO00043764,VEHIC8,Purchase order

7 2 7 TRUCK & VAN PARTS SPECIALIST,Vehicles Parts,03/07/2024, £389.22 ,PO00043759,VEHIC7,Purchase order

7 2 7 TRUCK & VAN PARTS SPECIALIST,Vehicles Parts,03/07/2024, £709.40 ,PO00043761,VEHIC7,Purchase order

ALSOPRINT,Stationary,03/07/2024," £2,000.00 ",PO00043740,STAT1,Purchase order

BALM & DAVIES LTD,Building Repairs,03/07/2024, £279.55 ,PO00043737,BUILD07,Purchase order

BARCLAYCARD,Banking,03/07/2024, £420.00 ,,FIN2,Direct Debit

BRENTWOOD BOROUGH COUNCIL,Traffic Wardens,03/07/2024," £1,000.00 ",PO00043743,TRAFF2,Purchase order

BSW MARQUEES LTD,Public Relations,03/07/2024," £15,905.60 ",PO00043756,PR,Purchase order

CENTENNIAL PROPERTY LTD T/A RENT CONNECT,Homelessness Provision,03/07/2024," £8,412.00 ",PO00043777,HOMEPROV,Purchase order

CHELMSFORD CATHEDRAL,Catering Services - External,03/07/2024, £480.00 ,PO00043784,CAT1,Purchase order

CONSTANT COOLING LTD,Building Repairs,03/07/2024, £252.65 ,PO00043753,BUILD07,Purchase order

DELL COMPUTER CORPORATION LTD,Digital Maintenance & Support,03/07/2024," £7,449.78 ",PO00043787,DIGIT6,Purchase order

DENNIS EAGLE LTD,Vehicles Parts,03/07/2024, £448.96 ,PO00043769,VEHIC7,Purchase order

DENNIS EAGLE LTD,Vehicles Parts,03/07/2024," £2,193.31 ",PO00043768,VEHIC7,Purchase order

DIRECT TYRE MANAGEMENT LTD,Tyres & Tubes,03/07/2024," £2,964.57 ",PO00043763,VEHIC2,Purchase order

DIRECT TYRE MANAGEMENT LTD,Tyres & Tubes,03/07/2024," £12,169.77 ",PO00043762,VEHIC2,Purchase order

E RAND & SONS LTD,Vehicles Parts,03/07/2024," £1,344.20 ",PO00043781,VEHIC7,Purchase order

ESSEX RECLAMATION,Recycling Services,03/07/2024," £19,144.86 ",PO00043765,RECYCL1,Purchase order

Fairytale Finishes & Essex Letter Hire Ltd,Events,03/07/2024," £1,160.00 ",PO00043735,EVENTS,Purchase order

FENN WRIGHT,Property Maintenance,03/07/2024, £400.00 ,PO00043731,PROP3,Purchase order

FREEDOM COMMUNICAT,Telecoms,03/07/2024," £41,721.01 ",,DIGIT8,Direct Debit

HIGHLINE ROADMARKINGS LTD,Signage - Highway,03/07/2024, £300.00 ,PO00043747,SIGN4,Purchase order

HIGHLINE ROADMARKINGS LTD,Signage - Highway,03/07/2024, £371.00 ,PO00043750,SIGN4,Purchase order

HIGHLINE ROADMARKINGS LTD,Signage - Highway,03/07/2024, £492.80 ,PO00043746,SIGN4,Purchase order

HIGHLINE ROADMARKINGS LTD,Signage - Highway,03/07/2024," £1,490.70 ",PO00043744,SIGN4,Purchase order

HILLS PROSPECT PLC,Catering Supplies - Food & Drink,03/07/2024, £289.65 ,PO00043789,CAT2,Purchase order

MARKS TEY RADIO,Public Relations,03/07/2024," £3,175.00 ",PO00043755,PR,Purchase order

NC RANGE SITE LIMITED,DFGS Grant,03/07/2024," £2,427.75 ",PO00043732,DFGS,Purchase order

NEW ERA FUELS LIMITED,Fuel,03/07/2024," £30,383.04 ",PO00043806,FUEL1,Purchase order

Nickolds Property Management,Homelessness Provision,03/07/2024," £4,480.00 ",PO00043795,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,03/07/2024," £4,655.00 ",PO00043797,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,03/07/2024," £5,040.00 ",PO00043798,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,03/07/2024," £5,040.00 ",PO00043802,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,03/07/2024," £5,085.00 ",PO00043799,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,03/07/2024," £5,110.00 ",PO00043805,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,03/07/2024," £5,290.00 ",PO00043803,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,03/07/2024," £5,355.00 ",PO00043796,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,03/07/2024," £5,595.00 ",PO00043801,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,03/07/2024," £5,705.00 ",PO00043804,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,03/07/2024," £6,295.00 ",PO00043800,HOMEPROV,Purchase order

Ove Arup & Partners Limited,Consultancy,03/07/2024," £15,125.00 ",PO00043790,CONSULT,Purchase order

PARK AVENUE RECRUITMENT LIMITED,Temporary Staff,03/07/2024," £1,513.95 ",PO00043757,HR2,Purchase order

Redacted,Temporary Staff,03/07/2024, £271.00 ,PO00043794,HR2,Purchase order

Redacted,Property Management,03/07/2024, £510.00 ,PO00043814,PROP4,Purchase order

W & H ROMAC LTD,Signage - Highway,03/07/2024," £1,156.04 ",PO00043739,SIGN4,Purchase order

WATLING JCB LTD,Vehicle Maintenance,03/07/2024, £597.00 ,PO00043771,VEHIC8,Purchase order

BLUE LINE SPORTS LTD,Digital Consumables,04/07/2024, £527.50 ,PO00043829,DIGIT2,Purchase order

BRENTWOOD BOROUGH COUNCIL,Street & Traffic Mgt Planning,04/07/2024," £8,032.00 ",PO00043853,TRAFF3,Purchase order

CAMBRIDGESHIRE COUNTY COUNCIL,Building Repairs,04/07/2024, £295.00 ,PO00043834,BUILD07,Purchase order

CHAMPION SERVICES GROUP,Cleaning Services - External,04/07/2024," £2,760.00 ",PO00043818,CLEAN2,Purchase order

D LINE MARKINGS LTD,Signage - Highway,04/07/2024," £1,056.58 ",PO00043857,SIGN4,Purchase order

DIRECT TYRE MANAGEMENT LTD,Vehicle Maintenance,04/07/2024, £563.30 ,PO00043852,VEHIC8,Purchase order

ESSEX BODY RESOLUTIONS,Vehicle Maintenance,04/07/2024, £842.50 ,PO00043854,VEHIC8,Purchase order

Huq Industries Limited,Software,04/07/2024," £2,500.00 ",PO00043835,LICENCE,Purchase order

IFZW Maintenance LTD,Crematorium Maintenance,04/07/2024," £4,294.60 ",PO00043869,CREM2,Purchase order

LEISURETEQ,Digital Maintenance & Support,04/07/2024," £2,128.75 ",PO00043817,DIGIT6,Purchase order

M J FENCING LTD,Fencing,04/07/2024, £810.00 ,PO00043833,FENCE,Purchase order

MOVING CANVAS,#N/A,04/07/2024," £1,800.00 ",PO00043844,NA,Purchase order

New Hope Rentals,Homelessness Provision,04/07/2024, £420.00 ,PO00043841,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,04/07/2024, £420.00 ,PO00043842,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,04/07/2024," £4,030.00 ",PO00043826,HOMEPROV,Purchase order

PROPERTY STOP,Homelessness Provision,04/07/2024," £27,260.00 ",PO00043836,HOMEPROV,Purchase order

PROPERTY STOP,Homelessness Provision,04/07/2024," £27,640.00 ",PO00043837,HOMEPROV,Purchase order

Redacted,#N/A,04/07/2024," £1,800.00 ",PO00043861,NA,Purchase order

ROCHFORD DISTRICT COUNCIL,Rent - Land / Property,04/07/2024," £7,990.00 ",PO00043851,RENT,Purchase order

ROYAL MAIL WEST TE,Postage,04/07/2024, £250.00 ,,MAIL1,Direct Debit

SIGNWAY SUPPLIES,Signage - Highway,04/07/2024," £1,986.00 ",PO00043859,SIGN4,Purchase order

SIMPLY ACORN GROUP LTD,Tree Management Services,04/07/2024, £800.00 ,PO00043815,TREE,Purchase order

SIMPLY ACORN GROUP LTD,Tree Management Services,04/07/2024," £3,175.00 ",PO00043816,TREE,Purchase order

SITEXORBIS LIMITED,Traffic Wardens,04/07/2024," £1,144.56 ",PO00043862,TRAFF2,Purchase order

SWIFT CATERING EQUIPMENT LTD,Museums & Galleries,04/07/2024," £1,944.00 ",PO00043865,MUSEUM,Purchase order

The Maldon Deckchair Company,#N/A,04/07/2024, £455.00 ,PO00043845,NA,Purchase order

W & H ROMAC LTD,Signage - Highway,04/07/2024, £382.15 ,PO00043850,SIGN4,Purchase order

W & H ROMAC LTD,Signage - Highway,04/07/2024, £436.69 ,PO00043855,SIGN4,Purchase order

W & H ROMAC LTD,Signage - Highway,04/07/2024, £551.50 ,PO00043858,SIGN4,Purchase order

 HYDRAQUIP HOSE & HYDRAULICS,Vehicle Maintenance,05/07/2024, £317.34 ,PO00043895,VEHIC8,Purchase order

 HYDRAQUIP HOSE & HYDRAULICS,Vehicle Maintenance,05/07/2024, £419.38 ,PO00043896,VEHIC8,Purchase order

Adam & Greenwood Funeral Home,Burial & Cremation,05/07/2024," £1,564.00 ",PO00043879,CREM4,Purchase order

CHELMSFORD AUTO ELECTRIC LTD,Vehicles Parts,05/07/2024, £348.64 ,PO00043898,VEHIC7,Purchase order

COMPLETE CONSTRUCTION,Water (Utility),05/07/2024, £595.00 ,PO00043871,WATER,Purchase order

FARGRO LTD,Horticultural Chemicals,05/07/2024, £271.40 ,PO00043893,HORT1,Purchase order

GCI NETWORK SOLUTI,Telecoms,05/07/2024, £348.44 ,,DIGIT8,Direct Debit

HANDMADE BY HAN,Events,05/07/2024, £351.33 ,PO00043885,EVENTS,Purchase order

LANDSCAPE SUPPLY COMPANY,Weed Control,05/07/2024," £1,397.80 ",PO00043888,HORT3,Purchase order

New Hope Rentals,Homelessness Provision,05/07/2024, £420.00 ,PO00043873,HOMEPROV,Purchase order

PLENTY OF THYME,Catering Supplies - Food & Drink,05/07/2024, £268.50 ,PO00043883,CAT2,Purchase order

S B SKIP HIRE,Waste Disposal Services,05/07/2024, £810.00 ,PO00043874,WASTE2,Purchase order

SAFETY-KLEEN UK LTD,Recycling Services,05/07/2024, £703.74 ,PO00043875,RECYCL1,Purchase order

SELLICK PARTNERSHIP,Temporary Staff,05/07/2024," £2,240.00 ",PO00043881,HR2,Purchase order

SELLICK PARTNERSHIP,Temporary Staff,05/07/2024," £2,664.00 ",PO00043880,HR2,Purchase order

SPALDINGS (UK) LIMITED,Digital Maintenance & Support,05/07/2024, £278.00 ,PO00043870,DIGIT6,Purchase order

SPALDINGS (UK) LIMITED,Digital Maintenance & Support,05/07/2024, £340.00 ,PO00043876,DIGIT6,Purchase order

The Deli Hylands,Catering Supplies - Food & Drink,05/07/2024," £1,503.06 ",PO00043902,CAT2,Purchase order

Nicoll Merchandise Ltd,Performing Arts,06/07/2024," £2,801.77 ",PO00043905,PERFORM,Purchase order

ShowPlanr Ltd,Performing Arts,06/07/2024," £6,218.74 ",PO00043904,PERFORM,Purchase order

TIGERS TEA LTD,Performing Arts,06/07/2024," £14,879.37 ",PO00043906,PERFORM,Purchase order

TOMORROW'S TALENT THEATRE SCHOOL & AGENCY,Performing Arts,06/07/2024," £2,236.08 ",PO00043907,PERFORM,Purchase order

WATLING JCB LTD,Recycling Services,06/07/2024," £1,344.00 ",PO00043903,RECYCL1,Purchase order

APSE,Subscriptions,08/07/2024," £1,395.00 ",PO00043944,SUBS,Purchase order

ASHES INTO GLASS,Crematorium Equipment,08/07/2024, £296.88 ,PO00043933,CREM1,Purchase order

CHELMSFORD COUNCIL FOR VOLUNTARY SERVICE,Events,08/07/2024, £750.00 ,PO00043916,EVENTS,Purchase order

DORMA UK LTD,Doors,08/07/2024," £1,958.48 ",PO00043926,BUILD04,Purchase order

DOUBLE YOLK CONSULTING LTD,Consultancy,08/07/2024," £5,339.10 ",PO00043909,CONSULT,Purchase order

DUNMOW WASTE MANAGEMENT,Waste Collection Services,08/07/2024, £438.00 ,PO00043951,WASTE1,Purchase order

EAST OF ENGLAND LOCAL GOVERNMENT ASSOCIATION,Pension Funds,08/07/2024," £2,000.00 ",PO00043940,PENSION,Purchase order

EQUITA LTD,Parking Fines Collection,08/07/2024, £980.58 ,PO00043910,FINES,Purchase order

ESSEX PENSION FUND,Auditing - Accounts,08/07/2024," £1,875.00 ",PO00043939,AUDIT1,Purchase order

ESSEX SUPPLIES (UK) LTD,Cleaning Supplies,08/07/2024, £264.98 ,PO00043927,CLEAN1,Purchase order

GRAPE PASSIONS LTD,Bar Stock,08/07/2024," £3,821.00 ",,CAT2,Direct Debit

HAYS MONTROSE,Temporary Staff,08/07/2024, £480.44 ,PO00043919,HR2,Purchase order

KI SOUND & LIGHT LIMITED,Fitness Equipment,08/07/2024," £1,887.97 ",PO00043932,SPORT3,Purchase order

MANSARD ROOFING LTD,Building Repairs,08/07/2024, £683.00 ,PO00043947,BUILD07,Purchase order

MARSTON HOLDING LIMITED,Parking Fines Collection,08/07/2024," £1,870.66 ",PO00043941,FINES,Purchase order

New Generation Development Agency,Events,08/07/2024, £500.00 ,PO00043917,EVENTS,Purchase order

New Hope Rentals,Homelessness Provision,08/07/2024, £420.00 ,PO00043925,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,08/07/2024, £560.00 ,PO00043924,HOMEPROV,Purchase order

NEWLYN,Parking Fines Collection,08/07/2024," £3,113.02 ",PO00043912,FINES,Purchase order

PREMIER PLANTS UK LTD,Seeds & Plants,08/07/2024, £445.90 ,PO00043915,HORT2,Purchase order

RE-GEN,Building Repairs,08/07/2024, £264.74 ,PO00043960,BUILD07,Purchase order

SAINT BENEDICT'S LAND TRUST,Homelessness Provision,08/07/2024, £936.41 ,PO00043945,HOMEPROV,Purchase order

SELLICK PARTNERSHIP,Temporary Staff,08/07/2024," £2,590.00 ",PO00043954,HR2,Purchase order

SELLICK PARTNERSHIP,Temporary Staff,08/07/2024," £2,664.00 ",PO00043953,HR2,Purchase order

The Rent Guarantee Company Ltd,Homelessness Provision,08/07/2024," £3,710.00 ",PO00043938,HOMEPROV,Purchase order

TMP (UK) LTD,Statutory Advertising,08/07/2024, £527.90 ,PO00043952,ADVRT2,Purchase order

WILLIAM DE FERRERS SCHOOL (POOL GAS),Rent - Land / Property,08/07/2024," £22,523.18 ",PO00043966,RENT,Purchase order

6 PUMP COURT CHAMBERS,Legal Advocacy,09/07/2024, £750.00 ,PO00043997,LEGAL1,Purchase order

BOOKER LTD,Bar Stock,09/07/2024, £453.55 ,,CAT2,Direct Debit

CAMPBELL ASSOCIATES LTD,Testing Equipment,09/07/2024, £633.00 ,PO00043982,ENV3,Purchase order

CHELMSFORD AND DISTRICT JUNIOR SCHOOLS MUSICc Assoc.,Performing Arts,09/07/2024," £18,752.29 ",PO00043991,PERFORM,Purchase order

CONSTANT COOLING LTD,Building Repairs,09/07/2024, £391.15 ,PO00043999,BUILD07,Purchase order

CONSTANT COOLING LTD,Building Repairs,09/07/2024," £1,561.98 ",PO00043980,BUILD07,Purchase order

E.ON NEXT COVENTRY,HOUSING,09/07/2024, £683.13 ,,,Procurement card

Election consumables,STREET CARE AND PERFORMANCE,09/07/2024," £1,046.39 ",,,Procurement card

Electricity - Chelmsford City CouncilFLAT 384HIGH STREETCHELMSFORDCM1 1DX,PROPERTY,09/07/2024, £282.86 ,,,Procurement card

ESSEX COUNTY COUNCIL,Legal Advice,09/07/2024, £252.00 ,PO00044005,LEGAL4,Purchase order

ESSEX COUNTY COUNCIL,Legal Advice,09/07/2024," £1,387.53 ",PO00044004,LEGAL4,Purchase order

ESSEX COUNTY COUNCIL,Waste Disposal Services,09/07/2024," £54,814.50 ",PO00044012,WASTE2,Purchase order

ESSEX SUPPLIES (UK) LTD,Performing Arts,09/07/2024, £677.48 ,PO00043993,PERFORM,Purchase order

FACEBK  FXAH24YY52 FB.ME/ADS,"MARKETING, ENGAGEMENT AND EVENTS",09/07/2024, £588.39 ,,,Procurement card

FACEBK  V53YA7Y9K2 FB.ME/ADS,"MARKETING, ENGAGEMENT AND EVENTS",09/07/2024, £546.78 ,,,Procurement card

Fire pillows,BUILDING,09/07/2024, £254.06 ,,,Procurement card

Fountainfotos Ltd.,Printing & Reprographic Services - External,09/07/2024," £1,790.00 ",PO00044008,PRINT,Purchase order

gum removal equipment,STREET CARE AND PERFORMANCE,09/07/2024," £13,093.68 ",,,Procurement card

HAYS MONTROSE,Street Cleaning Services,09/07/2024," £3,232.05 ",PO00043994,CLEAN5,Purchase order

HOUSING ACTION MANAGEMENT LIMITED,Homelessness Provision,09/07/2024," £8,725.50 ",PO00043969,HOMEPROV,Purchase order

JOHN WICKS ENGINEERING,Playground Maintenance,09/07/2024," £1,990.70 ",PO00044010,PLAY2,Purchase order

LASER ELECTRICAL SERVICES LTD,Building Repairs,09/07/2024, £313.50 ,PO00043972,BUILD07,Purchase order

LOCATA (HOUSING SERVICES) LTD,Homelessness Provision,09/07/2024," £1,000.00 ",PO00044020,HOMEPROV,Purchase order

LOCATA (HOUSING SERVICES) LTD,Homelessness Provision,09/07/2024," £5,333.33 ",PO00044019,HOMEPROV,Purchase order

MOSS REAL CONSULTANCY LTD,Consultancy,09/07/2024, £325.00 ,PO00043979,CONSULT,Purchase order

New Hope Rentals,Homelessness Provision,09/07/2024, £420.00 ,PO00043970,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,09/07/2024, £420.00 ,PO00043974,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,09/07/2024, £420.00 ,PO00044016,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,09/07/2024, £420.00 ,PO00044017,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,09/07/2024, £420.00 ,PO00044018,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,09/07/2024," £4,165.00 ",PO00044032,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,09/07/2024," £4,370.00 ",PO00044021,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,09/07/2024," £4,655.00 ",PO00044023,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,09/07/2024," £4,865.00 ",PO00044026,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,09/07/2024," £4,995.00 ",PO00044030,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,09/07/2024," £5,040.00 ",PO00044024,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,09/07/2024," £5,040.00 ",PO00044031,HOMEPROV,Purchase order

