Supplier,Purpose of Spend,Date,Net Amount,Order Reference,Procurement Code,Type
AVC WISE LTD,Pension Funds,02/01/2025, £644.20 ,PO00049562,PENSION,Purchase order

E.ON NEXT COVENTRY,,02/01/2025, £634.91 ,,,Procurement card

Elm Valley Foods Ltd,Performing Arts,02/01/2025, £621.00 ,PO00049526,PERFORM,Purchase order

PARK AVENUE RECRUITMENT LIMITED,Temporary Staff,02/01/2025, £600.00 ,PO00049539,HR2,Purchase order

SR*25124 - Slido annual subscription renewal,,02/01/2025, £600.00 ,,,Procurement card

VIP SECURITY (ESSEX) LTD,Security Personnel,02/01/2025, £587.20 ,PO00049558,SECUR4,Purchase order

TRAVELODG TRAVELODGE ,,02/01/2025, £580.30 ,,,Procurement card

RICS receipt - £558,,02/01/2025, £558.00 ,,,Procurement card

 RICS Membership,,02/01/2025, £558.00 ,,,Procurement card

BOOKER LTD,Bar Stock,02/01/2025, £552.01 ,,CAT2,Diret Debit

THE FEDERATION OF BRITISH CREMATION AUTHORITIES,Burial & Cremation,02/01/2025, £550.00 ,PO00049556,CREM4,Purchase order

L G FUTURES LTD,Training / Course Fees,02/01/2025, £500.00 ,PO00049567,TRG1,Purchase order

WWW.CUTPRICEWHOLESALER EDENBRIDGE,,02/01/2025, £449.28 ,,,Procurement card

 HYDRAQUIP HOSE & HYDRAULICS,Vehicle Maintenance,02/01/2025, £432.46 ,PO00049553,VEHIC8,Purchase order

PEDDYMARK REDHILL,Micro chip training and 10x microchips,02/01/2025, £431.40 ,,,Procurement card

ROYAL MAIL DOOR TO DOO OXFORD,,02/01/2025, £409.20 ,,,Procurement card

Staff CIPFA Membership,,02/01/2025, £391.40 ,,,Procurement card

PAYPAL   35314369001,,02/01/2025, £375.00 ,,,Procurement card

DVLA VEHICLE TAX 0300 12343211,2 Months vehicle tax for parks vehicle reg. GK64JDX.,02/01/2025, £337.50 ,,,Procurement card

TRAVELODG TRAVELODGE,,02/01/2025, £329.58 ,,,Procurement card

"Temperature, humidity and pressure data logger sensor",,02/01/2025, £296.99 ,,,Procurement card

FAREWAY TAXIS,Homelessness Provision,02/01/2025, £288.00 ,PO00049528,HOMEPROV,Purchase order

VIP SECURITY (ESSEX) LTD,Temporary Staff,02/01/2025, £275.25 ,PO00049541,HR2,Purchase order

CIEH Membership,,02/01/2025, £263.00 ,,,Procurement card

SOLACE GROUP,Subscriptions,02/01/2025, £250.00 ,,SUBS,Diret Debit

NEW ERA FUELS LIMITED,Fuel,03/01/2025," £29,639.68 ",PO00049586,FUEL1,Purchase order

DIRECT TYRE MANAGEMENT LTD,Tyres & Tubes,03/01/2025," £13,155.54 ",PO00049592,VEHIC2,Purchase order

Letting International Ltd,Homelessness Provision,03/01/2025," £10,265.00 ",PO00049585,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,03/01/2025," £9,510.00 ",PO00049598,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,03/01/2025," £9,415.00 ",PO00049599,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,03/01/2025," £9,415.00 ",PO00049606,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,03/01/2025," £9,190.00 ",PO00049604,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,03/01/2025," £9,080.00 ",PO00049597,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,03/01/2025," £8,925.00 ",PO00049605,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,03/01/2025," £8,505.00 ",PO00049595,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,03/01/2025," £8,505.00 ",PO00049601,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,03/01/2025," £8,400.00 ",PO00049596,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,03/01/2025," £8,400.00 ",PO00049603,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,03/01/2025," £7,665.00 ",PO00049594,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,03/01/2025," £7,665.00 ",PO00049602,HOMEPROV,Purchase order

TWO OAKS BUILDERS AND CONTRACTORS LTD,DFGS Grant,03/01/2025," £6,000.00 ",PO00049581,DFGS,Purchase order

LASER ELECTRICAL SERVICES LTD,Property Maintenance,03/01/2025," £2,992.20 ",PO00049609,PROP3,Purchase order

CENTENNIAL PROPERTY LTD T/A RENT CONNECT,Homelessness Provision,03/01/2025," £2,216.50 ",PO00049584,HOMEPROV,Purchase order

ECLIPSE SECURITY UK LTD,Security Personnel,03/01/2025," £1,650.00 ",PO00049590,SECUR4,Purchase order

MARSTON HOLDING LIMITED,Parking Fines Collection,03/01/2025," £1,435.55 ",PO00049607,FINES,Purchase order

LAW ABSOLUTE,Temporary Staff,03/01/2025," £1,395.00 ",PO00049610,HR2,Purchase order

LAW ABSOLUTE,Temporary Staff,03/01/2025," £1,004.40 ",PO00049611,HR2,Purchase order

SANCTUS,Homelessness Provision,03/01/2025, £680.00 ,PO00049583,HOMEPROV,Purchase order

Creative Catering,Performing Arts,03/01/2025, £494.00 ,PO00049608,PERFORM,Purchase order

CRAEMER,Waste Management Equipment,06/01/2025," £11,637.50 ",PO00049643,WASTE3,Purchase order

CHELMER HOUSING PARTNERSHIP,Homelessness Provision,06/01/2025," £7,910.00 ",PO00049656,HOMEPROV,Purchase order

The Rent Guarantee Company Ltd,Homelessness Provision,06/01/2025," £7,420.00 ",PO00049654,HOMEPROV,Purchase order

WOBURN CHEMICALS,Chemicals,06/01/2025," £1,628.43 ",PO00049628,CHEM,Purchase order

PGR Timber Ltd,Playground Maintenance,06/01/2025," £1,164.60 ",PO00049650,PLAY2,Purchase order

ESSEX COUNTY COUNCIL,Legal Advice,06/01/2025, £976.41 ,PO00049639,LEGAL4,Purchase order

HAKO MACHINES LTD,Sports Equipment,06/01/2025, £821.04 ,PO00049641,SPORT2,Purchase order

A FIFIELD SERVICES,Sports Equipment,06/01/2025, £806.00 ,PO00049627,SPORT2,Purchase order

REDACTED,Performing Arts,06/01/2025, £800.00 ,PO00049629,PERFORM,Purchase order

BARRY KING TRADING AS ENHANCED SECURITY SOLUTIONS,Property Maintenance,06/01/2025, £786.00 ,PO00049624,PROP3,Purchase order

BARCHAM TREES P L C,Tree Management Services,06/01/2025, £694.00 ,PO00049647,TREE,Purchase order

ESSEX SUPPLIES (UK) LTD,Performing Arts,06/01/2025, £633.89 ,PO00049631,PERFORM,Purchase order

SB3 ELECTRICAL SERVICES LTD,"Lighting - External (street, parks..)",06/01/2025, £550.00 ,PO00049617,LIGHTS2,Purchase order

Conor Fenelon - Acorns Equine Clinic,Veterinary Services,06/01/2025, £468.00 ,PO00049652,ANIMAL3,Purchase order

PALL MALL PREMIER CARS,Vehicle Hire,06/01/2025, £433.25 ,PO00049638,VEHIC5,Purchase order

"Continental Ltd, Trading as Webnetism",Website,06/01/2025, £375.00 ,PO00049626,WEBSITE,Purchase order

TMP (UK) LTD,Statutory Advertising,06/01/2025, £353.60 ,PO00049657,ADVRT2,Purchase order

COUNTY PUMPS LTD,Vehicle Tools and Equipment,06/01/2025, £349.20 ,PO00049651,VEHIC10,Purchase order

Vintage Candyfloss,Performing Arts,06/01/2025, £337.50 ,PO00049633,PERFORM,Purchase order

REDACTED,Performing Arts,06/01/2025, £303.75 ,PO00049623,PERFORM,Purchase order

REDSTONE,Digital Maintenance & Support,06/01/2025, £303.30 ,PO00049616,DIGIT6,Purchase order

SIMPLY ACORN GROUP LTD,Tree Management Services,06/01/2025, £280.00 ,PO00049646,TREE,Purchase order

ESSEX RECLAMATION,Recycling Services,07/01/2025," £18,119.64 ",PO00049663,RECYCL1,Purchase order

GRAPE PASSIONS LTD,Bar Stock,07/01/2025," £3,752.30 ",,CAT2,Diret Debit

REDACTED,Performing Arts,07/01/2025," £3,358.31 ",PO00049659,PERFORM,Purchase order

SHELL U.K. LIMITED,Fuel,07/01/2025," £2,840.57 ",,FUEL1,Diret Debit

ASHE GREEN CIVIL ENGINEERS LTD,Maintenance,07/01/2025," £2,340.00 ",PO00049666,OSREPAIR,Purchase order

TECHNOGYM UK LTD,Software,07/01/2025," £1,755.00 ",PO00049677,LICENCE,Purchase order

FIDDES & SON LTD T/A BOWCOM,Sports Equipment,07/01/2025," £1,623.30 ",PO00049671,SPORT2,Purchase order

BOOKER LTD,Bar Stock,07/01/2025," £1,317.93 ",,CAT2,Diret Debit

Brace Digital Limited,Website,07/01/2025," £1,200.00 ",PO00049688,WEBSITE,Purchase order

White Light Ltd,Performing Arts,07/01/2025," £1,182.50 ",PO00049694,PERFORM,Purchase order

FISK FIRE MAINTENANCE LIMITED,Building Repairs,07/01/2025, £978.09 ,PO00049668,BUILD07,Purchase order

OMEGA CITYLIFTS SERVICES LTD,Building Repairs,07/01/2025, £921.87 ,PO00049669,BUILD07,Purchase order

M J FENCING LTD,Playground Maintenance,07/01/2025, £895.00 ,PO00049684,PLAY2,Purchase order

BOOKER LTD - 38548144 WELLINGBOROUG,,07/01/2025, £794.21 ,,,Procurement card

FACEBK  66H2SE8Z52 FB.ME/ADS,,07/01/2025, £709.00 ,,,Procurement card

 CAME PARKARE LIMITED,Stationary,07/01/2025, £616.50 ,PO00049692,STAT1,Purchase order

BOOKER LTD - 38548144 WELLINGBOROUG,,07/01/2025, £484.28 ,,,Procurement card

LinkedIn premium 2025,,07/01/2025, £479.88 ,,,Procurement card

BOOKER LTD - 38548144 WELLINGBOROUG,,07/01/2025, £453.91 ,,,Procurement card

Brace Digital Limited,Website,07/01/2025, £450.00 ,PO00049674,WEBSITE,Purchase order

INSCRIBE CREATIVE LTD,Website,07/01/2025, £450.00 ,PO00049689,WEBSITE,Purchase order

BOOKER LTD - 38548144 WELLINGBOROUG,,07/01/2025, £392.59 ,,,Procurement card

BLUE LINE SPORTS LTD,Digital Consumables,07/01/2025, £383.10 ,PO00049664,DIGIT2,Purchase order

OUTDOOR MEDIA AND PRINTING UK LTD,Promotional Advertising,07/01/2025, £300.00 ,PO00049662,ADVRT1,Purchase order

PLANNING JUNGLE,Subscriptions,07/01/2025, £300.00 ,PO00049675,SUBS,Purchase order

SAFETYCARE 07854215148,,07/01/2025, £300.00 ,,,Procurement card

VIP SECURITY (ESSEX) LTD,Temporary Staff,07/01/2025, £275.25 ,PO00049681,HR2,Purchase order

FACEBK  B3HY4JY9K2 FB.ME/ADS,,07/01/2025, £260.12 ,,,Procurement card

NORWELL LAPLEY PRODUCTIONS LTD,Performing Arts,08/01/2025," £38,101.20 ",PO00049714,PERFORM,Purchase order

GERALD EVE LLP,Consultancy,08/01/2025," £16,500.00 ",PO00049754,CONSULT,Purchase order

Stef & Philips Ltd,Homelessness Provision,08/01/2025," £10,250.50 ",PO00049746,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,08/01/2025," £8,400.00 ",PO00049744,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,08/01/2025," £8,340.00 ",PO00049745,HOMEPROV,Purchase order

COGNIV8 LTD,Consultancy,08/01/2025," £5,680.00 ",PO00049712,CONSULT,Purchase order

The Lockfather limited,Building Repairs,08/01/2025," £2,353.36 ",PO00049709,BUILD07,Purchase order

W & H ROMAC LTD,Signage - Highway,08/01/2025," £2,241.14 ",PO00049722,SIGN4,Purchase order

LAMPWICK CARE LIMITED,Homelessness Provision,08/01/2025," £2,071.79 ",PO00049699,HOMEPROV,Purchase order

MARSTON HOLDING LIMITED,Parking Fines Collection,08/01/2025," £1,659.81 ",PO00049717,FINES,Purchase order

LOOKERS FORD CHELMSFORD,Vehicle Maintenance,08/01/2025," £1,502.09 ",PO00049724,VEHIC8,Purchase order

CIPFA,Cloud Services,08/01/2025," £1,454.77 ",PO00049720,DIGIT3,Purchase order

COMP VOUCHER SERV,Subscriptions,08/01/2025," £1,321.53 ",,SUBS,Diret Debit

NEWLYN,Parking Fines Collection,08/01/2025," £1,302.29 ",PO00049719,FINES,Purchase order

W & H ROMAC LTD,Signage - Highway,08/01/2025," £1,055.59 ",PO00049710,SIGN4,Purchase order

LOOKERS FORD CHELMSFORD,Vehicle Maintenance,08/01/2025," £1,025.98 ",PO00049723,VEHIC8,Purchase order

7 2 7 TRUCK & VAN PARTS SPECIALIST,Vehicles Parts,08/01/2025," £1,025.03 ",PO00049731,VEHIC7,Purchase order

MALLARD CONSULTANCY LIMITED,Subscriptions,08/01/2025, £999.00 ,PO00049753,SUBS,Purchase order

IKON TRAINING,Training / Course Fees,08/01/2025, £995.00 ,PO00049749,TRG1,Purchase order

Trafalgar Releasing Limited,Performing Arts,08/01/2025, £963.88 ,PO00049750,PERFORM,Purchase order

THE INDUSTRIAL MAINTENANCE GROUP LIMITED,Cleaning Supplies,08/01/2025, £764.40 ,PO00049751,CLEAN1,Purchase order

EQUITA LTD,Parking Fines Collection,08/01/2025, £599.95 ,PO00049718,FINES,Purchase order

ESSEX SUPPLIES (UK) LTD,Car Park Maintenance,08/01/2025, £588.23 ,PO00049738,CPARK1,Purchase order

Chelmsford Accident Repair Specialists Ltd T/A Fix Auto,Vehicles Parts,08/01/2025, £583.98 ,PO00049728,VEHIC7,Purchase order

ESSEX COUNTY COUNCIL,Recruitment Services,08/01/2025, £460.00 ,PO00049697,HR1,Purchase order

DENNIS EAGLE LTD,Vehicles Parts,08/01/2025, £414.80 ,PO00049704,VEHIC7,Purchase order

7 2 7 TRUCK & VAN PARTS SPECIALIST,Vehicles Parts,08/01/2025, £389.22 ,PO00049732,VEHIC7,Purchase order

7 2 7 TRUCK & VAN PARTS SPECIALIST,Vehicles Parts,08/01/2025, £371.92 ,PO00049730,VEHIC7,Purchase order

CHELMSFORD AUTO ELECTRIC LTD,Vehicles Parts,08/01/2025, £368.18 ,PO00049703,VEHIC7,Purchase order

DOJOUK,Banking,08/01/2025, £355.64 ,,FIN2,Diret Debit

NCC Mechanical Services Ltd,Property Management,08/01/2025, £340.00 ,PO00049707,PROP4,Purchase order

DENNIS EAGLE LTD,Vehicles Parts,08/01/2025, £330.88 ,PO00049705,VEHIC7,Purchase order

DOJOUK,Banking,08/01/2025, £320.65 ,,FIN2,Diret Debit

Clemas & Co Ltd,Cleaning Services - External,08/01/2025, £299.00 ,PO00049748,CLEAN2,Purchase order

A E SIMMONS LTD,Printing & Reprographic Services - External,08/01/2025, £258.00 ,PO00049741,PRINT,Purchase order

Still Hungry Ltd,Performing Arts,09/01/2025," £11,326.88 ",PO00049790,PERFORM,Purchase order

AEG Presents Ltd,Performing Arts,09/01/2025," £10,094.30 ",PO00049795,PERFORM,Purchase order

Nickolds Property Management,Homelessness Provision,09/01/2025," £9,415.00 ",PO00049791,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,09/01/2025," £8,560.00 ",PO00049793,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,09/01/2025," £8,505.00 ",PO00049782,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,09/01/2025," £8,400.00 ",PO00049781,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,09/01/2025," £8,400.00 ",PO00049786,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,09/01/2025," £7,665.00 ",PO00049783,HOMEPROV,Purchase order

1SPATIAL GROUP LTD,Software,09/01/2025," £2,140.00 ",PO00049789,DIGIT7,Purchase order

PARK AVENUE RECRUITMENT LIMITED,Temporary Staff,09/01/2025," £1,475.00 ",PO00049757,HR2,Purchase order

FAREWAY TAXIS,Homelessness Provision,09/01/2025," £1,065.00 ",PO00049780,HOMEPROV,Purchase order

NATIVE PROMOTIONS,Uniforms & Workwear (not PPE),09/01/2025," £1,020.40 ",PO00049758,UNIFORM,Purchase order

Mail Solutions Group trading as Kalamazoo Direct,Performing Arts,09/01/2025, £995.00 ,PO00049764,PERFORM,Purchase order

M J FENCING LTD,Playground Maintenance,09/01/2025, £885.00 ,PO00049759,PLAY2,Purchase order

REDACTED,Performing Arts,09/01/2025, £550.00 ,PO00049765,PERFORM,Purchase order

Elm Valley Foods Ltd,Performing Arts,09/01/2025, £484.38 ,PO00049766,PERFORM,Purchase order

M J FENCING LTD,Waste Collection Services,09/01/2025, £410.00 ,PO00049792,WASTE1,Purchase order

ESSEX SUPPLIES (UK) LTD,Cleaning Supplies,09/01/2025, £348.52 ,PO00049788,CLEAN1,Purchase order

ASHE GREEN CIVIL ENGINEERS LTD,Maintenance,09/01/2025, £300.00 ,PO00049784,OSREPAIR,Purchase order

CHELMER HOUSING PARTNERSHIP,Homelessness Provision,10/01/2025," £62,379.42 ",PO00049831,HOMEPROV,Purchase order

CHELMER HOUSING PARTNERSHIP,Homelessness Provision,10/01/2025," £32,289.60 ",PO00049798,HOMEPROV,Purchase order

Jamie Cook t/a JC Building Services & Adaptions,DFGS Grant,10/01/2025," £12,940.75 ",PO00049838,DFGS,Purchase order

BARCLAYCARD,Banking,10/01/2025," £12,199.76 ",,FIN2,Diret Debit

SPECIALIST BATHROOMS & PROPERTY SERVICES LIMITED,DFGS Grant,10/01/2025," £6,070.00 ",PO00049816,DFGS,Purchase order

REDACTED,Design,10/01/2025," £2,750.00 ",PO00049823,ADVRT3,Purchase order

GB ADAPTATIONS,DFGS Grant,10/01/2025," £2,503.50 ",PO00049840,DFGS,Purchase order

Stephen Gray t/a Racking UK,Vehicle Tools and Equipment,10/01/2025," £1,275.00 ",PO00049810,VEHIC10,Purchase order

DOUBLE YOLK CONSULTING LTD,Consultancy,10/01/2025," £1,200.00 ",PO00049822,CONSULT,Purchase order

THE BRILLIANT BRANDING COMPANY LTD,Promotional Advertising,10/01/2025, £852.50 ,PO00049813,ADVRT1,Purchase order

TMP (UK) LTD,Statutory Advertising,10/01/2025, £804.65 ,PO00049824,ADVRT2,Purchase order

J P LENNARD LTD,Sports Equipment,10/01/2025, £723.30 ,PO00049815,SPORT2,Purchase order

TERBERG MATECK UK LTD,Vehicle Maintenance,10/01/2025, £697.31 ,PO00049807,VEHIC8,Purchase order

Chelmsford Accident Repair Specialists Ltd T/A Fix Auto,Vehicle Maintenance,10/01/2025, £417.28 ,PO00049825,VEHIC8,Purchase order

DG ACCESSIBLE DESIGNS LTD,DFGS Grant,10/01/2025, £363.50 ,PO00049839,DFGS,Purchase order

TERBERG MATECK UK LTD,Vehicle Maintenance,10/01/2025, £291.49 ,PO00049809,VEHIC8,Purchase order

NPOWER,Utilities Gas,13/01/2025," £17,797.60 ",,GAS,Diret Debit

New Hope Rentals,Homelessness Provision,13/01/2025," £9,120.00 ",PO00049891,HOMEPROV,Purchase order

Brace Digital Limited,Website,13/01/2025," £6,075.00 ",PO00049859,WEBSITE,Purchase order

CLUDO UK LUTD,Website,13/01/2025," £5,463.00 ",PO00049842,WEBSITE,Purchase order

NPOWER,Utilities Gas,13/01/2025," £4,996.14 ",,GAS,Diret Debit

The Rent Guarantee Company Ltd,Homelessness Provision,13/01/2025," £3,710.00 ",PO00049864,HOMEPROV,Purchase order

BARCLAYCARD,Banking,13/01/2025," £3,388.80 ",,FIN2,Diret Debit

CHAMPION SERVICES GROUP,Cleaning Services - External,13/01/2025," £3,055.00 ",PO00049876,CLEAN2,Purchase order

Knight Kavanagh & Page Ltd,Consultancy,13/01/2025," £2,954.75 ",PO00049871,CONSULT,Purchase order

SIGNWAY SUPPLIES,Signage - Highway,13/01/2025," £2,933.00 ",PO00049850,SIGN4,Purchase order

BIRKETTS LLP,Property Management,13/01/2025," £2,715.00 ",PO00049886,PROP4,Purchase order

G & B FINCH SOILS,Playground Maintenance,13/01/2025," £2,635.00 ",PO00049878,PLAY2,Purchase order

ORCHARD STREET FURNITURE,Maintenance,13/01/2025," £1,408.00 ",PO00049868,OSREPAIR,Purchase order

Brace Digital Limited,Website,13/01/2025," £1,200.00 ",PO00049860,WEBSITE,Purchase order

SIGNWAY SUPPLIES,Signage - Highway,13/01/2025," £1,122.85 ",PO00049849,SIGN4,Purchase order

RELAY LTD,Water (Utility),13/01/2025, £989.00 ,PO00049877,WATER,Purchase order

HAYS MONTROSE,Temporary Staff,13/01/2025, £714.84 ,PO00049887,HR2,Purchase order

PGR Timber Ltd,Building Materials,13/01/2025, £364.06 ,PO00049862,MAT,Purchase order

OPTIMUM OILS LTD,Vehicles Parts,13/01/2025, £357.00 ,PO00049856,VEHIC7,Purchase order

TERBERG MATECK UK LTD,Vehicle Maintenance,13/01/2025, £283.25 ,PO00049880,VEHIC8,Purchase order

VIP SECURITY (ESSEX) LTD,Temporary Staff,13/01/2025, £275.25 ,PO00049870,HR2,Purchase order

TMP (UK) LTD,Statutory Advertising,13/01/2025, £267.95 ,PO00049888,ADVRT2,Purchase order

Radio City Beer Works Limited,Performing Arts,13/01/2025, £252.00 ,PO00049863,PERFORM,Purchase order

Nickolds Property Management,Homelessness Provision,14/01/2025," £44,300.00 ",PO00049951,HOMEPROV,Purchase order

NEW ERA FUELS LIMITED,Fuel,14/01/2025," £29,651.03 ",PO00049963,FUEL1,Purchase order

HAYS MONTROSE,Temporary Staff,14/01/2025," £22,939.33 ",PO00049938,HR2,Purchase order

CHAMPION SERVICES GROUP,Cleaning Services - External,14/01/2025," £8,435.92 ",PO00049916,CLEAN2,Purchase order

Nasstar,Cloud Services,14/01/2025," £8,343.97 ",PO00049892,DIGIT3,Purchase order

CIPFA,Software,14/01/2025," £3,182.70 ",PO00049936,DIGIT7,Purchase order

RIVERSIDE TRUCK RENTAL LTD,Recycling Services,14/01/2025," £2,990.00 ",PO00049964,RECYCL1,Purchase order

JACOBS CERTIFICATED BAILIFFS,Debt Collection & Recovery,14/01/2025," £2,637.31 ",PO00049935,DEBT,Purchase order

DENNIS EAGLE LTD,Vehicles Parts,14/01/2025," £2,595.17 ",PO00049899,VEHIC7,Purchase order

CHAMPION SERVICES GROUP,Cleaning Services - External,14/01/2025," £2,450.00 ",PO00049917,CLEAN2,Purchase order

CIPFA,Training / Course Fees,14/01/2025," £2,146.75 ",PO00049895,TRG1,Purchase order

LAMPWICK CARE LIMITED,Homelessness Provision,14/01/2025," £2,071.79 ",PO00049913,HOMEPROV,Purchase order

HOT BOX LIVE CIC,Events,14/01/2025," £2,000.00 ",PO00049924,EVENTS,Purchase order

BOOKER LTD,Bar Stock,14/01/2025," £1,740.52 ",,CAT2,Diret Debit

ORIGIN AMENITY SOLUTIONS,Horticultural Chemicals,14/01/2025," £1,415.90 ",PO00049953,HORT1,Purchase order

Corrie McGuire Management Ltd,Performing Arts,14/01/2025," £1,405.50 ",PO00049908,PERFORM,Purchase order

D LINE MARKINGS LTD,Signage - Highway,14/01/2025," £1,334.64 ",PO00049952,SIGN4,Purchase order

DENNIS EAGLE LTD,Vehicles Parts,14/01/2025," £1,276.11 ",PO00049966,VEHIC7,Purchase order

OASIS HOTEL HARLOW LTD,Homelessness Provision,14/01/2025," £1,237.50 ",PO00049912,HOMEPROV,Purchase order

HBINFO LTD,Subscriptions,14/01/2025, £936.00 ,PO00049942,SUBS,Purchase order

RENTOKIL INITIAL SERVICES T/A INITIAL WASHROOMS,Cleaning Services - External,14/01/2025, £834.80 ,PO00049931,CLEAN2,Purchase order

PLENTY OF THYME,Catering Supplies - Food & Drink,14/01/2025, £798.00 ,PO00049923,CAT2,Purchase order

REDACTED,Temporary Staff,14/01/2025, £786.50 ,PO00049926,HR2,Purchase order

M J FENCING LTD,Playground Maintenance,14/01/2025, £755.00 ,PO00049894,PLAY2,Purchase order

PALL MALL PREMIER CARS,Vehicle Hire,14/01/2025, £724.50 ,PO00049948,VEHIC5,Purchase order

COLLINGWOOD PRIMARY SCHOOL,Election Services,14/01/2025, £650.04 ,PO00049946,LEGAL2,Purchase order

SIGNWAY SUPPLIES,Signage - Highway,14/01/2025, £589.80 ,PO00049897,SIGN4,Purchase order

CCS MEDIA LTD,Digital Consumables,14/01/2025, £556.05 ,PO00049893,DIGIT2,Purchase order

DENNIS EAGLE LTD,Vehicles Parts,14/01/2025, £553.70 ,PO00049970,VEHIC7,Purchase order

