Supplier,Purpose of Spend,Date,Net Amount,Order Reference,Procurement Code,Type
FISK FIRE MAINTENANCE LIMITED,Building Repairs,01/11/2024, £262.60 ,PO00047727,BUILD07,Purchase order

EASY MOBILITY SERVICES,Vehicle Maintenance,01/11/2024, £389.90 ,PO00047728,VEHIC8,Purchase order

Letting International Ltd,Homelessness Provision,01/11/2024," £13,200.00 ",PO00047729,HOMEPROV,Purchase order

SELLICK PARTNERSHIP,Temporary Staff,01/11/2024," £2,664.00 ",PO00047730,HR2,Purchase order

SELLICK PARTNERSHIP,Temporary Staff,01/11/2024," £2,590.00 ",PO00047731,HR2,Purchase order

University Games UK Ltd,Museums & Galleries,02/11/2024, £374.95 ,PO00047732,MUSEUM,Purchase order

REDACTED,Performing Arts,02/11/2024, £250.00 ,PO00047734,PERFORM,Purchase order

The Craft Drinks Company,Performing Arts,02/11/2024, £500.00 ,PO00047735,PERFORM,Purchase order

WOBURN CHEMICALS,Chemicals,04/11/2024," £1,688.60 ",PO00047736,CHEM,Purchase order

New Hope Rentals,Homelessness Provision,04/11/2024, £420.00 ,PO00047739,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,04/11/2024, £420.00 ,PO00047740,HOMEPROV,Purchase order

HAYS MONTROSE,Temporary Staff,04/11/2024, £569.94 ,PO00047741,HR2,Purchase order

ASHGROVE TRADING,Printing & Reprographic Services - External,04/11/2024, £337.60 ,PO00047751,PRINT,Purchase order

FRANCIS TAYLOR BUILDING,Consultancy,04/11/2024," £22,850.00 ",PO00047754,CONSULT,Purchase order

D T TRUCKS LIMITED,Vehicles Parts,04/11/2024, £377.58 ,PO00047756,VEHIC7,Purchase order

The Rent Guarantee Company Ltd,Homelessness Provision,04/11/2024," £3,710.00 ",PO00047757,HOMEPROV,Purchase order

S B SKIP HIRE,Waste Disposal Services,04/11/2024, £810.00 ,PO00047758,WASTE2,Purchase order

Makeup by Taylor,Performing Arts,04/11/2024, £500.00 ,PO00047760,PERFORM,Purchase order

ShowPlanr Ltd,Performing Arts,04/11/2024," £7,205.70 ",PO00047764,PERFORM,Purchase order

LAMPWICK CARE LIMITED,Homelessness Provision,04/11/2024," £1,189.80 ",PO00047768,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,04/11/2024, £420.00 ,PO00047769,HOMEPROV,Purchase order

JACOBS CERTIFICATED BAILIFFS,Debt Collection & Recovery,04/11/2024," £1,702.41 ",PO00047770,DEBT,Purchase order

New Hope Rentals,Homelessness Provision,04/11/2024, £560.00 ,PO00047772,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,04/11/2024, £420.00 ,PO00047773,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,04/11/2024, £420.00 ,PO00047774,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,04/11/2024, £420.00 ,PO00047775,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,04/11/2024, £420.00 ,PO00047776,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,04/11/2024, £420.00 ,PO00047777,HOMEPROV,Purchase order

PALL MALL PREMIER CARS,Vehicle Hire,04/11/2024, £507.50 ,PO00047778,VEHIC5,Purchase order

COMPLETE CONSTRUCTION,Plumbing Services,04/11/2024, £495.00 ,PO00047779,PLUMB,Purchase order

PROPERTY STOP,Homelessness Provision,04/11/2024," £28,680.00 ",PO00047780,HOMEPROV,Purchase order

PROPERTY STOP,Homelessness Provision,04/11/2024," £28,820.00 ",PO00047781,HOMEPROV,Purchase order

CENTENNIAL PROPERTY LTD T/A RENT CONNECT,Homelessness Provision,04/11/2024," £5,323.90 ",PO00047782,HOMEPROV,Purchase order

VIVEDIA LTD,Crematorium Equipment,04/11/2024," £4,551.00 ",PO00047785,CREM1,Purchase order

Apollo Theatre Company Ltd.,Performing Arts,04/11/2024," £1,309.96 ",PO00047786,PERFORM,Purchase order

PBJ Management,Performing Arts,04/11/2024, £687.05 ,PO00047787,PERFORM,Purchase order

A Way With Media Productions Ltd,Performing Arts,04/11/2024," £11,809.67 ",PO00047788,PERFORM,Purchase order

Talented Artists Ltd,Performing Arts,04/11/2024," £7,110.49 ",PO00047789,PERFORM,Purchase order

Craig Whymark (Fanny Galore),Performing Arts,04/11/2024, £350.00 ,PO00047790,PERFORM,Purchase order

Phil McIntyre Live Ltd,Performing Arts,04/11/2024," £5,919.09 ",PO00047791,PERFORM,Purchase order

HOUSING ACTION MANAGEMENT LIMITED,Homelessness Provision,05/11/2024," £8,874.50 ",PO00047792,HOMEPROV,Purchase order

LAMPWICK CARE LIMITED,Homelessness Provision,05/11/2024," £1,665.72 ",PO00047793,HOMEPROV,Purchase order

LAMPWICK CARE LIMITED,Homelessness Provision,05/11/2024, £678.93 ,PO00047794,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,05/11/2024, £420.00 ,PO00047795,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,05/11/2024, £420.00 ,PO00047796,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,05/11/2024, £420.00 ,PO00047797,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,05/11/2024, £420.00 ,PO00047798,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,05/11/2024, £420.00 ,PO00047799,HOMEPROV,Purchase order

MOBILITY SOLUTIONS (SOUTH) LIMITED,DFGS Grant,05/11/2024," £5,000.00 ",PO00047802,DFGS,Purchase order

THE BRITISH MUSEUM GREAT COURT LIMITED TREASURE ACCOUNT,Museums & Galleries,05/11/2024, £350.00 ,PO00047803,MUSEUM,Purchase order

NEW ERA FUELS LIMITED,Fuel,05/11/2024," £27,170.83 ",PO00047804,FUEL1,Purchase order

Forbes Group Ltd,Catering Supplies - Kichenware,05/11/2024, £778.19 ,PO00047805,CAT3,Purchase order

PLENTY OF THYME,Catering Supplies - Food & Drink,05/11/2024, £389.50 ,PO00047806,CAT2,Purchase order

VIP SECURITY (ESSEX) LTD,Security - Equipment,05/11/2024," £1,811.17 ",PO00047807,SECUR3,Purchase order

CHAMPION SERVICES GROUP,Cleaning Services - External,05/11/2024," £1,536.04 ",PO00047808,CLEAN2,Purchase order

TMP (UK) LTD,Statutory Advertising,05/11/2024, £266.45 ,PO00047809,ADVRT2,Purchase order

ESSEX RECLAMATION,Recycling Services,05/11/2024," £22,361.22 ",PO00047810,RECYCL1,Purchase order

BADDOW ROAD SUPPLIES LTD,PPE Safety Footwear,05/11/2024, £653.65 ,PO00047812,PPE2,Purchase order

THE BIG WORD GROUP (LEEDS),Homelessness Provision,05/11/2024, £439.94 ,PO00047813,HOMEPROV,Purchase order

Easy Weddings Ltd,Events,05/11/2024, £675.00 ,PO00047814,EVENTS,Purchase order

SAFETY-KLEEN UK LTD,Recycling Services,05/11/2024, £703.74 ,PO00047815,RECYCL1,Purchase order

DELTA COMPUTER SERVICES,Software,05/11/2024, £900.00 ,PO00047816,DIGIT7,Purchase order

PAYGATE SOLUTIONS  LTD,Software,05/11/2024," £13,047.85 ",PO00047817,DIGIT7,Purchase order

ESRI (UK) LTD,Software,05/11/2024," £42,769.00 ",PO00047818,DIGIT7,Purchase order

HYDRAHOSE SERVICE LTD,Vehicles Parts,05/11/2024, £359.20 ,PO00047819,VEHIC7,Purchase order

SPALDINGS (UK) LIMITED,Digital Maintenance & Support,05/11/2024," £1,205.28 ",PO00047822,DIGIT6,Purchase order

LIVE NATION (MUSIC) UK LTD,Performing Arts,05/11/2024," £3,199.70 ",PO00047823,PERFORM,Purchase order

SPALDINGS (UK) LIMITED,Digital Maintenance & Support,05/11/2024, £487.35 ,PO00047824,DIGIT6,Purchase order

THE WINDOW COMPANY (CONTRACTS) lTD,Building Repairs,05/11/2024," £2,300.00 ",PO00047829,BUILD07,Purchase order

CHELMSFORD LOCK AND SAFE CO,Building Repairs,05/11/2024," £1,800.00 ",PO00047830,BUILD07,Purchase order

MOSS REAL CONSULTANCY LTD,Consultancy,05/11/2024, £600.00 ,PO00047831,CONSULT,Purchase order

CHAMPION SERVICES GROUP,Cleaning Services - External,05/11/2024," £10,970.08 ",PO00047834,CLEAN2,Purchase order

Drum and acoustic screens,,05/11/2024, £958.00 ,,,Procurement card

TRAVELODG TRAVELODGE,,05/11/2024, £776.96 ,,,Procurement card

TRAVELODG TRAVELODGE,,05/11/2024, £763.66 ,,,Procurement card

WWW.JOEANDSEPHS.CO.UK WATFORD,,05/11/2024, £681.27 ,,,Procurement card

TRAVELODG TRAVELODGE,,05/11/2024, £473.98 ,,,Procurement card

TRAVELODG TRAVELODGE,,05/11/2024, £413.18 ,,,Procurement card

SRA BIRMINGHAM,PRACTISING CERTIFICATE ANNUAL FEE FOR A SOLICITOR,05/11/2024, £397.00 ,,,Procurement card

Striketube Pro XL,,05/11/2024, £359.10 ,,,Procurement card

AMZNMKTPLACE TR65Z9AK4 AMAZON.CO.UK,Paper Folding machine,05/11/2024, £350.00 ,,,Procurement card

Summons costs for November 2024 hearing,,05/11/2024, £279.00 ,,,Procurement card

New Hope Rentals,Homelessness Provision,06/11/2024, £420.00 ,PO00047835,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,06/11/2024, £420.00 ,PO00047836,HOMEPROV,Purchase order

Easy Weddings Ltd,Events,06/11/2024, £808.33 ,PO00047840,EVENTS,Purchase order

TRAVELERS INSURANCE COMPANY LTD,Insurance,06/11/2024," £2,500.00 ",PO00047842,INSURE,Purchase order

ARTS MARKETING ASSOCIATION,Subscriptions,06/11/2024, £450.00 ,PO00047845,SUBS,Purchase order

VIP SECURITY (ESSEX) LTD,Temporary Staff,06/11/2024, £275.25 ,PO00047848,HR2,Purchase order

Stef & Philips Ltd,Homelessness Provision,06/11/2024," £7,079.50 ",PO00047851,HOMEPROV,Purchase order

ESSEX COUNTY COUNCIL,Legal Advice,06/11/2024, £490.00 ,PO00047854,LEGAL4,Purchase order

AUTO JET,Vehicle Maintenance,06/11/2024," £1,795.00 ",PO00047855,VEHIC8,Purchase order

AUTO JET,Vehicle Maintenance,06/11/2024," £1,460.00 ",PO00047856,VEHIC8,Purchase order

Nickolds Property Management,Homelessness Provision,06/11/2024," £4,605.00 ",PO00047857,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,06/11/2024," £5,145.00 ",PO00047858,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,06/11/2024," £4,655.00 ",PO00047859,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,06/11/2024," £4,340.00 ",PO00047860,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,06/11/2024," £4,900.00 ",PO00047861,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,06/11/2024," £4,800.00 ",PO00047862,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,06/11/2024," £5,495.00 ",PO00047863,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,06/11/2024," £5,080.00 ",PO00047864,HOMEPROV,Purchase order

AUTO JET,Vehicle Maintenance,06/11/2024," £1,185.00 ",PO00047865,VEHIC8,Purchase order

Nickolds Property Management,Homelessness Provision,06/11/2024," £5,155.00 ",PO00047866,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,06/11/2024," £5,355.00 ",PO00047867,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,06/11/2024," £4,760.00 ",PO00047868,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,06/11/2024," £5,095.00 ",PO00047869,HOMEPROV,Purchase order

BRENTWOOD COMMUNICATIONS LTD,Subscriptions,06/11/2024," £1,008.00 ",PO00047871,SUBS,Purchase order

CREATE CONSULTING ENGINEERS LTD,Property Management,06/11/2024," £1,250.00 ",PO00047872,PROP4,Purchase order

Nickolds Property Management,Homelessness Provision,06/11/2024," £35,300.00 ",PO00047876,HOMEPROV,Purchase order

The Lockfather limited,Building Repairs,06/11/2024, £700.00 ,PO00047877,BUILD07,Purchase order

PLENTY OF THYME,Catering Supplies - Food & Drink,06/11/2024, £717.50 ,PO00047878,CAT2,Purchase order

PRETTYS,Legal Advice,06/11/2024, £322.00 ,PO00047880,LEGAL4,Purchase order

HARRIS TRUCK & VAN LTD,Vehicles Parts,06/11/2024, £487.70 ,PO00047882,VEHIC7,Purchase order

EASY MOBILITY SERVICES,Testing & Inspection Services,06/11/2024, £799.00 ,PO00047883,ENV4,Purchase order

HARRIS TRUCK & VAN LTD,Vehicle Maintenance,06/11/2024, £432.00 ,PO00047884,VEHIC8,Purchase order

HARRIS TRUCK & VAN LTD,Vehicles Parts,06/11/2024, £444.36 ,PO00047885,VEHIC7,Purchase order

ANDERSON AND CO TARMACADAM,Waste Collection Services,06/11/2024, £595.00 ,PO00047887,WASTE1,Purchase order

AQUAID (ESSEX),Crematorium Equipment,06/11/2024, £420.00 ,PO00047890,CREM1,Purchase order

CHELMSFORD SAFETY SUPPLIES,Traffic,06/11/2024, £565.98 ,PO00047891,TRAFF5,Purchase order

PROATHLETICS LTD,Sports Equipment,07/11/2024, £681.75 ,PO00047895,SPORT2,Purchase order

MARES S P A,Sports Equipment,07/11/2024, £460.00 ,PO00047896,SPORT2,Purchase order

New Hope Rentals,Homelessness Provision,07/11/2024, £420.00 ,PO00047898,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,07/11/2024, £420.00 ,PO00047899,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,07/11/2024, £420.00 ,PO00047900,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,07/11/2024, £420.00 ,PO00047901,HOMEPROV,Purchase order

WILLIAM DE FERRERS SCHOOL (POOL GAS),Digital Maintenance & Support,07/11/2024, £879.67 ,PO00047904,DIGIT6,Purchase order

WILLIAM DE FERRERS SCHOOL (POOL GAS),Rent - Land / Property,07/11/2024," £24,099.80 ",PO00047905,RENT,Purchase order

S J MARSHALLL LTD T/A SPOTLIGHT SOUND,Events,07/11/2024," £1,610.00 ",PO00047906,EVENTS,Purchase order

KOMPAN LTD,Playground Equipment,07/11/2024," £42,000.00 ",PO00047908,PLAY1,Purchase order

MGC BESPOKE UK LIMITED,Building Repairs,07/11/2024," £3,258.00 ",PO00047909,BUILD07,Purchase order

CRAEMER,Recycling Services,07/11/2024," £3,240.00 ",PO00047910,RECYCL1,Purchase order

DIRECT TYRE MANAGEMENT LTD,Tyres & Tubes,07/11/2024," £13,155.54 ",PO00047911,VEHIC2,Purchase order

ESSEX COUNTY COUNCIL,Waste Disposal Services,07/11/2024," £54,529.08 ",PO00047912,WASTE2,Purchase order

DIAL A JET DRAINAGE LTD,Sports Pitches,07/11/2024, £264.00 ,PO00047913,SPORT1,Purchase order

DIAL A JET DRAINAGE LTD,Landscape Works,07/11/2024," £1,980.00 ",PO00047916,LANDSCPE,Purchase order

HSO Enterprise Solutions Limited,Consultancy,07/11/2024," £7,500.00 ",PO00047918,CONSULT,Purchase order

EDF ENERGY,Electricity (Utility),07/11/2024, £267.82 ,PO00047919,ELEC,Purchase order

WOBURN CHEMICALS,Chemicals,07/11/2024, £765.00 ,PO00047920,CHEM,Purchase order

ATH TRAINING GROUP LTD,Training / Course Fees,07/11/2024, £880.00 ,PO00047921,TRG1,Purchase order

ATH TRAINING GROUP LTD,Training / Course Fees,07/11/2024, £595.00 ,PO00047922,TRG1,Purchase order

CHAMPION SERVICES GROUP,Cleaning Services - External,07/11/2024," £2,780.00 ",PO00047924,CLEAN2,Purchase order

Royal Town Planning Institute,Training / Course Fees,07/11/2024," £3,680.00 ",PO00047925,TRG1,Purchase order

M J FENCING LTD,Digital Maintenance & Support,07/11/2024, £450.00 ,PO00047929,DIGIT6,Purchase order

DOLPHIN LEISURE UK LTD,Sports Equipment,07/11/2024, £892.54 ,PO00047930,SPORT2,Purchase order

ILYRIAN CONSTRUCTION,DFGS Grant,07/11/2024," £19,400.52 ",PO00047937,DFGS,Purchase order

GB ADAPTATIONS,DFGS Grant,07/11/2024," £4,271.00 ",PO00047938,DFGS,Purchase order

A Way With Media Productions Ltd,Performing Arts,07/11/2024," £2,138.24 ",PO00047939,PERFORM,Purchase order

Hutchinsons,Consultancy,08/11/2024," £11,280.70 ",PO00047941,CONSULT,Purchase order

MARSTON HOLDING LIMITED,Parking Fines Collection,08/11/2024," £1,786.73 ",PO00047942,FINES,Purchase order

DENTONS UK AND MIDDLE EAST LLP,Consultancy,08/11/2024," £3,456.00 ",PO00047943,CONSULT,Purchase order

P TUCKWELL LTD,Vehicles - Industrial,08/11/2024," £2,874.03 ",PO00047944,VEHIC4,Purchase order

REDACTED,Training / Course Fees,08/11/2024, £900.00 ,PO00047945,TRG1,Purchase order

SELLICK PARTNERSHIP,Temporary Staff,08/11/2024," £2,590.00 ",PO00047947,HR2,Purchase order

SELLICK PARTNERSHIP,Temporary Staff,08/11/2024," £2,664.00 ",PO00047948,HR2,Purchase order

MGC BESPOKE UK LIMITED,Building Repairs,08/11/2024, £352.19 ,PO00047950,BUILD07,Purchase order

GBN PRIMO LIMITED,Furniture - Office,08/11/2024, £697.00 ,PO00047951,FURN2,Purchase order

ESSEX SUPPLIES (UK) LTD,Waste Disposal Services,08/11/2024," £4,937.50 ",PO00047953,WASTE2,Purchase order

BADDOW ROAD SUPPLIES LTD,PPE Safety Footwear,08/11/2024, £653.80 ,PO00047954,PPE2,Purchase order

PGR Timber Ltd,Building Materials,08/11/2024," £1,239.41 ",PO00047955,MAT,Purchase order

BADDOW ROAD SUPPLIES LTD,Uniforms & Workwear (not PPE),08/11/2024, £397.20 ,PO00047956,UNIFORM,Purchase order

Mark Thompson Productions Limited,Performing Arts,08/11/2024," £4,385.32 ",PO00047960,PERFORM,Purchase order

CONSTANT COOLING LTD,Building Repairs,08/11/2024," £1,425.00 ",PO00047961,BUILD07,Purchase order

Mark Thompson Productions Limited,Performing Arts,08/11/2024," £5,348.66 ",PO00047964,PERFORM,Purchase order

ShowPlanr Ltd,Performing Arts,08/11/2024," £8,354.93 ",PO00047965,PERFORM,Purchase order

CIA Fire & Security Limited,Sports Equipment,08/11/2024," £6,650.00 ",PO00047968,SPORT2,Purchase order

BALM & DAVIES LTD,Building Repairs,08/11/2024, £351.92 ,PO00047971,BUILD07,Purchase order

Joe Show Ltd,Performing Arts,08/11/2024," £9,323.74 ",PO00047972,PERFORM,Purchase order

UK PRODUCTIONS,Performing Arts,08/11/2024," £7,092.00 ",PO00047973,PERFORM,Purchase order

IFZW Maintenance LTD,Crematorium Maintenance,08/11/2024," £5,673.60 ",PO00047974,CREM2,Purchase order

MEDIGOLD HEALTH CONSULTANCY LIMITED,Healthcare Fees,11/11/2024," £3,087.00 ",PO00047976,HEALTH3,Purchase order

MEDIGOLD HEALTH CONSULTANCY LIMITED,Healthcare Fees,11/11/2024," £2,173.00 ",PO00047977,HEALTH3,Purchase order

LAPWING MARKETING,Vehicle Tools and Equipment,11/11/2024, £305.96 ,PO00047980,VEHIC10,Purchase order

Lawker Media,Promotional Advertising,11/11/2024, £415.00 ,PO00047981,ADVRT1,Purchase order

LAPWING MARKETING,Testing & Inspection Services,11/11/2024, £272.98 ,PO00047982,ENV4,Purchase order

New Hope Rentals,Homelessness Provision,11/11/2024, £420.00 ,PO00047991,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,11/11/2024, £420.00 ,PO00047992,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,11/11/2024, £360.00 ,PO00047993,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,11/11/2024, £420.00 ,PO00047994,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,11/11/2024, £420.00 ,PO00047995,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,11/11/2024, £400.00 ,PO00047996,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,11/11/2024, £420.00 ,PO00047997,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,11/11/2024, £420.00 ,PO00047998,HOMEPROV,Purchase order

HOUSING ACTION MANAGEMENT LIMITED,Homelessness Provision,11/11/2024," £38,300.00 ",PO00048001,HOMEPROV,Purchase order

The Rent Guarantee Company Ltd,Homelessness Provision,11/11/2024," £3,480.00 ",PO00048004,HOMEPROV,Purchase order

James Coles & Sons (Nurseries) Ltd,Seeds & Plants,11/11/2024," £3,533.65 ",PO00048009,HORT2,Purchase order

LANDSCAPE SUPPLY COMPANY,Vehicle Tools and Equipment,11/11/2024," £2,204.00 ",PO00048010,VEHIC10,Purchase order

KI SOUND & LIGHT LIMITED,Digital Consumables,11/11/2024, £760.00 ,PO00048011,DIGIT2,Purchase order

W & H ROMAC LTD,Signage - Highway,11/11/2024, £445.05 ,PO00048016,SIGN4,Purchase order

HIGHLINE ROADMARKINGS LTD,Signage - Highway,11/11/2024, £810.20 ,PO00048019,SIGN4,Purchase order

PATROL Parking & Traffic Regulation Outside London,Parking Fines Collection,11/11/2024," £3,535.00 ",PO00048021,FINES,Purchase order

DIRECT TYRE MANAGEMENT LTD,Vehicle Maintenance,11/11/2024, £322.64 ,PO00048023,VEHIC8,Purchase order

BARCLAYCARD,Banking,11/11/2024," £12,670.01 ",,FIN2,Direct Debit

DELL COMPUTER CORPORATION LTD,Digital Consumables,12/11/2024," £5,518.00 ",PO00048025,DIGIT2,Purchase order

New Hope Rentals,Homelessness Provision,12/11/2024, £420.00 ,PO00048029,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,12/11/2024, £420.00 ,PO00048030,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,12/11/2024, £420.00 ,PO00048031,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,12/11/2024, £420.00 ,PO00048032,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,12/11/2024, £420.00 ,PO00048033,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,12/11/2024, £300.00 ,PO00048034,HOMEPROV,Purchase order

DENNIS EAGLE LTD,Vehicles Parts,12/11/2024, £468.14 ,PO00048037,VEHIC7,Purchase order

DENNIS EAGLE LTD,Vehicles Parts,12/11/2024," £1,920.19 ",PO00048042,VEHIC7,Purchase order

SOUTH HANNINGFIELD VILLAGE HALL REGISTERED CHARITY,Election Services,12/11/2024, £300.00 ,PO00048048,LEGAL2,Purchase order

RUNWELL HOSPITAL STAFF SOCIAL CLUB LTD T/A RUNWELL SPORTS &,Election Services,12/11/2024, £509.25 ,PO00048053,LEGAL2,Purchase order

CORPORATE MAILING SOLUTIONS,Election Services,12/11/2024," £2,455.63 ",PO00048059,LEGAL2,Purchase order

PALL MALL PREMIER CARS,Vehicle Hire,12/11/2024, £969.75 ,PO00048061,VEHIC5,Purchase order

VIP SECURITY (ESSEX) LTD,Performing Arts,12/11/2024, £367.00 ,PO00048062,PERFORM,Purchase order

DENNIS EAGLE LTD,Vehicles Parts,12/11/2024, £570.74 ,PO00048065,VEHIC7,Purchase order

GO International,Performing Arts,12/11/2024, £996.00 ,PO00048066,PERFORM,Purchase order

New Hall Wine Estate,Performing Arts,12/11/2024," £1,209.96 ",PO00048067,PERFORM,Purchase order

Elm Valley Foods Ltd,Performing Arts,12/11/2024, £695.52 ,PO00048071,PERFORM,Purchase order

COMPLETE CONSTRUCTION,Fencing,12/11/2024, £745.00 ,PO00048072,FENCE,Purchase order

Yorkshire Crisp Company Limited,Performing Arts,12/11/2024, £359.04 ,PO00048073,PERFORM,Purchase order

Stage Sound Services Ltd,Performing Arts,12/11/2024, £930.00 ,PO00048076,PERFORM,Purchase order

VIP SECURITY (ESSEX) LTD,Security Personnel,12/11/2024, £825.75 ,PO00048077,SECUR4,Purchase order

ASTUTIS LTD,Training / Course Fees,12/11/2024," £1,470.00 ",PO00048078,TRG1,Purchase order

P TUCKWELL LTD,Digital Maintenance & Support,12/11/2024, £452.75 ,PO00048080,DIGIT6,Purchase order

LAMPWICK CARE LIMITED,Homelessness Provision,12/11/2024," £1,374.75 ",PO00048085,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,12/11/2024," £4,305.00 ",PO00048086,HOMEPROV,Purchase order

LAMPWICK CARE LIMITED,Homelessness Provision,12/11/2024, £828.93 ,PO00048087,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,12/11/2024," £5,145.00 ",PO00048088,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,12/11/2024," £4,655.00 ",PO00048089,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,12/11/2024," £4,340.00 ",PO00048090,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,12/11/2024," £4,900.00 ",PO00048091,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,12/11/2024," £5,495.00 ",PO00048092,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,12/11/2024," £4,725.00 ",PO00048093,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,12/11/2024," £4,305.00 ",PO00048094,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,12/11/2024," £5,055.00 ",PO00048095,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,12/11/2024," £4,840.00 ",PO00048096,HOMEPROV,Purchase order

