Supplier,Purpose of Spend,Date,Net Amount,Order Reference,Procurement Code,Type
DENNIS EAGLE LTD,Vehicles Parts,01/05/2024,£428.24,PO00041607,VEHIC7,Purchase order

PRETTYS,Legal Advice,02/05/2024,"£2,359.50",PO00041609,LEGAL4,Purchase order

IPL Plastics (UK) T/a IPL HUll,Recycling Services,02/05/2024,"£27,078.48",PO00041610,RECYCL1,Purchase order

TELEFONICA INCENTIVE FUND,Telecommunitcations,02/05/2024,£958.00,PO00041611,DIGIT8,Purchase order

ESSEX SUPPLIES (UK) LTD,Cleaning Supplies,02/05/2024,£280.00,PO00041612,CLEAN1,Purchase order

CENTENNIAL PROPERTY LTD T/A RENT CONNECT,Homelessness Provision,02/05/2024,"£8,175.00",PO00041614,HOMEPROV,Purchase order

Letting International Ltd,Homelessness Provision,02/05/2024,"£11,170.00",PO00041617,HOMEPROV,Purchase order

LAMPWICK CARE LIMITED,Homelessness Provision,02/05/2024,£300.00,PO00041618,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,02/05/2024,"£5,880.00",PO00041619,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,02/05/2024,"£5,880.00",PO00041620,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,02/05/2024,"£5,880.00",PO00041621,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,02/05/2024,"£5,880.00",PO00041622,HOMEPROV,Purchase order

CHELMSFORD SAFETY SUPPLIES,Uniforms & Workwear (not PPE),02/05/2024,"£1,626.46",PO00041623,UNIFORM,Purchase order

WALLACE KENNELS,Kennel Fees,02/05/2024,"£1,635.00",PO00041626,KENNEL,Purchase order

CHAMPION SERVICES GROUP,Cleaning Services - External,02/05/2024,"£2,089.96",PO00041627,CLEAN2,Purchase order

CHAMPION SERVICES GROUP,Cleaning Services - External,02/05/2024,"£5,051.18",PO00041628,CLEAN2,Purchase order

CHAMPION SERVICES GROUP,Cleaning Services - External,02/05/2024,"£4,453.58",PO00041629,CLEAN2,Purchase order

Yorkshire Crisp Company Limited,Performing Arts,02/05/2024,£314.16,PO00041639,PERFORM,Purchase order

Springers Amateur Operatic & Dramatic Society,Performing Arts,02/05/2024,"£7,182.06",PO00041641,PERFORM,Purchase order

Trafalgar Releasing Limited,Performing Arts,02/05/2024,"£1,021.17",PO00041642,PERFORM,Purchase order

S B SKIP HIRE,Waste Disposal Services,02/05/2024,£900.00,PO00041643,WASTE2,Purchase order

G2 Recruitment Solutions a division of G2V Recruitment Group,Temporary Staff,02/05/2024,"£1,540.00",PO00041644,HR2,Purchase order

G2 Recruitment Solutions a division of G2V Recruitment Group,Temporary Staff,02/05/2024,"£2,543.33",PO00041645,HR2,Purchase order

OMEGA CITYLIFTS SERVICES LTD,Property Maintenance,02/05/2024,£328.50,PO00041647,PROP3,Purchase order

REDACTED,Burial & Cremation,02/05/2024,"£2,068.00",PO00041649,CREM4,Purchase order

REDACTED,Burial & Cremation,02/05/2024,"£1,320.00",PO00041650,CREM4,Purchase order

BALM & DAVIES LTD,Property Maintenance,02/05/2024,£985.50,PO00041653,PROP3,Purchase order

MUNCH CHRISTLES  LTD,Catering Services - External,02/05/2024,£266.00,PO00041654,CAT1,Purchase order

DIRECT TYRE MANAGEMENT LTD,Tyres & Tubes,02/05/2024,"£12,169.77",PO00041655,VEHIC2,Purchase order

SHAKESPEARE SCHOOLS FESTIVAL,Performing Arts,02/05/2024,£862.88,PO00041662,PERFORM,Purchase order

PRETTYS,Legal Advice,03/05/2024,"£6,087.50",PO00041672,LEGAL4,Purchase order

TMP (UK) LTD,Statutory Advertising,03/05/2024,£615.05,PO00041681,ADVRT2,Purchase order

NEWLYN,Parking Fines Collection,03/05/2024,"£3,349.59",PO00041713,FINES,Purchase order

EQUITA LTD,Parking Fines Collection,03/05/2024,£778.93,PO00041714,FINES,Purchase order

LEX AUTOLEASE LTD,Vehicle Leasing ,03/05/2024,£324.65,PO00041715,VEHIC6,Purchase order

MARSTON HOLDING LIMITED,Debt Collection & Recovery,03/05/2024,£386.10,PO00041716,DEBT,Purchase order

MARSTON HOLDING LIMITED,Debt Collection & Recovery,03/05/2024,£706.50,PO00041717,DEBT,Purchase order

SIMPLY ACORN GROUP LTD,Tree Management Services,03/05/2024,"£1,068.00",PO00041719,TREE,Purchase order

SIMPLY ACORN GROUP LTD,Tree Management Services,03/05/2024,£480.00,PO00041720,TREE,Purchase order

CHELMER HOUSING PARTNERSHIP,Homelessness Provision,03/05/2024,"£7,910.00",PO00041721,HOMEPROV,Purchase order

THE ANGLIA SIGN CASTING LTD,Crematorium Equipment,03/05/2024,£422.95,PO00041722,CREM1,Purchase order

Nickolds Property Management,Homelessness Provision,06/05/2024,"£4,760.00",PO00041723,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,06/05/2024,"£4,130.00",PO00041724,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,06/05/2024,"£5,880.00",PO00041725,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,06/05/2024,"£4,885.00",PO00041726,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,06/05/2024,"£4,835.00",PO00041727,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,06/05/2024,"£4,620.00",PO00041728,HOMEPROV,Purchase order

HOUSING ACTION MANAGEMENT LIMITED,Homelessness Provision,06/05/2024,"£8,263.00",PO00041729,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,06/05/2024,"£4,060.00",PO00041730,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,06/05/2024,"£4,485.00",PO00041731,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,06/05/2024,"£4,235.00",PO00041732,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,06/05/2024,"£5,670.00",PO00041733,HOMEPROV,Purchase order

Stef & Philips Ltd,Homelessness Provision,06/05/2024,"£7,492.00",PO00041734,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,06/05/2024,£420.00,PO00041735,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,06/05/2024,£420.00,PO00041736,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,06/05/2024,£420.00,PO00041737,HOMEPROV,Purchase order

KI SOUND & LIGHT LIMITED,Lighting - Interior Fixtures & Consumables,07/05/2024,£255.30,PO00041741,LIGHTS1,Purchase order

LAND DATA,Training / Course Fees,07/05/2024,"£1,392.00",PO00041746,TRG1,Purchase order

NEW ERA FUELS LIMITED,Fuel,07/05/2024,"£34,219.57",PO00041747,FUEL1,Purchase order

CHELMSFORD VAN HIRE,Street Cleaning Services,07/05/2024,"£1,000.00",PO00041748,CLEAN5,Purchase order

CHELMER HOUSING PARTNERSHIP,Homelessness Provision,07/05/2024,"£31,179.58",PO00041749,HOMEPROV,Purchase order

HAYS MONTROSE,Temporary Staff,07/05/2024,£515.38,PO00041750,HR2,Purchase order

EXPERIAN LTD,Digital Maintenance & Support,07/05/2024,"£3,845.23",PO00041751,DIGIT6,Purchase order

CHAMPION SERVICES GROUP,Cleaning Services - External,07/05/2024,"£2,729.30",PO00041753,CLEAN2,Purchase order

New Hope Rentals,Homelessness Provision,07/05/2024,£560.00,PO00041754,HOMEPROV,Purchase order

RIGHT DIGITAL SOLUTIONS LIMITED,Digital Consumables,07/05/2024,£616.00,PO00041755,DIGIT2,Purchase order

New Hope Rentals,Homelessness Provision,07/05/2024,£420.00,PO00041756,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,07/05/2024,£420.00,PO00041757,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,07/05/2024,£420.00,PO00041758,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,07/05/2024,£420.00,PO00041759,HOMEPROV,Purchase order

REDACTED,Temporary Staff,07/05/2024,£510.00,PO00041760,HR2,Purchase order

REDSTONE,Digital Maintenance & Support,07/05/2024,£807.25,PO00041761,DIGIT6,Purchase order

VIP SECURITY (ESSEX) LTD,Temporary Staff,07/05/2024,£275.25,PO00041763,HR2,Purchase order

REDACTED,Temporary Staff,07/05/2024,"£1,400.00",PO00041764,HR2,Purchase order

PALL MALL PREMIER CARS,Passenger Transport,07/05/2024,"£2,234.00",PO00041765,TRANS2,Purchase order

Nickolds Property Management,Homelessness Provision,07/05/2024,"£4,405.00",PO00041769,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,07/05/2024,"£4,605.00",PO00041770,HOMEPROV,Purchase order

SIEMENS FINANCIAL SERVICES,Vehicle Maintenance,07/05/2024,"£1,566.50",PO00041771,VEHIC8,Purchase order

PROPERTY STOP,Homelessness Provision,07/05/2024,"£25,410.00",PO00041773,HOMEPROV,Purchase order

PROPERTY STOP,Homelessness Provision,07/05/2024,"£24,750.00",PO00041774,HOMEPROV,Purchase order

The Carbon Literacy Trust,Training / Course Fees,07/05/2024,"£1,000.00",PO00041775,TRG1,Purchase order

ESSEX RECLAMATION,Recycling Services,07/05/2024,"£21,300.72",PO00041776,RECYCL1,Purchase order

VIP SECURITY (ESSEX) LTD,Security Personnel,07/05/2024,"£1,625.56",PO00041777,SECUR4,Purchase order

VIVEDIA LTD,Crematorium Equipment,07/05/2024,"£5,793.00",PO00041778,CREM1,Purchase order

The Rent Guarantee Company Ltd,Homelessness Provision,08/05/2024,"£3,710.00",PO00041779,HOMEPROV,Purchase order

OASIS HOTEL HARLOW LTD,Homelessness Provision,08/05/2024,£660.00,PO00041780,HOMEPROV,Purchase order

OASIS HOTEL HARLOW LTD,Homelessness Provision,08/05/2024,"£1,485.00",PO00041781,HOMEPROV,Purchase order

OASIS HOTEL HARLOW LTD,Homelessness Provision,08/05/2024,"£1,485.00",PO00041782,HOMEPROV,Purchase order

OASIS HOTEL HARLOW LTD,Homelessness Provision,08/05/2024,"£1,485.00",PO00041783,HOMEPROV,Purchase order

OASIS HOTEL HARLOW LTD,Homelessness Provision,08/05/2024,"£1,485.00",PO00041784,HOMEPROV,Purchase order

ANGLIAN WATER,Water (Utility),08/05/2024,£387.02,PO00041785,WATER,Purchase order

ANGLIAN WATER,Water (Utility),08/05/2024,£394.67,PO00041786,WATER,Purchase order

EDEN BROWN RECRUITMENT LTD / SYNERGY,Temporary Staff,08/05/2024,"£1,280.00",PO00041788,HR2,Purchase order

Elm Valley Foods Ltd,Performing Arts,08/05/2024,£509.22,PO00041792,PERFORM,Purchase order

Trafalgar Releasing Limited,Performing Arts,08/05/2024,£699.64,PO00041793,PERFORM,Purchase order

Elite Chandeliers Services Limited,Interior Works,08/05/2024,"£3,780.00",PO00041796,BUILD11,Purchase order

SELLICK PARTNERSHIP,Temporary Staff,08/05/2024,"£2,590.00",PO00041797,HR2,Purchase order

J P LENNARD LTD,Sports Equipment,08/05/2024,£882.30,PO00041799,SPORT2,Purchase order

Tigerslane Studios Ltd,Performing Arts,08/05/2024,"£30,063.03",PO00041804,PERFORM,Purchase order

G2 Recruitment Solutions a division of G2V Recruitment Group,Temporary Staff,08/05/2024,"£1,505.00",PO00041805,HR2,Purchase order

New Hope Rentals,Homelessness Provision,08/05/2024,£420.00,PO00041806,HOMEPROV,Purchase order

ESSEX SUPPLIES (UK) LTD,Cleaning Supplies,08/05/2024,£356.02,PO00041809,CLEAN1,Purchase order

RENTOKIL INITIAL SERVICES T/A INITIAL WASHROOMS,Cleaning Services - External,08/05/2024,£787.53,PO00041810,CLEAN2,Purchase order

SAFETY-KLEEN UK LTD,Vehicle Tools and Equipment,08/05/2024,£703.74,PO00041811,VEHIC10,Purchase order

LASER ELECTRICAL SERVICES LTD,Building Repairs,08/05/2024,"£3,167.80",PO00041812,BUILD07,Purchase order

ALL BMS SYSTEMS LTD,Building Repairs,08/05/2024,£450.00,PO00041813,BUILD07,Purchase order

ALL BMS SYSTEMS LTD,Building Repairs,08/05/2024,£450.00,PO00041815,BUILD07,Purchase order

Neil O'Brien Entertainment Ltd,Performing Arts,08/05/2024,"£5,120.07",PO00041817,PERFORM,Purchase order

ALL BMS SYSTEMS LTD,Building Repairs,08/05/2024,£450.00,PO00041818,BUILD07,Purchase order

SAFETY-KLEEN UK LTD,Recycling Services,08/05/2024,£703.74,PO00041822,RECYCL1,Purchase order

FORGE LEISURE (UK) LTD,Property Maintenance,08/05/2024,£558.07,PO00041824,PROP3,Purchase order

ESSEX COUNTY COUNCIL,Consultancy,09/05/2024,"£9,661.00",PO00041830,CONSULT,Purchase order

IFZW Maintenance LTD,Crematorium Maintenance,09/05/2024,"£6,028.20",PO00041831,CREM2,Purchase order

TRADE PARTNERS INTENATIONAL LTD,Playground Maintenance,09/05/2024,£535.00,PO00041832,PLAY2,Purchase order

LAW ABSOLUTE,Temporary Staff,09/05/2024,"£1,395.00",PO00041833,HR2,Purchase order

MEI THEATRICAL LTD,Performing Arts,09/05/2024,"£14,800.61",PO00041845,PERFORM,Purchase order

LIVE NATION (MUSIC) UK LTD,Performing Arts,09/05/2024,"£1,495.15",PO00041846,PERFORM,Purchase order

LAMPWICK CARE LIMITED,Homelessness Provision,09/05/2024,£678.93,PO00041849,HOMEPROV,Purchase order

DENNIS EAGLE LTD,Vehicle Maintenance,09/05/2024,"£1,007.79",PO00041859,VEHIC8,Purchase order

DENNIS EAGLE LTD,Vehicle Maintenance,09/05/2024,£678.24,PO00041860,VEHIC8,Purchase order

AUTO JET,Vehicle Maintenance,09/05/2024,"£1,255.00",PO00041869,VEHIC8,Purchase order

AUTO JET,Vehicle Maintenance,09/05/2024,"£1,625.00",PO00041870,VEHIC8,Purchase order

AUTO JET,Vehicle Maintenance,09/05/2024,"£1,310.00",PO00041871,VEHIC8,Purchase order

AUTO JET,Vehicle Maintenance,09/05/2024,£610.00,PO00041872,VEHIC8,Purchase order

7 2 7 TRUCK & VAN PARTS SPECIALIST,Vehicles Parts,09/05/2024,£492.22,PO00041873,VEHIC7,Purchase order

7 2 7 TRUCK & VAN PARTS SPECIALIST,Vehicles Parts,09/05/2024,"£1,386.39",PO00041875,VEHIC7,Purchase order

7 2 7 TRUCK & VAN PARTS SPECIALIST,Vehicles Parts,09/05/2024,£277.62,PO00041876,VEHIC7,Purchase order

CHELMSFORD SAFETY SUPPLIES,Uniforms & Workwear (not PPE),09/05/2024,£305.69,PO00041882,UNIFORM,Purchase order

A & D SPORTS T/A EXIGO,Fitness Equipment,09/05/2024,£448.00,PO00041886,SPORT3,Purchase order

MARSTON HOLDING LIMITED,Parking Fines Collection,09/05/2024,"£1,344.09",PO00041893,FINES,Purchase order

HILTON CABINET COMPANY LTD,Crematorium Equipment,09/05/2024,£280.44,PO00041894,CREM1,Purchase order

Royal National Theatre,Performing Arts,09/05/2024,£765.19,PO00041898,PERFORM,Purchase order

PLENTY OF THYME,Catering Services - External,10/05/2024,£796.00,PO00041900,CAT1,Purchase order

ISLAND LEISURE PRODUCTS LIMITED,Playground Equipment,10/05/2024,£538.40,PO00041902,PLAY1,Purchase order

New Generation Development Agency,Museums & Galleries,10/05/2024,"£2,345.15",PO00041903,MUSEUM,Purchase order

ESSEX COUNTY COUNCIL,Legal Advice,10/05/2024,"£1,661.61",PO00041904,LEGAL4,Purchase order

COMPLETE CONSTRUCTION,Plumbing Fixtures,10/05/2024,"£1,265.00",PO00041907,BUILD05,Purchase order

BRENTWOOD LOCK & SAFE,Security - Equipment,10/05/2024,"£1,013.20",PO00041910,SECUR3,Purchase order

MOBILITY SOLUTIONS (SOUTH) LIMITED,DFGS Grant,10/05/2024,"£3,261.00",PO00041911,DFGS,Purchase order

REPROHOUSE LTD,Printing & Reprographic Services - External,10/05/2024,£372.00,PO00041912,PRINT,Purchase order

Spirit Of Ukraine LTD,Homelessness Provision,10/05/2024,£250.00,PO00041913,HOMEPROV,Purchase order

ESSEX SUPPLIES (UK) LTD,Cleaning Supplies,10/05/2024,£520.00,PO00041914,CLEAN1,Purchase order

INSCRIBE CREATIVE LTD,Promotional Advertising,10/05/2024,£400.00,PO00041917,ADVRT1,Purchase order

DENNIS EAGLE LTD,Vehicles Parts,10/05/2024,£250.92,PO00041919,VEHIC7,Purchase order

DENNIS EAGLE LTD,Vehicles Parts,10/05/2024,£565.17,PO00041921,VEHIC7,Purchase order

SKIP-PRO LIMITED,Waste Disposal Services,10/05/2024,"£1,680.00",PO00041923,WASTE2,Purchase order

NOMIX ENVIRO. A divsion of FrontierAg Ltd,Horticultural Chemicals,13/05/2024,"£1,105.40",PO00041927,HORT1,Purchase order

ESSEX SUPPLIES (UK) LTD,Waste Collection Services,13/05/2024,"£2,775.00",PO00041929,WASTE1,Purchase order

HAYS MONTROSE,Temporary Staff,13/05/2024,"£9,052.87",PO00041937,HR2,Purchase order

WOBURN CHEMICALS,Chemicals,13/05/2024,£765.00,PO00041938,CHEM,Purchase order

HAYS MONTROSE,Temporary Staff,13/05/2024,"£7,801.10",PO00041939,HR2,Purchase order

HAYS MONTROSE,Temporary Staff,13/05/2024,"£9,078.30",PO00041940,HR2,Purchase order

HAYS MONTROSE,Temporary Staff,13/05/2024,"£9,914.04",PO00041942,HR2,Purchase order

New Hope Rentals,Homelessness Provision,13/05/2024,£420.00,PO00041943,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,13/05/2024,£560.00,PO00041944,HOMEPROV,Purchase order

The Rent Guarantee Company Ltd,Homelessness Provision,13/05/2024,"£3,710.00",PO00041945,HOMEPROV,Purchase order

WOBURN CHEMICALS,Chemicals,13/05/2024,"£1,032.20",PO00041949,CHEM,Purchase order

HAYS MONTROSE,Temporary Staff,13/05/2024,"£18,488.95",PO00041950,HR2,Purchase order

HAYS MONTROSE,Temporary Staff,13/05/2024,"£21,044.84",PO00041953,HR2,Purchase order

HAYS MONTROSE,Temporary Staff,13/05/2024,"£19,544.57",PO00041954,HR2,Purchase order

Nickolds Property Management,Homelessness Provision,13/05/2024,"£5,670.00",PO00041955,HOMEPROV,Purchase order

HOUSING ACTION MANAGEMENT LIMITED,Homelessness Provision,13/05/2024,"£8,053.00",PO00041957,HOMEPROV,Purchase order

Harrow Business Services Ltd,Paper,13/05/2024,£660.00,PO00041958,PAPER,Purchase order

TELEFONICA O2 UK LTD,Telecommunitcations,13/05/2024,"£2,123.00",PO00041959,DIGIT8,Purchase order

CLEAR SKIES SOFTWARE LTD,Crematorium Equipment,13/05/2024,"£3,691.02",PO00041961,CREM1,Purchase order

Atesta Ltd,Crematorium Maintenance,13/05/2024,"£2,999.00",PO00041962,CREM2,Purchase order

TMP (UK) LTD,Statutory Advertising,13/05/2024,£267.95,PO00041966,ADVRT2,Purchase order

Nickolds Property Management,Homelessness Provision,13/05/2024,"£5,880.00",PO00041967,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,13/05/2024,"£4,550.00",PO00041968,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,13/05/2024,"£5,405.00",PO00041969,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,13/05/2024,"£4,735.00",PO00041970,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,13/05/2024,"£5,675.00",PO00041971,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,13/05/2024,"£4,235.00",PO00041972,HOMEPROV,Purchase order

PURE WRITTLE HONEY,Museums & Galleries,13/05/2024,£360.00,PO00041974,MUSEUM,Purchase order

Nickolds Property Management,Homelessness Provision,13/05/2024,"£4,130.00",PO00041977,HOMEPROV,Purchase order

DG ACCESSIBLE DESIGNS LTD,DFGS Grant,13/05/2024,"£2,646.79",PO00041978,DFGS,Purchase order

REDACTED,DFGS Grant,13/05/2024,"£15,736.86",PO00041979,DFGS,Purchase order

MOUNTFIELD SERVICES,DFGS Grant,13/05/2024,"£5,250.00",PO00041980,DFGS,Purchase order

LAMPWICK CARE LIMITED,Homelessness Provision,13/05/2024,£422.91,PO00041981,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,13/05/2024,"£4,515.00",PO00041984,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,13/05/2024,"£4,760.00",PO00041985,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,13/05/2024,"£4,620.00",PO00041986,HOMEPROV,Purchase order

COGNIV8 LTD,Consultancy,14/05/2024,"£5,560.00",PO00041987,CONSULT,Purchase order

M J FENCING LTD,Street Furniture,14/05/2024,£890.00,PO00041989,STFURN,Purchase order

Plosive Limited,Performing Arts,14/05/2024,£881.17,PO00042003,PERFORM,Purchase order

Nickolds Property Management,Homelessness Provision,14/05/2024,"£3,955.00",PO00042007,HOMEPROV,Purchase order

NEW ERA FUELS LIMITED,Fuel,14/05/2024,"£30,050.00",PO00042008,FUEL1,Purchase order

ESSEX SUPPLIES (UK) LTD,Car Park Maintenance,14/05/2024,£254.03,PO00042009,CPARK1,Purchase order

VIP SECURITY (ESSEX) LTD,Temporary Staff,14/05/2024,£275.25,PO00042013,HR2,Purchase order

REDACTED,Photography,14/05/2024,£285.00,PO00042014,PHOTO,Purchase order

PALL MALL PREMIER CARS,Passenger Transport,14/05/2024,"£1,696.25",PO00042015,TRANS2,Purchase order

REDACTED,Public Relations,14/05/2024,£603.00,PO00042019,PR,Purchase order

 CPM:Digital,Printing & Reprographic Services - External,14/05/2024,£445.00,PO00042021,PRINT,Purchase order

THE SWATCH GROUP (UK) T/A SWISS TIMING,Property Maintenance,14/05/2024,"£2,240.00",PO00042023,PROP3,Purchase order

INGLETON WOOD LLP,Consultancy,14/05/2024,£712.50,PO00042024,CONSULT,Purchase order

NEW ERA FUELS LIMITED,Fuel,15/05/2024,"£2,894.00",PO00042025,FUEL1,Purchase order

CENTRICA BUSINESS SOLUTIONS UK LTD,Consultancy,15/05/2024,£775.00,PO00042038,CONSULT,Purchase order

CHIPSIDE LTD,Banking Services,15/05/2024,£635.02,PO00042039,FIN2,Purchase order

FISK FIRE MAINTENANCE LIMITED,Testing & Inspection Services,15/05/2024,£570.00,PO00042040,ENV4,Purchase order

RICHARD BUCKNALL MANAGEMENT LTD,Performing Arts,15/05/2024,"£9,054.32",PO00042042,PERFORM,Purchase order

WINDMILL THEATRE SCHOOL,Performing Arts,15/05/2024,"£8,756.17",PO00042043,PERFORM,Purchase order

Trafalgar Releasing Limited,Performing Arts,15/05/2024,£609.13,PO00042045,PERFORM,Purchase order

Via Safeguarding Solutions Ltd,Training / Course Fees,15/05/2024,£550.00,PO00042048,TRG1,Purchase order

Chelmsford Accident Repair Specialists Ltd T/A Chelmsford Au,Insurance,15/05/2024,£604.18,PO00042054,INSURE,Purchase order

G2 Recruitment Solutions a division of G2V Recruitment Group,Temporary Staff,16/05/2024,£490.00,PO00042059,HR2,Purchase order

CORPORATE MAILING SOLUTIONS,Election Services,16/05/2024,"£2,074.20",PO00042061,LEGAL2,Purchase order

IPL Plastics (UK) T/a IPL HUll,Recycling Services,16/05/2024,"£2,399.76",PO00042062,RECYCL1,Purchase order

J&HM Dickson Ltd,Recycling Services,16/05/2024,£613.00,PO00042063,RECYCL1,Purchase order

CHIPSIDE LTD,Software,16/05/2024,"£2,610.58",PO00042066,DIGIT7,Purchase order

SIMPLY ACORN GROUP LTD,Tree Management Services,16/05/2024,£280.00,PO00042071,TREE,Purchase order

ESSEX COUNTY COUNCIL,Waste Disposal Services,16/05/2024,"£64,227.15",PO00042073,WASTE2,Purchase order

MARES S P A,Fitness Equipment,16/05/2024,"£1,532.45",PO00042075,SPORT3,Purchase order

M P CHARTERED ARCHITECTS LLP,Open Spaces Survey,16/05/2024,£660.00,PO00042079,SURVEY2,Purchase order

ESSEX SUPPLIES (UK) LTD,Cleaning Services - External,16/05/2024,£662.63,PO00042081,CLEAN2,Purchase order

ASSEMBLE MEDIA GROUP LIMITED,Promotional Advertising,16/05/2024,£699.00,PO00042082,ADVRT1,Purchase order

CHOOSEYOUREVENT.COM LIMITED,Promotional Advertising,16/05/2024,£295.00,PO00042083,ADVRT1,Purchase order

LAPWING MARKETING,Testing & Inspection Services,16/05/2024,£263.99,PO00042084,ENV4,Purchase order

