Body Name,Service Code,Expenditure Category,Payment Date,Transaction Number,Supplier,Net Amount
Barrow Borough Council,Town Hall catering,Catering contract - town hall,22-Jun-23,200060334,Elior UK Ltd,595.2
Barrow Borough Council,Cyclical maintenance - HRA,Electrical testing,01-Jun-23,200059976,Keith Wilson Elec Con Ltd,"4,666.24"
Barrow Borough Council,Shipyard Towns HLF,Professional fees,22-Jun-23,200060229,Christians Ltd,"3,390.00"
Barrow Borough Council,The park leisure centre,Electricity,22-Jun-23,200060335,NPower,588.65
Barrow Borough Council,Crematorium,Building cleaning,22-Jun-23,200060326,Associated Cleaning Contractors,723.67
Barrow Borough Council,Street cleansing,Vehicle hire,14-Jun-23,200060163,Dawson Group,"3,587.14"
Barrow Borough Council,Disabled Facilities Grant,Grants,22-Jun-23,200060280,Lee Bowron Glazing Ltd,"9,056.63"
Barrow Borough Council,Tenant demand maintenance - HRA,Gas works,29-Jun-23,200060459,Sure Maintenance,"2,741.39"
Barrow Borough Council,Tenant demand maintenance - HRA,Central overheads,08-Jun-23,200060093,Hughes Brothers,"32,090.96"
Barrow Borough Council,Tenant demand maintenance - HRA,Routine Maintenance,14-Jun-23,200060172,Horrocks (NorthWest) Ltd,"9,159.00"
Barrow Borough Council,Cyclical maintenance - HRA,Electrical testing,29-Jun-23,200060430,Keith Wilson Elec Con Ltd,"1,600.47"
Barrow Borough Council,Levelling Up Fund,Equipment purchase,29-Jun-23,200060438,Fingerprints,"1,182.98"
Barrow Borough Council,Local Council Tax Reduction Scheme (LCTRS),LCTRS Admin,08-Jun-23,200060090,Liberata Uk Ltd,"9,368.40"
Barrow Borough Council,Recycling,Agency staff,22-Jun-23,200060272,ALS Managed Services,690.35
Barrow Borough Council,Recycling,Waste Transfer Charges,14-Jun-23,200060145,Thompsons Plant Hire Ltd,700
Barrow Borough Council,Woodbridge Haven Industrial Estate,Electricity,08-Jun-23,200060120,NPower,"8,543.05"
Barrow Borough Council,Customer services,Agency staff,01-Jun-23,200060003,James Andrews Recruitment Solutions,"1,069.38"
Barrow Borough Council,Communal rooms - HRA,Buildings repairs and maintenance,08-Jun-23,200060083,Allison Construction,"4,858.50"
Barrow Borough Council,Voids maintenance - HRA,Void repairs,29-Jun-23,200060460,Hughes Brothers,"7,434.28"
Barrow Borough Council,Corporate management,Professional fees,29-Jun-23,200060374,Cabinet Office,"2,128.00"
Barrow Borough Council,Playground,Parks & Playgrounds Repairs & Maintenance,01-Jun-23,200059984,Continental Landscapes Ltd,"1,150.30"
Barrow Borough Council,Waste collection,Vehicle hire,14-Jun-23,200060162,CP Davidson & Sons Ltd,"3,680.00"
Barrow Borough Council,Recycling,Equipment rental,14-Jun-23,200060183,Initial Washroom Solutions,738.75
Barrow Borough Council,Capitalised Planned Maintenance,Roofs,29-Jun-23,200060360,SIG Trading Ltd,"5,731.71"
Barrow Borough Council,Capitalised Planned Maintenance,Rewires,29-Jun-23,200060458,Rexel UK Ltd,"2,333.68"
Barrow Borough Council,Capitalised Planned Maintenance,Rewires,08-Jun-23,200060092,Rexel UK Ltd,"1,646.96"
Barrow Borough Council,Current assets - stocks,Museum stock,29-Jun-23,200060469,Harper Collins Publishers,559.65
Barrow Borough Council,Voids maintenance - HRA,Void repairs,22-Jun-23,200060318,Hughes Brothers,"5,157.50"
Barrow Borough Council,Major works maintenance - HRA,Void repairs,22-Jun-23,200060318,Hughes Brothers,"2,057.84"
Barrow Borough Council,LUF - Public Realm.,Building and construction works,22-Jun-23,200060258,WoodBlocX Ltd,"3,618.00"
Barrow Borough Council,The park leisure centre,Buildings repairs and maintenance,08-Jun-23,200060063,Phosters (FM) Ltd,"6,758.38"
Barrow Borough Council,Waste collection,Agency staff,29-Jun-23,200060395,ALS Managed Services,"2,488.68"
Barrow Borough Council,Harding Rise Business Centre,Professional fees,08-Jun-23,200060088,Mellor Architects,"2,890.00"
Barrow Borough Council,Voids maintenance - HRA,Void repairs,08-Jun-23,200060093,Hughes Brothers,"6,068.63"
Barrow Borough Council,Town Deal - Place Development,Professional fees,08-Jun-23,200060055,Layer Landscape Architecture Ltd,"1,980.00"
Barrow Borough Council,Parish precepts,Parish precepts,14-Jun-23,200060130,Barrow Parish Council,"287,700.00"
Barrow Borough Council,Forum 28,Building cleaning,14-Jun-23,200060194,Elior UK Ltd,"3,031.90"
Barrow Borough Council,Recycling,Equipment maintenance,14-Jun-23,200060153,Crimewatch Safeguard Security Systems Ltd,"2,340.00"
Barrow Borough Council,Homelessness,Homeless support funding,01-Jun-23,200060009,Accent Housing Ltd,643.42
Barrow Borough Council,HRA Estates,Tenants content insurance,14-Jun-23,200060174,Thistle Insurance Services Ltd,871.09
Barrow Borough Council,Disabled Facilities Grant,Grants,08-Jun-23,200060052,The Wet Room,"7,309.00"
Barrow Borough Council,WAF Shadow Authority,Postage,01-Jun-23,200059983,Royal Mail,938.74
Barrow Borough Council,Major works maintenance - HRA,Adaptations,01-Jun-23,200060046,DLP Services (Northern) Ltd,"14,434.75"
Barrow Borough Council,Shipyard Towns HLF,Professional fees,14-Jun-23,200060154,Lux & Livre,700
Barrow Borough Council,Dock museum,Building cleaning,29-Jun-23,200060465,Elior UK Ltd,"1,801.43"
Barrow Borough Council,Dock museum,Electricity,22-Jun-23,200060335,NPower,"2,683.47"
Barrow Borough Council,Waste collection,Fuel costs,29-Jun-23,200060394,Furness & South Cumberland Supply Association Ltd,"16,254.68"
Barrow Borough Council,Recycling,Maintenance contracts - TSU,29-Jun-23,200060434,FCC Recycling (UK) Ltd,"26,442.26"
Barrow Borough Council,Recycling,Waste Transfer Charges,29-Jun-23,200060434,FCC Recycling (UK) Ltd,"18,022.23"
Barrow Borough Council,Recycling,Waste Transfer Charges,14-Jun-23,200060210,FCC Recycling (UK) Ltd,"40,756.74"
Barrow Borough Council,Office support - admin,Photocopier rental,29-Jun-23,200060468,Ricoh UK Ltd,941.94
Barrow Borough Council,Capitalised Planned Maintenance,Doors and windows,29-Jun-23,200060464,DLP Services (Northern) Ltd,"48,604.90"
Barrow Borough Council,Forum catering,Catering contract - Forum,29-Jun-23,200060465,Elior UK Ltd,"1,106.58"
Barrow Borough Council,Tenant demand maintenance - HRA,Routine Maintenance,14-Jun-23,200060172,Horrocks (NorthWest) Ltd,"8,774.93"
Barrow Borough Council,Cyclical maintenance - HRA,Electrical testing,22-Jun-23,200060300,Keith Wilson Elec Con Ltd,"2,527.10"
Barrow Borough Council,Telephones Holding A/C,Telephone charges paid,29-Jun-23,200060471,EE Ltd,"2,235.93"
Barrow Borough Council,Barrow Parish Council,Printing and stationery,29-Jun-23,200060362,Democracy Counts Ltd,"2,763.45"
Barrow Borough Council,Forum 28,Electricity,22-Jun-23,200060335,NPower,"13,036.11"
Barrow Borough Council,The markets,Water,14-Jun-23,200060180,Water Plus Ltd,719.31
Barrow Borough Council,Barrow town hall,Maintenance contracts - TSU,14-Jun-23,200060165,Phosters (FM) Ltd,626.86
Barrow Borough Council,Cyclical maintenance - HRA,Painting,01-Jun-23,200059975,George Jones & Son (Contractors) Ltd,"1,350.00"
Barrow Borough Council,Playground,Parks & Playgrounds Inspections & maintenance - contract,01-Jun-23,200059984,Continental Landscapes Ltd,"19,353.85"
Barrow Borough Council,Craven house,Building cleaning,22-Jun-23,200060326,Associated Cleaning Contractors,723.67
Barrow Borough Council,A - Dance Fever,Recoverable charges,29-Jun-23,200060455,Dance Fever,"-1,413.76"
Barrow Borough Council,Capitalised Planned Maintenance,Roofs,29-Jun-23,200060360,SIG Trading Ltd,"3,449.89"
Barrow Borough Council,Capitalised Planned Maintenance,Doors and windows,08-Jun-23,200060095,Wrekin Windows,"2,757.96"
Barrow Borough Council,Capitalised Planned Maintenance,Doors and windows,22-Jun-23,200060247,Richmond Joiners & Builders Ltd,"1,399.65"
Barrow Borough Council,Disabled Facilities Grant,Grants,29-Jun-23,200060415,Benchmark Building Serv UK Ltd,"5,805.00"
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,08-Jun-23,200060112,Howdens Joinery Ltd,"1,518.13"
Barrow Borough Council,Steve Harley 16.06.23,Professional fees,29-Jun-23,200060402,TGC Concerts Ltd,"2,158.16"
Barrow Borough Council,Waste collection,Clothing and uniforms,22-Jun-23,200060269,Contego Safety Solutions Ltd,802.06
Barrow Borough Council,Recycling,Vehicle hire,14-Jun-23,200060157,Monks Contractors LTD,"3,910.00"
Barrow Borough Council,Information technology,Licences,22-Jun-23,200060234,Vodafone Ltd,"9,663.57"
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,08-Jun-23,200060112,Howdens Joinery Ltd,"1,565.59"
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,22-Jun-23,200060318,Hughes Brothers,"11,174.74"
Barrow Borough Council,Voids maintenance - HRA,Void repairs,29-Jun-23,200060460,Hughes Brothers,"4,009.97"
Barrow Borough Council,Barrow BID,Other bodies expenditure,22-Jun-23,200060259,Barrow BID Company Ltd,"15,530.70"
Barrow Borough Council,Waste collection,Vehicle hire,14-Jun-23,200060162,CP Davidson & Sons Ltd,"4,600.00"
Barrow Borough Council,Planning Policy,Agency staff,08-Jun-23,200060081,Teem Recruitment Ltd,675
Barrow Borough Council,Capitalised Planned Maintenance,Roofs,22-Jun-23,200060313,SIG Trading Ltd,"5,010.78"
Barrow Borough Council,Voids maintenance - HRA,Void repairs,08-Jun-23,200060093,Hughes Brothers,"2,039.11"
Barrow Borough Council,Tenant demand maintenance - HRA,Routine Maintenance,22-Jun-23,200060322,Procure Plus Ltd,"5,571.34"
Barrow Borough Council,Heritage Action Zone,Agency staff,22-Jun-23,200060274,Vivid Resourcing,"1,250.00"
Barrow Borough Council,Heritage Action Zone,Grants,08-Jun-23,200060053,Redacted Information,"9,123.77"
Barrow Borough Council,General grants,Town Deal - Business & Enterprise,29-Jun-23,200060369,Cumbria Local Enterprise Partnership,"40,839.20"
Barrow Borough Council,Forum 28,Water,08-Jun-23,200060080,Water Plus Ltd,"1,274.50"
Barrow Borough Council,The park leisure centre,Maintenance contracts - TSU,29-Jun-23,200060403,Phosters (FM) Ltd,562
Barrow Borough Council,The park leisure centre,Buildings repairs and maintenance,08-Jun-23,200060126,Yarl Hydracentre Ltd,"5,877.15"
Barrow Borough Council,Kennels,Electricity,22-Jun-23,200060335,NPower,775.93
Barrow Borough Council,Waste collection,Apprenticeship levy,01-Jun-23,200060027,Pearce Bentley Security Services,"1,096.50"
Barrow Borough Council,Housing Benefits Admin,Benefits private tenants,22-Jun-23,200060315,Liberata Uk Ltd,996.61
Barrow Borough Council,10CCLO Greatest Hits,Recoverable charges,29-Jun-23,200060366,10CCLO,-872.18
Barrow Borough Council,Capitalised Planned Maintenance,Roofs,14-Jun-23,200060209,Ward Contracting Ltd,"1,066.92"
Barrow Borough Council,Capitalised Planned Maintenance,Heating,29-Jun-23,200060431,Plumbing Trade Supplies,"29,232.73"
Barrow Borough Council,Tenant demand maintenance - HRA,Consultancy fees,01-Jun-23,200059990,Progression Solicitors,"3,527.50"
Barrow Borough Council,Tenant demand maintenance - HRA,Routine Maintenance,14-Jun-23,200060172,Horrocks (NorthWest) Ltd,"2,213.00"
Barrow Borough Council,Shipyard Towns HLF,Professional fees,01-Jun-23,200060014,Redman Design,"5,400.00"
Barrow Borough Council,Licensing,Professional fees,08-Jun-23,200060115,Ark Givendale Ltd,"1,209.50"
Barrow Borough Council,Community safety,Equipment purchase,29-Jun-23,200060443,Centric Office Solutions,"1,830.00"
Barrow Borough Council,Recycling,Agency staff,08-Jun-23,200060058,ALS Managed Services,"1,242.63"
Barrow Borough Council,Information technology,Software maintenance,01-Jun-23,200060031,Zendesk,"2,880.00"
Barrow Borough Council,HRA Estates,Cleaning - other,22-Jun-23,200060326,Associated Cleaning Contractors,"4,735.45"
Barrow Borough Council,HRA Property inspectors,Agency staff,29-Jun-23,200060352,Teem Recruitment Ltd,507
Barrow Borough Council,Capitalised Planned Maintenance,Doors and windows,08-Jun-23,200060068,Nova Group Ltd,"6,878.10"
Barrow Borough Council,Forum catering,Catering contract - Forum,29-Jun-23,200060465,Elior UK Ltd,"1,998.25"
Barrow Borough Council,The park leisure centre,Leisure Contract,29-Jun-23,200060400,Barrow Forward Ltd,"16,478.00"
Barrow Borough Council,Craven house,Water,01-Jun-23,200060000,Water Plus Ltd,"1,218.62"
Barrow Borough Council,Disabled Facilities Grant,Grants,01-Jun-23,200059959,Lee Bowron Glazing Ltd,"8,600.00"
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,01-Jun-23,200060036,Hughes Brothers,"48,126.75"
Barrow Borough Council,Shipyard Towns HLF,Professional fees,29-Jun-23,200060354,Wex Photo Video,805.6
Barrow Borough Council,Recycling,Professional fees,29-Jun-23,200060355,APSE,"1,610.00"
Barrow Borough Council,Craven house,Buildings repairs and maintenance,29-Jun-23,200060424,FTS Fire & Secuirty Ltd,610.03
Barrow Borough Council,Woodbridge Haven Industrial Estate,Buildings repairs and maintenance,08-Jun-23,200060076,Gilmour Fabrications,748
Barrow Borough Council,Capitalised Planned Maintenance,Rewires,29-Jun-23,200060430,Keith Wilson Elec Con Ltd,"1,895.50"
Barrow Borough Council,Forum catering,Catering contract - Forum,14-Jun-23,200060194,Elior UK Ltd,594.58
Barrow Borough Council,Telephones Holding A/C,Telephone charges paid,29-Jun-23,200060471,EE Ltd,"2,165.39"
Barrow Borough Council,Telephones Holding A/C,Telephone charges paid,29-Jun-23,200060471,EE Ltd,"2,401.28"
Barrow Borough Council,Recycling,Equipment purchase,29-Jun-23,200060390,Contego Safety Solutions Ltd,"1,732.90"
Barrow Borough Council,Off street car parking,Professional fees,08-Jun-23,200060074,Ringo Ltd,"1,120.40"
Barrow Borough Council,Barrow town hall,Maintenance contracts - TSU,29-Jun-23,200060403,Phosters (FM) Ltd,585.59
Barrow Borough Council,Customer services,Agency staff,22-Jun-23,200060311,James Andrews Recruitment Solutions,"1,139.40"
Barrow Borough Council,Customer services,Agency staff,01-Jun-23,200060003,James Andrews Recruitment Solutions,"1,139.40"
Barrow Borough Council,Disabled Facilities Grant,Grants,22-Jun-23,200060282,Benchmark Building Serv UK Ltd,"5,200.00"
Barrow Borough Council,Disabled Facilities Grant,Grants,29-Jun-23,200060454,Airey Property Developments & Adaptations,"9,450.00"
Barrow Borough Council,The park leisure centre,Leisure Contract,29-Jun-23,200060400,Barrow Forward Ltd,"16,478.00"
Barrow Borough Council,The park leisure centre,Leisure Contract,29-Jun-23,200060400,Barrow Forward Ltd,"16,478.00"
Barrow Borough Council,Playground,Parks & Playgrounds Repairs & Maintenance,08-Jun-23,200060111,Continental Landscapes Ltd,"1,990.38"
Barrow Borough Council,Waste collection,Vehicle Repairs,14-Jun-23,200060156,Lancashire DAF,639.11
Barrow Borough Council,Waste collection,Agency staff,08-Jun-23,200060058,ALS Managed Services,"2,626.23"
Barrow Borough Council,Private sector housing,Professional fees,29-Jun-23,200060361,Lambert Smith Hampton,840
Barrow Borough Council,Capitalised Planned Maintenance,Rewires,29-Jun-23,200060458,Rexel UK Ltd,"1,694.72"
Barrow Borough Council,Current assets - stocks,Museum stock,22-Jun-23,200060241,Brandart Ltd,793.75
Barrow Borough Council,Tenant demand maintenance - HRA,Routine Maintenance,22-Jun-23,200060278,Cumbria Roofing Ulverston,"21,416.50"
Barrow Borough Council,Tenant demand maintenance - HRA,Routine Maintenance,01-Jun-23,200060040,PJ Smith (Garafix) Ltd,"1,010.00"
Barrow Borough Council,Major works maintenance - HRA,Digital TV,08-Jun-23,200060101,Aerialek (Dalton) Ltd,920
Barrow Borough Council,Barrow Parish Council,Postage,29-Jun-23,200060362,Democracy Counts Ltd,"3,254.40"
Barrow Borough Council,Recycling,Waste Transfer Charges,29-Jun-23,200060434,FCC Recycling (UK) Ltd,"22,968.58"
Barrow Borough Council,Planning Policy,Agency staff,01-Jun-23,200060001,Teem Recruitment Ltd,843.75
Barrow Borough Council,Planning Policy,Agency staff,08-Jun-23,200060059,The Oyster Partnership Ltd,"1,220.70"
Barrow Borough Council,The markets,Electricity,29-Jun-23,200060470,NPower,"2,346.77"
Barrow Borough Council,Craven house,Electricity,22-Jun-23,200060335,NPower,"19,146.41"
Barrow Borough Council,Capitalised Planned Maintenance,Rewires,29-Jun-23,200060458,Rexel UK Ltd,"1,544.37"
Barrow Borough Council,Disabled Facilities Grant,Grants,29-Jun-23,200060420,TK Access Solutions Ltd,"4,820.00"
Barrow Borough Council,Tenant demand maintenance - HRA,Consultancy fees,29-Jun-23,200060345,Progression Solicitors,797.5
Barrow Borough Council,Tenant demand maintenance - HRA,Routine Maintenance,22-Jun-23,200060249,UK Environmental & Asbestos Solutions Ltd,"1,375.00"
Barrow Borough Council,Major works maintenance - HRA,Fire damage,22-Jun-23,200060262,Chris Welsby Quantity Surveyors,900
Barrow Borough Council,Heritage Action Zone,Agency staff,22-Jun-23,200060274,Vivid Resourcing,"1,375.00"
Barrow Borough Council,Barrow Parish Council,Subscriptions,01-Jun-23,200060010,Cumbria Association of Local Councils,"3,937.56"
Barrow Borough Council,The park leisure centre,Electricity,29-Jun-23,200060470,NPower,"6,034.20"
Barrow Borough Council,Street cleansing,Vehicle hire,14-Jun-23,200060140,Go Plant Fleet Services Ltd,"1,749.33"
Barrow Borough Council,Disabled Facilities Grant,Grants,08-Jun-23,200060127,TK Access Solutions Ltd,"4,519.00"
Barrow Borough Council,Disabled Facilities Grant,Grants,08-Jun-23,200060123,Benchmark Building Serv UK Ltd,"10,000.00"
Barrow Borough Council,LUF - Public Realm.,Professional fees,08-Jun-23,200060105,Bob Pedley Safety Services,"1,726.00"
Barrow Borough Council,Waste collection,Vehicle Repairs,22-Jun-23,200060270,Lancashire DAF,"1,275.00"
Barrow Borough Council,Recycling,Equipment maintenance,29-Jun-23,200060388,Crimewatch Safeguard Security Systems Ltd,900
Barrow Borough Council,Development control,Agency staff,29-Jun-23,200060380,Park Avenue Recruitment Ltd,"1,924.00"
Barrow Borough Council,Capitalised Planned Maintenance,Roofs,01-Jun-23,200060004,SIG Trading Ltd,"5,664.50"
Barrow Borough Council,Telephones Holding A/C,Telephone charges paid,29-Jun-23,200060471,EE Ltd,"2,216.21"
Barrow Borough Council,Waste collection,Agency staff,29-Jun-23,200060395,ALS Managed Services,"2,421.32"
Barrow Borough Council,Planning Policy,Agency staff,08-Jun-23,200060059,The Oyster Partnership Ltd,"1,220.70"
Barrow Borough Council,Barrow town hall,Building cleaning,22-Jun-23,200060326,Associated Cleaning Contractors,"6,259.71"
Barrow Borough Council,Capitalised Planned Maintenance,Doors and windows,01-Jun-23,200059998,Richmond Joiners & Builders Ltd,"9,336.52"
Barrow Borough Council,Dock museum,Maintenance contracts - TSU,22-Jun-23,200060330,TESGL Ltd,561.33
Barrow Borough Council,Parks and open spaces,Grounds maintenance - other works,22-Jun-23,200060255,Greaves Tree Services Ltd,"1,150.00"
Barrow Borough Council,Kennels,Buildings repairs and maintenance,01-Jun-23,200059976,Keith Wilson Elec Con Ltd,"1,518.49"
Barrow Borough Council,Recycling,Waste Transfer Charges,14-Jun-23,200060210,FCC Recycling (UK) Ltd,"19,381.11"
Barrow Borough Council,Recycling,Equipment purchase,29-Jun-23,200060387,OnGrade Ltd,723.5
Barrow Borough Council,Planning Policy,Agency staff,08-Jun-23,200060081,Teem Recruitment Ltd,843.75
Barrow Borough Council,Off street car parking,Buildings repairs and maintenance,08-Jun-23,200060093,Hughes Brothers,502.49
Barrow Borough Council,HRA share of CDC/NDC,External Audit fees,08-Jun-23,200060082,Grant Thornton UK LLP,"8,602.60"
Barrow Borough Council,Tenant demand maintenance - HRA,Gas works,14-Jun-23,200060188,Sure Maintenance,"16,235.75"
Barrow Borough Council,Tenant demand maintenance - HRA,Consultancy fees,29-Jun-23,200060345,Progression Solicitors,"3,815.00"
Barrow Borough Council,A - Dance Fusion,Recoverable charges,29-Jun-23,200060414,Dance Fusion,"-1,444.36"
Barrow Borough Council,Recycling,Agency staff,01-Jun-23,200060021,ALS Managed Services,"1,237.39"
Barrow Borough Council,Planning Policy,Agency staff,29-Jun-23,200060352,Teem Recruitment Ltd,506.25
Barrow Borough Council,Salthouse Road Depot,Electricity,22-Jun-23,200060335,NPower,"1,901.33"
Barrow Borough Council,Woodbridge Haven Industrial Estate,Buildings repairs and maintenance,01-Jun-23,200060045,Andrew Thompson,"2,320.00"
Barrow Borough Council,Suspense accounts,Income suspense account,29-Jun-23,200060416,Dalton with Newton Town Council,"159,889.68"
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,22-Jun-23,200060318,Hughes Brothers,"8,678.64"
Barrow Borough Council,Corporate support,Equipment purchase,29-Jun-23,200060443,Centric Office Solutions,"1,655.00"
Barrow Borough Council,Harding Rise Business Centre,Electricity,22-Jun-23,200060335,NPower,"2,508.75"
Barrow Borough Council,Frankie's Guys 05.05.23,Recoverable charges,01-Jun-23,200059958,David Michael Productions UK Ltd,-894.44
Barrow Borough Council,Corporate management,Professional fees,29-Jun-23,200060348,32West Ltd,"4,439.33"
Barrow Borough Council,Street cleansing,Vehicle hire,14-Jun-23,200060163,Dawson Group,"3,587.14"
Barrow Borough Council,Planning Policy,Agency staff,22-Jun-23,200060252,Teem Recruitment Ltd,506.25
Barrow Borough Council,The markets,Electricity,29-Jun-23,200060470,NPower,"2,445.23"
Barrow Borough Council,Housing Benefits Admin,Benefits private tenants,08-Jun-23,200060090,Liberata Uk Ltd,"10,246.57"
Barrow Borough Council,Information technology,Agency staff,29-Jun-23,200060406,VennGroup Recruitment,"4,075.00"
Barrow Borough Council,Barrow town hall,Professional fees,08-Jun-23,200060048,Steve Payne Consultants Ltd,"1,650.00"
Barrow Borough Council,Voids maintenance - HRA,Void repairs,29-Jun-23,200060460,Hughes Brothers,"10,583.46"
Barrow Borough Council,Tenant demand maintenance - HRA,Gas works,01-Jun-23,200060035,Sure Maintenance,"2,867.18"
Barrow Borough Council,Tenant demand maintenance - HRA,Consultancy fees,01-Jun-23,200059990,Progression Solicitors,852.5
Barrow Borough Council,Kennels,Buildings repairs and maintenance,08-Jun-23,200060102,Keith Wilson Elec Con Ltd,714.62
Barrow Borough Council,Waste collection,Agency staff,22-Jun-23,200060272,ALS Managed Services,"2,626.94"
Barrow Borough Council,Woodbridge Haven Industrial Estate,Electricity,08-Jun-23,200060120,NPower,"8,197.99"
Barrow Borough Council,Capitalised Planned Maintenance,Roofs,08-Jun-23,200060085,SIG Trading Ltd,"2,651.41"
Barrow Borough Council,Capitalised Planned Maintenance,Rewires,14-Jun-23,200060207,Keith Wilson Elec Con Ltd,"11,155.86"
Barrow Borough Council,Disabled Facilities Grant,Grants,08-Jun-23,200060096,Dolphin Stairlifts Cumbria,"2,220.00"
Barrow Borough Council,Disabled Facilities Grant,Grants,01-Jun-23,200060013,The Wet Room,"6,939.00"
Barrow Borough Council,Tenant demand maintenance - HRA,Routine Maintenance,22-Jun-23,200060249,UK Environmental & Asbestos Solutions Ltd,900
Barrow Borough Council,Allotments,Water,22-Jun-23,200060251,Water Plus Ltd,"1,032.51"
Barrow Borough Council,Waste collection,Professional fees,08-Jun-23,200060090,Liberata Uk Ltd,"2,812.50"
Barrow Borough Council,Craven house,Electricity,22-Jun-23,200060335,NPower,"21,179.72"
Barrow Borough Council,Information technology,Consultants' fees,29-Jun-23,200060358,Britannic Technologies Ltd,650
Barrow Borough Council,Disabled Facilities Grant,Grants,14-Jun-23,200060202,Handicare Accessibility Ltd,"1,895.00"
Barrow Borough Council,Disabled Facilities Grant,Grants,29-Jun-23,200060378,The Wet Room,"7,889.00"
Barrow Borough Council,Voids maintenance - HRA,Void repairs,29-Jun-23,200060464,DLP Services (Northern) Ltd,"1,740.40"
Barrow Borough Council,A - Dance Fusion,Admissions,29-Jun-23,200060414,Dance Fusion,"6,424.00"
Barrow Borough Council,LUF - Public Realm.,Professional fees,08-Jun-23,200060057,Emchia Asbestos Solutions Ltd,"1,450.00"
Barrow Borough Council,Cost of collection,Business rates collection,08-Jun-23,200060090,Liberata Uk Ltd,"2,810.52"
Barrow Borough Council,Waste collection,Fuel costs,29-Jun-23,200060394,Furness & South Cumberland Supply Association Ltd,"13,816.72"
Barrow Borough Council,Salthouse Road Depot,Buildings repairs and maintenance,22-Jun-23,200060300,Keith Wilson Elec Con Ltd,"11,399.38"
Barrow Borough Council,A - Dance Fever,Admissions,29-Jun-23,200060455,Dance Fever,"9,221.00"
Barrow Borough Council,Current assets - stocks,Museum stock,01-Jun-23,200060043,House of Marbles,829.91
Barrow Borough Council,Cyclical maintenance - HRA,Painting,22-Jun-23,200060299,George Jones & Son (Contractors) Ltd,"8,459.40"
Barrow Borough Council,Major works maintenance - HRA,Repointing Walney,22-Jun-23,200060333,DLP Services (Northern) Ltd,"1,136.41"
Barrow Borough Council,Telephones Holding A/C,Telephone charges paid,29-Jun-23,200060449,EE Payment Processing,750
Barrow Borough Council,The Academy,Hire of halls,29-Jun-23,200060365,Cast Theatre Company,"-2,265.50"
Barrow Borough Council,Cost of collection,Council tax collection,08-Jun-23,200060090,Liberata Uk Ltd,"9,368.41"
Barrow Borough Council,Crematorium,Electricity,22-Jun-23,200060335,NPower,"3,225.84"
Barrow Borough Council,Capitalised Planned Maintenance,Roofs,29-Jun-23,200060360,SIG Trading Ltd,"1,032.36"
Barrow Borough Council,Capitalised Planned Maintenance,Doors and windows,29-Jun-23,200060464,DLP Services (Northern) Ltd,"4,318.68"
Barrow Borough Council,Democratic representation and management,Subscriptions,29-Jun-23,200060353,Local Government Information Unit,"11,637.00"
Barrow Borough Council,Tenant demand maintenance - HRA,Gas works,01-Jun-23,200060035,Sure Maintenance,"2,256.11"
Barrow Borough Council,Barrow BID,Other bodies expenditure,22-Jun-23,200060259,Barrow BID Company Ltd,"6,767.83"
Barrow Borough Council,Forum 28,Electricity,22-Jun-23,200060335,NPower,"13,701.91"
Barrow Borough Council,Street cleansing,Vehicle Repairs,14-Jun-23,200060163,Dawson Group,568.85
Barrow Borough Council,Off street car parking,Building cleaning,08-Jun-23,200060128,Growing Concerns,623.61
Barrow Borough Council,Finance Department,Professional fees,14-Jun-23,200060182,Pricewaterhouse Coopers LLP,"5,000.00"
Barrow Borough Council,Capitalised Planned Maintenance,Roofs,01-Jun-23,200060046,DLP Services (Northern) Ltd,"45,338.26"
Barrow Borough Council,Telephones Holding A/C,Telephone charges paid,29-Jun-23,200060449,EE Payment Processing,-800
Barrow Borough Council,Corporate management,External Audit fees,08-Jun-23,200060082,Grant Thornton UK LLP,"20,000.00"
Barrow Borough Council,The park leisure centre,Electricity,22-Jun-23,200060335,NPower,785.14
Barrow Borough Council,Barrow park,Gas,01-Jun-23,200059984,Continental Landscapes Ltd,514.19
Barrow Borough Council,Recycling,Vehicle hire,14-Jun-23,200060157,Monks Contractors LTD,"4,370.00"
Barrow Borough Council,Craven house,Buildings repairs and maintenance,08-Jun-23,200060094,Concept Elevators (UK) Ltd,"4,652.20"
Barrow Borough Council,Customer services,Agency staff,22-Jun-23,200060311,James Andrews Recruitment Solutions,"1,305.00"
Barrow Borough Council,Disabled Facilities Grant,Grants,29-Jun-23,200060433,Ward Contracting Ltd,"7,927.02"
Barrow Borough Council,IR personal account,Tax deducted - CIS tax,22-Jun-23,200060278,Cumbria Roofing Ulverston,"-1,500.00"
Barrow Borough Council,Current assets - stocks,Museum stock,01-Jun-23,200059987,Nature Planet Aps,568.2
Barrow Borough Council,Current assets - stocks,Postage stock,29-Jun-23,200060448,Pitney Bowes Ltd,"2,035.83"
Barrow Borough Council,Major works maintenance - HRA,Adaptations,01-Jun-23,200060046,DLP Services (Northern) Ltd,"17,263.91"
Barrow Borough Council,Telephones Holding A/C,Telephone charges paid,29-Jun-23,200060471,EE Ltd,"2,197.21"
