Supplier Name, Net Amount ,Spend Type,Service,Department,Account,Entry Date,Payment type
31TEN CONSULTING LTD,"35,093.00",Consultants - Fees            ,Resident Experience Project   ,Community Engagement & Wellbeing,General Fund,05-Feb-24,Invoiced
360 CIRCLE OF CARE LTD,862.92,Non Lbi Domiciliary Care      ,Physical Support 65-74        ,Adult Social Services,General Fund,17-Jan-24,Invoiced
360 CIRCLE OF CARE LTD,862.92,Non Lbi Domiciliary Care      ,Physical Support 65-74        ,Adult Social Services,General Fund,02-Feb-24,Invoiced
360 CIRCLE OF CARE LTD,862.92,Non Lbi Domiciliary Care      ,Physical Support 65-74        ,Adult Social Services,General Fund,14-Feb-24,Invoiced
360 CIRCLE OF CARE LTD,862.92,Non Lbi Domiciliary Care      ,Physical Support 65-74        ,Adult Social Services,General Fund,14-Feb-24,Invoiced
360 CIRCLE OF CARE LTD,862.92,Non Lbi Domiciliary Care      ,Physical Support 65-74        ,Adult Social Services,General Fund,28-Feb-24,Invoiced
360 CIRCLE OF CARE LTD,862.92,Non Lbi Domiciliary Care      ,Physical Support 65-74        ,Adult Social Services,General Fund,13-Mar-24,Invoiced
360 CIRCLE OF CARE LTD,"1,285.20",Non Lbi Domiciliary Care      ,Physical Support 85+          ,Adult Social Services,General Fund,12-Jan-24,Invoiced
360 CIRCLE OF CARE LTD,"1,285.20",Non Lbi Domiciliary Care      ,Physical Support 85+          ,Adult Social Services,General Fund,17-Jan-24,Invoiced
360 CIRCLE OF CARE LTD,"1,285.20",Non Lbi Domiciliary Care      ,Physical Support 85+          ,Adult Social Services,General Fund,02-Feb-24,Invoiced
360 CIRCLE OF CARE LTD,"1,285.20",Non Lbi Domiciliary Care      ,Physical Support 85+          ,Adult Social Services,General Fund,14-Feb-24,Invoiced
360 CIRCLE OF CARE LTD,"1,285.20",Non Lbi Domiciliary Care      ,Physical Support 85+          ,Adult Social Services,General Fund,28-Feb-24,Invoiced
360 CIRCLE OF CARE LTD,"1,285.20",Non Lbi Domiciliary Care      ,Physical Support 85+          ,Adult Social Services,General Fund,13-Mar-24,Invoiced
4 MECH LIMITED,"1,150.00", Group Heating                ,M&E Lifts Maintenance         ,Homes & Neighbourhoods,HRA,21-Mar-24,Invoiced
4 ORCHARD CLOSE (LBI),506.59,Provisions                    ,4 Orchard Close (Res Care)    ,Adult Social Services,General Fund,09-Jan-24,Invoiced
4 ORCHARD CLOSE (LBI),524.43,Provisions                    ,4 Orchard Close (Res Care)    ,Adult Social Services,General Fund,09-Jan-24,Invoiced
4 ORCHARD CLOSE (LBI),585,Provisions                    ,4 Orchard Close (Res Care)    ,Adult Social Services,General Fund,20-Feb-24,Invoiced
4 ORCHARD CLOSE (LBI),600.24,Provisions                    ,4 Orchard Close (Res Care)    ,Adult Social Services,General Fund,27-Mar-24,Invoiced
4 ORCHARD CLOSE (LBI),637.58,Provisions                    ,4 Orchard Close (Res Care)    ,Adult Social Services,General Fund,25-Jan-24,Invoiced
42 Bedford Row,"2,500.00",Use Of Counsel-Barristers Fees,Council Tax and Business Rates,Resources,General Fund,22-Jan-24,Invoiced
5 PAPER BUILDINGS,"2,625.00",Use Of Counsel-Barristers Fees,Trading Standards             ,Homes & Neighbourhoods,General Fund,19-Jan-24,Invoiced
7-8 REMINGTON STREET,"2,224.00",Ground Rents                  ,Lease&Ground Rents-HRA        ,Homes & Neighbourhoods,HRA,06-Feb-24,Invoiced
8x8 UK Limited,"1,357.20",Purchases General             ,Resident Experience Project   ,Community Engagement & Wellbeing,General Fund,22-Mar-24,Invoiced
8x8 UK Limited,"1,969.19",Purchases General             ,Resident Experience Project   ,Community Engagement & Wellbeing,General Fund,22-Mar-24,Invoiced
8x8 UK Limited,"2,778.73",Purchases General             ,Resident Experience Project   ,Community Engagement & Wellbeing,General Fund,14-Feb-24,Invoiced
8x8 UK Limited,"9,600.00",Software Purchase             ,Resident Experience Project   ,Community Engagement & Wellbeing,General Fund,18-Mar-24,Invoiced
8x8 UK Limited,"26,381.96",Purchases General             ,Resident Experience Project   ,Community Engagement & Wellbeing,General Fund,19-Dec-23,Invoiced
A NEW DIRECTION,"12,240.00",Activities                    ,Inclusive Knowledge Economy   ,Community Wealth Building,General Fund,19-Feb-24,Invoiced
AA PROPERTY CONSULTANCY,"8,000.00",Consultants - Fees            ,New Build                     ,Homes & Neighbourhoods,HRA,17-Jan-24,Invoiced
AA PROPERTY CONSULTANCY,"10,000.00",Consultants - Fees            ,New Build                     ,Homes & Neighbourhoods,HRA,19-Mar-24,Invoiced
AA PROPERTY CONSULTANCY,"10,500.00",Consultants - Fees            ,New Build                     ,Homes & Neighbourhoods,HRA,09-Feb-24,Invoiced
AA PROPERTY CONSULTANCY,"10,507.99",Consultants - Fees            ,New Build                     ,Homes & Neighbourhoods,HRA,15-Feb-24,Invoiced
AB DEVELOPMENT AND CONSULTANCY SOLU LTD,800,General Fees & Services       ,YJB General Fund              ,Children & Young People,General Fund,22-Jan-24,Invoiced
Abacus Management & Training Consultancy,606,Training - External Courses   ,Commercial Services           ,Homes & Neighbourhoods,General Fund,08-Mar-24,Invoiced
ABBOTTS TOXICOLOGY LTD,577.91,General Fees & Services       ,CIN Management Team           ,Children & Young People,General Fund,09-Jan-24,Invoiced
ABBOTTS TOXICOLOGY LTD,625.61,Purchases General             ,CIN Management Team           ,Children & Young People,General Fund,15-Mar-24,Invoiced
ABBOTTS TOXICOLOGY LTD,719.91,Purchases General             ,CIN Management Team           ,Children & Young People,General Fund,11-Jan-24,Invoiced
ABBOTTS TOXICOLOGY LTD,731.58,Purchases General             ,CIN Management Team           ,Children & Young People,General Fund,31-Jan-24,Invoiced
ABC AID,900,Purchases General             ,Bright Start Islington General,Children & Young People,General Fund,31-Jan-24,Invoiced
ABERDEEN PARK NURSERY,"1,084.80",Direct Payment To N.S.O       ,Community Nurseries Grant Aid ,Children & Young People,General Fund,20-Feb-24,Invoiced
ABERDEEN PARK NURSERY,"2,522.17",Direct Payment To N.S.O       ,Community Nurseries Grant Aid ,Children & Young People,General Fund,10-Jan-24,Invoiced
ABERDEEN PARK NURSERY,"2,522.17",Direct Payment To N.S.O       ,Community Nurseries Grant Aid ,Children & Young People,General Fund,19-Feb-24,Invoiced
ABERDEEN PARK NURSERY,"3,956.40",Direct Payment To N.S.O       ,PVI Nursery Education Funding ,Children & Young People,General Fund,26-Feb-24,Invoiced
ABERDEEN PARK NURSERY,"12,803.25",Direct Payment To N.S.O       ,PVI Nursery Education Funding ,Children & Young People,General Fund,08-Jan-24,Invoiced
Abianda,"14,500.00",Direct Payment To N.S.O       ,Comm Safety - Crime Vic & Off ,Children & Young People,General Fund,13-Feb-24,Invoiced
Abianda,"14,500.00",Direct Payment To N.S.O       ,Comm Safety - Crime Vic & Off ,Children & Young People,General Fund,19-Feb-24,Invoiced
Abianda,"25,000.00",Direct Payment To N.S.O       ,Comm Safety - Crime Vic & Off ,Children & Young People,General Fund,27-Feb-24,Invoiced
ABIDING CARE & SUPPORT,"15,002.86",Supported Accommodation       ,Independant Living            ,Children & Young People,General Fund,05-Mar-24,Invoiced
Abraham Baron Solicitors Ltd,"1,344.83",Compensation to Tenants       ,Disrepair team                ,Homes & Neighbourhoods,HRA,26-Jan-24,Invoiced
Abraham Baron Solicitors Ltd,"6,250.00",Costs Awarded Agst The Council,Disrepair team                ,Homes & Neighbourhoods,HRA,07-Feb-24,Invoiced
ABS LAWYERS LIMITED,941.89,Compensation to Tenants       ,Disrepair team                ,Homes & Neighbourhoods,HRA,16-Jan-24,Invoiced
ABS LAWYERS LIMITED,"12,000.00",Costs Awarded Agst The Council,Disrepair team                ,Homes & Neighbourhoods,HRA,07-Feb-24,Invoiced
ACADEMY CONSULTING,"4,500.00",Consultants - Fees            ,FutureWorks                   ,Community Wealth Building,General Fund,27-Feb-24,Invoiced
ACADEMY CONSULTING,"5,985.00",Consultants - Fees            ,DA Waste Recycling Centre     ,Community Wealth Building,General Fund,16-Jan-24,Invoiced
ACADEMY CONSULTING,"5,985.00",Consultants - Fees            ,DA Waste Recycling Centre     ,Community Wealth Building,General Fund,12-Feb-24,Invoiced
ACADEMY CONSULTING,"8,250.00",General Works                 ,FutureWorks                   ,Community Wealth Building,General Fund,16-Jan-24,Invoiced
ACADEMY CONSULTING,"10,060.00",Consultants - Fees            ,DA Waste Recycling Centre     ,Community Wealth Building,General Fund,08-Mar-24,Invoiced
ACADEMY CONSULTING,"14,000.00",Consultants - Fees            ,DA Islington Town Hall        ,Community Wealth Building,General Fund,27-Feb-24,Invoiced
ACADEMY21 LTD,850,Education Bodies              ,Alternative Provision         ,Children & Young People,General Fund,09-Feb-24,Invoiced
ACADEMY21 LTD,"1,134.00",Education Bodies              ,Alternative Provision         ,Children & Young People,General Fund,29-Feb-24,Invoiced
ACADEMY21 LTD,"1,512.00",Education Bodies              ,Alternative Provision         ,Children & Young People,General Fund,02-Feb-24,Invoiced
ACADEMY21 LTD,"1,770.00",Education Bodies              ,Independent School Fees -pre16,Children & Young People,General Fund,28-Feb-24,Invoiced
Access 247,575,In-House Support Costs        ,DCS Personal Budgets          ,Children & Young People,General Fund,22-Mar-24,Invoiced
Access 247,"1,093.44",Private Sector Provision      ,DCS Personal Budgets          ,Children & Young People,General Fund,07-Mar-24,Invoiced
Access 247,"1,093.44",Private Sector Provision      ,DCS Personal Budgets          ,Children & Young People,General Fund,07-Mar-24,Invoiced
Access 247,"1,093.44",Private Sector Provision      ,DCS Personal Budgets          ,Children & Young People,General Fund,07-Mar-24,Invoiced
Access 247,"1,116.24",Private Sector Provision      ,DCS Personal Budgets          ,Children & Young People,General Fund,10-Jan-24,Invoiced
Access 247,"21,648.00",Private Sector Provision      ,DCS Personal Budgets          ,Children & Young People,General Fund,17-Jan-24,Invoiced
ACCESS ABLE,"13,200.00",General Works                 ,Beech Street - Fortune Street ,Environment & Climate Change,General Fund,02-Jan-24,Invoiced
ACCESS ABLE,"14,700.00",Purchases General             ,IMPETUS Funding               ,Community Engagement & Wellbeing,General Fund,08-Feb-24,Invoiced
ACCESS ABLE,"16,800.00",General Works                 ,Tufnell Park Liveable Nbhd    ,Environment & Climate Change,General Fund,08-Feb-24,Invoiced
ACCESS TO SPORTS PROJECT,"2,400.00",Direct Payment To N.S.O       ,HOLIDAY HUNGER                ,Children & Young People,General Fund,13-Feb-24,Invoiced
ACCESS TO SPORTS PROJECT,"9,904.00",Direct Payment To N.S.O       ,Youth Commissioning           ,Children & Young People,General Fund,18-Mar-24,Invoiced
ACCESS TO SPORTS PROJECT,"40,000.00",Private Sector Provision      ,Community Development         ,Homes & Neighbourhoods,HRA,05-Jan-24,Invoiced
ACCESS TO SPORTS PROJECT,"40,000.00",Private Sector Provision      ,Community Development         ,Homes & Neighbourhoods,HRA,22-Feb-24,Invoiced
ACCESS TO SPORTS PROJECT,"70,000.00",General Fees & Services       ,Leisure Client Services       ,Environment & Climate Change,General Fund,27-Feb-24,Invoiced
ACCESS TO SPORTS PROJECT,"70,000.00",General Fees & Services       ,Leisure Client Services       ,Environment & Climate Change,General Fund,27-Feb-24,Invoiced
ACCESS UK LTD,"1,012.05",Aids/Adaptations              ,Preventative Technology       ,Adult Social Services,General Fund,19-Mar-24,Invoiced
ACCESS UK LTD,"1,020.70",Aids/Adaptations              ,Preventative Technology       ,Adult Social Services,General Fund,09-Feb-24,Invoiced
ACCESS UK LTD,"1,020.70",Aids/Adaptations              ,Preventative Technology       ,Adult Social Services,General Fund,22-Mar-24,Invoiced
ACCESS UK LTD,"17,576.73",Software Purchase             ,Commercial and Risk           ,Resources,General Fund,13-Mar-24,Invoiced
ACCORD FAMILY SERVICES,540,Contact With Looked Aft Child.,Contact                       ,Children & Young People,General Fund,18-Jan-24,Invoiced
ACCORD FAMILY SERVICES,580,Contact With Looked Aft Child.,Contact                       ,Children & Young People,General Fund,18-Jan-24,Invoiced
ACCORD FAMILY SERVICES,580,Contact With Looked Aft Child.,Contact                       ,Children & Young People,General Fund,18-Mar-24,Invoiced
ACCORD FAMILY SERVICES,900,Contact With Looked Aft Child.,Contact                       ,Children & Young People,General Fund,18-Jan-24,Invoiced
ACCORD FAMILY SERVICES,"1,080.00",Contact With Looked Aft Child.,Contact                       ,Children & Young People,General Fund,05-Feb-24,Invoiced
Accuro Transcription Solutions Limited,"1,291.80",Disbursements (Court Fees Etc),Legal Services Recharge       ,Adult Social Services,General Fund,15-Mar-24,Invoiced
ACE ROADMARKINGS LTD,520,Financial Services            ,Parking Control               ,Homes & Neighbourhoods,HRA,29-Jan-24,Invoiced
ACE ROADMARKINGS LTD,"1,080.00",Financial Services            ,Parking Control               ,Homes & Neighbourhoods,HRA,05-Feb-24,Invoiced
ACE ROADMARKINGS LTD,"1,250.00",Financial Services            ,Parking Control               ,Homes & Neighbourhoods,HRA,20-Feb-24,Invoiced
ACE ROADMARKINGS LTD,"1,400.00",Financial Services            ,Parking Control               ,Homes & Neighbourhoods,HRA,16-Jan-24,Invoiced
ACE ROADMARKINGS LTD,"1,600.00",Financial Services            ,Parking Control               ,Homes & Neighbourhoods,HRA,18-Mar-24,Invoiced
ACHIEVE TOGETHER LTD,"2,203.08",Supported Accommodation       ,Memory and Cognition Support  ,Adult Social Services,General Fund,02-Feb-24,Invoiced
ACHIEVE TOGETHER LTD,"5,911.92",Supported Accommodation       ,Memory and Cognition Support  ,Adult Social Services,General Fund,02-Feb-24,Invoiced
ACHIEVE TOGETHER LTD,"5,911.92",Supported Accommodation       ,Memory and Cognition Support  ,Adult Social Services,General Fund,02-Feb-24,Invoiced
ACHIEVE TOGETHER LTD,"5,911.92",Supported Accommodation       ,Memory and Cognition Support  ,Adult Social Services,General Fund,05-Mar-24,Invoiced
ACORN TRUCK SALES LTD,706.68,Vehicle-Other Maintenance     ,ACT Social Services           ,Environment & Climate Change,General Fund,13-Mar-24,Invoiced
ACORN TRUCK SALES LTD,777.56,Vehicle-Other Maintenance     ,ACT Social Services           ,Environment & Climate Change,General Fund,19-Mar-24,Invoiced
ACS HOMECARE LTD,870.75,Non Lbi Domiciliary Care      ,Physical Support 75-84        ,Adult Social Services,General Fund,02-Feb-24,Invoiced
ACS HOMECARE LTD,"1,161.00",Non Lbi Domiciliary Care      ,Physical Support 75-84        ,Adult Social Services,General Fund,02-Feb-24,Invoiced
ACS Technology Group Ltd,514.08,Hardware Purchase             ,Chief Executive'S Office      ,Chief Executives,General Fund,14-Mar-24,Invoiced
ACS Technology Group Ltd,688,Electrical                    ,Future Work Project           ,Community Wealth Building,General Fund,19-Mar-24,Invoiced
ACS Technology Group Ltd,697,Hardware Purchase             ,Future Work Project           ,Community Wealth Building,General Fund,26-Jan-24,Invoiced
ACS Technology Group Ltd,701.93,Hardware Purchase             ,Daylight Autism Day Centre    ,Adult Social Services,General Fund,14-Mar-24,Invoiced
ACS Technology Group Ltd,709.5,Hardware Purchase             ,IT STOCK                      ,Resources,General Fund,29-Feb-24,Invoiced
ACS Technology Group Ltd,908.5,Hardware Purchase             ,IT STOCK                      ,Resources,General Fund,20-Feb-24,Invoiced
ACS Technology Group Ltd,"1,541.48",Equipment                     ,Communications                ,Community Engagement & Wellbeing,General Fund,22-Mar-24,Invoiced
ACS Technology Group Ltd,"1,629.74",Hardware Purchase             ,Islington Town Hall           ,Community Wealth Building,General Fund,14-Mar-24,Invoiced
ACS Technology Group Ltd,"1,831.91",Hardware Purchase             ,1 Cottage Road                ,Community Wealth Building,General Fund,20-Feb-24,Invoiced
ACS Technology Group Ltd,"4,710.00",Hardware Purchase             ,IT STOCK                      ,Resources,General Fund,25-Jan-24,Invoiced
ACS Technology Group Ltd,"7,052.04",Hardware Purchase             ,IT STOCK                      ,Resources,General Fund,29-Jan-24,Invoiced
ACS Technology Group Ltd,"7,097.75",Hardware Purchase             ,IT STOCK                      ,Resources,General Fund,26-Jan-24,Invoiced
ACS Technology Group Ltd,"10,063.30",Hardware Purchase             ,Future Work Project           ,Community Wealth Building,General Fund,26-Jan-24,Invoiced
ACS Technology Group Ltd,"11,398.00",Hardware Purchase             ,IT STOCK                      ,Resources,General Fund,26-Jan-24,Invoiced
ACS Technology Group Ltd,"11,398.00",Hardware Purchase             ,IT STOCK                      ,Resources,General Fund,01-Feb-24,Invoiced
ACS Technology Group Ltd,"11,398.00",Hardware Purchase             ,IT STOCK                      ,Resources,General Fund,29-Feb-24,Invoiced
ACS Technology Group Ltd,"12,073.80",General Works                 ,FutureWorks                   ,Community Wealth Building,General Fund,12-Mar-24,Invoiced
ACS Technology Group Ltd,"12,107.50",Hardware Purchase             ,IT STOCK                      ,Resources,General Fund,14-Mar-24,Invoiced
ACS Technology Group Ltd,"14,370.80",Hardware Purchase             ,IT STOCK                      ,Resources,General Fund,29-Jan-24,Invoiced
Action First Assessments Ltd,500,General Fees & Services       ,Safeguarding Adults           ,Adult Social Services,General Fund,09-Feb-24,Invoiced
Action First Assessments Ltd,660,General Fees & Services       ,Safeguarding Adults           ,Adult Social Services,General Fund,20-Mar-24,Invoiced
Action First Assessments Ltd,"1,210.00",General Fees & Services       ,Safeguarding Adults           ,Adult Social Services,General Fund,27-Feb-24,Invoiced
Action First Assessments Ltd,"1,430.00",General Fees & Services       ,Safeguarding Adults           ,Adult Social Services,General Fund,29-Dec-23,Invoiced
Action First Assessments Ltd,"2,000.00",General Fees & Services       ,Safeguarding Adults           ,Adult Social Services,General Fund,25-Mar-24,Invoiced
Action First Assessments Ltd,"2,100.00",General Fees & Services       ,Safeguarding Adults           ,Adult Social Services,General Fund,25-Mar-24,Invoiced
Action First Assessments Ltd,"2,250.00",General Fees & Services       ,Safeguarding Adults           ,Adult Social Services,General Fund,18-Mar-24,Invoiced
Action First Assessments Ltd,"3,300.00",General Fees & Services       ,Safeguarding Adults           ,Adult Social Services,General Fund,18-Mar-24,Invoiced
Action First Assessments Ltd,"3,500.00",General Fees & Services       ,Safeguarding Adults           ,Adult Social Services,General Fund,09-Jan-24,Invoiced
ACTION FOR CHILDREN LTD,887.5,Direct Payment To N.S.O       ,AIM HIGHER - SHORT BREAKS     ,Children & Young People,General Fund,19-Jan-24,Invoiced
ACTION FOR CHILDREN LTD,"1,005.40",Purchases General             ,UASC: 16-18 YRS (CAT)         ,Children & Young People,General Fund,02-Feb-24,Invoiced
ACTION FOR CHILDREN LTD,"1,022.75",Commissioning Costs           ,DCS Personal Budgets          ,Children & Young People,General Fund,19-Jan-24,Invoiced
ACTION FOR CHILDREN LTD,"1,069.10",Direct Payment To N.S.O       ,AIM HIGHER - SHORT BREAKS     ,Children & Young People,General Fund,24-Jan-24,Invoiced
ACTION FOR CHILDREN LTD,"1,386.50",Direct Payment To N.S.O       ,AIM HIGHER - SHORT BREAKS     ,Children & Young People,General Fund,24-Jan-24,Invoiced
ACTION FOR CHILDREN LTD,"2,076.30",Direct Payment To N.S.O       ,AIM HIGHER - SHORT BREAKS     ,Children & Young People,General Fund,17-Jan-24,Invoiced
ACTION FOR CHILDREN LTD,"2,184.65",Commissioning Costs           ,DCS Personal Budgets          ,Children & Young People,General Fund,26-Jan-24,Invoiced
ACTION FOR CHILDREN LTD,"2,984.70",Direct Payment To N.S.O       ,AIM HIGHER - SHORT BREAKS     ,Children & Young People,General Fund,17-Jan-24,Invoiced
ACTION FOR CHILDREN LTD,"3,157.70",Direct Payment To N.S.O       ,AIM HIGHER - SHORT BREAKS     ,Children & Young People,General Fund,17-Jan-24,Invoiced
ACTION FOR CHILDREN LTD,"5,157.95",Commissioning Costs           ,DCS Personal Budgets          ,Children & Young People,General Fund,26-Jan-24,Invoiced
ACTION FOR CHILDREN LTD,"5,543.50",Direct Payment To N.S.O       ,AIM HIGHER - SHORT BREAKS     ,Children & Young People,General Fund,04-Mar-24,Invoiced
ACTION FOR CHILDREN LTD,"6,272.20",Commissioning Costs           ,DCS Personal Budgets          ,Children & Young People,General Fund,19-Jan-24,Invoiced
ACTION FOR CHILDREN LTD,"7,880.00",Commissioning Costs           ,DCS Personal Budgets          ,Children & Young People,General Fund,19-Mar-24,Invoiced
ACTION FOR CHILDREN LTD,"7,961.45",Commissioning Costs           ,DCS Personal Budgets          ,Children & Young People,General Fund,19-Jan-24,Invoiced
ACTION FOR CHILDREN LTD,"9,500.00",Direct Payment To N.S.O       ,AIM HIGHER - SHORT BREAKS     ,Children & Young People,General Fund,22-Mar-24,Invoiced
ACTION FOR CHILDREN LTD,"10,792.10",Commissioning Costs           ,DCS Personal Budgets          ,Children & Young People,General Fund,13-Mar-24,Invoiced
ACTION FOR CHILDREN LTD,"17,500.00",Direct Payment To N.S.O       ,Strategy Comm & Policy        ,Children & Young People,General Fund,31-Jan-24,Invoiced
ACTION FOR CHILDREN LTD,"29,269.05",Direct Payment To N.S.O       ,AIM HIGHER - SHORT BREAKS     ,Children & Young People,General Fund,16-Jan-24,Invoiced
ACTION FOR CHILDREN LTD,"57,040.50",Commissioning Costs           ,DCS Personal Budgets          ,Children & Young People,General Fund,19-Jan-24,Invoiced
ACTION FOR KIDS,"2,457.00",Client Fares                  ,Travel Special                ,Children & Young People,General Fund,13-Mar-24,Invoiced
ACTIVE LANDSCAPES LTD,"3,495.00",General Works                 ,Dalmeny Park                  ,Environment & Climate Change,General Fund,06-Mar-24,Invoiced
ACTIVE LANDSCAPES LTD,"3,809.70",Buildings-General             ,Performance & Improvement     ,Environment & Climate Change,General Fund,15-Jan-24,Invoiced
ACTIVE LANDSCAPES LTD,"3,809.70",Buildings-General             ,Performance & Improvement     ,Environment & Climate Change,General Fund,18-Mar-24,Invoiced
ACTIVE LANDSCAPES LTD,"4,201.57",General Works                 ,Granville Sq Fencing          ,S106/CIL FUNDED SCHE,General Fund,20-Mar-24,Invoiced
ACTIVE LANDSCAPES LTD,"23,846.53",Purchases General             ,Thriving Neighbourhoods       ,Homes & Neighbourhoods,HRA,12-Jan-24,Invoiced
ACTIVE LANDSCAPES LTD,"62,320.28",General Works                 ,Duncan Terrace Gardens Fencing,S106/CIL FUNDED SCHE,General Fund,13-Mar-24,Invoiced
ADASS,"2,609.00",Sundry Subscriptions          ,Adult Social Care Management  ,Adult Social Services,General Fund,05-Feb-24,Invoiced
ADDISON LEE PLC,523.64,Travel By Public Transpt      ,Legal Expenses                ,Resources,General Fund,24-Jan-24,Invoiced
ADDRESSING AND MAILING SOLUTIONS LTD,615.45,Consumable Materials          ,Print Services                ,Resources,General Fund,15-Mar-24,Invoiced
ADELPHI GRAPHICS LIMITED,"1,000.00",General Fees & Services       ,Clerkenwell Project           ,Community Engagement & Wellbeing,General Fund,07-Feb-24,Invoiced
AdEPT TECHNOLOGY GROUP PLC,"40,800.00",Agency                        ,Commercial and Risk           ,Resources,General Fund,29-Jan-24,Invoiced
ADOPTIONPLUS LTD,"1,000.00",Private Sector Provision      ,RAA Adoption Support Fund     ,Children & Young People,General Fund,10-Jan-24,Invoiced
ADOPTIONPLUS LTD,"1,000.00",Private Sector Provision      ,RAA Adoption Support Fund     ,Children & Young People,General Fund,26-Feb-24,Invoiced
ADOPTIONPLUS LTD,"1,200.00",Private Sector Provision      ,RAA Adoption Support Fund     ,Children & Young People,General Fund,27-Feb-24,Invoiced
ADOPTIONPLUS LTD,"1,500.00",Private Sector Provision      ,RAA Adoption Support Fund     ,Children & Young People,General Fund,15-Jan-24,Invoiced
ADOPTIONPLUS LTD,"1,500.00",Private Sector Provision      ,RAA Adoption Support Fund     ,Children & Young People,General Fund,01-Feb-24,Invoiced
ADOPTIONPLUS LTD,"1,500.00",Private Sector Provision      ,RAA Adoption Support Fund     ,Children & Young People,General Fund,27-Feb-24,Invoiced
ADOPTIONPLUS LTD,"1,537.50",Private Sector Provision      ,RAA Adoption Support Fund     ,Children & Young People,General Fund,26-Jan-24,Invoiced
ADOPTIONPLUS LTD,"1,800.00",Private Sector Provision      ,RAA Adoption Support Fund     ,Children & Young People,General Fund,27-Feb-24,Invoiced
ADOPTIONPLUS LTD,"1,800.00",Private Sector Provision      ,RAA Adoption Support Fund     ,Children & Young People,General Fund,27-Feb-24,Invoiced
ADOPTIONPLUS LTD,"1,900.00",Private Sector Provision      ,RAA Adoption Support Fund     ,Children & Young People,General Fund,15-Jan-24,Invoiced
ADOPTIONPLUS LTD,"2,100.00",Private Sector Provision      ,RAA Adoption Support Fund     ,Children & Young People,General Fund,15-Jan-24,Invoiced
ADOPTIONPLUS LTD,"2,400.00",Private Sector Provision      ,RAA Adoption Support Fund     ,Children & Young People,General Fund,15-Jan-24,Invoiced
ADOPTIONPLUS LTD,"2,400.00",Private Sector Provision      ,RAA Adoption Support Fund     ,Children & Young People,General Fund,15-Jan-24,Invoiced
ADOPTIONPLUS LTD,"2,700.00",Private Sector Provision      ,RAA Adoption Support Fund     ,Children & Young People,General Fund,27-Feb-24,Invoiced
ADOPTIONPLUS LTD,"3,000.00",Private Sector Provision      ,RAA Adoption Support Fund     ,Children & Young People,General Fund,15-Jan-24,Invoiced
ADVANCE HOUSING AND SUPPORT LTD,"1,216.00",Non Lbi Domiciliary Care      ,Physical Support              ,Adult Social Services,General Fund,25-Mar-24,Invoiced
ADVANCE INNOVATION LTD,"1,600.00",Repair & Maintenance-General  ,New Park Day Centre           ,Adult Social Services,General Fund,02-Feb-24,Invoiced
ADVANCE INNOVATION LTD,"3,244.85",Purchases General             ,New Park Day Centre           ,Adult Social Services,General Fund,01-Feb-24,Invoiced
