Supplier Name,Invoiced Fiscal Day Date,Amount Paid Excluding VAT,Subjective Description
Specsavers,30/09/2024,"£1,046.50",Eye Tests
"Sprowston Manor Hotel Golf And
Country Club",03/10/2024,"£1,458.33",Hire of Rooms/Premises
Stand Limited,18/10/2024,"£1,835.00",Other Third Party Payments
"Streamlined Forensic Reporting
Limited",03/09/2024,"£5,709.50",SFR Medical Contract
"Streamlined Forensic Reporting
Limited",02/10/2024,"£5,026.50",SFR Medical Contract
Tailored Image Limited,27/09/2024,"£5,960.50",Clothing and Uniforms
The Automobile Association,04/10/2024,"£22,860.39",Vehicle Recovery Costs
The Knowledge Academy Limited,19/09/2024,"£2,079.16",External Training Course
"The National Association For
People Abused In Childhood
(Napac)",25/09/2024,"£1,000.00",External Training Course
The Safeguarding Toolbox,30/09/2024,£606.10,External Training Course
Think Different Events Limited,17/10/2024,£655.00,Conference and Seminar Fees
Thurlow Nunn,03/09/2024,"£1,716.22",Vehicle Repairs
Thurlow Nunn,11/09/2024,£633.27,Vehicle Repairs
Thurlow Nunn,19/09/2024,£946.85,Vehicle Insurance
Thurlow Nunn,24/09/2024,"£2,850.06",Vehicle Repairs
Tiaa Limited,01/10/2024,"£8,251.20",Internal Audit Fee
Total Energies Gp,12/09/2024,"£9,050.77",Utilities
Total Energies Gp,17/10/2024,"£15,869.87",Utilities
"Toye Kenning And Spencer
Limited",12/09/2024,£579.00,Clothing and Uniforms
"Toye Kenning And Spencer
Limited",02/10/2024,"£5,963.50",Clothing and Uniforms
Tradition Giftware Ltd,17/09/2024,"£1,005.50",Presentations and Awards
Tranam Limited,30/09/2024,"£1,327.07",Clothing and Uniforms
Truvelo (Uk) Limited,06/09/2024,"£5,019.00",Maintenance Specialist Operation Equipment
Truvelo (Uk) Limited,30/09/2024,"£1,065.00",Specialist Operational Equipment
Try And Lilly Limited,02/10/2024,"£2,909.40",Clothing and Uniforms
Ultimat Defence Limited,23/09/2024,"£4,180.30",Training Materials and Study Costs
University Of Bedfordshire,10/09/2024,"£17,487.02",Other Third Party Payments
Vestigo Consulting Limited,30/09/2024,"£18,000.00",External Training Course
Vohkus Limited,04/10/2024,£739.50,Telephony Equipment
Volkswagen Group Uk Limited,10/09/2024,"£1,621.47",Vehicles - Spares
Volkswagen Group Uk Limited,25/09/2024,£772.16,Vehicles - Spares
Vr Forensics,02/10/2024,£630.00,Professional Fees
"Wa Products (Uk) Limited T/A
Scenesafe",31/08/2024,£641.10,SOC Consumables
"Wa Products (Uk) Limited T/A
Scenesafe",09/09/2024,"£6,118.32",SOC Consumables
"Wa Products (Uk) Limited T/A
Scenesafe",21/09/2024,"£2,412.96",SOC Consumables
Wayland Partnership,01/10/2024,"£1,651.50",Rent
"Weeting Tyres Limited T/A Page
And Bird",25/09/2024,£720.00,Vehicles - Tyres and Tubes
Weightmans Llp,25/09/2024,"£12,789.50",Public Liability
Weightmans Llp,02/10/2024,"£4,059.00",Employers Liability
Wernick Hire Limited,30/09/2024,"£6,050.80",Building Works
Woodway Engineering Limited,24/09/2024,£521.00,Vehicles - Road
Wpc Software Limited,01/10/2024,"£1,000.00",External Training Course
Wymondham Limited,01/10/2024,"£11,786.73",Service Charge
Wymondham Limited,14/10/2024,"£436,540.43",PFI Main Contract
Wymondham Rugby Club,01/10/2024,"£6,000.00",Rent
Zest Recycle Limited,01/09/2024,"£8,815.11",Waste Contract
